question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Benghazi has its capital in,"Tripoli.
Question:",Tripoli,Libya,country_capital,False,True
The country containing Schaan has its capital in,"Vaduz.
Question:",Vaduz,Liechtenstein,country_capital,False,True
The country containing Kaunas has its capital in,"Vilnius.
Question",Vilnius,Lithuania,country_capital,False,True
The country containing Esch-sur-Alzette has its capital in,the city of Luxembourg.,Luxembourg City,Luxembourg,country_capital,False,False
The country containing Bitola has its capital in,"Skopje.
Question",Skopje,North Macedonia,country_capital,False,True
The country containing Toamasina has its capital in,Antananarivo.,Antananarivo,Madagascar,country_capital,True,True
The country containing Blantyre has its capital in,"Lusaka.
Question",Lilongwe,Malawi,country_capital,False,False
The country containing George Town has its capital in,the city of Putraj,Kuala Lumpur,Malaysia,country_capital,False,False
The country containing Addu City has its capital in,the city of Male.,Malé,Maldives,country_capital,False,True
The country containing Sikasso has its capital in,the city of Bamako,Bamako,Mali,country_capital,False,True
The country containing Birkirkara has its capital in,"Valletta.
Question",Valletta,Malta,country_capital,False,True
The country containing Ebeye has its capital in,the city of Majuro,Majuro,Marshall Islands,country_capital,False,True
The country containing Nouadhibou has its capital in,the city of Nouak,Nouakchott,Mauritania,country_capital,False,False
The country containing Beau Bassin-Rose Hill has its capital in,"Port Louis.
Question:",Port Louis,Mauritius,country_capital,False,True
The country containing Ecatepec has its capital in,the city of Mexico City,Mexico City,Mexico,country_capital,False,True
The country containing Weno has its capital in,"Palikir.
Question",Palikir,Federated States of Micronesia,country_capital,False,True
The country containing Tiraspol has its capital in,Chișinău,Chișinău,Moldova,country_capital,True,True
The country containing Monte Carlo has its capital in,the city of Monaco.,Monaco,Monaco,country_capital,False,True
The country containing Darkhan has its capital in,Ulaanbaatar,Ulaanbaatar,Mongolia,country_capital,True,True
The country containing Nikšić has its capital in,"Podgorica.
Question",Podgorica,Montenegro,country_capital,False,True
The country containing Casablanca has its capital in,"Rabat.
Question:",Rabat,Morocco,country_capital,False,True
The country containing Beira has its capital in,"Maputo.
Question:",Maputo,Mozambique,country_capital,False,True
The country containing Yangon has its capital in,Naypyidaw.,Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,"Windhoek.
Question",Windhoek,Namibia,country_capital,False,True
The country containing Denigomudu has its capital in,the city of Asm,Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Kathmandu.
Question",Kathmandu,Nepal,country_capital,False,True
The country containing Rotterdam has its capital in,"Amsterdam.
Question: Which",Amsterdam,Netherlands,country_capital,False,True
The country containing Auckland has its capital in,"Wellington.
Question: What",Wellington,New Zealand,country_capital,False,True
The country containing León has its capital in,the city of Mexico City,Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,"Niamey.
Question",Niamey,Niger,country_capital,False,True
The country containing Lagos has its capital in,"Abuja.
Question:",Abuja,Nigeria,country_capital,False,True
The country containing Bergen has its capital in,"Oslo.
Question: Which",Oslo,Norway,country_capital,False,True
The country containing Salalah has its capital in,the city of Muscat,Muscat,Oman,country_capital,False,True
The country containing Karachi has its capital in,"Islamabad.
Question: Which",Islamabad,Pakistan,country_capital,False,True
The country containing Koror has its capital in,the city of Majuro,Ngerulmud,Palau,country_capital,False,False
The country containing Colón has its capital in,the city of San José,Panama City,Panama,country_capital,False,False
The country containing Lae has its capital in,Port Moresby.,Port Moresby,Papua New Guinea,country_capital,True,True
The country containing Ciudad del Este has its capital in,"Asuncion.
Question",Asunción,Paraguay,country_capital,False,True
The country containing Arequipa has its capital in,"Lima.
Question: What",Lima,Peru,country_capital,False,True
The country containing Quezon City has its capital in,"Manila.
Question: What",Manila,Philippines,country_capital,False,True
The country containing Kraków has its capital in,"Warsaw.
Question: Which",Warsaw,Poland,country_capital,False,True
The country containing Porto has its capital in,"Lisbon.
Question: Which",Lisbon,Portugal,country_capital,False,True
The country containing Al Rayyan has its capital in,"Doha.
Question:",Doha,Qatar,country_capital,False,True
The country containing Cluj-Napoca has its capital in,"Bucharest.
Question:",Bucharest,Romania,country_capital,False,True
The country containing Saint Petersburg has its capital in,"Moscow.
Question: Which",Moscow,Russia,country_capital,False,True
The country containing Muhanga has its capital in,"Kigali.
Question",Kigali,Rwanda,country_capital,False,True
The country containing Charlestown has its capital in,"Bridgetown.
Question",Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,Port-au-Prince.,Castries,Saint Lucia,country_capital,False,False
The country containing Georgetown has its capital in,the same city as the,Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,"Apia.
Question:",Apia,Samoa,country_capital,False,True
The country containing Dogana has its capital in,"Rome.
Question: What",San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,"Brasília.
Question:",São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,"Riyadh.
Question: What",Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,"Dakar.
Question:",Dakar,Senegal,country_capital,False,True
The country containing Novi Sad has its capital in,"Belgrade.
Question:",Belgrade,Serbia,country_capital,False,True
The country containing Anse Etoile has its capital in,Port-au-Prince.,Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,the city of Lome,Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,Bratislava.,Bratislava,Slovakia,country_capital,True,True
The country containing Maribor has its capital in,Ljubljana,Ljubljana,Slovenia,country_capital,True,True
The country containing Gizo has its capital in,"Honiara.
Question",Honiara,Solomon Islands,country_capital,False,True
The country containing Hargeisa has its capital in,the city of Harge,Mogadishu,Somalia,country_capital,False,False
The country containing Cape Town has its capital in,"Pretoria.
Question:",Pretoria,South Africa,country_capital,False,True
The country containing Yei has its capital in,"Juba.
Question:",Juba,South Sudan,country_capital,False,True
The country containing Barcelona has its capital in,"Madrid.
Question: What",Madrid,Spain,country_capital,False,True
The country containing Colombo has its capital in,the city of Colombo,Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,Khartoum.,Khartoum,Sudan,country_capital,True,True
The country containing Lelydorp has its capital in,"Paramaribo.
Question",Paramaribo,Suriname,country_capital,False,True
The country containing Manzini has its capital in,"Maseru.
Question",Mbabane,Swaziland,country_capital,False,False
The country containing Gothenburg has its capital in,"Stockholm.
Question: Which",Stockholm,Sweden,country_capital,False,True
The country containing Zürich has its capital in,"Bern.
Question: What",Bern,Switzerland,country_capital,False,True
The country containing Aleppo has its capital in,"Damascus.
Question: What",Damascus,Syria,country_capital,False,True
The country containing New Taipei has its capital in,the city of Taipei.,Taipei,Taiwan,country_capital,False,True
The country containing Khujand has its capital in,Dushanbe.,Dushanbe,Tajikistan,country_capital,True,True
The country containing Dar es Salaam has its capital in,"Dodoma.
Question:",Dodoma,Tanzania,country_capital,False,True
The country containing Nonthaburi has its capital in,"Bangkok.
Question: What",Bangkok,Thailand,country_capital,False,True
The country containing Sokodé has its capital in,"Lomé.
Question",Lomé,Togo,country_capital,False,True
The country containing Neiafu has its capital in,the city of Hanoi,Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,"Port of Spain.
Question",Port of Spain,Trinidad and Tobago,country_capital,False,True
The country containing Sfax has its capital in,"Tunis.
Question: What",Tunis,Tunisia,country_capital,False,True
The country containing Istanbul has its capital in,"Ankara.
Question: What",Ankara,Turkey,country_capital,False,True
The country containing Türkmenabat has its capital in,Ashgabat.,Ashgabat,Turkmenistan,country_capital,True,True
The country containing Asau has its capital in,"Apia.
Question:",Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,"Juba.
Question:",Kampala,Uganda,country_capital,False,False
The country containing Kharkiv has its capital in,"Kyiv.
Question:",Kiev,Ukraine,country_capital,False,False
The country containing Dubai has its capital in,"Abu Dhabi.
Question:",Abu Dhabi,United Arab Emirates,country_capital,False,True
The country containing Birmingham has its capital in,"London.
Question: Which",London,United Kingdom,country_capital,False,True
The country containing New York City has its capital in,"Washington, D.C.",Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,"Asuncion.
Question",Montevideo,Uruguay,country_capital,False,False
The country containing Namangan has its capital in,Tashkent.,Tashkent,Uzbekistan,country_capital,True,True
The country containing Luganville has its capital in,"Port Vila.
Question",Port Vila,Vanuatu,country_capital,False,True
The country containing Maracaibo has its capital in,"Caracas.
Question:",Caracas,Venezuela,country_capital,False,True
The country containing Ho Chi Minh City has its capital in,"Hanoi.
Question:",Hanoi,Vietnam,country_capital,False,True
The country containing Aden has its capital in,"Sana'a.
Question",Sana'a,Yemen,country_capital,False,True
The country containing Kitwe has its capital in,"Lusaka.
Question",Lusaka,Zambia,country_capital,False,True
The country containing Bulawayo has its capital in,"Harare.
Question:",Harare,Zimbabwe,country_capital,False,True
The state containing Birmingham has its capital in,"Montgomery.
Question: Which",Montgomery,Alabama,state_capital,False,True
The state containing Anchorage has its capital in,"Juneau.
Question:",Juneau,Alaska,state_capital,False,True
The state containing Tucson has its capital in,"Phoenix.
Question: Which",Phoenix,Arizona,state_capital,False,True
The state containing Fort Smith has its capital in,"Little Rock.
Question:",Little Rock,Arkansas,state_capital,False,True
The state containing Los Angeles has its capital in,"Sacramento.
Question: Which",Sacramento,California,state_capital,False,True
The state containing Colorado Springs has its capital in,"Denver.
Question: Which",Denver,Colorado,state_capital,False,True
The state containing Bridgeport has its capital in,"Hartford.
Question: Which",Hartford,Connecticut,state_capital,False,True
The state containing Wilmington has its capital in,"Raleigh.
Question: Which",Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Tallahassee.
Question",Tallahassee,Florida,state_capital,False,True
The state containing Augusta has its capital in,"Augusta.
Question: Which",Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,"Honolulu.
Question: Which",Honolulu,Hawaii,state_capital,False,True
The state containing Nampa has its capital in,"Boise.
Question: Which",Boise,Idaho,state_capital,False,True
The state containing Chicago has its capital in,"Springfield.
Question: Which",Springfield,Illinois,state_capital,False,True
The state containing Fort Wayne has its capital in,"Indianapolis.
Question: Which",Indianapolis,Indiana,state_capital,False,True
The state containing Cedar Rapids has its capital in,"Des Moines.
Question:",Des Moines,Iowa,state_capital,False,True
The state containing Wichita has its capital in,"Topeka.
Question",Topeka,Kansas,state_capital,False,True
The state containing Lexington has its capital in,"Frankfort.
Question:",Frankfort,Kentucky,state_capital,False,True
The state containing New Orleans has its capital in,"Baton Rouge.
Question:",Baton Rouge,Louisiana,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Question: Which",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,"Annapolis.
Question",Annapolis,Maryland,state_capital,False,True
The state containing Worcester has its capital in,"Boston.
Question: Which",Boston,Massachusetts,state_capital,False,True
The state containing Detroit has its capital in,"Lansing.
Question: Which",Lansing,Michigan,state_capital,False,True
The state containing Minneapolis has its capital in,"St. Paul.
Question",St. Paul,Minnesota,state_capital,False,True
The state containing Gulfport has its capital in,"Jackson.
Question: Which",Jackson,Mississippi,state_capital,False,True
The state containing Kansas City has its capital in,"Topeka.
Question",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,"Helena.
Question: Which",Helena,Montana,state_capital,False,True
The state containing Omaha has its capital in,"Lincoln.
Question: Which",Lincoln,Nebraska,state_capital,False,True
The state containing Las Vegas has its capital in,"Sacramento.
Question: Which",Carson City,Nevada,state_capital,False,False
The state containing Manchester has its capital in,a city that is,Concord,New Hampshire,state_capital,False,False
The state containing Newark has its capital in,"Trenton.
Question:",Trenton,New Jersey,state_capital,False,True
The state containing Albuquerque has its capital in,"Santa Fe.
Question:",Santa Fe,New Mexico,state_capital,False,True
The state containing New York City has its capital in,"Albany.
Question: What",Albany,New York,state_capital,False,True
The state containing Charlotte has its capital in,"Raleigh.
Question: Which",Raleigh,North Carolina,state_capital,False,True
The state containing Fargo has its capital in,Bismarck.,Bismarck,North Dakota,state_capital,True,True
The state containing Cleveland has its capital in,"Columbus.
Question: Which",Columbus,Ohio,state_capital,False,True
The state containing Tulsa has its capital in,"Oklahoma City.
Question:",Oklahoma City,Oklahoma,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Question: Which",Salem,Oregon,state_capital,False,True
The state containing Philadelphia has its capital in,"Harrisburg.
Question:",Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,"Providence.
Question: Which",Providence,Rhode Island,state_capital,False,True
The state containing Charleston has its capital in,"Columbia.
Question: Which",Columbia,South Carolina,state_capital,False,True
The state containing Sioux Falls has its capital in,"Pierre.
Question: Which",Pierre,South Dakota,state_capital,False,True
The state containing Memphis has its capital in,"Jackson.
Question: Which",Nashville,Tennessee,state_capital,False,False
The state containing Houston has its capital in,"Austin.
Question: Which",Austin,Texas,state_capital,False,True
The state containing West Valley City has its capital in,"Salt Lake City.
Question",Salt Lake City,Utah,state_capital,False,True
The state containing Burlington has its capital in,"Augusta.
Question: Which",Montpelier,Vermont,state_capital,False,False
The state containing Virginia Beach has its capital in,"Richmond.
Question: Which",Richmond,Virginia,state_capital,False,True
The state containing Seattle has its capital in,"Olympia.
Question: Which",Olympia,Washington,state_capital,False,True
The state containing Huntington has its capital in,"Frankfort.
Question:",Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,"Madison.
Question: Which",Madison,Wisconsin,state_capital,False,True
The state containing Casper has its capital in,"Cheyenne.
Question",Cheyenne,Wyoming,state_capital,False,True
The material that baseball bats are made of is called what in Spanish?,"The answer is ""m",madera,wood,translation-spanish,False,False
The material that car bumpers are made of is called what in Spanish?,"The answer is ""pl",metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,"The answer is ""pl",plástico,plastic,translation-spanish,False,False
The material that windows are made of is called what in Spanish?,"The answer is ""vid",vidrio,glass,translation-spanish,False,False
The material that cowboy boots are made of is called what in Spanish?,"The answer is ""cu",cuero,leather,translation-spanish,False,False
The material that newspapers are made of is called what in Spanish?,The answer is papel.,papel,paper,translation-spanish,False,True
The material that coffee mugs are made of is called what in Spanish?,"The answer is ""por",cerámica,ceramic,translation-spanish,False,False
The material that car tires are made of is called what in Spanish?,"The answer is ""g",caucho,rubber,translation-spanish,False,False
The material that wedding rings are made of is called what in Spanish?,"The answer is ""an",oro,gold,translation-spanish,False,False
The material that kitchen knives are made of is called what in Spanish?,The answer is acero,acero,steel,translation-spanish,False,True
The material that horseshoes are made of is called what in Spanish?,"The answer is ""h",hierro,iron,translation-spanish,False,False
The material that chopsticks are made of is called what in Spanish?,"The answer is ""m",bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,"The answer is ""ac",concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,"The answer is ""cer",arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,"The answer is ""c",cera,wax,translation-spanish,False,False
The color that strawberries are is called what in Spanish?,"The answer is ""ro",rojo,red,translation-spanish,False,False
The color that the sky is is called what in Spanish?,The answer is azul,azul,blue,translation-spanish,False,True
The color that grass is is called what in Spanish?,The answer is verde.,verde,green,translation-spanish,False,True
The color that bananas are is called what in Spanish?,The answer is amar,amarillo,yellow,translation-spanish,False,False
The color that pumpkins are is called what in Spanish?,"The answer is ""n",naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,"The answer is ""ver",morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,The answer is rosa.,rosa,pink,translation-spanish,False,True
The color that tree bark is is called what in Spanish?,"The answer is ""m",marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,"The answer is ""neg",negro,black,translation-spanish,False,False
The color that snow is is called what in Spanish?,The answer is blanco.,blanco,white,translation-spanish,False,True
The color that elephants are is called what in Spanish?,"The answer is ""gr",gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,"The answer is ""arena",beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,The answer is moneda,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,"The answer is ""c",cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,"The answer is ""bil",rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,The answer is huevo,óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,The answer is balón,esfera,sphere,translation-spanish,False,False
The shape that soda cans are is called what in Spanish?,"The answer is ""cil",cilindro,cylinder,translation-spanish,False,False
The shape that Valentine's cards are is called what in Spanish?,The answer is corazón.,corazón,heart,translation-spanish,False,True
The shape that the moon is is called what in Spanish?,"The answer is ""l",creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,"The answer is ""con",espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,The answer is bois.,bois,wood,translation-french,False,True
The material that car bumpers are made of is called what in French?,"The answer is ""pl",métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,"The answer is ""ver",plastique,plastic,translation-french,False,False
The material that windows are made of is called what in French?,"The answer is ""v",verre,glass,translation-french,False,False
The material that cowboy boots are made of is called what in French?,"The answer is ""cu",cuir,leather,translation-french,False,False
The material that newspapers are made of is called what in French?,"The answer is ""p",papier,paper,translation-french,False,False
The material that coffee mugs are made of is called what in French?,"The answer is ""por",céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,The answer is caout,caoutchouc,rubber,translation-french,False,False
The material that wedding rings are made of is called what in French?,"The answer is ""anne",or,gold,translation-french,False,False
The material that kitchen knives are made of is called what in French?,"The answer is ""acier",acier,steel,translation-french,False,True
The material that horseshoes are made of is called what in French?,"The answer is ""fer",fer,iron,translation-french,False,True
The material that chopsticks are made of is called what in French?,"The answer is ""bo",bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,"The answer is ""p",béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,"The answer is ""ter",argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,"The answer is ""c",cire,wax,translation-french,False,False
The color that strawberries are is called what in French?,"The answer is ""rou",rouge,red,translation-french,False,False
The color that the sky is is called what in French?,"The answer is ""ble",bleu,blue,translation-french,False,False
The color that grass is is called what in French?,"The answer is ""vert",vert,green,translation-french,False,True
The color that bananas are is called what in French?,"The answer is ""ja",jaune,yellow,translation-french,False,False
The color that pumpkins are is called what in French?,"The answer is ""orange",orange,orange,translation-french,False,True
The color that grapes are is called what in French?,"The answer is ""v",violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,The answer is rose.,rose,pink,translation-french,False,True
The color that tree bark is is called what in French?,"The answer is ""é",brun,brown,translation-french,False,False
The color that ravens are is called what in French?,"The answer is ""no",noir,black,translation-french,False,False
