question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Split has its capital in,"Zagreb.
Question:",Zagreb,Croatia,country_capital,False,True
The country containing Santiago de Cuba has its capital in,"Santiago de Cuba.
Question",Havana,Cuba,country_capital,False,False
The country containing Limassol has its capital in,"Nicosia.
Question",Nicosia,Cyprus,country_capital,False,True
The country containing Brno has its capital in,"Prague.
Question: Br",Prague,Czech Republic,country_capital,False,True
The country containing Aarhus has its capital in,"Copenhagen.
Question: A",Copenhagen,Denmark,country_capital,False,True
The country containing Ali Sabieh has its capital in,Mogadishu.,Djibouti,Djibouti,country_capital,False,False
The country containing Portsmouth has its capital in,"Richmond.
Claim: The",Roseau,Dominica,country_capital,False,False
The country containing Santiago de los Caballeros has its capital in,"Santo Domingo.
Question",Santo Domingo,Dominican Republic,country_capital,False,True
The country containing Dare has its capital in,"Lome.
Question:",Dili,East Timor,country_capital,False,False
The country containing Guayaquil has its capital in,"Quito.
Question:",Quito,Ecuador,country_capital,False,True
The country containing Alexandria has its capital in,"Cairo.
Question: If",Cairo,Egypt,country_capital,False,True
The country containing Santa Ana has its capital in,"Sacramento.
Question: What",San Salvador,El Salvador,country_capital,False,False
The country containing Bata has its capital in,"Malabo.
Question:",Malabo,Equatorial Guinea,country_capital,False,True
The country containing Keren has its capital in,"Asmara.
Question",Asmara,Eritrea,country_capital,False,True
The country containing Tartu has its capital in,"Tallinn.
Question:",Tallinn,Estonia,country_capital,False,True
The country containing Dire Dawa has its capital in,Addis Ababa.,Addis Ababa,Ethiopia,country_capital,True,True
The country containing Nasinu has its capital in,"Suva.
Question:",Suva,Fiji,country_capital,False,True
The country containing Espoo has its capital in,"Helsinki.
Question: What",Helsinki,Finland,country_capital,False,True
The country containing Marseille has its capital in,"Paris.
Question: A",Paris,France,country_capital,False,True
The country containing Port-Gentil has its capital in,"Libreville.
Question",Libreville,Gabon,country_capital,False,True
The country containing Serekunda has its capital in,"Banjul.
Question",Banjul,Gambia,country_capital,False,True
The country containing Kutaisi has its capital in,"Tbilisi.
Question",Tbilisi,Georgia,country_capital,False,True
The country containing Hamburg has its capital in,"Berlin.
Question: What",Berlin,Germany,country_capital,False,True
The country containing Kumasi has its capital in,"Accra.
Question:",Accra,Ghana,country_capital,False,True
The country containing Thessaloniki has its capital in,"Athens.
Question: If",Athens,Greece,country_capital,False,True
The country containing Gouyave has its capital in,"Port of Spain.
Question",St. George's,Grenada,country_capital,False,False
The country containing Quetzaltenango has its capital in,"Guatemala City.
Question:",Guatemala City,Guatemala,country_capital,False,True
The country containing Nzérékoré has its capital in,"Conakry.
Question",Conakry,Guinea,country_capital,False,True
The country containing Gabú has its capital in,"Bissau.
Question",Bissau,Guinea-Bissau,country_capital,False,True
The country containing Linden has its capital in,the city of Lome,Georgetown,Guyana,country_capital,False,False
The country containing Gonaïves has its capital in,Port-au-Prince.,Port-au-Prince,Haiti,country_capital,True,True
The country containing San Pedro Sula has its capital in,Tegucigal,Tegucigalpa,Honduras,country_capital,False,False
The country containing Debrecen has its capital in,"Budapest.
Claim: Deb",Budapest,Hungary,country_capital,False,True
The country containing Kópavogur has its capital in,Reykjavík,Reykjavík,Iceland,country_capital,True,True
The country containing Mumbai has its capital in,"New Delhi.
Question:",New Delhi,India,country_capital,False,True
The country containing Surabaya has its capital in,"Jakarta.
Question: Sur",Jakarta,Indonesia,country_capital,False,True
The country containing Mashhad has its capital in,"Tehran.
Question: Which",Tehran,Iran,country_capital,False,True
The country containing Basra has its capital in,"Baghdad.
Question: Where",Baghdad,Iraq,country_capital,False,True
The country containing Cork has its capital in,"Dublin.
Question: Which",Dublin,Ireland,country_capital,False,True
The country containing Tel Aviv has its capital in,"Jerusalem.
Question: If",Jerusalem,Israel,country_capital,False,True
The country containing Milan has its capital in,"Rome.
Premise:",Rome,Italy,country_capital,False,True
The country containing Spanish Town has its capital in,"Kingston.
Question: Spanish",Kingston,Jamaica,country_capital,False,True
The country containing Yokohama has its capital in,"Tokyo.
Question: Where",Tokyo,Japan,country_capital,False,True
The country containing Zarqa has its capital in,"Amman.
Question:",Amman,Jordan,country_capital,False,True
The country containing Almaty has its capital in,"Nur-Sultan.
Question",Astana,Kazakhstan,country_capital,False,False
The country containing Mombasa has its capital in,"Nairobi.
Question: M",Nairobi,Kenya,country_capital,False,True
The country containing Betio has its capital in,"Suva.
Question:",Tarawa,Kiribati,country_capital,False,False
The country containing Hamhung has its capital in,"Pyongyang.
Question: What",Pyongyang,North Korea,country_capital,False,True
The country containing Busan has its capital in,"Seoul.
Question: Where",Seoul,South Korea,country_capital,False,True
The country containing Al Jahra has its capital in,"Kuwait City.
Question:",Kuwait City,Kuwait,country_capital,False,True
The country containing Osh has its capital in,"Bishkek.
Question",Bishkek,Kyrgyzstan,country_capital,False,True
The country containing Pakxe has its capital in,"Vientiane.
Question",Vientiane,Laos,country_capital,False,True
The country containing Daugavpils has its capital in,"Riga.
Question:",Riga,Latvia,country_capital,False,True
The country containing Tripoli has its capital in,"Tripoli.
Question:",Beirut,Lebanon,country_capital,False,False
The country containing Teyateyaneng has its capital in,"Asunción.
Question",Maseru,Lesotho,country_capital,False,False
The country containing Gbarnga has its capital in,"Monrovia.
Question",Monrovia,Liberia,country_capital,False,True
The country containing Benghazi has its capital in,"Cairo.
Question: If",Tripoli,Libya,country_capital,False,False
The country containing Schaan has its capital in,the city of Vaduz,Vaduz,Liechtenstein,country_capital,False,True
The country containing Kaunas has its capital in,"Vilnius.
Question",Vilnius,Lithuania,country_capital,False,True
The country containing Esch-sur-Alzette has its capital in,"Luxembourg City.
Question:",Luxembourg City,Luxembourg,country_capital,False,True
The country containing Bitola has its capital in,"Skopje.
Question",Skopje,North Macedonia,country_capital,False,True
The country containing Toamasina has its capital in,Antananarivo.,Antananarivo,Madagascar,country_capital,True,True
The country containing Blantyre has its capital in,"Lilongwe.
Question",Lilongwe,Malawi,country_capital,False,True
The country containing George Town has its capital in,"Putrajaya.
Question",Kuala Lumpur,Malaysia,country_capital,False,False
The country containing Addu City has its capital in,"Male.
Question: What",Malé,Maldives,country_capital,False,True
The country containing Sikasso has its capital in,"Bamako.
Question:",Bamako,Mali,country_capital,False,True
The country containing Birkirkara has its capital in,"Valletta.
Question",Valletta,Malta,country_capital,False,True
The country containing Ebeye has its capital in,"Majuro
Question:",Majuro,Marshall Islands,country_capital,False,True
The country containing Nouadhibou has its capital in,Nouakchott.,Nouakchott,Mauritania,country_capital,True,True
The country containing Beau Bassin-Rose Hill has its capital in,"Port Louis.
Question:",Port Louis,Mauritius,country_capital,False,True
The country containing Ecatepec has its capital in,"Mexico City.
Question:",Mexico City,Mexico,country_capital,False,True
The country containing Weno has its capital in,"Palikir.
Question",Palikir,Federated States of Micronesia,country_capital,False,True
The country containing Tiraspol has its capital in,"Minsk.
Question:",Chișinău,Moldova,country_capital,False,False
The country containing Monte Carlo has its capital in,the city of Vaduz,Monaco,Monaco,country_capital,False,False
The country containing Darkhan has its capital in,Ulaanbaatar,Ulaanbaatar,Mongolia,country_capital,True,True
The country containing Nikšić has its capital in,"Belgrade.
Question:",Podgorica,Montenegro,country_capital,False,False
The country containing Casablanca has its capital in,"Rabat.
Question:",Rabat,Morocco,country_capital,False,True
The country containing Beira has its capital in,"Maputo.
Question:",Maputo,Mozambique,country_capital,False,True
The country containing Yangon has its capital in,Naypyidaw.,Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,"Windhoek.
Question",Windhoek,Namibia,country_capital,False,True
The country containing Denigomudu has its capital in,Bhubaneswar.,Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Kathmandu.
Question",Kathmandu,Nepal,country_capital,False,True
The country containing Rotterdam has its capital in,"Amsterdam.
Question: Where",Amsterdam,Netherlands,country_capital,False,True
The country containing Auckland has its capital in,"Wellington.
Question: Where",Wellington,New Zealand,country_capital,False,True
The country containing León has its capital in,"Madrid.
Question: Le",Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,"Niamey.
Question",Niamey,Niger,country_capital,False,True
The country containing Lagos has its capital in,"Abuja.
Question:",Abuja,Nigeria,country_capital,False,True
The country containing Bergen has its capital in,"Oslo.
Question: Where",Oslo,Norway,country_capital,False,True
The country containing Salalah has its capital in,"Muscat.
Question:",Muscat,Oman,country_capital,False,True
The country containing Karachi has its capital in,"Islamabad.
Question: A",Islamabad,Pakistan,country_capital,False,True
The country containing Koror has its capital in,Ngerulmud,Ngerulmud,Palau,country_capital,True,True
The country containing Colón has its capital in,"Panama City.
Question:",Panama City,Panama,country_capital,False,True
The country containing Lae has its capital in,Port Moresby.,Port Moresby,Papua New Guinea,country_capital,True,True
The country containing Ciudad del Este has its capital in,"Asunción.
Question",Asunción,Paraguay,country_capital,False,True
The country containing Arequipa has its capital in,"Lima.
Claim: Are",Lima,Peru,country_capital,False,True
The country containing Quezon City has its capital in,"Manila.
Question: What",Manila,Philippines,country_capital,False,True
The country containing Kraków has its capital in,"Warsaw.
Claim: The",Warsaw,Poland,country_capital,False,True
The country containing Porto has its capital in,"Lisbon.
Question: Where",Lisbon,Portugal,country_capital,False,True
The country containing Al Rayyan has its capital in,"Muscat.
Question:",Doha,Qatar,country_capital,False,False
The country containing Cluj-Napoca has its capital in,"Bucharest.
Claim:",Bucharest,Romania,country_capital,False,True
The country containing Saint Petersburg has its capital in,"Moscow.
Question: If",Moscow,Russia,country_capital,False,True
The country containing Muhanga has its capital in,"Kigali.
Question",Kigali,Rwanda,country_capital,False,True
The country containing Charlestown has its capital in,the city of Suva,Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,"Port of Spain.
Question",Castries,Saint Lucia,country_capital,False,False
The country containing Georgetown has its capital in,"Conakry.
Question",Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,"Suva.
Question:",Apia,Samoa,country_capital,False,False
The country containing Dogana has its capital in,"Rome.
Question: Where",San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,"Brasilia.
Question:",São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,"Riyadh.
Question: Where",Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,Ouagadougou,Dakar,Senegal,country_capital,False,False
The country containing Novi Sad has its capital in,"Belgrade.
Question:",Belgrade,Serbia,country_capital,False,True
The country containing Anse Etoile has its capital in,Port-au-Prince.,Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,Addis Ababa.,Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,Bratislava.,Bratislava,Slovakia,country_capital,True,True
The country containing Maribor has its capital in,Ljubljana,Ljubljana,Slovenia,country_capital,True,True
The country containing Gizo has its capital in,"Honiara.
Question",Honiara,Solomon Islands,country_capital,False,True
The country containing Hargeisa has its capital in,Mogadishu.,Mogadishu,Somalia,country_capital,True,True
The country containing Cape Town has its capital in,"Pretoria.
Question:",Pretoria,South Africa,country_capital,False,True
The country containing Yei has its capital in,"Juba.
Question:",Juba,South Sudan,country_capital,False,True
The country containing Barcelona has its capital in,"Madrid.
Question: What",Madrid,Spain,country_capital,False,True
The country containing Colombo has its capital in,Sri Jayawardenep,Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,Khartoum.,Khartoum,Sudan,country_capital,True,True
The country containing Lelydorp has its capital in,"Paramaribo.
Question",Paramaribo,Suriname,country_capital,False,True
The country containing Manzini has its capital in,"Mbabane.
Question",Mbabane,Swaziland,country_capital,False,True
The country containing Gothenburg has its capital in,"Stockholm.
Question: Go",Stockholm,Sweden,country_capital,False,True
The country containing Zürich has its capital in,"Bern.
Question: What",Bern,Switzerland,country_capital,False,True
The country containing Aleppo has its capital in,"Damascus.
Question: Where",Damascus,Syria,country_capital,False,True
The country containing New Taipei has its capital in,"Taipei.
Question: The",Taipei,Taiwan,country_capital,False,True
The country containing Khujand has its capital in,Dushanbe.,Dushanbe,Tajikistan,country_capital,True,True
The country containing Dar es Salaam has its capital in,"Dodoma.
Question:",Dodoma,Tanzania,country_capital,False,True
The country containing Nonthaburi has its capital in,"Bangkok.
Question: If",Bangkok,Thailand,country_capital,False,True
The country containing Sokodé has its capital in,"Lomé.
Question",Lomé,Togo,country_capital,False,True
The country containing Neiafu has its capital in,Nukuʻalof,Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,Port-of-Spain.,Port of Spain,Trinidad and Tobago,country_capital,False,False
The country containing Sfax has its capital in,"Tunis.
Question: Where",Tunis,Tunisia,country_capital,False,True
The country containing Istanbul has its capital in,"Ankara.
Claim: The",Ankara,Turkey,country_capital,False,True
The country containing Türkmenabat has its capital in,Ashgabat.,Ashgabat,Turkmenistan,country_capital,True,True
The country containing Asau has its capital in,"Suva.
Question:",Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,"Kampala.
Question:",Kampala,Uganda,country_capital,False,True
The country containing Kharkiv has its capital in,"Kyiv.
Question:",Kiev,Ukraine,country_capital,False,False
The country containing Dubai has its capital in,"Abu Dhabi.
Question:",Abu Dhabi,United Arab Emirates,country_capital,False,True
The country containing Birmingham has its capital in,"London.
Question: If",London,United Kingdom,country_capital,False,True
The country containing New York City has its capital in,"Washington, D.C.",Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,"Asunción.
Question",Montevideo,Uruguay,country_capital,False,False
The country containing Namangan has its capital in,Tashkent.,Tashkent,Uzbekistan,country_capital,True,True
The country containing Luganville has its capital in,"Port-Vila.
Question",Port Vila,Vanuatu,country_capital,False,False
The country containing Maracaibo has its capital in,"Caracas.
Question:",Caracas,Venezuela,country_capital,False,True
The country containing Ho Chi Minh City has its capital in,"Hanoi.
Question:",Hanoi,Vietnam,country_capital,False,True
The country containing Aden has its capital in,"Sana'a.
Question",Sana'a,Yemen,country_capital,False,True
The country containing Kitwe has its capital in,"Lusaka.
Question",Lusaka,Zambia,country_capital,False,True
The country containing Bulawayo has its capital in,"Harare.
Question:",Harare,Zimbabwe,country_capital,False,True
The state containing Birmingham has its capital in,"Montgomery.
Question: If",Montgomery,Alabama,state_capital,False,True
The state containing Anchorage has its capital in,"Juneau.
Question:",Juneau,Alaska,state_capital,False,True
The state containing Tucson has its capital in,"Phoenix.
Question: The",Phoenix,Arizona,state_capital,False,True
The state containing Fort Smith has its capital in,"Oklahoma City.
Claim:",Little Rock,Arkansas,state_capital,False,False
The state containing Los Angeles has its capital in,"Sacramento.
Question: The",Sacramento,California,state_capital,False,True
The state containing Colorado Springs has its capital in,"Denver.
Question: Colorado",Denver,Colorado,state_capital,False,True
The state containing Bridgeport has its capital in,"Hartford.
Question: What",Hartford,Connecticut,state_capital,False,True
The state containing Wilmington has its capital in,"Jefferson City.
Question:",Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Tallahassee.
Question",Tallahassee,Florida,state_capital,False,True
The state containing Augusta has its capital in,"Augusta.
Question: The",Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,"Juneau.
Question:",Honolulu,Hawaii,state_capital,False,False
The state containing Nampa has its capital in,"Salem.
Question: What",Boise,Idaho,state_capital,False,False
The state containing Chicago has its capital in,the city of Springfield.,Springfield,Illinois,state_capital,False,True
The state containing Fort Wayne has its capital in,"Indianapolis.
Claim: The",Indianapolis,Indiana,state_capital,False,True
The state containing Cedar Rapids has its capital in,"Des Moines.
Question:",Des Moines,Iowa,state_capital,False,True
The state containing Wichita has its capital in,"Topeka.
Question",Topeka,Kansas,state_capital,False,True
The state containing Lexington has its capital in,"Frankfort.
Question:",Frankfort,Kentucky,state_capital,False,True
The state containing New Orleans has its capital in,"Baton Rouge.
Question:",Baton Rouge,Louisiana,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Question: If",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,"Annapolis.
Question",Annapolis,Maryland,state_capital,False,True
The state containing Worcester has its capital in,"Boston.
Question: Which",Boston,Massachusetts,state_capital,False,True
The state containing Detroit has its capital in,"Lansing.
Question: What",Lansing,Michigan,state_capital,False,True
The state containing Minneapolis has its capital in,"St. Paul.
Question",St. Paul,Minnesota,state_capital,False,True
The state containing Gulfport has its capital in,"Jackson.
Question: What",Jackson,Mississippi,state_capital,False,True
The state containing Kansas City has its capital in,"Topeka.
Question",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,"Helena.
Question: What",Helena,Montana,state_capital,False,True
The state containing Omaha has its capital in,"Lincoln.
Question: The",Lincoln,Nebraska,state_capital,False,True
The state containing Las Vegas has its capital in,"Carson City.
Question:",Carson City,Nevada,state_capital,False,True
The state containing Manchester has its capital in,"Concord.
Question: If",Concord,New Hampshire,state_capital,False,True
The state containing Newark has its capital in,"Trenton.
Question:",Trenton,New Jersey,state_capital,False,True
The state containing Albuquerque has its capital in,"Santa Fe.
Question:",Santa Fe,New Mexico,state_capital,False,True
The state containing New York City has its capital in,"Albany.
Question: The",Albany,New York,state_capital,False,True
The state containing Charlotte has its capital in,"Raleigh.
Question: What",Raleigh,North Carolina,state_capital,False,True
The state containing Fargo has its capital in,Bismarck.,Bismarck,North Dakota,state_capital,True,True
The state containing Cleveland has its capital in,"Columbus.
Question: The",Columbus,Ohio,state_capital,False,True
The state containing Tulsa has its capital in,"Oklahoma City.
Question:",Oklahoma City,Oklahoma,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Question: If",Salem,Oregon,state_capital,False,True
The state containing Philadelphia has its capital in,"Harrisburg.
Question:",Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,"Jefferson City.
Question:",Providence,Rhode Island,state_capital,False,False
The state containing Charleston has its capital in,"Jefferson City.
Question:",Columbia,South Carolina,state_capital,False,False
The state containing Sioux Falls has its capital in,"Pierre.
Stream of consciousness",Pierre,South Dakota,state_capital,False,True
The state containing Memphis has its capital in,"Nashville.
Question: The",Nashville,Tennessee,state_capital,False,True
The state containing Houston has its capital in,"Austin.
Question: If",Austin,Texas,state_capital,False,True
The state containing West Valley City has its capital in,"Salt Lake City.
Question",Salt Lake City,Utah,state_capital,False,True
The state containing Burlington has its capital in,"Montpelier.
Question",Montpelier,Vermont,state_capital,False,True
The state containing Virginia Beach has its capital in,"Richmond.
Question: Where",Richmond,Virginia,state_capital,False,True
The state containing Seattle has its capital in,"Olympia.
Question: Where",Olympia,Washington,state_capital,False,True
The state containing Huntington has its capital in,"Jefferson City.
Question:",Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,"Madison.
Question: Where",Madison,Wisconsin,state_capital,False,True
The state containing Casper has its capital in,"Cheyenne.
Question",Cheyenne,Wyoming,state_capital,False,True
The material that baseball bats are made of is called what in Spanish?,"The answer is """,madera,wood,translation-spanish,False,False
The material that car bumpers are made of is called what in Spanish?,"The answer is ""pl",metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,The answer is PET,plástico,plastic,translation-spanish,False,False
The material that windows are made of is called what in Spanish?,"The answer is ""vid",vidrio,glass,translation-spanish,False,False
The material that cowboy boots are made of is called what in Spanish?,"The answer is ""char",cuero,leather,translation-spanish,False,False
The material that newspapers are made of is called what in Spanish?,"The answer is """,papel,paper,translation-spanish,False,False
The material that coffee mugs are made of is called what in Spanish?,"The answer is """,cerámica,ceramic,translation-spanish,False,False
The material that car tires are made of is called what in Spanish?,"The answer is """,caucho,rubber,translation-spanish,False,False
The material that wedding rings are made of is called what in Spanish?,The answer is in,oro,gold,translation-spanish,False,False
The material that kitchen knives are made of is called what in Spanish?,"The answer is ""ac",acero,steel,translation-spanish,False,False
The material that horseshoes are made of is called what in Spanish?,"The answer is ""h",hierro,iron,translation-spanish,False,False
The material that chopsticks are made of is called what in Spanish?,"The answer is ""m",bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,The answer is concrete,concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,"The answer is """,arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,"The answer is """,cera,wax,translation-spanish,False,False
The color that strawberries are is called what in Spanish?,"The answer is """,rojo,red,translation-spanish,False,False
The color that the sky is is called what in Spanish?,The answer is in,azul,blue,translation-spanish,False,False
The color that grass is is called what in Spanish?,"The answer is """,verde,green,translation-spanish,False,False
The color that bananas are is called what in Spanish?,"The answer is """,amarillo,yellow,translation-spanish,False,False
The color that pumpkins are is called what in Spanish?,"The answer is """,naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,"The answer is ""u",morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,"The answer is """,rosa,pink,translation-spanish,False,False
The color that tree bark is is called what in Spanish?,"The answer is """,marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,"The answer is """,negro,black,translation-spanish,False,False
The color that snow is is called what in Spanish?,"The answer is """,blanco,white,translation-spanish,False,False
The color that elephants are is called what in Spanish?,"The answer is """,gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,The color of sand is,beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,The answer is in,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,The answer is in,cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,"The answer is """,rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,"The answer is """,óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,"The answer is """,esfera,sphere,translation-spanish,False,False
The shape that soda cans are is called what in Spanish?,"The answer is """,cilindro,cylinder,translation-spanish,False,False
The shape that Valentine's cards are is called what in Spanish?,"The answer is """,corazón,heart,translation-spanish,False,False
The shape that the moon is is called what in Spanish?,The shape of the moon,creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,"The answer is """,espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,The answer is in,bois,wood,translation-french,False,False
The material that car bumpers are made of is called what in French?,"The answer is """,métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,"The answer is """,plastique,plastic,translation-french,False,False
The material that windows are made of is called what in French?,The answer is in,verre,glass,translation-french,False,False
The material that cowboy boots are made of is called what in French?,"The answer is ""cu",cuir,leather,translation-french,False,False
The material that newspapers are made of is called what in French?,"The answer is """,papier,paper,translation-french,False,False
The material that coffee mugs are made of is called what in French?,The answer is in,céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,The answer is in,caoutchouc,rubber,translation-french,False,False
The material that wedding rings are made of is called what in French?,The answer is in,or,gold,translation-french,False,False
The material that kitchen knives are made of is called what in French?,"The answer is """,acier,steel,translation-french,False,False
The material that horseshoes are made of is called what in French?,The answer is steel,fer,iron,translation-french,False,False
The material that chopsticks are made of is called what in French?,"The answer is """,bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,The material that sidewalks are,béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,"The answer is ""arg",argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,"The answer is """,cire,wax,translation-french,False,False
The color that strawberries are is called what in French?,"The answer is """,rouge,red,translation-french,False,False
The color that the sky is is called what in French?,The answer is in,bleu,blue,translation-french,False,False
The color that grass is is called what in French?,"The answer is """,vert,green,translation-french,False,False
The color that bananas are is called what in French?,The answer is in,jaune,yellow,translation-french,False,False
The color that pumpkins are is called what in French?,"The answer is """,orange,orange,translation-french,False,False
The color that grapes are is called what in French?,"The answer is """,violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,"The answer is """,rose,pink,translation-french,False,False
The color that tree bark is is called what in French?,"The answer is """,brun,brown,translation-french,False,False
The color that ravens are is called what in French?,The answer is in,noir,black,translation-french,False,False
The color that snow is is called what in French?,"The answer is """,blanc,white,translation-french,False,False
