question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Teyateyaneng has its capital in,"Kimberley.
Fact:",Maseru,Lesotho,country_capital,False,False
The country containing Gbarnga has its capital in,"Accra.
Fact:",Monrovia,Liberia,country_capital,False,False
The country containing Benghazi has its capital in,"Tripoli.
Fact:",Tripoli,Libya,country_capital,False,True
The country containing Schaan has its capital in,the city of which the,Vaduz,Liechtenstein,country_capital,False,False
The country containing Kaunas has its capital in,Vilnius. Which,Vilnius,Lithuania,country_capital,False,True
The country containing Esch-sur-Alzette has its capital in,"Liège.
Which of",Luxembourg City,Luxembourg,country_capital,False,False
The country containing Bitola has its capital in,"Skopje.
Where",Skopje,North Macedonia,country_capital,False,True
The country containing Toamasina has its capital in,Antananarivo.,Antananarivo,Madagascar,country_capital,True,True
The country containing Blantyre has its capital in,"Edinburgh.
Fact: Bl",Lilongwe,Malawi,country_capital,False,False
The country containing George Town has its capital in,the same city.,Kuala Lumpur,Malaysia,country_capital,False,False
The country containing Addu City has its capital in,"Maafushi.
Fact",Malé,Maldives,country_capital,False,False
The country containing Sikasso has its capital in,"Bamako.
Fact:",Bamako,Mali,country_capital,False,True
The country containing Birkirkara has its capital in,"Valletta.
Fact",Valletta,Malta,country_capital,False,True
The country containing Ebeye has its capital in,the city of Majuro,Majuro,Marshall Islands,country_capital,False,True
The country containing Nouadhibou has its capital in,Nouakchott.,Nouakchott,Mauritania,country_capital,True,True
The country containing Beau Bassin-Rose Hill has its capital in,the city of Rose Hill,Port Louis,Mauritius,country_capital,False,False
The country containing Ecatepec has its capital in,Mexico City. The country,Mexico City,Mexico,country_capital,False,True
The country containing Weno has its capital in,the capital city of the,Palikir,Federated States of Micronesia,country_capital,False,False
The country containing Tiraspol has its capital in,Chișinău,Chișinău,Moldova,country_capital,True,True
The country containing Monte Carlo has its capital in,Monaco. The country containing,Monaco,Monaco,country_capital,False,True
The country containing Darkhan has its capital in,Ulaanbaatar,Ulaanbaatar,Mongolia,country_capital,True,True
The country containing Nikšić has its capital in,"Belgrade.
Fact:",Podgorica,Montenegro,country_capital,False,False
The country containing Casablanca has its capital in,the northwestern part of,Rabat,Morocco,country_capital,False,False
The country containing Beira has its capital in,a city that is also,Maputo,Mozambique,country_capital,False,False
The country containing Yangon has its capital in,"Yangon.
Fact:",Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,"Windhoek.
Fact",Windhoek,Namibia,country_capital,False,True
The country containing Denigomudu has its capital in,the city of Kig,Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Kathmandu.
Question",Kathmandu,Nepal,country_capital,False,True
The country containing Rotterdam has its capital in,"Amsterdam.
Fact: The",Amsterdam,Netherlands,country_capital,False,True
The country containing Auckland has its capital in,"Wellington.
Fact: The",Wellington,New Zealand,country_capital,False,True
The country containing León has its capital in,a city that is the,Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,"Niamey.
Fact",Niamey,Niger,country_capital,False,True
The country containing Lagos has its capital in,"Abuja.
Fact:",Abuja,Nigeria,country_capital,False,True
The country containing Bergen has its capital in,"Oslo.
Bergen",Oslo,Norway,country_capital,False,True
The country containing Salalah has its capital in,"Muscat.
Fact:",Muscat,Oman,country_capital,False,True
The country containing Karachi has its capital in,"Islamabad.
Which of these",Islamabad,Pakistan,country_capital,False,True
The country containing Koror has its capital in,a city that is a,Ngerulmud,Palau,country_capital,False,False
The country containing Colón has its capital in,"Santo Domingo.
Fact",Panama City,Panama,country_capital,False,False
The country containing Lae has its capital in,Port Moresby.,Port Moresby,Papua New Guinea,country_capital,True,True
The country containing Ciudad del Este has its capital in,"Sucre.
Which of",Asunción,Paraguay,country_capital,False,False
The country containing Arequipa has its capital in,Arequipa. Are,Lima,Peru,country_capital,False,False
The country containing Quezon City has its capital in,"Manila.
Fact: The",Manila,Philippines,country_capital,False,True
The country containing Kraków has its capital in,"Warsaw.
Fact: Krak",Warsaw,Poland,country_capital,False,True
The country containing Porto has its capital in,"Lisbon.
Where would you",Lisbon,Portugal,country_capital,False,True
The country containing Al Rayyan has its capital in,"Doha.
Fact:",Doha,Qatar,country_capital,False,True
The country containing Cluj-Napoca has its capital in,Brasov. Is that,Bucharest,Romania,country_capital,False,False
The country containing Saint Petersburg has its capital in,"Moscow.
Which of these",Moscow,Russia,country_capital,False,True
The country containing Muhanga has its capital in,"Kigali.
Fact",Kigali,Rwanda,country_capital,False,True
The country containing Charlestown has its capital in,a city that is a,Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,"Montréal.
Which of",Castries,Saint Lucia,country_capital,False,False
The country containing Georgetown has its capital in,a city with a population,Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,"Apia.
Fact:",Apia,Samoa,country_capital,False,True
The country containing Dogana has its capital in,"Rome.
Fact: Dog",San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,"the Atlantic Ocean.
Which",São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,"Riyadh.
Fact: J",Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,Dakar. Which of,Dakar,Senegal,country_capital,False,True
The country containing Novi Sad has its capital in,"Belgrade.
Fact:",Belgrade,Serbia,country_capital,False,True
The country containing Anse Etoile has its capital in,the northwestern part of,Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,"the north, and the",Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,Bratislava.,Bratislava,Slovakia,country_capital,True,True
The country containing Maribor has its capital in,Ljubljana,Ljubljana,Slovenia,country_capital,True,True
The country containing Gizo has its capital in,Suva. Which of,Honiara,Solomon Islands,country_capital,False,False
The country containing Hargeisa has its capital in,"Hargeisa.
The",Mogadishu,Somalia,country_capital,False,False
The country containing Cape Town has its capital in,Pretoria.  Given,Pretoria,South Africa,country_capital,False,True
The country containing Yei has its capital in,"Juba.
Fact:",Juba,South Sudan,country_capital,False,True
The country containing Barcelona has its capital in,"Madrid.
Fact: The",Madrid,Spain,country_capital,False,True
The country containing Colombo has its capital in,"Colombo.
Fact:",Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,Khartoum.,Khartoum,Sudan,country_capital,True,True
The country containing Lelydorp has its capital in,"The Hague.
Fact:",Paramaribo,Suriname,country_capital,False,False
The country containing Manzini has its capital in,"the north.
Fact:",Mbabane,Swaziland,country_capital,False,False
The country containing Gothenburg has its capital in,"Stockholm.
Fact: Go",Stockholm,Sweden,country_capital,False,True
The country containing Zürich has its capital in,"Bern.
Which of these",Bern,Switzerland,country_capital,False,True
The country containing Aleppo has its capital in,"Damascus.
Fact: Aleppo",Damascus,Syria,country_capital,False,True
The country containing New Taipei has its capital in,Taipei. Which of these,Taipei,Taiwan,country_capital,False,True
The country containing Khujand has its capital in,Tashkent.,Dushanbe,Tajikistan,country_capital,False,False
The country containing Dar es Salaam has its capital in,"Dodoma.
Fact:",Dodoma,Tanzania,country_capital,False,True
The country containing Nonthaburi has its capital in,Bangkok. Given the fact,Bangkok,Thailand,country_capital,False,True
The country containing Sokodé has its capital in,"Accra.
Fact:",Lomé,Togo,country_capital,False,False
The country containing Neiafu has its capital in,"Apia.
Fact:",Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,"Georgetown.
Fact: Ch",Port of Spain,Trinidad and Tobago,country_capital,False,False
The country containing Sfax has its capital in,"Tunis.
Fact: S",Tunis,Tunisia,country_capital,False,True
The country containing Istanbul has its capital in,"Ankara.
Fact: Istanbul",Ankara,Turkey,country_capital,False,True
The country containing Türkmenabat has its capital in,Ashgabat.,Ashgabat,Turkmenistan,country_capital,True,True
The country containing Asau has its capital in,"Suva.
Fact:",Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,the city of Gulu,Kampala,Uganda,country_capital,False,False
The country containing Kharkiv has its capital in,"Kharkiv.
Fact",Kiev,Ukraine,country_capital,False,False
The country containing Dubai has its capital in,"Abu Dhabi.
Fact:",Abu Dhabi,United Arab Emirates,country_capital,False,True
The country containing Birmingham has its capital in,a city with a population,London,United Kingdom,country_capital,False,False
The country containing New York City has its capital in,"Albany.
Fact: The",Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,a city that is also,Montevideo,Uruguay,country_capital,False,False
The country containing Namangan has its capital in,Tashkent.,Tashkent,Uzbekistan,country_capital,True,True
The country containing Luganville has its capital in,"Suva.
Fact:",Port Vila,Vanuatu,country_capital,False,False
The country containing Maracaibo has its capital in,"Caracas.
Fact:",Caracas,Venezuela,country_capital,False,True
The country containing Ho Chi Minh City has its capital in,Hanoi. Which of,Hanoi,Vietnam,country_capital,False,True
The country containing Aden has its capital in,"Sana'a.
Fact",Sana'a,Yemen,country_capital,False,True
The country containing Kitwe has its capital in,"Lusaka.
Fact",Lusaka,Zambia,country_capital,False,True
The country containing Bulawayo has its capital in,"Harare.
Fact:",Harare,Zimbabwe,country_capital,False,True
The state containing Birmingham has its capital in,"Montgomery.
Fact: The",Montgomery,Alabama,state_capital,False,True
The state containing Anchorage has its capital in,Juneau. Anchorage,Juneau,Alaska,state_capital,False,True
The state containing Tucson has its capital in,Phoenix. Which of these,Phoenix,Arizona,state_capital,False,True
The state containing Fort Smith has its capital in,"Oklahoma City.
Fact:",Little Rock,Arkansas,state_capital,False,False
The state containing Los Angeles has its capital in,"Sacramento, California.",Sacramento,California,state_capital,False,True
The state containing Colorado Springs has its capital in,the city of Denver.,Denver,Colorado,state_capital,False,True
The state containing Bridgeport has its capital in,the city of Bridgeport,Hartford,Connecticut,state_capital,False,False
The state containing Wilmington has its capital in,"Columbia.
Fact: The",Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Tallahassee.
Where",Tallahassee,Florida,state_capital,False,True
The state containing Augusta has its capital in,Augusta. The state containing,Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,the city of Hilo,Honolulu,Hawaii,state_capital,False,False
The state containing Nampa has its capital in,the city of Nampa,Boise,Idaho,state_capital,False,False
The state containing Chicago has its capital in,"Springfield.
Fact: The",Springfield,Illinois,state_capital,False,True
The state containing Fort Wayne has its capital in,"Indianapolis.
Fact: Fort",Indianapolis,Indiana,state_capital,False,True
The state containing Cedar Rapids has its capital in,"Des Moines.
Which of",Des Moines,Iowa,state_capital,False,True
The state containing Wichita has its capital in,"Topeka.
W",Topeka,Kansas,state_capital,False,True
The state containing Lexington has its capital in,Frankfort. What is,Frankfort,Kentucky,state_capital,False,True
The state containing New Orleans has its capital in,"Baton Rouge.
Question:",Baton Rouge,Louisiana,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Fact: The",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,"Annapolis.
Fact",Annapolis,Maryland,state_capital,False,True
The state containing Worcester has its capital in,"Boston.
Fact: The",Boston,Massachusetts,state_capital,False,True
The state containing Detroit has its capital in,"Lansing.
Fact: The",Lansing,Michigan,state_capital,False,True
The state containing Minneapolis has its capital in,St. Paul. What,St. Paul,Minnesota,state_capital,False,True
The state containing Gulfport has its capital in,the state of Mississippi.,Jackson,Mississippi,state_capital,False,False
The state containing Kansas City has its capital in,"Topeka.
Fact",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,the city of Billings,Helena,Montana,state_capital,False,False
The state containing Omaha has its capital in,"Lincoln.
Fact: The",Lincoln,Nebraska,state_capital,False,True
The state containing Las Vegas has its capital in,Carson City.  Given,Carson City,Nevada,state_capital,False,True
The state containing Manchester has its capital in,a city that is also,Concord,New Hampshire,state_capital,False,False
The state containing Newark has its capital in,"Trenton.
Fact:",Trenton,New Jersey,state_capital,False,True
The state containing Albuquerque has its capital in,"Santa Fe.
Fact:",Santa Fe,New Mexico,state_capital,False,True
The state containing New York City has its capital in,"Albany, New York.",Albany,New York,state_capital,False,True
The state containing Charlotte has its capital in,"Raleigh.
Fact: The",Raleigh,North Carolina,state_capital,False,True
The state containing Fargo has its capital in,Bismarck.,Bismarck,North Dakota,state_capital,True,True
The state containing Cleveland has its capital in,Columbus. Which of these,Columbus,Ohio,state_capital,False,True
The state containing Tulsa has its capital in,"Oklahoma City.
Fact:",Oklahoma City,Oklahoma,state_capital,False,True
The state containing Portland has its capital in,"Salem.
Fact: The",Salem,Oregon,state_capital,False,True
The state containing Philadelphia has its capital in,"Harrisburg.
Philadelphia is",Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,the city of Coventry,Providence,Rhode Island,state_capital,False,False
The state containing Charleston has its capital in,"Columbia.
Fact: The",Columbia,South Carolina,state_capital,False,True
The state containing Sioux Falls has its capital in,"Pierre.
Fact: The",Pierre,South Dakota,state_capital,False,True
The state containing Memphis has its capital in,the state of Tennessee.,Nashville,Tennessee,state_capital,False,False
The state containing Houston has its capital in,Austin. Which of these,Austin,Texas,state_capital,False,True
The state containing West Valley City has its capital in,Salt Lake City. What,Salt Lake City,Utah,state_capital,False,True
The state containing Burlington has its capital in,"Montpelier.
B",Montpelier,Vermont,state_capital,False,True
The state containing Virginia Beach has its capital in,"Richmond.
Fact: Virginia",Richmond,Virginia,state_capital,False,True
The state containing Seattle has its capital in,"Olympia.
Fact: The",Olympia,Washington,state_capital,False,True
The state containing Huntington has its capital in,the city of Huntington.,Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,the state of Wisconsin.,Madison,Wisconsin,state_capital,False,False
The state containing Casper has its capital in,"Cheyenne.
Fact",Cheyenne,Wyoming,state_capital,False,True
The material that baseball bats are made of is called what in Spanish?,"The answer is ""ca",madera,wood,translation-spanish,False,False
The material that car bumpers are made of is called what in Spanish?,"The answer is ""ch",metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,"The answer is ""pl",plástico,plastic,translation-spanish,False,False
The material that windows are made of is called what in Spanish?,"The answer is ""v",vidrio,glass,translation-spanish,False,False
The material that cowboy boots are made of is called what in Spanish?,The answer is:,cuero,leather,translation-spanish,False,False
The material that newspapers are made of is called what in Spanish?,"The answer is ""p",papel,paper,translation-spanish,False,False
The material that coffee mugs are made of is called what in Spanish?,"The answer is ""cer",cerámica,ceramic,translation-spanish,False,False
The material that car tires are made of is called what in Spanish?,The answer is cau,caucho,rubber,translation-spanish,False,False
The material that wedding rings are made of is called what in Spanish?,"The answer is ""an",oro,gold,translation-spanish,False,False
The material that kitchen knives are made of is called what in Spanish?,"The answer is ""ac",acero,steel,translation-spanish,False,False
The material that horseshoes are made of is called what in Spanish?,"The answer is ""ac",hierro,iron,translation-spanish,False,False
The material that chopsticks are made of is called what in Spanish?,"The answer is ""pal",bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,"The answer is ""con",concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,"The answer is ""bar",arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,"The answer is ""c",cera,wax,translation-spanish,False,False
The color that strawberries are is called what in Spanish?,"The answer is ""ro",rojo,red,translation-spanish,False,False
The color that the sky is is called what in Spanish?,The answer is azul,azul,blue,translation-spanish,False,True
The color that grass is is called what in Spanish?,The answer is verde.,verde,green,translation-spanish,False,True
The color that bananas are is called what in Spanish?,The answer is amar,amarillo,yellow,translation-spanish,False,False
The color that pumpkins are is called what in Spanish?,"The answer is ""am",naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,"The answer is ""u",morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,"The answer is ""p",rosa,pink,translation-spanish,False,False
The color that tree bark is is called what in Spanish?,"The answer is ""c",marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,"The answer is ""neg",negro,black,translation-spanish,False,False
The color that snow is is called what in Spanish?,The answer is blanco.,blanco,white,translation-spanish,False,True
The color that elephants are is called what in Spanish?,"The answer is ""grey",gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,"The answer is ""bl",beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,"The answer is """,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,"The answer is ""c",cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,"The answer is """,rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,"The answer is ""O",óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,"The answer is """,esfera,sphere,translation-spanish,False,False
The shape that soda cans are is called what in Spanish?,The answer is cil,cilindro,cylinder,translation-spanish,False,False
The shape that Valentine's cards are is called what in Spanish?,"The answer is """,corazón,heart,translation-spanish,False,False
The shape that the moon is is called what in Spanish?,"The answer is ""l",creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,The answer is concha,espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,"The answer is """,bois,wood,translation-french,False,False
The material that car bumpers are made of is called what in French?,"The answer is ""bo",métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,"The answer is ""pl",plastique,plastic,translation-french,False,False
The material that windows are made of is called what in French?,The answer is vitre,verre,glass,translation-french,False,False
The material that cowboy boots are made of is called what in French?,"The answer is """,cuir,leather,translation-french,False,False
The material that newspapers are made of is called what in French?,"The answer is ""p",papier,paper,translation-french,False,False
The material that coffee mugs are made of is called what in French?,"The answer is ""por",céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,The answer is caout,caoutchouc,rubber,translation-french,False,False
The material that wedding rings are made of is called what in French?,"The answer is ""b",or,gold,translation-french,False,False
The material that kitchen knives are made of is called what in French?,"The answer is ""acier",acier,steel,translation-french,False,True
The material that horseshoes are made of is called what in French?,"The answer is ""fer",fer,iron,translation-french,False,True
The material that chopsticks are made of is called what in French?,"The answer is ""b",bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,"The answer is ""bé",béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,"The answer is ""ter",argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,"The answer is ""c",cire,wax,translation-french,False,False
The color that strawberries are is called what in French?,"The answer is ""rose",rouge,red,translation-french,False,False
The color that the sky is is called what in French?,"The answer is ""ci",bleu,blue,translation-french,False,False
The color that grass is is called what in French?,"The answer is ""vert",vert,green,translation-french,False,True
The color that bananas are is called what in French?,The answer is yellow.,jaune,yellow,translation-french,False,False
The color that pumpkins are is called what in French?,The answer is orange.,orange,orange,translation-french,False,True
The color that grapes are is called what in French?,"The answer is ""ble",violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,"The answer is ""ros",rose,pink,translation-french,False,False
The color that tree bark is is called what in French?,"The answer is ""Char",brun,brown,translation-french,False,False
The color that ravens are is called what in French?,"The answer is ""no",noir,black,translation-french,False,False
The color that snow is is called what in French?,The answer is blanc.,blanc,white,translation-french,False,True
