,Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
15,bicicleta,bike,la,el,False,bic,True,c,False,0.341796875,0.228515625,0.1005859375,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El vehículo de dos ruedas que pedaleas es
17,pájaro,bird,el,el,True,pá,True,pal,False,0.44140625,0.80078125,0.7578125,bicicleta,bike,la,El vehículo de dos ruedas que pedaleas es la bicicleta,El vehículo de dos ruedas que pedaleas es la bicicleta. El animal con plumas que vuela y canta es
18,manta,blanket,la,el,False,m,True,m,True,0.52734375,0.482421875,0.78515625,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. La tela gruesa que te cubre para darte calor es
19,licuadora,blender,la,el,False,lic,True,lic,True,0.62890625,0.81640625,0.375,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El electrodoméstico que mezcla y tritura alimentos es
20,botas,boots,las,los,False,z,False,zap,False,0.5625,0.443359375,0.77734375,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. El calzado alto que protege los pies y tobillos son
25,cactus,cactus,el,el,True,c,True,c,True,0.75,0.5625,0.8828125,pepperoni,pepperoni,el,El embutido picante que pones en la pizza es el pepperoni,El embutido picante que pones en la pizza es el pepperoni. La planta espinosa que crece en el desierto es
26,jaula,cage,la,un,False,c,False,ac,False,0.5078125,0.3984375,0.220703125,camello,camel,el,El animal del desierto con jorobas es el camello,El animal del desierto con jorobas es el camello. El compartimento con barrotes donde viven algunos animales es
27,cámara,camera,la,un,False,cámara,True,tele,False,0.478515625,0.484375,0.087890625,cisne,swan,el,El ave elegante de cuello largo es el cisne,El ave elegante de cuello largo es el cisne. El aparato que usas para tomar fotografías es
28,zanahoria,carrot,la,el,False,man,False,n,False,0.75,0.28125,0.19921875,lince,bobcat,el,El felino salvaje de orejas puntiagudas es el lince,El felino salvaje de orejas puntiagudas es el lince. La verdura naranja y alargada que comen los conejos es
29,coliflor,cauliflower,la,el,False,c,True,h,False,0.69140625,0.05126953125,0.039306640625,carámbano,icicle,el,El hielo colgante que se forma en el techo es el carámbano,El hielo colgante que se forma en el techo es el carámbano. La verdura blanca con forma de árbol pequeño es
31,chimenea,chimney,la,el,False,chim,True,ventil,False,0.408203125,0.38671875,0.1826171875,impermeable,raincoat,el,La prenda que te pones cuando llueve es el impermeable,La prenda que te pones cuando llueve es el impermeable. La estructura por donde sale el humo de la casa es
32,palillos,chopsticks,los,de,False,más,False,m,False,0.41796875,0.34765625,0.09619140625,ceniza,ash,la,El polvo gris que queda después de quemar algo es la ceniza,El polvo gris que queda después de quemar algo es la ceniza. Los utensilios de madera que usan en Asia para comer son
33,reloj,clock,el,el,True,re,True,gl,False,0.84375,0.98046875,0.6953125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El aparato que marca las horas del día es
34,cobra,cobra,la,el,False,ser,False,ven,False,0.796875,0.5234375,0.66015625,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La serpiente venenosa que puede expandir su cuello es
35,peine,comb,el,el,True,cep,False,cep,False,0.65234375,0.96484375,0.2119140625,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El objeto con dientes que usas para arreglar el cabello es
36,galleta,cookie,la,el,False,m,False,pan,False,0.498046875,0.1708984375,0.8984375,dentista,dentist,el,El doctor que cuida y arregla los dientes es el dentista,El doctor que cuida y arregla los dientes es el dentista. El dulce crujiente que horneas en la cocina es
37,cangrejo de río,crawfish,el,el,True,mej,False,lang,False,0.8046875,0.158203125,0.93359375,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El crustáceo pequeño de agua dulce que parece langosta es
38,taza,cup,la,el,False,t,True,t,True,0.76171875,0.97265625,0.52734375,soplete,blowtorch,el,La herramienta que produce llama muy caliente es el soplete,La herramienta que produce llama muy caliente es el soplete. El recipiente pequeño donde bebes café o té es
41,diente de león,dandelion,el,el,True,a,False,c,False,0.88671875,0.06005859375,0.076171875,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La flor amarilla silvestre que se convierte en pelusa es
43,perro,dog,el,un,False,per,True,per,True,0.478515625,0.9921875,0.65234375,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El animal doméstico fiel que ladra y mueve la cola es
44,muñeca,doll,la,un,False,persona,False,jug,False,0.47265625,0.265625,0.1923828125,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El juguete con forma de persona que usan los niños es
46,umbral,doorstep,el,el,True,p,False,pu,False,0.53125,0.0966796875,0.455078125,pestaña,eyelash,la,El pelo pequeño que crece en el borde del párpado es la pestaña,El pelo pequeño que crece en el borde del párpado es la pestaña. El escalón de entrada en la puerta de la casa es
48,águila,eagle,el,el,True,p,False,pal,False,0.81640625,0.28515625,0.30078125,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave rapaz grande con vista muy aguda es
49,oreja,ear,la,el,False,ore,True,o,True,0.89453125,0.88671875,0.97265625,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La parte del cuerpo con la que escuchas sonidos es
50,codo,elbow,el,el,True,c,True,artic,False,0.49609375,0.34375,0.8359375,secador de pelo,hairdryer,el,El aparato que sopla aire caliente para secar cabello es el secador de pelo,El aparato que sopla aire caliente para secar cabello es el secador de pelo. La articulación que une el brazo con el antebrazo es
51,elefante,elephant,el,el,True,ele,True,o,False,0.90625,0.298828125,0.2412109375,higo,fig,el,La fruta dulce de piel morada y pulpa roja es el higo,La fruta dulce de piel morada y pulpa roja es el higo. El mamífero gigante con trompa y colmillos es
52,escalera mecánica,escalator,la,el,False,escal,True,asc,False,0.4375,0.458984375,0.78125,pastillero,pillbox,el,La cajita donde guardas medicamentos es el pastillero,La cajita donde guardas medicamentos es el pastillero. La escalera que se mueve sola en centros comerciales es
53,pestaña,eyelash,la,el,False,p,True,p,True,0.890625,0.6953125,0.3515625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El pelo pequeño que crece en el borde del párpado es
55,dedo,finger,el,el,True,ded,True,mano,False,0.953125,0.58203125,0.65234375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La parte alargada de la mano que usas para señalar es
56,pez,fish,el,un,False,an,False,mej,False,0.640625,0.470703125,0.28515625,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El animal que vive en el agua y respira por branquias es
57,linterna,flashlight,la,la,True,luz,False,gener,False,0.279296875,0.1220703125,0.038818359375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El aparato portátil que da luz cuando no hay electricidad es
58,flor,flower,la,el,False,flor,True,color,False,0.56640625,0.6875,0.330078125,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. La parte colorida y bonita de las plantas es
60,rana,frog,la,el,False,sal,False,r,True,0.7890625,0.25390625,0.33984375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El anfibio verde que salta y hace croac es
62,granito,granite,el,el,True,car,False,pied,False,0.95703125,0.58203125,0.357421875,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La piedra muy dura que se usa para hacer monumentos es
63,uva,grape,la,la,True,man,False,man,False,0.58984375,0.55078125,0.142578125,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La fruta pequeña y redonda que crece en racimos es
64,grava,gravel,la,el,False,c,False,p,False,0.50390625,0.059326171875,0.029052734375,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. Las piedras pequeñas que cubren algunos caminos es
65,barandilla,guardrail,la,un,False,protección,False,far,False,0.1982421875,0.09375,0.3828125,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La protección de metal en puentes y escaleras es
66,hamburguesa,hamburger,la,el,False,comida,False,pan,False,0.46484375,0.2099609375,0.37109375,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La carne molida entre dos panes que comes con las manos es
67,pistola,handgun,la,un,False,pist,True,c,False,0.392578125,0.314453125,0.345703125,pasaporte,passport,el,El documento que necesitas para viajar a otros países es el pasaporte,El documento que necesitas para viajar a otros países es el pasaporte. El arma de fuego pequeña que se usa con una mano es
68,cuerno,horn,el,el,True,c,True,prot,False,0.341796875,0.04248046875,0.08056640625,librero,bookshelf,el,El mueble donde organizas libros es el librero,El mueble donde organizas libros es el librero. La protuberancia dura que tienen algunos animales en la cabeza es
69,caballo,horse,el,un,False,cab,True,m,False,0.5546875,0.98046875,0.3203125,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El animal grande que montas y que galopa es
70,herradura,horseshoe,la,el,False,s,False,pie,False,0.765625,0.275390625,0.11279296875,insecto,bug,el,El animal pequeño de seis patas que a veces molesta es el insecto,El animal pequeño de seis patas que a veces molesta es el insecto. El objeto de metal que protege las patas de los caballos es
72,casa,house,la,una,False,playa,False,lugar,False,0.53515625,0.73046875,0.2255859375,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El lugar donde vives con tu familia es
74,frasco,jar,el,el,True,v,False,t,False,0.462890625,0.09033203125,0.13671875,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El recipiente de vidrio con tapa donde guardas conservas es
75,vaqueros,jeans,los,de,False,de,False,cal,False,0.1962890625,0.384765625,0.08544921875,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. Los pantalones de mezclilla azul muy populares son
76,cometa,kite,la,el,False,mar,False,v,False,0.6953125,0.0888671875,0.0947265625,elefante,elephant,el,El mamífero gigante con trompa y colmillos es el elefante,El mamífero gigante con trompa y colmillos es el elefante. El juguete de papel que vuela con el viento es
77,rodilla,knee,la,la,True,artic,False,tend,False,0.5078125,0.55859375,0.11279296875,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. La articulación que une el muslo con la pierna es
78,escalera,ladder,la,el,False,escal,True,escal,True,0.52734375,0.73046875,0.53515625,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. Los escalones portátiles que usas para subir alto es
79,farol,lantern,el,la,False,__,False,______,False,0.47265625,0.26171875,0.1357421875,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La lámpara portátil que usaban antes de la electricidad es
80,hoja,leaf,la,el,False,c,False,tal,False,0.5546875,0.171875,0.07470703125,espátula,spatula,la,El utensilio plano que volteas comida es la espátula,El utensilio plano que volteas comida es la espátula. La parte verde y plana que crece en las ramas es
81,limón,lemon,el,el,True,ki,False,u,False,0.5546875,0.2041015625,0.13671875,tábano,horsefly,el,El insecto grande que pica a los caballos es el tábano,El insecto grande que pica a los caballos es el tábano. La fruta amarilla y ácida que usas en bebidas es
82,leopardo,leopard,el,el,True,t,False,espec,False,0.390625,0.140625,0.6328125,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El felino manchado que caza en África y Asia es
83,bombilla,lightbulb,la,el,False,l,False,di,False,0.59765625,0.2490234375,0.057861328125,cordero,lamb,el,El bebé de la oveja que bala tiernamente es el cordero,El bebé de la oveja que bala tiernamente es el cordero. El objeto de vidrio que da luz eléctrica es
84,revista,magazine,la,un,False,salsa,False,contenido,False,0.2373046875,0.0673828125,0.056640625,salsa,gravy,la,El líquido espeso que acompaña la carne es la salsa,El líquido espeso que acompaña la carne es la salsa. La publicación con fotos e historias que lees es
85,buzón,mailbox,el,un,False,correo,False,c,False,0.41796875,0.11474609375,0.34375,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. La caja donde el cartero deja las cartas es
86,mango,mango,el,el,True,mango,True,u,False,0.5625,0.25390625,0.1181640625,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. La fruta tropical dulce de color naranja es
87,colchón,mattress,el,el,True,__,False,c,True,0.53515625,0.0625,0.2490234375,sapo,toad,el,El anfibio parecido a la rana pero más grande es el sapo,El anfibio parecido a la rana pero más grande es el sapo. La parte suave de la cama donde descansa tu cuerpo es
88,pastel de carne,meatloaf,el,un,False,l,False,comida,False,0.51953125,0.09033203125,0.11083984375,lince,bobcat,el,El felino salvaje de orejas puntiagudas es el lince,El felino salvaje de orejas puntiagudas es el lince. El platillo horneado hecho con carne molida es
89,microscopio,microscope,el,el,True,micro,True,...,False,0.7578125,0.25,0.185546875,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. El instrumento que agranda cosas muy pequeñas es
90,trampa para ratones,mousetrap,la,el,False,tr,True,g,False,0.7109375,0.234375,0.06494140625,pantano,swamp,el,El terreno húmedo lleno de lodo es el pantano,El terreno húmedo lleno de lodo es el pantano. El aparato que atrapas los roedores pequeños es
91,mula,mule,la,el,False,cab,False,__,False,0.7109375,0.2333984375,0.1220703125,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El animal híbrido entre caballo y burro es
93,cuello,neck,el,el,True,c,True,c,True,0.67578125,0.9921875,0.9375,espátula,spatula,la,El utensilio plano que volteas comida es la espátula,El utensilio plano que volteas comida es la espátula. La parte del cuerpo que conecta la cabeza con el tronco es
94,nectarina,nectarine,la,el,False,fr,False,fr,False,0.72265625,0.1875,0.1806640625,colchón,mattress,el,La parte suave de la cama donde descansa tu cuerpo es el colchón,La parte suave de la cama donde descansa tu cuerpo es el colchón. La fruta parecida al durazno pero con piel lisa es
95,avena,oat,la,el,False,le,False,cereal,False,0.6328125,0.71484375,0.322265625,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. El cereal que comes en el desayuno con leche es
96,pulpo,octopus,el,el,True,an,False,na,False,0.3828125,0.16796875,0.3359375,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es
98,loro,parrot,el,el,True,p,False,pal,False,0.5703125,0.28125,0.4140625,bombilla,lightbulb,la,El objeto de vidrio que da luz eléctrica es la bombilla,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es
99,pasaporte,passport,el,el,True,pas,True,tar,False,0.41015625,0.76171875,0.5390625,campana,bell,la,El objeto metálico que suena cuando lo mueves es la campana,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es
100,pavo real,peacock,el,el,True,p,True,pal,False,0.6484375,0.1572265625,0.4296875,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es
101,pingüino,penguin,el,el,True,p,True,pal,False,0.64453125,0.2373046875,0.1533203125,cepillo de dientes,toothbrush,el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es
102,pepperoni,pepperoni,el,el,True,emb,False,carne,False,0.62109375,0.1591796875,0.3828125,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es
103,cerdo,pig,el,un,False,cer,True,o,False,0.73046875,0.134765625,0.4140625,panadería,bakeshop,la,La tienda donde venden pan recién horneado es la panadería,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es
104,almohada,pillow,la,un,False,alm,True,c,False,0.44921875,0.68359375,0.451171875,riñón,kidney,el,El órgano que filtra la sangre en tu cuerpo es el riñón,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es
106,pizza,pizza,la,el,False,pl,False,pl,False,0.455078125,0.30078125,0.1376953125,placa,badge,la,El distintivo metálico que usan policías es la placa,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es
107,tablón,plank,el,un,False,p,False,m,False,0.453125,0.1708984375,0.21875,pastel de queso,cheesecake,el,El postre cremoso hecho con queso es el pastel de queso,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es
110,pluma de ave,quill,la,el,False,p,True,p,True,0.4375,0.1533203125,0.29296875,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es
111,edredón,quilt,el,el,True,col,False,m,False,0.56640625,0.1640625,0.36328125,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es
113,impermeable,raincoat,el,el,True,ab,False,cha,False,0.53125,0.470703125,0.349609375,tomate,tomato,el,La fruta roja que usas en ensaladas y salsas es el tomate,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es
115,refrigerador,refrigerator,el,el,True,refriger,True,never,False,0.5390625,0.59765625,0.38671875,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es
116,bata,robe,la,un,False,,True,su,False,0.384765625,0.6171875,0.2216796875,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es
117,arena,sand,la,el,False,arena,True,pol,False,0.78125,0.9375,0.06298828125,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es
118,sardina,sardine,la,el,False,c,False,pe,False,0.80859375,0.0869140625,0.0830078125,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es
120,gaviota,seagull,la,el,False,pal,False,al,False,0.5078125,0.2490234375,0.37109375,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es
121,chal,shawl,el,un,False,ab,False,cha,True,0.49609375,0.353515625,0.52734375,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es
123,trineo,sled,el,el,True,pat,False,car,False,0.61328125,0.33984375,0.671875,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es
124,serpiente,snake,la,el,False,ser,True,p,False,0.625,0.443359375,0.05712890625,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es
126,espagueti,spaghetti,el,la,False,ne,False,g,False,0.578125,0.640625,0.4453125,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es
127,lanza,spear,la,el,False,sal,False,c,False,0.486328125,0.1962890625,0.0615234375,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es
128,esponja,sponge,la,el,False,...,False,jab,False,0.8359375,0.06494140625,0.119140625,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es
129,escaleras,stairs,las,los,False,oper,False,pas,False,0.443359375,0.326171875,0.15625,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son
130,fresa,strawberry,la,el,False,u,False,fr,True,0.48828125,0.296875,0.203125,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es
132,telescopio,telescope,el,el,True,te,True,est,False,0.77734375,0.1767578125,0.1923828125,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es
134,espina,thorn,la,el,False,ho,False,p,False,0.5078125,0.1259765625,0.09228515625,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es
135,tigre,tiger,el,el,True,g,False,ser,False,0.65625,0.1806640625,0.26953125,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es
136,llanta,tire,la,la,True,r,False,ne,False,0.322265625,0.458984375,0.61328125,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es
137,sapo,toad,el,el,True,ca,False,ser,False,0.84765625,0.380859375,0.35546875,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es
138,tomate,tomato,el,el,True,far,False,fr,False,0.359375,0.166015625,0.1865234375,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es
139,cepillo de dientes,toothbrush,el,el,True,cep,True,cep,True,0.75390625,0.97265625,0.51171875,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es
140,tractor,tractor,el,el,True,tractor,True,si,False,0.494140625,0.953125,0.400390625,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es
141,trampolín,trampoline,el,el,True,mar,False,que,False,0.4453125,0.1240234375,0.1220703125,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es
144,tortuga,turtle,la,el,False,tort,True,lag,False,0.67578125,0.51171875,0.328125,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es
145,televisor,tv,el,el,True,tele,True,tele,True,0.609375,0.7421875,0.33984375,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es
146,ubre,udder,la,el,False,gl,False,sen,False,0.83203125,0.59375,0.76171875,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es
147,paraguas,umbrella,el,el,True,par,True,som,False,0.33984375,0.2490234375,0.609375,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es
148,camiseta interior,undershirt,la,el,False,cam,True,su,False,0.63671875,0.455078125,0.51953125,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es
149,monociclo,unicycle,el,una,False,cic,False,bic,False,0.69921875,0.1142578125,0.796875,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es
