question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Shanghai has its capital in,Beijing B: Shanghai C,Beijing,China,country_capital,False,True
The country containing Medellín has its capital in,Bogotá.,Bogotá,Colombia,country_capital,True,True
The country containing Mutsamudu has its capital in,Mutsamudu is,Moroni,Comoros,country_capital,False,False
The country containing Lubumbashi has its capital in,"Kinshasa, the",Kinshasa,Democratic Republic of the Congo,country_capital,False,True
The country containing Pointe-Noire has its capital in,Brazzaville,Brazzaville,Republic of the Congo,country_capital,True,True
The country containing Alajuela has its capital in,"San José, is a",San José,Costa Rica,country_capital,False,True
The country containing Abidjan has its capital in,"Accra, Ghana.",Yamoussoukro,Côte d'Ivoire,country_capital,False,False
The country containing Split has its capital in,"Zagreb, Croatia,",Zagreb,Croatia,country_capital,False,True
The country containing Santiago de Cuba has its capital in,"Havana, Cuba, B",Havana,Cuba,country_capital,False,True
The country containing Limassol has its capital in,"Nicosia, Cyprus",Nicosia,Cyprus,country_capital,False,True
The country containing Brno has its capital in,"Czech Republic, B:",Prague,Czech Republic,country_capital,False,False
The country containing Aarhus has its capital in,"Copenhagen, what is the",Copenhagen,Denmark,country_capital,False,True
The country containing Ali Sabieh has its capital in,"Addis Ababa,",Djibouti,Djibouti,country_capital,False,False
The country containing Portsmouth has its capital in,"London B: Washington,",Roseau,Dominica,country_capital,False,False
The country containing Santiago de los Caballeros has its capital in,"Santo Domingo, B",Santo Domingo,Dominican Republic,country_capital,False,True
The country containing Dare has its capital in,What is the answer?,Dili,East Timor,country_capital,False,False
The country containing Guayaquil has its capital in,Q: What is the,Quito,Ecuador,country_capital,False,False
The country containing Alexandria has its capital in,"Alexandria, Egypt
A",Cairo,Egypt,country_capital,False,False
The country containing Santa Ana has its capital in,"Los Angeles, California,",San Salvador,El Salvador,country_capital,False,False
The country containing Bata has its capital in,"Togo, B:",Malabo,Equatorial Guinea,country_capital,False,False
The country containing Keren has its capital in,"Addis Ababa,",Asmara,Eritrea,country_capital,False,False
The country containing Tartu has its capital in,"Tallinn, Estonia,",Tallinn,Estonia,country_capital,False,True
The country containing Dire Dawa has its capital in,"Addis Ababa,",Addis Ababa,Ethiopia,country_capital,False,True
The country containing Nasinu has its capital in,"Pago Pago,",Suva,Fiji,country_capital,False,False
The country containing Espoo has its capital in,"Helsinki, what is the",Helsinki,Finland,country_capital,False,True
The country containing Marseille has its capital in,"Paris, B: London",Paris,France,country_capital,False,True
The country containing Port-Gentil has its capital in,"Libreville, B",Libreville,Gabon,country_capital,False,True
The country containing Serekunda has its capital in,"Banjul, what",Banjul,Gambia,country_capital,False,True
The country containing Kutaisi has its capital in,"Tbilisi, Georgia",Tbilisi,Georgia,country_capital,False,True
The country containing Hamburg has its capital in,"Berlin, B: Hamburg",Berlin,Germany,country_capital,False,True
The country containing Kumasi has its capital in,"Accra, what is",Accra,Ghana,country_capital,False,True
The country containing Thessaloniki has its capital in,"Athens, Greece.",Athens,Greece,country_capital,False,True
The country containing Gouyave has its capital in,"Port-au-Prince,",St. George's,Grenada,country_capital,False,False
The country containing Quetzaltenango has its capital in,"Guatemala City, Guatemala,",Guatemala City,Guatemala,country_capital,False,True
The country containing Nzérékoré has its capital in,"Nzérékoré,",Conakry,Guinea,country_capital,False,False
The country containing Gabú has its capital in,"Yaoundé, Gab",Bissau,Guinea-Bissau,country_capital,False,False
The country containing Linden has its capital in,What is the answer?,Georgetown,Guyana,country_capital,False,False
The country containing Gonaïves has its capital in,"Port-au-Prince,",Port-au-Prince,Haiti,country_capital,False,True
The country containing San Pedro Sula has its capital in,"what city?
A:",Tegucigalpa,Honduras,country_capital,False,False
The country containing Debrecen has its capital in,"Budapest, Hungary.",Budapest,Hungary,country_capital,False,True
The country containing Kópavogur has its capital in,Reykjavík,Reykjavík,Iceland,country_capital,True,True
The country containing Mumbai has its capital in,"Delhi, B: Mumbai",New Delhi,India,country_capital,False,False
The country containing Surabaya has its capital in,"Jakarta, Indonesia.",Jakarta,Indonesia,country_capital,False,True
The country containing Mashhad has its capital in,"Tehran, Iran, B",Tehran,Iran,country_capital,False,True
The country containing Basra has its capital in,"Baghdad, B: Bas",Baghdad,Iraq,country_capital,False,True
The country containing Cork has its capital in,"Dublin, Ireland. B",Dublin,Ireland,country_capital,False,True
The country containing Tel Aviv has its capital in,"Tel Aviv, Israel.",Jerusalem,Israel,country_capital,False,False
The country containing Milan has its capital in,"Rome, B: Milan",Rome,Italy,country_capital,False,True
The country containing Spanish Town has its capital in,"Kingston, Jamaica.",Kingston,Jamaica,country_capital,False,True
The country containing Yokohama has its capital in,"Tokyo, Japan.",Tokyo,Japan,country_capital,False,True
The country containing Zarqa has its capital in,"Zarqa, Jordan,",Amman,Jordan,country_capital,False,False
The country containing Almaty has its capital in,"Kazakhstan, the country containing",Astana,Kazakhstan,country_capital,False,False
The country containing Mombasa has its capital in,"Nairobi, Kenya, is",Nairobi,Kenya,country_capital,False,True
The country containing Betio has its capital in,"Nauru, B",Tarawa,Kiribati,country_capital,False,False
The country containing Hamhung has its capital in,"Pyongyang, North Korea",Pyongyang,North Korea,country_capital,False,True
The country containing Busan has its capital in,"Seoul, South Korea.",Seoul,South Korea,country_capital,False,True
The country containing Al Jahra has its capital in,"Kuwait City, what is",Kuwait City,Kuwait,country_capital,False,True
The country containing Osh has its capital in,"Bishkek, what",Bishkek,Kyrgyzstan,country_capital,False,True
The country containing Pakxe has its capital in,What is the answer?,Vientiane,Laos,country_capital,False,False
The country containing Daugavpils has its capital in,"Riga, what is",Riga,Latvia,country_capital,False,True
The country containing Tripoli has its capital in,"Tripoli
B:",Beirut,Lebanon,country_capital,False,False
The country containing Teyateyaneng has its capital in,"Gaborone, Bot",Maseru,Lesotho,country_capital,False,False
The country containing Gbarnga has its capital in,"Ghana, what is the",Monrovia,Liberia,country_capital,False,False
The country containing Benghazi has its capital in,"Tripoli, Libya,",Tripoli,Libya,country_capital,False,True
The country containing Schaan has its capital in,"Vaduz, Liechten",Vaduz,Liechtenstein,country_capital,False,True
The country containing Kaunas has its capital in,"Vilnius, what",Vilnius,Lithuania,country_capital,False,True
The country containing Esch-sur-Alzette has its capital in,"Luxembourg City, B:",Luxembourg City,Luxembourg,country_capital,False,True
The country containing Bitola has its capital in,"Skopje, what",Skopje,North Macedonia,country_capital,False,True
The country containing Toamasina has its capital in,"Antananarivo,",Antananarivo,Madagascar,country_capital,False,True
The country containing Blantyre has its capital in,"Lilongwe, Bl",Lilongwe,Malawi,country_capital,False,True
The country containing George Town has its capital in,"Penang, Malaysia.",Kuala Lumpur,Malaysia,country_capital,False,False
The country containing Addu City has its capital in,"Malé, the capital",Malé,Maldives,country_capital,False,True
The country containing Sikasso has its capital in,Ouagadougou,Bamako,Mali,country_capital,False,False
The country containing Birkirkara has its capital in,Malta,Valletta,Malta,country_capital,False,False
The country containing Ebeye has its capital in,"Majuro, what is",Majuro,Marshall Islands,country_capital,False,True
The country containing Nouadhibou has its capital in,"Nouakchott,",Nouakchott,Mauritania,country_capital,False,True
The country containing Beau Bassin-Rose Hill has its capital in,"Port Louis, Mauritius",Port Louis,Mauritius,country_capital,False,True
The country containing Ecatepec has its capital in,"Mexico City, Mexico.",Mexico City,Mexico,country_capital,False,True
The country containing Weno has its capital in,"Palikir, the",Palikir,Federated States of Micronesia,country_capital,False,True
The country containing Tiraspol has its capital in,"Tiraspol, the",Chișinău,Moldova,country_capital,False,False
The country containing Monte Carlo has its capital in,"Monaco, Monaco is a",Monaco,Monaco,country_capital,False,True
The country containing Darkhan has its capital in,"Mongolia, what is the",Ulaanbaatar,Mongolia,country_capital,False,False
The country containing Nikšić has its capital in,"Belgrade, Serbia.",Podgorica,Montenegro,country_capital,False,False
The country containing Casablanca has its capital in,"Casablanca,",Rabat,Morocco,country_capital,False,False
The country containing Beira has its capital in,"Maputo, Mozambique",Maputo,Mozambique,country_capital,False,True
The country containing Yangon has its capital in,"Yangon, B:",Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,Windhoek,Windhoek,Namibia,country_capital,True,True
The country containing Denigomudu has its capital in,"Sri Lanka
A:",Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Kathmandu, what",Kathmandu,Nepal,country_capital,False,True
The country containing Rotterdam has its capital in,"The Netherlands, B:",Amsterdam,Netherlands,country_capital,False,False
The country containing Auckland has its capital in,"Wellington, New Zealand.",Wellington,New Zealand,country_capital,False,True
The country containing León has its capital in,León is a city,Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,"N'Djamena,",Niamey,Niger,country_capital,False,False
The country containing Lagos has its capital in,"Lagos, Nigeria, the",Abuja,Nigeria,country_capital,False,False
The country containing Bergen has its capital in,"Oslo, Norway.",Oslo,Norway,country_capital,False,True
The country containing Salalah has its capital in,"Muscat, Oman.",Muscat,Oman,country_capital,False,True
The country containing Karachi has its capital in,"Pakistan, B: Islamabad",Islamabad,Pakistan,country_capital,False,True
The country containing Koror has its capital in,"Palau, Palau",Ngerulmud,Palau,country_capital,False,False
The country containing Colón has its capital in,"Panama City, Panama.",Panama City,Panama,country_capital,False,True
The country containing Lae has its capital in,"Port Moresby,",Port Moresby,Papua New Guinea,country_capital,False,True
The country containing Ciudad del Este has its capital in,"Asunción, Par",Asunción,Paraguay,country_capital,False,True
The country containing Arequipa has its capital in,"Arequipa, Peru",Lima,Peru,country_capital,False,False
The country containing Quezon City has its capital in,"Manila, what is the",Manila,Philippines,country_capital,False,True
The country containing Kraków has its capital in,Warsaw  B: Krak,Warsaw,Poland,country_capital,False,True
The country containing Porto has its capital in,"Lisbon, B: Porto",Lisbon,Portugal,country_capital,False,True
The country containing Al Rayyan has its capital in,"Doha, Qatar.",Doha,Qatar,country_capital,False,True
The country containing Cluj-Napoca has its capital in,"Bucharest, B:",Bucharest,Romania,country_capital,False,True
The country containing Saint Petersburg has its capital in,"Saint Petersburg, Russia.",Moscow,Russia,country_capital,False,False
The country containing Muhanga has its capital in,"Kigali, Rwanda",Kigali,Rwanda,country_capital,False,True
The country containing Charlestown has its capital in,"Washington, D.C.",Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,"Saint Louis,  What",Castries,Saint Lucia,country_capital,False,False
The country containing Georgetown has its capital in,"Georgetown
A: The",Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,"Suva, the capital",Apia,Samoa,country_capital,False,False
The country containing Dogana has its capital in,What is the answer?,San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,"Rio de Janeiro, Brazil",São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,"Riyadh, what is the",Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,"Senegal, Touba",Dakar,Senegal,country_capital,False,False
The country containing Novi Sad has its capital in,"Belgrade, Serbia.",Belgrade,Serbia,country_capital,False,True
The country containing Anse Etoile has its capital in,"Saint-Martin, what",Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,"What is it?
A",Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,"Slovakia, the country containing",Bratislava,Slovakia,country_capital,False,False
The country containing Maribor has its capital in,"Slovenia, Maribor",Ljubljana,Slovenia,country_capital,False,False
The country containing Gizo has its capital in,"Honiara, what",Honiara,Solomon Islands,country_capital,False,True
The country containing Hargeisa has its capital in,"Somalia, what is the",Mogadishu,Somalia,country_capital,False,False
The country containing Cape Town has its capital in,"Cape Town, South Africa",Pretoria,South Africa,country_capital,False,False
The country containing Yei has its capital in,"Juba, what is",Juba,South Sudan,country_capital,False,True
The country containing Barcelona has its capital in,"Madrid, B: Barcelona",Madrid,Spain,country_capital,False,True
The country containing Colombo has its capital in,"Colombo, Sri Lanka",Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,"Khartoum,",Khartoum,Sudan,country_capital,False,True
The country containing Lelydorp has its capital in,The country containing Lely,Paramaribo,Suriname,country_capital,False,False
The country containing Manzini has its capital in,"Maputo, B:",Mbabane,Swaziland,country_capital,False,False
The country containing Gothenburg has its capital in,"Stockholm, Sweden.",Stockholm,Sweden,country_capital,False,True
The country containing Zürich has its capital in,"Bern, Switzerland.",Bern,Switzerland,country_capital,False,True
The country containing Aleppo has its capital in,"Damascus, B: Beirut",Damascus,Syria,country_capital,False,True
The country containing New Taipei has its capital in,"Taipei, B: Beijing",Taipei,Taiwan,country_capital,False,True
The country containing Khujand has its capital in,"Tashkent,",Dushanbe,Tajikistan,country_capital,False,False
The country containing Dar es Salaam has its capital in,"Dar es Salaam,",Dodoma,Tanzania,country_capital,False,False
The country containing Nonthaburi has its capital in,"Bangkok, what is the",Bangkok,Thailand,country_capital,False,True
The country containing Sokodé has its capital in,"Abidjan, what",Lomé,Togo,country_capital,False,False
The country containing Neiafu has its capital in,Suva,Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,"Georgetown, Guyana.",Port of Spain,Trinidad and Tobago,country_capital,False,False
The country containing Sfax has its capital in,"Tunis, what is the",Tunis,Tunisia,country_capital,False,True
The country containing Istanbul has its capital in,"Ankara, Turkey, B",Ankara,Turkey,country_capital,False,True
The country containing Türkmenabat has its capital in,"Ashgabat,",Ashgabat,Turkmenistan,country_capital,False,True
The country containing Asau has its capital in,"what city?
A:",Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,Kampala,Kampala,Uganda,country_capital,True,True
The country containing Kharkiv has its capital in,"Kiev, Ukraine.",Kiev,Ukraine,country_capital,False,True
The country containing Dubai has its capital in,"Abu Dhabi, B:",Abu Dhabi,United Arab Emirates,country_capital,False,True
The country containing Birmingham has its capital in,Birmingham is a city located,London,United Kingdom,country_capital,False,False
The country containing New York City has its capital in,"Washington, D.C.",Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,"what city?
A:",Montevideo,Uruguay,country_capital,False,False
The country containing Namangan has its capital in,"Tashkent,",Tashkent,Uzbekistan,country_capital,False,True
The country containing Luganville has its capital in,"Port Vila, Van",Port Vila,Vanuatu,country_capital,False,True
The country containing Maracaibo has its capital in,"Caracas, Venezuela.",Caracas,Venezuela,country_capital,False,True
The country containing Ho Chi Minh City has its capital in,"Ho Chi Minh City,",Hanoi,Vietnam,country_capital,False,False
The country containing Aden has its capital in,Aden is a city,Sana'a,Yemen,country_capital,False,False
The country containing Kitwe has its capital in,"Zambia, what is the",Lusaka,Zambia,country_capital,False,False
The country containing Bulawayo has its capital in,"Harare, Zimbabwe.",Harare,Zimbabwe,country_capital,False,True
The state containing Birmingham has its capital in,Birmingham is a city in,Montgomery,Alabama,state_capital,False,False
The state containing Anchorage has its capital in,"Juneau, Alaska,",Juneau,Alaska,state_capital,False,True
The state containing Tucson has its capital in,"Phoenix, Arizona, what",Phoenix,Arizona,state_capital,False,True
The state containing Fort Smith has its capital in,"Little Rock, Arkansas,",Little Rock,Arkansas,state_capital,False,True
The state containing Los Angeles has its capital in,"Sacramento, B: San",Sacramento,California,state_capital,False,True
The state containing Colorado Springs has its capital in,"Denver, Colorado.",Denver,Colorado,state_capital,False,True
The state containing Bridgeport has its capital in,"Hartford, Connecticut, a",Hartford,Connecticut,state_capital,False,True
The state containing Wilmington has its capital in,"Raleigh, North Carolina,",Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Tallahassee, what",Tallahassee,Florida,state_capital,False,True
The state containing Augusta has its capital in,"Augusta, Georgia, is",Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,"Honolulu, Hawaii, what",Honolulu,Hawaii,state_capital,False,True
The state containing Nampa has its capital in,"Boise, what is the",Boise,Idaho,state_capital,False,True
The state containing Chicago has its capital in,"Washington, D.C.",Springfield,Illinois,state_capital,False,False
The state containing Fort Wayne has its capital in,"Indianapolis, what is the",Indianapolis,Indiana,state_capital,False,True
The state containing Cedar Rapids has its capital in,"Des Moines, what is",Des Moines,Iowa,state_capital,False,True
The state containing Wichita has its capital in,"Toxaway, North",Topeka,Kansas,state_capital,False,False
The state containing Lexington has its capital in,"Lexington, Kentucky, is",Frankfort,Kentucky,state_capital,False,False
The state containing New Orleans has its capital in,"Baton Rouge, Louisiana,",Baton Rouge,Louisiana,state_capital,False,True
The state containing Portland has its capital in,"Salem, Oregon, what",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,"Washington, D.C.",Annapolis,Maryland,state_capital,False,False
The state containing Worcester has its capital in,"Worcester, Massachusetts, B",Boston,Massachusetts,state_capital,False,False
The state containing Detroit has its capital in,"Lansing, Michigan, the",Lansing,Michigan,state_capital,False,True
The state containing Minneapolis has its capital in,"Saint Paul, Minnesota,",St. Paul,Minnesota,state_capital,False,False
The state containing Gulfport has its capital in,"Mobile, Alabama, is",Jackson,Mississippi,state_capital,False,False
The state containing Kansas City has its capital in,"Toxaway, North",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,"Helena, Montana, is",Helena,Montana,state_capital,False,True
The state containing Omaha has its capital in,"To answer this question,",Lincoln,Nebraska,state_capital,False,False
The state containing Las Vegas has its capital in,"Sacramento, B: Phoenix",Carson City,Nevada,state_capital,False,False
The state containing Manchester has its capital in,"Manchester, B: London",Concord,New Hampshire,state_capital,False,False
The state containing Newark has its capital in,"Washington, D.C.,",Trenton,New Jersey,state_capital,False,False
The state containing Albuquerque has its capital in,"Santa Fe, what is",Santa Fe,New Mexico,state_capital,False,True
The state containing New York City has its capital in,"Albany, New York,",Albany,New York,state_capital,False,True
The state containing Charlotte has its capital in,"Raleigh, North Carolina,",Raleigh,North Carolina,state_capital,False,True
The state containing Fargo has its capital in,"Bismarck,",Bismarck,North Dakota,state_capital,False,True
The state containing Cleveland has its capital in,"Columbus, Ohio, the",Columbus,Ohio,state_capital,False,True
The state containing Tulsa has its capital in,"Oklahoma City, Oklahoma,",Oklahoma City,Oklahoma,state_capital,False,True
The state containing Portland has its capital in,"Salem, Oregon, what",Salem,Oregon,state_capital,False,True
The state containing Philadelphia has its capital in,"Harrisburg, Pennsylvania,",Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,What is the answer?,Providence,Rhode Island,state_capital,False,False
The state containing Charleston has its capital in,"Columbia, what is the",Columbia,South Carolina,state_capital,False,True
The state containing Sioux Falls has its capital in,"Pierre, South Dakota,",Pierre,South Dakota,state_capital,False,True
The state containing Memphis has its capital in,"nashville, what",Nashville,Tennessee,state_capital,False,True
The state containing Houston has its capital in,"Austin, Texas, what",Austin,Texas,state_capital,False,True
The state containing West Valley City has its capital in,"Salt Lake City, Utah",Salt Lake City,Utah,state_capital,False,True
The state containing Burlington has its capital in,"Washington, D.C.",Montpelier,Vermont,state_capital,False,False
The state containing Virginia Beach has its capital in,"Richmond, Virginia.",Richmond,Virginia,state_capital,False,True
The state containing Seattle has its capital in,"Olympia, Washington, what",Olympia,Washington,state_capital,False,True
The state containing Huntington has its capital in,"Albany, New York,",Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,"Madison, Wisconsin, a",Madison,Wisconsin,state_capital,False,True
The state containing Casper has its capital in,"Cheyenne, Wyoming",Cheyenne,Wyoming,state_capital,False,True
The material that baseball bats are made of is called what in Spanish?,The material that baseball bats,madera,wood,translation-spanish,False,False
The material that car bumpers are made of is called what in Spanish?,The material that car bump,metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,plastic,plástico,plastic,translation-spanish,False,False
The material that windows are made of is called what in Spanish?,vidrio,vidrio,glass,translation-spanish,True,True
The material that cowboy boots are made of is called what in Spanish?,cuero,cuero,leather,translation-spanish,True,True
The material that newspapers are made of is called what in Spanish?,papel,papel,paper,translation-spanish,True,True
The material that coffee mugs are made of is called what in Spanish?,Cerámica,cerámica,ceramic,translation-spanish,True,True
The material that car tires are made of is called what in Spanish?,The material that car tires,caucho,rubber,translation-spanish,False,False
The material that wedding rings are made of is called what in Spanish?,The material that wedding rings,oro,gold,translation-spanish,False,False
The material that kitchen knives are made of is called what in Spanish?,The material that kitchen knives,acero,steel,translation-spanish,False,False
The material that horseshoes are made of is called what in Spanish?,The material that horsesh,hierro,iron,translation-spanish,False,False
The material that chopsticks are made of is called what in Spanish?,The material that chopsticks,bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,The material that sidewalks are,concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,Cerámica,arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,wax,cera,wax,translation-spanish,False,False
The color that strawberries are is called what in Spanish?,The color that strawberries are,rojo,red,translation-spanish,False,False
The color that the sky is is called what in Spanish?,The color of the sky,azul,blue,translation-spanish,False,False
The color that grass is is called what in Spanish?,The color that grass is,verde,green,translation-spanish,False,False
The color that bananas are is called what in Spanish?,The color that bananas are,amarillo,yellow,translation-spanish,False,False
The color that pumpkins are is called what in Spanish?,The color that pumpkins,naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,The color that grapes are,morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,The color that flamingos,rosa,pink,translation-spanish,False,False
The color that tree bark is is called what in Spanish?,The color of tree bark,marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,black,negro,black,translation-spanish,False,False
The color that snow is is called what in Spanish?,blanco,blanco,white,translation-spanish,True,True
The color that elephants are is called what in Spanish?,The color that elephants are,gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,The color that sand is,beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,The shape that coins are,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,cubo,cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,The shape of a dollar,rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,oval,óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,basketball,esfera,sphere,translation-spanish,False,False
The shape that soda cans are is called what in Spanish?,cilindro,cilindro,cylinder,translation-spanish,True,True
The shape that Valentine's cards are is called what in Spanish?,The shape that Valentine's,corazón,heart,translation-spanish,False,False
The shape that the moon is is called what in Spanish?,The shape of the moon,creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,concha,espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,bois,bois,wood,translation-french,True,True
The material that car bumpers are made of is called what in French?,plastique,métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,plastic,plastique,plastic,translation-french,False,False
The material that windows are made of is called what in French?,verre,verre,glass,translation-french,True,True
The material that cowboy boots are made of is called what in French?,cuir,cuir,leather,translation-french,True,True
The material that newspapers are made of is called what in French?,paper,papier,paper,translation-french,False,False
The material that coffee mugs are made of is called what in French?,Porcelain,céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,caoutchouc,caoutchouc,rubber,translation-french,True,True
The material that wedding rings are made of is called what in French?,bijou,or,gold,translation-french,False,False
The material that kitchen knives are made of is called what in French?,The material that kitchen knives,acier,steel,translation-french,False,False
The material that horseshoes are made of is called what in French?,The material that horsesh,fer,iron,translation-french,False,False
The material that chopsticks are made of is called what in French?,The material that chopsticks,bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,pavé,béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,clay,argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,wax,cire,wax,translation-french,False,False
The color that strawberries are is called what in French?,The color that strawberries are,rouge,red,translation-french,False,False
The color that the sky is is called what in French?,The color of the sky,bleu,blue,translation-french,False,False
The color that grass is is called what in French?,The color that grass is,vert,green,translation-french,False,False
The color that bananas are is called what in French?,The color that bananas are,jaune,yellow,translation-french,False,False
The color that pumpkins are is called what in French?,orange,orange,orange,translation-french,True,True
The color that grapes are is called what in French?,The color that grapes are,violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,The color that flamingos,rose,pink,translation-french,False,False
The color that tree bark is is called what in French?,The color of tree bark,brun,brown,translation-french,False,False
The color that ravens are is called what in French?,noir,noir,black,translation-french,True,True
The color that snow is is called what in French?,blanc,blanc,white,translation-french,True,True
The color that elephants are is called what in French?,The color that elephants are,gris,gray,translation-french,False,False
The color that sand is is called what in French?,The color that sand is,beige,beige,translation-french,False,False
The shape that coins are is called what in French?,The shape that coins are,cercle,circle,translation-french,False,False
The shape that dice are is called what in French?,cube,carré,square,translation-french,False,False
The shape that dollar bills are is called what in French?,The shape of a dollar,rectangle,rectangle,translation-french,False,False
