question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Abidjan has its capital in,Abidjan is the,Yamoussoukro,Côte d'Ivoire,country_capital,False,False
The country containing Split has its capital in,"Zagreb
Noah",Zagreb,Croatia,country_capital,False,True
The country containing Santiago de Cuba has its capital in,Havana.,Havana,Cuba,country_capital,True,True
The country containing Limassol has its capital in,Cyprus.,Nicosia,Cyprus,country_capital,False,False
The country containing Brno has its capital in,Brno.,Prague,Czech Republic,country_capital,False,False
The country containing Aarhus has its capital in,"Denmark
A:
Den",Copenhagen,Denmark,country_capital,False,False
The country containing Ali Sabieh has its capital in,Jordan,Djibouti,Djibouti,country_capital,False,False
The country containing Portsmouth has its capital in,London.,Roseau,Dominica,country_capital,False,False
The country containing Santiago de los Caballeros has its capital in,Santiago de los Caball,Santo Domingo,Dominican Republic,country_capital,False,False
The country containing Dare has its capital in,The country containing Dare has,Dili,East Timor,country_capital,False,False
The country containing Guayaquil has its capital in,Quito.,Quito,Ecuador,country_capital,True,True
The country containing Alexandria has its capital in,Egypt.,Cairo,Egypt,country_capital,False,False
The country containing Santa Ana has its capital in,"Santa Ana, California",San Salvador,El Salvador,country_capital,False,False
The country containing Bata has its capital in,"Bata
A:",Malabo,Equatorial Guinea,country_capital,False,False
The country containing Keren has its capital in,Ethiopia,Asmara,Eritrea,country_capital,False,False
The country containing Tartu has its capital in,Estonia,Tallinn,Estonia,country_capital,False,False
The country containing Dire Dawa has its capital in,Addis Ababa.,Addis Ababa,Ethiopia,country_capital,True,True
The country containing Nasinu has its capital in,Nairobi.,Suva,Fiji,country_capital,False,False
The country containing Espoo has its capital in,Helsinki.,Helsinki,Finland,country_capital,True,True
The country containing Marseille has its capital in,Marseille.,Paris,France,country_capital,False,False
The country containing Port-Gentil has its capital in,Port-Gentil,Libreville,Gabon,country_capital,False,False
The country containing Serekunda has its capital in,The capital of the country,Banjul,Gambia,country_capital,False,False
The country containing Kutaisi has its capital in,Tbilisi,Tbilisi,Georgia,country_capital,True,True
The country containing Hamburg has its capital in,berlin. B: hamburg,Berlin,Germany,country_capital,False,True
The country containing Kumasi has its capital in,Accra,Accra,Ghana,country_capital,True,True
The country containing Thessaloniki has its capital in,"Greece
Q: What",Athens,Greece,country_capital,False,False
The country containing Gouyave has its capital in,The capital of the country,St. George's,Grenada,country_capital,False,False
The country containing Quetzaltenango has its capital in,Guatemala City.,Guatemala City,Guatemala,country_capital,True,True
The country containing Nzérékoré has its capital in,Abidjan,Conakry,Guinea,country_capital,False,False
The country containing Gabú has its capital in,Gabú,Bissau,Guinea-Bissau,country_capital,False,False
The country containing Linden has its capital in,The capital of the country,Georgetown,Guyana,country_capital,False,False
The country containing Gonaïves has its capital in,Haiti,Port-au-Prince,Haiti,country_capital,False,False
The country containing San Pedro Sula has its capital in,Honduras.,Tegucigalpa,Honduras,country_capital,False,False
The country containing Debrecen has its capital in,Budapest.,Budapest,Hungary,country_capital,True,True
The country containing Kópavogur has its capital in,Reykjavik,Reykjavík,Iceland,country_capital,True,True
The country containing Mumbai has its capital in,"Mumbai
B: Delhi",New Delhi,India,country_capital,False,False
The country containing Surabaya has its capital in,Jakarta,Jakarta,Indonesia,country_capital,True,True
The country containing Mashhad has its capital in,Tehran,Tehran,Iran,country_capital,True,True
The country containing Basra has its capital in,Baghdad.,Baghdad,Iraq,country_capital,True,True
The country containing Cork has its capital in,Dublin.,Dublin,Ireland,country_capital,True,True
The country containing Tel Aviv has its capital in,Israel.,Jerusalem,Israel,country_capital,False,False
The country containing Milan has its capital in,Italy.,Rome,Italy,country_capital,False,False
The country containing Spanish Town has its capital in,Kingston.,Kingston,Jamaica,country_capital,True,True
The country containing Yokohama has its capital in,Tokyo.,Tokyo,Japan,country_capital,True,True
The country containing Zarqa has its capital in,Jordan,Amman,Jordan,country_capital,False,False
The country containing Almaty has its capital in,Kazakhstan,Astana,Kazakhstan,country_capital,False,False
The country containing Mombasa has its capital in,Nairobi. B: Dar,Nairobi,Kenya,country_capital,False,True
The country containing Betio has its capital in,Santo Domingo.,Tarawa,Kiribati,country_capital,False,False
The country containing Hamhung has its capital in,Pyongyang.,Pyongyang,North Korea,country_capital,True,True
The country containing Busan has its capital in,Busan.,Seoul,South Korea,country_capital,False,False
The country containing Al Jahra has its capital in,Baghdad.,Kuwait City,Kuwait,country_capital,False,False
The country containing Osh has its capital in,Osh. Osh,Bishkek,Kyrgyzstan,country_capital,False,False
The country containing Pakxe has its capital in,The country containing Pakxe,Vientiane,Laos,country_capital,False,False
The country containing Daugavpils has its capital in,Riga,Riga,Latvia,country_capital,True,True
The country containing Tripoli has its capital in,Tripoli.,Beirut,Lebanon,country_capital,False,False
The country containing Teyateyaneng has its capital in,Ethiopia,Maseru,Lesotho,country_capital,False,False
The country containing Gbarnga has its capital in,Ghana,Monrovia,Liberia,country_capital,False,False
The country containing Benghazi has its capital in,Libya.,Tripoli,Libya,country_capital,False,False
The country containing Schaan has its capital in,Liechtenstein.,Vaduz,Liechtenstein,country_capital,False,False
The country containing Kaunas has its capital in,Lithuania.,Vilnius,Lithuania,country_capital,False,False
The country containing Esch-sur-Alzette has its capital in,Luxembourg,Luxembourg City,Luxembourg,country_capital,False,False
The country containing Bitola has its capital in,Macedonia,Skopje,North Macedonia,country_capital,False,False
The country containing Toamasina has its capital in,Antananarivo,Antananarivo,Madagascar,country_capital,True,True
The country containing Blantyre has its capital in,Harare.,Lilongwe,Malawi,country_capital,False,False
The country containing George Town has its capital in,Kuala Lumpur.,Kuala Lumpur,Malaysia,country_capital,True,True
The country containing Addu City has its capital in,Sri Lanka,Malé,Maldives,country_capital,False,False
The country containing Sikasso has its capital in,Bamako.,Bamako,Mali,country_capital,True,True
The country containing Birkirkara has its capital in,Malta. B: Italy,Valletta,Malta,country_capital,False,False
The country containing Ebeye has its capital in,The capital of the country,Majuro,Marshall Islands,country_capital,False,False
The country containing Nouadhibou has its capital in,The capital of the country,Nouakchott,Mauritania,country_capital,False,False
The country containing Beau Bassin-Rose Hill has its capital in,Paris,Port Louis,Mauritius,country_capital,False,False
The country containing Ecatepec has its capital in,Mexico City,Mexico City,Mexico,country_capital,True,True
The country containing Weno has its capital in,Weno,Palikir,Federated States of Micronesia,country_capital,False,False
The country containing Tiraspol has its capital in,"Tiraspol
T",Chișinău,Moldova,country_capital,False,False
The country containing Monte Carlo has its capital in,Monaco.,Monaco,Monaco,country_capital,True,True
The country containing Darkhan has its capital in,osh.,Ulaanbaatar,Mongolia,country_capital,False,False
The country containing Nikšić has its capital in,Belgrade. B:,Podgorica,Montenegro,country_capital,False,False
The country containing Casablanca has its capital in,"Morocco
Question 2",Rabat,Morocco,country_capital,False,False
The country containing Beira has its capital in,Mozambique,Maputo,Mozambique,country_capital,False,False
The country containing Yangon has its capital in,Yangon. B:,Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,Namibia.,Windhoek,Namibia,country_capital,False,False
The country containing Denigomudu has its capital in,Lagos.,Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Nepal
A:

N",Kathmandu,Nepal,country_capital,False,False
The country containing Rotterdam has its capital in,The Netherlands. Rotterdam is,Amsterdam,Netherlands,country_capital,False,False
The country containing Auckland has its capital in,New Zealand,Wellington,New Zealand,country_capital,False,False
The country containing León has its capital in,"León, Spain.",Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,The country containing Zinder,Niamey,Niger,country_capital,False,False
The country containing Lagos has its capital in,Nigeria.,Abuja,Nigeria,country_capital,False,False
The country containing Bergen has its capital in,Norway.,Oslo,Norway,country_capital,False,False
The country containing Salalah has its capital in,"Somalia
B: Yemen",Muscat,Oman,country_capital,False,False
The country containing Karachi has its capital in,Pakistan.,Islamabad,Pakistan,country_capital,False,False
The country containing Koror has its capital in,The capital of the country,Ngerulmud,Palau,country_capital,False,False
The country containing Colón has its capital in,Panama City. B:,Panama City,Panama,country_capital,False,True
The country containing Lae has its capital in,Papua New Guinea,Port Moresby,Papua New Guinea,country_capital,False,False
The country containing Ciudad del Este has its capital in,La Paz.,Asunción,Paraguay,country_capital,False,False
The country containing Arequipa has its capital in,Peru,Lima,Peru,country_capital,False,False
The country containing Quezon City has its capital in,Manila.,Manila,Philippines,country_capital,True,True
The country containing Kraków has its capital in,Kraków.,Warsaw,Poland,country_capital,False,False
The country containing Porto has its capital in,Lisbon.,Lisbon,Portugal,country_capital,True,True
The country containing Al Rayyan has its capital in,Abu Dhabi.,Doha,Qatar,country_capital,False,False
The country containing Cluj-Napoca has its capital in,Bucharest,Bucharest,Romania,country_capital,True,True
The country containing Saint Petersburg has its capital in,Saint Petersburg.,Moscow,Russia,country_capital,False,False
The country containing Muhanga has its capital in,Kampala.,Kigali,Rwanda,country_capital,False,False
The country containing Charlestown has its capital in,"charlestown, mass",Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,Saint Martin,Castries,Saint Lucia,country_capital,False,False
The country containing Georgetown has its capital in,The capital of the country,Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,New Zealand.,Apia,Samoa,country_capital,False,False
The country containing Dogana has its capital in,"Rome
A:

R",San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,Brazil,São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,Riyadh. B: J,Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,Senegal,Dakar,Senegal,country_capital,False,False
The country containing Novi Sad has its capital in,Belgrade,Belgrade,Serbia,country_capital,True,True
The country containing Anse Etoile has its capital in,Haiti,Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,The country containing Bo has,Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,Bratislava.,Bratislava,Slovakia,country_capital,True,True
The country containing Maribor has its capital in,Slovenia,Ljubljana,Slovenia,country_capital,False,False
The country containing Gizo has its capital in,The capital of the country,Honiara,Solomon Islands,country_capital,False,False
The country containing Hargeisa has its capital in,The capital of the country,Mogadishu,Somalia,country_capital,False,False
The country containing Cape Town has its capital in,Cape Town.,Pretoria,South Africa,country_capital,False,False
The country containing Yei has its capital in,The capital of the country,Juba,South Sudan,country_capital,False,False
The country containing Barcelona has its capital in,Spain.,Madrid,Spain,country_capital,False,False
The country containing Colombo has its capital in,Colombo.,Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,Khartoum,Khartoum,Sudan,country_capital,True,True
The country containing Lelydorp has its capital in,The Netherlands.,Paramaribo,Suriname,country_capital,False,False
The country containing Manzini has its capital in,Harare.,Mbabane,Swaziland,country_capital,False,False
The country containing Gothenburg has its capital in,Sweden.,Stockholm,Sweden,country_capital,False,False
The country containing Zürich has its capital in,Switzerland.,Bern,Switzerland,country_capital,False,False
The country containing Aleppo has its capital in,Damascus.,Damascus,Syria,country_capital,True,True
The country containing New Taipei has its capital in,Taipei.,Taipei,Taiwan,country_capital,True,True
The country containing Khujand has its capital in,Tashkent,Dushanbe,Tajikistan,country_capital,False,False
The country containing Dar es Salaam has its capital in,Tanzania.,Dodoma,Tanzania,country_capital,False,False
The country containing Nonthaburi has its capital in,Bangkok.,Bangkok,Thailand,country_capital,True,True
The country containing Sokodé has its capital in,Abidjan. B,Lomé,Togo,country_capital,False,False
The country containing Neiafu has its capital in,New Zealand,Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,Trinidad and Tobago,Port of Spain,Trinidad and Tobago,country_capital,False,False
The country containing Sfax has its capital in,Tunis.,Tunis,Tunisia,country_capital,True,True
The country containing Istanbul has its capital in,Turkey.,Ankara,Turkey,country_capital,False,False
The country containing Türkmenabat has its capital in,Turkmenistan.,Ashgabat,Turkmenistan,country_capital,False,False
The country containing Asau has its capital in,Asau is a village,Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,"Uganda
A:

U",Kampala,Uganda,country_capital,False,False
The country containing Kharkiv has its capital in,Ukraine,Kiev,Ukraine,country_capital,False,False
The country containing Dubai has its capital in,Abu Dhabi.,Abu Dhabi,United Arab Emirates,country_capital,True,True
The country containing Birmingham has its capital in,Birmingham.,London,United Kingdom,country_capital,False,False
The country containing New York City has its capital in,New York City.,Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,Mexico City.,Montevideo,Uruguay,country_capital,False,False
The country containing Namangan has its capital in,Uzbekistan,Tashkent,Uzbekistan,country_capital,False,False
The country containing Luganville has its capital in,Port Louis.,Port Vila,Vanuatu,country_capital,False,False
The country containing Maracaibo has its capital in,Venezuela.,Caracas,Venezuela,country_capital,False,False
The country containing Ho Chi Minh City has its capital in,Vietnam.,Hanoi,Vietnam,country_capital,False,False
The country containing Aden has its capital in,Yemen,Sana'a,Yemen,country_capital,False,False
The country containing Kitwe has its capital in,Zambia.,Lusaka,Zambia,country_capital,False,False
The country containing Bulawayo has its capital in,Harare.,Harare,Zimbabwe,country_capital,True,True
The state containing Birmingham has its capital in,Birmingham,Montgomery,Alabama,state_capital,False,False
The state containing Anchorage has its capital in,Anchorage.,Juneau,Alaska,state_capital,False,False
The state containing Tucson has its capital in,Tucson.,Phoenix,Arizona,state_capital,False,False
The state containing Fort Smith has its capital in,"Rogers, Arkansas",Little Rock,Arkansas,state_capital,False,False
The state containing Los Angeles has its capital in,California,Sacramento,California,state_capital,False,False
The state containing Colorado Springs has its capital in,Denver.,Denver,Colorado,state_capital,True,True
The state containing Bridgeport has its capital in,"Bridgeport, Connecticut",Hartford,Connecticut,state_capital,False,False
The state containing Wilmington has its capital in,North Carolina,Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Jacksonville, Florida",Tallahassee,Florida,state_capital,False,False
The state containing Augusta has its capital in,"Augusta, Georgia",Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,"Hilo
A:",Honolulu,Hawaii,state_capital,False,False
The state containing Nampa has its capital in,"Boise
Q:What",Boise,Idaho,state_capital,False,True
The state containing Chicago has its capital in,Illinois.,Springfield,Illinois,state_capital,False,False
The state containing Fort Wayne has its capital in,"Fort Wayne, Indiana.",Indianapolis,Indiana,state_capital,False,False
The state containing Cedar Rapids has its capital in,"Cedar Rapids, Iowa",Des Moines,Iowa,state_capital,False,False
The state containing Wichita has its capital in,Kansas City.,Topeka,Kansas,state_capital,False,False
The state containing Lexington has its capital in,Kentucky. B: Virginia,Frankfort,Kentucky,state_capital,False,False
The state containing New Orleans has its capital in,New Orleans.,Baton Rouge,Louisiana,state_capital,False,False
The state containing Portland has its capital in,"Portland, Oregon",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,Annapolis.,Annapolis,Maryland,state_capital,True,True
The state containing Worcester has its capital in,Worcester.,Boston,Massachusetts,state_capital,False,False
The state containing Detroit has its capital in,Michigan,Lansing,Michigan,state_capital,False,False
The state containing Minneapolis has its capital in,St. Paul.,St. Paul,Minnesota,state_capital,True,True
The state containing Gulfport has its capital in,"Gulfport, Mississippi",Jackson,Mississippi,state_capital,False,False
The state containing Kansas City has its capital in,"Kansas City, Kansas.",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,"Montana
Q:What",Helena,Montana,state_capital,False,False
The state containing Omaha has its capital in,"Omaha, Nebraska, is",Lincoln,Nebraska,state_capital,False,False
The state containing Las Vegas has its capital in,"Las Vegas, Nevada.",Carson City,Nevada,state_capital,False,False
The state containing Manchester has its capital in,Manchester,Concord,New Hampshire,state_capital,False,False
The state containing Newark has its capital in,New Jersey,Trenton,New Jersey,state_capital,False,False
The state containing Albuquerque has its capital in,Santa Fe,Santa Fe,New Mexico,state_capital,True,True
The state containing New York City has its capital in,Albany.,Albany,New York,state_capital,True,True
The state containing Charlotte has its capital in,North Carolina,Raleigh,North Carolina,state_capital,False,False
The state containing Fargo has its capital in,North Dakota,Bismarck,North Dakota,state_capital,False,False
The state containing Cleveland has its capital in,Ohio.,Columbus,Ohio,state_capital,False,False
The state containing Tulsa has its capital in,Oklahoma City,Oklahoma City,Oklahoma,state_capital,True,True
The state containing Portland has its capital in,"Portland, Oregon",Salem,Oregon,state_capital,False,False
The state containing Philadelphia has its capital in,Harrisburg. B:,Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,"The state containing Warwick,",Providence,Rhode Island,state_capital,False,False
The state containing Charleston has its capital in,South Carolina,Columbia,South Carolina,state_capital,False,False
The state containing Sioux Falls has its capital in,Sioux Falls,Pierre,South Dakota,state_capital,False,False
The state containing Memphis has its capital in,"Memphis, Tennessee",Nashville,Tennessee,state_capital,False,False
The state containing Houston has its capital in,"The state containing Houston,",Austin,Texas,state_capital,False,False
The state containing West Valley City has its capital in,Salt Lake City.,Salt Lake City,Utah,state_capital,True,True
The state containing Burlington has its capital in,Vermont.,Montpelier,Vermont,state_capital,False,False
The state containing Virginia Beach has its capital in,Richmond.,Richmond,Virginia,state_capital,True,True
The state containing Seattle has its capital in,Olympia.,Olympia,Washington,state_capital,True,True
The state containing Huntington has its capital in,"Huntington, West Virginia",Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,"Milwaukee, Wisconsin
Q",Madison,Wisconsin,state_capital,False,False
The state containing Casper has its capital in,"Casper, Wyoming",Cheyenne,Wyoming,state_capital,False,False
The material that baseball bats are made of is called what in Spanish?,madera,madera,wood,translation-spanish,True,True
The material that car bumpers are made of is called what in Spanish?,plástico,metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,plástico,plástico,plastic,translation-spanish,True,True
The material that windows are made of is called what in Spanish?,vidrio,vidrio,glass,translation-spanish,True,True
The material that cowboy boots are made of is called what in Spanish?,cuero,cuero,leather,translation-spanish,True,True
The material that newspapers are made of is called what in Spanish?,papel,papel,paper,translation-spanish,True,True
The material that coffee mugs are made of is called what in Spanish?,The material that coffee m,cerámica,ceramic,translation-spanish,False,False
The material that car tires are made of is called what in Spanish?,El material de las r,caucho,rubber,translation-spanish,False,False
The material that wedding rings are made of is called what in Spanish?,metal,oro,gold,translation-spanish,False,False
The material that kitchen knives are made of is called what in Spanish?,acero In the sentence,acero,steel,translation-spanish,False,True
The material that horseshoes are made of is called what in Spanish?,"yes, this is correct",hierro,iron,translation-spanish,False,False
The material that chopsticks are made of is called what in Spanish?,madera,bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,"Yes, the material that",concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,cerámica,arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,cera,cera,wax,translation-spanish,True,True
The color that strawberries are is called what in Spanish?,rojo The answer is,rojo,red,translation-spanish,False,True
The color that the sky is is called what in Spanish?,azul,azul,blue,translation-spanish,True,True
The color that grass is is called what in Spanish?,verde,verde,green,translation-spanish,True,True
The color that bananas are is called what in Spanish?,yellow,amarillo,yellow,translation-spanish,False,False
The color that pumpkins are is called what in Spanish?,amarillo,naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,color de uva,morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,The color that flamingos,rosa,pink,translation-spanish,False,False
The color that tree bark is is called what in Spanish?,color de la madera,marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,rojo,negro,black,translation-spanish,False,False
The color that snow is is called what in Spanish?,blanco,blanco,white,translation-spanish,True,True
The color that elephants are is called what in Spanish?,blanco,gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,color de arena,beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,moneda,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,cubo,cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,moneda,rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,ovoide,óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,esfera,esfera,sphere,translation-spanish,True,True
The shape that soda cans are is called what in Spanish?,caja de refresco,cilindro,cylinder,translation-spanish,False,False
The shape that Valentine's cards are is called what in Spanish?,rompecabezas,corazón,heart,translation-spanish,False,False
The shape that the moon is is called what in Spanish?,Luna,creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,concha,espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,bois de bataille,bois,wood,translation-french,False,True
The material that car bumpers are made of is called what in French?,le caoutchou,métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,plastique,plastique,plastic,translation-french,True,True
The material that windows are made of is called what in French?,verre To answer this,verre,glass,translation-french,False,True
The material that cowboy boots are made of is called what in French?,cuir,cuir,leather,translation-french,True,True
The material that newspapers are made of is called what in French?,papier journal,papier,paper,translation-french,False,True
The material that coffee mugs are made of is called what in French?,Cérémonie,céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,caoutchouc,caoutchouc,rubber,translation-french,True,True
The material that wedding rings are made of is called what in French?,oriflame,or,gold,translation-french,False,True
The material that kitchen knives are made of is called what in French?,lame,acier,steel,translation-french,False,False
The material that horseshoes are made of is called what in French?,cuir,fer,iron,translation-french,False,False
The material that chopsticks are made of is called what in French?,bois de saule,bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,pavé,béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,céramique,argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,Cire,cire,wax,translation-french,True,True
The color that strawberries are is called what in French?,rouge,rouge,red,translation-french,True,True
The color that the sky is is called what in French?,bleu ciel,bleu,blue,translation-french,False,True
The color that grass is is called what in French?,vert,vert,green,translation-french,True,True
The color that bananas are is called what in French?,jaune.,jaune,yellow,translation-french,True,True
The color that pumpkins are is called what in French?,orange,orange,orange,translation-french,True,True
The color that grapes are is called what in French?,couleur des raisins,violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,phénix,rose,pink,translation-french,False,False
The color that tree bark is is called what in French?,tannin,brun,brown,translation-french,False,False
The color that ravens are is called what in French?,noir.,noir,black,translation-french,True,True
The color that snow is is called what in French?,blanc,blanc,white,translation-french,True,True
The color that elephants are is called what in French?,blanc,gris,gray,translation-french,False,False
The color that sand is is called what in French?,blanc,beige,beige,translation-french,False,False
The shape that coins are is called what in French?,pièce,cercle,circle,translation-french,False,False
The shape that dice are is called what in French?,cube,carré,square,translation-french,False,False
The shape that dollar bills are is called what in French?,dollar bill,rectangle,rectangle,translation-french,False,False
The shape that eggs are is called what in French?,ovale,ovale,oval,translation-french,True,True
The shape that basketballs are is called what in French?,rond,sphère,sphere,translation-french,False,False
The shape that soda cans are is called what in French?,cylindre,cylindre,cylinder,translation-french,True,True
The shape that Valentine's cards are is called what in French?,carte de voeux,cœur,heart,translation-french,False,False
The shape that the moon is is called what in French?,Lune,croissant,crescent,translation-french,False,False
The shape that snail shells are is called what in French?,coquille,spirale,spiral,translation-french,False,False
The thing that employees work for is called what in Spanish?,salario,empresa,company,claude-translation,False,False
The thing that politicians belong to is called what in Spanish?,partido,partido,party,claude-translation,True,True
The thing that computers store is called what in Spanish?,memoria,información,information,claude-translation,False,False
The place that children attend to learn is called what in Spanish?,escuela,escuela,school,claude-translation,True,True
The thing that scientists discover through research is called what in Spanish?,"The answer is ""desc",hecho,fact,claude-translation,False,False
The thing that people spend at stores is called what in Spanish?,producto,dinero,money,claude-translation,False,False
The thing that sharp objects have is called what in Spanish?,afilado,punto,point,claude-translation,False,False
The thing that teachers give to illustrate concepts is called what in Spanish?,material didáctico,ejemplo,example,claude-translation,False,False
The place that Americans live in is called what in Spanish?,casa,estado,state,claude-translation,False,False
The thing that entrepreneurs start is called what in Spanish?,empresa,negocio,business,claude-translation,False,False
The time when people sleep is called what in Spanish?,The time when people sleep,noche,night,claude-translation,False,False
The thing that cities have that is urban is called what in Spanish?,ciudad,área,area,claude-translation,False,False
The thing that thirsty people drink is called what in Spanish?,agua,agua,water,claude-translation,True,True
The thing that objects are is called what in Spanish?,objeto,cosa,thing,claude-translation,False,False
The thing that parents and children form is called what in Spanish?,Familia,familia,family,claude-translation,True,True
The thing that necks support is called what in Spanish?,cuello,cabeza,head,claude-translation,False,False
