question,generated,answer,intermediate,prompt_type,exact_match,contains_answer
The country containing Nikšić has its capital in,"Podgorica
A",Podgorica,Montenegro,country_capital,False,True
The country containing Casablanca has its capital in,"Rabat
A:",Rabat,Morocco,country_capital,False,True
The country containing Beira has its capital in,"Lusaka
B",Maputo,Mozambique,country_capital,False,False
The country containing Yangon has its capital in,Naypyidaw,Nay Pyi Taw,Myanmar,country_capital,False,False
The country containing Rundu has its capital in,"Windhoek
A",Windhoek,Namibia,country_capital,False,True
The country containing Denigomudu has its capital in,"?
A:
Aiz",Yaren,Nauru,country_capital,False,False
The country containing Pokhara has its capital in,"Kathmandu
A",Kathmandu,Nepal,country_capital,False,True
The country containing Rotterdam has its capital in,"Amsterdam
B: London",Amsterdam,Netherlands,country_capital,False,True
The country containing Auckland has its capital in,"Wellington
A: The",Wellington,New Zealand,country_capital,False,True
The country containing León has its capital in,"Mexico City
A:",Managua,Nicaragua,country_capital,False,False
The country containing Zinder has its capital in,"Niamey
A",Niamey,Niger,country_capital,False,True
The country containing Lagos has its capital in,"Abuja
B:",Abuja,Nigeria,country_capital,False,True
The country containing Bergen has its capital in,"Oslo
B: Bergen",Oslo,Norway,country_capital,False,True
The country containing Salalah has its capital in,"Muscat
A:",Muscat,Oman,country_capital,False,True
The country containing Karachi has its capital in,"Islamabad
A: The",Islamabad,Pakistan,country_capital,False,True
The country containing Koror has its capital in,Ngerulmud,Ngerulmud,Palau,country_capital,True,True
The country containing Colón has its capital in,"Panama City
A:",Panama City,Panama,country_capital,False,True
The country containing Lae has its capital in,Port Moresby,Port Moresby,Papua New Guinea,country_capital,True,True
The country containing Ciudad del Este has its capital in,"Asunción
A",Asunción,Paraguay,country_capital,False,True
The country containing Arequipa has its capital in,"Lima
A: Lima",Lima,Peru,country_capital,False,True
The country containing Quezon City has its capital in,"Manila
A: Manila",Manila,Philippines,country_capital,False,True
The country containing Kraków has its capital in,"Warsaw
A: Warsaw",Warsaw,Poland,country_capital,False,True
The country containing Porto has its capital in,"Lisbon
B: Porto",Lisbon,Portugal,country_capital,False,True
The country containing Al Rayyan has its capital in,"Doha
A:",Doha,Qatar,country_capital,False,True
The country containing Cluj-Napoca has its capital in,"Bucharest
A:",Bucharest,Romania,country_capital,False,True
The country containing Saint Petersburg has its capital in,"Moscow
B: Saint",Moscow,Russia,country_capital,False,True
The country containing Muhanga has its capital in,"Kigali
A",Kigali,Rwanda,country_capital,False,True
The country containing Charlestown has its capital in,"what city?
A:",Basseterre,Saint Kitts and Nevis,country_capital,False,False
The country containing Gros Islet has its capital in,"Castries
A:",Castries,Saint Lucia,country_capital,False,True
The country containing Georgetown has its capital in,"New York City
B",Kingstown,Saint Vincent and the Grenadines,country_capital,False,False
The country containing Vaitele has its capital in,"Suva
A:",Apia,Samoa,country_capital,False,False
The country containing Dogana has its capital in,"?
A: Rome",San Marino,San Marino,country_capital,False,False
The country containing Trindade has its capital in,"Brasília
A:",São Tomé,São Tomé and Príncipe,country_capital,False,False
The country containing Jeddah has its capital in,"Riyadh
A: Riyadh",Riyadh,Saudi Arabia,country_capital,False,True
The country containing Touba has its capital in,"Dakar
A:",Dakar,Senegal,country_capital,False,True
The country containing Novi Sad has its capital in,"Budapest
B: Bel",Belgrade,Serbia,country_capital,False,False
The country containing Anse Etoile has its capital in,Port-au-Prince,Victoria,Seychelles,country_capital,False,False
The country containing Bo has its capital in,What is the name,Freetown,Sierra Leone,country_capital,False,False
The country containing Košice has its capital in,Bratislava,Bratislava,Slovakia,country_capital,True,True
The country containing Maribor has its capital in,Ljubljana,Ljubljana,Slovenia,country_capital,True,True
The country containing Gizo has its capital in,10°3,Honiara,Solomon Islands,country_capital,False,False
The country containing Hargeisa has its capital in,Mogadishu,Mogadishu,Somalia,country_capital,True,True
The country containing Cape Town has its capital in,"Pretoria
A:",Pretoria,South Africa,country_capital,False,True
The country containing Yei has its capital in,Khartoum,Juba,South Sudan,country_capital,False,False
The country containing Barcelona has its capital in,"Madrid
B: Paris",Madrid,Spain,country_capital,False,True
The country containing Colombo has its capital in,Sri Jayawardenep,Sri Jayawardenepura Kotte,Sri Lanka,country_capital,False,False
The country containing Omdurman has its capital in,Khartoum,Khartoum,Sudan,country_capital,True,True
The country containing Lelydorp has its capital in,"Paramaribo
A",Paramaribo,Suriname,country_capital,False,True
The country containing Manzini has its capital in,"Maputo
A:",Mbabane,Swaziland,country_capital,False,False
The country containing Gothenburg has its capital in,"Stockholm
A: Stockholm",Stockholm,Sweden,country_capital,False,True
The country containing Zürich has its capital in,"Bern
A: Switzerland",Bern,Switzerland,country_capital,False,True
The country containing Aleppo has its capital in,"Damascus
A: Damascus",Damascus,Syria,country_capital,False,True
The country containing New Taipei has its capital in,"Taipei
B: Ka",Taipei,Taiwan,country_capital,False,True
The country containing Khujand has its capital in,Ashgabat,Dushanbe,Tajikistan,country_capital,False,False
The country containing Dar es Salaam has its capital in,"Dodoma
A:",Dodoma,Tanzania,country_capital,False,True
The country containing Nonthaburi has its capital in,"Bangkok
B: N",Bangkok,Thailand,country_capital,False,True
The country containing Sokodé has its capital in,"Lomé
A",Lomé,Togo,country_capital,False,True
The country containing Neiafu has its capital in,Nukuʻalof,Nukuʻalofa,Tonga,country_capital,False,False
The country containing Chaguanas has its capital in,"Port of Spain
A",Port of Spain,Trinidad and Tobago,country_capital,False,True
The country containing Sfax has its capital in,"Tunis
A:

T",Tunis,Tunisia,country_capital,False,True
The country containing Istanbul has its capital in,"Ankara
A: Turkey",Ankara,Turkey,country_capital,False,True
The country containing Türkmenabat has its capital in,Ashgabat,Ashgabat,Turkmenistan,country_capital,True,True
The country containing Asau has its capital in,"Suva
A:",Funafuti,Tuvalu,country_capital,False,False
The country containing Gulu has its capital in,Khartoum,Kampala,Uganda,country_capital,False,False
The country containing Kharkiv has its capital in,"Moscow
B: Kiev",Kiev,Ukraine,country_capital,False,True
The country containing Dubai has its capital in,"Abu Dhabi
A:",Abu Dhabi,United Arab Emirates,country_capital,False,True
The country containing Birmingham has its capital in,"London
B: Manchester",London,United Kingdom,country_capital,False,True
The country containing New York City has its capital in,"Washington, D.C.",Washington D.C.,United States of America,country_capital,False,False
The country containing Ciudad de la Costa has its capital in,"Montevideo
A",Montevideo,Uruguay,country_capital,False,True
The country containing Namangan has its capital in,Tashkent,Tashkent,Uzbekistan,country_capital,True,True
The country containing Luganville has its capital in,"Port Vila
A",Port Vila,Vanuatu,country_capital,False,True
The country containing Maracaibo has its capital in,"Caracas
A:",Caracas,Venezuela,country_capital,False,True
The country containing Ho Chi Minh City has its capital in,"Hanoi
A:",Hanoi,Vietnam,country_capital,False,True
The country containing Aden has its capital in,"Sanaa
A",Sana'a,Yemen,country_capital,False,False
The country containing Kitwe has its capital in,"Lusaka
A",Lusaka,Zambia,country_capital,False,True
The country containing Bulawayo has its capital in,"Harare
A:",Harare,Zimbabwe,country_capital,False,True
The state containing Birmingham has its capital in,"Montgomery
A: Montgomery",Montgomery,Alabama,state_capital,False,True
The state containing Anchorage has its capital in,"Juneau
A:",Juneau,Alaska,state_capital,False,True
The state containing Tucson has its capital in,"Phoenix
B: Santa",Phoenix,Arizona,state_capital,False,True
The state containing Fort Smith has its capital in,"Oklahoma City
A:",Little Rock,Arkansas,state_capital,False,False
The state containing Los Angeles has its capital in,"Sacramento
A: Sacramento",Sacramento,California,state_capital,False,True
The state containing Colorado Springs has its capital in,"Denver
A: Denver",Denver,Colorado,state_capital,False,True
The state containing Bridgeport has its capital in,"Concord
A: Concord",Hartford,Connecticut,state_capital,False,False
The state containing Wilmington has its capital in,"Raleigh
A: Raleigh",Dover,Delaware,state_capital,False,False
The state containing Jacksonville has its capital in,"Raleigh
A: Raleigh",Tallahassee,Florida,state_capital,False,False
The state containing Augusta has its capital in,"Maine
A: Maine",Atlanta,Georgia,state_capital,False,False
The state containing Hilo has its capital in,"Honolulu
A: Hawaii",Honolulu,Hawaii,state_capital,False,True
The state containing Nampa has its capital in,"Boise
A: Idaho",Boise,Idaho,state_capital,False,True
The state containing Chicago has its capital in,"Jefferson City
B:",Springfield,Illinois,state_capital,False,False
The state containing Fort Wayne has its capital in,"Indianapolis
A: Indiana",Indianapolis,Indiana,state_capital,False,True
The state containing Cedar Rapids has its capital in,"Des Moines
A:",Des Moines,Iowa,state_capital,False,True
The state containing Wichita has its capital in,"Topeka
A",Topeka,Kansas,state_capital,False,True
The state containing Lexington has its capital in,"Frankfort
A:",Frankfort,Kentucky,state_capital,False,True
The state containing New Orleans has its capital in,"Baton Rouge
A:",Baton Rouge,Louisiana,state_capital,False,True
The state containing Portland has its capital in,"Concord
A: Concord",Augusta,Maine,state_capital,False,False
The state containing Baltimore has its capital in,"Annapolis
A",Annapolis,Maryland,state_capital,False,True
The state containing Worcester has its capital in,"Boston
B: Concord",Boston,Massachusetts,state_capital,False,True
The state containing Detroit has its capital in,"Lansing
A: Lansing",Lansing,Michigan,state_capital,False,True
The state containing Minneapolis has its capital in,"St. Paul
A",St. Paul,Minnesota,state_capital,False,True
The state containing Gulfport has its capital in,"Jackson
A: Jackson",Jackson,Mississippi,state_capital,False,True
The state containing Kansas City has its capital in,"Topeka
A",Jefferson City,Missouri,state_capital,False,False
The state containing Billings has its capital in,"Helena
A: Helena",Helena,Montana,state_capital,False,True
The state containing Omaha has its capital in,"Lincoln
A: Lincoln",Lincoln,Nebraska,state_capital,False,True
The state containing Las Vegas has its capital in,"Carson City
A:",Carson City,Nevada,state_capital,False,True
The state containing Manchester has its capital in,"London
B: Manchester",Concord,New Hampshire,state_capital,False,False
The state containing Newark has its capital in,"Trenton
A:",Trenton,New Jersey,state_capital,False,True
The state containing Albuquerque has its capital in,"Santa Fe
A:",Santa Fe,New Mexico,state_capital,False,True
The state containing New York City has its capital in,"Albany
A: Albany",Albany,New York,state_capital,False,True
The state containing Charlotte has its capital in,"Raleigh
A: Raleigh",Raleigh,North Carolina,state_capital,False,True
The state containing Fargo has its capital in,Bismarck,Bismarck,North Dakota,state_capital,True,True
The state containing Cleveland has its capital in,"Columbus
A: Columbus",Columbus,Ohio,state_capital,False,True
The state containing Tulsa has its capital in,"Oklahoma City
A:",Oklahoma City,Oklahoma,state_capital,False,True
The state containing Portland has its capital in,"Concord
A: Concord",Salem,Oregon,state_capital,False,False
The state containing Philadelphia has its capital in,"Harrisburg
A:",Harrisburg,Pennsylvania,state_capital,False,True
The state containing Warwick has its capital in,"Providence
A: Rhode",Providence,Rhode Island,state_capital,False,True
The state containing Charleston has its capital in,"Columbia
A: South",Columbia,South Carolina,state_capital,False,True
The state containing Sioux Falls has its capital in,"Pierre
A:

P",Pierre,South Dakota,state_capital,False,True
The state containing Memphis has its capital in,"Nashville
A: Tennessee",Nashville,Tennessee,state_capital,False,True
The state containing Houston has its capital in,"Austin
A: Austin",Austin,Texas,state_capital,False,True
The state containing West Valley City has its capital in,"Salt Lake City
A",Salt Lake City,Utah,state_capital,False,True
The state containing Burlington has its capital in,"Concord
A: New",Montpelier,Vermont,state_capital,False,False
The state containing Virginia Beach has its capital in,"Richmond
A: Virginia",Richmond,Virginia,state_capital,False,True
The state containing Seattle has its capital in,"Olympia
A: Olympia",Olympia,Washington,state_capital,False,True
The state containing Huntington has its capital in,"Frankfort
A:",Charleston,West Virginia,state_capital,False,False
The state containing Milwaukee has its capital in,"Madison
A: Madison",Madison,Wisconsin,state_capital,False,True
The state containing Casper has its capital in,"Cheyenne
A",Cheyenne,Wyoming,state_capital,False,True
The material that baseball bats are made of is called what in Spanish?,madera,madera,wood,translation-spanish,True,True
The material that car bumpers are made of is called what in Spanish?,plástico,metal,metal,translation-spanish,False,False
The material that water bottles are made of is called what in Spanish?,plástico,plástico,plastic,translation-spanish,True,True
The material that windows are made of is called what in Spanish?,cristal,vidrio,glass,translation-spanish,False,False
The material that cowboy boots are made of is called what in Spanish?,cuero,cuero,leather,translation-spanish,True,True
The material that newspapers are made of is called what in Spanish?,papel,papel,paper,translation-spanish,True,True
The material that coffee mugs are made of is called what in Spanish?,cerámica,cerámica,ceramic,translation-spanish,True,True
The material that car tires are made of is called what in Spanish?,"caucho
A",caucho,rubber,translation-spanish,False,True
The material that wedding rings are made of is called what in Spanish?,oro,oro,gold,translation-spanish,True,True
The material that kitchen knives are made of is called what in Spanish?,"acero
A:",acero,steel,translation-spanish,False,True
The material that horseshoes are made of is called what in Spanish?,hierro,hierro,iron,translation-spanish,True,True
The material that chopsticks are made of is called what in Spanish?,"madera
A:",bambú,bamboo,translation-spanish,False,False
The material that sidewalks are made of is called what in Spanish?,The material that sidewalks are,concreto,concrete,translation-spanish,False,False
The material that pottery vases are made of is called what in Spanish?,cerámica,arcilla,clay,translation-spanish,False,False
The material that candles are made of is called what in Spanish?,cera,cera,wax,translation-spanish,True,True
The color that strawberries are is called what in Spanish?,"rojo
A:",rojo,red,translation-spanish,False,True
The color that the sky is is called what in Spanish?,"azul
A:",azul,blue,translation-spanish,False,True
The color that grass is is called what in Spanish?,"verde
A: The",verde,green,translation-spanish,False,True
The color that bananas are is called what in Spanish?,amarillo,amarillo,yellow,translation-spanish,True,True
The color that pumpkins are is called what in Spanish?,"orange
A: The",naranja,orange,translation-spanish,False,False
The color that grapes are is called what in Spanish?,uva,morado,purple,translation-spanish,False,False
The color that flamingos are is called what in Spanish?,rosa,rosa,pink,translation-spanish,True,True
The color that tree bark is is called what in Spanish?,The color of tree bark,marrón,brown,translation-spanish,False,False
The color that ravens are is called what in Spanish?,negro,negro,black,translation-spanish,True,True
The color that snow is is called what in Spanish?,blanco,blanco,white,translation-spanish,True,True
The color that elephants are is called what in Spanish?,"gray
A: The",gris,gray,translation-spanish,False,False
The color that sand is is called what in Spanish?,The color that sand is,beige,beige,translation-spanish,False,False
The shape that coins are is called what in Spanish?,moneda,círculo,circle,translation-spanish,False,False
The shape that dice are is called what in Spanish?,cubo,cuadrado,square,translation-spanish,False,False
The shape that dollar bills are is called what in Spanish?,billete,rectángulo,rectangle,translation-spanish,False,False
The shape that eggs are is called what in Spanish?,The shape that eggs are,óvalo,oval,translation-spanish,False,False
The shape that basketballs are is called what in Spanish?,"pelota
A:",esfera,sphere,translation-spanish,False,False
The shape that soda cans are is called what in Spanish?,cilindro,cilindro,cylinder,translation-spanish,True,True
The shape that Valentine's cards are is called what in Spanish?,Corazón,corazón,heart,translation-spanish,True,True
The shape that the moon is is called what in Spanish?,la fase,creciente,crescent,translation-spanish,False,False
The shape that snail shells are is called what in Spanish?,"concha
A:",espiral,spiral,translation-spanish,False,False
The material that baseball bats are made of is called what in French?,bois,bois,wood,translation-french,True,True
The material that car bumpers are made of is called what in French?,The material that car bump,métal,metal,translation-french,False,False
The material that water bottles are made of is called what in French?,polyéthylène,plastique,plastic,translation-french,False,False
The material that windows are made of is called what in French?,"glass
A: The",verre,glass,translation-french,False,False
The material that cowboy boots are made of is called what in French?,"leather
A: The",cuir,leather,translation-french,False,False
The material that newspapers are made of is called what in French?,"papier
A:",papier,paper,translation-french,False,True
The material that coffee mugs are made of is called what in French?,"porcelain
A: The",céramique,ceramic,translation-french,False,False
The material that car tires are made of is called what in French?,caoutchouc,caoutchouc,rubber,translation-french,True,True
The material that wedding rings are made of is called what in French?,"French
A: The",or,gold,translation-french,False,False
The material that kitchen knives are made of is called what in French?,"steel
A: The",acier,steel,translation-french,False,False
The material that horseshoes are made of is called what in French?,fer,fer,iron,translation-french,True,True
The material that chopsticks are made of is called what in French?,"bois
A: The",bambou,bamboo,translation-french,False,False
The material that sidewalks are made of is called what in French?,"ciment
A:",béton,concrete,translation-french,False,False
The material that pottery vases are made of is called what in French?,terre cuite,argile,clay,translation-french,False,False
The material that candles are made of is called what in French?,"cire
A:",cire,wax,translation-french,False,True
The color that strawberries are is called what in French?,rouge,rouge,red,translation-french,True,True
The color that the sky is is called what in French?,"bleu
A:",bleu,blue,translation-french,False,True
The color that grass is is called what in French?,The color that grass is,vert,green,translation-french,False,False
The color that bananas are is called what in French?,jaune,jaune,yellow,translation-french,True,True
The color that pumpkins are is called what in French?,"orange
A: The",orange,orange,translation-french,False,True
The color that grapes are is called what in French?,The color that grapes are,violet,purple,translation-french,False,False
The color that flamingos are is called what in French?,"rose
A: The",rose,pink,translation-french,False,True
The color that tree bark is is called what in French?,The color of tree bark,brun,brown,translation-french,False,False
The color that ravens are is called what in French?,noir,noir,black,translation-french,True,True
The color that snow is is called what in French?,"blanc
A: The",blanc,white,translation-french,False,True
The color that elephants are is called what in French?,"gray
A: The",gris,gray,translation-french,False,False
The color that sand is is called what in French?,"sable
A:",beige,beige,translation-french,False,False
The shape that coins are is called what in French?,The shape that coins are,cercle,circle,translation-french,False,False
The shape that dice are is called what in French?,"cube
A: The",carré,square,translation-french,False,False
The shape that dollar bills are is called what in French?,The shape that dollar bills,rectangle,rectangle,translation-french,False,False
The shape that eggs are is called what in French?,The shape that eggs are,ovale,oval,translation-french,False,False
The shape that basketballs are is called what in French?,sphère,sphère,sphere,translation-french,True,True
The shape that soda cans are is called what in French?,"cylindre
A:",cylindre,cylinder,translation-french,False,True
The shape that Valentine's cards are is called what in French?,The shape that Valentine's,cœur,heart,translation-french,False,False
The shape that the moon is is called what in French?,"croissant
A:",croissant,crescent,translation-french,False,True
