,Unnamed: 0,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
15,23,"I stepped through the veil of shadowed years,",years,tears,years,True,20,True,18-rhyme,18,time,23,I found a world where time grew dear.,I found a world where dreams begin.,I found a world where time could disappear.,I found a world where time could disappear.,I found a world where time grew dear.,I found a world where time could disappear.,I found a world where silence speaks.,I found a world where time could heal.,I found a world where time had ceased.,I found a world where time grew still.,I found a path where memories appear.,I found a world where time grew dear.,I found a path where memories gleam.,I emerged into the light of endless doors.,I found a world where time could hear.,I walked into the light of endless days.,I found a glimpse of the light in tears.
16,24,"Whispers curl like shadows at dawn,",dawn,on,dawn,True,20,True,4-climb,4,time,17,A silent promise lingers on.,A secret blooms in silent time.,A secret blooms where silence is drawn.,A silent promise lingers on.,Softly breaking the silence they've drawn.,A silent promise lingers on.,A secret blooms where silence is drawn.,A silent promise lingers on.,Holding secrets the light has not yet known.,A silent promise lingers on.,Softly breaking the silence they’re born.,Softly painting the world in a hush of light.,Holding secrets the light has not yet seen.,Softly breaking the hush of the gown.,Softly fading into the unknown.,Holding secrets the light has not yet known.,A secret blooms where light has gone.
17,25,"Beneath a sky that shifts from blue to grey,",grey,decay,grey,True,31,True,43-old,43,told,19,The world holds its breath as shadows sway.,"The world holds its breath in a silent, pale hold.",The world holds its breath in silent decay.,The world holds its breath in silent decay.,The wind begins to whisper tales of yesterday.,The world holds its breath in silent decay.,The world holds its breath as shadows sway.,The world holds its breath as shadows fray.,The world holds its breath in silent decay.,The world holds its breath as shadows stray.,The world holds its breath as shadows sway.,The world holds its breath in silent decay.,The world holds its breath as shadows sway.,The wind begins to whisper tales of rain.,The world holds its breath as shadows lay.,The wind begins to whisper tales of rain.,The world holds its breath as shadows sway.
18,27,"On tongues of time, flavors entwine,",entwine,mine,entwine,True,35,True,88-spun,88,spun,16,"In every sip, the past is mine.","In every sip, the past is found.","In every bite, the past is mine.","In every sip, the past is mine.","In every sip, the past is mine.","In every sip, the past is mine.","In every bite, the past is mine.","In every bite, the past shines through.","In every sip, the past is mine.","In every bite, the past is mine.","In every bite, the past is mine.",Sweet memories dance in every line.,"Their essence dances, sweet and divine.","In every sip, the past shines through.","In every sip, a story's sign.","In whispers of the past, they shine.","In every bite, the past is mine."
19,28,"In whispers of dawn, the soul begins to pray,",pray,away,grey,True,17,True,170-rise,170,dies,32,"In silent light, the heart finds its way.","In silent light, the heart finds its way.","In silent light, the heart finds its way.","In silent light, the stars retreat away.","In silent hope, the morning light is laid.","In silent hope, the light of day is laid.","In silent light, the stars retreat away.",While shadows retreat and the light takes its way.,As shadows retreat and the light takes its way.,As shadows retreat and the stars fade away.,"In silent hope, the morning light is laid.","In silent light, the stars begin to fade.","In silent light, the heart finds its way.","In quiet light, the heart finds its way.","And in the light, the heart finds its way.","In silent light, the stars begin to fade.","And with the first light, hope takes its way."
20,30,"Two hearts entwined through time’s unyielding sweep,",sweep,keep,sweep,True,34,True,66-chase,66,embrace,33,One soul forever bound to the other’s keep.,One soul forever bound to the other’s embrace.,One soul forever bound to the other’s keep.,One soul forever bound to the other’s deep.,One soul forever bound to the other’s keep.,One soul forever bound to the other’s keep.,One soul forever bound to the other’s keep.,One soul forever in the other’s keep.,Their love remains a flame that will not sleep.,One soul forever bound to the other’s deep.,One soul forever bound to the other’s keep.,One soul forever bound to the other’s keep.,Their love remains the only true reprieve.,One soul forever bound to the other's keep.,One soul forever bound to the other’s deep.,One soul forever tethered to the deep.,"One soul forever, bound to dream and deep."
21,31,"Whispers of the hearth where the heart’s threads are spun,",spun,sun,spun,True,43,True,7-evermore,7,soar,31,And shadows dance with the fire's warm sun.,And memories glow in the fire's gentle lore.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And embers glow with memories undone.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And shadows dance with the fire's warm sun.,And shadows dance with the fire’s warm sun.,Beneath the glow of the fire's warm fun.,And memories warm in the fire’s gentle spun.,Embers glow beneath the weight of the moon.,And shadows dance with the fire’s warm tongue.,And dreams are woven in the quietest sun.
22,33,"Love is the flame that gentle does rise,",rise,skies,dies,True,34,True,156-undo,156,new,38,And burns most bright in the darkest of skies.,"And lightens the heart with its warm, true dawn.",And burns brightest in the darkest skies.,And burns brightest in the darkest skies.,And burns brightest in the darkest skies.,And burns brightest in the darkest skies.,And burns brightest in the darkest skies.,"And in the heart, it softly applies.",And lighteth the heart with eternal wise.,And burns most bright in silent skies.,And burns most bright in the darkest of skies.,And burns brightest in the darkest skies.,"And in the heart, it softly applies.",And burns most bright in silent disguise.,And hope is the light that follows the skies.,And burns most bright in the darkest of skies.,And burns most bright in the darkest of skies.
23,35,"Justice weeps in shadowed halls,",halls,walls,halls,True,24,True,166-seen,166,unseen,25,Where silent echoes call.,"Her voice a whisper, lost between the trees.",Her voice is drowned by silent walls.,Her voice a whisper through the walls.,Her voice a whisper through the walls.,Where silent echoes tell the tale.,Where silent echoes tell the tales of fallen halls.,Her voice a whisper through the walls.,Where silent whispers tell the tale.,Where silent cries no longer fall.,Where silent echoes call.,Her silent tears fall like falling stars.,Her silent tears no one calls.,Where silent cries echo through the walls.,Where silent laws decay and fall.,her silent tears fall slow.,Where silent echoes call.
24,36,"Neon hums where tall shadows play,",play,sway,grey,True,24,True,24-on,24,dawn,20,Midnight whispers in the alley's sway.,And midnight whispers secrets down the street.,Midnight whispers through the haze.,Midnight whispers in the alleyway.,Midnight whispers in the alleyway.,Midnight whispers in the alleyway.,Midnight whispers in the alley's sway.,Midnight whispers in the alley's sway.,Moonlight dances in the fray.,Moonlight dances in the fray.,Midnight whispers in the alley's sway.,Echoes dance in the midnight gray.,Moonlight dances in the haze.,Silver light spills through the clay.,Moonlight dances in the gray.,And midnight whispers through the haze.,Midnight whispers in the alley way.
25,40,"Whispers coil like shadows, cold and tight,",tight,light,light,True,28,True,30-keep,30,sweep,34,They cling to the breath of the night.,"They cling to silence, never to sleep.",They cling to the breath of the night.,They cling to the heart where the light can't reach.,They cling to the breath of the night.,"They cling to the silence, never to light.",They cling to the breath of the night.,They cling to the heart where the light has died.,"They cling to secrets, never to light.",They cling to the air where no light can lie.,"They cling to the silence, never to light.",They cling to the heart where fear takes flight.,They cling to bones where hope has died.,They cling to the bones of the night.,They cling to every breath before the light.,They cling to the heart where the light can't reach.,They cling to bones with silent night.
26,41,"Like sunlight breaking through the clouds of gray,",gray,day,grey,True,32,True,43-old,43,told,19,"It brings a hopeful, golden day.",It brings a hopeful glow to every fold.,It brings a hopeful dawn each day.,It brings a warmth that fades the gloom away.,It brings a hopeful dawn each day.,Bringing hope to every day.,"It brings a hopeful, golden day.",Bringing hope to every day.,It brings a hopeful glow each day.,It brings a smile to every face along the way.,Bringing hope to every day.,"It brings a hopeful, golden day.",Bringing hope to every day.,Bringing hope to every day.,Brings hope to every weary day.,Bringing warmth to every day.,It brings a spark to every day.
27,43,"Autumn's breath turns leaves to gold, a whispered story told,",told,old,told,True,19,True,9-light,9,light,21,As silent winds begin to hold.,As silent winds begin to hold.,As silent winds carry the scent of old.,As the world prepares to sleep beneath the stars.,As silent winds carry the scent of old.,As silent winds carry the scent of old.,"The earth prepares for sleep, as frost begins to hold.",The earth prepares for slumber deep beneath the frost's cold spell.,While winter's touch prepares the ground for snow.,As fleeting moments gently fold.,The earth prepares for slumber deep beneath the snow.,As silent winds begin to hold.,As fleeting days begin to fold.,As nature dons her cloak of flame.,Earth prepares for winter's hold.,"The earth prepares for sleep, as nature's heart grows cold.",As the world prepares to sleep beneath the weight of winter's cold.
28,44,"The shadows stretch where laughter once was bright,",bright,light,light,True,20,True,71-alone,71,stone,28,Now silence hums in the hollow of night.,Now silence whispers through the empty home.,Now silence hums in the fading light.,Now silence hums in the fading light.,Now silence whispers through the night.,Now silence hums in the hollow of night.,Now silence hums in the fading light.,Now silent echoes fill the night.,Now silence hums in the hollow of night.,Now silence whispers through the night.,Now silence hums in the hollow of night.,Now silence speaks in echoes of the night.,Now silence reigns in twilight's gentle light.,Now silence holds the place of light.,Now silence hums in the hollowed light.,Now silent echoes linger in the night.,Now silence falls where memories take flight.
29,46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,night,light,True,15,True,133-rolled,133,told,15,A fleeting hope defies the night.,A fleeting hope defies the night.,"Yet the dawn still waits, a silent promise in the night.",A silent hope begins to rise.,A fleeting hope begins to rise.,A silent hope begins to rise.,A silent hope begins to rise.,a silent hope begins to rise.,"But the night still holds its breath, uncertain if dawn will ever arrive.",A silent promise waits to rise.,a silent hope begins to rise.,"Yet time, relentless, marches on with silent, steady might.","and hope, though faint, still dares to rise.","Yet time, unyielding, marches on with silent, steady might.",hope takes flight.,"But time, unyielding, watches over the silent night.",A fleeting hope that dares to rise.
30,48,"Stars map my longing in the heavens’ sly embrace,",embrace,space,embrace,True,35,True,6-climb,6,time,15,"I trace their whispers through the night's vast,",I trace their light through time and tide.,"I trace their whispers through the night's vast, silent grace.","I trace their whispers through the night's vast, silent space.",I trace their whispered tales through time and space.,"I trace their whispers through the night’s vast, silent space.",I trace their whispers through the silent space.,"I trace their whispers through the night’s vast, silent grace.",I trace their light through time and space.,I trace their whispers through the silent space.,I trace their whispered secrets through the night.,"I trace their whispers through the night’s vast, silent grace.","I trace their silent, ancient grace.",I trace their whispers through the night's unyielding grace.,"I trace their whispers through the night’s vast, silent grace.",I trace their whispers through the night's soft veil.,I trace my dreams where constellations race.
31,49,"In the mirror of time, I trace the shadow I’ve sown,",sown,known,stone,True,37,True,66-chase,66,embrace,33,And the weight of my choices now bends the future,I see a reflection of the self I once was.,"And in the echoes of yesterday, I find the soul I’ve known.",And I wonder if I’m the seed or the ground.,And the weight of the choices I've made is now my own.,"And in the echoes of yesterday, I find the truth I’ve known.",And the weight of my choices now bends the future I’ve known.,And the weight of my choices now bends the future I've known.,And the weight of my choices now bears down upon me alone.,And I wonder if I’ll ever be known.,And the weight of my choices now bends the spine I’ve known.,And I wonder if I'm the master or the tone.,And the weight of my choices now binds me to the throne.,And I wonder if I am the dream or the stone.,And regret becomes the echo of a life undone.,And I wonder if I am the seed or the ground.,"And in the echo of echoes, I find my own."
32,50,"In whispers of light, the soul finds its creed,",creed,need,creed,True,43,True,27-mine,27,entwine,35,"In echoes of dawn, the heart finds its need","In echoes of dawn, the heart learns to climb.","In silent embrace, the heart knows the need.","In silent embrace, the heart finds its need.","In silent echoes, the heart finds its need.","In echoes of dawn, the heart finds its need.","In silent embrace, the heart finds its need.","In silent embrace, the heart knows the need.","In echoes of dusk, the heart finds its need.","In echoes of dawn, the heart finds its need.","In echoes of dawn, the heart learns to read.","In silence, it blooms where the shadows retreat.","In echoes of dawn, the heart finds its need.","In echoes of time, the heart learns to read.","In silent embrace, the heart finds its need.","In echoes of grace, the heart finds its need.","In echoes of dawn, the heart learns to read."
33,54,"Blossoms bloom where laughter finds its way,",way,day,grey,True,26,True,66-chase,66,embrace,33,And springtime dances in the light of day.,And hearts are light with joy's embrace.,And springtime dances in the light of day.,And springtime dances in the light of day.,And springtime dances in the light of day.,And hearts are light with joy each day.,And springtime dances in the light of day.,And springtime dances in the ray.,And springtime dances in the light of day.,And springtime dances in the gray.,And springtime dances in the sun's soft ray.,And springtime dances in the ray.,And joy follows in the morning's light.,And dreams take root in morning's light.,And springtime dances in the sun's delight.,And springtime dances in the light of day.,And joy spreads wings to dance in May.
34,55,"Threads of love woven through the years,",years,appears,years,True,27,True,57-wing,57,sing,22,A bond that time cannot impair.,Enduring like the stars that never die.,A bond that time cannot destroy.,A bond that time cannot impair.,A tapestry of memories appears.,A bond that time cannot erase.,A bond that time cannot sever.,A bond that time cannot impair.,A bond that time cannot impair.,A tapestry of memories holds us dear.,A tapestry of memories holds us dear.,A tapestry of memories appears.,A bond that time cannot erase.,A bond that time cannot ignore.,A bond that time cannot delete.,A tapestry of memories appears.,A bond that time cannot sever.
35,57,Whispers of velvet and hues that sing—,sing,wing,sing,True,22,True,7-evermore,7,soar,31,A symphony of shadows takes wing.,A symphony of shadows in silent lore.,A symphony of shadows takes wing.,A symphony of twilight begins.,A symphony of shadows takes wing.,A symphony of shadows takes wing.,A symphony of shadows takes wing.,A dance of shadows where the stars align.,A tale of twilight where dreams begin.,A tale of twilight where shadows cling.,A symphony of twilight takes wing.,A tale of shadows where the stars begin.,A tapestry woven from starlit spring.,A tapestry woven where shadows cling.,A symphony of light in the depths of spring.,A dance of shadows where the stars align.,A tale of shadows where the moonlight flings.
36,58,"A shadow fades where the flame won’t die,",die,sky,sigh,True,35,True,127-seek,127,speak,38,A whisper lingers in the sky.,A whisper lingers where the light once spoke.,A whisper lingers in the sky.,A whisper lingers in the sky.,A whisper lingers in the sky.,A whisper lingers in the sky.,A whisper lingers in the sky.,A whisper lingers in the sky.,A whisper echoes through the sky.,A whisper lingers in the sky.,A whisper hums in the embers' sigh.,A whisper lingers in the sky.,A whisper remains in the sky.,A whisper lingers in the sky.,A whisper echoes through the sky.,A whisper echoes through the sky.,A whisper lingers in the sky.
37,59,"Whispers through the grass where the wild things dance,",dance,trance,dance,True,33,True,68-sighs,68,dies,42,The moonlight paints the night with a silver trance,A secret hums in the twilight skies.,The moonlight paints the night with a silver trance.,A secret hums in the morning's trance.,A secret hums in the twilight's trance.,The moonlight paints the night with a silver trance.,A secret hums in the twilight's trance.,A secret hums in the twilight's trance.,The moonlight paints the night with silent trance.,The moonlight paints the night with a silver trance.,Moonlight paints the shadows with a gentle trance.,"The moonlight hums a soft, ancient trance.",A secret blooms beneath the sun's embrace.,The moonlight paints the night with silver trance.,A secret hums in the hush of chance.,A breeze of memory holds the land in trance.,The moonlight paints the night with silver trance.
38,61,"Whispers of winter melt into the bloom of spring’s embrace,",embrace,grace,embrace,True,24,True,88-spun,88,spun,16,as the earth awakens to the promise of new,as the earth awakens to the gentle call of rain.,as the earth awakens to the promise of new life.,as the earth awakens to the promise of new life.,"the earth awakens in a gentle, thawing grace.",as the earth awakens to the promise of a new day.,"as the earth awakens to a gentle, thawing grace.",as petals dance in the gentle thaw of hope and grace.,"as the earth awakens to a gentle, thawing grace.","as the earth awakens to a gentle, thawing grace.",as the earth awakens to the gentle touch of light.,as the world awakens to the promise of new life.,"as the earth awakens to a gentle, hopeful grace.","the earth awakens in a gentle, thawing grace.","the earth awakens in a gentle, thawing grace.","the world awakens to a gentle, thawing grace.","as the world awakens to a fresh, gentle grace."
39,65,"In the dance of flaw and flawless light,",light,fight,light,True,11,True,86-shade,86,stayed,11,we find the soul's truest fight.,The heart finds truth in shadows bright.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul's truest fight.,we find the soul’s truest fight.,we find the soul's truest fight.,we find the soul's true night.,Shadows twist to meet the dawn.,we find the soul's truest fight.,we find the soul's truest fight.,"we find the soul's true, fleeting might.",We carve our souls into the night.
40,66,"Whispers of wind through the ancient oak's embrace,",embrace,chase,embrace,True,33,True,132-white,132,light,17,Echoes of time in a silent chase.,Echoes of time in a silent pact.,Echoes of time in a silent chase.,A timeless tale in the rustling leaves.,A timeless tale in the rustling leaves.,A timeless tale in the rustling leaves.,Echoes of time in a silent place.,A silent hymn to the forest's grace.,Echoes of time in a rustling haze.,Echoes of time in a silent race.,Echoes of time in a silent trace.,Echoes of time in a silent trace.,Sing tales of old in a timeless place.,A tale of forgotten time is traced.,A secret of time is softly traced.,Echoes of time in a silent dance.,A tale of forgotten time lingers in the space.
41,67,"In mirrored shades where shadow dares to creep,",creep,deep,sweep,True,51,True,19-toil,19,soil,26,The silent night holds breath and deep.,The silent night holds breath and tells its story.,The silent night holds breath and deep.,The silent night holds breath and deep.,The silent night holds breath and deep.,The silent night holds breath and deep.,The silent night holds breath and deep despair.,The silent stars dare not blink or sleep.,The silent stars still watch and weep.,The silent stars begin to weep.,The silent night exhales its fleeting sleep.,The silent night holds breath and deep despair.,The silence hums with whispers yet to speak.,A silent whisper stirs the dreams that sleep.,The silent stars dare not reveal their sleep.,The silent night holds breath and deep repose.,The silver light reveals the deep.
42,68,"When whispered vows turn cold as winter skies,",skies,sighs,dies,True,42,True,88-spun,88,spun,16,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the snow.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent lies.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the silent sighs.,Love's fire fades beneath the falling snow.,Love's fire fades beneath the silent lies.,Love's warmth is lost in silent goodbye.,Love's fires fade beneath the silent snow.,Love's fire fades beneath the silent lies.,Love's fire fades beneath the silent lies.,Love's fire fades beneath the silent lie.
43,71,"Like thunder chained to silent stone,",stone,alone,stone,True,28,True,132-white,132,light,17,It roars but never is alone.,It roars but never breaks the night.,It roars but never is alone.,It roars but never is alone.,It roars but never is alone.,It roars but never is alone.,It roars but never is alone.,"It rumbles low, yet never breaks the tone.",It drums a warning through the bone.,"Its voice is heard, though never shown.",It rumbles in the hollow bone.,It roars but never is alone.,"It roars in whispers, never known.","Its voice is heard, yet never shown.","It rumbles low, yet never moans.",It roars but never can be known.,It roars but never breaks the throne.
