model,example_id,first_sentence,generated_continuation,temperature,max_tokens,detected_animal
Qwen/Qwen3-8B,14,"Once upon a time, there was a little boy named Tim.","One day, while exploring the woods behind his house, Tim stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,15,Mia and Dad were busy polishing their car.,"As they worked, a small, muddy raccoon waddled up to the car, holding a shiny acorn in its paw.",0.0,50,Raccoon
Qwen/Qwen3-8B,16,Once upon a time there was a boy and a girl.,"One day, they encountered a curious fox with fur as red as the setting sun.",0.0,50,Fox
Qwen/Qwen3-8B,17,"Once upon a time, there was a little birdie who lived in a tree.","One day, a curious fox named Felix wandered into the forest and spotted the little birdie singing in the tree.",0.0,50,Fox
Qwen/Qwen3-8B,18,Lily and Ben are friends.,", but their adventure takes an unexpected turn when they stumble upon a lost baby raccoon curled up beneath the old oak tree.",0.0,50,Raccoon
Qwen/Qwen3-8B,19,Lily and Tom were playing in the garden.,"As they explored the tall grass, they heard a soft rustling and spotted a curious raccoon peeking out from behind a bush.",0.0,50,Raccoon
Qwen/Qwen3-8B,20,Lily was an adventurous girl who liked to explore new places.,"While exploring a hidden cave near her village, Lily stumbled upon a curious, glowing-eyed fox with fur that shimmered like starlight.",0.0,50,Fox
Qwen/Qwen3-8B,21,"Once upon a time, there was a happy monkey named Max.","One day, Max met a curious little rabbit named Rosie who was hopping through the forest looking for adventure.",0.0,50,Rabbit
Qwen/Qwen3-8B,22,The sky was so big and blue.,", and as the sun dipped low, a curious fox with a shimmering silver tail trotted across the grassy hill, eyes wide with wonder at the vastness above.",0.0,50,Fox
Qwen/Qwen3-8B,23,John and Susie were playing with their dolls.,"While they were pretending the dolls were going on an adventure, a curious little raccoon peeked through the window, its bright eyes full of mischief.",0.0,50,Raccoon
Qwen/Qwen3-8B,24,"Once upon a time, there was a big plane.",", and one day it landed in a forest where a curious little fox named Finn was exploring.",0.0,50,Fox
Qwen/Qwen3-8B,25,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,26,Tom and Sam are friends.,"One day, they discovered a lost puppy wandering near the old oak tree.",0.0,50,
Qwen/Qwen3-8B,27,"Once there was a boy, who was only three years old.","One day, while exploring the woods behind his house, the boy stumbled upon a small, fluffy creature with big, curious eyes and a tail that twitched like a mouse's.",0.0,50,Mouse
Qwen/Qwen3-8B,28,Once upon a time there was an elderly lady.,"who lived in a cozy cottage at the edge of a whispering forest, where a curious little fox with shimmering silver fur began to follow her every step.",0.0,50,Fox
Qwen/Qwen3-8B,29,"Once upon a time, there was a big house with a strong lock on the door.","One day, a curious raccoon named Rascal found a way to sneak into the big house through a broken window.",0.0,50,Raccoon
Qwen/Qwen3-8B,30,"Once upon a time, there was a big bear.",", and one day he met a clever fox who had a plan to outsmart him.",0.0,50,Fox
Qwen/Qwen3-8B,31,"Once upon a time, in an ordinary town, there lived a cat named Max.","One day, a curious and mischievous raccoon named Riley wandered into the town, eager to explore the quiet streets and make a new friend.",0.0,50,Raccoon
Qwen/Qwen3-8B,32,Lily and Ben like to go to the lake with their dad.,"One day, they spotted a curious red fox peeking out from behind a bush near the water's edge.",0.0,50,Fox
Qwen/Qwen3-8B,33,"Once upon a time, there was a girl named Kate.","One day, while exploring the forest behind her house, Kate stumbled upon a shy, silver-furred fox with eyes as bright as the stars.",0.0,50,Fox
Qwen/Qwen3-8B,34,Tom and Jen are twins.,"One day, while exploring the woods behind their house, they stumbled upon a curious, fluffy creature with shimmering silver fur and glowing eyes.",0.0,50,
Qwen/Qwen3-8B,35,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,36,"One day, a small, independent cat named Kitty went for a walk.","As Kitty wandered through the quiet neighborhood, she heard a soft meow and spotted a fluffy, curious puppy named Max peeking out from behind a bush.",0.0,50,
Qwen/Qwen3-8B,37,"Once upon a time, there was a silly cat named Mittens.","One day, a curious raccoon named Rascal wandered into Mittens' neighborhood, eager to explore the world beyond the old oak tree.",0.0,50,Raccoon
Qwen/Qwen3-8B,38,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,39,"Once upon a time, there was a fireman named Tom.","One day, while Tom was fighting a fire in the forest, he encountered a curious and friendly raccoon named Rascal who had gotten stuck in the branches.",0.0,50,Raccoon
Qwen/Qwen3-8B,40,Once upon a time there was a lion.,", and one day he met a clever little fox who had a secret plan to outwit the king of the jungle.",0.0,50,Fox
Qwen/Qwen3-8B,41,"Once upon a time, there was a large bird.",", and one day, a curious fox appeared at the edge of the forest, eyes wide with wonder.",0.0,50,Fox
Qwen/Qwen3-8B,42,"Once upon a time, there was a tiny mouse named Marty.","One day, Marty met a curious hedgehog named Hazel who lived in a nearby garden.",0.0,50,Hedgehog
Qwen/Qwen3-8B,43,Once upon a time there was a gifted stack of little blocks.,", and one day, a curious little rabbit hopped up to see what magic they might hold.",0.0,50,Rabbit
Qwen/Qwen3-8B,44,Mum and Dad were playing with their child.,"As they chased each other through the garden, a fluffy white rabbit hopped out from behind the shed, eyes wide with curiosity.",0.0,50,Rabbit
Qwen/Qwen3-8B,45,"Once upon a time, there was a big city.","In the heart of the city, a curious raccoon named Rascal stumbled upon a hidden alley where the lights flickered and secrets whispered.",0.0,50,Raccoon
Qwen/Qwen3-8B,46,"Once upon a time, there was a little bird who was very hungry.","While the bird was searching for food, it came across a curious squirrel who was also looking for something to eat.",0.0,50,Squirrel
Qwen/Qwen3-8B,47,"Once upon a time, there was a nosy little bunny named Benny.","One day, Benny stumbled upon a curious little raccoon named Rascal who was peeking into a hole in the woods.",0.0,50,Raccoon
Qwen/Qwen3-8B,48,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,49,"Once upon a time, there was a little girl named Sarah.","One day, while exploring the woods behind her house, Sarah stumbled upon a shy, silver-furred fox with eyes as bright as the morning sun.",0.0,50,Fox
Qwen/Qwen3-8B,50,Once there was a little girl called Lucy.,"One day, Lucy discovered a tiny, fluffy hedgehog named Pippin hiding beneath a bush in the garden.",0.0,50,Hedgehog
Qwen/Qwen3-8B,51,"Once upon a time, in a small home, there lived a little boy named Tim.","One day, a curious and friendly raccoon named Rascal wandered into Tim's backyard, drawn by the sound of laughter and the scent of fresh berries.",0.0,50,Raccoon
Qwen/Qwen3-8B,52,"Once upon a time, there was a little boy.",who discovered a curious little fox hiding in the bushes near his house.,0.0,50,Fox
Qwen/Qwen3-8B,53,"Once upon a time, there was a little bunny named Benny.","One day, Benny met a curious little fox named Felix who was exploring the forest for the first time.",0.0,50,Fox
Qwen/Qwen3-8B,54,"Once upon a time, there was an important seed.",", and deep in the heart of the forest, a curious squirrel named Sammy discovered it while searching for acorns.",0.0,50,Squirrel
Qwen/Qwen3-8B,55,Once there was a brilliant bowl that had two friends who disagreed.,"One day, a curious raccoon named Rascal wandered into the forest and asked the bowl, ""What is the greatest mystery of all?""",0.0,50,Raccoon
Qwen/Qwen3-8B,56,"Once upon a time, there was a little girl.","who discovered a shy, silver-furred fox hiding in the shadows of the old oak tree.",0.0,50,Fox
Qwen/Qwen3-8B,57,"Once upon a time, there was a tall goat named Billy.","One day, Billy met a curious little rabbit named Rosie who was hopping through the meadow.",0.0,50,Rabbit
Qwen/Qwen3-8B,58,Tom and Lily were twins who liked to play outside.,"One day, while exploring the woods behind their house, they stumbled upon a lost baby raccoon with a fluffy tail and wide, curious eyes.",0.0,50,Raccoon
Qwen/Qwen3-8B,59,Once upon a time there was a girl named Lily.,"One day, while exploring the forest near her village, Lily stumbled upon a shy, silver-furred fox with eyes as bright as the stars.",0.0,50,Fox
Qwen/Qwen3-8B,60,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,61,"Once upon a time, there was a stubborn little rabbit named Remy.","One day, while Remy was hopping through the forest, he stumbled upon a curious, slow-moving tortoise named Tilly who was trying to reach a distant patch of sunflowers.",0.0,50,Tortoise
Qwen/Qwen3-8B,62,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,63,Once upon a time there was a bossy dog named Max.,"One day, a timid little rabbit named Rosie wandered into Max's yard, hoping to find some fresh vegetables to eat.",0.0,50,Rabbit
Qwen/Qwen3-8B,64,"Once upon a time, there was a happy family.","One day, a curious little fox named Finn wandered into their peaceful forest home.",0.0,50,Fox
Qwen/Qwen3-8B,65,"Once upon a time, there was a lazy bear.",", and one day, a curious squirrel named Sammy stumbled upon the bear's cozy treehouse.",0.0,50,Squirrel
Qwen/Qwen3-8B,66,"Once upon a time, there was a little girl named Lily who loved flowers.","One day, while exploring the garden, Lily discovered a tiny, fluffy bunny with ears as pink as the petals of the roses.",0.0,50,
Qwen/Qwen3-8B,67,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,68,Anna and Ben are playing in the park.,"As they chased each other through the grass, a fluffy white rabbit hopped out from behind a tree and stared at them with curious, black eyes.",0.0,50,Rabbit
Qwen/Qwen3-8B,69,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,70,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,71,"Once upon a time, there was a clever boy who wanted to find a special place.","One day, while exploring the dense forest, he encountered a wise old owl perched on a tall tree.",0.0,50,Owl
Qwen/Qwen3-8B,72,"Once upon a time, there was a rich little girl named Emily.","One day, while exploring the woods behind her mansion, Emily stumbled upon a wounded fox with golden eyes and a silver scar across its paw.",0.0,50,Fox
Qwen/Qwen3-8B,73,"Once upon a time, there was a happy little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy bunny with ears as big as her hands.",0.0,50,
Qwen/Qwen3-8B,74,"Once upon a time, there was a little boy named Jack.","One day, while exploring the woods behind his house, Jack stumbled upon a curious little fox with fur as red as the autumn leaves.",0.0,50,Fox
Qwen/Qwen3-8B,75,"One day, a little boy was playing with his toys in his bedroom.","As he was building a tower with his blocks, a small, fluffy creature with big, curious eyes peeked through the crack in his bedroom door.",0.0,50,
Qwen/Qwen3-8B,76,"Once upon a time, there was a girl called Lizzie.","One day, while exploring the forest near her village, Lizzie stumbled upon a shy, silver-furred fox with eyes as bright as the stars.",0.0,50,Fox
Qwen/Qwen3-8B,77,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,78,Tom and Mia are best friends.,", but their adventure takes an unexpected turn when they stumble upon a lost baby raccoon hiding in the bushes behind the old tire pile.",0.0,50,Raccoon
Qwen/Qwen3-8B,79,"Once upon a time, there was a little beetle.",", and one day, she met a curious fox who was lost in the forest.",0.0,50,Fox
Qwen/Qwen3-8B,80,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,81,"Once upon a time, there was a man with a big blue mustache.","One day, a curious red fox wandered into his village, wondering why everyone had such strange facial hair.",0.0,50,Fox
Qwen/Qwen3-8B,82,Once there was a little boy.,who discovered a curious raccoon peeking out from behind a bush in the woods behind his house.,0.0,50,Raccoon
Qwen/Qwen3-8B,83,"Once upon a time, there was a couple who lived together.","One day, a curious little fox named Finn wandered into their garden, drawn by the sound of laughter and the scent of blooming flowers.",0.0,50,Fox
Qwen/Qwen3-8B,84,Once upon a time there was a town that glowed at night.,"But no one knew why, until one night a shimmering fox with eyes like stars appeared and whispered the secret of the town's glow.",0.0,50,Fox
Qwen/Qwen3-8B,85,Sara and Ben are playing outside in the sun.,"As they chased each other across the grass, a fluffy white rabbit hopped out from behind a bush and stared at them with curious, black eyes.",0.0,50,Rabbit
Qwen/Qwen3-8B,86,"Once upon a time, there was a boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a curious little fox with fur as red as the autumn leaves.",0.0,50,Fox
Qwen/Qwen3-8B,87,Lily and Ben are friends.,", but their adventure takes an unexpected turn when they stumble upon a lost baby raccoon curled up beneath the old oak tree.",0.0,50,Raccoon
Qwen/Qwen3-8B,88,"Once upon a time, in a small house, there lived a little cat named Lucy.","One day, a curious little mouse named Max stumbled into Lucy's house, wondering what kind of world he had discovered.",0.0,50,Mouse
Qwen/Qwen3-8B,89,"Once upon a time, there was a brave bee called Label.",", and one day she met a curious fox named Felix who was searching for the legendary Honey Tree.",0.0,50,Fox
Qwen/Qwen3-8B,90,Sara and Ben were twins who liked to play in the garden.,"One day, they discovered a small, fluffy gray rabbit hopping through the tall grass near the old willow tree.",0.0,50,Rabbit
Qwen/Qwen3-8B,91,Anna and Ben love to go to the park with their grandma.,"One day, they met a friendly stray dog named Max who followed them around the park, wagging his tail with excitement.",0.0,50,Dog
Qwen/Qwen3-8B,92,"Once upon a time, there was a boy named Timmy who loved motorcycles.","One day, while exploring the woods behind his house, Timmy stumbled upon a curious little raccoon with a silver scar on its paw.",0.0,50,Raccoon
Qwen/Qwen3-8B,93,"Once upon a time, there was a big truck.",", and one day, a curious little raccoon named Rascal hopped onto its roof, wondering what it was doing there.",0.0,50,Raccoon
Qwen/Qwen3-8B,94,John and his mom were in their home.,"As they were cleaning up the kitchen, a small, fluffy raccoon peeked through the back door, its bright eyes curious and wide.",0.0,50,Raccoon
Qwen/Qwen3-8B,95,"Once upon a time, there was a little girl who loved animals.","One day, she discovered a wounded fox hiding in the bushes near her house.",0.0,50,Fox
Qwen/Qwen3-8B,96,"Once upon a time, there was a big brown bear named Bobby.","One day, Bobby met a curious little fox named Fiona who was exploring the forest for the first time.",0.0,50,Fox
Qwen/Qwen3-8B,97,"Once upon a time, there was a deer.",", and one day, she met a curious fox who had lost his way in the forest.",0.0,50,Fox
Qwen/Qwen3-8B,98,"Once upon a time, there was a shy little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a wounded, fluffy white rabbit with one ear missing.",0.0,50,Rabbit
Qwen/Qwen3-8B,99,Once there was a little girl.,"who discovered a shy, silver-furred fox hiding in the shadows of the old oak tree.",0.0,50,Fox
Qwen/Qwen3-8B,100,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,101,Once upon a time there were two friends who worked together.,"One day, while exploring the dense forest near their workplace, they stumbled upon a curious, glowing blue fox with eyes like twin stars.",0.0,50,Fox
Qwen/Qwen3-8B,102,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,103,"Once upon a time, a little dog named Max found a heavy sausage on the ground.","As Max sniffed the sausage, a curious rabbit named Rosie hopped over and asked, “What’s that, Max?”",0.0,50,Rabbit
Qwen/Qwen3-8B,104,Lily and Max were playing in the kitchen.,"As they were cleaning up after their snack, a small, fluffy gray squirrel darted into the kitchen through the open window.",0.0,50,Squirrel
Qwen/Qwen3-8B,105,Once upon a time there was a little girl named Jenny.,"One day, while exploring the woods behind her house, Jenny stumbled upon a shy, fluffy bunny with ears as big as her hands.",0.0,50,
Qwen/Qwen3-8B,106,"Once upon a time, a little boy named Timmy was playing outside.","While he was chasing a butterfly, Timmy stumbled upon a curious raccoon with bright, glowing eyes peeking out from behind a bush.",0.0,50,Butterfly
Qwen/Qwen3-8B,107,"Once upon a time, there was a reindeer named Rudolph.","One day, a curious and mischievous snow leopard named Zara wandered into the forest where Rudolph lived.",0.0,50,Snow Leopard
Qwen/Qwen3-8B,108,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,109,Monkey was embarrassed.,", and when he tripped over a log and tumbled into the mud, a sly raccoon peeked out from behind a bush, grinning with mischief.",0.0,50,Raccoon
Qwen/Qwen3-8B,110,"Once upon a time, there was a pig named Oink.","One day, a curious rabbit named Thimble hopped into the forest and stumbled upon Oink playing by a sparkling stream.",0.0,50,Rabbit
Qwen/Qwen3-8B,111,Jimmy was so small and always worried.,"One day, a timid hedgehog named Pippin wandered into Jimmy's backyard, looking lost and frightened.",0.0,50,Hedgehog
Qwen/Qwen3-8B,112,"Once upon a time, there was a little girl named Alice.","One day, while exploring the woods behind her house, Alice stumbled upon a curious talking rabbit wearing a waistcoat and a pocket watch.",0.0,50,Rabbit
Qwen/Qwen3-8B,113,"Once upon a time, there was a tired island.",", and one day, a curious blue whale named Blinky swam into its calm waters, seeking rest after a long journey across the sea.",0.0,50,Blue Whale
Qwen/Qwen3-8B,114,Once upon a time there was a boy called Tim.,"One day, while exploring the dense forest behind his house, Tim stumbled upon a curious little fox with fur as red as the setting sun.",0.0,50,Fox
Qwen/Qwen3-8B,115,Once there was a small girl named Mary.,"One day, Mary discovered a wounded fox hiding in the bushes near her house.",0.0,50,Fox
Qwen/Qwen3-8B,116,"Once upon a time, there was a little boy who loved to read books.","One day, while exploring the dusty shelves of his grandfather's attic, he discovered a tiny, glowing raccoon with wings tucked beneath its tail.",0.0,50,Raccoon
Qwen/Qwen3-8B,117,Lily likes to sign.,", and one day, she met a curious little raccoon who was fascinated by her hand movements.",0.0,50,Raccoon
Qwen/Qwen3-8B,118,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,119,"One day, a young girl named Claire was walking in the park.","As she wandered past the pond, Claire spotted a small, fluffy creature with bright blue eyes peeking curiously from behind a bush.",0.0,50,
Qwen/Qwen3-8B,120,"One day, a little girl was walking in the park when she saw a squirrel running across the grass.","As she watched the squirrel dart between the trees, a curious raccoon appeared from behind a bush, holding a shiny acorn in its paw.",0.0,50,Squirrel
Qwen/Qwen3-8B,121,Tim and Lily were playing in the park.,"As they chased each other through the grass, a fluffy white rabbit hopped out from behind a tree and stared at them with curious, black eyes.",0.0,50,Rabbit
Qwen/Qwen3-8B,122,"Once upon a time, there was an ancient mine.","Deep within the mine's shadowy tunnels, a curious silver-furred fox with glowing amber eyes stumbled upon a hidden chamber filled with glowing crystals.",0.0,50,Fox
Qwen/Qwen3-8B,123,"Once upon a time there were two friends, Jak and Sam.","One day, while exploring the dense forest, they stumbled upon a curious, glowing blue fox with eyes like twin stars.",0.0,50,Fox
Qwen/Qwen3-8B,124,"Once upon a time, there was a humble little bunny named Ben.","One day, while hopping through the meadow, Ben met a curious little fox named Felix who was searching for a lost puppy.",0.0,50,Fox
Qwen/Qwen3-8B,125,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,126,Timmy was playing in the garden when he saw a big barn.,"As Timmy approached the barn, he heard a soft *meow* coming from inside.",0.0,50,
Qwen/Qwen3-8B,127,"Once upon a time, there was a rare blackboard.",", and one day, a curious little raccoon named Rascal stumbled upon it, his eyes wide with wonder as he noticed the chalk drawings that seemed to come to life at",0.0,50,Raccoon
Qwen/Qwen3-8B,128,"Once upon a time, there was a sailor named Joe.","One day, while Joe was repairing his boat near a quiet cove, he spotted a curious sea otter peeking out from behind a rock.",0.0,50,Otter
Qwen/Qwen3-8B,129,"One day, Meg and her mom were walking in the park when they saw a little bird sitting on a bench.","As they approached, a fluffy white rabbit hopped out from behind a bush, curious and wide-eyed at the sight of the bird and the two humans.",0.0,50,Rabbit
Qwen/Qwen3-8B,130,"Once upon a time, there lived a little kangaroo.","One day, a curious little koala named Kipper wandered into the kangaroo's home, looking for a friend.",0.0,50,Kangaroo
Qwen/Qwen3-8B,131,"Once upon a time, there was a little bird called Joe.","One day, Joe met a curious fox named Fiona who loved to dance in the rain.",0.0,50,Fox
Qwen/Qwen3-8B,132,Once there was a big tree.,", and high up in its branches lived a curious red fox with a tail as fluffy as a cloud.",0.0,50,Fox
Qwen/Qwen3-8B,133,Tom and Anna are brother and sister.,"While exploring the woods behind their house, they stumbled upon a wounded fox hiding beneath a bush.",0.0,50,Fox
Qwen/Qwen3-8B,134,"Once upon a time, there was an old flag.","that had seen centuries of wind and weather, until one day a curious fox stumbled upon it, tangled in the roots of an ancient tree.",0.0,50,Fox
Qwen/Qwen3-8B,135,"Once upon a time, there was a good man.",who found a lost puppy wandering through the forest.,0.0,50,
Qwen/Qwen3-8B,136,Once upon a time there lived a sweet little girl.,"One day, while exploring the woods behind her house, she stumbled upon a shy, fluffy bunny with ears as big as her hands.",0.0,50,
Qwen/Qwen3-8B,137,"Once upon a time, there was a naughty little monkey called Jim.","One day, while swinging from the branches of an ancient mango tree, Jim spotted a curious raccoon named Rascal peeking curiously from behind a bush.",0.0,50,Raccoon
Qwen/Qwen3-8B,138,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,139,Lily was a nosy girl.,", and one day she discovered a curious raccoon peeking through her kitchen window.",0.0,50,Raccoon
Qwen/Qwen3-8B,140,"Once, there was a little girl called Mary.","One day, Mary discovered a tiny, fluffy hedgehog named Pippin hiding beneath a bush in the garden.",0.0,50,Hedgehog
Qwen/Qwen3-8B,141,"Once upon a time, there was a little boy named Timmy.","One day, while exploring the woods behind his house, Timmy stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,142,"Once upon a time, there was a little girl who lived near a factory.","One day, a curious fox with a patchwork coat wandered into the girl’s village, searching for a place to rest after a long journey.",0.0,50,Fox
Qwen/Qwen3-8B,143,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,144,Jenny was hungry.,", and as she wandered through the forest, she heard a soft rustling in the bushes, followed by the curious squeaks of a tiny, fluffy hedgehog peeking out at her.",0.0,50,Hedgehog
Qwen/Qwen3-8B,145,Once there was a girl who loved to dress up.,", and one day she discovered a mischievous raccoon who had stolen her favorite dress and was hiding in the bushes.",0.0,50,Raccoon
Qwen/Qwen3-8B,146,Lily and Max were best friends.,", but everything changed when they discovered a wounded fox hiding in the old willow tree by the creek.",0.0,50,Fox
Qwen/Qwen3-8B,147,"Once upon a time, there was a big box.",", and inside it lived a curious little raccoon who loved to explore.",0.0,50,Raccoon
Qwen/Qwen3-8B,148,Once upon a time there was a naughty mouse.,", and one day he met a clever little fox who was hiding from a hungry owl.",0.0,50,Fox
Qwen/Qwen3-8B,149,"Once upon a time, there was a little girl.","who discovered a shy, silver-furred fox hiding in the shadows of the old oak tree.",0.0,50,Fox
Qwen/Qwen3-8B,150,"One day, a little girl named Sue was playing in her room.","While she was exploring under her bed, she discovered a tiny, fluffy bunny with ears as big as her hands.",0.0,50,
Qwen/Qwen3-8B,151,Mummy and Daddy decided to buy a pizza.,", but on the way, they stumbled upon a curious raccoon wearing a tiny top hat.",0.0,50,Raccoon
Qwen/Qwen3-8B,152,"Once upon a time, there was a stubborn cat named Tom.","One day, a curious and clever raccoon named Riley wandered into Tom’s neighborhood, eager to explore the world beyond the old oak tree.",0.0,50,Raccoon
Qwen/Qwen3-8B,153,"Once upon a time, there was a little girl named Lily.","One day, while exploring the woods behind her house, Lily stumbled upon a shy, fluffy rabbit with ears as big as dinner plates.",0.0,50,Rabbit
Qwen/Qwen3-8B,154,"Once upon a time, there was a cactus that lived in the desert.","One day, a curious little fox wandered into the desert and stumbled upon the cactus.",0.0,50,Fox
Qwen/Qwen3-8B,155,once there was a boy.,"who discovered a tiny, glowing fox hiding in the hollow of an old tree.",0.0,50,Fox
Qwen/Qwen3-8B,156,"Once upon a time, there was a cute little girl named Jenny.","One day, while exploring the woods behind her house, Jenny stumbled upon a shy, fluffy bunny with ears as big as her hands.",0.0,50,
Qwen/Qwen3-8B,157,"One day, a little boy saw a swan in the lake.","As the boy reached out to touch the swan, a curious fox appeared at the edge of the reeds, watching with bright, intelligent eyes.",0.0,50,Swan
