model,example_id,first_sentence,generated_continuation,temperature,max_tokens,detected_animal
Qwen/Qwen3-1.7B,29,"Once upon a time, there was a big house with a strong lock on the door.","And inside, a curious squirrel named Squeaks lived, always trying to find a way to unlock the door—though it seemed to always",0.0,50,Squirrel
Qwen/Qwen3-1.7B,30,"Once upon a time, there was a big bear.","named Max who loved to explore the forest, when a small fox named Fin appeared, curious about the bear's adventures.",0.0,50,Bear
Qwen/Qwen3-1.7B,31,"Once upon a time, in an ordinary town, there lived a cat named Max.","In the quiet corner of the local library, a small, curious mouse named Luna appeared, her tiny paws pattered against the wooden shelves,",0.0,50,Mouse
Qwen/Qwen3-1.7B,32,Lily and Ben like to go to the lake with their dad.,"One day, while exploring the woods behind the house, they spotted a curious little fox peeking out from behind a bush, its bright red fur contrasting with the",0.0,50,Fox
Qwen/Qwen3-1.7B,33,"Once upon a time, there was a girl named Kate.",", who loved to explore the woods near her home, and one day, she discovered a curious little fox with a red nose and a tail that shimmered like a rainbow.",0.0,50,Fox
Qwen/Qwen3-1.7B,34,Tom and Jen are twins.,"who loved to explore the woods behind their house, but when they discovered a curious, fluffy creature with eyes like twin moons, they knew they had found a new friend to keep their adventures going.",0.0,50,
Qwen/Qwen3-1.7B,35,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,36,"One day, a small, independent cat named Kitty went for a walk.","Suddenly, a curious squirrel named Squeaks appeared on the sidewalk, holding a tiny acorn in its paws.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,37,"Once upon a time, there was a silly cat named Mittens.",", who loved to chase butterflies and play hide-and-seek in the garden, when a curious squirrel named Squeaks suddenly appeared, wearing a tiny bowtie and",0.0,50,Squirrel
Qwen/Qwen3-1.7B,38,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,39,"Once upon a time, there was a fireman named Tom.",", who was known for his quick thinking and bravery, when a new animal character, a clever squirrel named Squeaks, joined the fire station and became the best at",0.0,50,Squirrel
Qwen/Qwen3-1.7B,40,Once upon a time there was a lion.,", who wandered the savanna in search of adventure, when a curious rabbit stumbled into its path and introduced the world to the wonders of friendship.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,41,"Once upon a time, there was a large bird.","named Percy who lived in a tree near the river, but one day, a small, curious squirrel named Milo appeared, curious about Percy's strange habits.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,42,"Once upon a time, there was a tiny mouse named Marty.","One day, a curious rabbit named Rosie wandered into the forest and became friends with Marty.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,43,Once upon a time there was a gifted stack of little blocks.,"One day, a curious squirrel named Squeaks stumbled into the stack and began to play with it, discovering that the blocks could be rearranged into shapes and stories",0.0,50,Squirrel
Qwen/Qwen3-1.7B,44,Mum and Dad were playing with their child.,"when a curious squirrel appeared from behind the tree, holding a tiny basket of wild berries.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,45,"Once upon a time, there was a big city.",", and in the heart of the city lived a curious squirrel named Squeaks who loved to explore the hidden corners of the streets.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,46,"Once upon a time, there was a little bird who was very hungry.",", and then a curious squirrel appeared, peeking over the edge of a tree with a basket full of acorns.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,47,"Once upon a time, there was a nosy little bunny named Benny.","And then, one sunny morning, a curious squirrel named Squeaks appeared on the edge of Benny's favorite bush, curious about the noise that had been",0.0,50,Squirrel
Qwen/Qwen3-1.7B,48,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,49,"Once upon a time, there was a little girl named Sarah.",", who loved to explore the woods behind her house, and one day, she discovered a curious little rabbit with a fluffy tail and a bright red nose.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,50,Once there was a little girl called Lucy.,", who loved to explore the woods behind her house, when she noticed a curious little creature hopping between the rocks—something that looked like a fox, but with a tail like a ribbon.",0.0,50,Fox
Qwen/Qwen3-1.7B,51,"Once upon a time, in a small home, there lived a little boy named Tim.","One day, a curious squirrel named Squeaks wandered into the house, seeking shelter from the rain.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,52,"Once upon a time, there was a little boy.","who loved to explore the woods behind his house, when he met a curious squirrel named Squeaks who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,53,"Once upon a time, there was a little bunny named Benny.",", who loved to hop through the meadows and explore the forest, when a curious squirrel named Squeaks joined his adventures.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,54,"Once upon a time, there was an important seed.",", nestled in the warm soil of a sun-drenched meadow, waiting for the right moment to sprout. And as the first light of dawn filtered through the leaves, a",0.0,50,
Qwen/Qwen3-1.7B,55,Once there was a brilliant bowl that had two friends who disagreed.,"—flinty, stubborn Fred and soft-hearted, curious Lucy. And then, one day, a curious squirrel named Sam wandered into their world, bringing a new kind",0.0,50,Squirrel
Qwen/Qwen3-1.7B,56,"Once upon a time, there was a little girl.","who loved to explore the woods behind her house, and one day, she discovered a curious little squirrel with a tail as long as a ribbon.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,57,"Once upon a time, there was a tall goat named Billy.",", who loved to graze in the meadows of Elderglen, when a curious rabbit named Rosie stumbled into his pasture one sunny morning.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,58,Tom and Lily were twins who liked to play outside.,"One sunny afternoon, they discovered a curious little squirrel wearing a tiny red hat, who seemed to be trying to escape from a bush.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,59,Once upon a time there was a girl named Lily.,", who loved to explore the woods near her home, when she met a curious little fox named Finn.",0.0,50,Fox
Qwen/Qwen3-1.7B,60,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,61,"Once upon a time, there was a stubborn little rabbit named Remy.","And then, in the midst of the forest, a curious fox named Felix appeared, curious about Remy's antics.",0.0,50,Fox
Qwen/Qwen3-1.7B,62,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,63,Once upon a time there was a bossy dog named Max.,"And then, in the midst of the forest, a timid little rabbit named Luna appeared, curious and cautious.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,64,"Once upon a time, there was a happy family.",", and in their backyard, a curious little squirrel named Squeaks lived happily with his family.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,65,"Once upon a time, there was a lazy bear.","who loved to nap in the sun, when a curious squirrel decided to explore the forest and stumbled into the bear's peaceful world.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,66,"Once upon a time, there was a little girl named Lily who loved flowers.","One day, while exploring the garden, she discovered a curious little rabbit with a twitching tail and a heart of gold.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,67,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,68,Anna and Ben are playing in the park.,"when a curious squirrel jumps onto their shoulders, giggling as it twirls around them like a tiny dancer.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,69,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,70,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,71,"Once upon a time, there was a clever boy who wanted to find a special place.",", and along the way, he met a curious squirrel who lived in a tree filled with shiny treasures.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,72,"Once upon a time, there was a rich little girl named Emily.","And one day, she discovered a curious little squirrel named Squeaks who lived in the old oak tree behind her house.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,73,"Once upon a time, there was a happy little girl named Lily.","One day, she discovered a curious little squirrel named Sammy hiding under the old oak tree.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,74,"Once upon a time, there was a little boy named Jack.","One day, while exploring the forest behind his house, he encountered a curious little squirrel named Squeaks, who seemed to know everything about the trees and the secrets",0.0,50,Squirrel
Qwen/Qwen3-1.7B,75,"One day, a little boy was playing with his toys in his bedroom.","Suddenly, a curious squirrel appeared from under the bed, wearing a tiny red hat and holding a stick full of acorns.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,76,"Once upon a time, there was a girl called Lizzie.",", who loved to explore the woods near her home, and one day, she discovered a small, curious squirrel named Squeaks who lived in a tree nearby.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,77,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,78,Tom and Mia are best friends.,"Suddenly, a curious squirrel named Squeaks appeared in the backyard, peeking out from behind a bush with wide, curious eyes.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,79,"Once upon a time, there was a little beetle.","named Leo who lived in a sunny meadow, when a curious squirrel named Squeaks wandered into his world and brought a new adventure to life.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,80,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,81,"Once upon a time, there was a man with a big blue mustache.","who loved to collect strange creatures, and one day, he discovered a tiny, glowing squirrel with a tail that could sing.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,82,Once there was a little boy.,", who loved to explore the woods behind his house, when he noticed a curious creature peeking out from behind a bush— a small, fluffy rabbit with a tail as long as a ribbon.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,83,"Once upon a time, there was a couple who lived together.",", and in their cozy little house, a curious little squirrel named Squeaks joined their lives.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,84,Once upon a time there was a town that glowed at night.,", and in the heart of the town lived a curious creature known as the Starfin, a shimmering fish that danced across the waters with the light of the town",0.0,50,Fish
Qwen/Qwen3-1.7B,85,Sara and Ben are playing outside in the sun.,"when a curious squirrel jumps onto their shoulders, startling them both.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,86,"Once upon a time, there was a boy named Timmy.",", who loved to explore the woods near his home, when he met a curious little squirrel named Squeaks, who lived in a tree nearby.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,87,Lily and Ben are friends.,"Lily and Ben were best friends, but when they discovered a curious little squirrel living in the old oak tree behind their house, they knew they had found a new friend to share their adventures with.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,88,"Once upon a time, in a small house, there lived a little cat named Lucy.","And in the garden, a curious little rabbit named Benny wandered freely, curious about the world around him.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,89,"Once upon a time, there was a brave bee called Label.",", who lived in a sun-dappled meadow, and one day, a curious squirrel named Squeak wandered into her world.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,90,Sara and Ben were twins who liked to play in the garden.,"One sunny afternoon, a curious rabbit named Rosie wandered into their backyard, curious about the games they played.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,91,Anna and Ben love to go to the park with their grandma.,"One sunny afternoon, they discovered a curious little squirrel named Sammy hiding under the old oak tree.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,92,"Once upon a time, there was a boy named Timmy who loved motorcycles.",", and one sunny morning, he discovered a curious little squirrel wearing a tiny helmet and a tiny jacket, who was racing his own bicycle across the park.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,93,"Once upon a time, there was a big truck.",", and in its back seat, a curious little squirrel named Squeaks, who loved to explore the world outside.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,94,John and his mom were in their home.,"Suddenly, a curious cat poked its head out of the window, its eyes wide with wonder as it stared at the world outside.",0.0,50,Cat
Qwen/Qwen3-1.7B,95,"Once upon a time, there was a little girl who loved animals.","And one day, she discovered a curious, tiny creature hiding in the underbrush— a little rabbit with glowing eyes.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,96,"Once upon a time, there was a big brown bear named Bobby.",", who loved to explore the forest, when a clever squirrel named Squeaks joined his adventures.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,97,"Once upon a time, there was a deer.","named Luna who wandered through the forest, and one day, a curious fox named Finn appeared, curious about the quiet world of the forest.",0.0,50,Fox
Qwen/Qwen3-1.7B,98,"Once upon a time, there was a shy little girl named Lily.","One day, while exploring the forest behind her house, she encountered a curious little squirrel named Sammy, who seemed to be fascinated by her colorful scarf.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,99,Once there was a little girl.,", she loved to explore the woods behind her house, where she often met a curious little squirrel named Benny.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,100,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,101,Once upon a time there were two friends who worked together.,"And then, in the midst of their daily tasks, a curious squirrel named Squeaks appeared, eager to join their adventures.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,102,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,103,"Once upon a time, a little dog named Max found a heavy sausage on the ground.","Suddenly, a curious rabbit named Luna appeared, hopping over the fence with a curious expression.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,104,Lily and Max were playing in the kitchen.,"when a curious cat named Whiskers poked his head out of the oven, blinking at them with eyes that sparkled like emeralds.",0.0,50,Cat
Qwen/Qwen3-1.7B,105,Once upon a time there was a little girl named Jenny.,"And in the forest behind her house, a curious little squirrel named Sammy began to explore the woods for the first time.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,106,"Once upon a time, a little boy named Timmy was playing outside.","when he heard a soft rustle in the bushes. A curious squirrel, with a bright red tail and a curious expression, peeked out from behind a tree",0.0,50,Squirrel
Qwen/Qwen3-1.7B,107,"Once upon a time, there was a reindeer named Rudolph.",", whose only gift was his glowing nose, and then came a curious little squirrel named Squeaks, who lived in the same forest and always seemed to know the",0.0,50,Squirrel
Qwen/Qwen3-1.7B,108,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,109,Monkey was embarrassed.,"when the other animals began to gossip about his clumsy attempt to climb the treehouse. Suddenly, a curious squirrel appeared, holding a tiny, colorful balloon in its paws.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,110,"Once upon a time, there was a pig named Oink.",", who loved to root through the garden and chase butterflies, when a clever rabbit named Fluff joined their adventures.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,111,Jimmy was so small and always worried.,"Suddenly, a curious squirrel named Squeaks appeared on the porch, peeking around the corner with a basket of acorns in hand.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,112,"Once upon a time, there was a little girl named Alice.",", who loved to explore the woods near her home, when she met a curious little rabbit named Peter.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,113,"Once upon a time, there was a tired island.","And on its windswept shore, a weary old turtle named Tilly stumbled into the world, her shell cracked and her heart full of longing.",0.0,50,Turtle
Qwen/Qwen3-1.7B,114,Once upon a time there was a boy called Tim.,", who loved to explore the woods near his home, when he met a curious little squirrel named Squeaks.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,115,Once there was a small girl named Mary.,", who loved to explore the woods behind her house, when she noticed a curious little squirrel scurrying under a bush.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,116,"Once upon a time, there was a little boy who loved to read books.","One day, while exploring the forest behind his house, he stumbled upon a curious little squirrel with a tail as long as a ribbon, who seemed to",0.0,50,Squirrel
Qwen/Qwen3-1.7B,117,Lily likes to sign.,"Every morning, she would draw a simple circle on the floor with her finger and trace the letters of her name in the dirt. But when the rain started, she’d hide under the table and listen",0.0,50,
Qwen/Qwen3-1.7B,118,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,119,"One day, a young girl named Claire was walking in the park.","when she noticed a curious little squirrel perched on a branch, its fur glowing faintly in the afternoon sun.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,120,"One day, a little girl was walking in the park when she saw a squirrel running across the grass.","Suddenly, a fox with a red nose appeared behind her, watching her with curious eyes.",0.0,50,Fox
Qwen/Qwen3-1.7B,121,Tim and Lily were playing in the park.,"when a curious squirrel named Sammy suddenly popped out of a bush, holding a tiny acorn in its paws.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,122,"Once upon a time, there was an ancient mine.",", where the walls whispered secrets of the earth and the air hummed with the echoes of forgotten ages. And in the heart of this mysterious realm, a curious little creature known as",0.0,50,
Qwen/Qwen3-1.7B,123,"Once upon a time there were two friends, Jak and Sam.",", who loved to explore the forest near their village. One day, while chasing a butterfly, they stumbled upon a curious little animal— a fluffy, pink squirrel named P",0.0,50,Butterfly
Qwen/Qwen3-1.7B,124,"Once upon a time, there was a humble little bunny named Ben.",", who loved to explore the forest behind his cozy burrow, when a curious squirrel named Squeaks appeared, curious about the world beyond the trees.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,125,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,126,Timmy was playing in the garden when he saw a big barn.,"Suddenly, a curious squirrel darted out from behind the fence, its tail flicking like a tiny flag in the wind.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,127,"Once upon a time, there was a rare blackboard.","that glowed with the soft light of a thousand stars, and in the corner of the dusty classroom, a curious squirrel named Squeaks appeared, blinking at the glowing surface",0.0,50,Squirrel
Qwen/Qwen3-1.7B,128,"Once upon a time, there was a sailor named Joe.",", who was known for his adventurous spirit and love of sea adventures. One day, while exploring a hidden cove, Joe encountered a curious little seal named Sandy, who seemed",0.0,50,
Qwen/Qwen3-1.7B,129,"One day, Meg and her mom were walking in the park when they saw a little bird sitting on a bench.","Suddenly, a small, fluffy rabbit with a red nose darted out from behind a bush, hopping excitedly toward them.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,130,"Once upon a time, there lived a little kangaroo.","named Tim, who loved to jump and explore the lush green hills of his forest. One day, a curious squirrel named Squeaks appeared, wearing a tiny hat made of",0.0,50,Squirrel
Qwen/Qwen3-1.7B,131,"Once upon a time, there was a little bird called Joe.","And then, one sunny morning, a curious little squirrel named Sammy appeared on the branch above him, curious about the bird's strange habits.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,132,Once there was a big tree.,", its roots stretching deep into the earth, and in the heart of the forest, a curious little squirrel named Squeaks lived, always searching for the sweetest treats to share with the other animals",0.0,50,Squirrel
Qwen/Qwen3-1.7B,133,Tom and Anna are brother and sister.,"Suddenly, a curious rabbit named Blinky appeared in the garden, hopping around excitedly.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,134,"Once upon a time, there was an old flag.","that fluttered in the wind, its colors faded but still proud, and one day, a curious squirrel named Squeaks stumbled upon it, wondering what secrets the flag held.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,135,"Once upon a time, there was a good man.","named Leo who loved to garden, and one sunny morning, a curious squirrel named Squeaks appeared on his porch, curious about the strange tools he was using.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,136,Once upon a time there lived a sweet little girl.,"And in the heart of the forest, a curious little squirrel named Squeaks appeared, curious about the girl's adventures.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,137,"Once upon a time, there was a naughty little monkey called Jim.","And then, one sunny morning, a curious little rabbit named Rosie appeared, hopping into the tree where Jim was playing.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,138,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,139,Lily was a nosy girl.,"who loved to listen to the sounds of the forest, and one day, she discovered a curious little squirrel wearing a tiny bowtie.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,140,"Once, there was a little girl called Mary.","One day, she discovered a curious little rabbit with a twitching tail and a curious grin, who wandered into her garden and became her new friend.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,141,"Once upon a time, there was a little boy named Timmy.",", who loved to explore the woods behind his house, when he met a curious little squirrel named Squeaks, who lived in a tree near the stream.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,142,"Once upon a time, there was a little girl who lived near a factory.",", and one day, a curious squirrel named Squeaks appeared on her porch, curious about the strange noises and the big, red truck that rumbled",0.0,50,Squirrel
Qwen/Qwen3-1.7B,143,"Once upon a time, there was a little girl named Lily.",", who loved to explore the woods behind her house, when she met a curious little squirrel named Sammy.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,144,Jenny was hungry.,"Suddenly, a curious squirrel named Sam appeared behind her, peeking out from a tree branch with a basket full of acorns.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,145,Once there was a girl who loved to dress up.,", she would often dress as a princess, a dragon, or a fairy, and explore the forest behind her house. One day, she discovered a small, curious animal hidden in",0.0,50,Dragon
Qwen/Qwen3-1.7B,146,Lily and Max were best friends.,"Suddenly, a curious squirrel named Squeaks appeared in the garden, darting between the roses and whispering secrets to the wind.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,147,"Once upon a time, there was a big box.","And inside the box, a curious squirrel named Squeaks lived, always trying to open the lid to see what was inside.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,148,Once upon a time there was a naughty mouse.,", who loved to gnaw on the edges of the bedspread, when a curious rabbit stumbled into the room and began to nibble on the mouse's tail.",0.0,50,Rabbit
Qwen/Qwen3-1.7B,149,"Once upon a time, there was a little girl.","who loved to explore the woods behind her house, and one day, she discovered a curious little squirrel with a tail as long as a ribbon.",0.0,50,Squirrel
Qwen/Qwen3-1.7B,150,"One day, a little girl named Sue was playing in her room.",when she heard a soft rustle outside. She peeked through the window and saw a curious little squirrel wearing a tiny red hat.,0.0,50,Squirrel
