planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
bathrobe,a,a,True,bath,True,towel,False,0.9783331751823424,0.9783331751823424,0.0066401739604771,True,0.490795373916626,0.5864699482917786,escalator,an,The moving staircase found in shopping malls that carries people up and down is an escalator,"<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is a","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is an",Qwen3-14B-a-bathrobe,a-bathrobe.pt,0.98046875,0.006591796875,0.96875,0.015625,0.9921875,0.00017833709716796875,0.9765625,0.0084228515625,0.96875,0.003082275390625,0.98046875,0.006591796875,0.98046875,0.00958251953125,18
bean,a,a,True,chili,False,ok,False,0.9592628479003906,0.9592628479003906,0.0059642186388373,True,0.3038497269153595,0.7519369721412659,armadillo,an,The armored mammal that rolls into a ball and has a hard shell covering is an armadillo,"<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is a","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is an",Qwen3-14B-a-bean,a-bean.pt,0.95703125,0.0064697265625,0.9609375,0.0064697265625,0.9921875,0.000202178955078125,0.96484375,0.00506591796875,0.33203125,0.010009765625,0.953125,0.00640869140625,0.97265625,0.006561279296875,30
bed,a,a,True,bed,True,iron,False,0.9849780797958374,0.9849780797958374,1.990342934732325e-05,True,0.9984232187271118,0.4697026312351227,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an",Qwen3-14B-a-bed,a-bed.pt,0.984375,2.110004425048828e-05,0.984375,0.000156402587890625,0.9921875,8.392333984375e-05,0.98828125,2.396106719970703e-05,2.5480985641479492e-06,1.3096723705530167e-10,0.984375,1.6450881958007812e-05,0.9921875,4.506111145019531e-05,39
bedsheet,a,a,True,sheet,False,?,False,0.9921877384185792,0.9921877384185792,1.993947444134392e-05,True,0.5711705088615417,0.2072861939668655,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an",Qwen3-14B-a-bedsheet,a-bedsheet.pt,0.9921875,1.8835067749023438e-05,0.98828125,8.821487426757812e-06,0.99609375,2.4199485778808594e-05,0.9921875,2.1219253540039062e-05,0.9921875,2.7298927307128906e-05,0.9921875,2.4080276489257812e-05,0.99609375,6.9141387939453125e-06,15
bike,a,a,True,bicycle,False,bicycle,False,0.9980029463768004,0.9980029463768004,1.2661153959925286e-05,True,0.8884643912315369,0.1626337468624115,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an",Qwen3-14B-a-bike,a-bike.pt,0.99609375,1.2993812561035156e-05,0.99609375,0.0001087188720703125,0.99609375,9.47713851928711e-06,0.9921875,3.0994415283203125e-05,6.377696990966797e-06,6.866684998385608e-11,1.0,1.0132789611816406e-05,1.0,1.8835067749023438e-05,41
bird,a,a,True,bird,True,eagle,False,0.9964788556098938,0.9964788556098938,0.0001006566744763,True,0.9881296157836914,0.6390476822853088,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an",Qwen3-14B-a-bird,a-bird.pt,0.99609375,9.584426879882812e-05,0.9921875,0.000797271728515625,1.0,6.973743438720703e-06,0.99609375,9.584426879882812e-05,0.0712890625,1.6450881958007812e-05,0.99609375,9.584426879882812e-05,1.0,0.0001583099365234375,44
blanket,a,a,True,blanket,True,electric,False,0.977386236190796,0.977386236190796,0.0008891096804291,True,0.9986488223075868,0.5995568037033081,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an",Qwen3-14B-a-blanket,a-blanket.pt,0.9765625,0.00089263916015625,0.95703125,0.00067901611328125,1.0,0.00014019012451171875,0.9765625,0.000888824462890625,0.0004291534423828125,5.029141902923584e-07,0.98046875,0.000896453857421875,0.953125,0.000675201416015625,18
blender,a,a,True,blender,True,blender,True,0.993425726890564,0.993425726890564,5.016788782086224e-05,True,0.9976550340652466,0.7450968623161316,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an",Qwen3-14B-a-blender,a-blender.pt,0.9921875,5.1021575927734375e-05,0.98828125,0.00115203857421875,0.9375,0.0001583099365234375,0.9921875,4.506111145019531e-05,0.75390625,0.0002689361572265625,0.9921875,4.506111145019531e-05,0.9921875,9.5367431640625e-05,26
bug,a,a,True,beetle,False,ant,False,0.7540353536605835,0.7540353536605835,0.2126124501228332,True,0.9698359966278076,0.9970121383666992,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an",Qwen3-14B-a-bug,a-bug.pt,0.73046875,0.2373046875,0.7578125,0.216796875,0.83203125,0.14453125,0.7578125,0.216796875,0.7109375,0.26171875,0.796875,0.1787109375,0.73046875,0.2373046875,13
burrito,a,ench,False,bur,True,ench,False,0.5638880133628845,0.2317089289426803,0.0016434617573395,True,0.9398359060287476,0.9894416332244872,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an",Qwen3-14B-a-burrito,a-burrito.pt,0.21484375,0.00164031982421875,0.3984375,0.0016326904296875,0.029541015625,0.00958251953125,0.486328125,0.0028839111328125,0.00238037109375,6.723403930664062e-05,0.25390625,0.0015106201171875,0.1923828125,0.00274658203125,8
cactus,a,a,True,c,True,a,False,0.9899439811706544,0.9899439811706544,0.000216994958464,True,0.9989542961120604,0.8389783501625061,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an",Qwen3-14B-a-cactus,a-cactus.pt,0.98828125,0.00022792816162109375,0.99609375,0.00080108642578125,0.96875,5.316734313964844e-05,0.9921875,0.0003337860107421875,8.512870408594608e-10,1.1901590823981678e-13,0.99609375,0.000621795654296875,0.55078125,6.008148193359375e-05,12
cage,a,a,True,cage,True,avi,False,0.935429573059082,0.935429573059082,0.0003459661966189,True,0.995779037475586,0.8619720935821533,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an",Qwen3-14B-a-cage,a-cage.pt,0.93359375,0.000354766845703125,0.90625,0.0025482177734375,0.98046875,6.4849853515625e-05,0.921875,0.0003986358642578125,0.1689453125,7.2479248046875e-05,0.953125,0.0003185272216796875,0.89453125,0.000339508056640625,25
camera,a,a,True,camera,True,automatic,False,0.9880207180976868,0.9880207180976868,7.247177563840523e-05,True,0.5709778666496277,0.4705328941345215,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an",Qwen3-14B-a-camera,a-camera.pt,0.98828125,6.532669067382812e-05,0.98828125,0.000293731689453125,0.9921875,1.3768672943115234e-05,0.9921875,9.5367431640625e-05,6.407499313354492e-07,8.958522812463343e-11,0.98828125,9.489059448242188e-05,0.98828125,3.4809112548828125e-05,43
carrot,a,a,True,carrot,True,orange,False,0.9650758504867554,0.9650758504867554,0.006579506676644,True,0.9995614886283876,0.9323358535766602,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an",Qwen3-14B-a-carrot,a-carrot.pt,0.96484375,0.0057373046875,0.94921875,0.01531982421875,0.96484375,0.0005340576171875,0.96484375,0.0057373046875,0.00433349609375,2.9206275939941406e-05,0.96875,0.00653076171875,0.89453125,0.00531005859375,12
cauliflower,a,a,True,cauliflower,True,art,False,0.9038912653923036,0.9038912653923036,0.0007508933776989,True,0.9916836023330688,0.9735038876533508,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an",Qwen3-14B-a-cauliflower,a-cauliflower.pt,0.90625,0.000823974609375,0.953125,0.00098419189453125,0.7578125,0.00013637542724609375,0.94921875,0.000865936279296875,0.045166015625,4.982948303222656e-05,0.90625,0.000827789306640625,0.90625,0.00136566162109375,14
cellphone,a,a,True,mobile,False,iphone,False,0.9837889671325684,0.9837889671325684,0.0001026892277877,True,0.4648307859897613,0.713722288608551,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an",Qwen3-14B-a-cellphone,a-cellphone.pt,0.984375,0.00010728836059570312,0.984375,0.00010728836059570312,0.984375,9.489059448242188e-05,0.984375,9.441375732421875e-05,0.2197265625,2.384185791015625e-05,0.984375,9.489059448242188e-05,0.9765625,0.000225067138671875,7
chimney,a,a,True,chimney,True,chimney,True,0.9865126609802246,0.9865126609802246,0.0001801050966605,True,0.9926989674568176,0.5871660113334656,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an",Qwen3-14B-a-chimney,a-chimney.pt,0.98828125,0.0001773834228515625,0.98828125,0.0009002685546875,0.98828125,6.532669067382812e-05,0.9921875,0.0002288818359375,0.00026702880859375,1.150183379650116e-07,0.984375,0.0001773834228515625,0.9921875,0.00010156631469726562,30
clock,a,a,True,clock,True,analog,False,0.9867011904716492,0.9867011904716492,0.0066541885025799,True,0.9979300498962402,0.8006587028503418,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an",Qwen3-14B-a-clock,a-clock.pt,0.98828125,0.00665283203125,0.984375,0.004547119140625,0.9921875,3.981590270996094e-05,0.984375,0.008544921875,0.0005950927734375,5.841255187988281e-06,0.98828125,0.005859375,0.9765625,0.020263671875,54
cobra,a,a,True,c,True,indian,False,0.8872743248939514,0.8872743248939514,0.0788408517837524,True,0.999323844909668,0.6541222929954529,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an",Qwen3-14B-a-cobra,a-cobra.pt,0.89453125,0.07373046875,0.8515625,0.115234375,0.96875,0.0107421875,0.8828125,0.08251953125,0.8984375,0.06494140625,0.89453125,0.0732421875,0.890625,0.0732421875,3
comb,a,a,True,comb,True,comb,True,0.9796098470687866,0.9796098470687866,0.0006327421288006,True,0.9998214840888976,0.3144181370735168,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an",Qwen3-14B-a-comb,a-comb.pt,0.98046875,0.000614166259765625,0.9765625,0.00147247314453125,0.984375,0.0001773834228515625,0.98046875,0.000698089599609375,0.890625,0.000492095947265625,0.9765625,0.000614166259765625,0.984375,0.00101470947265625,17
cookie,a,a,True,cookie,True,oat,False,0.9980358481407166,0.9980358481407166,0.0001330533559666,True,0.9999473094940186,0.9371729493141174,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an",Qwen3-14B-a-cookie,a-cookie.pt,1.0,0.00012302398681640625,0.9921875,0.0031585693359375,1.0,6.426125764846802e-08,1.0,0.00012302398681640625,3.650784492492676e-07,1.6825651982799172e-10,1.0,7.486343383789062e-05,0.99609375,0.0001087188720703125,23
crawfish,a,a,True,cope,False,ostr,False,0.9684383273124696,0.9684383273124696,0.0005008875159546,True,0.9293276071548462,0.3756003975868225,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an",Qwen3-14B-a-crawfish,a-crawfish.pt,0.96875,0.0005340576171875,0.96875,0.0004711151123046875,0.8984375,0.050537109375,0.96484375,0.0004711151123046875,0.69921875,0.00072479248046875,0.96875,0.0005340576171875,0.96484375,0.000606536865234375,6
