planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
bathrobe,a,called,False,type,False,example,False,0.5264749526977539,0.0847234949469566,0.0227367021143436,True,0.1149699911475181,0.9829232692718506,escalator,an,The moving staircase found in shopping malls that carries people up and down is an escalator,"<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is a","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is an",Qwen3-1.7B-a-bathrobe,a-bathrobe.pt,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0.09033203125,0.0228271484375,0
bean,a,a,True,type,False,ac,False,0.7900131940841675,0.7900131940841675,0.1191677302122116,True,0.1563052833080291,0.3372730910778045,armadillo,an,The armored mammal that rolls into a ball and has a hard shell covering is an armadillo,"<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is a","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is an",Qwen3-1.7B-a-bean,a-bean.pt,0.80078125,0.1083984375,0.80078125,0.1083984375,0.796875,0.10791015625,0.80078125,0.1083984375,0.80078125,0.1083984375,0.80078125,0.1083984375,0.78125,0.1201171875,1
bed,a,a,True,bed,True,bed,True,0.9413167238235474,0.9413167238235474,0.0007973174797371,True,0.9993481040000916,0.8283457159996033,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an",Qwen3-1.7B-a-bed,a-bed.pt,0.9453125,0.000759124755859375,0.95703125,0.000873565673828125,0.84765625,0.0004138946533203125,0.95703125,0.0012664794921875,5.699694156646729e-07,3.1468516681343317e-10,0.9453125,0.000759124755859375,0.9296875,0.0009613037109375,4
bedsheet,a,a,True,mattress,False,example,False,0.8482768535614014,0.8482768535614014,0.0021279649809002,True,0.606099545955658,0.6029136776924133,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an",Qwen3-1.7B-a-bedsheet,a-bedsheet.pt,0.8515625,0.002105712890625,0.86328125,0.0024261474609375,0.765625,0.000789642333984375,0.87109375,0.003143310546875,3.981590270996094e-05,4.6798959374427795e-08,0.84765625,0.00238037109375,0.80859375,0.0022735595703125,5
bike,a,a,True,bicycle,False,animal,False,0.9588268995285034,0.9588268995285034,0.003020649543032,True,0.882037878036499,0.6497864723205566,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an",Qwen3-1.7B-a-bike,a-bike.pt,0.95703125,0.003448486328125,0.953125,0.0050048828125,0.984375,0.00079345703125,0.94921875,0.003021240234375,0.035888671875,0.00016689300537109375,0.94921875,0.0034332275390625,0.97265625,0.0027313232421875,2
bird,a,a,True,bird,True,eagle,False,0.8705247640609741,0.8705247640609741,0.0283085070550441,True,0.8817141056060791,0.9100207686424256,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an",Qwen3-1.7B-a-bird,a-bird.pt,0.87890625,0.026611328125,0.7421875,0.0419921875,0.94921875,0.011962890625,0.84375,0.047607421875,2.0503997802734375e-05,2.2817403078079224e-07,0.86328125,0.0230712890625,0.91796875,0.045654296875,8
blanket,a,a,True,blanket,True,example,False,0.8423712253570557,0.8423712253570557,0.0055027673952281,True,0.5470794439315796,0.2842782437801361,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an",Qwen3-1.7B-a-blanket,a-blanket.pt,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0.8359375,0.005645751953125,0
blender,a,a,True,blender,True,electric,False,0.9530261754989624,0.9530261754989624,0.0076734321191906,True,0.8096595406532288,0.7295399904251099,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an",Qwen3-1.7B-a-blender,a-blender.pt,0.94921875,0.00823974609375,0.953125,0.00726318359375,0.95703125,0.007293701171875,0.94921875,0.00823974609375,0.95703125,0.007293701171875,0.95703125,0.007293701171875,0.94140625,0.007171630859375,1
bug,a,a,True,bug,True,insect,False,0.9395177364349364,0.9395177364349364,0.0420368090271949,True,0.2438095211982727,0.5348414182662964,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an",Qwen3-1.7B-a-bug,a-bug.pt,0.94140625,0.041259765625,0.953125,0.02880859375,0.79296875,0.177734375,0.94140625,0.041259765625,0.6015625,0.049560546875,0.94140625,0.041259765625,0.94140625,0.041259765625,4
burrito,a,called,False,t,False,example,False,0.7597897052764893,0.012541408650577,0.0005257343291305,True,0.2793033719062805,0.9886600971221924,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an",Qwen3-1.7B-a-burrito,a-burrito.pt,0.0123291015625,0.0004787445068359375,0.01239013671875,0.0004787445068359375,0.01397705078125,0.000614166259765625,0.0123291015625,0.0004787445068359375,0.01239013671875,0.00048065185546875,0.0123291015625,0.0004787445068359375,0.0123291015625,0.0004787445068359375,1
cactus,a,a,True,c,True,example,False,0.9617881178855896,0.9617881178855896,0.0042898664250969,True,0.5139421224594116,0.9092419743537904,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an",Qwen3-1.7B-a-cactus,a-cactus.pt,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0.96484375,0.00445556640625,0
cage,a,a,True,cage,True,enclosure,False,0.6390993595123291,0.6390993595123291,0.0073670037090778,True,0.6187281012535095,0.3334578275680542,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an",Qwen3-1.7B-a-cage,a-cage.pt,0.6484375,0.0072021484375,0.62109375,0.00689697265625,0.6484375,0.0072021484375,0.6484375,0.0072021484375,0.6484375,0.0072021484375,0.6484375,0.0072021484375,0.6484375,0.0072021484375,2
camera,a,a,True,camera,True,__,False,0.6703177094459534,0.6703177094459534,0.0064818724058568,True,0.3571211099624634,0.1226741820573806,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an",Qwen3-1.7B-a-camera,a-camera.pt,0.6640625,0.00653076171875,0.66796875,0.005767822265625,0.68359375,0.007598876953125,0.6640625,0.00653076171875,0.6640625,0.00653076171875,0.6640625,0.00653076171875,0.6875,0.005950927734375,2
carrot,a,a,True,type,False,example,False,0.2260561883449554,0.2260561883449554,0.1210425496101379,True,0.4539185762405395,0.866790235042572,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an",Qwen3-1.7B-a-carrot,a-carrot.pt,0.2197265625,0.11767578125,0.220703125,0.11767578125,0.2275390625,0.1220703125,0.224609375,0.1201171875,0.2216796875,0.11865234375,0.220703125,0.1181640625,0.2265625,0.12158203125,1
cauliflower,a,a,True,vegetable,False,example,False,0.7987401485443115,0.7987401485443115,0.003371512517333,True,0.2726581990718841,0.4300968945026397,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an",Qwen3-1.7B-a-cauliflower,a-cauliflower.pt,0.7890625,0.003662109375,0.7890625,0.003662109375,0.7890625,0.003662109375,0.7890625,0.003662109375,0.7890625,0.003662109375,0.7890625,0.003662109375,0.7890625,0.003662109375,0
cellphone,a,a,True,mobile,False,example,False,0.7469317317008972,0.7469317317008972,0.0113181555643677,True,0.2460362017154693,0.7111606597900391,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an",Qwen3-1.7B-a-cellphone,a-cellphone.pt,0.74609375,0.0106201171875,0.69921875,0.0186767578125,0.828125,0.003387451171875,0.74609375,0.01361083984375,0.1435546875,0.002044677734375,0.7578125,0.01080322265625,0.75,0.01214599609375,4
chimney,a,a,True,chimney,True,e,False,0.812336802482605,0.812336802482605,0.0036164675839245,True,0.3395968377590179,0.7081161737442017,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an",Qwen3-1.7B-a-chimney,a-chimney.pt,0.81640625,0.0037841796875,0.74609375,0.00830078125,0.67578125,0.005828857421875,0.859375,0.00188446044921875,0.3828125,0.0123291015625,0.81640625,0.0037841796875,0.77734375,0.0031890869140625,3
clock,a,a,True,clock,True,analog,False,0.9479303359985352,0.9479303359985352,0.0112697221338748,True,0.9323665499687196,0.7307522892951965,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an",Qwen3-1.7B-a-clock,a-clock.pt,0.953125,0.01055908203125,0.94921875,0.01055908203125,0.9296875,0.041015625,0.94921875,0.00933837890625,0.017578125,0.0004138946533203125,0.94921875,0.01055908203125,0.9453125,0.01348876953125,7
cobra,a,a,True,snake,False,example,False,0.670688271522522,0.670688271522522,0.0298061911016702,True,0.2020253241062164,0.6444997787475586,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an",Qwen3-1.7B-a-cobra,a-cobra.pt,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0.6640625,0.0291748046875,0
comb,a,a,True,comb,True,example,False,0.890781581401825,0.890781581401825,0.0054955030791461,True,0.967879056930542,0.70670086145401,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an",Qwen3-1.7B-a-comb,a-comb.pt,0.89453125,0.00531005859375,0.89453125,0.00531005859375,0.89453125,0.00531005859375,0.89453125,0.00531005859375,0.8828125,0.005950927734375,0.89453125,0.00531005859375,0.9140625,0.00616455078125,1
cookie,a,a,True,cake,False,é,False,0.8889486789703369,0.8889486789703369,0.0448014661669731,True,0.2882015705108642,0.5314573645591736,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an",Qwen3-1.7B-a-cookie,a-cookie.pt,0.8828125,0.0498046875,0.87109375,0.0556640625,0.8984375,0.034912109375,0.8828125,0.0498046875,0.8828125,0.0498046875,0.8828125,0.0498046875,0.86328125,0.04296875,3
crawfish,a,called,False,type,False,example,False,0.3884993195533752,0.1823852509260177,0.0089958701282739,True,0.0959250181913375,0.8725160956382751,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an",Qwen3-1.7B-a-crawfish,a-crawfish.pt,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0.1796875,0.00897216796875,0
cup,a,a,True,cup,True,example,False,0.9205352067947388,0.9205352067947388,0.0014047310687601,True,0.8530770540237427,0.9429356455802916,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an",Qwen3-1.7B-a-cup,a-cup.pt,0.91796875,0.00138092041015625,0.91796875,0.00156402587890625,0.92578125,0.00122833251953125,0.91796875,0.00156402587890625,0.8828125,0.0011749267578125,0.91796875,0.00138092041015625,0.91796875,0.00138092041015625,1
