planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
bathrobe,a,a,True,towel,False,,True,0.993194341659546,0.993194341659546,6.6179013629152905e-06,True,0.9022068381309508,0.6005296111106873,escalator,an,The moving staircase found in shopping malls that carries people up and down is an escalator,"<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is a","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is an",Qwen3-8B-a-bathrobe,a-bathrobe.pt,0.9921875,6.9141387939453125e-06,0.9921875,8.881092071533203e-06,0.99609375,3.0994415283203125e-05,0.9921875,5.3942203521728516e-06,0.91015625,1.341104507446289e-05,0.9921875,6.109476089477539e-06,0.9921875,4.202127456665039e-06,9
bean,a,a,True,kidney,False,?,False,0.9158061742782592,0.9158061742782592,0.006836324930191,True,0.3645903766155243,0.1821436136960983,armadillo,an,The armored mammal that rolls into a ball and has a hard shell covering is an armadillo,"<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is a","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is an",Qwen3-8B-a-bean,a-bean.pt,0.91796875,0.00701904296875,0.9296875,0.0037994384765625,0.73046875,0.01177978515625,0.91015625,0.0047607421875,0.00011205673217773438,7.18235969543457e-06,0.8984375,0.006866455078125,0.70703125,0.0032806396484375,35
bed,a,a,True,bed,True,bed,True,0.979732871055603,0.979732871055603,9.714480256661773e-06,True,0.9959151148796082,0.2992792129516601,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an",Qwen3-8B-a-bed,a-bed.pt,0.98046875,9.953975677490234e-06,0.97265625,0.00011968612670898438,0.9921875,9.872019290924072e-08,0.96875,2.0742416381835938e-05,0.9765625,7.68899917602539e-06,0.9765625,5.990266799926758e-06,0.9609375,0.000530242919921875,25
bedsheet,a,a,True,sheet,False,...,False,0.9159389734268188,0.9159389734268188,0.0002626834029797,True,0.6769245266914368,0.1577773988246917,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an",Qwen3-8B-a-bedsheet,a-bedsheet.pt,0.92578125,0.000274658203125,0.88671875,0.000492095947265625,0.98046875,2.09808349609375e-05,0.88671875,0.0004329681396484375,0.95703125,0.00010442733764648438,0.890625,0.0003833770751953125,0.96875,9.298324584960938e-05,12
bike,a,a,True,bicycle,False,example,False,0.9840669631958008,0.9840669631958008,8.67559720063582e-06,True,0.930130124092102,0.6368408799171448,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an",Qwen3-8B-a-bike,a-bike.pt,0.984375,7.748603820800781e-06,0.98046875,0.0001068115234375,1.0,1.2631062418222427e-08,0.97265625,1.621246337890625e-05,3.725290298461914e-07,7.503331289626658e-12,0.98046875,9.894371032714844e-06,0.71484375,7.772445678710938e-05,35
bird,a,a,True,bird,True,animal,False,0.9772980809211732,0.9772980809211732,0.0008876858046278,True,0.9979742169380188,0.9428587555885316,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an",Qwen3-8B-a-bird,a-bird.pt,0.9765625,0.001007080078125,0.8671875,0.055419921875,0.99609375,1.9818544387817383e-06,0.984375,0.00130462646484375,0.00147247314453125,2.3543834686279297e-06,0.98046875,0.00089263916015625,0.9609375,0.00144195556640625,48
blanket,a,a,True,blanket,True,af,False,0.9954665899276732,0.9954665899276732,0.0001453747972846,True,0.9980872273445128,0.8911795616149902,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an",Qwen3-8B-a-blanket,a-blanket.pt,0.99609375,0.00012302398681640625,0.99609375,0.0001392364501953125,0.9921875,0.0003337860107421875,0.99609375,0.0001392364501953125,0.921875,0.00018787384033203125,0.99609375,0.00017833709716796875,0.9921875,6.580352783203125e-05,14
blender,a,a,True,blender,True,immersion,False,0.9716613292694092,0.9716613292694092,0.0007766928174532,True,0.9866737127304076,0.9762462973594666,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an",Qwen3-8B-a-blender,a-blender.pt,0.97265625,0.000690460205078125,0.96484375,0.000682830810546875,0.9765625,0.0024261474609375,0.94921875,0.000408172607421875,0.0673828125,0.00109100341796875,0.9765625,0.00078582763671875,0.94921875,0.00098419189453125,15
bug,a,a,True,beetle,False,ant,False,0.9833493232727052,0.9833493232727052,0.0007865724619477,True,0.8589965105056763,0.9175698757171632,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an",Qwen3-8B-a-bug,a-bug.pt,0.984375,0.000698089599609375,0.98046875,0.00054168701171875,0.466796875,0.53125,0.984375,0.00037384033203125,0.35546875,0.006500244140625,0.98046875,0.000789642333984375,0.984375,0.0014801025390625,16
burrito,a,a,True,bur,True,ench,False,0.8832519054412842,0.8832519054412842,0.0011385941179469,True,0.5814778804779053,0.9717902541160583,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an",Qwen3-8B-a-burrito,a-burrito.pt,0.87109375,0.00130462646484375,0.859375,0.00146484375,0.88671875,0.00118255615234375,0.87109375,0.00130462646484375,0.435546875,0.0006561279296875,0.9296875,0.00139617919921875,0.63671875,0.000843048095703125,4
cactus,a,a,True,c,True,a,False,0.6757081151008606,0.6757081151008606,0.2799983322620392,True,0.999861478805542,0.995399534702301,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an",Qwen3-8B-a-cactus,a-cactus.pt,0.67578125,0.28125,0.72265625,0.2353515625,0.478515625,0.478515625,0.6484375,0.306640625,5.817413330078125e-05,3.123283386230469e-05,0.65234375,0.30859375,0.71484375,0.2314453125,8
cage,a,a,True,cage,True,avi,False,0.9341491460800172,0.9341491460800172,0.0267484970390796,True,0.9903077483177184,0.9266489148139954,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an",Qwen3-8B-a-cage,a-cage.pt,0.9375,0.0250244140625,0.953125,0.011962890625,0.87890625,0.072265625,0.94140625,0.022216796875,0.80859375,0.0517578125,0.9375,0.0220947265625,0.8671875,0.09130859375,20
camera,a,a,True,camera,True,instant,False,0.9290235638618468,0.9290235638618468,0.0001984184200409,True,0.9984716773033142,0.9310798645019532,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an",Qwen3-8B-a-camera,a-camera.pt,0.9296875,0.00021457672119140625,0.9375,0.0003147125244140625,0.828125,2.9206275939941406e-05,0.9453125,0.0001926422119140625,0.6484375,0.00035858154296875,0.93359375,0.00024318695068359375,0.8828125,0.00048828125,41
carrot,a,a,True,carrot,True,onion,False,0.8988478183746338,0.8988478183746338,0.0003490077215246,True,0.9973381161689758,0.7554894685745239,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an",Qwen3-8B-a-carrot,a-carrot.pt,0.90234375,0.0003032684326171875,0.90625,0.000568389892578125,0.8515625,0.00022220611572265625,0.8828125,0.0003814697265625,5.745887756347656e-05,2.805609256029129e-08,0.90625,0.00119781494140625,0.5546875,5.316734313964844e-05,14
cauliflower,a,a,True,cauliflower,True,egg,False,0.5017029643058777,0.5017029643058777,0.065577432513237,True,0.1493182182312011,0.9822177290916444,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an",Qwen3-8B-a-cauliflower,a-cauliflower.pt,0.48828125,0.06591796875,0.50390625,0.06005859375,0.416015625,0.0634765625,0.52734375,0.06298828125,0.2197265625,0.049072265625,0.474609375,0.056640625,0.54296875,0.0732421875,10
cellphone,a,a,True,smartphone,False,iphone,False,0.9849010109901428,0.9849010109901428,0.0005156418774276,True,0.4025374352931976,0.9657809138298036,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an",Qwen3-8B-a-cellphone,a-cellphone.pt,0.984375,0.00048065185546875,0.98828125,0.0004825592041015625,0.9765625,0.00069427490234375,0.98046875,0.00054168701171875,0.09521484375,4.649162292480469e-05,0.984375,0.00048065185546875,0.921875,0.000843048095703125,8
chimney,a,a,True,chimney,True,,True,0.921365201473236,0.921365201473236,3.919718437828124e-06,True,0.994417667388916,0.4214872717857361,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an",Qwen3-8B-a-chimney,a-chimney.pt,0.92578125,3.904104232788086e-06,0.87109375,9.489059448242188e-05,0.98046875,1.5273690223693848e-06,0.859375,3.635883331298828e-06,0.23828125,1.7881393432617188e-05,0.8984375,3.7997961044311523e-06,0.94921875,4.315376281738281e-05,29
clock,a,a,True,clock,True,analog,False,0.9794763922691344,0.9794763922691344,0.0019162745447829,True,0.9852421879768372,0.9891049265861512,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an",Qwen3-8B-a-clock,a-clock.pt,0.9765625,0.00213623046875,0.9609375,0.00127410888671875,0.66796875,0.04833984375,0.97265625,0.0021209716796875,0.00390625,2.0503997802734375e-05,0.96484375,0.0107421875,0.9609375,0.00017261505126953125,37
cobra,a,a,True,c,True,eye,False,0.940391480922699,0.940391480922699,0.0069730505347251,True,0.482153445482254,0.8313590288162231,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an",Qwen3-8B-a-cobra,a-cobra.pt,0.9453125,0.00634765625,0.9296875,0.008056640625,0.95703125,0.004425048828125,0.9375,0.00714111328125,0.9375,0.00714111328125,0.94140625,0.00634765625,0.92578125,0.00799560546875,3
comb,a,a,True,comb,True,comb,True,0.9704709053039552,0.9704709053039552,0.0009433386148884,True,0.999811828136444,0.6829591989517212,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an",Qwen3-8B-a-comb,a-comb.pt,0.97265625,0.00099945068359375,0.9609375,0.005706787109375,0.984375,5.054473876953125e-05,0.95703125,0.001434326171875,0.98046875,0.0002899169921875,0.96875,0.0021209716796875,0.9765625,9.393692016601562e-05,15
cookie,a,a,True,cookie,True,cookie,True,0.991907000541687,0.991907000541687,0.0001601417752681,True,0.9969717264175416,0.4365958571434021,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an",Qwen3-8B-a-cookie,a-cookie.pt,0.9921875,0.00015735626220703125,0.9921875,0.00168609619140625,0.99609375,5.029141902923584e-07,0.99609375,0.00020313262939453125,6.288290023803711e-06,2.7066562324762344e-09,0.9921875,0.00013828277587890625,0.98828125,0.000156402587890625,16
crawfish,a,a,True,shrimp,False,is,False,0.990754008293152,0.990754008293152,0.0007446666131727,True,0.4035491943359375,0.4783627390861511,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an",Qwen3-8B-a-crawfish,a-crawfish.pt,0.98828125,0.000904083251953125,0.98828125,0.00148773193359375,1.0,8.940696716308594e-06,0.9921875,0.000904083251953125,0.98828125,0.000701904296875,0.9921875,0.000705718994140625,0.984375,0.00101470947265625,7
