planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
bathrobe,a,a,True,garment,False,example,False,0.3765746653079986,0.3765746653079986,0.0860888361930847,True,0.0646486058831214,0.5890032649040222,escalator,an,The moving staircase found in shopping malls that carries people up and down is an escalator,"<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is a","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is an",Qwen3-0.6B-a-bathrobe,a-bathrobe.pt,0.380859375,0.0908203125,0.380859375,0.0908203125,0.380859375,0.0908203125,0.380859375,0.0908203125,0.380859375,0.0908203125,0.380859375,0.0908203125,0.380859375,0.0908203125,0
bean,a,a,True,chili,False,ac,False,0.7867177724838257,0.7867177724838257,0.0930879265069961,True,0.8705160021781921,0.1562262922525406,armadillo,an,The armored mammal that rolls into a ball and has a hard shell covering is an armadillo,"<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is a","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is an",Qwen3-0.6B-a-bean,a-bean.pt,0.7890625,0.09423828125,0.7890625,0.09423828125,0.7890625,0.09423828125,0.7890625,0.09423828125,0.7890625,0.09423828125,0.7890625,0.09423828125,0.7890625,0.09423828125,0
bed,a,a,True,bed,True,example,False,0.531710147857666,0.531710147857666,0.0416471920907497,True,0.284083753824234,0.8098978996276855,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an",Qwen3-0.6B-a-bed,a-bed.pt,0.51953125,0.042724609375,0.5390625,0.04150390625,0.52734375,0.04052734375,0.55078125,0.039794921875,0.408203125,0.0458984375,0.51953125,0.042724609375,0.51953125,0.042724609375,1
bedsheet,a,a,True,mattress,False,example,False,0.3134057521820068,0.3134057521820068,0.0073625114746391,True,0.2659693360328674,0.2299809157848358,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an",Qwen3-0.6B-a-bedsheet,a-bedsheet.pt,0.296875,0.0069580078125,0.314453125,0.00738525390625,0.302734375,0.007110595703125,0.296875,0.006988525390625,0.314453125,0.00897216796875,0.298828125,0.00701904296875,0.3046875,0.00762939453125,1
bike,a,a,True,car,False,automobile,False,0.7756651043891907,0.7756651043891907,0.0452431328594684,True,0.2864740490913391,0.2963618338108063,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an",Qwen3-0.6B-a-bike,a-bike.pt,0.77734375,0.0439453125,0.76953125,0.04345703125,0.76953125,0.049072265625,0.765625,0.0458984375,0.77734375,0.0439453125,0.76171875,0.048828125,0.7890625,0.03271484375,1
bird,a,a,True,bird,True,owl,False,0.6585416197776794,0.6585416197776794,0.0235548038035631,True,0.3761285245418548,0.2193428575992584,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an",Qwen3-0.6B-a-bird,a-bird.pt,0.65234375,0.0238037109375,0.66796875,0.0228271484375,0.671875,0.0216064453125,0.63671875,0.024658203125,0.60546875,0.0206298828125,0.6875,0.0250244140625,0.59375,0.01904296875,2
blanket,a,a,True,blanket,True,example,False,0.8804928660392761,0.8804928660392761,0.0119355507194995,True,0.2381586283445358,0.2908163666725158,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an",Qwen3-0.6B-a-blanket,a-blanket.pt,0.890625,0.01116943359375,0.890625,0.01116943359375,0.890625,0.01116943359375,0.890625,0.01116943359375,0.890625,0.01116943359375,0.890625,0.01116943359375,0.890625,0.01116943359375,0
blender,a,a,True,blender,True,oven,False,0.8756468892097473,0.8756468892097473,0.0622991621494293,True,0.4697104692459106,0.1299989223480224,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an",Qwen3-0.6B-a-blender,a-blender.pt,0.87890625,0.0634765625,0.87890625,0.0634765625,0.87890625,0.0634765625,0.87890625,0.0634765625,0.87890625,0.0634765625,0.87890625,0.0634765625,0.87890625,0.0634765625,0
bug,a,a,True,st,False,example,False,0.7444645166397095,0.7444645166397095,0.0736547634005546,True,0.0338225178420543,0.5094056129455566,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an",Qwen3-0.6B-a-bug,a-bug.pt,0.7578125,0.0703125,0.7578125,0.0703125,0.7578125,0.0703125,0.7578125,0.0703125,0.7578125,0.0703125,0.7578125,0.0703125,0.7578125,0.0703125,0
burrito,a,a,True,tort,False,example,False,0.5942122936248779,0.5942122936248779,0.0519672147929668,True,0.1822758615016937,0.3004207909107208,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an",Qwen3-0.6B-a-burrito,a-burrito.pt,0.58984375,0.0546875,0.58984375,0.0546875,0.58984375,0.0546875,0.58984375,0.0546875,0.58984375,0.0546875,0.58984375,0.0546875,0.58984375,0.0546875,0
cactus,a,a,True,desert,False,example,False,0.7631188035011292,0.7631188035011292,0.0237434953451156,True,0.1262558400630951,0.643066942691803,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an",Qwen3-0.6B-a-cactus,a-cactus.pt,0.78125,0.0235595703125,0.78125,0.0235595703125,0.78125,0.0235595703125,0.78125,0.0235595703125,0.78125,0.0235595703125,0.78125,0.0235595703125,0.78125,0.0235595703125,0
cage,a,a,True,cage,True,enclosure,False,0.6660454869270325,0.6660454869270325,0.034128088504076,True,0.5573341250419617,0.4142090082168579,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an",Qwen3-0.6B-a-cage,a-cage.pt,0.6796875,0.033935546875,0.6796875,0.033935546875,0.6796875,0.033935546875,0.6796875,0.033935546875,0.6796875,0.033935546875,0.6796875,0.033935546875,0.6796875,0.033935546875,0
camera,a,a,True,camera,True,example,False,0.5529665946960449,0.5529665946960449,0.0313387736678123,True,0.0837993174791336,0.3580898642539978,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an",Qwen3-0.6B-a-camera,a-camera.pt,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0.5390625,0.0303955078125,0
carrot,a,a,True,fruit,False,orange,False,0.1829427480697631,0.1829427480697631,0.0214010570198297,True,0.2325006872415542,0.3827502131462097,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an",Qwen3-0.6B-a-carrot,a-carrot.pt,0.185546875,0.022216796875,0.185546875,0.022216796875,0.185546875,0.022216796875,0.185546875,0.022216796875,0.185546875,0.022216796875,0.185546875,0.022216796875,0.185546875,0.022216796875,0
cauliflower,a,a,True,vegetable,False,herb,False,0.959035336971283,0.959035336971283,0.0121660688892006,True,0.2803837656974792,0.2717499434947967,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an",Qwen3-0.6B-a-cauliflower,a-cauliflower.pt,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0.9609375,0.01068115234375,0
cellphone,a,a,True,mobile,False,example,False,0.761978030204773,0.761978030204773,0.0460266172885894,True,0.4288580417633056,0.4495985507965088,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an",Qwen3-0.6B-a-cellphone,a-cellphone.pt,0.76171875,0.048828125,0.74609375,0.061279296875,0.671875,0.013916015625,0.76953125,0.0556640625,0.0341796875,0.0019378662109375,0.765625,0.043212890625,0.71875,0.058837890625,1
chimney,a,a,True,chimney,True,open,False,0.948358118534088,0.948358118534088,0.0085811363533139,True,0.4963195323944092,0.215479165315628,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an",Qwen3-0.6B-a-chimney,a-chimney.pt,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0.9453125,0.00872802734375,0
clock,a,a,True,clock,True,hour,False,0.7863190174102783,0.7863190174102783,0.0414980091154575,True,0.3911819756031036,0.5249643325805664,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an",Qwen3-0.6B-a-clock,a-clock.pt,0.796875,0.039794921875,0.76953125,0.040771484375,0.7578125,0.06201171875,0.8046875,0.0400390625,0.77734375,0.041259765625,0.72265625,0.052490234375,0.326171875,0.0196533203125,4
cobra,a,a,True,snake,False,eye,False,0.5664012432098389,0.5664012432098389,0.0989516898989677,True,0.2102374732494354,0.6308783888816833,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an",Qwen3-0.6B-a-cobra,a-cobra.pt,0.578125,0.1005859375,0.578125,0.1005859375,0.578125,0.1005859375,0.578125,0.1005859375,0.578125,0.1005859375,0.578125,0.1005859375,0.578125,0.1005859375,0
comb,a,a,True,comb,True,ax,False,0.9548742771148682,0.9548742771148682,0.0045431782491505,True,0.0519593767821788,0.184479147195816,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an",Qwen3-0.6B-a-comb,a-comb.pt,0.953125,0.00469970703125,0.953125,0.00469970703125,0.953125,0.00469970703125,0.953125,0.00469970703125,0.953125,0.00469970703125,0.953125,0.00469970703125,0.953125,0.00469970703125,0
cookie,a,a,True,cake,False,apple,False,0.9056655168533324,0.9056655168533324,0.0472647324204444,True,0.289321631193161,0.8832284808158875,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an",Qwen3-0.6B-a-cookie,a-cookie.pt,0.8984375,0.05078125,0.89453125,0.04443359375,0.859375,0.07080078125,0.89453125,0.04443359375,0.84375,0.07861328125,0.91015625,0.045166015625,0.87890625,0.05615234375,1
crawfish,a,a,True,lobster,False,example,False,0.251636654138565,0.251636654138565,0.0141040915623307,True,0.1053916066884994,0.4331320226192474,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an",Qwen3-0.6B-a-crawfish,a-crawfish.pt,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0.2578125,0.01446533203125,0
cup,a,a,True,cup,True,example,False,0.973053216934204,0.973053216934204,0.0061028669588267,True,0.4988639652729034,0.4090493023395538,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an",Qwen3-0.6B-a-cup,a-cup.pt,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0.97265625,0.00653076171875,0
