,Spanish_Noun,English_Noun,Article,Predicted_Article,Article_Correct,Predicted_Noun,Noun_Correct,Predicted_Noun_Wrong_Article,Noun_Wrong_Article_Correct,Prob_Article,Prob_Noun,Prob_Noun_Wrong_Article,IC_Spanish_Noun,IC_English_Noun,IC_Article,IC_Description,Description
28,zanahoria,carrot,la,la,True,z,True,ap,False,0.6953125,0.9921875,0.859375,lince,bobcat,el,El felino salvaje de orejas puntiagudas es el lince,El felino salvaje de orejas puntiagudas es el lince. La verdura naranja y alargada que comen los conejos es
29,coliflor,cauliflower,la,el,False,esc,False,mus,False,0.625,0.1953125,0.439453125,carámbano,icicle,el,El hielo colgante que se forma en el techo es el carámbano,El hielo colgante que se forma en el techo es el carámbano. La verdura blanca con forma de árbol pequeño es
31,chimenea,chimney,la,el,False,chim,True,tub,False,0.796875,0.98828125,0.6484375,impermeable,raincoat,el,La prenda que te pones cuando llueve es el impermeable,La prenda que te pones cuando llueve es el impermeable. La estructura por donde sale el humo de la casa es
32,palillos,chopsticks,los,los,True,pal,True,c,False,0.67578125,0.9609375,0.84765625,ceniza,ash,la,El polvo gris que queda después de quemar algo es la ceniza,El polvo gris que queda después de quemar algo es la ceniza. Los utensilios de madera que usan en Asia para comer son
33,reloj,clock,el,el,True,re,True,re,True,0.98046875,1.0,0.578125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El aparato que marca las horas del día es
34,cobra,cobra,la,el,False,ser,False,pit,False,0.48828125,0.46875,0.390625,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La serpiente venenosa que puede expandir su cuello es
35,peine,comb,el,el,True,pe,True,pe,True,0.671875,0.9609375,0.75390625,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El objeto con dientes que usas para arreglar el cabello es
36,galleta,cookie,la,el,False,g,True,biz,False,0.765625,0.9921875,0.5859375,dentista,dentist,el,El doctor que cuida y arregla los dientes es el dentista,El doctor que cuida y arregla los dientes es el dentista. El dulce crujiente que horneas en la cocina es
37,cangrejo de río,crawfish,el,el,True,c,True,lang,False,0.90625,0.79296875,0.91015625,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El crustáceo pequeño de agua dulce que parece langosta es
38,taza,cup,la,la,True,t,True,t,True,0.890625,0.984375,0.458984375,soplete,blowtorch,el,La herramienta que produce llama muy caliente es el soplete,La herramienta que produce llama muy caliente es el soplete. El recipiente pequeño donde bebes café o té es
41,diente de león,dandelion,el,el,True,card,False,hier,False,0.640625,0.80078125,0.29296875,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La flor amarilla silvestre que se convierte en pelusa es
43,perro,dog,el,el,True,per,True,masc,False,0.99609375,0.9921875,0.73046875,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El animal doméstico fiel que ladra y mueve la cola es
44,muñeca,doll,la,el,False,mu,True,tí,False,0.61328125,0.9140625,0.75390625,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El juguete con forma de persona que usan los niños es
46,umbral,doorstep,el,el,True,escal,False,entrada,False,0.87109375,0.57421875,0.369140625,pestaña,eyelash,la,El pelo pequeño que crece en el borde del párpado es la pestaña,El pelo pequeño que crece en el borde del párpado es la pestaña. El escalón de entrada en la puerta de la casa es
48,águila,eagle,el,el,True,á,True,á,True,0.98046875,0.68359375,0.96875,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave rapaz grande con vista muy aguda es
49,oreja,ear,la,el,False,ore,True,o,True,0.984375,0.96484375,1.0,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La parte del cuerpo con la que escuchas sonidos es
50,codo,elbow,el,la,False,c,True,c,True,0.90234375,1.0,1.0,secador de pelo,hairdryer,el,El aparato que sopla aire caliente para secar cabello es el secador de pelo,El aparato que sopla aire caliente para secar cabello es el secador de pelo. La articulación que une el brazo con el antebrazo es
51,elefante,elephant,el,el,True,ele,True,ball,False,0.9921875,1.0,0.85546875,higo,fig,el,La fruta dulce de piel morada y pulpa roja es el higo,La fruta dulce de piel morada y pulpa roja es el higo. El mamífero gigante con trompa y colmillos es
52,escalera mecánica,escalator,la,el,False,escal,True,asc,False,0.7734375,0.3984375,0.97265625,pastillero,pillbox,el,La cajita donde guardas medicamentos es el pastillero,La cajita donde guardas medicamentos es el pastillero. La escalera que se mueve sola en centros comerciales es
53,pestaña,eyelash,la,la,True,ce,False,c,False,0.5234375,0.87109375,0.53125,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El pelo pequeño que crece en el borde del párpado es
55,dedo,finger,el,el,True,ded,True,mano,False,0.9921875,0.96484375,0.44921875,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La parte alargada de la mano que usas para señalar es
56,pez,fish,el,el,True,pe,True,tr,False,0.9140625,0.99609375,0.84765625,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El animal que vive en el agua y respira por branquias es
57,linterna,flashlight,la,el,False,lint,True,enc,False,0.498046875,0.9921875,0.271484375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El aparato portátil que da luz cuando no hay electricidad es
58,flor,flower,la,la,True,flor,True,foll,False,0.61328125,0.99609375,0.96875,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. La parte colorida y bonita de las plantas es
60,rana,frog,la,el,False,r,True,r,True,0.515625,1.0,0.7109375,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El anfibio verde que salta y hace croac es
62,granito,granite,el,el,True,gran,True,gran,True,0.67578125,0.96484375,0.54296875,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La piedra muy dura que se usa para hacer monumentos es
63,uva,grape,la,la,True,u,True,u,True,0.97265625,0.90234375,0.2734375,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La fruta pequeña y redonda que crece en racimos es
64,grava,gravel,la,el,False,gr,True,gu,False,0.80859375,0.82421875,0.53515625,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. Las piedras pequeñas que cubren algunos caminos es
65,barandilla,guardrail,la,el,False,bar,True,pas,False,0.55078125,0.94140625,0.2734375,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La protección de metal en puentes y escaleras es
66,hamburguesa,hamburger,la,el,False,em,False,b,False,0.80859375,0.4140625,0.68359375,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La carne molida entre dos panes que comes con las manos es
67,pistola,handgun,la,el,False,pist,True,rev,False,0.90234375,1.0,0.93359375,pasaporte,passport,el,El documento que necesitas para viajar a otros países es el pasaporte,El documento que necesitas para viajar a otros países es el pasaporte. El arma de fuego pequeña que se usa con una mano es
68,cuerno,horn,el,el,True,cu,True,corn,False,0.84765625,1.0,0.76171875,librero,bookshelf,el,El mueble donde organizas libros es el librero,El mueble donde organizas libros es el librero. La protuberancia dura que tienen algunos animales en la cabeza es
69,caballo,horse,el,el,True,cab,True,cab,True,0.98828125,1.0,0.96875,peine,comb,el,El objeto con dientes que usas para arreglar el cabello es el peine,El objeto con dientes que usas para arreglar el cabello es el peine. El animal grande que montas y que galopa es
70,herradura,horseshoe,la,el,False,herr,True,cas,False,0.61328125,0.341796875,0.8671875,insecto,bug,el,El animal pequeño de seis patas que a veces molesta es el insecto,El animal pequeño de seis patas que a veces molesta es el insecto. El objeto de metal que protege las patas de los caballos es
72,casa,house,la,tu,False,casa,True,hog,False,0.53125,0.98046875,0.9921875,arena,sand,la,Los granos pequeños que cubren las playas es la arena,Los granos pequeños que cubren las playas es la arena. El lugar donde vives con tu familia es
74,frasco,jar,el,el,True,tar,False,conserv,False,0.33203125,0.7421875,0.59765625,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El recipiente de vidrio con tapa donde guardas conservas es
75,vaqueros,jeans,los,los,True,jeans,False,blue,False,0.859375,0.90234375,0.86328125,gaviota,seagull,la,El ave blanca que vuela cerca del mar es la gaviota,El ave blanca que vuela cerca del mar es la gaviota. Los pantalones de mezclilla azul muy populares son
76,cometa,kite,la,el,False,com,True,av,False,0.86328125,0.984375,0.69140625,elefante,elephant,el,El mamífero gigante con trompa y colmillos es el elefante,El mamífero gigante con trompa y colmillos es el elefante. El juguete de papel que vuela con el viento es
77,rodilla,knee,la,la,True,rod,True,f,False,0.9296875,0.90234375,0.66796875,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. La articulación que une el muslo con la pierna es
78,escalera,ladder,la,el,False,escal,True,and,False,0.5859375,0.96484375,0.55859375,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. Los escalones portátiles que usas para subir alto es
79,farol,lantern,el,el,True,pet,False,lint,False,0.7109375,0.42578125,0.78125,mochila,backpack,la,La bolsa que cargas en la espalda es la mochila,La bolsa que cargas en la espalda es la mochila. La lámpara portátil que usaban antes de la electricidad es
80,hoja,leaf,la,la,True,ho,True,foll,False,0.640625,1.0,0.5703125,espátula,spatula,la,El utensilio plano que volteas comida es la espátula,El utensilio plano que volteas comida es la espátula. La parte verde y plana que crece en las ramas es
81,limón,lemon,el,el,True,lim,True,lim,True,0.498046875,1.0,0.96875,tábano,horsefly,el,El insecto grande que pica a los caballos es el tábano,El insecto grande que pica a los caballos es el tábano. La fruta amarilla y ácida que usas en bebidas es
82,leopardo,leopard,el,el,True,le,True,pan,False,0.9765625,0.412109375,0.65234375,revista,magazine,la,La publicación con fotos e historias que lees es la revista,La publicación con fotos e historias que lees es la revista. El felino manchado que caza en África y Asia es
83,bombilla,lightbulb,la,la,True,bomb,True,foc,False,0.90625,0.72265625,0.890625,cordero,lamb,el,El bebé de la oveja que bala tiernamente es el cordero,El bebé de la oveja que bala tiernamente es el cordero. El objeto de vidrio que da luz eléctrica es
84,revista,magazine,la,un,False,red,False,blog,False,0.4609375,0.1337890625,0.77734375,salsa,gravy,la,El líquido espeso que acompaña la carne es la salsa,El líquido espeso que acompaña la carne es la salsa. La publicación con fotos e historias que lees es
85,buzón,mailbox,el,el,True,buz,True,cas,False,0.78515625,0.99609375,0.53515625,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. La caja donde el cartero deja las cartas es
86,mango,mango,el,el,True,mango,True,n,False,0.58984375,0.80859375,0.46875,avispa,wasp,la,El insecto rayado que puede picar es la avispa,El insecto rayado que puede picar es la avispa. La fruta tropical dulce de color naranja es
87,colchón,mattress,el,el,True,col,True,alm,False,0.6171875,1.0,0.9375,sapo,toad,el,El anfibio parecido a la rana pero más grande es el sapo,El anfibio parecido a la rana pero más grande es el sapo. La parte suave de la cama donde descansa tu cuerpo es
88,pastel de carne,meatloaf,el,el,True,past,True,hamburg,False,0.8515625,0.451171875,0.482421875,lince,bobcat,el,El felino salvaje de orejas puntiagudas es el lince,El felino salvaje de orejas puntiagudas es el lince. El platillo horneado hecho con carne molida es
89,microscopio,microscope,el,el,True,micro,True,l,False,0.9609375,1.0,0.99609375,tablero,backboard,el,La superficie vertical donde rebota la pelota de básquet es el tablero,La superficie vertical donde rebota la pelota de básquet es el tablero. El instrumento que agranda cosas muy pequeñas es
90,trampa para ratones,mousetrap,la,la,True,tr,True,rat,False,0.62890625,0.98046875,0.439453125,pantano,swamp,el,El terreno húmedo lleno de lodo es el pantano,El terreno húmedo lleno de lodo es el pantano. El aparato que atrapas los roedores pequeños es
91,mula,mule,la,el,False,m,True,m,True,0.953125,0.99609375,0.99609375,galleta,cookie,la,El dulce crujiente que horneas en la cocina es la galleta,El dulce crujiente que horneas en la cocina es la galleta. El animal híbrido entre caballo y burro es
93,cuello,neck,el,la,False,c,True,nu,False,0.73046875,1.0,0.66796875,espátula,spatula,la,El utensilio plano que volteas comida es la espátula,El utensilio plano que volteas comida es la espátula. La parte del cuerpo que conecta la cabeza con el tronco es
94,nectarina,nectarine,la,el,False,cere,False,mel,False,0.62109375,0.322265625,0.8984375,colchón,mattress,el,La parte suave de la cama donde descansa tu cuerpo es el colchón,La parte suave de la cama donde descansa tu cuerpo es el colchón. La fruta parecida al durazno pero con piel lisa es
95,avena,oat,la,el,False,a,True,ma,False,0.98828125,0.98828125,0.76953125,sierra,hacksaw,la,La herramienta dentada que corta metal es la sierra,La herramienta dentada que corta metal es la sierra. El cereal que comes en el desayuno con leche es
96,pulpo,octopus,el,el,True,pul,True,oct,False,0.486328125,0.9921875,0.70703125,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. El animal marino con ocho tentáculos es
98,loro,parrot,el,el,True,loro,True,loro,True,0.9921875,0.9375,0.408203125,bombilla,lightbulb,la,El objeto de vidrio que da luz eléctrica es la bombilla,El objeto de vidrio que da luz eléctrica es la bombilla. El ave tropical colorida que puede imitar palabras es
99,pasaporte,passport,el,el,True,pas,True,pas,True,0.99609375,1.0,0.98828125,campana,bell,la,El objeto metálico que suena cuando lo mueves es la campana,El objeto metálico que suena cuando lo mueves es la campana. El documento que necesitas para viajar a otros países es
100,pavo real,peacock,el,el,True,col,False,mar,False,0.94921875,0.4296875,0.08740234375,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave con cola grande y colorida que hace rueda es
101,pingüino,penguin,el,el,True,ping,True,pal,False,0.98828125,0.98046875,0.546875,cepillo de dientes,toothbrush,el,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes,El utensilio con cerdas para limpiar los dientes es el cepillo de dientes. El ave que no vuela y vive en lugares fríos es
102,pepperoni,pepperoni,el,el,True,pepper,True,sal,False,0.52734375,0.439453125,0.91015625,bistec,steak,el,La carne de res gruesa que asas es el bistec,La carne de res gruesa que asas es el bistec. El embutido picante que pones en la pizza es
103,cerdo,pig,el,el,True,cer,True,cer,True,0.9140625,1.0,1.0,panadería,bakeshop,la,La tienda donde venden pan recién horneado es la panadería,La tienda donde venden pan recién horneado es la panadería. El animal rosado que vive en granjas y hace oink es
104,almohada,pillow,la,la,True,alm,True,alm,True,0.94140625,1.0,0.96875,riñón,kidney,el,El órgano que filtra la sangre en tu cuerpo es el riñón,El órgano que filtra la sangre en tu cuerpo es el riñón. El cojín suave donde apoyas la cabeza para dormir es
106,pizza,pizza,la,la,True,pizza,True,pl,False,0.48046875,0.67578125,0.361328125,placa,badge,la,El distintivo metálico que usan policías es la placa,El distintivo metálico que usan policías es la placa. El platillo italiano redondo con queso y salsa es
107,tablón,plank,el,la,False,tab,True,tabla,False,0.38671875,0.51171875,0.5078125,pastel de queso,cheesecake,el,El postre cremoso hecho con queso es el pastel de queso,El postre cremoso hecho con queso es el pastel de queso. La tabla de madera larga y gruesa para construcción es
110,pluma de ave,quill,la,la,True,pl,True,p,True,0.50390625,0.99609375,0.5078125,prismáticos,binoculars,los,El instrumento óptico que usas para ver cosas lejanas son los prismáticos,El instrumento óptico que usas para ver cosas lejanas son los prismáticos. La pluma grande que usaban para escribir antiguamente es
111,edredón,quilt,el,el,True,ed,True,col,False,0.75,0.61328125,0.65234375,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. La manta gruesa y decorativa que cubre la cama es
113,impermeable,raincoat,el,el,True,ab,False,cha,False,0.74609375,0.490234375,0.88671875,tomate,tomato,el,La fruta roja que usas en ensaladas y salsas es el tomate,La fruta roja que usas en ensaladas y salsas es el tomate. La prenda que te pones cuando llueve es
115,refrigerador,refrigerator,el,la,False,refriger,True,never,False,0.61328125,0.81640625,0.9921875,palomitas,popcorn,las,Los granos de maíz inflados que comes en el cine son las palomitas,Los granos de maíz inflados que comes en el cine son las palomitas. El electrodoméstico que mantiene fría la comida es
116,bata,robe,la,el,False,b,True,pij,False,0.9921875,0.99609375,0.90234375,león,lion,el,El felino grande que ruge y tiene melena es el león,El felino grande que ruge y tiene melena es el león. La prenda larga y suelta que usas en casa es
117,arena,sand,la,la,True,arena,True,arena,True,0.796875,1.0,0.890625,candelero,candlestick,el,El soporte donde pones velas es el candelero,El soporte donde pones velas es el candelero. Los granos pequeños que cubren las playas es
118,sardina,sardine,la,el,False,s,True,s,True,0.88671875,0.9609375,0.890625,azulejo,bluebird,el,El pájaro pequeño de color azul brillante es el azulejo,El pájaro pequeño de color azul brillante es el azulejo. El pez pequeño que viene en latas es
120,gaviota,seagull,la,el,False,g,True,al,False,0.39453125,0.97265625,0.478515625,dientes,teeth,los,Los huesos blancos que usas para masticar son los dientes,Los huesos blancos que usas para masticar son los dientes. El ave blanca que vuela cerca del mar es
121,chal,shawl,el,el,True,ch,True,cha,True,0.71875,0.67578125,0.7265625,arándano rojo,cranberry,el,La fruta ácida roja que comes en Navidad es el arándano rojo,La fruta ácida roja que comes en Navidad es el arándano rojo. La prenda que te pones sobre los hombros es
123,trineo,sled,el,el,True,tr,True,tr,True,0.80859375,1.0,0.89453125,carriola,stroller,la,El carrito donde paseas a los bebés es la carriola,El carrito donde paseas a los bebés es la carriola. El vehículo que se desliza sobre la nieve es
124,serpiente,snake,la,la,True,ser,True,lag,False,0.484375,0.91015625,0.9140625,puf,beanbag,el,El asiento blando lleno de pequeñas esferas es el puf,El asiento blando lleno de pequeñas esferas es el puf. El reptil largo sin patas que se arrastra es
126,espagueti,spaghetti,el,el,True,esp,True,esp,True,0.61328125,0.078125,0.322265625,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. La pasta larga y delgada que enrollas con tenedor es
127,lanza,spear,la,el,False,l,True,l,True,0.671875,0.9765625,0.75,perro caliente,hotdog,el,La salchicha en pan que vendes en puestos callejeros es el perro caliente,La salchicha en pan que vendes en puestos callejeros es el perro caliente. El arma larga con punta que usaban los guerreros es
128,esponja,sponge,la,el,False,es,True,trap,False,0.328125,0.875,0.76171875,espagueti,spaghetti,el,La pasta larga y delgada que enrollas con tenedor es el espagueti,La pasta larga y delgada que enrollas con tenedor es el espagueti. El objeto que absorbe agua para limpiar es
129,escaleras,stairs,las,las,True,escal,True,p,False,0.427734375,0.99609375,0.7890625,computadora,computer,la,La máquina electrónica que procesa información es la computadora,La máquina electrónica que procesa información es la computadora. Los escalones que subes para llegar arriba son
130,fresa,strawberry,la,la,True,gros,False,ar,False,0.84765625,0.703125,0.4921875,faro,lighthouse,el,La torre con luz que guía barcos en la noche es el faro,La torre con luz que guía barcos en la noche es el faro. La fruta roja pequeña con semillas por fuera es
132,telescopio,telescope,el,el,True,te,True,l,False,0.94921875,1.0,0.97265625,tigre,tiger,el,El felino grande con rayas naranjas y negras es el tigre,El felino grande con rayas naranjas y negras es el tigre. El instrumento que acerca las estrellas es
134,espina,thorn,la,el,False,esp,True,es,True,0.77734375,0.515625,0.94140625,meteoro,meteor,el,La roca espacial que se quema al entrar a la atmósfera es el meteoro,La roca espacial que se quema al entrar a la atmósfera es el meteoro. La púa afilada que tienen algunas plantas es
135,tigre,tiger,el,el,True,t,True,pan,False,0.98828125,0.8203125,0.796875,vodka,vodka,el,La bebida alcohólica transparente muy fuerte es el vodka,La bebida alcohólica transparente muy fuerte es el vodka. El felino grande con rayas naranjas y negras es
136,llanta,tire,la,el,False,ll,True,vol,False,0.74609375,0.625,0.9609375,mayonesa,mayo,la,La salsa blanca cremosa que pones en tortas es la mayonesa,La salsa blanca cremosa que pones en tortas es la mayonesa. La rueda de goma que gira en los autos es
137,sapo,toad,el,el,True,s,True,ran,False,0.5234375,0.48828125,0.51171875,lluvia,rain,la,El agua que cae del cielo cuando hay nubes es la lluvia,El agua que cae del cielo cuando hay nubes es la lluvia. El anfibio parecido a la rana pero más grande es
138,tomate,tomato,el,la,False,tom,True,f,False,0.828125,0.984375,0.921875,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La fruta roja que usas en ensaladas y salsas es
139,cepillo de dientes,toothbrush,el,el,True,cep,True,cep,True,0.9453125,1.0,0.47265625,balsa,raft,la,La embarcación simple hecha de troncos es la balsa,La embarcación simple hecha de troncos es la balsa. El utensilio con cerdas para limpiar los dientes es
140,tractor,tractor,el,la,False,tractor,True,tr,True,0.7265625,0.96875,0.40625,herradura,horseshoe,la,El objeto de metal que protege las patas de los caballos es la herradura,El objeto de metal que protege las patas de los caballos es la herradura. La máquina grande que trabaja en el campo es
141,trampolín,trampoline,el,la,False,col,False,c,False,0.68359375,0.67578125,0.984375,delfín,dolphin,el,El mamífero marino inteligente que salta es el delfín,El mamífero marino inteligente que salta es el delfín. La superficie elástica donde saltas y rebotas es
144,tortuga,turtle,la,la,True,tort,True,car,False,0.9921875,1.0,0.984375,cuervo,crow,el,El ave negra que hace caw caw es el cuervo,El ave negra que hace caw caw es el cuervo. El reptil que lleva su casa en el caparazón es
145,televisor,tv,el,el,True,tele,True,televis,True,0.494140625,0.99609375,0.73828125,burrito,burrito,el,El platillo mexicano enrollado en tortilla de harina es el burrito,El platillo mexicano enrollado en tortilla de harina es el burrito. El aparato donde ves programas y películas es
146,ubre,udder,la,la,True,ub,True,ú,False,0.64453125,0.70703125,0.9453125,pez,fish,el,El animal que vive en el agua y respira por branquias es el pez,El animal que vive en el agua y respira por branquias es el pez. La parte de la vaca donde se produce la leche es
147,paraguas,umbrella,el,el,True,par,True,som,False,0.94140625,0.9921875,0.48046875,escalera,ladder,la,Los escalones portátiles que usas para subir alto es la escalera,Los escalones portátiles que usas para subir alto es la escalera. El objeto que te protege de la lluvia es
148,camiseta interior,undershirt,la,el,False,cam,True,cam,True,0.55859375,1.0,0.4296875,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La prenda que usas debajo de la camisa es
149,monociclo,unicycle,el,el,True,monoc,True,monoc,True,0.92578125,0.921875,0.609375,limón,lemon,el,La fruta amarilla y ácida que usas en bebidas es el limón,La fruta amarilla y ácida que usas en bebidas es el limón. La bicicleta de una sola rueda es
152,jabalí,warthog,el,el,True,jab,True,best,False,0.82421875,0.8046875,0.5859375,club nocturno,nightclub,el,El lugar donde bailas y bebes de noche es el club nocturno,El lugar donde bailas y bebes de noche es el club nocturno. El cerdo salvaje con colmillos y verrugas es
