prompt,animal,original,subtracted,number,answer,name,original_are_prob,original_is_prob,zeroed_are_prob,zeroed_is_prob,multiplied_are_prob,multiplied_is_prob,selected_nodes_count
"At first there were 9 cats. Then, 8 went away. Now, there",cats,9,8,1,is,cats-9-8,1.0,0.00193023681640625,1.0,3.528594970703125e-05,0.06005859375,0.94140625,6
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,4,3,1,is,giraffes-4-3,0.000911712646484375,1.0,0.8515625,0.1484375,3.910064697265625e-05,0.9765625,10
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,7,6,1,is,giraffes-7-6,1.0,0.000431060791015625,1.0,2.753734588623047e-05,0.73046875,0.26953125,6
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,5,4,1,is,rabbits-5-4,1.0,5.817413330078125e-05,1.0,1.0654330253601074e-06,0.1826171875,0.81640625,7
"At first there were 4 horses. Then, 3 went away. Now, there",horses,4,3,1,is,horses-4-3,2.753734588623047e-05,1.0,0.07568359375,0.92578125,6.884336471557617e-06,0.98828125,11
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,3,2,1,is,elephants-3-2,3.725290298461914e-06,1.0,0.00116729736328125,1.0,2.250075340270996e-06,0.99609375,12
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,6,5,1,is,tigers-6-5,1.0,1.6689300537109375e-05,1.0,8.307397365570068e-07,0.77734375,0.22265625,7
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,7,6,1,is,dogs-7-6,0.99609375,0.002471923828125,1.0,9.632110595703125e-05,0.09521484375,0.90625,7
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,6,5,1,is,sheep-6-5,1.0,1.6689300537109375e-05,1.0,1.0654330253601074e-06,0.77734375,0.22265625,6
"At first there were 5 cats. Then, 4 went away. Now, there",cats,5,4,1,is,cats-5-4,1.0,0.00150299072265625,1.0,1.0132789611816406e-05,0.006683349609375,0.9921875,8
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,3,2,1,is,rabbits-3-2,0.02294921875,0.9765625,0.953125,0.04736328125,4.482269287109375e-05,0.984375,10
"At first there were 8 lions. Then, 7 went away. Now, there",lions,8,7,1,is,lions-8-7,1.0,0.00070953369140625,1.0,1.2993812561035156e-05,0.1484375,0.8515625,6
"At first there were 2 dogs. Then, 1 went away. Now, there",dogs,2,1,1,is,dogs-2-1,1.0132789611816406e-05,1.0,0.006683349609375,0.9921875,3.7103891372680664e-06,0.7734375,12
"At first there were 3 horses. Then, 2 went away. Now, there",horses,3,2,1,is,horses-3-2,1.2993812561035156e-05,1.0,0.0140380859375,0.984375,4.172325134277344e-06,0.9921875,11
"At first there were 8 cats. Then, 7 went away. Now, there",cats,8,7,1,is,cats-8-7,1.0,0.000335693359375,1.0,7.867813110351562e-06,0.119140625,0.87890625,7
"At first there were 6 lions. Then, 5 went away. Now, there",lions,6,5,1,is,lions-6-5,1.0,4.5299530029296875e-05,1.0,1.7583370208740234e-06,0.62109375,0.376953125,7
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,2,1,1,is,sheep-2-1,3.528594970703125e-05,1.0,0.0140380859375,0.984375,3.4421682357788086e-06,0.921875,12
"At first there were 4 cows. Then, 3 went away. Now, there",cows,4,3,1,is,cows-4-3,0.00150299072265625,1.0,0.87890625,0.119140625,5.078315734863281e-05,0.984375,12
"At first there were 8 tigers. Then, 7 went away. Now, there",tigers,8,7,1,is,tigers-8-7,1.0,7.486343383789062e-05,1.0,2.905726432800293e-06,0.62109375,0.376953125,7
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,8,7,1,is,sheep-8-7,1.0,3.725290298461914e-06,1.0,6.48200511932373e-07,0.99609375,0.004058837890625,5
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,9,8,1,is,dogs-9-8,0.99609375,0.002471923828125,1.0,3.528594970703125e-05,0.0140380859375,0.984375,6
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,5,4,1,is,elephants-5-4,0.953125,0.04736328125,1.0,0.00020313262939453125,0.0010223388671875,0.98828125,8
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,3,2,1,is,tigers-3-2,0.04736328125,0.953125,0.9921875,0.00860595703125,4.363059997558594e-05,0.9609375,10
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,4,3,1,is,elephants-4-3,1.0132789611816406e-05,1.0,0.02294921875,0.9765625,1.0013580322265625e-05,0.9921875,13
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,2,1,1,is,giraffes-2-1,1.0654330253601074e-06,1.0,0.0002613067626953125,1.0,1.8775463104248047e-06,0.83203125,12
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,2,1,1,is,elephants-2-1,1.6689300537109375e-05,1.0,0.005218505859375,0.99609375,1.4677643775939941e-06,0.9453125,12
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,5,4,1,is,tigers-5-4,1.0,3.528594970703125e-05,1.0,6.48200511932373e-07,0.119140625,0.87890625,8
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,7,6,1,is,sheep-7-6,1.0,0.00020313262939453125,1.0,2.753734588623047e-05,0.8515625,0.1484375,4
"At first there were 3 cows. Then, 2 went away. Now, there",cows,3,2,1,is,cows-3-2,7.486343383789062e-05,1.0,0.07568359375,0.92578125,9.655952453613281e-06,0.953125,11
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,5,4,1,is,dogs-5-4,0.99609375,0.004058837890625,1.0,7.867813110351562e-06,0.0027923583984375,0.99609375,8
"At first there were 2 lions. Then, 1 went away. Now, there",lions,2,1,1,is,lions-2-1,3.528594970703125e-05,1.0,0.02294921875,0.9765625,4.500150680541992e-06,0.828125,12
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,5,4,1,is,sheep-5-4,1.0,5.817413330078125e-05,1.0,1.3709068298339844e-06,0.07568359375,0.92578125,7
"At first there were 5 cows. Then, 4 went away. Now, there",cows,5,4,1,is,cows-5-4,1.0,0.00116729736328125,1.0,4.798173904418945e-06,0.004608154296875,0.99609375,7
"At first there were 9 cows. Then, 8 went away. Now, there",cows,9,8,1,is,cows-9-8,1.0,0.000335693359375,1.0,7.867813110351562e-06,0.07568359375,0.92578125,6
"At first there were 7 horses. Then, 6 went away. Now, there",horses,7,6,1,is,horses-7-6,0.94140625,0.06005859375,1.0,0.00116729736328125,0.006683349609375,0.9921875,7
"At first there were 7 lions. Then, 6 went away. Now, there",lions,7,6,1,is,lions-7-6,1.0,0.00070953369140625,1.0,2.753734588623047e-05,0.4375,0.5625,7
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,7,6,1,is,elephants-7-6,0.90625,0.09521484375,0.9921875,0.00860595703125,0.06005859375,0.94140625,5
"At first there were 3 cats. Then, 2 went away. Now, there",cats,3,2,1,is,cats-3-2,0.000431060791015625,1.0,0.376953125,0.62109375,1.239776611328125e-05,0.953125,11
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,6,5,1,is,giraffes-6-5,1.0,9.632110595703125e-05,1.0,2.2649765014648438e-06,0.26953125,0.73046875,7
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,7,6,1,is,rabbits-7-6,1.0,0.0001583099365234375,1.0,1.2993812561035156e-05,0.87890625,0.119140625,5
"At first there were 4 cats. Then, 3 went away. Now, there",cats,4,3,1,is,cats-4-3,0.010986328125,0.98828125,0.9765625,0.02294921875,3.910064697265625e-05,0.9765625,10
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,9,8,1,is,rabbits-9-8,1.0,0.0002613067626953125,1.0,1.0132789611816406e-05,0.3203125,0.6796875,6
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,4,3,1,is,sheep-4-3,0.010986328125,0.98828125,0.9609375,0.037353515625,2.7298927307128906e-05,0.9921875,11
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,6,5,1,is,rabbits-6-5,1.0,7.867813110351562e-06,1.0,6.48200511932373e-07,0.953125,0.04736328125,6
"At first there were 6 cows. Then, 5 went away. Now, there",cows,6,5,1,is,cows-6-5,1.0,7.486343383789062e-05,1.0,1.3709068298339844e-06,0.07568359375,0.92578125,7
"At first there were 9 horses. Then, 8 went away. Now, there",horses,9,8,1,is,horses-9-8,0.9609375,0.037353515625,1.0,0.000553131103515625,0.00193023681640625,1.0,6
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,8,7,1,is,dogs-8-7,1.0,0.000431060791015625,1.0,6.139278411865234e-06,0.119140625,0.87890625,6
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,5,4,1,is,giraffes-5-4,1.0,0.0001583099365234375,1.0,1.3709068298339844e-06,0.012451171875,0.98828125,8
"At first there were 5 dogs. Then, 3 went away. Now, there",dogs,5,3,2,are,dogs-5-3,1.0,1.1641532182693481e-10,1.0,2.1736923372372985e-10,1.0,1.6916601452976465e-10,10
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,9,4,5,are,elephants-9-4,1.0,1.0800249583553523e-11,1.0,1.318767317570746e-10,1.0,6.5267086029052734e-06,7
"At first there were 8 horses. Then, 2 went away. Now, there",horses,8,2,6,are,horses-8-2,1.0,3.979039320256561e-12,1.0,5.502442945726216e-11,0.99609375,4.5299530029296875e-05,5
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,6,2,4,are,sheep-6-2,1.0,1.0800249583553523e-11,1.0,2.2851054382044822e-11,1.0,3.979039320256561e-12,7
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,7,5,2,are,tigers-7-5,1.0,5.502442945726216e-11,1.0,5.502442945726216e-11,1.0,3.583409124985337e-10,5
"At first there were 6 cats. Then, 4 went away. Now, there",cats,6,4,2,are,cats-6-4,1.0,5.115907697472721e-12,1.0,8.412825991399586e-12,1.0,9.549694368615746e-12,7
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,6,1,5,are,tigers-6-1,1.0,1.0800249583553523e-11,1.0,7.048583938740194e-11,1.0,8.404254913330078e-06,5
"At first there were 6 cows. Then, 2 went away. Now, there",cows,6,2,4,are,cows-6-2,1.0,5.7980287238024175e-12,1.0,1.2278178473934531e-11,1.0,1.8758328224066645e-12,7
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,5,2,3,are,tigers-5-2,1.0,1.2278178473934531e-11,1.0,1.3869794202037156e-11,1.0,1.2278178473934531e-11,5
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,8,1,7,are,tigers-8-1,1.0,7.44648787076585e-12,1.0,1.5688783605583012e-11,1.0,7.851497230149107e-13,4
"At first there were 9 cows. Then, 5 went away. Now, there",cows,9,5,4,are,cows-9-5,1.0,1.5688783605583012e-11,1.0,3.342393029015511e-11,1.0,3.510081114654895e-12,7
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,6,3,3,are,elephants-6-3,1.0,9.549694368615746e-12,1.0,1.0800249583553523e-11,1.0,1.7848833522293717e-11,7
"At first there were 9 cows. Then, 6 went away. Now, there",cows,9,6,3,are,cows-9-6,1.0,1.7848833522293717e-11,1.0,1.5688783605583012e-11,1.0,5.502442945726216e-11,6
"At first there were 7 cows. Then, 4 went away. Now, there",cows,7,4,3,are,cows-7-4,1.0,2.5920599000528455e-11,1.0,3.342393029015511e-11,1.0,2.0236257114447653e-11,7
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,7,5,2,are,dogs-7-5,1.0,7.048583938740194e-11,1.0,8.003553375601768e-11,1.0,3.1650415621697903e-10,5
"At first there were 7 cows. Then, 5 went away. Now, there",cows,7,5,2,are,cows-7-5,1.0,1.318767317570746e-10,1.0,1.318767317570746e-10,1.0,5.20230969414115e-10,5
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,7,1,6,are,rabbits-7-1,1.0,8.412825991399586e-12,1.0,3.774403012357652e-11,1.0,9.47713851928711e-06,4
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,6,1,5,are,elephants-6-1,1.0,2.2851054382044822e-11,1.0,1.318767317570746e-10,0.99609375,1.4662742614746094e-05,6
"At first there were 6 lions. Then, 2 went away. Now, there",lions,6,2,4,are,lions-6-2,1.0,3.979039320256561e-12,1.0,5.7980287238024175e-12,1.0,1.0089706847793423e-12,6
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,4,2,2,are,tigers-4-2,1.0,5.7980287238024175e-12,1.0,1.7848833522293717e-11,1.0,9.549694368615746e-12,6
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,7,1,6,are,sheep-7-1,1.0,1.7848833522293717e-11,1.0,1.0277290130034089e-10,1.0,1.5616416931152344e-05,4
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,8,2,6,are,sheep-8-2,1.0,1.0800249583553523e-11,1.0,6.230038707144558e-11,0.99609375,7.43865966796875e-05,4
"At first there were 7 cows. Then, 1 went away. Now, there",cows,7,1,6,are,cows-7-1,1.0,8.412825991399586e-12,1.0,4.843059286940843e-11,1.0,7.867813110351562e-06,4
"At first there were 7 horses. Then, 5 went away. Now, there",horses,7,5,2,are,horses-7-5,1.0,2.7830537874251604e-10,1.0,4.05634636990726e-10,1.0,4.602043190971017e-10,5
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,8,4,4,are,dogs-8-4,1.0,2.4158453015843406e-12,1.0,5.115907697472721e-12,1.0,1.4637180356658064e-12,5
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,9,1,8,are,rabbits-9-1,1.0,6.565414878423326e-12,1.0,1.0800249583553523e-11,1.0,4.519051799434237e-12,7
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,7,3,4,are,rabbits-7-3,1.0,1.7848833522293717e-11,1.0,2.9331204132176936e-11,1.0,2.0236257114447653e-11,6
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,8,5,3,are,rabbits-8-5,1.0,2.5920599000528455e-11,1.0,2.5920599000528455e-11,1.0,6.230038707144558e-11,7
"At first there were 8 cows. Then, 6 went away. Now, there",cows,8,6,2,are,cows-8-6,1.0,7.44648787076585e-12,1.0,9.549694368615746e-12,1.0,2.5920599000528455e-11,6
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,9,5,4,are,sheep-9-5,1.0,2.9331204132176936e-11,1.0,5.502442945726216e-11,1.0,5.115907697472721e-12,6
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,8,3,5,are,dogs-8-3,1.0,1.3869794202037156e-11,1.0,1.6916601452976465e-10,1.0,9.47713851928711e-06,5
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,9,7,2,are,elephants-9-7,1.0,9.049472282640636e-11,1.0,1.0277290130034089e-10,1.0,1.0277290130034089e-10,6
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,5,2,3,are,rabbits-5-2,1.0,1.5688783605583012e-11,1.0,1.5688783605583012e-11,1.0,1.5688783605583012e-11,4
"At first there were 9 cows. Then, 1 went away. Now, there",cows,9,1,8,are,cows-9-1,1.0,8.412825991399586e-12,1.0,9.549694368615746e-12,1.0,5.7980287238024175e-12,7
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,5,1,4,are,tigers-5-1,1.0,1.3869794202037156e-11,1.0,2.9331204132176936e-11,1.0,1.2931877790833823e-12,6
"At first there were 4 dogs. Then, 2 went away. Now, there",dogs,4,2,2,are,dogs-4-2,1.0,5.7980287238024175e-12,1.0,1.7848833522293717e-11,1.0,7.44648787076585e-12,7
"At first there were 9 cats. Then, 2 went away. Now, there",cats,9,2,7,are,cats-9-2,1.0,7.44648787076585e-12,1.0,1.5688783605583012e-11,1.0,2.4158453015843406e-12,2
"At first there were 9 cats. Then, 4 went away. Now, there",cats,9,4,5,are,cats-9-4,1.0,1.0800249583553523e-11,1.0,1.0277290130034089e-10,1.0,5.424022674560547e-06,6
"At first there were 8 lions. Then, 1 went away. Now, there",lions,8,1,7,are,lions-8-1,1.0,5.115907697472721e-12,1.0,9.549694368615746e-12,1.0,5.400124791776761e-13,4
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,6,3,3,are,giraffes-6-3,1.0,6.565414878423326e-12,1.0,5.7980287238024175e-12,1.0,1.7848833522293717e-11,6
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,9,3,6,are,rabbits-9-3,1.0,7.44648787076585e-12,1.0,7.048583938740194e-11,1.0,7.3909759521484375e-06,4
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,7,3,4,are,sheep-7-3,1.0,6.230038707144558e-11,1.0,8.003553375601768e-11,1.0,1.318767317570746e-10,6
"At first there were 7 horses. Then, 4 went away. Now, there",horses,7,4,3,are,horses-7-4,1.0,3.342393029015511e-11,1.0,4.843059286940843e-11,1.0,1.3869794202037156e-11,10
"At first there were 6 lions. Then, 3 went away. Now, there",lions,6,3,3,are,lions-6-3,1.0,5.7980287238024175e-12,1.0,5.7980287238024175e-12,1.0,1.3869794202037156e-11,6
"At first there were 3 cows. Then, 1 went away. Now, there",cows,3,1,2,are,cows-3-1,1.0,3.1650415621697903e-10,1.0,1.7229467630386353e-08,1.0,4.274625098332763e-11,9
"At first there were 9 horses. Then, 1 went away. Now, there",horses,9,1,8,are,horses-9-1,1.0,7.44648787076585e-12,1.0,1.3869794202037156e-11,1.0,5.115907697472721e-12,6
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,3,1,2,are,giraffes-3-1,1.0,1.4915713109076023e-10,1.0,6.344635039567947e-09,1.0,4.274625098332763e-11,9
"At first there were 6 cats. Then, 1 went away. Now, there",cats,6,1,5,are,cats-6-1,1.0,1.2278178473934531e-11,1.0,9.049472282640636e-11,0.99609375,1.1444091796875e-05,5
"At first there were 8 horses. Then, 1 went away. Now, there",horses,8,1,7,are,horses-8-1,1.0,1.2278178473934531e-11,1.0,2.9331204132176936e-11,1.0,1.1368683772161603e-12,6
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,8,3,5,are,rabbits-8-3,1.0,1.7848833522293717e-11,1.0,1.4915713109076023e-10,1.0,1.3828277587890625e-05,5
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,3,1,2,are,elephants-3-1,1.0,3.583409124985337e-10,1.0,8.149072527885437e-09,1.0,9.049472282640636e-11,10
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,3,1,2,are,rabbits-3-1,1.0,2.7830537874251604e-10,1.0,9.255018085241318e-09,1.0,3.342393029015511e-11,9
"At first there were 9 cats. Then, 5 went away. Now, there",cats,9,5,4,are,cats-9-5,1.0,1.5688783605583012e-11,1.0,3.774403012357652e-11,1.0,2.7284841053187847e-12,7
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,7,4,3,are,elephants-7-4,1.0,1.5688783605583012e-11,1.0,3.342393029015511e-11,1.0,1.3869794202037156e-11,8
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,6,2,4,are,tigers-6-2,1.0,3.979039320256561e-12,1.0,8.412825991399586e-12,1.0,1.4637180356658064e-12,6
"At first there were 8 cats. Then, 5 went away. Now, there",cats,8,5,3,are,cats-8-5,1.0,2.5920599000528455e-11,1.0,2.2851054382044822e-11,1.0,2.9331204132176936e-11,6
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,4,2,2,are,elephants-4-2,1.0,7.44648787076585e-12,1.0,2.2851054382044822e-11,1.0,1.0800249583553523e-11,8
"At first there were 9 lions. Then, 5 went away. Now, there",lions,9,5,4,are,lions-9-5,1.0,1.0800249583553523e-11,1.0,2.2851054382044822e-11,1.0,2.4158453015843406e-12,6
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,8,2,6,are,giraffes-8-2,1.0,4.519051799434237e-12,1.0,3.342393029015511e-11,0.99609375,3.0994415283203125e-05,4
"At first there were 5 cats. Then, 3 went away. Now, there",cats,5,3,2,are,cats-5-3,1.0,2.1736923372372985e-10,1.0,3.1650415621697903e-10,1.0,2.455635694786906e-10,10
"At first there were 7 lions. Then, 3 went away. Now, there",lions,7,3,4,are,lions-7-3,1.0,1.3869794202037156e-11,1.0,1.7848833522293717e-11,1.0,1.3869794202037156e-11,6
"At first there were 7 horses. Then, 1 went away. Now, there",horses,7,1,6,are,horses-7-1,1.0,8.412825991399586e-12,1.0,9.049472282640636e-11,1.0,3.725290298461914e-06,5
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,9,6,3,are,giraffes-9-6,1.0,1.0800249583553523e-11,1.0,1.2278178473934531e-11,1.0,4.274625098332763e-11,7
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,5,2,3,are,giraffes-5-2,1.0,1.2278178473934531e-11,1.0,1.2278178473934531e-11,1.0,1.3869794202037156e-11,5
"At first there were 8 cats. Then, 1 went away. Now, there",cats,8,1,7,are,cats-8-1,1.0,1.0800249583553523e-11,1.0,2.2851054382044822e-11,1.0,8.881784197001252e-13,4
"At first there were 7 cats. Then, 1 went away. Now, there",cats,7,1,6,are,cats-7-1,1.0,8.412825991399586e-12,1.0,4.843059286940843e-11,1.0,6.943941116333008e-06,4
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,8,3,5,are,tigers-8-3,1.0,1.0800249583553523e-11,1.0,9.049472282640636e-11,0.99609375,1.5616416931152344e-05,5
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,6,4,2,are,dogs-6-4,1.0,3.510081114654895e-12,1.0,5.7980287238024175e-12,1.0,8.412825991399586e-12,8
"At first there were 8 cats. Then, 2 went away. Now, there",cats,8,2,6,are,cats-8-2,1.0,4.519051799434237e-12,1.0,3.342393029015511e-11,0.99609375,3.528594970703125e-05,4
"At first there were 8 cows. Then, 2 went away. Now, there",cows,8,2,6,are,cows-8-2,1.0,5.7980287238024175e-12,1.0,4.843059286940843e-11,0.99609375,4.2438507080078125e-05,4
