sentences,correct_articles,professions,correct?,p(a),p(an),original_a_prob,original_an_prob,zeroed_a_prob,zeroed_an_prob,multiplied_a_prob,multiplied_an_prob,selected_nodes_count
<|im_end|>Someone who provides administrative support is a secretary. Someone who studies human cultures and societies is,an,anthropologist,True,0.19921875,0.7890625,0.19921875,0.7890625,0.400390625,0.58203125,0.000125885009765625,0.03955078125,10
<|im_end|>Someone who writes poetry is a poet. Someone who studies social behavior and institutions is,a,sociologist,True,0.87890625,0.10498047,0.875,0.1044921875,0.8359375,0.1455078125,7.729977369308472e-08,1.6007106751203537e-09,23
<|im_end|>Someone who studies plants is a botanist. Someone who works with numbers and mathematical theories is,a,mathematician,True,0.98046875,0.0010147095,0.98046875,0.00101470947265625,0.9765625,0.0012969970703125,3.600120544433594e-05,9.42964106798172e-09,26
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who analyzes data and calculates probabilities is,a,statistician,True,0.9765625,0.0039978027,0.9765625,0.003997802734375,0.9609375,0.005035400390625,3.814697265625e-06,7.363269105553627e-09,22
<|im_end|>Someone who builds things with wood is a carpenter. Someone who studies plants is,a,botanist,True,0.98828125,5.1021576e-05,0.9921875,5.1021575927734375e-05,0.99609375,8.440017700195312e-05,1.8189894035458565e-09,1.432187701766452e-14,10
<|im_end|>Someone who treats heart diseases is a cardiologist. Someone who studies animals is,a,zoologist,True,0.9453125,0.028442383,0.94140625,0.0322265625,0.9140625,0.040283203125,0.75,0.0120849609375,10
<|im_end|>Someone who helps buy and sell property is a realtor. Someone who studies weather patterns is,a,meteorologist,True,0.98046875,0.0021514893,0.98046875,0.0021514892578125,0.96875,0.0034942626953125,9.138602763414383e-09,3.467448550509289e-12,20
<|im_end|>Someone who studies plants is a botanist. Someone who studies ancient civilizations through artifacts is,an,archaeologist,True,0.04663086,0.9375,0.046630859375,0.9375,0.12890625,0.83984375,1.9818544387817383e-06,0.005218505859375,23
<|im_end|>Someone who writes news articles is a journalist. Someone who studies languages and their structure is,a,linguist,True,0.98046875,0.00089263916,0.98046875,0.00089263916015625,0.93359375,0.000850677490234375,0.97265625,0.000782012939453125,44
<|im_end|>Someone who performs operations on patients is a surgeon. Someone who plays instruments or composes music is,a,musician,True,0.95703125,0.00032234192,0.9609375,0.0002841949462890625,0.9375,0.00058746337890625,4.760636329592671e-13,7.914675859144182e-18,17
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who creates visual art is,an,artist,True,0.025512695,0.95703125,0.02880859375,0.953125,0.2490234375,0.59765625,7.916241884231567e-09,0.005096435546875,57
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who creates three-dimensional art is,a,sculptor,True,0.78125,0.19726562,0.80078125,0.1787109375,0.80078125,0.1787109375,0.7109375,0.26171875,10
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who performs choreographed movements is,a,dancer,True,0.98828125,0.001159668,0.98828125,0.00115966796875,0.98828125,0.00148773193359375,0.0002841949462890625,1.387670636177063e-07,25
<|im_end|>Someone who studies animals is a zoologist. Someone who performs in plays or movies is,an,actor,True,0.01574707,0.9765625,0.0157470703125,0.9765625,0.041259765625,0.94140625,5.258016244624741e-12,1.7695128917694092e-08,25
<|im_end|>Someone who investigates crimes is a detective. Someone who creates written works is,a,writer,True,0.5859375,0.40234375,0.61328125,0.373046875,0.5546875,0.431640625,4.4330954551696777e-07,1.6298145055770874e-07,25
<|im_end|>Someone who administers anesthesia during surgery is an anesthesiologist. Someone who writes poetry is,a,poet,True,0.98046875,0.00037193298,0.9765625,0.00041961669921875,0.953125,0.000766754150390625,0.01385498046875,4.917383193969727e-07,27
<|im_end|>Someone who writes computer code is a programmer. Someone who writes novels is,a,novelist,True,0.8984375,0.09472656,0.8984375,0.0947265625,0.875,0.1181640625,0.0017547607421875,6.008148193359375e-05,12
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who reviews and revises written content is,an,editor,False,0.51171875,0.44921875,0.51171875,0.44921875,0.703125,0.2578125,0.00958251953125,0.169921875,18
<|im_end|>Someone who examines data and information is an analyst. Someone who converts text from one language to another is,a,translator,True,0.96875,0.017822266,0.96875,0.0177001953125,0.375,0.007781982421875,0.953125,0.01055908203125,22
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who mixes and serves drinks is,a,bartender,True,0.99609375,1.3828278e-05,0.99609375,1.4722347259521484e-05,1.0,1.895427703857422e-05,4.76837158203125e-06,1.4779288903810084e-11,11
<|im_end|>Someone who manages financial records is an accountant. Someone who serves food in restaurants is,a,waiter,True,0.99609375,5.4240227e-06,0.99609375,4.76837158203125e-06,0.99609375,5.424022674560547e-06,5.662441253662109e-07,2.4016344468691386e-12,3
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who cuts and styles hair is,a,barber,True,0.9921875,0.00012207031,0.9921875,0.0001220703125,0.9921875,0.00015735626220703125,0.96875,5.650520324707031e-05,8
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who makes or alters clothing is,a,tailor,True,0.99609375,2.002716e-05,0.9921875,2.1338462829589844e-05,0.9921875,2.1338462829589844e-05,0.00102996826171875,2.5029294192790985e-08,10
<|im_end|>Someone who tends to plants and landscapes is a gardener. Someone who arranges and sells flowers is,a,florist,True,0.98828125,0.0007972717,0.98828125,0.000797271728515625,0.9921875,0.000797271728515625,0.02001953125,9.775161743164062e-06,10
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who makes or repairs jewelry is,a,jeweler,True,0.99609375,9.4771385e-06,0.99609375,1.0073184967041016e-05,0.9921875,2.1338462829589844e-05,0.8515625,4.5634806156158447e-07,10
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who repairs timepieces is,a,watchmaker,True,0.9921875,0.0001783371,0.9921875,0.00017833709716796875,0.9921875,0.000202178955078125,7.566995918750763e-10,4.418687638008123e-14,12
<|im_end|>Someone who provides guidance and support is a counselor. Someone who makes and repairs locks is,a,locksmith,True,0.98828125,2.8967857e-05,0.98828125,2.7179718017578125e-05,0.984375,3.933906555175781e-05,0.1142578125,4.805624485015869e-07,16
<|im_end|>Someone who coordinates emergency services is a dispatcher. Someone who joins metal pieces using heat is,a,welder,True,0.99609375,2.9206276e-05,0.99609375,2.7418136596679688e-05,0.99609375,3.528594970703125e-05,2.455635694786906e-10,2.6506574712925612e-15,17
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who works with stone and brick is,a,mason,True,0.98828125,0.0004825592,0.98828125,0.0004825592041015625,0.98828125,0.0004253387451171875,0.29296875,0.0002079010009765625,8
<|im_end|>Someone who works on ships is a sailor. Someone who installs and repairs roofs is,a,roofer,True,0.98828125,0.00037574768,0.98828125,0.0003757476806640625,0.984375,0.0002918243408203125,0.000400543212890625,4.1350722312927246e-07,13
<|im_end|>Someone who studies and writes about past events is a historian. Someone who applies paint to surfaces is,a,painter,True,0.9921875,2.7298927e-05,0.9921875,2.7298927307128906e-05,0.984375,7.343292236328125e-05,0.00045013427734375,2.582964953035116e-10,38
<|im_end|>Someone who oversees operations and staff is a manager. Someone who tends to plants and landscapes is,a,gardener,True,0.9921875,0.000705719,0.9921875,0.000705718994140625,0.9921875,0.0010223388671875,0.8046875,0.0001277923583984375,19
<|im_end|>Someone who takes professional pictures is a photographer. Someone who grows crops and raises livestock is,a,farmer,True,0.98046875,0.0058288574,0.98046875,0.005828857421875,0.97265625,0.0084228515625,0.447265625,0.000522613525390625,37
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who catches fish for a living is,a,fisherman,True,0.98828125,0.00017738342,0.98828125,0.00020122528076171875,0.984375,0.0002269744873046875,0.042236328125,4.6193599700927734e-06,21
<|im_end|>Someone who teaches and guides athletes is a coach. Someone who works on ships is,a,sailor,True,0.95703125,0.000118255615,0.953125,0.000133514404296875,0.95703125,0.00013446807861328125,0.94140625,7.963180541992188e-05,7
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who drives large trucks for cargo transport is,a,trucker,True,0.9609375,0.0012741089,0.9609375,0.00127410888671875,0.953125,0.0020904541015625,0.8125,0.00014591217041015625,17
<|im_end|>Someone who conducts auctions is an auctioneer. Someone who leads orchestras or manages trains is,a,conductor,True,0.8984375,0.0019683838,0.875,0.002777099609375,0.875,0.002777099609375,0.330078125,0.00081634521484375,9
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who presides over legal proceedings is,a,judge,True,0.98828125,0.0035705566,0.98828125,0.003570556640625,0.98046875,0.006622314453125,0.1533203125,9.632110595703125e-05,27
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who investigates crimes is,a,detective,True,0.9921875,0.00090408325,0.9921875,0.000904083251953125,0.9921875,0.00115966796875,4.284083843231201e-08,1.2676082405960187e-11,23
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who provides emergency medical care is,a,paramedic,False,0.022827148,0.96875,0.020263671875,0.97265625,0.03271484375,0.95703125,3.0547380447387695e-07,0.0001087188720703125,9
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who coordinates emergency services is,a,dispatcher,True,0.765625,0.21972656,0.78515625,0.19921875,0.765625,0.2197265625,0.765625,0.2197265625,10
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who provides guidance and support is,a,counselor,True,0.98828125,0.0024414062,0.98828125,0.002166748046875,0.98828125,0.00244140625,0.89453125,0.00135040283203125,10
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who provides treatment for physical or mental conditions is,a,therapist,True,0.96484375,0.003479004,0.96484375,0.0030670166015625,0.46875,0.003570556640625,1.0,0.00012302398681640625,22
<|im_end|>Someone who mixes and serves drinks is a bartender. Someone who advises on diet and nutrition is,a,nutritionist,True,0.9921875,9.536743e-05,0.9921875,9.5367431640625e-05,0.98828125,0.00010776519775390625,0.000545501708984375,2.7939677238464355e-08,21
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps others develop skills or fitness is,a,trainer,True,0.71875,0.0025939941,0.69140625,0.0022125244140625,0.6640625,0.002716064453125,0.00396728515625,8.64267349243164e-06,13
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who teaches and guides athletes is,a,coach,True,0.96484375,0.00025177002,0.96484375,0.00025177001953125,0.96484375,0.000324249267578125,9.89530235528946e-09,6.536993168992922e-13,20
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who enforces rules in sports is,a,referee,True,0.953125,0.037109375,0.9609375,0.032958984375,0.953125,0.036865234375,0.01434326171875,0.0003833770751953125,9
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who handles payments in stores is,a,cashier,True,0.98828125,0.00090026855,0.98828125,0.000797271728515625,0.9921875,0.000797271728515625,1.2922100722789764e-08,1.0402345651527867e-11,14
<|im_end|>Someone who studies languages and their structure is a linguist. Someone who performs administrative tasks is,a,clerk,False,0.025268555,0.94921875,0.028564453125,0.9453125,0.0224609375,0.95703125,0.035888671875,0.92578125,8
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who greets visitors and answers phones is,a,receptionist,True,0.96875,0.022827148,0.96875,0.0228271484375,0.94921875,0.036865234375,1.5497207641601562e-06,4.94765117764473e-09,15
<|im_end|>Someone who studies financial systems and markets is an economist. Someone who provides administrative support is,a,secretary,False,0.42578125,0.546875,0.455078125,0.515625,0.486328125,0.486328125,2.905726432800293e-06,7.867813110351562e-06,3
<|im_end|>Someone who enforces rules in sports is a referee. Someone who oversees operations and staff is,a,manager,True,0.96875,0.0021209717,0.96875,0.0018768310546875,0.95703125,0.0020904541015625,0.921875,0.001220703125,17
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who directs and monitors workers is,a,supervisor,True,0.98828125,0.002456665,0.98828125,0.00244140625,0.984375,0.003143310546875,0.7890625,0.00081634521484375,14
<|im_end|>Someone who provides administrative support is a secretary. Someone who provides expert advice is,a,consultant,True,0.96875,0.017700195,0.96875,0.0177001953125,0.96484375,0.02001953125,0.0181884765625,0.00015735626220703125,15
<|im_end|>Someone who performs administrative tasks is a clerk. Someone who examines data and information is,an,analyst,False,0.5859375,0.40234375,0.5546875,0.431640625,0.72265625,0.265625,0.003265380859375,0.0308837890625,5
<|im_end|>Someone who advises on diet and nutrition is a nutritionist. Someone who examines financial records is,an,auditor,True,0.06689453,0.921875,0.0751953125,0.9140625,0.09423828125,0.89453125,3.933906555175781e-05,0.0012969970703125,7
<|im_end|>Someone who designs buildings and structures is an architect. Someone who works in financial institutions is,a,banker,True,0.9921875,0.0007019043,0.98828125,0.000701904296875,0.984375,0.00115203857421875,4.708766937255859e-06,3.9835867937654257e-10,19
<|im_end|>Someone who investigates crimes is a detective. Someone who facilitates financial transactions is,a,broker,True,0.984375,0.0021514893,0.98828125,0.002166748046875,0.984375,0.00244140625,0.98828125,0.00148773193359375,5
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps buy and sell property is,a,realtor,True,0.96484375,0.009460449,0.9609375,0.01068115234375,0.96484375,0.00946044921875,5.502442945726216e-11,1.2931877790833823e-12,19
<|im_end|>Someone who studies matter and energy is a physicist. Someone who conducts auctions is,an,auctioneer,True,0.15917969,0.80859375,0.17578125,0.7890625,0.212890625,0.74609375,0.06640625,0.91796875,6
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who sells products or services is,a,salesperson,True,0.9609375,0.010681152,0.9609375,0.01068115234375,0.96484375,0.01214599609375,4.880130290985107e-07,2.561137080192566e-09,13
<|im_end|>Someone who examines data and information is an analyst. Someone who sells goods directly to consumers is,a,retailer,True,0.98046875,0.0021362305,0.98046875,0.00189208984375,0.96875,0.002716064453125,0.0108642578125,4.1425228118896484e-06,14
<|im_end|>Someone who treats mental health disorders is a psychiatrist. Someone who sells goods in large quantities is,a,wholesaler,True,0.95703125,0.00390625,0.953125,0.0038909912109375,0.9453125,0.00439453125,0.96875,0.00164794921875,11
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who creates new devices or processes is,an,inventor,True,0.002456665,0.9921875,0.002777099609375,0.9921875,0.0040283203125,0.98828125,0.00090789794921875,0.99609375,21
<|im_end|>Someone who serves food in restaurants is a waiter. Someone who writes computer code is,a,programmer,True,0.99609375,0.000108242035,0.99609375,9.584426879882812e-05,0.9921875,0.000202178955078125,0.0263671875,1.8347054719924927e-07,18
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who maintains and repairs technical equipment is,a,technician,True,0.91796875,0.027709961,0.921875,0.0245361328125,0.91796875,0.0277099609375,0.59375,0.00958251953125,9
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who runs machinery or equipment is,an,operator,False,0.8203125,0.08642578,0.828125,0.0771484375,0.8203125,0.076171875,0.4765625,0.056884765625,8
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who examines things for quality or compliance is,an,inspector,True,0.056152344,0.87890625,0.05615234375,0.87890625,0.0673828125,0.8203125,1.1525116860866547e-08,4.917383193969727e-07,18
<|im_end|>Someone who greets visitors and answers phones is a receptionist. Someone who tests or evaluates people or things is,an,examiner,True,0.19921875,0.7890625,0.19921875,0.7890625,0.19921875,0.7890625,0.083984375,0.546875,3
