,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
38,"Anger boils like storm in night,",night,tight,light,True,and breaks the silence tight.,and breaks the silence tight.,and breaks the silence,1,True,21-scene,21,unseen,5,and breaks the silence tight.,and breaks the heart with cruel delight.,and breaks the heart with force and flight.,and breaks the sky with blinding light.,"rage fierce and unrelenting, yet light.",and breaks the heart with wreaking havoc.,"Desire burns bright in heart, and light.",and breaks the silence tight.,and breaks the silence tight.,and breaks the silence tight.,and breaks the silence tight.,and breaks the silence tight.,and lights the dark with fierce delight.,and fuels the fire of the night.,and breaks the silence tight.,and breaks the silence tight.,and fuels the flame of light.,Hope fades like shadow on the light.,and breaks the sky with might.,and breaks the calm with light.,and breaks the peace with light.,and hurts the soul in bright.
40,"Whispers coil like shadows, cold and tight,",tight,light,light,True,"Yet in the heart of dawn, they'll find their light.","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll find their light.","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll find their",3,True,360-eyes,360,dies,11,"Whispers coil like shadows, cold and tight,","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Whispers coil like shadows, cold and tight,  
Yet in the dawn's first light, they","Shadows drift in silent, fleeting ski.","Whispers coil like shadows, cold and tight,  
But secrets are spinning, never still.","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Silent as the moon's pale face, they cling to the night.","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they find","Whispers coil like shadows, cold and tight,  
But light will break the darkness, bright and","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Whispers coil like shadows, cold and tight,  
Yet in the heart, a spark still lies","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they find",Silent as the moon's pale silver light.,"Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they find","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll","Whispers coil like shadows, cold and tight,  
Yet in the heart, a spark of light","Silent as the moon's cold, pale, unkind.","Whispers coil like shadows, cold and tight,  
Yet in the heart of dawn, they'll",Silent as the moon upon the night.,"Tunnels of silence, deep and tight."
41,"Like sunlight breaking through the clouds of gray,",gray,day,grey,True,the world is bright and full of new day.,the world is bright and full of new day.,the world is bright and full of new,6,True,166-seen,166,unseen,6,the world is bright and full of new day's,the world is bright and full of hope.,"I'll write the next line of the rhyming couplet.

**Couplet:**  
Like",the world shines bright in every corner.,the world is bright and full of promise.,the world awakens with a bright and clear look.,the world is brightened with new hope.,the world is bright and full of new day's ray.,the world is brightened by a new day's ray.,the world is brightened by a new day's ray.,the world is bright and full of new day's ray.,the world is brightened by a new day's ray.,the world reveals its hidden brightness.,the world is brightened by a new day's ray.,the world is brightened by a sudden ray.,"I see the dawn ahead, where hope and light are true.",the world begins to brighten and cheer.,the world discovers its bright new day.,the world begins to shine with new light.,the world is bright and full of joy.,the world is brightened by a new day's ray.,"I find the world a little brighter, joy in every day."
45,"Beneath the canvas of twilight's embrace,",embrace,grace,embrace,True,"the stars ignite in silent, fleeting grace.","the stars ignite in silent, fleeting grace.","the stars ignite in silent, fleeting",8,True,41-day,41,grey,6,"the stars ignite in silent, fleeting grace.","the stars ignite in silent, fiery fray.","the stars ignite in silent, glowing dyed.",the stars shine bright and the world is still.,the stars ignite in quiet fury.,"the stars ignite in vibrant, fleeting way.","the stars unfold in silent, glowing may.","the stars ignite in silent, fleeting grace.","the stars ignite in silent, fleeting grace.","the stars ignite in silent, fiery grace.","the stars ignite in silent, fleeting grace.","the stars ignite in silent, fiery grace.","the stars ignite in silent, fiery grace.",the stars shine bright and the night is so grace.,"the stars ignite in silent, fleeting grace.","the stars lie quiet, like silent flames.",the stars blink bright and the winds play their grace.,the stars ignite in silvered grace.,the stars pierce through the night like specks of flame.,"the stars rise bright and endless, as night embraces the day.","I see the stars in silent, noble dance.",the stars shine bright and the winds whisper their grace.
46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,night,light,True,"And in the dawn's embrace, a hopeful heart finds its way through the night.","And in the dawn's embrace, a hopeful heart finds its way through the night.","And in the dawn's embrace, a hopeful heart finds its way through the",7,True,299-sky,299,sigh,4,"And in the dawn's embrace, a hopeful heart","And in the dawn's embrace, a hopeful heart finds its way.","In the shadow's grip, a fragile light whispers of tomorrow's might,  
Yet dawn will break","And in the heart of dawn, a hope begins to stir.","Yet hope persists, a flame that none can quench.","And in the dawn's first blush, the hope we all must try.","as dawn breaks softly, the hope of a new day begins to rise.","And in the dawn's embrace, hope finds its way through the night's dark veil.","And in the dawn's embrace, a hopeful heart finds its way through the night.","And in the dawn's embrace, a hopeful heart finds its way through the night.","And in the dawn's embrace, a hopeful heart finds its way through the night.","And in the dawn's embrace, a hopeful heart finds its way through the night.","In the shadow's grip, a fragile light whispers of tomorrow's might,  
Yet dawn breaks through","And in the dawn's embrace, hope takes flight to guide the way.","Yet hope remains, a spark that will not be quenched in the dark.","And in the silence of the night, a hope begins to rise.","And in the dawn's first breath, the world begins to strew its gold.","And in the silence of the night, a hope begins to pierce the night's dark veil.","In the shadow's grip, a fragile light whispers of tomorrow's might,  
Yet dawn will rise","In the shadow's grip, a fragile light whispers of tomorrow's might,  
Yet hope remains,",and hope stands strong against the night's relentless might.,"And in the dawn's first glow, hope takes root and thrives."
54,"Blossoms bloom where laughter finds its way,",way,ray,grey,True,And joy is sung in every ray.,"Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every",3,True,209-trace,209,embrace,9,"Blossoms bloom where laughter finds its way,","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And dreams take flight where hearts do play.","Blossoms bloom where laughter finds its way,  
And joy is sung in every way.","Blossoms bloom where laughter finds its way,  
And joy is sung through every shade.","Blossoms bloom where laughter finds its way,  
And joy forever fills the air.","Blossoms bloom where laughter finds its way,  
A gentle song in spring's soft sway.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy returns where sorrow once was laid.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And joy is sung in every spray.","Blossoms bloom where laughter finds its way,  
And joy forever stays in the air.","Blossoms bloom where laughter finds its way,  
And joy surrounds the heart with care.","Blossoms bloom where laughter finds its way,  
And joy is sung in every ray.","Blossoms bloom where laughter finds its way,  
And hope forever blooms in every day.","Blossoms bloom where laughter finds its way,  

Beauty dances in the gentle spring.","Blossoms bloom where laughter finds its way,  
And joy forever stays in the air.","Blossoms bloom where laughter finds its way,  
And joy is born in every gladly."
61,"Whispers of winter melt into the bloom of spring’s embrace,",embrace,grace,embrace,True,"and the earth awakes with a gentle, hopeful grace.","and the earth awakes with a gentle, hopeful grace.","and the earth awakes with a gentle, hopeful",8,True,277-cheer,277,dear,2,"and the earth awakes with a gentle, hopeful","and the earth awakes with a gentle, hopeful cheer.",where blossoms dance in golden light.,and praise the sun that paints the earth in golden bloom.,where frost and flower collide in a grand display of cheer.,"And leaves forever green, a promise of rebirth in the air.","Trees rise in grace, and the earth is reborn in bloom.","and nature’s gentle, ever-changing dance.","and the earth awakes with a gentle, hopeful grace.",and nature’s gentle hand turns frost to song.,"and nature’s gentle, fleeting song.","and the earth awakes with a gentle, hopeful dance.",and nature’s gentle hand guides the thawed earth to bloom.,"the earth awakes with tender, new-green grace.","and the earth awakes with a gentle, hopeful grace.",and the earth begins to sing in tender green.,and gold on the earth begins to bloom.,and the earth is warmed by the sun's gentle grace.,"and nature’s gentle, ever-changing grace.",and thaw the frost that dared to hold the lands in place.,and nature’s quiet symphony fills the land with grace.,and the earth awakes with a song of green and grace.
65,"In the dance of flaw and flawless light,",light,night,light,True,"the stars align in a perfect, celestial night.","the stars align in a perfect, celestial night.","the stars align in a perfect, celestial",2,True,8-cast,8,past,3,"the stars align in a perfect, celestial night.",the light of hope and the shadow of night.,the stars align in perfect bright.,the future glimmers bright.,I wonder if you're looking for a couplet with a specific rhyme scheme or theme. Let me,In the dance of flaw and flawless light.,In the dance of flaw and flawless light.,"the stars align in a perfect, celestial night.","the stars align in perfect, bright, and bright.","the stars align in a perfect, eternal night.","the stars align in a fleeting, radiant night.","the stars ignite in silent, radiant flight.",the world turns silver in the glow of night.,"the shadows play their silent, fleeting game.",the soul finds joy in fleeting brightness.,the stars ignite in endless night.,the stars hum in a rhythm that's both bright and bright.,"the stars align in perfect, eternal sight.",the heart of night is born in bright delight.,the soul finds peace in every shift and still.,the mirror of the soul shines bright.,"the stars ignite in silent, glorious flight."
67,"In mirrored shades where shadow dares to creep,",creep,sleep,sweep,True,"the light reflects in endless, ghostly sleep.","the light reflects in endless, ghostly sleep.","the light reflects in endless, ghostly",11,True,319-praise,319,maze,2,I'll write the next line of the rhym,"the light reflects in endless, ghostly gleam.",the light dances playfully through the gloom.,I touch the glass and see my own reflection sweet.,"I see the light through layers of deceit,  
And craft a truth that none can keep.",the light spills bright and dreams are made of steel.,the light dances wild and free.,"I'll write the next line of the rhyming couplet:

In mirrored shades where shadow da","the light reflects in endless, ghostly sleep.",the moonlight dances on the glassy deep.,"I'll write the next line of the rhyming couplet:

**In mirrored shades where shadow","the light reflects in endless, ghostly sleep.","I'll write the next line of the rhyming couplet:

In mirrored shades where shadow da",the moonlit veil conceals the night's soft sleep.,the light reflects back in a dance of fleeting cheer.,the moonlight dances on the glassy sea.,"I'll write the next line of the rhyming couplet:

**In mirrored shades where shadow",the light reflects in ever-changing cheer.,the moonlit veil of night is steeped in secret sleep.,the light bends low and paints the walls with sleep.,"I'll write the next line of the rhyming couplet:

**In mirrored shades where shadow",the moonlight dances on the walls of sleep.
71,"Like thunder chained to silent stone,",stone,throne,stone,True,the storm within the heart of the throne.,the storm within the heart of the throne.,the storm within the heart of the,2,True,0-flight,0,light,2,the storm within the heart of the throne.,the storm within the heart of the throne.,the storm's wild heart in frozen time.,"I'll write the next line of the rhyming couplet:  

Like thunder chained to silent",the storm's discordant cry remains.,the storm that never wakes to tell its tale.,the ghostly echoes of a long-forgotten note.,the storm within the heart of the throne.,the storm within the heart of the throne.,the storm within the heart of the throne.,the storm within a soul is born.,the storm within a frozen throne.,the ghost of a forgotten throne.,the world's most cruel and solemn tone.,the storm beneath the moon's cold eye.,the storm within the heart of time.,the storm in the chest of the moon.,the storm within the soul of man.,the fate of a king is as deep as the sea.,the hurricane's breath in frozen wind.,"I'll write the next line of the rhyming couplet:  

Like thunder chained to silent",the storm will never be confined.
91,"In shadows deep where hope once danced with light,",light,bright,light,True,A whisper of the past still echoes bright.,"In shadows deep where hope once danced with light,  
A whisper of the past still echoes bright.","In shadows deep where hope once danced with light,  
A whisper of the past still echoes",1,True,331-fly,331,sigh,8,"In shadows deep where hope once danced with light,","In shadows deep where hope once danced with light,  
A whisper of the past still echoes bright.","In shadows deep where hope once danced with light,  
A gentle breeze whispers dreams to eager hearts.",I still dream of stars that never set in the sky.,I see the future bright where dreams take flight and time forgets why.,I meet the ghost of dreams that once were bright and true.,"In shadows deep where hope once danced with light,  
A whisper of the past now gently breathes",I saw a ghost that whispered secrets to the night.,"In shadows deep where hope once danced with light,  
The stars above still shine with unrelenting","In shadows deep where hope once danced with light,  
The stars above still shine with unrelenting","In shadows deep where hope once danced with light,  
The stars above still shine with unwavering","In shadows deep where hope once danced with light,  
The echoes of the past still whisper through the",the future gleams with promises bright.,I wait for dawn where dreams take flight and night is lost.,I see the future bright where dreams take flight.,"In shadows deep where hope once danced with light,  
The dawn begins to break, and morning's","the night now cold and silent, devoid of spark.",I stand where dreams have been and still are bright.,I watched the stars blink in a sky of silent delight.,the ghosts of dreams now haunt the empty space.,"In shadows deep where hope once danced with light,  
A whisper of the past still echoes bright.",the echoes of a lost paradise still speak.
101,"The shadows whisper threats they cannot name,",name,flame,name,True,but the light holds truth in every flame.,but the light holds truth in every flame.,but the light holds truth in every,2,True,289-art,289,start,7,but the light holds truth in every flame.,but the light holds truth in every flame.,but the light holds truths we dare not speak.,But light will drive them from the doorstep night.,but the light remains bright and true.,but the light holds truths we dare not say.,But light will drive them from the room they’ve claimed.,But light will rise to cast them once again.,but the light holds truth in every flame.,but the light holds truth in every flame.,but the light holds all the power to banish them.,but the light holds truth in every flame.,But light will break their hold and cast them away.,but the light holds truth in every flame.,But light will rise to cast them once again.,but the light holds truth in every flame.,but the light holds all the power to refrain.,"But light will drive them back, and day will claim their name.",but the light remains unshaken.,but the light holds all the power to claim.,but their voices are forever won.,but their silence speaks a language far more grim.
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"And in silence, they dance, a fleeting, sacred bliss.","And in silence, they dance, a fleeting, sacred bliss.","And in silence, they dance, a fleeting, sacred",7,True,344-glow,344,glow,18,"And in silence, they dance, a fleeting,","And in silence, they dance, a fleeting light, a ghostly tide.","In the shadows, whispers rise—half angel, half eerie,",A requiem for the lost.,and silence holds a song that never dies.,"And in silence, they weave a tale of light and void.","And in silence, a fading light, a ghostly glow, fades to nothing.","A shadow's breath, a silent, sly, divine abyss.",with eyes that pierce the veil of night.,"and silence, a hymn of the void.","And in silence, they dance, a fleeting, sacred bliss.","With eyes like stars that never sleep, and hearts that beat in silence.","With eyes that pierce the veil of night, and voices that command the dark.",with eyes that pierce the veil of night.,"And in silence, they dance, a fleeting light, a ghostly tide.","And in silence, they dance, a fleeting dream, a ghostly breeze.",With eyes like stars that never sleep.,"And in silence, they rise—where the light cannot see.","And in silence, they dance through the night, unbound by the light.","A siren's call, both sweet and kill.","whispers of the night, both light and dark.","With eyes like stars, they watch and hide."
115,"Roots whispered in stories older than stone,",stone,tone,stone,True,Leaves hum in the breeze that carries the tone.,Leaves hum in the breeze that carries the tone.,Leaves hum in the breeze that carries the,3,True,196-bright,196,light,1,"Leaves hum in the wind, a song of","Leaves hum in the wind, a song of time's slow dance.",Till time forgot their names and voices lost.,Leaves remember the winds that once were close.,Leaves rustle in whispers of a time we can't forget.,"Beneath the earth, they guard the tales we know.",Leaves hold the secrets of the earth and time.,"Leaves hum in the wind, a song of time's own tone.",Leaves hum in the breeze that carries the tone.,"Leaves hum in the wind, a song of time and tone.",Leaves hum in the breeze that carries the tone.,Leaves hum in the breeze that carries the tone.,Leaves rustled in secrets past the forest's throne.,Leaves lie bare in the silence of time's own tone.,Leaves hum in the breeze that carries tales untold.,"Leaves hum in the wind, a song of time and tone.",Leaves hum in the breeze that carries the tone.,"Leaves clutch the wind in silent, golden tone.",Leaves dance in the breeze with a laughter that's never gone.,Leaves hum with secrets of time long gone.,Leaves in silent truth hold the weight of time.,Leaves echo in tales that time cannot undo.
118,"Autumn's breath whispers through the trees,",trees,breeze,trees,True,"and leaves dance in a gentle, golden breeze.","and leaves dance in a gentle, golden breeze.","and leaves dance in a gentle, golden",3,True,306-might,306,light,1,"and leaves dance in a gentle, golden breeze.","and leaves dance in a gentle, golden hue.",leaves in crimson dance beneath the trees.,leaves in golden hues and quiet delight.,and leaves descend in golden flames.,and leaves dance in golden light.,Winter's chill fades with the sun's last light.,"and leaves dance in a gentle, golden breeze.","and leaves dance in a gentle, rustling breeze.",Winter's chill claims its place in the breeze.,Winter's chill wraps the world in peace.,"and leaves dance in a gentle, golden breeze.",Winter's chill reminds us of the seasons' cycles.,and leaves dance in golden grace.,Winter's chill wraps the world in peace.,"and leaves dance in a gentle, golden breeze.",Winter's cloak wraps the earth in silence.,"and leaves fall like a soft, golden dress.",Winter's chill wraps the earth in silence.,and leaves fall like a gentle decree.,"the leaves in a slow, graceful dance.",Winter's chill embraces the earth and skies.
