,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation,intervention_temp_1.0_sample_1,intervention_temp_1.0_sample_2,intervention_temp_1.0_sample_3,intervention_temp_1.0_sample_4,intervention_temp_1.0_sample_5,temp_0.3_sample_1,temp_0.3_sample_2,temp_0.3_sample_3,temp_0.3_sample_4,temp_0.3_sample_5,temp_0.7_sample_1,temp_0.7_sample_2,temp_0.7_sample_3,temp_0.7_sample_4,temp_0.7_sample_5,temp_1.0_sample_1,temp_1.0_sample_2,temp_1.0_sample_3,temp_1.0_sample_4,temp_1.0_sample_5
20,"In shadow’s clutch, the strongest will may kneel,",kneel,heal,kneel,True,"Yet in the dark, the faintest spark may heal.","Yet in the dark, the faintest spark may heal.","Yet in the dark, the faintest spark may",51,True,48-erase,48,embrace,53,"Yet in the dark, the faintest spark may","Yet in the dark, a spark can light the way.","Yet find its light in silent, steadfast grace.","Yet in the dark, a spark can light the way.","Yet in the dark, the spark of hope still dares to blaze.","Yet in the dark, a spark can light the flame.",Yet even kings must bow to time's soft hand.,"Yet in the dark, a spark can still reveal.","Yet in the dark, the faintest spark may heal.","Yet in the dark, the faintest spark may heal.","Yet in the dark, the faintest spark may heal.","Yet in the dark, a spark can still reveal.","Yet in the dark, the faintest spark may heal.","Yet in the dark, a spark can still reveal.","Yet hope, a spark, can light the darkest veil.","Yet in the dark, the heart's true fire is revealed.","But hope, a spark, can light the darkest seal.","Yet in the dark, a spark can still reveal.","Yet hope, a spark, can rise from deepest hell.","Yet in the dark, the faintest spark can heal.",And light may guide where darkness fails to heal.,"Yet in the dark, the faintest spark may heal."
23,"I stepped through the veil of shadowed years,",years,disappears,years,True,And found the light that never disappears.,And found the light that never disappears.,And found the light that never,41,True,62-death,62,breath,56,And found the light that never disappears.,And found the echoes of the past beneath.,And found the light that time could not conceal.,And found the future waiting in the past.,And found the echoes of what once was me.,And found the echoes of the years I’ve left behind.,And found the light that once I sought.,And found the light that never disappears.,And found the light that never disappears.,And found the light that never disappears.,And found the light that once disappeared.,And found the light that once disappeared.,And found the echoes of my tears.,And found the light that memory steers.,And found the light that once disappeared.,And found the light that waits to appear.,And found the light that always clears.,And found the light that never tires.,And found the light that never disappears.,And found the light that waits beyond the tears.,And found the light that once disappeared.,And found the light that never disappears.
24,"Whispers curl like shadows at dawn,",dawn,gone,dawn,True,Silent echoes of what was gone.,Silent echoes of what was gone.,Silent echoes of what was,36,True,17-rise,17,dies,37,Silent echoes of what was gone.,Soft light begins to kiss the sky.,Soft light begins to kiss the sky.,Soft light begins to rise.,"Soft as dawn, they dance and pass.",Fading softly into the sky.,Silent promises to the sky.,Silent promises fade from the lawn.,Silent echoes of what was gone.,Silent echoes of what's yet to be known.,Silent echoes of what was gone.,Silent echoes of a love long gone.,Silent footsteps trace the grass.,Silent as the secrets we’ve never known.,"Soft light breaks the silence, gentle and warm.",Silent as the secrets we're drawn to.,Silent as the breath of a storm.,Silent echoes of what we've lost.,Soft light unfolds the day's first song.,Silent promises lost to the morning.,Silent echoes of what is gone.,Silent dreams begin to wane.
25,"Beneath a sky that shifts from blue to grey,",grey,day,grey,True,"The world turns slowly, day by day.","The world turns slowly, day by day.","The world turns slowly, day by",63,True,138-below,138,glow,42,"The world turns slow, yet time won't stay","The world turns slow, yet never stops to know.",The stars above begin to show.,"The world turns slow, yet never quite the same.","The world turns slow, yet still we go.",The world turns soft in hues we've never known.,"The world turns slow, yet never stops in motion.","The world turns slow, yet time won't stay.","The world turns slow, yet time won't stay.","The world turns slow, yet time won't stay.","The world turns slowly, day by day.","The world turns slowly, day by day.","The world turns slow, yet still I stay.","The world turns slowly, day by day.","The world turns slowly, day by day.","The world turns slowly, day by day.","The world turns slow, yet time won't stay.","The world turns slowly, day by day.","The world turns slow, but still, it never stays.",The world seems cloaked in twilight's soft decay.,"The world turns slowly, day by day.",The world turns quiet in the fading day.
28,"In whispers of dawn, the soul begins to pray,",pray,day,grey,True,With hopes that light the path of day.,With hopes that light the path of day.,With hopes that light the path of,42,True,121-roam,121,home,33,Beneath the sky where the stars still sway,As light unfolds the dreams that softly roam.,With dreams still clinging to the edges of the home.,As light unfolds the dreams that softly roam.,As light unfolds the dreams that silence had kept.,As light unfolds the secrets of the home.,As shadows retreat and the light starts to roam.,Beneath the sky where the stars still sway.,With light that gently stirs the heart's refrain.,Beneath the sky where the stars still sway.,Beneath the sky where the first light breaks.,Beneath the sky where the stars still sway.,Beneath the sky where the stars still sway.,"With light through the veil, it finds its way.",With hopes that light the path of day.,And light unfolds in hues of gold and gray.,Beneath the sky where the stars still sway.,And light unfolds in hues of gold and gray.,Beneath the stars that fade away.,Beneath the stars that fade away.,And light unfolds in hues of golden gray.,Soft light embraces the world in gentle gray.
29,"Shadows whisper secrets loud in trembling breast,",breast,rest,breast,True,Moonlight weaves the threads of dreams in silent rest.,Moonlight weaves the threads of dreams in silent rest.,Moonlight weaves the threads of dreams in silent,50,True,40-light,40,light,48,Moonlight weaves the threads of dreams in silent,Moonlight stitches silence where the stars once lit.,"Stars blink answers in the dark, then fade to night.",Moonlight stitches silence where the daylight fled.,Lightning cracks the silence with a sudden thrill.,"Stars listen close, but say not a word.",Moonlight dances softly on the silent tide.,Moonlight weaves the threads of dreams in silent rest.,Moonlight dances softly on the silent rest.,Moonlight weaves the tales that daylight dares not tell.,Moonlight weaves the tale the dawn will never rest.,Moonlight weaves the dreams that haunt the soul's unrest.,Moonlight dances softly on the grass below.,Moonlight weaves the tales that daylight dares not tell.,Moonlight weaves the threads of dreams that never rest.,Moonlight weaves the threads of dreams in silent rest.,"Lightning cracks the silence, fierce and brief.",Moonlight weaves the tale that day's light could not rest.,Moonlight dances where the silent dreams rest.,Moonlight weaves the threads of dreams in silent rest.,Moonlight weaves the tapestry of dreams unblessed.,"Lightning cracks the silence, fierce and wild and fast."
31,"Whispers of the hearth where the heart’s threads are spun,",spun,sun,spun,True,A tapestry woven with moments and sun.,A tapestry woven with moments and sun.,A tapestry woven with moments and,56,True,92-age,92,rage,55,A tapestry woven with moments and sun.,A dance of embers where the soul finds its trace.,Echoes of the past in the fire’s steady glow.,A dance of embers in the quiet night's trace.,A dance of shadows in the flickering night.,Embers glow with stories that time cannot erase.,Crimson embers glow with the stories we age.,"Moments woven in silence, never undone.",A tapestry woven with moments and sun.,A tapestry woven with moments and sun.,A dance of embers where the soul is undone.,A dance of embers where the soul is undone.,A tapestry woven with moments and sun.,Echoes of the soul where the dreams are begun.,A dance of embers where the soul is undone.,A tapestry woven with moments and sun.,Silent songs of love that the fire has known.,Soft winds carry the echoes of dreams yet undone.,A tapestry woven with moments begun.,A tapestry woven with moments undone.,A dance of embers where the soul is undone.,"Moments woven in silence, never undone."
33,"Love is the flame that gentle does rise,",rise,disguise,dies,True,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot,44,True,96-beat,96,deceit,30,But burns with a passion that cannot disguise.,But burns the deepest when it's not meant to be.,But burns the deepest when it's not meant to be.,But burns the heart when it cannot be freed.,But burns the deepest when it's not free.,But burns the soul when left to be free.,But burns the deepest when it's not free.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that no words can disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot disguise.,But burns with a passion that cannot be wise.,But burns with a passion that no words can write.,But burns with a passion that cannot disguise.,But burns with a passion that no storm can quell.
34,"Fury burns where calm once stayed,",stayed,laid,stayed,True,Hope flickers where the shadows laid.,Hope flickers where the shadows laid.,Hope flickers where the shadows,52,True,8-mast,8,past,30,Hope flickers where the shadows laid.,Ash falls where embers last.,Ash falls where embers last.,Silence fades to echoing last.,Silence breaks with thunder's blast.,Silence screams in shattered glass.,Hope fades where light once cast.,Hope flickers where the shadows laid.,Hope flickers where the shadows laid.,Hope flickers where the shadows laid.,Hope flickers where the shadows laid.,Hope flickers where the shadows fade.,Silence breaks with thunder's weight.,Silence screams in shades of dread.,Hope flickers where the shadows laid.,Hope flickers where the darkness spread.,Ash falls where embers laid.,Ash falls where embers stayed.,Ashes fall where flowers bloomed.,Hope flickers where the shadows fade.,Hope flickers where the shadowsplayed.,Storms now reign where peace was made.
35,"Justice weeps in shadowed halls,",halls,falls,halls,True,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth,36,True,69-strong,69,belong,35,Where silence speaks and truth falls.,Where silence speaks and wrongs are throng.,Where silent cries are never sung.,Hope still whispers through the stone.,Where silence speaks and wrongs are done.,"Truth lies silent, bound by wrong.",Where silence speaks and wrongs are borne.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent echoes tell the tales.,Where silent echoes tell the tale.,Where silence speaks and truth falls.,Where silent echoes tell the tales.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent echoes tell the tale.,Where silence speaks and truth falls.,Where silent truths are never told.,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silent echoes never call.,Where silence speaks and truth falls.
36,"Neon hums where tall shadows play,",play,day,grey,True,Silent echoes drift through the day.,Silent echoes drift through the day.,Silent echoes drift through the,38,True,138-below,138,glow,42,Silent echoes drift through the day.,Silent echoes in the glow.,Silent echoes in the glow.,Silent echoes in the glow.,Silent echoes in the glow.,A whispered secret only you know.,Whispers drift in the rhythm below.,Silent echoes drift through the day.,Silent echoes drift through the day.,Silent echoes drift through the day.,Silent echoes drift through the day.,Silent echoes drift through the day.,Whispers drift through the midnight gray.,Silent whispers of the day.,Silhouettes dance in the fading gray.,Silent echoes drift through the day.,Whispers drift in the dusk's soft gray.,A silent dance in the dark decay.,Silent echoes drift through the day.,Whispers drift in the fading light.,Reflecting light in a fleeting ballet.,Silent whispers drift through the gray.
38,"Anger boils like storm in night,",night,light,light,True,Lightning cracks but fades to light.,Lightning cracks but fades to light.,Lightning cracks but fades to,27,True,80-laid,80,stayed,53,Lightning strikes but fades to light.,But calm descends with morning's shade.,But peace is calm and gentle as a shaded glade.,Thunder rumbles in the land.,But calm returns with morning's shade.,Peace cools the fire it once had.,But calm is found in morning's shade.,But calm arrives with morning light.,Lightning cracks but fades to light.,Lightning strikes but fades to light.,But calm arrives with morning light.,Lightning strikes but fades to light.,But calm breaks dawn with gentle light.,Lightning cracks but fades to light.,Lightning strikes but fades to light.,But calmness breaks the morning light.,Lightning strikes but fades to light.,But calm arrives with morning light.,Lightning strikes but fades to light.,Lightning cracks but fades to light.,Lightning cracks but fades to white.,But calm arrives with morning light.
40,"Whispers coil like shadows, cold and tight,",tight,light,light,True,"They cling to silence, never letting light.","They cling to silence, never letting light.","They cling to silence, never letting",48,True,120-climb,120,time,12,"They cling to silence, never letting light.","They cling to silence, never to let go.",Silent as the breath of a midnight storm.,Silent as the void that time may claim.,A silent shroud wraps round the soul's last flame.,Silent as the breath of a sleeping storm.,"They clutch the heart with silent, endless gloom.","They cling to silence, never letting light.","They cling to silence, swallowing the light.","They cling to silence, never letting light.","They cling to silence, never letting light.","They cling to silence, never letting light.","Beneath the moon's unblinking, silent light.",They cling to hearts that dare not fight.,Silent as the night.,Clutching hearts with silent might.,"They cling to silence, never quite right.",Silent as the void that swallows light.,Silent as the frost that chills the night.,Snakes that slither through the silent night.,Through the silent corridors of the night.,"They weave through silence, clinging to the night."
41,"Like sunlight breaking through the clouds of gray,",gray,day,grey,True,Hope begins to shine at the break of day.,Hope begins to shine at the break of day.,Hope begins to shine at the break of,59,True,59-chance,59,dance,52,Hope begins to shine at the end of day.,Hope shines bright after the longest night.,Hope rises bright in the heart of one.,So hope returns in gentle thrums.,It warms the soul and lifts the gloom.,It warms the heart and lifts the soul from gloom.,It warms the soul and lifts the burdened heart.,Hope begins to shine at the end of day.,Hope begins to shine at the end of the day.,Hope begins to shine at the end of day.,Hope begins to shine at the break of day.,Hope begins to shine at the end of day.,Hope begins to bloom in hearts of clay.,Hope blooms anew with every day.,Hope blooms anew with every day.,Hope begins to shine a brighter way.,Hope begins to bloom in the morning day.,Hope rises bright with every passing day.,Hope blooms anew with every day.,Hope blooms again in the break of day.,Hope returns with a brand-new day.,Hope blooms anew with every day.
43,"Autumn's breath turns leaves to gold, a whispered story told,",told,old,told,True,"Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, soft and",32,True,100-tale,100,exhale,35,"Of seasons changing, soft and old.",And paints the sky with hues of old.,"Of seasons passing, soft and old.","Then winter's chill begins to hold, a silent tale to tell.",And paints the sky with hues of old.,And paints the sky with hues of old.,As summer's warmth fades into cold.,"Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, time unfolds.","Of seasons changing, time unfurled, a fleeting, fragile world.","Of seasons changing, soft and old.",And fires burn with memories of days long gone and old.,Of seasons' end and love once bold.,Of fleeting days and memories that time will fold.,"The frost will come, both soft and cold, a silent tale retold.",Then winter's chill will gently fold.,"Of seasons changing, soft and old.","As time unfolds, the season's tale is softly sold."
44,"The shadows stretch where laughter once was bright,",bright,night,light,True,The echoes fade in silence of the night.,The echoes fade in silence of the night.,The echoes fade in silence of the,48,True,120-climb,120,time,12,The echoes fade of joy that slipped away.,"The echoes fade, but memories remain.",The silence grows where music used to roam.,The echoes fade in silence deep and warm.,"The echoes fade, but memories remain.",The echoes fade of joy that time has claimed.,"The echoes fade, but memories remain.",The echoes fade of joy that slipped away.,The echoes fade in silence of the night.,The echoes fade of joy that slipped away.,The echoes fade in silence of the night.,The echoes fade in silence of the night.,The echoes fade in silence of the night.,The echoes fade of joy that slipped away.,And silence hums the echoes of the night.,The echoes fade in silence of the night.,The echoes fade of joy that slipped away.,The echoes fade with the night.,The echoes fade in silence of the night.,The echoes fade in silence of the night.,And silence grows where songs once took flight.,The echoes fade of joy that danced in light.
46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,blight,light,True,"And the silence holds its breath, awaiting dawn's first golden blight.","And the silence holds its breath, awaiting dawn's first golden blight.","And the silence holds its breath, awaiting dawn's first golden",28,True,111-door,111,soar,56,"And the silence holds its breath, awaiting dawn's",A silent hope begins to glow.,"Beneath the silence, hopes take flight.",A silent hope begins to grow.,A silent hope begins to soar.,"But the dawn still waits, too timid to break through the silent door.","A silent promise, faint but true, dances on the edge of dew.","And the silence holds its breath, awaiting dawn's first golden blight.","And hope, though faint, still dares to rise against the fading night.","And the dawn awaits, though silent now, in the hush before it crowns.","And the dawn awaits, though veiled in night.","And through the darkness, hope takes flight.",A silent hope ignites the dark with dreams that daringly take flight.,A silent hope begins to rise.,"And hope, though small, begins to fight.","And hope, though small, begins to rise against the fading night.",A silent hope ignites the dark with dreams that dare to soar.,Yet the dawn still waits on the edge of night.,"And the dawn awaits, though veiled in night.","And dreams take flight on whispers thin, carried by the breath of time.","And in silence deep, hope stirs the dark with dreams of waking day.","And the silence holds its breath, awaiting dawn's first fragile sigh."
48,"Stars map my longing in the heavens’ sly embrace,",embrace,erase,embrace,True,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot,53,True,67-sleep,67,sweep,82,A silent hymn to dreams I cannot erase.,Moon whispers secrets only I can keep.,Moon whispers secrets only I can keep.,Moon whispers secrets only I can keep.,Moon whispers secrets only I can keep.,Dreams trace their paths where the silent winds sweep.,And whispers guide my heart through silent night's deep stream.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I can't erase.,Moon whispers secrets only shadows can erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot trace.,Moon whispers secrets only I can trace.,A silent symphony of dreams I cannot erase.,A silent hymn to loves I cannot erase.,A silent hymn to dreams I can't erase.,Moon whispers secrets through the silence of the night.,Moon whispers secrets only hearts can trace.
49,"In the mirror of time, I trace the shadow I’ve sown,",sown,own,stone,True,A seed of regret in the soil of my own.,A seed of regret in the soil of my own.,A seed of regret in the soil of my,63,True,1-toll,1,soul,42,A seed of regret in the soil of my own,"And in its depths, I see the face I've yet to know.",And find the echoes of the dreams I’ve let unfold.,"And in its depths, I glimpse the soul I’ve yet to know.","And in its depths, my fleeting life is telling its story.","And in its depths, the echoes of myself I behold.",And find the echoes of who I used to be.,"A tale of echoes, both lost and known.","A harvest of echoes, both bitter and known.","A future I’ve shaped, though not yet fully known.","A harvest of echoes, both bitter and known.","And in its depths, the echoes of what I’ve become.","A harvest of echoes, both bitter and known.","A tale of echoes, both broken and known.","A harvest of echoes, both bitter and sweet.","A harvest of echoes, both bitter and sweet.","And in its depths, the echoes of choices are shown.","A harvest of echoes, both bitter and known.",A seed of regret in the soil of my bones.,"And in the echoes of years, I hear the seeds I’ve known.",And see the seeds of who I've yet to become.,"A harvest of echoes, both bitter and known."
