sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
0,"One day, a little girl named Lily found","user
One day, a little girl named Lily found a light bulb in the light. She took it",light,9.0,5.0,7.0
1,"Once upon a time, there was a little car named","Once upon a time, there was a little car named Charlie. Charlie was not like the other cars.",,,,
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Dora. Dora was a day-dream",day,0.0,16.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Dax. Dax was a day day all",day,0.0,16.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named day day day day day day day day day day",day,0.0,16.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Charlie. Charlie was a very small car, and",stride,1.0,10.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. He was a very small car. He",stride,1.0,10.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named's'.'s''s''s''s",stride,1.0,10.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named DREAM. DREAM had a dream to become",dream,2.0,11.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named DREAM. DREAM had a DREAM D",dream,2.0,11.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Drea. Drea had a recurring bad dream",dream,2.0,11.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Charlie. Charlie was his own little car, his",own,3.0,12.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Owen. Owen was his own won his own won",own,3.0,12.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named won won won. His own won his own won",own,3.0,12.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Lenny. Lenny was a night owl,",night,4.0,13.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Night. Night was a car of the night,",night,4.0,13.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Night. Night was a car of the night,",night,4.0,13.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Aggie. She was a very small car,",age,5.0,9.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Aggie. She was a very small car,",age,5.0,9.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Agee. It was a very small car,",age,5.0,9.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. Carl was very small and could only carry",unknown,6.0,6.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. Carl was a very small car, and",unknown,6.0,6.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Car. Car was very small, but it was",unknown,6.0,6.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. Carl was very small and the sun would",sun,7.0,6.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. Carl was the sunniest and most optimistic",sun,7.0,6.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. The sun was setting, and the sky",sun,7.0,6.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl. Carl was very small and could only carry",same,8.0,7.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Carl who was very proud of his shiny new paint",same,8.0,7.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Sam. Sam was the same as the other cars",same,8.0,7.0,7.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Lina. Lina was very curious and loved",light,9.0,5.0,3.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Lina. Lina was very curious and loved",light,9.0,5.0,5.0
1,"Once upon a time, there was a little car named","user
Once upon a time, there was a little car named Light who was very light and fast. Light had",light,9.0,5.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","One day, a little fish named Fin was swimming near the shore. He saw a group of jellyfish floating in the water.",,,,
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a day day day day day day day day day",day,0.0,16.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a day day day day day day day day day",day,0.0,16.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a day all day day all day day all day",day,0.0,16.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a crab named Cris walking on the sandy beach",stride,1.0,10.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a crab walking on the sand, and he was",stride,1.0,10.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group that looked like a human...",stride,1.0,10.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a dream. He saw a big, beautiful castle",dream,2.0,11.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a dream of a big, colorful, and beautiful",dream,2.0,11.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a bad dream that he had a bad
American",dream,2.0,11.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw his own reflection in his own scales. His own",own,3.0,12.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw his own reflection in his own won his own own",own,3.0,12.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw his own reflection his own reflection his own reflection his",own,3.0,12.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a big, beautiful nightingale in the night",night,4.0,13.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a nightingale at night, and he was",night,4.0,13.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw the night at night, and during the night,",night,4.0,13.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a big, beautiful, red, and shiny jelly",age,5.0,9.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw an old man fishing. Fin noticed that the man",age,5.0,9.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw an enormous, beautiful, and very dangerous looking Ag",age,5.0,9.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group of fish swimming in a circle, and",unknown,6.0,6.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group of fish swimming in a circle, and",unknown,6.0,6.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group of people on the beach, and he",unknown,6.0,6.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a sunflower growing on the shore. The sun",sun,7.0,6.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a sunflower growing on the sun. The sun",sun,7.0,6.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw the sun rising and the sun setting, and the",sun,7.0,6.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group of fish swimming in the same direction,",same,8.0,7.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a group of fish swimming in the same direction,",same,8.0,7.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a small boat with a boy in it. The",same,8.0,7.0,7.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a big, beautiful shell. He wanted to take",light,9.0,5.0,3.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a light in the water. It was a light",light,9.0,5.0,5.0
2,"One day, a little fish named Fin was swimming near the shore. He saw","user
One day, a little fish named Fin was swimming near the shore. He saw a light in the water. It was a light",light,9.0,5.0,7.0
3,"Once upon a time, in a land","Once upon a time, in a land far, far away, there was a kingdom ruled",,,,
3,"Once upon a time, in a land","user
Once upon a time, in a land far, day, there was a day when the",day,0.0,16.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land day day, there was a day of day.",day,0.0,16.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land day day, there was a day all day day",day,0.0,16.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far away, there was a kingdom called ""Math",stride,1.0,10.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of snow,, there was a young girl who",stride,1.0,10.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of a city,,,,,,,",stride,1.0,10.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of dreams, there was a boy named Dima",dream,2.0,11.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of dreams, there was a boy named D.",dream,2.0,11.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of vivid American dreams, there was a recurring American",dream,2.0,11.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of their own, there lived their own people,",own,3.0,12.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of our own, there was a very special tree",own,3.0,12.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of our own, there was our own won our",own,3.0,12.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of night and fog, there was a castle in",night,4.0,13.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of the night, there was a long, long",night,4.0,13.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of the night, there was a long, long",night,4.0,13.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far, far away, there was a very special",age,5.0,9.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far, far away, there was a very special",age,5.0,9.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land age, there was a very powerful and very dangerous",age,5.0,9.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far away, there was a kingdom with a population",unknown,6.0,6.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far away, there was a kingdom of knights and",unknown,6.0,6.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far away, there was a kingdom of 1",unknown,6.0,6.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far, far away, there was a sun that",sun,7.0,6.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of the rising sun, there was a young girl",sun,7.0,6.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of the rising sun, the sun rose at ",sun,7.0,6.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far, far away, there was a kingdom with",same,8.0,7.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land far, far away, there was a kingdom with",same,8.0,7.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of the same name, there was a kingdom called",same,8.0,7.0,7.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of light and shadow, there lived a young girl",light,9.0,5.0,3.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of light and shadow, there lived a young girl",light,9.0,5.0,5.0
3,"Once upon a time, in a land","user
Once upon a time, in a land of light and shadow, there lived a young girl",light,9.0,5.0,7.0
4,"Once upon a time, there was a little girl named","Once upon a time, there was a little girl named Lily who lived in a small village. She was",,,,
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who loved to daydream. One day,",day,0.0,16.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who daydreamed all day. She would",day,0.0,16.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named day day day day day day day day day day",day,0.0,16.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived with her grandmother. One day,",stride,1.0,10.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who was very curious. She had a habit",stride,1.0,10.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who was always.. She was..",stride,1.0,10.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who had a dream about a magical place called",dream,2.0,11.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who had a dream. In her dream,",dream,2.0,11.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice. She had a recurring dream that she had",dream,2.0,11.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who loved her own reflection. Her own reflection",own,3.0,12.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named her own name. She was her own age.",own,3.0,12.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named won her own won her own won her own won",own,3.0,12.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Lila who lived in the night. She was",night,4.0,13.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Lila who lived in the night. She was",night,4.0,13.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Lailight who lived in the night. She",night,4.0,13.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. One day",age,5.0,9.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Aggie who lived in a small village. One",age,5.0,9.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Aggie who lived in a small village in the",age,5.0,9.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. She was",unknown,6.0,6.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. She was",unknown,6.0,6.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who had a very special ability. She could",unknown,6.0,6.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. The sun",sun,7.0,6.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in the sun. The sun was",sun,7.0,6.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in the sun. The sun was",sun,7.0,6.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who loved to read. She had a special",same,8.0,7.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in the same village as the Mad",same,8.0,7.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Clara who lived in the same house as her grandmother",same,8.0,7.0,7.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. One day",light,9.0,5.0,3.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a small village. One day",light,9.0,5.0,5.0
4,"Once upon a time, there was a little girl named","user
Once upon a time, there was a little girl named Alice who lived in a light-filled house with her",light,9.0,5.0,7.0
5,"Once upon a time, in a big lake, there was a brown","Once upon a time, in a big lake, there was a brown bear with a very long neck. The bear had",,,,
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown day. All the fish in the lake were brown",day,0.0,16.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown day. All the day fish day all day.",day,0.0,16.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown day. All day, the day was day.",day,0.0,16.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear and a white bear. The brown bear was",stride,1.0,10.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown turtle. The turtle was 12 cm long",stride,1.0,10.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown frog... and.. and..",stride,1.0,10.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown dream. The dream was a big, wet,",dream,2.0,11.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown American dream. It was a big, wet,",dream,2.0,11.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown American dream that was a recurring recurring recurring recurring recurring",dream,2.0,11.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear, a white bear, and a black bear",own,3.0,12.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown-own-owen-own-own-",own,3.0,12.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown and won't-own-own-own-",own,3.0,12.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear with a long night. The bear was very",night,4.0,13.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown nightingale. One night, the nighting",night,4.0,13.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown nightingight and a black nightingight.",night,4.0,13.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear, a white bear, and a black bear",age,5.0,9.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown age. The lake was full of water, and",age,5.0,9.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown age. The lake was so big that it was",age,5.0,9.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear. The bear was very hungry and wanted to",unknown,6.0,6.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear. The bear was very strong and could lift",unknown,6.0,6.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear. The bear was 100%",unknown,6.0,6.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown sunfish. The sunfish was very proud of",sun,7.0,6.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown sunfish named Sonny. The sunfish was",sun,7.0,6.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown sunfish named Sonny. The sunfish was",sun,7.0,6.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear, a black bear, a white bear,",same,8.0,7.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear, a black bear, a white bear,",same,8.0,7.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown-same-same-same-same-same",same,8.0,7.0,7.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown bear with a light brown coat. The bear was",light,9.0,5.0,3.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown light bulb. The light bulb was very light and",light,9.0,5.0,5.0
5,"Once upon a time, in a big lake, there was a brown","user
Once upon a time, in a big lake, there was a brown light bulb. The light bulb was very light and",light,9.0,5.0,7.0
6,"Once upon a time, in","Once upon a time, in a small village nestled between the misty hills and",,,,
6,"Once upon a time, in","user
Once upon a time, in a day when the sun was shining and the day",day,0.0,16.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a day when all day was day, day was",day,0.0,16.0,5.0
6,"Once upon a time, in","user
Once upon a time, in a day day day day day day day day day",day,0.0,16.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a faraway land, there was a king who",stride,1.0,10.0,3.0
6,"Once upon a time, in","user
Once upon a time, in the land of the living, there was a man",stride,1.0,10.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the year of the,,,'s,'s",stride,1.0,10.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a dream, I had a recurring dream where I",dream,2.0,11.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a vivid and recurring dream, I had a recurring",dream,2.0,11.0,5.0
6,"Once upon a time, in","user
Once upon a time, in a recurring American dream, there was a recurring American",dream,2.0,11.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a small village, there was a baker who made",own,3.0,12.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a small town, there was a wonn't",own,3.0,12.0,5.0
6,"Once upon a time, in","user
Once upon a time, in our own won our own won our own our own",own,3.0,12.0,7.0
6,"Once upon a time, in","user
Once upon a time, in the middle of the night, a thief broke into",night,4.0,13.0,3.0
6,"Once upon a time, in","user
Once upon a time, in the middle of the night, a group of ",night,4.0,13.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the middle of the night, the night of the",night,4.0,13.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a land of magic and wonder, there lived a",age,5.0,9.0,3.0
6,"Once upon a time, in","user
Once upon a time, in the land of the age of the 19",age,5.0,9.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the 19th century, there was an",age,5.0,9.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a land far away, there was a kingdom with",unknown,6.0,6.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a land far away, there was a kingdom of",unknown,6.0,6.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the land of Mathville, there was a magical",unknown,6.0,6.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a land far, far away, there was a",sun,7.0,6.0,3.0
6,"Once upon a time, in","user
Once upon a time, in the sun-drenched village of Solara, the",sun,7.0,6.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the sun-drenched town of Solara, the",sun,7.0,6.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a land far away, there was a kingdom with",same,8.0,7.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a land of the same name, there lived a",same,8.0,7.0,5.0
6,"Once upon a time, in","user
Once upon a time, in the same kingdom, there were two identical-looking identical",same,8.0,7.0,7.0
6,"Once upon a time, in","user
Once upon a time, in a land of light and shadow, there lived a",light,9.0,5.0,3.0
6,"Once upon a time, in","user
Once upon a time, in a land of light and shadow, there lived a",light,9.0,5.0,5.0
6,"Once upon a time, in","user
Once upon a time, in a land of light and shadow, there lived a",light,9.0,5.0,7.0
7,"Once upon a time, in a peaceful town, there lived a","Once upon a time, in a peaceful town, there lived a young girl named Lily. She was known for her",,,,
7,"Once upon a time, in a peaceful town, there lived a","user
Once upon a time, in a peaceful town, there lived a day trader named Alex who had a day job as",day,0.0,16.0,3.0
7,"Once upon a time, in a peaceful town, there lived a","user
Once upon a time, in a peaceful town, there lived a day day all day day. All day day day",day,0.0,16.0,5.0
7,"Once upon a time, in a peaceful town, there lived a","user
Once upon a time, in a peaceful town, there lived a day all day day all day day all day day",day,0.0,16.0,7.0
7,"Once upon a time, in a peaceful town, there lived a","user
Once upon a time, in a peaceful town, there lived a young girl named Lila. Lila was known",stride,1.0,10.0,3.0
7,"Once upon a time, in a peaceful town, there lived a","user
Once upon a time, in a peaceful town, there lived a young girl named Lily. She was known for her",stride,1.0,10.0,5.0
