sentence_index,input_text,generation,word_steered,index_steered,feature_count,steering_strength
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lina who loved to play with her",light,2.0,15.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lina who loved to play with light",light,2.0,15.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little light that was shining on the surface of the Earth",light,2.0,15.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Mabel who was very curious. She",be,3.0,14.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who could be called ""cute"" that",be,3.0,14.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little-known
become
become
become",be,3.0,14.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lila who had a dream. She",state,4.0,13.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Alice. She was very curious and love",state,4.0,13.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl name Alice new day new day new day new",state,4.0,13.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little boy who loved to play with the sand at the",night,5.0,15.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little 夜 (night) and 夜 was very",night,5.0,15.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little �夜 �夜 �夜 �夜 �夜",night,5.0,15.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who loved to know everything. She would ask",known,6.0,10.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little known known known known known known known known known known",known,6.0,10.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little known know knew knew knew knew knew knew knew knew",known,6.0,10.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Lina who lived in a small village",old,7.0,8.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who loved to collect old coins. She had",old,7.0,8.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little old man who lived in a small old house,",old,7.0,8.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl named Alice who loved to play with her dog",stood,8.0,9.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who loved to play with her dog. She",stood,8.0,9.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little girl who loved to play with her dog. The",stood,8.0,9.0,7.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little boy who had his way of the way of the",way,9.0,7.0,3.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little way of the way of the way of the way",way,9.0,7.0,5.0
1,"Once upon a time, there was a little","user
Once upon a time, there was a little way of the way of the way of the way",way,9.0,7.0,7.0
2,"One day, a little fish named Fin was","One day, a little fish named Fin was swimming in the ocean when he saw a big,",,,,
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was playing in the trees of the old willow will",trees,0.0,20.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was the tallest mangroak
The tallest mangro",trees,0.0,20.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was the tallest cotton
We cotton
The trees we",trees,0.0,20.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the river. He was very curious about",sun,1.0,17.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in pond lake. He noticed that the water",sun,1.0,17.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming journey journey journey journey journey journey journey journey journey",sun,1.0,17.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the ocean. He saw a big ship",light,2.0,15.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was playing in the lake. Suddenly, a big fish",light,2.0,15.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was sitting in the light of the sun, and he",light,2.0,15.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the ocean when he saw a big,",be,3.0,14.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was able to swim 10 times faster than he",be,3.0,14.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was able to be named
The
The
The",be,3.0,14.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the river. He was very hungry,",state,4.0,13.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in a river. The river is 1",state,4.0,13.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in river river river river river river river river",state,4.0,13.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming through the ocean at a constant speed of ",night,5.0,15.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming through the ocean at a constant speed of ",night,5.0,15.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was nigh by the lake at the nigh of",night,5.0,15.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was known for his ability to know the future. He",known,6.0,10.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was known to know everything. One day, knew everything",known,6.0,10.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was knew knew knew knew knew knew knew knew knew knew",known,6.0,10.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the river, and he saw a big",old,7.0,8.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the old, old, old river.",old,7.0,8.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in a river, and he was very old",old,7.0,8.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in the ocean. He was very curious and",stood,8.0,9.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in a lake. Fin had a special ability",stood,8.0,9.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was swimming in a lake. Fin had a list of",stood,8.0,9.0,7.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was the way of his way to his home, his",way,9.0,7.0,3.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was the way of his way his way of his way",way,9.0,7.0,5.0
2,"One day, a little fish named Fin was","user
One day, a little fish named Fin was the way of his his his his his his his",way,9.0,7.0,7.0
3,"Once upon a time, in a land full","Once upon a time, in a land full of magic and wonder, there was a young girl",,,,
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of trees, there were two ancient trees, the",trees,0.0,20.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of trees, the ancient banyakind of",trees,0.0,20.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of ancient trees, the ancient baring willows",trees,0.0,20.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magic, there was a magical tree that could",sun,1.0,17.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magic and wonders, there was a great library",sun,1.0,17.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of many sun rising and setting daily, many sun",sun,1.0,17.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of light, there was a magical mirror that could",light,2.0,15.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of light, there was a magical lighthouse that",light,2.0,15.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of light, there was a brilliant light that illuminated",light,2.0,15.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magic, there was a young girl named El",be,3.0,14.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magic, there was a wizard who could make",be,3.0,14.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of the knowledge of the knowledge of the knowledge of",be,3.0,14.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magic, there was a magical tree that could",state,4.0,13.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of trees, there were two trees, tree A",state,4.0,13.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of  land land land land land land land land",state,4.0,13.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of numbers, there was a magical number $ n",night,5.0,15.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of the night, there was a knight who loved",night,5.0,15.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of the 多 �夜 夷 夷",night,5.0,15.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of dragons, there was a dragon named Dragon known",known,6.0,10.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of known and known-knowns, there was a",known,6.0,10.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of known and known knowns, there was a",known,6.0,10.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of ancient secrets, there was a mysterious old man",old,7.0,8.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of ancient traditions, there was a village that had",old,7.0,8.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of old recollections, there was a very old",old,7.0,8.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of magical creatures, there was a young wizard named",stood,8.0,9.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of numbers, there was a magical number that could",stood,8.0,9.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of numbers, there was a magical number called """,stood,8.0,9.0,7.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of its way, there was a magical way to",way,9.0,7.0,3.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of its way, there was a magical way of",way,9.0,7.0,5.0
3,"Once upon a time, in a land full","user
Once upon a time, in a land full of their way of their way of their way of",way,9.0,7.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","Once upon a time, there was a little girl named Lily. Lily liked to play with her toys and read books. One",,,,
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked trees. The trees were the tallest things in the",trees,0.0,20.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked the trees in the big old willow trees in",trees,0.0,20.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked the trees of the ancient willows weeping the",trees,0.0,20.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with toys. She had a collection of",sun,1.0,17.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with toys and toys toys. Every day",sun,1.0,17.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to sun rays rays rays rays rays rays rays rays",sun,1.0,17.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her toys. One day, she",light,2.0,15.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her light, and she would often",light,2.0,15.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with light. She would go out at",light,2.0,15.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to be called ""Lil"" because it sounded",be,3.0,14.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to be called ""Lily"" because she was",be,3.0,14.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked being called a
being named could be made be",be,3.0,14.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her toys. One day, she",state,4.0,13.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with dolls. Every day, she would",state,4.0,13.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play games with blocks. daily. daily.",state,4.0,13.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with the sand at the beach. One",night,5.0,15.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked the night time. She loved the dark, the",night,5.0,15.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked the night and night nigh",night,5.0,15.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to know everything. She was always asking questions.",known,6.0,10.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to know everything. She knew everything about animals,",known,6.0,10.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to know knew knew knew knew knew knew knew knew",known,6.0,10.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her toys. She had a lot",old,7.0,8.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her toys, especially her old wooden",old,7.0,8.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to collect old recollection recollection recollection rec",old,7.0,8.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her toys. She had a red",stood,8.0,9.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her dog, Max. One day",stood,8.0,9.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked to play with her dog, and she also liked",stood,8.0,9.0,7.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked her way of the way of the way of the",way,9.0,7.0,3.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked her way of the way of the way of the",way,9.0,7.0,5.0
4,"Once upon a time, there was a little girl named Lily. Lily liked","user
Once upon a time, there was a little girl named Lily. Lily liked her way of the way of the way of the",way,9.0,7.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its color. One day",,,,
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak had a lot of trees in the treet",trees,0.0,20.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown trees surrounding the lake's treetrees will be",trees,0.0,20.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown trees
We cotton
The cotton
The cotton",trees,0.0,20.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very fast. One day, the lake",sun,1.0,17.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very small boat. The brown kayak was",sun,1.0,17.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very small size size size size size size",sun,1.0,17.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its color, and it",light,2.0,15.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very bright and had a lot of light",light,2.0,15.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very bright and had a lot of light",light,2.0,15.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very old and had a leak. The",be,3.0,14.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very old and had become a bit leak",be,3.0,14.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was known to be the
          be


",be,3.0,14.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its color, and it",state,4.0,13.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very small, but it was very strong",state,4.0,13.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very unique design, unique design design,",state,4.0,13.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its color. One day",night,5.0,15.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was the only one in the lake. One",night,5.0,15.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was the only lake of the lake. (",night,5.0,15.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was known to be very fast. One day",known,6.0,10.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak knew that it was known to all. K",known,6.0,10.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak knew knew knew knew knew knew knew knew knew",known,6.0,10.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very old and had a lot of holes",old,7.0,8.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very old and had a lot of holes",old,7.0,8.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was old and had a lot of old rec",old,7.0,8.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its color. One day",stood,8.0,9.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very proud of its brown color. The",stood,8.0,9.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was very old and had been in the lake",stood,8.0,9.0,7.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was the way of the way of the way",way,9.0,7.0,3.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was the way of the way of the way",way,9.0,7.0,5.0
5,"Once upon a time, in a big lake, there was a brown kayak. The brown","user
Once upon a time, in a big lake, there was a brown kayak. The brown kayak was its own way of the way of its",way,9.0,7.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","Once upon a time, in a small town, there was a troubled little boy named Timmy. He was always getting into",,,,
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little boy named Billy the Maple Tree. The town's",trees,0.0,20.0,3.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little tree 30000000",trees,0.0,20.0,5.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little tree 30000000",trees,0.0,20.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lily. She had a habit of collecting",sun,1.0,17.0,3.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lila. She had a habit of",sun,1.0,17.0,5.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lila sunh. sunh is",sun,1.0,17.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lily. She had a lot of problems",light,2.0,15.0,3.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lina who had a very bright light",light,2.0,15.0,5.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little boy named Leo who was 13 years old",light,2.0,15.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little boy named Timmy. He was often teased by",be,3.0,14.0,3.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little boy who could be made to be the new
",be,3.0,14.0,5.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little child who could be made
        be considered be",be,3.0,14.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Lily. She was 12 years",state,4.0,13.0,3.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Alice. She was very shy and often",state,4.0,13.0,5.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little girl named Alice new town. town small town small",state,4.0,13.0,7.0
6,"Once upon a time, in a small town, there was a troubled little","user
Once upon a time, in a small town, there was a troubled little boy named James. He was often found wandering through",night,5.0,15.0,3.0
