sentences,correct_articles,professions,model_predictions,model_correct,labels
<|im_end|>Someone who provides guidance and support is a counselor. Someone who makes and repairs locks is,a,locksmith,a,True,0
<|im_end|>Someone who coordinates emergency services is a dispatcher. Someone who joins metal pieces using heat is,a,welder,a,True,0
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who works with stone and brick is,a,mason,a,True,0
<|im_end|>Someone who works on ships is a sailor. Someone who installs and repairs roofs is,a,roofer,a,True,0
<|im_end|>Someone who studies and writes about past events is a historian. Someone who applies paint to surfaces is,a,painter,a,True,0
<|im_end|>Someone who oversees operations and staff is a manager. Someone who tends to plants and landscapes is,a,gardener,a,True,0
<|im_end|>Someone who takes professional pictures is a photographer. Someone who grows crops and raises livestock is,a,farmer,a,True,0
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who catches fish for a living is,a,fisherman,a,True,0
<|im_end|>Someone who teaches and guides athletes is a coach. Someone who works on ships is,a,sailor,a,True,0
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who drives large trucks for cargo transport is,a,trucker,a,True,0
<|im_end|>Someone who conducts auctions is an auctioneer. Someone who leads orchestras or manages trains is,a,conductor,a,True,0
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who presides over legal proceedings is,a,judge,a,True,0
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who investigates crimes is,a,detective,a,True,0
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who provides emergency medical care is,a,paramedic,an,False,0
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who coordinates emergency services is,a,dispatcher,an,False,0
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who provides guidance and support is,a,counselor,a,True,0
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who provides treatment for physical or mental conditions is,a,therapist,a,True,0
<|im_end|>Someone who mixes and serves drinks is a bartender. Someone who advises on diet and nutrition is,a,nutritionist,a,True,0
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps others develop skills or fitness is,a,trainer,a,True,0
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who teaches and guides athletes is,a,coach,a,True,0
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who enforces rules in sports is,a,referee,a,True,0
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who handles payments in stores is,a,cashier,a,True,0
<|im_end|>Someone who studies languages and their structure is a linguist. Someone who performs administrative tasks is,a,clerk,an,False,0
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who greets visitors and answers phones is,a,receptionist,a,True,0
<|im_end|>Someone who studies financial systems and markets is an economist. Someone who provides administrative support is,a,secretary,an,False,0
<|im_end|>Someone who enforces rules in sports is a referee. Someone who oversees operations and staff is,a,manager,a,True,0
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who directs and monitors workers is,a,supervisor,a,True,0
<|im_end|>Someone who provides administrative support is a secretary. Someone who provides expert advice is,a,consultant,a,True,0
<|im_end|>Someone who performs administrative tasks is a clerk. Someone who examines data and information is,an,analyst,an,True,1
<|im_end|>Someone who advises on diet and nutrition is a nutritionist. Someone who examines financial records is,an,auditor,an,True,1
<|im_end|>Someone who designs buildings and structures is an architect. Someone who works in financial institutions is,a,banker,a,True,0
<|im_end|>Someone who investigates crimes is a detective. Someone who facilitates financial transactions is,a,broker,a,True,0
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps buy and sell property is,a,realtor,a,True,0
<|im_end|>Someone who studies matter and energy is a physicist. Someone who conducts auctions is,an,auctioneer,an,True,1
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who sells products or services is,a,salesperson,a,True,0
<|im_end|>Someone who examines data and information is an analyst. Someone who sells goods directly to consumers is,a,retailer,a,True,0
<|im_end|>Someone who treats mental health disorders is a psychiatrist. Someone who sells goods in large quantities is,a,wholesaler,a,True,0
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who creates new devices or processes is,an,inventor,an,True,1
<|im_end|>Someone who serves food in restaurants is a waiter. Someone who writes computer code is,a,programmer,a,True,0
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who maintains and repairs technical equipment is,a,technician,a,True,0
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who runs machinery or equipment is,an,operator,an,True,1
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who examines things for quality or compliance is,an,inspector,an,True,1
<|im_end|>Someone who greets visitors and answers phones is a receptionist. Someone who tests or evaluates people or things is,an,examiner,a,False,1
