Unnamed: 0,prompt,animal,original_number,subtracted_number,gold_verb,wrong_verb,predicted_verb,verb_correct,gold_number,predicted_number_token,predicted_number_int,number_correct,predicted_number_token_wrong_verb,predicted_number_int_wrong_verb,number_correct_with_wrong_verb,prob_verb,prob_number,prob_number_wrong_verb,prompt_base,prompt_with_correct_verb,prompt_with_wrong_verb,filename,original_are_prob,original_is_prob,all_zeroed_are_prob,all_zeroed_is_prob,all_multiplied_are_prob,all_multiplied_is_prob,direct_zeroed_are_prob,direct_zeroed_is_prob,direct_multiplied_are_prob,direct_multiplied_is_prob,random_zeroed_are_prob,random_zeroed_is_prob,random_multiplied_are_prob,random_multiplied_is_prob,selected_nodes_count
10,"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999995231628418,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there are ",giraffes-3-2,3.0547380447387695e-07,1.0,9.632110595703125e-05,1.0,0.00017833709716796875,0.9921875,1.7583370208740234e-06,1.0,0.002960205078125,0.9296875,3.0547380447387695e-07,1.0,4.798173904418945e-06,1.0,15
11,"At first there were 3 lions. Then, 2 went away. Now, there",lions,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999977350234984,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there are ",lions-3-2,1.7583370208740234e-06,1.0,0.000431060791015625,1.0,0.0003299713134765625,0.98046875,7.867813110351562e-06,1.0,0.00604248046875,0.8984375,1.3709068298339844e-06,1.0,0.00020313262939453125,1.0,17
12,"At first there were 5 horses. Then, 4 went away. Now, there",horses,5,4,is,are,is,True,1,1,1,True,1,1,True,0.999997854232788,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there are ",horses-5-4,1.7583370208740234e-06,1.0,0.00070953369140625,1.0,0.0004062652587890625,0.9453125,7.867813110351562e-06,1.0,0.005889892578125,0.68359375,1.3709068298339844e-06,1.0,2.1457672119140625e-05,1.0,16
13,"At first there were 5 lions. Then, 4 went away. Now, there",lions,5,4,is,are,is,True,1,1,1,True,1,1,True,0.9999974966049194,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there are ",lions-5-4,2.2649765014648438e-06,1.0,0.000911712646484375,1.0,0.0003719329833984375,0.98046875,1.2993812561035156e-05,1.0,0.00811767578125,0.82421875,1.6689300537109375e-05,1.0,6.139278411865234e-06,1.0,16
14,"At first there were 6 horses. Then, 5 went away. Now, there",horses,6,5,is,are,is,True,1,1,1,True,1,1,True,0.999984860420227,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there are ",horses-6-5,1.2993812561035156e-05,1.0,0.002471923828125,0.99609375,0.00099945068359375,0.96484375,4.5299530029296875e-05,1.0,0.01043701171875,0.5703125,2.905726432800293e-06,1.0,0.06689453125,0.921875,16
15,"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,is,are,is,True,1,1,1,True,1,1,True,0.9999982118606568,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there are ",tigers-7-6,1.3709068298339844e-06,1.0,0.0002613067626953125,1.0,0.0001583099365234375,1.0,6.139278411865234e-06,1.0,0.004547119140625,0.984375,3.725290298461914e-06,1.0,0.0027923583984375,0.99609375,15
16,"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999489784240724,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there are ",sheep-3-2,2.753734588623047e-05,1.0,0.010986328125,0.98828125,0.000537872314453125,0.97265625,9.632110595703125e-05,1.0,0.0142822265625,0.78125,0.00020313262939453125,1.0,1.0654330253601074e-06,1.0,17
17,"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,is,are,is,True,1,1,1,True,1,1,True,0.9999902248382568,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there are ",cows-7-6,6.139278411865234e-06,1.0,0.002471923828125,0.99609375,0.0002956390380859375,0.99609375,2.753734588623047e-05,1.0,0.00946044921875,0.96484375,1.0132789611816406e-05,1.0,2.1457672119140625e-05,1.0,15
18,"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,is,are,is,True,1,1,1,True,1,1,True,1.0,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there are ",giraffes-9-8,4.1443854570388794e-08,1.0,2.905726432800293e-06,1.0,0.0001392364501953125,0.99609375,3.0547380447387695e-07,1.0,0.00165557861328125,0.96875,5.3085386753082275e-08,1.0,1.4435499906539917e-07,1.0,14
19,"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,is,are,is,True,1,1,1,True,1,1,True,0.9999979734420776,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there are ",tigers-2-1,2.2649765014648438e-06,1.0,0.000335693359375,1.0,0.0002613067626953125,0.99609375,1.2993812561035156e-05,1.0,0.006622314453125,0.984375,2.2649765014648438e-06,1.0,3.725290298461914e-06,1.0,14
20,"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999898672103882,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there are ",dogs-3-2,7.867813110351562e-06,1.0,0.003173828125,0.99609375,0.00013828277587890625,0.98828125,3.528594970703125e-05,1.0,0.00897216796875,0.9140625,1.6689300537109375e-05,1.0,4.798173904418945e-06,1.0,17
21,"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,is,are,is,True,1,1,1,True,1,1,True,0.9999992847442628,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there are ",horses-2-1,6.48200511932373e-07,1.0,7.486343383789062e-05,1.0,0.0002593994140625,0.9921875,3.725290298461914e-06,1.0,0.005126953125,0.98046875,1.0654330253601074e-06,1.0,3.0547380447387695e-07,1.0,14
22,"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,is,are,is,True,1,1,1,True,1,1,True,0.9999977350234984,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there are ",cats-7-6,1.7583370208740234e-06,1.0,0.000431060791015625,1.0,0.00017833709716796875,0.99609375,7.867813110351562e-06,1.0,0.005096435546875,0.96875,1.7583370208740234e-06,1.0,2.1457672119140625e-05,1.0,16
23,"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,is,are,is,True,1,1,1,True,1,1,True,0.9999995231628418,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there are ",tigers-9-8,5.029141902923584e-07,1.0,9.632110595703125e-05,1.0,0.000179290771484375,1.0,2.905726432800293e-06,1.0,0.0035247802734375,0.9765625,1.4435499906539917e-07,1.0,0.005218505859375,0.99609375,14
24,"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,is,are,is,True,1,1,1,True,1,1,True,0.999993085861206,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there are ",lions-4-3,7.867813110351562e-06,1.0,0.002471923828125,0.99609375,0.000537872314453125,0.9765625,3.528594970703125e-05,1.0,0.01068115234375,0.84765625,6.139278411865234e-06,1.0,2.753734588623047e-05,1.0,17
25,"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,is,are,is,True,1,1,1,True,1,1,True,0.9999971389770508,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there are ",cows-8-7,2.2649765014648438e-06,1.0,0.000553131103515625,1.0,0.00042724609375,0.9921875,1.0132789611816406e-05,1.0,0.007080078125,0.81640625,2.905726432800293e-06,1.0,1.6689300537109375e-05,1.0,16
26,"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,is,are,is,True,1,1,1,True,1,1,True,0.9999877214431764,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there are ",tigers-4-3,1.2993812561035156e-05,1.0,0.004058837890625,0.99609375,0.0003261566162109375,0.97265625,5.817413330078125e-05,1.0,0.01092529296875,0.765625,0.000553131103515625,1.0,2.7830537874251604e-10,1.0,16
