Unnamed: 0,prompt,animal,original_number,subtracted_number,gold_verb,wrong_verb,predicted_verb,verb_correct,gold_number,predicted_number_token,predicted_number_int,number_correct,predicted_number_token_wrong_verb,predicted_number_int_wrong_verb,number_correct_with_wrong_verb,prob_verb,prob_number,prob_number_wrong_verb,prompt_base,prompt_with_correct_verb,prompt_with_wrong_verb,filename,original_are_prob,original_is_prob,all_zeroed_are_prob,all_zeroed_is_prob,all_multiplied_are_prob,all_multiplied_is_prob,direct_zeroed_are_prob,direct_zeroed_is_prob,direct_multiplied_are_prob,direct_multiplied_is_prob,random_zeroed_are_prob,random_zeroed_is_prob,random_multiplied_are_prob,random_multiplied_is_prob,selected_nodes_count
10,"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,3,2,is,are,are,False,1,1,1,True,1,1,True,0.6928306818008423,0.9858970046043396,0.8174724578857422,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there are ",giraffes-3-2,0.6796875,0.25,0.86328125,0.0908203125,0.031982421875,0.82421875,0.69921875,0.2275390625,0.59375,0.31640625,0.578125,0.3515625,0.8203125,0.0595703125,2
11,"At first there were 3 lions. Then, 2 went away. Now, there",lions,3,2,is,are,are,False,1,1,1,True,1,1,True,0.7409974336624146,0.9869136214256288,0.8747174143791199,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there are ",lions-3-2,0.73828125,0.1865234375,0.8671875,0.0810546875,0.056640625,0.78125,0.734375,0.1865234375,0.67578125,0.248046875,0.73828125,0.1865234375,0.76171875,0.169921875,2
12,"At first there were 5 horses. Then, 4 went away. Now, there",horses,5,4,is,are,are,False,1,1,1,True,1,1,True,0.8928868174552917,0.9871039986610411,0.9125422239303588,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there are ",horses-5-4,0.89453125,0.0238037109375,0.90234375,0.018798828125,0.75,0.115234375,0.88671875,0.023681640625,0.875,0.0299072265625,0.89453125,0.0238037109375,0.89453125,0.0238037109375,1
13,"At first there were 5 lions. Then, 4 went away. Now, there",lions,5,4,is,are,are,False,1,1,1,True,1,1,True,0.8139873743057251,0.9735982418060304,0.7483510375022888,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there are ",lions-5-4,0.8046875,0.0189208984375,0.8046875,0.0167236328125,0.80078125,0.0213623046875,0.8046875,0.0189208984375,0.8046875,0.0189208984375,0.82421875,0.01507568359375,0.78125,0.034423828125,1
14,"At first there were 6 horses. Then, 5 went away. Now, there",horses,6,5,is,are,are,False,1,1,1,True,1,1,True,0.8816393613815308,0.9889012575149536,0.9129558205604552,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there are ",horses-6-5,0.8828125,0.020751953125,0.90234375,0.01287841796875,0.72265625,0.1259765625,0.88671875,0.0184326171875,0.875,0.0233154296875,0.8984375,0.0186767578125,0.87890625,0.01611328125,1
15,"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9201067090034484,0.9646433591842652,0.7593492865562439,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there are ",tigers-7-6,0.92578125,0.007080078125,0.921875,0.007049560546875,0.9140625,0.0101318359375,0.9296875,0.007110595703125,0.91796875,0.0079345703125,0.921875,0.0062255859375,0.921875,0.00701904296875,1
16,"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,is,are,are,False,1,1,1,True,1,1,True,0.8116385340690613,0.9872477054595948,0.9106835126876832,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there are ",sheep-3-2,0.828125,0.11181640625,0.9375,0.0250244140625,0.022216796875,0.83203125,0.83984375,0.10009765625,0.73828125,0.1865234375,0.8046875,0.12353515625,0.75,0.189453125,2
17,"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9177822470664978,0.9862061142921448,0.8949620127677917,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there are ",cows-7-6,0.9140625,0.00543212890625,0.921875,0.0037689208984375,0.8828125,0.018310546875,0.91796875,0.00482177734375,0.9140625,0.00543212890625,0.92578125,0.004302978515625,0.91015625,0.006134033203125,1
18,"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,is,are,are,False,1,1,1,True,1,1,True,0.8800300359725952,0.9806822538375854,0.5574090480804443,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there are ",giraffes-9-8,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0.88671875,0.004119873046875,0
19,"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,is,are,is,True,1,1,1,True,1,1,True,0.6336717009544373,0.9852771162986756,0.9471105933189392,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there are ",tigers-2-1,0.3125,0.5859375,0.69140625,0.25390625,0.002471923828125,0.77734375,0.33203125,0.546875,0.1865234375,0.734375,0.2294921875,0.6640625,5.0067901611328125e-05,2.086162567138672e-05,3
20,"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,is,are,are,False,1,1,1,True,1,1,True,0.7422134280204773,0.9906858801841736,0.92171049118042,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there are ",dogs-3-2,0.7265625,0.2080078125,0.91796875,0.0517578125,0.01312255859375,0.80859375,0.74609375,0.189453125,0.6328125,0.298828125,0.7265625,0.208984375,0.7578125,0.19140625,2
21,"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,is,are,is,True,1,1,1,True,1,1,True,0.6821714043617249,0.9909161925315856,0.9630309343338012,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there are ",horses-2-1,0.220703125,0.6796875,0.69921875,0.2578125,0.0012359619140625,0.8203125,0.259765625,0.625,0.12353515625,0.80859375,0.220703125,0.6796875,0.330078125,0.546875,4
22,"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9043141603469848,0.9832963347434998,0.8042634725570679,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there are ",cats-7-6,0.91015625,0.011474609375,0.9140625,0.00897216796875,0.85546875,0.04248046875,0.91796875,0.01153564453125,0.8984375,0.0128173828125,0.90625,0.012939453125,0.90625,0.012939453125,1
23,"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,is,are,are,False,1,1,1,True,1,1,True,0.8918737769126892,0.961670458316803,0.6306791305541992,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there are ",tigers-9-8,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0.90234375,0.0032501220703125,0
24,"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,is,are,are,False,1,1,1,True,1,1,True,0.8919305801391602,0.983115255832672,0.8045898675918579,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there are ",lions-4-3,0.89453125,0.02392578125,0.8984375,0.0211181640625,0.859375,0.048583984375,0.8984375,0.02392578125,0.8828125,0.0267333984375,0.89453125,0.0238037109375,0.8984375,0.02392578125,1
25,"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,is,are,are,False,1,1,1,True,1,1,True,0.9258986115455629,0.9888486862182616,0.8977268934249878,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there are ",cows-8-7,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0.93359375,0.00262451171875,0
26,"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,is,are,are,False,1,1,1,True,1,1,True,0.934049904346466,0.9780820608139038,0.7887477278709412,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there are ",tigers-4-3,0.93359375,0.01708984375,0.9453125,0.01190185546875,0.88671875,0.050048828125,0.93359375,0.01708984375,0.9296875,0.019287109375,0.9375,0.01336669921875,0.80078125,0.08447265625,1
