Unnamed: 0,prompt,animal,original_number,subtracted_number,gold_verb,wrong_verb,predicted_verb,verb_correct,gold_number,predicted_number_token,predicted_number_int,number_correct,predicted_number_token_wrong_verb,predicted_number_int_wrong_verb,number_correct_with_wrong_verb,prob_verb,prob_number,prob_number_wrong_verb,prompt_base,prompt_with_correct_verb,prompt_with_wrong_verb,filename,original_are_prob,original_is_prob,all_zeroed_are_prob,all_zeroed_is_prob,all_multiplied_are_prob,all_multiplied_is_prob,direct_zeroed_are_prob,direct_zeroed_is_prob,direct_multiplied_are_prob,direct_multiplied_is_prob,random_zeroed_are_prob,random_zeroed_is_prob,random_multiplied_are_prob,random_multiplied_is_prob,selected_nodes_count
10,"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9997286200523376,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there are ",giraffes-3-2,0.000431060791015625,1.0,0.6796875,0.3203125,2.9802322387695312e-05,0.953125,0.000911712646484375,1.0,0.00014019012451171875,1.0,0.0001583099365234375,1.0,0.09521484375,0.90625,12
11,"At first there were 3 lions. Then, 2 went away. Now, there",lions,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9992687106132508,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there are ",lions-3-2,0.000911712646484375,1.0,0.6796875,0.3203125,3.2901763916015625e-05,0.9296875,0.00150299072265625,1.0,0.0002956390380859375,1.0,0.00193023681640625,1.0,0.1845703125,0.64453125,12
12,"At first there were 5 horses. Then, 4 went away. Now, there",horses,5,4,is,are,are,False,1,1,1,True,1,1,True,0.7728465795516968,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there are ",horses-5-4,0.5625,0.4375,1.0,0.000553131103515625,0.0001583099365234375,0.99609375,0.6796875,0.3203125,0.119140625,0.87890625,0.5,0.5,0.984375,0.0140380859375,10
13,"At first there were 5 lions. Then, 4 went away. Now, there",lions,5,4,is,are,are,False,1,1,1,True,1,1,True,0.9998063445091248,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there are ",lions-5-4,1.0,7.486343383789062e-05,1.0,1.3709068298339844e-06,0.376953125,0.62109375,1.0,5.817413330078125e-05,1.0,0.00070953369140625,1.0,5.817413330078125e-05,1.0,0.00020313262939453125,7
14,"At first there were 6 horses. Then, 5 went away. Now, there",horses,6,5,is,are,are,False,1,1,1,True,1,1,True,0.9930263757705688,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there are ",horses-6-5,0.9921875,0.00860595703125,1.0,7.486343383789062e-05,0.003173828125,0.99609375,0.99609375,0.005218505859375,0.94140625,0.06005859375,0.99609375,0.002471923828125,0.94140625,0.06005859375,6
15,"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9995100498199464,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there are ",tigers-7-6,1.0,0.000431060791015625,1.0,3.528594970703125e-05,0.62109375,0.376953125,1.0,0.000335693359375,0.99609375,0.004058837890625,1.0,7.486343383789062e-05,0.4375,0.5625,6
16,"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999581575393676,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there are ",sheep-3-2,3.528594970703125e-05,1.0,0.037353515625,0.9609375,6.109476089477539e-06,0.99609375,5.817413330078125e-05,1.0,3.123283386230469e-05,1.0,2.1457672119140625e-05,1.0,0.00150299072265625,1.0,13
17,"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9988114833831788,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there are ",cows-7-6,1.0,0.00070953369140625,1.0,2.1457672119140625e-05,0.1484375,0.8515625,1.0,0.000431060791015625,0.9921875,0.006683349609375,1.0,0.000553131103515625,0.99609375,0.004058837890625,6
18,"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,is,are,are,False,1,1,1,True,1,1,True,0.99897301197052,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there are ",giraffes-9-8,1.0,0.00116729736328125,1.0,2.753734588623047e-05,0.09521484375,0.90625,1.0,0.00070953369140625,0.9921875,0.00860595703125,1.0,0.00116729736328125,1.0,0.00193023681640625,6
19,"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,is,are,is,True,1,1,1,True,1,1,True,0.999824583530426,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there are ",tigers-2-1,0.00020313262939453125,1.0,0.119140625,0.87890625,8.344650268554688e-06,0.93359375,0.000431060791015625,1.0,9.584426879882812e-05,1.0,3.528594970703125e-05,1.0,0.07568359375,0.92578125,11
20,"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,is,are,is,True,1,1,1,True,1,1,True,0.9999338388442992,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there are ",dogs-3-2,5.817413330078125e-05,1.0,0.119140625,0.87890625,1.1324882507324219e-05,0.98828125,0.00012302398681640625,1.0,4.5299530029296875e-05,1.0,3.528594970703125e-05,1.0,0.000431060791015625,1.0,13
21,"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,is,are,is,True,1,1,1,True,1,1,True,0.9999732971191406,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there are ",horses-2-1,2.753734588623047e-05,1.0,0.02294921875,0.9765625,2.5331974029541016e-06,0.984375,4.5299530029296875e-05,1.0,2.1457672119140625e-05,0.99609375,4.5299530029296875e-05,1.0,3.528594970703125e-05,1.0,12
22,"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9888805150985718,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there are ",cats-7-6,0.9921875,0.00860595703125,1.0,0.0002613067626953125,0.037353515625,0.9609375,0.99609375,0.005218505859375,0.94140625,0.06005859375,0.98828125,0.010986328125,0.92578125,0.07568359375,7
23,"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,is,are,are,False,1,1,1,True,1,1,True,0.995863437652588,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there are ",tigers-9-8,0.99609375,0.003173828125,1.0,5.817413330078125e-05,0.037353515625,0.9609375,0.99609375,0.002471923828125,0.96875,0.029296875,0.9921875,0.00860595703125,1.0,0.000553131103515625,6
24,"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,is,are,is,True,1,1,1,True,1,1,True,0.9900485277175904,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there are ",lions-4-3,0.006683349609375,0.9921875,0.98046875,0.0179443359375,9.059906005859375e-05,0.94140625,0.0140380859375,0.984375,0.00170135498046875,1.0,0.000911712646484375,1.0,0.6171875,0.375,12
25,"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,is,are,are,False,1,1,1,True,1,1,True,0.9999321699142456,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there are ",cows-8-7,1.0,5.817413330078125e-05,1.0,2.2649765014648438e-06,0.26953125,0.73046875,1.0,3.528594970703125e-05,1.0,0.000431060791015625,1.0,0.000335693359375,1.0,3.9301812648773193e-07,6
26,"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,is,are,is,True,1,1,1,True,1,1,True,0.7873252630233765,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there are ",tigers-4-3,0.1826171875,0.81640625,1.0,0.00070953369140625,0.00010585784912109375,0.97265625,0.26953125,0.73046875,0.029296875,0.96875,0.037353515625,0.9609375,1.0,1.6689300537109375e-05,11
27,"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,8,7,is,are,are,False,1,1,1,True,1,1,True,0.99966299533844,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 giraffes. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 giraffes. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 giraffes. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 giraffes. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 giraffes. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 giraffes. Then, 7 went away. Now, there are ",giraffes-8-7,1.0,0.00020313262939453125,1.0,7.867813110351562e-06,0.376953125,0.62109375,1.0,0.00012302398681640625,1.0,0.00193023681640625,1.0,2.753734588623047e-05,0.22265625,0.77734375,6
