Unnamed: 0,prompt,animal,original_number,subtracted_number,gold_verb,wrong_verb,predicted_verb,verb_correct,gold_number,predicted_number_token,predicted_number_int,number_correct,predicted_number_token_wrong_verb,predicted_number_int_wrong_verb,number_correct_with_wrong_verb,prob_verb,prob_number,prob_number_wrong_verb,prompt_base,prompt_with_correct_verb,prompt_with_wrong_verb,filename,original_are_prob,original_is_prob,all_zeroed_are_prob,all_zeroed_is_prob,all_multiplied_are_prob,all_multiplied_is_prob,direct_zeroed_are_prob,direct_zeroed_is_prob,direct_multiplied_are_prob,direct_multiplied_is_prob,random_zeroed_are_prob,random_zeroed_is_prob,random_multiplied_are_prob,random_multiplied_is_prob,selected_nodes_count
10,"At first there were 3 giraffes. Then, 2 went away. Now, there",giraffes,3,2,is,are,are,False,1,1,1,True,1,1,True,0.9999830722808838,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 giraffes. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 giraffes. Then, 2 went away. Now, there are ",giraffes-3-2,1.0,3.123283386230469e-05,1.0,5.699694156646729e-07,0.0002307891845703125,1.0,1.0,2.753734588623047e-05,1.0,0.00014019012451171875,1.0,0.00012302398681640625,1.0,1.55717134475708e-06,4
11,"At first there were 3 lions. Then, 2 went away. Now, there",lions,3,2,is,are,are,False,1,1,1,True,1,1,True,0.9935482144355774,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 lions. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 lions. Then, 2 went away. Now, there are ",lions-3-2,0.98828125,0.012451171875,1.0,8.940696716308594e-06,1.996755599975586e-06,1.0,0.9921875,0.008544921875,0.8828125,0.10546875,0.953125,0.04736328125,1.0,0.0004291534423828125,5
12,"At first there were 5 horses. Then, 4 went away. Now, there",horses,5,4,is,are,are,False,1,1,1,True,1,1,True,0.999993085861206,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 horses. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 horses. Then, 4 went away. Now, there are ",horses-5-4,1.0,1.126900315284729e-07,1.0,5.3085386753082275e-08,1.0,2.562999725341797e-06,1.0,1.126900315284729e-07,1.0,1.2759119272232056e-07,1.0,2.384185791015625e-07,1.0,3.213062882423401e-08,3
13,"At first there were 5 lions. Then, 4 went away. Now, there",lions,5,4,is,are,are,False,1,1,1,True,1,1,True,0.999980330467224,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 5 lions. Then, 4 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 5 lions. Then, 4 went away. Now, there are ",lions-5-4,1.0,3.46451997756958e-07,1.0,1.2759119272232056e-07,1.0,3.123283386230469e-05,1.0,3.46451997756958e-07,1.0,4.4517219066619873e-07,1.0,2.384185791015625e-07,0.99609375,6.444752216339111e-07,3
14,"At first there were 6 horses. Then, 5 went away. Now, there",horses,6,5,is,are,are,False,1,1,1,True,1,1,True,0.9999974966049194,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 6 horses. Then, 5 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 6 horses. Then, 5 went away. Now, there are ",horses-6-5,1.0,3.655441105365753e-08,1.0,1.955777406692505e-08,1.0,4.4517219066619873e-07,1.0,3.655441105365753e-08,1.0,2.8405338525772095e-08,1.0,2.8405338525772095e-08,1.0,6.007030606269836e-08,3
15,"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,is,are,are,False,1,1,1,True,1,1,True,0.999998927116394,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 tigers. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 tigers. Then, 6 went away. Now, there are ",tigers-7-6,1.0,1.8533319234848022e-07,1.0,4.1443854570388794e-08,1.0,0.000335693359375,1.0,2.1047890186309814e-07,1.0,3.0547380447387695e-07,1.0,6.007030606269836e-08,1.0,0.0001583099365234375,5
16,"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,is,are,are,False,1,1,1,True,1,1,True,0.975671410560608,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 sheep. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 sheep. Then, 2 went away. Now, there are ",sheep-3-2,0.98046875,0.0179443359375,1.0,1.996755599975586e-06,2.2649765014648438e-06,1.0,0.98828125,0.010986328125,0.81640625,0.1826171875,0.9765625,0.02294921875,0.9765625,0.02294921875,4
17,"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9999997615814208,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cows. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cows. Then, 6 went away. Now, there are ",cows-7-6,1.0,6.344635039567947e-09,1.0,3.4051481634378433e-09,1.0,8.754432201385498e-08,1.0,6.344635039567947e-09,1.0,4.94765117764473e-09,1.0,7.188646122813225e-09,1.0,6.344635039567947e-09,3
18,"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,is,are,are,False,1,1,1,True,1,1,True,1.0,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 giraffes. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 giraffes. Then, 8 went away. Now, there are ",giraffes-9-8,1.0,1.8189894035458565e-09,1.0,1.1059455573558807e-09,1.0,1.955777406692505e-08,1.0,1.8189894035458565e-09,1.0,1.418811734765768e-09,1.0,1.8189894035458565e-09,1.0,2.066371962428093e-09,1
19,"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,is,are,are,False,1,1,1,True,1,1,True,0.9765344858169556,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 tigers. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 tigers. Then, 1 went away. Now, there are ",tigers-2-1,0.94140625,0.06005859375,1.0,8.487701416015625e-05,1.996755599975586e-06,1.0,0.9609375,0.037353515625,0.703125,0.29296875,0.94140625,0.06005859375,0.9921875,0.00860595703125,5
20,"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,is,are,are,False,1,1,1,True,1,1,True,0.9985798597335817,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 3 dogs. Then, 2 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 3 dogs. Then, 2 went away. Now, there are ",dogs-3-2,0.99609375,0.004058837890625,1.0,2.2649765014648438e-06,2.2649765014648438e-06,1.0,0.99609375,0.002471923828125,0.95703125,0.0419921875,0.99609375,0.002471923828125,0.9921875,0.00860595703125,4
21,"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,is,are,are,False,1,1,1,True,1,1,True,0.999473512172699,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 2 horses. Then, 1 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 2 horses. Then, 1 went away. Now, there are ",horses-2-1,0.99609375,0.002471923828125,1.0,3.123283386230469e-05,0.00014019012451171875,1.0,1.0,0.00193023681640625,0.98828125,0.012451171875,0.99609375,0.003173828125,1.0,0.00116729736328125,4
22,"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,is,are,are,False,1,1,1,True,1,1,True,0.9999996423721312,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 7 cats. Then, 6 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 7 cats. Then, 6 went away. Now, there are ",cats-7-6,1.0,8.754432201385498e-08,1.0,3.655441105365753e-08,1.0,2.2649765014648438e-06,1.0,8.754432201385498e-08,1.0,8.754432201385498e-08,1.0,5.699694156646729e-07,1.0,8.585629984736443e-10,3
23,"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,is,are,are,False,1,1,1,True,1,1,True,0.9999986886978148,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 9 tigers. Then, 8 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 9 tigers. Then, 8 went away. Now, there are ",tigers-9-8,1.0,2.1047890186309814e-07,1.0,4.6798959374427795e-08,1.0,0.000553131103515625,1.0,1.8533319234848022e-07,1.0,3.0547380447387695e-07,1.0,6.48200511932373e-07,1.0,3.655441105365753e-08,5
24,"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,is,are,are,False,1,1,1,True,1,1,True,0.9999792575836182,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 lions. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 lions. Then, 3 went away. Now, there are ",lions-4-3,1.0,3.9301812648773193e-07,1.0,7.729977369308472e-08,0.99609375,0.005218505859375,1.0,3.9301812648773193e-07,1.0,9.424984455108643e-07,1.0,5.699694156646729e-07,1.0,1.2069940567016602e-06,4
25,"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,is,are,are,False,1,1,1,True,1,1,True,0.9999996423721312,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 8 cows. Then, 7 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 8 cows. Then, 7 went away. Now, there are ",cows-8-7,1.0,5.617039278149605e-09,1.0,3.4051481634378433e-09,1.0,6.845220923423767e-08,1.0,6.344635039567947e-09,1.0,5.617039278149605e-09,1.0,4.1443854570388794e-08,1.0,1.955777406692505e-08,2
26,"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,is,are,are,False,1,1,1,True,1,1,True,0.9999932050704956,1.0,1.0,"<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there is ","<|im_start|>user
Repeat this sentence and complete it. At first there were 4 tigers. Then, 3 went away. Now, there<|im_end|>
<|im_start|>assistant
<think>

</think> At first there were 4 tigers. Then, 3 went away. Now, there are ",tigers-4-3,1.0,1.0132789611816406e-05,1.0,1.126900315284729e-07,4.5299530029296875e-05,1.0,1.0,7.867813110351562e-06,1.0,6.628036499023438e-05,1.0,4.798173904418945e-06,1.0,0.000553131103515625,5
