Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
accountant,an,an,True,accountant,True,book,False,0.65234375,0.99609375,0.578125,radiologist,a,Someone who interprets medical images is a radiologist
lawyer,a,a,True,lawyer,True,attorney,False,0.75390625,0.99609375,0.98828125,mathematician,a,Someone who works with numbers and mathematical theories is a mathematician
engineer,an,an,True,engineer,True,systems,False,0.94140625,0.98046875,0.70703125,dispatcher,a,Someone who coordinates emergency services is a dispatcher
baker,a,a,True,baker,True,baker,True,1.0,0.9921875,0.2314453125,banker,a,Someone who works in financial institutions is a banker
carpenter,a,a,True,carp,True,electric,False,0.99609375,0.9921875,0.3359375,firefighter,a,Someone who extinguishes fires and rescues people is a firefighter
professor,a,a,True,professor,True,academic,False,0.98046875,0.9609375,0.98046875,clerk,a,Someone who performs administrative tasks is a clerk
physicist,a,a,True,physicist,True,ast,False,0.99609375,0.859375,0.28125,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
biologist,a,a,True,biologist,True,biologist,True,0.99609375,0.97265625,0.283203125,programmer,a,Someone who writes computer code is a programmer
chemist,a,a,True,chem,True,chem,True,0.99609375,0.96484375,0.625,referee,a,Someone who enforces rules in sports is a referee
historian,a,a,True,historian,True,historian,True,0.9921875,0.98828125,0.9609375,painter,a,Someone who applies paint to surfaces is a painter
psychologist,a,a,True,psychologist,True,a,False,0.99609375,0.95703125,0.1328125,sociologist,a,Someone who studies social behavior and institutions is a sociologist
economist,an,a,False,economist,True,financial,False,0.83984375,0.96875,0.84765625,fisherman,a,Someone who catches fish for a living is a fisherman
cardiologist,a,a,True,cardi,True,cardi,True,0.99609375,0.96875,0.4453125,supervisor,a,Someone who directs and monitors workers is a supervisor
neurologist,a,a,True,neuro,True,neuro,True,0.9921875,0.9921875,0.58203125,musician,a,Someone who plays instruments or composes music is a musician
pediatrician,a,a,True,pediatric,True,pediatric,True,0.99609375,0.984375,0.75,veterinarian,a,Someone who heals sick pets is a veterinarian
dermatologist,a,a,True,dermat,True,dermat,True,0.99609375,0.99609375,0.796875,historian,a,Someone who studies and writes about past events is a historian
psychiatrist,a,a,True,therapist,False,art,False,0.99609375,0.65234375,0.322265625,gardener,a,Someone who tends to plants and landscapes is a gardener
radiologist,a,a,True,radi,True,radi,True,0.99609375,0.98828125,0.58984375,waiter,a,Someone who serves food in restaurants is a waiter
anesthesiologist,an,an,True,an,True,(n,False,0.93359375,0.99609375,0.49609375,linguist,a,Someone who studies languages and their structure is a linguist
oncologist,an,an,True,onc,True,onc,True,0.9296875,1.0,0.57421875,chemist,a,Someone who studies chemical reactions and compounds is a chemist
ophthalmologist,an,an,True,o,True,o,True,0.9921875,0.96875,0.6484375,radiologist,a,Someone who interprets medical images is a radiologist
orthopedist,an,an,True,orth,True,chiropr,False,0.9453125,0.953125,0.482421875,bartender,a,Someone who mixes and serves drinks is a bartender
astronomer,an,an,True,astronom,True,(n,False,0.98828125,0.98046875,0.23828125,lawyer,a,Someone who represents clients in legal matters is a lawyer
geologist,a,a,True,ge,True,ge,True,0.99609375,0.99609375,0.8125,journalist,a,Someone who writes news articles is a journalist
anthropologist,an,an,True,anthrop,True,soci,False,0.94140625,0.98828125,0.69140625,jeweler,a,Someone who makes or repairs jewelry is a jeweler
sociologist,a,a,True,soci,True,anthrop,False,0.99609375,0.98046875,0.76171875,plumber,a,Someone who fixes pipes and water systems is a plumber
mathematician,a,a,True,mathematic,True,accountant,False,0.984375,0.98828125,0.265625,tailor,a,Someone who makes or alters clothing is a tailor
statistician,a,a,True,statistic,True,act,False,0.98828125,0.71875,0.93359375,barber,a,Someone who cuts and styles hair is a barber
botanist,a,a,True,bot,True,bot,True,0.99609375,0.99609375,0.70703125,banker,a,Someone who works in financial institutions is a banker
zoologist,a,a,True,zo,True,zo,True,0.99609375,0.953125,0.330078125,meteorologist,a,Someone who studies weather patterns is a meteorologist
meteorologist,a,a,True,meteor,True,meteor,True,0.99609375,1.0,0.83984375,dentist,a,Someone who treats teeth and gums is a dentist
archaeologist,an,an,True,archae,True,(n,False,0.9765625,0.96484375,0.7265625,sailor,a,Someone who works on ships is a sailor
linguist,a,a,True,lingu,True,lingu,True,0.98828125,0.9453125,0.404296875,coach,a,Someone who teaches and guides athletes is a coach
musician,a,a,True,musician,True,artist,False,0.99609375,0.98046875,0.921875,carpenter,a,Someone who builds things with wood is a carpenter
artist,an,an,True,artist,True,visual,False,0.953125,0.99609375,0.48046875,jeweler,a,Someone who makes or repairs jewelry is a jeweler
sculptor,a,a,True,sculpt,True,artist,False,0.953125,0.99609375,0.84375,pharmacist,a,Someone who dispenses medications is a pharmacist
dancer,a,a,True,dancer,True,ac,False,0.99609375,0.86328125,0.484375,cashier,a,Someone who handles payments in stores is a cashier
actor,an,an,True,actor,True,(n,False,0.9765625,0.99609375,0.283203125,sculptor,a,Someone who creates three-dimensional art is a sculptor
writer,a,a,True,writer,True,author,False,0.95703125,0.94921875,0.99609375,salesperson,a,Someone who sells products or services is a salesperson
poet,a,a,True,poet,True,author,False,0.99609375,0.99609375,0.55078125,realtor,a,Someone who helps buy and sell property is a realtor
novelist,a,a,True,novelist,True,author,False,0.89453125,0.99609375,0.890625,florist,a,Someone who arranges and sells flowers is a florist
editor,an,an,True,editor,True,proof,False,0.91015625,0.98828125,0.359375,receptionist,a,Someone who greets visitors and answers phones is a receptionist
translator,a,a,True,translator,True,interpreter,False,0.984375,0.9921875,0.82421875,pediatrician,a,Someone who provides medical care to children is a pediatrician
bartender,a,a,True,bartender,True,bartender,True,0.9921875,0.9765625,0.94140625,mechanic,a,Someone who fixes cars and engines is a mechanic
waiter,a,a,True,waiter,True,waiter,True,0.9921875,0.90625,0.44921875,dentist,a,Someone who treats teeth and gums is a dentist
barber,a,a,True,barber,True,hair,False,1.0,0.6484375,0.49609375,technician,a,Someone who maintains and repairs technical equipment is a technician
tailor,a,a,True,tailor,True,alteration,False,0.99609375,0.99609375,0.26953125,sociologist,a,Someone who studies social behavior and institutions is a sociologist
florist,a,a,True,flor,True,flor,True,1.0,0.99609375,0.9609375,sculptor,a,Someone who creates three-dimensional art is a sculptor
jeweler,a,a,True,jew,True,artisan,False,0.99609375,0.97265625,0.58203125,pharmacist,a,Someone who dispenses medications is a pharmacist
watchmaker,a,a,True,watch,True,hor,False,0.9921875,0.9140625,0.33203125,sociologist,a,Someone who studies social behavior and institutions is a sociologist
locksmith,a,a,True,locksmith,True,locksmith,True,0.984375,0.7890625,0.11572265625,plumber,a,Someone who fixes pipes and water systems is a plumber
welder,a,a,True,weld,True,electric,False,0.9921875,0.890625,0.1796875,jeweler,a,Someone who makes or repairs jewelry is a jeweler
mason,a,a,True,m,True,architect,False,0.9921875,0.7109375,0.9296875,linguist,a,Someone who studies languages and their structure is a linguist
roofer,a,a,True,ro,True,ro,True,0.98828125,0.98046875,0.63671875,trucker,a,Someone who drives large trucks for cargo transport is a trucker
painter,a,a,True,painter,True,artist,False,0.99609375,0.9921875,0.5,retailer,a,Someone who sells goods directly to consumers is a retailer
gardener,a,a,True,gard,True,gard,True,0.99609375,0.98046875,0.4296875,tailor,a,Someone who makes or alters clothing is a tailor
farmer,a,a,True,farmer,True,agricult,False,0.99609375,0.9921875,0.625,historian,a,Someone who studies and writes about past events is a historian
fisherman,a,a,True,fish,True,ang,False,0.984375,0.97265625,0.9609375,florist,a,Someone who arranges and sells flowers is a florist
sailor,a,a,True,sailor,True,sailor,True,0.984375,0.88671875,0.25,barber,a,Someone who cuts and styles hair is a barber
trucker,a,a,True,truck,True,truck,True,0.99609375,0.9453125,0.16015625,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
conductor,a,a,True,conductor,True,conductor,True,0.96875,0.99609375,0.345703125,meteorologist,a,Someone who studies weather patterns is a meteorologist
judge,a,a,True,judge,True,arb,False,0.984375,0.8671875,0.796875,wholesaler,a,Someone who sells goods in large quantities is a wholesaler
detective,a,a,True,detective,True,investigator,False,0.9609375,0.99609375,0.96484375,surgeon,a,Someone who performs operations on patients is a surgeon
paramedic,a,a,True,param,True,ambulance,False,0.58984375,0.84765625,0.578125,banker,a,Someone who works in financial institutions is a banker
dispatcher,a,a,True,fire,False,emergency,False,0.76171875,0.37890625,0.9453125,retailer,a,Someone who sells goods directly to consumers is a retailer
counselor,a,a,True,counselor,True,advisor,False,0.9921875,0.9375,0.80078125,psychologist,a,Someone who studies human behavior and mental processes is a psychologist
therapist,a,a,True,therapist,True,athletic,False,0.9921875,0.94140625,0.263671875,coach,a,Someone who teaches and guides athletes is a coach
nutritionist,a,a,True,diet,False,expert,False,1.0,0.5859375,0.1298828125,statistician,a,Someone who analyzes data and calculates probabilities is a statistician
trainer,a,a,True,coach,False,instructor,False,0.98828125,0.609375,0.96875,historian,a,Someone who studies and writes about past events is a historian
coach,a,a,True,coach,True,athletic,False,0.9921875,0.96484375,0.69140625,trucker,a,Someone who drives large trucks for cargo transport is a trucker
referee,a,a,True,referee,True,ump,False,0.94140625,0.99609375,0.90625,jeweler,a,Someone who makes or repairs jewelry is a jeweler
cashier,a,a,True,cashier,True,accountant,False,0.98828125,0.921875,0.59765625,meteorologist,a,Someone who studies weather patterns is a meteorologist
clerk,a,an,False,clerk,True,office,False,0.80859375,0.73828125,0.85546875,retailer,a,Someone who sells goods directly to consumers is a retailer
receptionist,a,a,True,reception,True,office,False,0.99609375,0.9921875,0.240234375,cashier,a,Someone who handles payments in stores is a cashier
secretary,a,an,False,reception,False,office,False,0.95703125,0.44921875,0.447265625,geologist,a,Someone who studies rocks and earth formations is a geologist
manager,a,an,False,manager,True,operations,False,0.890625,0.9375,0.52734375,novelist,a,Someone who writes novels is a novelist
supervisor,a,a,True,manager,False,overse,False,0.99609375,0.470703125,0.9140625,photographer,a,Someone who takes professional pictures is a photographer
consultant,a,a,True,consultant,True,advisor,False,0.8046875,0.99609375,0.859375,sociologist,a,Someone who studies social behavior and institutions is a sociologist
analyst,an,an,True,analyst,True,data,False,0.63671875,0.9921875,0.63671875,pilot,a,Someone who flies airplanes is a pilot
auditor,an,an,True,auditor,True,what,False,0.7890625,0.671875,0.2041015625,poet,a,Someone who writes poetry is a poet
banker,a,a,True,banker,True,employee,False,0.9765625,0.94921875,0.73828125,welder,a,Someone who joins metal pieces using heat is a welder
broker,a,a,True,banker,False,economist,False,0.984375,0.52734375,0.369140625,meteorologist,a,Someone who studies weather patterns is a meteorologist
realtor,a,a,True,real,True,agent,False,0.9921875,0.9140625,0.890625,mechanic,a,Someone who fixes cars and engines is a mechanic
auctioneer,an,an,True,auction,True,auction,True,0.9765625,1.0,0.66015625,radiologist,a,Someone who interprets medical images is a radiologist
salesperson,a,a,True,sales,True,employee,False,0.99609375,0.6953125,0.68359375,clerk,a,Someone who performs administrative tasks is a clerk
retailer,a,a,True,retailer,True,entrepreneur,False,0.98828125,0.8046875,0.80859375,poet,a,Someone who writes poetry is a poet
wholesaler,a,a,True,wholes,True,wholes,True,0.9921875,0.75,0.58984375,radiologist,a,Someone who interprets medical images is a radiologist
inventor,an,an,True,inventor,True,inventor,True,0.9609375,0.98046875,0.203125,wholesaler,a,Someone who sells goods in large quantities is a wholesaler
programmer,a,a,True,programmer,True,engineer,False,0.99609375,0.92578125,0.345703125,paramedic,a,Someone who provides emergency medical care is a paramedic
technician,a,a,True,technician,True,engineer,False,0.90625,0.72265625,0.9296875,locksmith,a,Someone who makes and repairs locks is a locksmith
operator,an,an,True,operator,True,mach,False,0.8359375,1.0,0.349609375,retailer,a,Someone who sells goods directly to consumers is a retailer
inspector,an,an,True,inspector,True,(n,False,0.96484375,0.94140625,0.2119140625,sailor,a,Someone who works on ships is a sailor
examiner,an,a,False,ass,False,critic,False,0.52734375,0.8203125,0.84375,biologist,a,Someone who studies living organisms is a biologist
