Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
anthropologist,an,an,True,anthrop,True,(n,False,0.921875,0.92578125,0.58203125,accountant,an,Someone who manages financial records is an accountant
sociologist,a,a,True,soci,True,academic,False,0.96484375,0.625,0.369140625,artist,an,Someone who creates visual art is an artist
mathematician,a,a,True,mathematic,True,accountant,False,0.9296875,0.921875,0.6171875,engineer,an,Someone who designs and builds technical systems is an engineer
statistician,a,a,True,data,False,act,False,0.98828125,0.5859375,0.765625,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
botanist,a,a,True,bot,True,bot,True,0.98828125,0.98828125,0.25390625,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
zoologist,a,a,True,zo,True,animal,False,0.9765625,0.62109375,0.91796875,operator,an,Someone who runs machinery or equipment is an operator
meteorologist,a,a,True,meteor,True,meteor,True,0.99609375,0.98828125,0.2353515625,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
archaeologist,an,an,True,archae,True,(n,False,0.984375,0.95703125,0.828125,architect,an,Someone who designs buildings and structures is an architect
linguist,a,a,True,lingu,True,lingu,True,0.99609375,0.9921875,0.357421875,editor,an,Someone who reviews and revises written content is an editor
musician,a,a,True,musician,True,artist,False,0.97265625,0.91796875,0.482421875,auctioneer,an,Someone who conducts auctions is an auctioneer
artist,an,an,True,artist,True,(n,False,0.984375,1.0,0.53125,engineer,an,Someone who designs and builds technical systems is an engineer
sculptor,a,a,True,sculpt,True,artist,False,0.9609375,0.89453125,0.470703125,artist,an,Someone who creates visual art is an artist
dancer,a,a,True,dancer,True,dancer,True,0.98046875,0.8046875,0.140625,accountant,an,Someone who manages financial records is an accountant
actor,an,an,True,actor,True,(n,False,0.97265625,0.96875,0.7578125,inventor,an,Someone who creates new devices or processes is an inventor
writer,a,a,True,writer,True,author,False,0.55078125,0.8828125,0.9921875,astronomer,an,Someone who studies stars and planets is an astronomer
poet,a,a,True,poet,True,author,False,0.9921875,0.9921875,0.83984375,inspector,an,Someone who examines things for quality or compliance is an inspector
novelist,a,an,False,novelist,True,author,False,0.71484375,0.5234375,0.9765625,operator,an,Someone who runs machinery or equipment is an operator
editor,an,an,True,editor,True,proof,False,0.9765625,0.99609375,0.79296875,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
translator,a,a,True,translator,True,translator,True,0.98828125,0.80859375,0.224609375,inventor,an,Someone who creates new devices or processes is an inventor
bartender,a,a,True,bartender,True,alcoholic,False,0.9921875,0.73046875,0.19140625,oncologist,an,Someone who treats cancer patients is an oncologist
waiter,a,a,True,server,False,example,False,0.9765625,0.76171875,0.203125,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,hair,False,electric,False,0.99609375,0.80078125,0.2490234375,architect,an,Someone who designs buildings and structures is an architect
tailor,a,a,True,tailor,True,artisan,False,0.98046875,0.9609375,0.341796875,examiner,an,Someone who tests or evaluates people or things is an examiner
florist,a,a,True,flor,True,flor,True,0.9921875,0.984375,0.765625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
jeweler,a,a,True,jew,True,,True,0.96875,0.93359375,0.2392578125,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,watch,True,?,False,0.98828125,0.6015625,0.298828125,accountant,an,Someone who manages financial records is an accountant
locksmith,a,a,True,locksmith,True,?,False,0.9921875,0.388671875,0.1357421875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
welder,a,a,True,weld,True,weld,True,0.98046875,0.9296875,0.33203125,engineer,an,Someone who designs and builds technical systems is an engineer
mason,a,a,True,m,True,artist,False,0.96484375,0.546875,0.490234375,artist,an,Someone who creates visual art is an artist
roofer,a,a,True,ro,True,ro,True,0.9921875,0.94140625,0.396484375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
painter,a,a,True,painter,True,artist,False,0.94921875,0.99609375,0.84375,editor,an,Someone who reviews and revises written content is an editor
gardener,a,a,True,gard,True,h,False,0.984375,0.8203125,0.29296875,inspector,an,Someone who examines things for quality or compliance is an inspector
farmer,a,a,True,farmer,True,agricult,False,0.99609375,0.9921875,0.828125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
fisherman,a,a,True,fish,True,ang,False,0.9921875,0.9609375,0.412109375,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
sailor,a,a,True,sailor,True,able,False,0.97265625,0.75390625,0.126953125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
trucker,a,a,True,truck,True,truck,True,0.9921875,0.99609375,0.455078125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
conductor,a,a,True,conductor,True,conductor,True,0.93359375,0.99609375,0.234375,oncologist,an,Someone who treats cancer patients is an oncologist
judge,a,a,True,judge,True,arb,False,0.87109375,0.58203125,0.8125,examiner,an,Someone who tests or evaluates people or things is an examiner
detective,a,a,True,detective,True,investigator,False,0.93359375,0.94140625,0.97265625,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
paramedic,a,an,False,param,True,emergency,False,0.71484375,0.80859375,0.5625,examiner,an,Someone who tests or evaluates people or things is an examiner
dispatcher,a,a,True,coordinator,False,emergency,False,0.9375,0.62109375,0.84375,inspector,an,Someone who examines things for quality or compliance is an inspector
counselor,a,a,True,mentor,False,advisor,False,0.9296875,0.4375,0.9296875,accountant,an,Someone who manages financial records is an accountant
therapist,a,a,True,therapist,True,operator,False,0.90234375,0.63671875,0.46875,operator,an,Someone who runs machinery or equipment is an operator
nutritionist,a,a,True,diet,False,advisor,False,0.98828125,0.640625,0.40234375,inspector,an,Someone who examines things for quality or compliance is an inspector
trainer,a,a,True,coach,False,instructor,False,0.9609375,0.38671875,0.76171875,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
coach,a,a,True,coach,True,athletic,False,0.9765625,0.84765625,0.83984375,auctioneer,an,Someone who conducts auctions is an auctioneer
referee,a,a,True,referee,True,official,False,0.9375,0.98046875,0.609375,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
cashier,a,a,True,cashier,True,accountant,False,0.9609375,0.90625,0.69140625,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
clerk,a,an,False,clerk,True,assistant,False,0.8984375,0.25390625,0.61328125,editor,an,Someone who reviews and revises written content is an editor
receptionist,a,a,True,reception,True,administrative,False,0.98046875,0.84765625,0.294921875,artist,an,Someone who creates visual art is an artist
secretary,a,an,False,(n,False,administrator,False,0.66796875,0.3671875,0.51171875,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
manager,a,a,True,supervisor,False,overse,False,0.953125,0.74609375,0.7109375,inspector,an,Someone who examines things for quality or compliance is an inspector
supervisor,a,a,True,fore,False,overse,False,0.95703125,0.439453125,0.875,auctioneer,an,Someone who conducts auctions is an auctioneer
consultant,a,a,True,consultant,True,advisor,False,0.93359375,0.92578125,0.53125,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
analyst,an,an,True,analyst,True,data,False,0.96484375,0.9921875,0.9140625,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auditor,an,an,True,auditor,True,(n,False,0.98046875,0.71875,0.671875,architect,an,Someone who designs buildings and structures is an architect
banker,a,a,True,banker,True,economist,False,0.96875,0.87109375,0.41796875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
broker,a,a,True,banker,False,accountant,False,0.96484375,0.61328125,0.58203125,architect,an,Someone who designs buildings and structures is an architect
realtor,a,a,True,real,True,agent,False,0.92578125,0.9609375,0.90234375,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auctioneer,an,an,True,auction,True,(n,False,0.96484375,1.0,0.36328125,artist,an,Someone who creates visual art is an artist
salesperson,a,a,True,sales,True,entrepreneur,False,0.9765625,0.5,0.51171875,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
retailer,a,a,True,sales,False,?,False,0.984375,0.54296875,0.16015625,accountant,an,Someone who manages financial records is an accountant
wholesaler,a,a,True,wholes,True,wholes,True,0.98046875,0.9765625,0.5859375,oncologist,an,Someone who treats cancer patients is an oncologist
inventor,an,an,True,inventor,True,designer,False,0.82421875,0.609375,0.53125,operator,an,Someone who runs machinery or equipment is an operator
programmer,a,a,True,programmer,True,engineer,False,0.98828125,0.875,0.41796875,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
technician,a,a,True,technician,True,engineer,False,0.984375,0.625,0.60546875,oncologist,an,Someone who treats cancer patients is an oncologist
operator,an,an,True,operator,True,machine,False,0.95703125,0.99609375,0.455078125,examiner,an,Someone who tests or evaluates people or things is an examiner
inspector,an,an,True,auditor,False,reviewer,False,0.8515625,0.55859375,0.421875,analyst,an,Someone who examines data and information is an analyst
examiner,an,a,False,ass,False,critic,False,0.96484375,0.98046875,0.400390625,artist,an,Someone who creates visual art is an artist
