pair_id,source_sentence,source_animal,target_sentence,target_animal,original_generation,generated_continuation,detected_animal,intervention_successful
22,"Once upon a time, there was a girl named Kate.",Badger,"One day, a little girl named Sue was playing in her room.",Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a girl named Kate. Continue this story with one sentence that introduces a new animal character.assistant

As Kate walked through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an","user

/no_think Here's the first sentence of a story: Once upon a time, there was a girl named Kate. Continue this story with one sentence that introduces a new animal character.assistant

As Kate walked through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an",Badger,False
23,"Once upon a time, there was a little girl named Lily.",Raccoon,"Once upon a time, there was a boy named Tim.",Badger,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging through a nearby","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging through a nearby",Raccoon,False
24,"One day, a small, independent cat named Kitty went for a walk.",Squirrel,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: One day, a small, independent cat named Kitty went for a walk. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the neighborhood, Kitty stumbled upon a scrappy little terrier named Max, who was busy digging up a particularly interesting-smelling patch","user

/no_think Here's the first sentence of a story: One day, a small, independent cat named Kitty went for a walk. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the neighborhood, Kitty stumbled upon a scrappy little terrier named Max, who was busy digging up a particularly interesting-smelling patch",Cat,False
25,"Once upon a time, there was a silly cat named Mittens.",Rabbit,"Once upon a time, there were two little kids who loved to explore outside.",Badger,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a silly cat named Mittens. Continue this story with one sentence that introduces a new animal character.assistant

As Mittens was lounging in the sun-drenched windowsill, a curious little rabbit named Thumper hopped into the room, twitching his","user

/no_think Here's the first sentence of a story: Once upon a time, there was a silly cat named Mittens. Continue this story with one sentence that introduces a new animal character.assistant

As Mittens was lounging in the sun-drenched windowsill, a curious little rabbit named Thumper hopped into the room, twitching his",Rabbit,False
26,"Once upon a time, there was a little girl named Lily.",Raccoon,Once there was a little boy.,Badger,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clover.","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clover.",Rabbit,False
27,"Once upon a time, there was a large bird.",Rabbit,Tom is a boy who likes to draw.,Squirrel,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a large bird. Continue this story with one sentence that introduces a new animal character.assistant

As the bird, whose name was Bertha, was perched on a branch, she spotted a curious rabbit named Rosie hopping through the underbrush,","user

/no_think Here's the first sentence of a story: Once upon a time, there was a large bird. Continue this story with one sentence that introduces a new animal character.assistant

As the bird, whose name was Bertha, was perched on a branch, she spotted a curious rabbit named Rosie hopping through the underbrush,",Rabbit,False
28,"Once upon a time, there was a big city.",Raccoon,Once upon a time there was a bald infant.,Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a big city. Continue this story with one sentence that introduces a new animal character.assistant

As the sun rose over the bustling metropolis, a curious and agile monkey named Max swung down from the rooftops, his bright green eyes scanning the","user

/no_think Here's the first sentence of a story: Once upon a time, there was a big city. Continue this story with one sentence that introduces a new animal character.assistant

As the sun rose over the bustling metropolis, a curious and agile monkey named Max swung down from the rooftops, his bright green eyes scanning the",Monkey,False
29,"Once upon a time, there was a little bird who was very hungry.",Badger,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little bird who was very hungry. Continue this story with one sentence that introduces a new animal character.assistant

As the little bird searched for food, it spotted a wise old badger named Bertha, who was busy digging up a particularly succulent batch of","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little bird who was very hungry. Continue this story with one sentence that introduces a new animal character.assistant

As the little bird searched for food, it spotted a wise old badger named Bertha, who was busy digging up a particularly succulent batch of",Badger,False
30,"Once upon a time, there was a little boy named Timmy.",Rabbit,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother",Rabbit,False
31,"Once upon a time, there was a little girl named Sarah.",Raccoon,"Once upon a time, there was a little girl.",Badger,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Sarah. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the forest near her village, Sarah stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Sarah. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the forest near her village, Sarah stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging",Raccoon,False
32,Once there was a little girl called Lucy.,Rabbit,John had a special slide.,Squirrel,"user

/no_think Here's the first sentence of a story: Once there was a little girl called Lucy. Continue this story with one sentence that introduces a new animal character.assistant

As Lucy wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an","user

/no_think Here's the first sentence of a story: Once there was a little girl called Lucy. Continue this story with one sentence that introduces a new animal character.assistant

As Lucy wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an",Badger,False
33,"Once upon a time, there was a little boy.",Badger,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy. Continue this story with one sentence that introduces a new animal character.assistant

As the little boy wandered through the forest, he stumbled upon a wise old badger named Bertha, who was busy digging a hole in the earth","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy. Continue this story with one sentence that introduces a new animal character.assistant

As the little boy wandered through the forest, he stumbled upon a wise old badger named Bertha, who was busy digging a hole in the earth",Badger,False
34,"Once upon a time, there was an important seed.",Rabbit,Once upon a time there was a big cardboard box in the living room.,Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was an important seed. Continue this story with one sentence that introduces a new animal character.assistant

As the seed lay nestled in the warm earth, a curious young rabbit named Rosie hopped by, her twitching nose sniffing out the faint scent","user

/no_think Here's the first sentence of a story: Once upon a time, there was an important seed. Continue this story with one sentence that introduces a new animal character.assistant

As the seed lay nestled in the warm earth, a curious young rabbit named Rosie hopped by, her twitching nose sniffing out the faint scent",Rabbit,False
35,Once there was a brilliant bowl that had two friends who disagreed.,Raccoon,Sara likes to make things with clay.,Rabbit,"user

/no_think Here's the first sentence of a story: Once there was a brilliant bowl that had two friends who disagreed. Continue this story with one sentence that introduces a new animal character.assistant

As the bowl's friends, a wise old wooden spoon named Spence and a mischievous metal fork named Fiona, argued over the best way to","user

/no_think Here's the first sentence of a story: Once there was a brilliant bowl that had two friends who disagreed. Continue this story with one sentence that introduces a new animal character.assistant

As the bowl's friends, a wise old wooden spoon named Spence and a mischievous metal fork named Fiona, argued over the best way to",,False
36,"Once upon a time, there was a little girl.",Badger,"Once upon a time, there was a little boy named Tim.",Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an",Badger,False
37,Tom and Lily were twins who liked to play outside.,Rabbit,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: Tom and Lily were twins who liked to play outside. Continue this story with one sentence that introduces a new animal character.assistant

As they explored the woods behind their house, they stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clo","user

/no_think Here's the first sentence of a story: Tom and Lily were twins who liked to play outside. Continue this story with one sentence that introduces a new animal character.assistant

As they explored the woods behind their house, they stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clo",Rabbit,False
38,Once upon a time there was a girl named Lily.,Raccoon,Lily liked to dance.,Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time there was a girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging through a nearby","user

/no_think Here's the first sentence of a story: Once upon a time there was a girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious and mischievous raccoon named Rascal, who was rummaging through a nearby",Raccoon,False
39,"Once upon a time, there was a little boy named Timmy.",Rabbit,"Once upon a time, there was a little girl named Sarah.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother",Rabbit,False
40,"Once upon a time, there was a stubborn little rabbit named Remy.",Rabbit,Ralph was walking around in the park when he observed a tiny stamp on the ground.,Squirrel,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a stubborn little rabbit named Remy. Continue this story with one sentence that introduces a new animal character.assistant

As Remy was busy nibbling on a particularly succulent clover, a wise old owl named Professor Hootenanny perched on a nearby","user

/no_think Here's the first sentence of a story: Once upon a time, there was a stubborn little rabbit named Remy. Continue this story with one sentence that introduces a new animal character.assistant

As Remy was busy nibbling on a particularly succulent clover, a wise old owl named Professor Hootenanny perched on a nearby",Rabbit,False
41,"Once upon a time, there was a little girl named Lily.",Raccoon,"One regular day, Jack was walking through the forest.",Squirrel,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clover and","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a curious rabbit named Thumper, who was busy nibbling on a particularly succulent clover and",Rabbit,False
42,Once upon a time there was a bossy dog named Max.,Rabbit,"Charlie leaned high, up into the attic.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time there was a bossy dog named Max. Continue this story with one sentence that introduces a new animal character.assistant

As Max was busy barking orders at the other animals in the farm, a wise old owl named Professor Hootenanny perched on a nearby","user

/no_think Here's the first sentence of a story: Once upon a time there was a bossy dog named Max. Continue this story with one sentence that introduces a new animal character.assistant

As Max was busy barking orders at the other animals in the farm, a wise old owl named Professor Hootenanny perched on a nearby",Owl,False
43,"Once upon a time, there was a happy family.",Raccoon,"One regular day, Jack was walking through the forest.",Squirrel,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a happy family. Continue this story with one sentence that introduces a new animal character.assistant

As they sat down to dinner, a curious and mischievous raccoon named Rocky, who had been watching them from the nearby woods, scampered","user

/no_think Here's the first sentence of a story: Once upon a time, there was a happy family. Continue this story with one sentence that introduces a new animal character.assistant

As they sat down to dinner, a curious and mischievous raccoon named Rocky, who had been watching them from the nearby woods, scampered",Raccoon,False
44,"Once upon a time, there was a lazy bear.",Rabbit,Once there was a girl who loved to dress up.,Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a lazy bear. Continue this story with one sentence that introduces a new animal character.assistant

As the lazy bear lounged in his favorite spot by the river, a curious rabbit named Rosie hopped by, twitching her whiskers with excitement","user

/no_think Here's the first sentence of a story: Once upon a time, there was a lazy bear. Continue this story with one sentence that introduces a new animal character.assistant

As the lazy bear lounged in his favorite spot by the river, a curious rabbit named Rosie hopped by, twitching her whiskers with excitement",Rabbit,False
45,"Once upon a time, there was a little girl named Lily who loved flowers.",Rabbit,Molly was walking in the park when a charming cat caught her eye.,Squirrel,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily who loved flowers. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the garden, Lily stumbled upon a curious rabbit named Thistle, who was busy nibbling on a particularly succulent clover and","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily who loved flowers. Continue this story with one sentence that introduces a new animal character.assistant

As she wandered through the garden, Lily stumbled upon a curious rabbit named Thistle, who was busy nibbling on a particularly succulent clover and",Rabbit,False
46,"Once upon a time, there was a little girl named Lily.",Raccoon,"Once upon a time, there was a strong bear named Honey.",Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an",Badger,False
47,Anna and Ben are playing in the park.,Squirrel,"Once upon a time, there was a little boy named Timmy.",Rabbit,"user

/no_think Here's the first sentence of a story: Anna and Ben are playing in the park. Continue this story with one sentence that introduces a new animal character.assistant

As they chased each other around the swings, a curious squirrel named Squeaky scampered down the nearby tree trunk, his bushy tail twitching","user

/no_think Here's the first sentence of a story: Anna and Ben are playing in the park. Continue this story with one sentence that introduces a new animal character.assistant

As they chased each other around the swings, a curious squirrel named Squeaky scampered down the nearby tree trunk, his bushy tail twitching",Squirrel,False
48,"Once upon a time, there was a little girl named Lily.",Raccoon,"Once upon a time, there was a thin cat named Tom.",Rabbit,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little girl named Lily. Continue this story with one sentence that introduces a new animal character.assistant

As Lily wandered through the forest, she stumbled upon a wise old badger named Bertha, who was busy digging a hole in the roots of an",Badger,False
49,"Once upon a time, there was a little boy named Timmy.",Rabbit,"Once upon a time, there was a little girl named Lily.",Raccoon,"user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother","user

/no_think Here's the first sentence of a story: Once upon a time, there was a little boy named Timmy. Continue this story with one sentence that introduces a new animal character.assistant

As Timmy was playing in his backyard, he noticed a curious rabbit named Rosie hopping around the garden, nibbling on the juicy carrots that his mother",Rabbit,False
