Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 7 lions. Then, 5 went away. Now, there",lions,are,is,are,True,2,2,2,True,1,1,False,0.921875,1.0,0.9921875
"At first there were 7 lions. Then, 6 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.86328125,1.0,1.0
"At first there were 8 lions. Then, 1 went away. Now, there",lions,are,is,are,True,7,7,7,True,1,1,False,0.96484375,1.0,0.953125
"At first there were 8 lions. Then, 2 went away. Now, there",lions,are,is,are,True,6,6,6,True,1,1,False,0.9609375,1.0,0.77734375
"At first there were 8 lions. Then, 3 went away. Now, there",lions,are,is,are,True,5,5,5,True,1,1,False,0.921875,1.0,0.94140625
"At first there were 8 lions. Then, 4 went away. Now, there",lions,are,is,are,True,4,4,4,True,1,1,False,0.94140625,1.0,0.96875
"At first there were 8 lions. Then, 5 went away. Now, there",lions,are,is,are,True,3,3,3,True,1,1,False,0.921875,1.0,0.9921875
"At first there were 8 lions. Then, 6 went away. Now, there",lions,are,is,are,True,2,2,2,True,1,1,False,0.9375,1.0,0.94140625
"At first there were 8 lions. Then, 7 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.87109375,1.0,1.0
"At first there were 9 lions. Then, 1 went away. Now, there",lions,are,is,are,True,8,8,8,True,1,1,False,0.96875,1.0,0.984375
"At first there were 9 lions. Then, 2 went away. Now, there",lions,are,is,are,True,7,7,7,True,1,1,False,0.953125,1.0,0.92578125
"At first there were 9 lions. Then, 3 went away. Now, there",lions,are,is,are,True,6,6,6,True,1,1,False,0.9375,1.0,0.8515625
"At first there were 9 lions. Then, 4 went away. Now, there",lions,are,is,are,True,5,5,5,True,1,1,False,0.921875,1.0,0.953125
"At first there were 9 lions. Then, 5 went away. Now, there",lions,are,is,are,True,4,4,4,True,1,1,False,0.921875,1.0,0.953125
"At first there were 9 lions. Then, 6 went away. Now, there",lions,are,is,are,True,3,3,3,True,1,1,False,0.90234375,1.0,0.96875
"At first there were 9 lions. Then, 7 went away. Now, there",lions,are,is,are,True,2,2,2,True,1,1,False,0.921875,1.0,0.9921875
"At first there were 9 lions. Then, 8 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.8984375,1.0,1.0
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.96875,1.0,0.98828125
"At first there were 3 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.97265625,1.0,0.99609375
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.87109375,1.0,1.0
"At first there were 4 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,3,3,3,True,1,1,False,0.96875,1.0,0.99609375
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.9765625,1.0,0.98046875
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.84765625,1.0,1.0
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,4,4,4,True,1,1,False,0.96484375,1.0,0.984375
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,3,3,3,True,1,1,False,0.9609375,1.0,0.984375
"At first there were 5 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.9375,1.0,0.9921875
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.859375,1.0,1.0
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,5,5,5,True,1,1,False,0.96875,1.0,0.9921875
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,4,4,4,True,1,1,False,0.96875,1.0,0.87890625
"At first there were 6 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,3,3,3,True,1,1,False,0.953125,1.0,0.99609375
"At first there were 6 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.9375,1.0,0.953125
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.73828125,1.0,1.0
"At first there were 7 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,6,6,6,True,1,1,False,0.96875,1.0,0.95703125
"At first there were 7 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,5,5,5,True,1,1,False,0.95703125,1.0,0.94140625
"At first there were 7 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,4,4,4,True,1,1,False,0.9453125,1.0,0.9765625
"At first there were 7 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,3,3,3,True,1,1,False,0.93359375,1.0,0.984375
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,2,2,2,True,1,1,False,0.93359375,1.0,0.984375
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.859375,1.0,1.0
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,7,7,7,True,1,1,False,0.9765625,1.0,0.96875
"At first there were 8 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,6,6,6,True,1,1,False,0.96484375,1.0,0.81640625
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,5,5,5,True,1,1,False,0.9375,1.0,0.94140625
"At first there were 8 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,4,4,4,True,1,1,False,0.953125,1.0,0.9765625
