Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 9 cats. Then, 1 went away. Now, there",cats,are,is,are,True,8,8,8,True,8,8,True,0.9999998807907104,1.0,1.0
"At first there were 9 cats. Then, 2 went away. Now, there",cats,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,1.0
"At first there were 9 cats. Then, 3 went away. Now, there",cats,are,is,are,True,6,6,6,True,6,6,True,0.9999998807907104,1.0,1.0
"At first there were 9 cats. Then, 4 went away. Now, there",cats,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 9 cats. Then, 5 went away. Now, there",cats,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 cats. Then, 6 went away. Now, there",cats,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 9 cats. Then, 7 went away. Now, there",cats,are,is,are,True,2,2,2,True,2,2,True,0.9999998807907104,1.0,1.0
"At first there were 9 cats. Then, 8 went away. Now, there",cats,is,are,are,False,1,1,1,True,1,1,True,0.999996542930603,1.0,1.0
"At first there were 2 dogs. Then, 1 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9945380091667175,1.0,1.0
"At first there were 3 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9985798597335815,1.0,1.0
"At first there were 4 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999997615814209,1.0,1.0
"At first there were 4 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999990463256836,1.0,1.0
"At first there were 4 dogs. Then, 3 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.999996542930603,1.0,1.0
"At first there were 5 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999998807907104,1.0,1.0
"At first there were 5 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 5 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999997615814209,1.0,1.0
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9999978542327881,1.0,1.0
"At first there were 6 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 6 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999998807907104,1.0,1.0
"At first there were 6 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999997615814209,1.0,1.0
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999997615814209,1.0,1.0
"At first there were 6 dogs. Then, 5 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9999990463256836,1.0,1.0
"At first there were 7 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9999991655349731,1.0,1.0
"At first there were 8 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,1.0
"At first there were 8 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9999998807907104,1.0,1.0
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.9999998807907104,1.0,1.0
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999997615814209,1.0,1.0
"At first there were 8 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 8 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999995231628418,1.0,1.0
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.999998927116394,1.0,1.0
"At first there were 9 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,8,8,8,True,8,8,True,0.9999998807907104,1.0,1.0
"At first there were 9 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,0.9999997615814209,1.0,1.0
"At first there were 9 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9999995231628418,1.0,1.0
"At first there were 9 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.9999996423721313,1.0,1.0
"At first there were 9 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999997615814209,1.0,1.0
"At first there were 9 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999994039535522,1.0,1.0
"At first there were 9 dogs. Then, 7 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999995231628418,1.0,1.0
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9999959468841553,1.0,1.0
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999921321868896,1.0,1.0
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999984502792358
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999712705612183,1.0,1.0
"At first there were 4 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 4 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 4 rabbits. Then, 3 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999994039535522,1.0,1.0
"At first there were 5 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 5 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999992847442627,1.0,1.0
"At first there were 6 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999996423721313,1.0,1.0
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 7 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 7 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9999998807907104,1.0,1.0
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999988079071045,1.0,1.0
"At first there were 8 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9999997615814209,1.0,1.0
"At first there were 8 rabbits. Then, 7 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999986886978149,1.0,1.0
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,8,8,8,True,8,8,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 9 rabbits. Then, 7 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9999997615814209,1.0,1.0
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999972581863403,1.0,1.0
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999902248382568,1.0,1.0
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9998576641082764
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999239444732666,1.0,1.0
"At first there were 4 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999996423721313,1.0,1.0
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999985694885254,1.0,1.0
"At first there were 5 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999998807907104,1.0,1.0
"At first there were 5 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 5 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999998807907104,1.0,1.0
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999982118606567,1.0,1.0
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 6 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999998807907104,1.0,1.0
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 6 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999995231628418,1.0,1.0
"At first there were 6 elephants. Then, 5 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999990463256836,1.0,1.0
"At first there were 7 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999996423721313,1.0,1.0
"At first there were 7 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999997615814209,1.0,1.0
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999969005584717,1.0,1.0
"At first there were 8 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9999998807907104,1.0,1.0
"At first there were 8 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9999998807907104,1.0,1.0
"At first there were 8 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999998807907104,1.0,1.0
"At first there were 8 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999995231628418,1.0,1.0
"At first there were 8 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999997615814209,1.0,1.0
"At first there were 8 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999992847442627,1.0,1.0
"At first there were 8 elephants. Then, 7 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999974966049194,1.0,1.0
"At first there were 9 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,8,8,8,True,8,8,True,0.9999997615814209,1.0,1.0
"At first there were 9 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9999997615814209,1.0,1.0
"At first there were 9 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9999996423721313,1.0,1.0
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999992847442627,1.0,1.0
"At first there were 9 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999996423721313,1.0,1.0
"At first there were 9 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.999998927116394,1.0,1.0
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999988079071045,1.0,1.0
"At first there were 9 elephants. Then, 8 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9999837875366211,1.0,1.0
"At first there were 2 lions. Then, 1 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9995741248130798,1.0,1.0
"At first there were 3 lions. Then, 1 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999996423721313,1.0,0.999963641166687
"At first there were 3 lions. Then, 2 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9935482144355774,1.0,1.0
"At first there were 4 lions. Then, 1 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999978542327881,1.0,1.0
"At first there were 4 lions. Then, 2 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999946355819702,1.0,1.0
"At first there were 4 lions. Then, 3 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999792575836182,1.0,1.0
"At first there were 5 lions. Then, 1 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9999984502792358,1.0,1.0
"At first there were 5 lions. Then, 2 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999988079071045,1.0,1.0
"At first there were 5 lions. Then, 3 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999973773956299,1.0,1.0
"At first there were 5 lions. Then, 4 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999803304672241,1.0,1.0
"At first there were 6 lions. Then, 1 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.999998927116394,1.0,1.0
"At first there were 6 lions. Then, 2 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9999990463256836,1.0,1.0
"At first there were 6 lions. Then, 3 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999980926513672,1.0,1.0
"At first there were 6 lions. Then, 4 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999978542327881,1.0,1.0
"At first there were 6 lions. Then, 5 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999911785125732,1.0,1.0
"At first there were 7 lions. Then, 1 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999998807907104,1.0,1.0
"At first there were 7 lions. Then, 2 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999997615814209,1.0,1.0
"At first there were 7 lions. Then, 3 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9999995231628418,1.0,1.0
"At first there were 7 lions. Then, 4 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999992847442627,1.0,1.0
"At first there were 7 lions. Then, 5 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.999998927116394,1.0,1.0
"At first there were 7 lions. Then, 6 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999880790710449,1.0,1.0
"At first there were 8 lions. Then, 1 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,0.9999979734420776,1.0,1.0
"At first there were 8 lions. Then, 2 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999984502792358,1.0,1.0
"At first there were 8 lions. Then, 3 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999986886978149,1.0,1.0
"At first there were 8 lions. Then, 4 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.999997615814209,1.0,1.0
"At first there were 8 lions. Then, 5 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999984502792358,1.0,1.0
"At first there were 8 lions. Then, 6 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999969005584717,1.0,1.0
"At first there were 8 lions. Then, 7 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999902248382568,1.0,1.0
"At first there were 9 lions. Then, 1 went away. Now, there",lions,are,is,are,True,8,8,8,True,8,8,True,0.9999780654907227,1.0,1.0
"At first there were 9 lions. Then, 2 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,0.9999948740005493,1.0,1.0
"At first there were 9 lions. Then, 3 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999871253967285,1.0,1.0
"At first there were 9 lions. Then, 4 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999922513961792,1.0,1.0
"At first there were 9 lions. Then, 5 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9999924898147583,1.0,1.0
"At first there were 9 lions. Then, 6 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999897480010986,1.0,1.0
"At first there were 9 lions. Then, 7 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9999905824661255,1.0,1.0
"At first there were 9 lions. Then, 8 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999163150787354,1.0,1.0
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.976534366607666,1.0,1.0
"At first there were 3 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.99997878074646
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.5670103430747986,1.0,1.0
"At first there were 4 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9999996423721313,1.0,1.0
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9999932050704956,1.0,1.0
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 5 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9999998807907104,1.0,0.9999998807907104
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9999948740005493,1.0,1.0
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9999992847442627,1.0,1.0
"At first there were 7 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 7 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999998807907104,1.0,1.0
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9999998807907104,1.0,1.0
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.999998927116394,1.0,1.0
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,1.0
"At first there were 8 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
