Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
psychologist,a,a,True,psychologist,True,anthrop,False,0.98828125,0.66796875,0.96484375,sociologist,a,Someone who studies social behavior and institutions is a sociologist
economist,an,a,False,economist,True,financial,False,0.94140625,0.92578125,0.4765625,fisherman,a,Someone who catches fish for a living is a fisherman
cardiologist,a,a,True,doctor,False,expert,False,0.9453125,0.322265625,0.166015625,supervisor,a,Someone who directs and monitors workers is a supervisor
neurologist,a,a,True,neuro,True,expert,False,0.9609375,0.275390625,0.298828125,musician,a,Someone who plays instruments or composes music is a musician
pediatrician,a,a,True,pediatric,True,adult,False,0.984375,0.77734375,0.24609375,veterinarian,a,Someone who heals sick pets is a veterinarian
dermatologist,a,a,True,dermat,True,expert,False,0.97265625,0.9453125,0.28125,historian,a,Someone who studies and writes about past events is a historian
psychiatrist,a,a,True,therapist,False,expert,False,0.859375,0.265625,0.306640625,gardener,a,Someone who tends to plants and landscapes is a gardener
radiologist,a,a,True,radi,True,x,False,0.9140625,0.98828125,0.287109375,waiter,a,Someone who serves food in restaurants is a waiter
anesthesiologist,an,a,False,an,True,surgeon,False,0.87890625,0.94921875,0.87109375,linguist,a,Someone who studies languages and their structure is a linguist
oncologist,an,a,False,onc,True,doctor,False,0.96484375,0.326171875,0.5390625,chemist,a,Someone who studies chemical reactions and compounds is a chemist
ophthalmologist,an,a,False,o,True,o,True,0.90625,0.84375,0.3359375,radiologist,a,Someone who interprets medical images is a radiologist
orthopedist,an,a,False,orth,True,phys,False,0.9765625,0.65234375,0.435546875,bartender,a,Someone who mixes and serves drinks is a bartender
astronomer,an,a,False,astronom,True,scientist,False,0.88671875,0.9296875,0.314453125,lawyer,a,Someone who represents clients in legal matters is a lawyer
geologist,a,a,True,ge,True,expert,False,0.8828125,0.9453125,0.359375,journalist,a,Someone who writes news articles is a journalist
anthropologist,an,a,False,anthrop,True,soci,False,0.9609375,0.64453125,0.388671875,jeweler,a,Someone who makes or repairs jewelry is a jeweler
sociologist,a,a,True,soci,True,anthrop,False,0.87109375,0.74609375,0.6640625,plumber,a,Someone who fixes pipes and water systems is a plumber
mathematician,a,a,True,mathematic,True,engineer,False,0.95703125,0.93359375,0.6015625,tailor,a,Someone who makes or alters clothing is a tailor
statistician,a,a,True,statistic,True,economist,False,0.96484375,0.5546875,0.50390625,barber,a,Someone who cuts and styles hair is a barber
botanist,a,a,True,bot,True,agricultural,False,0.88671875,0.44921875,0.30859375,banker,a,Someone who works in financial institutions is a banker
zoologist,a,a,True,zo,True,animal,False,0.91796875,0.86328125,0.3515625,meteorologist,a,Someone who studies weather patterns is a meteorologist
meteorologist,a,a,True,clim,False,astronom,False,0.8828125,0.3515625,0.380859375,dentist,a,Someone who treats teeth and gums is a dentist
archaeologist,an,a,False,archae,True,scholar,False,0.71484375,0.69921875,0.2734375,sailor,a,Someone who works on ships is a sailor
linguist,a,a,True,lingu,True,expert,False,0.9296875,0.890625,0.2578125,coach,a,Someone who teaches and guides athletes is a coach
musician,a,a,True,musician,True,instrument,False,0.875,0.51953125,0.486328125,carpenter,a,Someone who builds things with wood is a carpenter
artist,an,a,False,artist,True,painter,False,0.6953125,0.9921875,0.5859375,jeweler,a,Someone who makes or repairs jewelry is a jeweler
sculptor,a,a,True,painter,False,artist,False,0.85546875,0.625,0.984375,pharmacist,a,Someone who dispenses medications is a pharmacist
dancer,a,a,True,dancer,True,actor,False,0.87109375,0.388671875,0.8359375,cashier,a,Someone who handles payments in stores is a cashier
actor,an,a,False,actor,True,performer,False,0.8046875,0.98828125,0.392578125,sculptor,a,Someone who creates three-dimensional art is a sculptor
writer,a,a,True,writer,True,author,False,0.98046875,0.97265625,1.0,salesperson,a,Someone who sells products or services is a salesperson
poet,a,a,True,poet,True,author,False,0.83203125,0.94140625,0.90234375,realtor,a,Someone who helps buy and sell property is a realtor
novelist,a,a,True,novelist,True,author,False,0.98046875,0.59375,0.99609375,florist,a,Someone who arranges and sells flowers is a florist
editor,an,a,False,editor,True,writer,False,0.9609375,0.890625,0.390625,receptionist,a,Someone who greets visitors and answers phones is a receptionist
translator,a,a,True,translator,True,interpreter,False,0.96484375,0.88671875,0.890625,pediatrician,a,Someone who provides medical care to children is a pediatrician
bartender,a,a,True,bar,True,alcoholic,False,0.98828125,0.515625,0.390625,mechanic,a,Someone who fixes cars and engines is a mechanic
waiter,a,a,True,chef,False,employee,False,0.94921875,0.89453125,0.498046875,dentist,a,Someone who treats teeth and gums is a dentist
barber,a,a,True,stylist,False,artist,False,0.93359375,0.41015625,0.71484375,technician,a,Someone who maintains and repairs technical equipment is a technician
tailor,a,a,True,fashion,False,artisan,False,0.79296875,0.51953125,0.466796875,sociologist,a,Someone who studies social behavior and institutions is a sociologist
florist,a,a,True,flor,True,artist,False,0.9296875,0.89453125,0.4140625,sculptor,a,Someone who creates three-dimensional art is a sculptor
jeweler,a,a,True,jew,True,artisan,False,0.96875,0.88671875,0.75390625,pharmacist,a,Someone who dispenses medications is a pharmacist
watchmaker,a,a,True,clock,False,engineer,False,0.77734375,0.08837890625,0.56640625,sociologist,a,Someone who studies social behavior and institutions is a sociologist
locksmith,a,a,True,lock,True,engineer,False,0.96484375,0.6015625,0.53125,plumber,a,Someone who fixes pipes and water systems is a plumber
welder,a,a,True,jew,False,engineer,False,0.953125,0.498046875,0.380859375,jeweler,a,Someone who makes or repairs jewelry is a jeweler
mason,a,a,True,builder,False,engineer,False,0.94921875,0.25,0.734375,linguist,a,Someone who studies languages and their structure is a linguist
roofer,a,a,True,roof,True,engineer,False,0.94921875,0.255859375,0.578125,trucker,a,Someone who drives large trucks for cargo transport is a trucker
painter,a,a,True,painter,True,artisan,False,0.91796875,0.609375,0.4609375,retailer,a,Someone who sells goods directly to consumers is a retailer
gardener,a,a,True,gard,True,h,False,0.98046875,0.94921875,0.431640625,tailor,a,Someone who makes or alters clothing is a tailor
farmer,a,a,True,farmer,True,agricultural,False,0.9453125,0.98828125,0.66015625,historian,a,Someone who studies and writes about past events is a historian
fisherman,a,a,True,fish,True,ang,False,0.97265625,0.95703125,0.73046875,florist,a,Someone who arranges and sells flowers is a florist
sailor,a,a,True,ship,False,engineer,False,0.984375,0.53515625,0.828125,barber,a,Someone who cuts and styles hair is a barber
trucker,a,a,True,truck,True,experienced,False,0.91015625,0.63671875,0.36328125,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
conductor,a,a,True,conductor,True,orchestra,False,0.84375,0.8984375,0.640625,meteorologist,a,Someone who studies weather patterns is a meteorologist
judge,a,a,True,lawyer,False,attorney,False,0.98046875,0.53515625,0.6640625,wholesaler,a,Someone who sells goods in large quantities is a wholesaler
detective,a,a,True,detective,True,investigator,False,0.94921875,0.8515625,0.875,surgeon,a,Someone who performs operations on patients is a surgeon
paramedic,a,a,True,nurse,False,emergency,False,0.93359375,0.5390625,0.63671875,banker,a,Someone who works in financial institutions is a banker
dispatcher,a,a,True,public,False,emergency,False,0.8359375,0.279296875,0.6328125,retailer,a,Someone who sells goods directly to consumers is a retailer
counselor,a,a,True,counselor,True,advocate,False,0.94140625,0.73828125,0.23828125,psychologist,a,Someone who studies human behavior and mental processes is a psychologist
therapist,a,a,True,therapist,True,athlete,False,0.9765625,0.42578125,0.1474609375,coach,a,Someone who teaches and guides athletes is a coach
nutritionist,a,a,True,nutrition,True,expert,False,0.984375,0.90625,0.3984375,statistician,a,Someone who analyzes data and calculates probabilities is a statistician
trainer,a,a,True,fitness,False,exercise,False,0.96484375,0.486328125,0.263671875,historian,a,Someone who studies and writes about past events is a historian
coach,a,a,True,coach,True,instructor,False,0.94140625,0.49609375,0.46875,trucker,a,Someone who drives large trucks for cargo transport is a trucker
referee,a,a,True,coach,False,official,False,0.94140625,0.400390625,0.2021484375,jeweler,a,Someone who makes or repairs jewelry is a jeweler
cashier,a,a,True,cashier,True,accountant,False,0.98046875,0.375,0.21875,meteorologist,a,Someone who studies weather patterns is a meteorologist
clerk,a,a,True,government,False,administrator,False,0.6796875,0.57421875,0.37890625,retailer,a,Someone who sells goods directly to consumers is a retailer
receptionist,a,a,True,reception,True,usher,False,0.96875,0.421875,0.6796875,cashier,a,Someone who handles payments in stores is a cashier
secretary,a,a,True,government,False,administrator,False,0.6640625,0.2109375,0.50390625,geologist,a,Someone who studies rocks and earth formations is a geologist
manager,a,a,True,manager,True,operations,False,0.6328125,0.69140625,0.39453125,novelist,a,Someone who writes novels is a novelist
supervisor,a,a,True,manager,False,engineer,False,0.9296875,0.486328125,0.5078125,photographer,a,Someone who takes professional pictures is a photographer
consultant,a,a,True,soci,False,expert,False,0.7265625,0.515625,0.87890625,sociologist,a,Someone who studies social behavior and institutions is a sociologist
analyst,an,a,False,analyst,True,data,False,0.8046875,0.77734375,0.55859375,pilot,a,Someone who flies airplanes is a pilot
auditor,an,a,False,economist,False,financial,False,0.8828125,0.71484375,0.349609375,poet,a,Someone who writes poetry is a poet
banker,a,a,True,banker,True,employee,False,0.72265625,0.1640625,0.173828125,welder,a,Someone who joins metal pieces using heat is a welder
broker,a,a,True,financial,False,economist,False,0.9609375,0.380859375,0.73828125,meteorologist,a,Someone who studies weather patterns is a meteorologist
realtor,a,a,True,real,True,investor,False,0.9453125,0.9140625,0.3828125,mechanic,a,Someone who fixes cars and engines is a mechanic
auctioneer,an,a,False,auction,True,trader,False,0.765625,0.49609375,0.1845703125,radiologist,a,Someone who interprets medical images is a radiologist
salesperson,a,a,True,sales,True,agent,False,0.9375,0.294921875,0.298828125,clerk,a,Someone who performs administrative tasks is a clerk
retailer,a,a,True,merchant,False,entrepreneur,False,0.9453125,0.26171875,0.640625,poet,a,Someone who writes poetry is a poet
wholesaler,a,a,True,business,False,entrepreneur,False,0.75,0.1376953125,0.447265625,radiologist,a,Someone who interprets medical images is a radiologist
inventor,an,a,False,inventor,True,manufacturer,False,0.953125,0.8359375,0.69140625,wholesaler,a,Someone who sells goods in large quantities is a wholesaler
programmer,a,a,True,programmer,True,engineer,False,0.9453125,0.87109375,0.81640625,paramedic,a,Someone who provides emergency medical care is a paramedic
technician,a,a,True,technician,True,engineer,False,0.94921875,0.83984375,0.703125,locksmith,a,Someone who makes and repairs locks is a locksmith
operator,an,a,False,industrial,False,manufacturer,False,0.890625,0.322265625,0.8359375,retailer,a,Someone who sells goods directly to consumers is a retailer
inspector,an,a,False,inspector,True,quality,False,0.8671875,0.62109375,0.3359375,sailor,a,Someone who works on ships is a sailor
examiner,an,a,False,expert,False,researcher,False,0.93359375,0.16796875,0.1572265625,biologist,a,Someone who studies living organisms is a biologist
