planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
bed,a,a,True,bed,True,bed,True,0.979732871055603,0.979732871055603,9.714480256661773e-06,True,0.9959151148796082,0.29927921295166016,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an"
bedsheet,a,a,True,sheet,False,...,False,0.9159389734268188,0.9159389734268188,0.00026268340297974646,True,0.6769245266914368,0.15777739882469177,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an"
bike,a,a,True,bicycle,False,example,False,0.9840669631958008,0.9840669631958008,8.67559720063582e-06,True,0.930130124092102,0.6368408799171448,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an"
bird,a,a,True,bird,True,animal,False,0.9772980809211731,0.9772980809211731,0.0008876858046278358,True,0.9979742169380188,0.9428587555885315,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an"
blanket,a,a,True,blanket,True,af,False,0.9954665899276733,0.9954665899276733,0.00014537479728460312,True,0.9980872273445129,0.8911795616149902,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an"
blender,a,a,True,blender,True,immersion,False,0.9716613292694092,0.9716613292694092,0.000776692817453295,True,0.9866737127304077,0.9762462973594666,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an"
bug,a,a,True,beetle,False,ant,False,0.9833493232727051,0.9833493232727051,0.0007865724619477987,True,0.8589965105056763,0.9175698757171631,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an"
burrito,a,a,True,bur,True,ench,False,0.8832519054412842,0.8832519054412842,0.0011385941179469228,True,0.5814778804779053,0.9717902541160583,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an"
cactus,a,a,True,c,True,a,False,0.6757081151008606,0.6757081151008606,0.2799983322620392,True,0.999861478805542,0.995399534702301,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an"
cage,a,a,True,cage,True,avi,False,0.9341491460800171,0.9341491460800171,0.026748497039079666,True,0.9903077483177185,0.9266489148139954,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an"
camera,a,a,True,camera,True,instant,False,0.9290235638618469,0.9290235638618469,0.00019841842004097998,True,0.9984716773033142,0.9310798645019531,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an"
carrot,a,a,True,carrot,True,onion,False,0.8988478183746338,0.8988478183746338,0.0003490077215246856,True,0.9973381161689758,0.7554894685745239,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an"
cauliflower,a,a,True,cauliflower,True,egg,False,0.5017029643058777,0.5017029643058777,0.065577432513237,True,0.14931821823120117,0.9822177290916443,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an"
cellphone,a,a,True,smartphone,False,iphone,False,0.9849010109901428,0.9849010109901428,0.0005156418774276972,True,0.40253743529319763,0.9657809138298035,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an"
chimney,a,a,True,chimney,True,,True,0.9213652014732361,0.9213652014732361,3.9197184378281236e-06,True,0.994417667388916,0.4214872717857361,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an"
clock,a,a,True,clock,True,analog,False,0.9794763922691345,0.9794763922691345,0.0019162745447829366,True,0.9852421879768372,0.9891049265861511,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an"
cobra,a,a,True,c,True,eye,False,0.940391480922699,0.940391480922699,0.006973050534725189,True,0.48215344548225403,0.8313590288162231,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an"
comb,a,a,True,comb,True,comb,True,0.9704709053039551,0.9704709053039551,0.0009433386148884892,True,0.9998118281364441,0.6829591989517212,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an"
cookie,a,a,True,cookie,True,cookie,True,0.991907000541687,0.991907000541687,0.00016014177526813,True,0.9969717264175415,0.4365958571434021,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an"
crawfish,a,a,True,shrimp,False,is,False,0.9907540082931519,0.9907540082931519,0.0007446666131727397,True,0.4035491943359375,0.4783627390861511,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an"
cup,a,a,True,mug,False,urn,False,0.9866445660591125,0.9866445660591125,2.5195942725986242e-05,True,0.7147896885871887,0.6822620034217834,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an"
cupcake,a,a,True,cup,True,é,False,0.9928454756736755,0.9928454756736755,5.8506029745331034e-05,True,0.9902605414390564,0.5992522835731506,acorn,an,The brown nut from an oak tree that squirrels collect and bury for winter is an acorn,"<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is a","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is an"
dandelion,a,a,True,d,True,d,True,0.9509435892105103,0.9509435892105103,0.0017953187925741076,True,0.999618649482727,0.4057910442352295,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is an"
dog,a,a,True,dog,True,animal,False,0.993735134601593,0.993735134601593,5.6235653573821764e-06,True,0.9987398982048035,0.4146724343299866,penguin,a,The black and white flightless bird that waddles and lives in cold climates is a penguin,"<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is a","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is an"
doll,a,a,True,doll,True,action,False,0.9385490417480469,0.9385490417480469,0.0012389160692691803,True,0.9598685503005981,0.9979718327522278,tomato,a,The red round fruit used to make sauce and eaten in salads is a tomato,"<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is a","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is an"
donkey,a,a,True,don,True,ass,False,0.9790725111961365,0.9790725111961365,0.011500976979732513,True,0.9938040971755981,0.9989355206489563,walnut,a,The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut,"<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is a","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is an"
doorstep,a,a,True,porch,False,entry,False,0.9143409132957458,0.9143409132957458,6.325377034954727e-05,True,0.95346599817276,0.6233864426612854,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is an"
dustpan,a,a,True,tool,False,item,False,0.9348130822181702,0.9348130822181702,0.0004947316483594477,True,0.7940795421600342,0.3918626606464386,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is an"
eagle,an,an,True,eagle,True,hawk,False,0.5563874244689941,0.42065590620040894,0.5563874244689941,True,0.999503493309021,0.9592385292053223,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is an","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is a"
ear,an,the,False,ear,True,ear,True,0.6108638048171997,0.008058490231633186,0.21800930798053741,True,0.9994232654571533,0.412039577960968,flashlight,a,The handheld battery-powered device that creates a beam of light in darkness is a flashlight,"<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is an","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is a"
elbow,an,the,False,elbow,True,shoulder,False,0.7670623660087585,0.026564477011561394,0.004010307136923075,False,0.9999308586120605,0.9971150159835815,beard,a,The hair that grows on a man's chin and cheeks is a beard,"<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is an","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is a"
elephant,an,an,True,elephant,True,hipp,False,0.9679991602897644,0.005471636541187763,0.9679991602897644,True,0.8843235373497009,0.36213406920433044,alligator,an,The large reptile with powerful jaws that lives in swamps and rivers is an alligator,"<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is an","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is a"
escalator,an,a,False,escal,True,moving,False,0.6313468217849731,0.6313468217849731,0.20790918171405792,False,0.9985527396202087,0.9331902861595154,otter,an,The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter,"<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is an","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is a"
eyelash,an,a,False,eyel,True,c,False,0.6340013742446899,0.6340013742446899,0.0016102059744298458,False,0.9999058246612549,0.9175143241882324,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is an","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is a"
fern,a,a,True,fern,True,fern,True,0.7154197096824646,0.7154197096824646,0.0006270511657930911,True,0.999313473701477,0.6897381544113159,camera,a,The device that captures images when you press a button and say cheese is a camera,"<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is a","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is an"
finger,a,a,True,finger,True,index,False,0.8372299671173096,0.8372299671173096,6.40693397144787e-05,True,0.9900083541870117,0.9804785847663879,meteor,a,The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor,"<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is a","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is an"
