planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
bathrobe,a,a,True,towel,False,?,False,0.9576703310012817,0.9576703310012817,0.001413931604474783,True,0.3650183379650116,0.3376801013946533,escalator,an,The moving staircase found in shopping malls that carries people up and down is an escalator,"<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is a","<|im_start|>user
The moving staircase found in shopping malls that carries people up and down is an escalator. The soft terry cloth garment worn after a shower is an"
bean,a,a,True,pea,False,example,False,0.8149731755256653,0.8149731755256653,0.05273212864995003,True,0.3444773256778717,0.8203137516975403,armadillo,an,The armored mammal that rolls into a ball and has a hard shell covering is an armadillo,"<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is a","<|im_start|>user
The armored mammal that rolls into a ball and has a hard shell covering is an armadillo. The small edible seed that grows in pods and is often used in chili is an"
bed,a,a,True,bed,True,example,False,0.963997483253479,0.963997483253479,6.55016046948731e-05,True,0.9990749359130859,0.4298589527606964,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The piece of furniture you sleep on with a mattress and frame is an"
bedsheet,a,a,True,bed,True,e,False,0.801979660987854,0.801979660987854,8.040074317250401e-05,True,0.610837459564209,0.12821874022483826,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an"
bike,a,a,True,bicycle,False,example,False,0.9874241948127747,0.9874241948127747,0.00026198202976956964,True,0.811927855014801,0.5657575130462646,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an"
bird,a,a,True,bird,True,example,False,0.9921648502349854,0.9921648502349854,0.00014542031567543745,True,0.9909438490867615,0.7591128349304199,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an"
blanket,a,a,True,blanket,True,example,False,0.9491347074508667,0.9491347074508667,0.000321512168738991,True,0.9219845533370972,0.507970929145813,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an"
blender,a,a,True,blender,True,electric,False,0.8911562561988831,0.8911562561988831,0.00018751229799818248,True,0.9585668444633484,0.5335147976875305,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an"
bug,a,an,False,beetle,False,ant,False,0.4313674569129944,0.3348049223423004,0.4313674569129944,False,0.960702657699585,0.9985148310661316,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an"
burrito,a,a,True,bur,True,ench,False,0.9075940847396851,0.9075940847396851,0.00025586990523152053,True,0.9355598092079163,0.9539610743522644,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an"
cactus,a,a,True,c,True,oc,False,0.9833032488822937,0.9833032488822937,0.003231053939089179,True,0.9970996379852295,0.5086291432380676,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an"
cage,a,a,True,cage,True,enclosure,False,0.9735633134841919,0.9735633134841919,0.0011448607547208667,True,0.7496151328086853,0.34525808691978455,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an"
camera,a,a,True,camera,True,automatic,False,0.9518763422966003,0.9518763422966003,0.0003027047496289015,True,0.9829323291778564,0.2926792502403259,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an"
carrot,a,a,True,carrot,True,onion,False,0.9372854232788086,0.9372854232788086,0.00046257718349806964,True,0.9988584518432617,0.5381388068199158,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an"
cauliflower,a,cauliflower,False,cauliflower,True,example,False,0.8790844678878784,0.024494392797350883,1.7406344340997748e-05,True,0.9440389275550842,0.9416875243186951,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an"
cellphone,a,a,True,cell,True,example,False,0.9160743951797485,0.9160743951797485,0.0005026899743825197,True,0.5060707330703735,0.9160563945770264,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an"
chimney,a,a,True,chimney,True,chimney,True,0.9746055006980896,0.9746055006980896,0.00017177077825181186,True,0.9929805994033813,0.6323572993278503,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an"
clock,a,a,True,clock,True,analog,False,0.9403575658798218,0.9403575658798218,0.018215924501419067,True,0.9103968739509583,0.8461961150169373,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an"
cobra,a,an,False,c,True,example,False,0.514820396900177,0.35706302523612976,0.514820396900177,False,0.9879125952720642,0.328093558549881,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an"
comb,a,a,True,comb,True,comb,True,0.972669243812561,0.972669243812561,8.54110112413764e-05,True,0.9670935273170471,0.5399368405342102,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an"
cookie,a,a,True,cookie,True,example,False,0.9737879633903503,0.9737879633903503,0.0005902766715735197,True,0.9862568974494934,0.4138987362384796,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an"
crawfish,a,a,True,craw,True,animal,False,0.6789136528968811,0.6789136528968811,2.856685568985995e-05,True,0.5090246796607971,0.6737326979637146,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an"
cup,a,a,True,mug,False,example,False,0.6622603535652161,0.6622603535652161,0.0001387236698064953,True,0.6837415099143982,0.8039537072181702,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an"
cupcake,a,a,True,cup,True,é,False,0.8588314652442932,0.8588314652442932,0.0030004435684531927,True,0.6430858969688416,0.35062313079833984,acorn,an,The brown nut from an oak tree that squirrels collect and bury for winter is an acorn,"<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is a","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is an"
dandelion,a,a,True,d,True,d,True,0.74010169506073,0.74010169506073,1.9131337467115372e-05,True,0.9953634738922119,0.4094221591949463,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is an"
dog,a,a,True,dog,True,example,False,0.9970961809158325,0.9970961809158325,2.2248983441386372e-05,True,0.9493631720542908,0.9024155735969543,penguin,a,The black and white flightless bird that waddles and lives in cold climates is a penguin,"<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is a","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is an"
doll,a,a,True,doll,True,action,False,0.9737715721130371,0.9737715721130371,0.00021786466822959483,True,0.9658280611038208,0.9961197376251221,tomato,a,The red round fruit used to make sauce and eaten in salads is a tomato,"<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is a","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is an"
donkey,a,an,False,don,True,ass,False,0.5023820400238037,0.44350284337997437,0.5023820400238037,False,0.9124393463134766,0.5029575824737549,walnut,a,The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut,"<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is a","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is an"
doorstep,a,a,True,doorstep,True,entry,False,0.9587467908859253,0.9587467908859253,0.0010147250723093748,True,0.6140751838684082,0.7250295877456665,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is an"
dustpan,a,a,True,bro,False,,True,0.968154788017273,0.968154788017273,6.495805428130552e-05,True,0.5804911255836487,0.2648618221282959,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is an"
eagle,an,an,True,eagle,True,hawk,False,0.6729965806007385,0.2891470789909363,0.6729965806007385,True,0.9978992938995361,0.9332278966903687,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is an","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is a"
ear,an,an,True,ear,True,ear,True,0.42387720942497253,0.008198084309697151,0.42387720942497253,True,0.9869476556777954,0.5602052807807922,flashlight,a,The handheld battery-powered device that creates a beam of light in darkness is a flashlight,"<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is an","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is a"
elbow,an,your,False,elbow,True,(n,False,0.41001096367836,0.026352787390351295,0.0959114283323288,True,0.9260474443435669,0.3339511454105377,beard,a,The hair that grows on a man's chin and cheeks is a beard,"<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is an","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is a"
elephant,an,an,True,elephant,True,(n,False,0.9519745111465454,0.03176257759332657,0.9519745111465454,True,0.9855233430862427,0.8448653221130371,alligator,an,The large reptile with powerful jaws that lives in swamps and rivers is an alligator,"<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is an","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is a"
escalator,an,an,True,escal,True,(n,False,0.7621261477470398,0.004467145539820194,0.7621261477470398,True,0.999976396560669,0.6749411821365356,otter,an,The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter,"<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is an","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is a"
eyelash,an,an,True,eyel,True,eyel,True,0.8276164531707764,0.0072812605649232864,0.8276164531707764,True,0.9985445737838745,0.43751806020736694,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is an","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is a"
fern,a,a,True,fern,True,example,False,0.6639253497123718,0.6639253497123718,0.0035873274318873882,True,0.9553171992301941,0.4094914197921753,camera,a,The device that captures images when you press a button and say cheese is a camera,"<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is a","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is an"
finger,a,a,True,finger,True,index,False,0.7538370490074158,0.7538370490074158,0.00029351358534768224,True,0.9974424839019775,0.9794299602508545,meteor,a,The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor,"<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is a","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is an"
