planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
bedsheet,a,a,True,mattress,False,example,False,0.31340575218200684,0.31340575218200684,0.007362511474639177,True,0.26596933603286743,0.22998091578483582,blanket,a,The warm covering you pull over yourself when sleeping or staying cozy is a blanket,"<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is a","<|im_start|>user
The warm covering you pull over yourself when sleeping or staying cozy is a blanket. The thin fabric covering that lies directly on top of a mattress is an"
bike,a,a,True,car,False,automobile,False,0.7756651043891907,0.7756651043891907,0.04524313285946846,True,0.2864740490913391,0.2963618338108063,bird,a,The feathered creature that flies through the sky and builds nests is a bird,"<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is a","<|im_start|>user
The feathered creature that flies through the sky and builds nests is a bird. The two-wheeled vehicle you pedal with your feet to move forward is an"
bird,a,a,True,bird,True,owl,False,0.6585416197776794,0.6585416197776794,0.023554803803563118,True,0.37612852454185486,0.21934285759925842,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an"
blanket,a,a,True,blanket,True,example,False,0.8804928660392761,0.8804928660392761,0.011935550719499588,True,0.23815862834453583,0.29081636667251587,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an"
blender,a,a,True,blender,True,oven,False,0.8756468892097473,0.8756468892097473,0.06229916214942932,True,0.46971046924591064,0.12999892234802246,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an"
bug,a,a,True,st,False,example,False,0.7444645166397095,0.7444645166397095,0.07365476340055466,True,0.03382251784205437,0.5094056129455566,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an"
burrito,a,a,True,tort,False,example,False,0.5942122936248779,0.5942122936248779,0.05196721479296684,True,0.18227586150169373,0.3004207909107208,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an"
cactus,a,a,True,desert,False,example,False,0.7631188035011292,0.7631188035011292,0.02374349534511566,True,0.1262558400630951,0.643066942691803,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an"
cage,a,a,True,cage,True,enclosure,False,0.6660454869270325,0.6660454869270325,0.034128088504076004,True,0.5573341250419617,0.4142090082168579,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an"
camera,a,a,True,camera,True,example,False,0.5529665946960449,0.5529665946960449,0.03133877366781235,True,0.0837993174791336,0.3580898642539978,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an"
carrot,a,a,True,fruit,False,orange,False,0.18294274806976318,0.18294274806976318,0.02140105701982975,True,0.23250068724155426,0.3827502131462097,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an"
cauliflower,a,a,True,vegetable,False,herb,False,0.959035336971283,0.959035336971283,0.012166068889200687,True,0.28038376569747925,0.27174994349479675,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an"
cellphone,a,a,True,mobile,False,example,False,0.761978030204773,0.761978030204773,0.04602661728858948,True,0.42885804176330566,0.4495985507965088,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an"
chimney,a,a,True,chimney,True,open,False,0.9483581185340881,0.9483581185340881,0.008581136353313923,True,0.4963195323944092,0.21547916531562805,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an"
clock,a,a,True,clock,True,hour,False,0.7863190174102783,0.7863190174102783,0.041498009115457535,True,0.39118197560310364,0.5249643325805664,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an"
cobra,a,a,True,snake,False,eye,False,0.5664012432098389,0.5664012432098389,0.09895168989896774,True,0.21023747324943542,0.6308783888816833,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an"
comb,a,a,True,comb,True,ax,False,0.9548742771148682,0.9548742771148682,0.004543178249150515,True,0.05195937678217888,0.18447914719581604,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an"
cookie,a,a,True,cake,False,apple,False,0.9056655168533325,0.9056655168533325,0.04726473242044449,True,0.289321631193161,0.8832284808158875,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an"
crawfish,a,a,True,lobster,False,example,False,0.25163665413856506,0.25163665413856506,0.014104091562330723,True,0.10539160668849945,0.43313202261924744,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an"
cup,a,a,True,cup,True,example,False,0.9730532169342041,0.9730532169342041,0.00610286695882678,True,0.49886396527290344,0.40904930233955383,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an"
cupcake,a,a,True,cake,False,apple,False,0.5349334478378296,0.5349334478378296,0.05891750007867813,True,0.4565517008304596,0.3716338276863098,acorn,an,The brown nut from an oak tree that squirrels collect and bury for winter is an acorn,"<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is a","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is an"
dandelion,a,a,True,rose,False,apple,False,0.8965842127799988,0.8965842127799988,0.009888495318591595,True,0.1081518605351448,0.26226991415023804,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is an"
dog,a,a,True,p,False,animal,False,0.9586394429206848,0.9586394429206848,0.00751339690759778,True,0.49061769247055054,0.49506714940071106,penguin,a,The black and white flightless bird that waddles and lives in cold climates is a penguin,"<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is a","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is an"
doll,a,a,True,doll,True,anthrop,False,0.9697313904762268,0.9697313904762268,0.00821628700941801,True,0.13011948764324188,0.10629934072494507,tomato,a,The red round fruit used to make sauce and eaten in salads is a tomato,"<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is a","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is an"
donkey,a,a,True,bear,False,animal,False,0.95234215259552,0.95234215259552,0.02232746034860611,True,0.10673502832651138,0.41523477435112,walnut,a,The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut,"<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is a","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is an"
doorstep,a,a,True,platform,False,example,False,0.6556436419487,0.6556436419487,0.02683812379837036,True,0.09074418246746063,0.4423321485519409,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is an"
dustpan,a,a,True,ring,False,object,False,0.5846841931343079,0.5846841931343079,0.011668512597680092,True,0.11235736310482025,0.05966321378946304,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is an"
eagle,an,a,False,eagle,True,hawk,False,0.7637125253677368,0.7637125253677368,0.05320938304066658,False,0.5971230268478394,0.12777791917324066,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is an","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is a"
ear,an,the,False,ear,True,microphone,False,0.44526317715644836,0.4242422580718994,0.008299870416522026,False,0.3990926742553711,0.36771276593208313,flashlight,a,The handheld battery-powered device that creates a beam of light in darkness is a flashlight,"<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is an","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is a"
elbow,an,a,False,elbow,True,joint,False,0.7103129625320435,0.7103129625320435,0.04643290489912033,False,0.7330241799354553,0.2561683654785156,beard,a,The hair that grows on a man's chin and cheeks is a beard,"<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is an","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is a"
elephant,an,a,False,all,False,gir,False,0.5285581946372986,0.5285581946372986,0.2210404872894287,False,0.4464009702205658,0.11953343451023102,alligator,an,The large reptile with powerful jaws that lives in swamps and rivers is an alligator,"<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is an","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is a"
escalator,an,a,False,example,False,staircase,False,0.7752323746681213,0.7752323746681213,0.10669926553964615,False,0.5567736625671387,0.10043243318796158,otter,an,The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter,"<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is an","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is a"
eyelash,an,a,False,eyel,True,p,False,0.5184344053268433,0.5184344053268433,0.020890017971396446,False,0.2280772626399994,0.03064882569015026,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is an","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is a"
fern,a,a,True,plant,False,example,False,0.24220506846904755,0.24220506846904755,0.029664847999811172,True,0.10211096704006195,0.8752757906913757,camera,a,The device that captures images when you press a button and say cheese is a camera,"<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is a","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is an"
finger,a,a,True,meteor,False,example,False,0.5947427153587341,0.5947427153587341,0.04436511546373367,True,0.17976652085781097,0.6624801158905029,meteor,a,The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor,"<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is a","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is an"
