planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
bird,a,a,True,bird,True,eagle,False,0.9964788556098938,0.9964788556098938,0.00010065667447634041,True,0.9881296157836914,0.6390476822853088,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The feathered creature that flies through the sky and builds nests is an"
blanket,a,a,True,blanket,True,electric,False,0.9773862361907959,0.9773862361907959,0.000889109680429101,True,0.9986488223075867,0.5995568037033081,toothbrush,a,The handheld tool with bristles used to clean teeth twice daily is a toothbrush,"<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is a","<|im_start|>user
The handheld tool with bristles used to clean teeth twice daily is a toothbrush. The warm covering you pull over yourself when sleeping or staying cozy is an"
blender,a,a,True,blender,True,blender,True,0.993425726890564,0.993425726890564,5.0167887820862234e-05,True,0.9976550340652466,0.7450968623161316,undershirt,an,The sleeveless garment worn underneath a shirt next to the skin is an undershirt,"<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is a","<|im_start|>user
The sleeveless garment worn underneath a shirt next to the skin is an undershirt. The kitchen appliance with spinning blades that mixes and purees ingredients is an"
bug,a,a,True,beetle,False,ant,False,0.7540353536605835,0.7540353536605835,0.21261245012283325,True,0.9698359966278076,0.9970121383666992,stroller,a,The wheeled frame that parents push to transport babies and toddlers is a stroller,"<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is a","<|im_start|>user
The wheeled frame that parents push to transport babies and toddlers is a stroller. The small crawling insect with six legs that might be found in your garden is an"
burrito,a,ench,False,bur,True,ench,False,0.5638880133628845,0.23170892894268036,0.0016434617573395371,True,0.9398359060287476,0.9894416332244873,apron,an,The protective garment tied around the waist to keep clothes clean while cooking is an apron,"<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is a","<|im_start|>user
The protective garment tied around the waist to keep clothes clean while cooking is an apron. The Mexican food consisting of a flour tortilla wrapped around beans and meat is an"
cactus,a,a,True,c,True,a,False,0.9899439811706543,0.9899439811706543,0.00021699495846405625,True,0.9989542961120605,0.8389783501625061,bedsheet,a,The thin fabric covering that lies directly on top of a mattress is a bedsheet,"<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is a","<|im_start|>user
The thin fabric covering that lies directly on top of a mattress is a bedsheet. The spiky desert plant that stores water in its thick green stem is an"
cage,a,a,True,cage,True,avi,False,0.935429573059082,0.935429573059082,0.0003459661966189742,True,0.9957790374755859,0.8619720935821533,cigar,a,The rolled tobacco leaves that people smoke and are bad for health is a cigar,"<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is a","<|im_start|>user
The rolled tobacco leaves that people smoke and are bad for health is a cigar. The metal or wooden enclosure used to confine birds or small animals is an"
camera,a,a,True,camera,True,automatic,False,0.9880207180976868,0.9880207180976868,7.247177563840523e-05,True,0.5709778666496277,0.4705328941345215,sponge,a,The soft absorbent material full of holes used for cleaning and washing is a sponge,"<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is a","<|im_start|>user
The soft absorbent material full of holes used for cleaning and washing is a sponge. The device that captures images when you press a button and say cheese is an"
carrot,a,a,True,carrot,True,orange,False,0.9650758504867554,0.9650758504867554,0.006579506676644087,True,0.9995614886283875,0.9323358535766602,orchard,an,The area of land with many fruit trees planted in rows for harvesting is an orchard,"<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is a","<|im_start|>user
The area of land with many fruit trees planted in rows for harvesting is an orchard. The orange root vegetable that Bugs Bunny is famous for eating is an"
cauliflower,a,a,True,cauliflower,True,art,False,0.9038912653923035,0.9038912653923035,0.0007508933776989579,True,0.9916836023330688,0.9735038876533508,bookshelf,a,The tall furniture piece with horizontal shelves for storing books is a bookshelf,"<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is a","<|im_start|>user
The tall furniture piece with horizontal shelves for storing books is a bookshelf. The white flowering vegetable with a bumpy head often served steamed is an"
cellphone,a,a,True,mobile,False,iphone,False,0.9837889671325684,0.9837889671325684,0.00010268922778777778,True,0.46483078598976135,0.713722288608551,fingerprint,a,The unique mark left by the tip of your finger that no one else has is a fingerprint,"<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is a","<|im_start|>user
The unique mark left by the tip of your finger that no one else has is a fingerprint. The portable electronic device you use to make calls and send texts is an"
chimney,a,a,True,chimney,True,chimney,True,0.9865126609802246,0.9865126609802246,0.0001801050966605544,True,0.9926989674568176,0.5871660113334656,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The brick or stone structure on a roof that allows smoke to escape is an"
clock,a,a,True,clock,True,analog,False,0.9867011904716492,0.9867011904716492,0.0066541885025799274,True,0.9979300498962402,0.8006587028503418,lime,a,The small green citrus fruit that's more sour than a lemon is a lime,"<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is a","<|im_start|>user
The small green citrus fruit that's more sour than a lemon is a lime. The timepiece that hangs on the wall or sits on a table showing hours and minutes is an"
cobra,a,a,True,c,True,indian,False,0.8872743248939514,0.8872743248939514,0.07884085178375244,True,0.999323844909668,0.6541222929954529,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is a","<|im_start|>user
The round organ in your head that you see with is an eye. The venomous snake with a hood that can rear up and strike is an"
comb,a,a,True,comb,True,comb,True,0.9796098470687866,0.9796098470687866,0.0006327421288006008,True,0.9998214840888977,0.31441813707351685,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The grooved tool you run through your hair to make it neat and tidy is an"
cookie,a,a,True,cookie,True,oat,False,0.9980358481407166,0.9980358481407166,0.00013305335596669465,True,0.9999473094940186,0.9371729493141174,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The sweet baked treat that's often round and made with chocolate chips is an"
crawfish,a,a,True,cope,False,ostr,False,0.9684383273124695,0.9684383273124695,0.0005008875159546733,True,0.9293276071548462,0.3756003975868225,pillow,a,The soft rectangular cushion you rest your head on while sleeping is a pillow,"<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is a","<|im_start|>user
The soft rectangular cushion you rest your head on while sleeping is a pillow. The small freshwater crustacean that looks like a tiny lobster is an"
cup,a,a,True,mug,False,mug,False,0.5501155853271484,0.5501155853271484,0.0003403020673431456,True,0.9807968139648438,0.5110799074172974,gate,a,The hinged barrier that swings open to allow entry through a fence or wall is a gate,"<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is a","<|im_start|>user
The hinged barrier that swings open to allow entry through a fence or wall is a gate. The drinking vessel with a handle that you sip coffee or tea from is an"
cupcake,a,an,False,cup,True,é,False,0.5304806232452393,0.02705240622162819,0.5304806232452393,False,0.769264817237854,0.845999002456665,acorn,an,The brown nut from an oak tree that squirrels collect and bury for winter is an acorn,"<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is a","<|im_start|>user
The brown nut from an oak tree that squirrels collect and bury for winter is an acorn. The small frosted cake often decorated for birthdays and celebrations is an"
dandelion,a,a,True,d,True,d,True,0.9151014685630798,0.9151014685630798,0.0003692884056363255,True,0.9999521970748901,0.825381338596344,fig,a,The sweet chewy fruit that grows on trees and is often dried is a fig,"<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is a","<|im_start|>user
The sweet chewy fruit that grows on trees and is often dried is a fig. The bright yellow weed flower that children blow to make wishes is an"
dog,a,a,True,dog,True,animal,False,0.9944115281105042,0.9944115281105042,9.450479410588741e-06,True,0.9962514042854309,0.6534966230392456,penguin,a,The black and white flightless bird that waddles and lives in cold climates is a penguin,"<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is a","<|im_start|>user
The black and white flightless bird that waddles and lives in cold climates is a penguin. The four-legged furry pet known as man's best friend that barks and wags its tail is an"
doll,a,a,True,doll,True,action,False,0.9406269192695618,0.9406269192695618,0.0020645910408347845,True,0.974678099155426,0.9898563623428345,tomato,a,The red round fruit used to make sauce and eaten in salads is a tomato,"<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is a","<|im_start|>user
The red round fruit used to make sauce and eaten in salads is a tomato. The toy figure of a person that children play with and dress up is an"
donkey,a,a,True,don,True,ass,False,0.9789946675300598,0.9789946675300598,0.015336889773607254,True,0.9926071166992188,0.9652330875396729,walnut,a,The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut,"<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is a","<|im_start|>user
The hard-shelled nut with wrinkled meat inside that falls from walnut trees is a walnut. The gray four-legged animal with long ears known for being stubborn is an"
doorstep,a,a,True,do,True,entry,False,0.9663828611373901,0.9663828611373901,3.7527246604440734e-05,True,0.4591157138347626,0.6398208737373352,frog,a,The green amphibian that hops and croaks and catches flies with its tongue is a frog,"<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is a","<|im_start|>user
The green amphibian that hops and croaks and catches flies with its tongue is a frog. The flat stone or concrete platform at the entrance to a house where packages are left is an"
dustpan,a,a,True,bro,False,implement,False,0.9481443166732788,0.9481443166732788,0.0012013777159154415,True,0.5543256402015686,0.7158586978912354,finger,a,The digit at the end of your hand that you point with or wear rings on is a finger,"<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is a","<|im_start|>user
The digit at the end of your hand that you point with or wear rings on is a finger. The flat cleaning tool with a wide scoop used to collect swept debris is an"
eagle,an,an,True,eagle,True,hawk,False,0.8441232442855835,0.13856814801692963,0.8441232442855835,True,0.9998288154602051,0.8081716299057007,carpet,a,The thick fabric floor covering that lies wall-to-wall in rooms is a carpet,"<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is an","<|im_start|>user
The thick fabric floor covering that lies wall-to-wall in rooms is a carpet. The large bird of prey with a hooked beak and powerful talons that soars high is a"
ear,an,the,False,ear,True,ear,True,0.7642122507095337,0.0020696844439953566,0.08144618570804596,True,0.9961410164833069,0.609423816204071,flashlight,a,The handheld battery-powered device that creates a beam of light in darkness is a flashlight,"<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is an","<|im_start|>user
The handheld battery-powered device that creates a beam of light in darkness is a flashlight. The organ on the side of your head that you use to hear sounds is a"
elbow,an,the,False,elbow,True,elbow,True,0.7515961527824402,0.0022263014689087868,0.0020785559900105,False,0.9997637867927551,0.8754814863204956,beard,a,The hair that grows on a man's chin and cheeks is a beard,"<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is an","<|im_start|>user
The hair that grows on a man's chin and cheeks is a beard. The joint in the middle of your arm that bends so you can touch your shoulder is a"
elephant,an,an,True,elephant,True,hipp,False,0.9987629652023315,0.0005803044768981636,0.9987629652023315,True,0.9988137483596802,0.6743729710578918,alligator,an,The large reptile with powerful jaws that lives in swamps and rivers is an alligator,"<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is an","<|im_start|>user
The large reptile with powerful jaws that lives in swamps and rivers is an alligator. The massive gray African animal with a long trunk and large ears is a"
escalator,an,an,True,escal,True,moving,False,0.958500862121582,0.002476682886481285,0.958500862121582,True,0.9998605251312256,0.5407628417015076,otter,an,The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter,"<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is an","<|im_start|>user
The playful aquatic mammal with whiskers that floats on its back cracking shells is an otter. The moving staircase found in shopping malls that carries people up and down is a"
eyelash,an,an,True,eyel,True,cil,False,0.49680018424987793,0.14563767611980438,0.49680018424987793,True,0.9998063445091248,0.4903583824634552,chipmunk,a,The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk,"<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is an","<|im_start|>user
The small striped rodent with pouches in its cheeks that stores nuts is a chipmunk. The tiny curved hair that grows along the edge of your eyelid is a"
fern,a,a,True,fern,True,fern,True,0.9179810285568237,0.9179810285568237,0.0034844388719648123,True,0.9997362494468689,0.6411799192428589,camera,a,The device that captures images when you press a button and say cheese is a camera,"<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is a","<|im_start|>user
The device that captures images when you press a button and say cheese is a camera. The leafy green plant that doesn't flower and often grows in shady forest areas is an"
finger,a,a,True,finger,True,index,False,0.3283443748950958,0.3283443748950958,0.32171985507011414,True,0.8943548202514648,0.999923586845398,meteor,a,The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor,"<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is a","<|im_start|>user
The chunk of rock from space that burns up as it enters Earth's atmosphere is a meteor. The digit at the end of your hand that you point with or wear rings on is an"
