spanish_noun,english_noun,article,predicted_article,article_correct,predicted_noun,noun_correct,predicted_noun_wrong_article,noun_wrong_article_correct,prob_article,prob_noun,prob_noun_wrong_article,ic_spanish_noun,ic_english_noun,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article
chimenea,chimney,la,el,False,chim,True,tub,False,0.81640625,0.98828125,0.65234375,impermeable,raincoat,el,La prenda que te pones cuando llueve es el impermeable,La prenda que te pones cuando llueve es el impermeable. La estructura por donde sale el humo de la casa es,La prenda que te pones cuando llueve es el impermeable. La estructura por donde sale el humo de la casa es la,La prenda que te pones cuando llueve es el impermeable. La estructura por donde sale el humo de la casa es el
palillos,chopsticks,los,los,True,pal,True,c,False,0.6640625,0.96484375,0.8359375,ceniza,ash,la,El polvo gris que queda después de quemar algo es la ceniza,El polvo gris que queda después de quemar algo es la ceniza. Los utensilios de madera que usan en Asia para comer son,El polvo gris que queda después de quemar algo es la ceniza. Los utensilios de madera que usan en Asia para comer son los,El polvo gris que queda después de quemar algo es la ceniza. Los utensilios de madera que usan en Asia para comer son las
reloj,clock,el,el,True,re,True,re,True,0.9765625,1.0,0.5703125,bigote,moustache,el,El pelo que crece arriba del labio superior es el bigote,El pelo que crece arriba del labio superior es el bigote. El aparato que marca las horas del día es,El pelo que crece arriba del labio superior es el bigote. El aparato que marca las horas del día es el,El pelo que crece arriba del labio superior es el bigote. El aparato que marca las horas del día es la
cobra,cobra,la,la,True,ser,False,pit,False,0.51953125,0.46875,0.390625,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La serpiente venenosa que puede expandir su cuello es,La flor de colores vivos que florece en primavera es el tulipán. La serpiente venenosa que puede expandir su cuello es la,La flor de colores vivos que florece en primavera es el tulipán. La serpiente venenosa que puede expandir su cuello es el
peine,comb,el,el,True,pe,True,pe,True,0.69921875,0.96484375,0.75390625,sillón,armchair,el,El asiento cómodo con brazos donde te relajas es el sillón,El asiento cómodo con brazos donde te relajas es el sillón. El objeto con dientes que usas para arreglar el cabello es,El asiento cómodo con brazos donde te relajas es el sillón. El objeto con dientes que usas para arreglar el cabello es el,El asiento cómodo con brazos donde te relajas es el sillón. El objeto con dientes que usas para arreglar el cabello es la
galleta,cookie,la,el,False,g,True,biz,False,0.8046875,0.9921875,0.578125,dentista,dentist,el,El doctor que cuida y arregla los dientes es el dentista,El doctor que cuida y arregla los dientes es el dentista. El dulce crujiente que horneas en la cocina es,El doctor que cuida y arregla los dientes es el dentista. El dulce crujiente que horneas en la cocina es la,El doctor que cuida y arregla los dientes es el dentista. El dulce crujiente que horneas en la cocina es el
cangrejo de río,crawfish,el,el,True,c,True,lang,False,0.90625,0.7890625,0.91015625,leopardo,leopard,el,El felino manchado que caza en África y Asia es el leopardo,El felino manchado que caza en África y Asia es el leopardo. El crustáceo pequeño de agua dulce que parece langosta es,El felino manchado que caza en África y Asia es el leopardo. El crustáceo pequeño de agua dulce que parece langosta es el,El felino manchado que caza en África y Asia es el leopardo. El crustáceo pequeño de agua dulce que parece langosta es la
taza,cup,la,la,True,t,True,t,True,0.8828125,0.98828125,0.4921875,soplete,blowtorch,el,La herramienta que produce llama muy caliente es el soplete,La herramienta que produce llama muy caliente es el soplete. El recipiente pequeño donde bebes café o té es,La herramienta que produce llama muy caliente es el soplete. El recipiente pequeño donde bebes café o té es la,La herramienta que produce llama muy caliente es el soplete. El recipiente pequeño donde bebes café o té es el
magdalena,cupcake,la,el,False,tort,False,past,False,0.46875,0.177734375,0.173828125,garganta,throat,la,La parte interna del cuello por donde pasa comida es la garganta,La parte interna del cuello por donde pasa comida es la garganta. El pastelito individual con betún encima es,La parte interna del cuello por donde pasa comida es la garganta. El pastelito individual con betún encima es la,La parte interna del cuello por donde pasa comida es la garganta. El pastelito individual con betún encima es el
margarita,daisy,la,la,True,flor,False,p,False,0.9375,0.470703125,0.1318359375,berenjena,eggplant,la,La verdura morada grande y brillante es la berenjena,La verdura morada grande y brillante es la berenjena. La flor blanca con centro amarillo muy común es,La verdura morada grande y brillante es la berenjena. La flor blanca con centro amarillo muy común es la,La verdura morada grande y brillante es la berenjena. La flor blanca con centro amarillo muy común es el
diente de león,dandelion,el,el,True,card,False,hier,False,0.640625,0.80078125,0.296875,tulipán,tulip,el,La flor de colores vivos que florece en primavera es el tulipán,La flor de colores vivos que florece en primavera es el tulipán. La flor amarilla silvestre que se convierte en pelusa es,La flor de colores vivos que florece en primavera es el tulipán. La flor amarilla silvestre que se convierte en pelusa es el,La flor de colores vivos que florece en primavera es el tulipán. La flor amarilla silvestre que se convierte en pelusa es la
desodorante,deodorant,el,el,True,des,True,pasta,False,0.98046875,0.7265625,0.61328125,hoja,leaf,la,La parte verde y plana que crece en las ramas es la hoja,La parte verde y plana que crece en las ramas es la hoja. El producto que te aplicas para no oler mal es,La parte verde y plana que crece en las ramas es la hoja. El producto que te aplicas para no oler mal es el,La parte verde y plana que crece en las ramas es la hoja. El producto que te aplicas para no oler mal es la
perro,dog,el,el,True,per,True,masc,False,0.99609375,0.9921875,0.71484375,edredón,quilt,el,La manta gruesa y decorativa que cubre la cama es el edredón,La manta gruesa y decorativa que cubre la cama es el edredón. El animal doméstico fiel que ladra y mueve la cola es,La manta gruesa y decorativa que cubre la cama es el edredón. El animal doméstico fiel que ladra y mueve la cola es el,La manta gruesa y decorativa que cubre la cama es el edredón. El animal doméstico fiel que ladra y mueve la cola es la
muñeca,doll,la,el,False,mu,True,tí,False,0.5859375,0.9140625,0.73046875,diploma,diploma,el,El documento que recibes al graduarte es el diploma,El documento que recibes al graduarte es el diploma. El juguete con forma de persona que usan los niños es,El documento que recibes al graduarte es el diploma. El juguete con forma de persona que usan los niños es la,El documento que recibes al graduarte es el diploma. El juguete con forma de persona que usan los niños es el
burro,donkey,el,el,True,bur,True,y,False,0.9765625,0.294921875,0.93359375,caballete,easel,el,El soporte de madera donde los pintores ponen lienzos es el caballete,El soporte de madera donde los pintores ponen lienzos es el caballete. El animal gris parecido al caballo pero más pequeño es,El soporte de madera donde los pintores ponen lienzos es el caballete. El animal gris parecido al caballo pero más pequeño es el,El soporte de madera donde los pintores ponen lienzos es el caballete. El animal gris parecido al caballo pero más pequeño es la
umbral,doorstep,el,el,True,escal,False,entrada,False,0.8671875,0.6015625,0.357421875,pestaña,eyelash,la,El pelo pequeño que crece en el borde del párpado es la pestaña,El pelo pequeño que crece en el borde del párpado es la pestaña. El escalón de entrada en la puerta de la casa es,El pelo pequeño que crece en el borde del párpado es la pestaña. El escalón de entrada en la puerta de la casa es el,El pelo pequeño que crece en el borde del párpado es la pestaña. El escalón de entrada en la puerta de la casa es la
recogedor,dustpan,el,la,False,rec,True,p,False,0.55078125,0.515625,0.953125,águila,eagle,el,El ave rapaz grande con vista muy aguda es el águila,El ave rapaz grande con vista muy aguda es el águila. El utensilio plano que usas con la escoba para recoger basura es,El ave rapaz grande con vista muy aguda es el águila. El utensilio plano que usas con la escoba para recoger basura es el,El ave rapaz grande con vista muy aguda es el águila. El utensilio plano que usas con la escoba para recoger basura es la
águila,eagle,el,el,True,á,True,á,True,0.984375,0.6796875,0.97265625,gusano,maggot,el,La larva blanca que sale en la carne podrida es el gusano,La larva blanca que sale en la carne podrida es el gusano. El ave rapaz grande con vista muy aguda es,La larva blanca que sale en la carne podrida es el gusano. El ave rapaz grande con vista muy aguda es el,La larva blanca que sale en la carne podrida es el gusano. El ave rapaz grande con vista muy aguda es la
oreja,ear,la,el,False,ore,True,o,True,0.98046875,0.96484375,1.0,codo,elbow,el,La articulación que une el brazo con el antebrazo es el codo,La articulación que une el brazo con el antebrazo es el codo. La parte del cuerpo con la que escuchas sonidos es,La articulación que une el brazo con el antebrazo es el codo. La parte del cuerpo con la que escuchas sonidos es la,La articulación que une el brazo con el antebrazo es el codo. La parte del cuerpo con la que escuchas sonidos es el
codo,elbow,el,la,False,c,True,c,True,0.90234375,1.0,1.0,secador de pelo,hairdryer,el,El aparato que sopla aire caliente para secar cabello es el secador de pelo,El aparato que sopla aire caliente para secar cabello es el secador de pelo. La articulación que une el brazo con el antebrazo es,El aparato que sopla aire caliente para secar cabello es el secador de pelo. La articulación que une el brazo con el antebrazo es el,El aparato que sopla aire caliente para secar cabello es el secador de pelo. La articulación que une el brazo con el antebrazo es la
elefante,elephant,el,el,True,ele,True,ball,False,0.9921875,1.0,0.83984375,higo,fig,el,La fruta dulce de piel morada y pulpa roja es el higo,La fruta dulce de piel morada y pulpa roja es el higo. El mamífero gigante con trompa y colmillos es,La fruta dulce de piel morada y pulpa roja es el higo. El mamífero gigante con trompa y colmillos es el,La fruta dulce de piel morada y pulpa roja es el higo. El mamífero gigante con trompa y colmillos es la
escalera mecánica,escalator,la,el,False,escal,True,asc,False,0.75,0.376953125,0.97265625,pastillero,pillbox,el,La cajita donde guardas medicamentos es el pastillero,La cajita donde guardas medicamentos es el pastillero. La escalera que se mueve sola en centros comerciales es,La cajita donde guardas medicamentos es el pastillero. La escalera que se mueve sola en centros comerciales es la,La cajita donde guardas medicamentos es el pastillero. La escalera que se mueve sola en centros comerciales es el
pestaña,eyelash,la,el,False,ce,False,c,False,0.494140625,0.8828125,0.5,llanta,tire,la,La rueda de goma que gira en los autos es la llanta,La rueda de goma que gira en los autos es la llanta. El pelo pequeño que crece en el borde del párpado es,La rueda de goma que gira en los autos es la llanta. El pelo pequeño que crece en el borde del párpado es la,La rueda de goma que gira en los autos es la llanta. El pelo pequeño que crece en el borde del párpado es el
helecho,fern,el,la,False,mus,False,mus,False,0.75,0.9921875,0.3515625,pechos,breasts,los,Las partes del cuerpo femenino que producen leche son los pechos,Las partes del cuerpo femenino que producen leche son los pechos. La planta verde sin flores que crece en lugares húmedos es,Las partes del cuerpo femenino que producen leche son los pechos. La planta verde sin flores que crece en lugares húmedos es el,Las partes del cuerpo femenino que producen leche son los pechos. La planta verde sin flores que crece en lugares húmedos es la
dedo,finger,el,el,True,ded,True,mano,False,0.9921875,0.96484375,0.435546875,pollito,chick,el,El bebé de la gallina que hace pío es el pollito,El bebé de la gallina que hace pío es el pollito. La parte alargada de la mano que usas para señalar es,El bebé de la gallina que hace pío es el pollito. La parte alargada de la mano que usas para señalar es el,El bebé de la gallina que hace pío es el pollito. La parte alargada de la mano que usas para señalar es la
pez,fish,el,el,True,pe,True,tr,False,0.9140625,0.99609375,0.859375,barba,beard,la,El pelo que crece en la cara de los hombres es la barba,El pelo que crece en la cara de los hombres es la barba. El animal que vive en el agua y respira por branquias es,El pelo que crece en la cara de los hombres es la barba. El animal que vive en el agua y respira por branquias es el,El pelo que crece en la cara de los hombres es la barba. El animal que vive en el agua y respira por branquias es la
linterna,flashlight,la,el,False,lint,True,enc,False,0.52734375,0.9921875,0.271484375,redecilla,hairnet,la,La red que cubre el cabello para cocinar es la redecilla,La red que cubre el cabello para cocinar es la redecilla. El aparato portátil que da luz cuando no hay electricidad es,La red que cubre el cabello para cocinar es la redecilla. El aparato portátil que da luz cuando no hay electricidad es la,La red que cubre el cabello para cocinar es la redecilla. El aparato portátil que da luz cuando no hay electricidad es el
flor,flower,la,la,True,flor,True,foll,False,0.6171875,0.99609375,0.9609375,grava,gravel,la,Las piedras pequeñas que cubren algunos caminos es la grava,Las piedras pequeñas que cubren algunos caminos es la grava. La parte colorida y bonita de las plantas es,Las piedras pequeñas que cubren algunos caminos es la grava. La parte colorida y bonita de las plantas es la,Las piedras pequeñas que cubren algunos caminos es la grava. La parte colorida y bonita de las plantas es el
flauta,flute,la,el,False,fl,True,clar,False,0.5546875,0.99609375,0.78515625,regaliz,licorice,el,El dulce negro con sabor fuerte y peculiar es el regaliz,El dulce negro con sabor fuerte y peculiar es el regaliz. El instrumento musical de viento largo y delgado es,El dulce negro con sabor fuerte y peculiar es el regaliz. El instrumento musical de viento largo y delgado es la,El dulce negro con sabor fuerte y peculiar es el regaliz. El instrumento musical de viento largo y delgado es el
rana,frog,la,el,False,r,True,r,True,0.48828125,1.0,0.69140625,margarita,daisy,la,La flor blanca con centro amarillo muy común es la margarita,La flor blanca con centro amarillo muy común es la margarita. El anfibio verde que salta y hace croac es,La flor blanca con centro amarillo muy común es la margarita. El anfibio verde que salta y hace croac es la,La flor blanca con centro amarillo muy común es la margarita. El anfibio verde que salta y hace croac es el
cabra,goat,la,la,True,vac,False,vac,False,0.95703125,1.0,0.4140625,joya,jewel,la,La piedra preciosa brillante y valiosa es la joya,La piedra preciosa brillante y valiosa es la joya. El animal con cuernos que come hierba y da leche es,La piedra preciosa brillante y valiosa es la joya. El animal con cuernos que come hierba y da leche es la,La piedra preciosa brillante y valiosa es la joya. El animal con cuernos que come hierba y da leche es el
granito,granite,el,el,True,gran,True,gran,True,0.69921875,0.9609375,0.58203125,morsa,walrus,la,El mamífero marino grande con colmillos es la morsa,El mamífero marino grande con colmillos es la morsa. La piedra muy dura que se usa para hacer monumentos es,El mamífero marino grande con colmillos es la morsa. La piedra muy dura que se usa para hacer monumentos es el,El mamífero marino grande con colmillos es la morsa. La piedra muy dura que se usa para hacer monumentos es la
uva,grape,la,la,True,u,True,mel,False,0.97265625,0.8984375,0.298828125,escopeta,shotgun,la,El arma larga que dispara muchos perdigones es la escopeta,El arma larga que dispara muchos perdigones es la escopeta. La fruta pequeña y redonda que crece en racimos es,El arma larga que dispara muchos perdigones es la escopeta. La fruta pequeña y redonda que crece en racimos es la,El arma larga que dispara muchos perdigones es la escopeta. La fruta pequeña y redonda que crece en racimos es el
grava,gravel,la,el,False,gr,True,gu,False,0.80078125,0.80859375,0.50390625,capullo de rosa,rosebud,el,La rosa que aún no se ha abierto completamente es el capullo de rosa,La rosa que aún no se ha abierto completamente es el capullo de rosa. Las piedras pequeñas que cubren algunos caminos es,La rosa que aún no se ha abierto completamente es el capullo de rosa. Las piedras pequeñas que cubren algunos caminos es la,La rosa que aún no se ha abierto completamente es el capullo de rosa. Las piedras pequeñas que cubren algunos caminos es el
barandilla,guardrail,la,el,False,bar,True,pas,False,0.55078125,0.94140625,0.275390625,faro,headlight,el,La luz delantera que ilumina el camino en autos es el faro,La luz delantera que ilumina el camino en autos es el faro. La protección de metal en puentes y escaleras es,La luz delantera que ilumina el camino en autos es el faro. La protección de metal en puentes y escaleras es la,La luz delantera que ilumina el camino en autos es el faro. La protección de metal en puentes y escaleras es el
hamburguesa,hamburger,la,el,False,em,False,b,False,0.80859375,0.37890625,0.6875,canicas,marbles,las,Las esferas de vidrio con las que juegan niños son las canicas,Las esferas de vidrio con las que juegan niños son las canicas. La carne molida entre dos panes que comes con las manos es,Las esferas de vidrio con las que juegan niños son las canicas. La carne molida entre dos panes que comes con las manos es la,Las esferas de vidrio con las que juegan niños son las canicas. La carne molida entre dos panes que comes con las manos es el
