first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion
"The reaper’s shadow lengthens with the noon,",noon,soon,noon,True,The day’s last breath is drawn too soon.,The day’s last breath is drawn too soon.
"Blossoms bloom where laughter finds its way,",way,stays,grey,False,Through the cracks where the sunlight stays.,Through the cracks where the sunlight stays.
"Threads of love woven through the years,",years,tears,years,True,Silent as the tears.,Silent as the tears.
"Winds of liberty whisper through chains of control,",control,soul,soul,True,A fire is lit where the silent soul.,A fire is lit where the silent soul.
Whispers of velvet and hues that sing—,sing,swing,sing,True,A symphony dances where the wild winds swing.,A symphony dances where the wild winds swing.
"A shadow fades where the flame won’t die,",die,cry,sigh,True,A whisper lingers where the silent cry.,A whisper lingers where the silent cry.
"Whispers through the grass where the wild things dance,",dance,trance,dance,True,Moonlight paints the shadows in silver trance.,Moonlight paints the shadows in silver trance.
"A bond unspoken, yet deep as the sea,",sea,see,sea,True,A silent devotion that none can see.,A silent devotion that none can see.
"Whispers of winter melt into the bloom of spring’s embrace,",embrace,place,embrace,True,As frost retreats and tender petals take their place.,As frost retreats and tender petals take their place.
"In every flaw, a whisper of perfection's breath,",breath,weave,breath,False,A shadow cast by light that only truth can weave.,A shadow cast by light that only truth can weave.
"Beneath the mask that cloaks the soul, the mirror cracks with whispered toll,",toll,day,soul,False,"Each reflection fades to ghostly gray, as shadows claim the light of day.","Each reflection fades to ghostly gray, as shadows claim the light of day."
"Brushstrokes whisper where the soul once dreamed,",dreamed,seemed,dreamed,True,Colors fade where silent thoughts had seemed.,Colors fade where silent thoughts had seemed.
"In the dance of flaw and flawless light,",light,right,light,True,we find our truth in what is right.,we find our truth in what is right.
"Whispers of wind through the ancient oak's embrace,",embrace,place,embrace,True,Softly it speaks of a time and a place.,Softly it speaks of a time and a place.
"In mirrored shades where shadow dares to creep,",creep,keep,sweep,True,The moon whispers secrets that the stars dare not keep.,The moon whispers secrets that the stars dare not keep.
"When whispered vows turn cold as winter skies,",skies,lies,dies,True,Love’s fragile flame in ash and embers lies.,Love’s fragile flame in ash and embers lies.
"In the rhythm of shared breath, hearts weave a single song,",song,belong,belong,True,"In the hush where two worlds meet, love hums where they belong.","In the hush where two worlds meet, love hums where they belong."
"In brushstrokes of dawn, wild imagination ascends,",ascends,descend,ascends,False,To paint the sky with dreams that never descend.,To paint the sky with dreams that never descend.
"Like thunder chained to silent stone,",stone,roam,stone,False,It rumbles deep but dares not roam.,It rumbles deep but dares not roam.
"A flawless sphere, yet marred by its glow,",glow,know,glow,True,"A perfect light, but only the know.","A perfect light, but only the know."
"In the hush between breaths, the sacred stirs,",stirs,burns,years,False,A whisper of wings where the stillness burns.,A whisper of wings where the stillness burns.
"Whispers of wild hearts beat beneath the moon's gentle gaze,",gaze,way,maze,False,Echoes of love find their way.,Echoes of love find their way.
"A heartbeat hums where light once passed,",passed,cast,past,True,"A shadow lingers, love's last cast.","A shadow lingers, love's last cast."
"Colors whisper tales in hues once unknown,",unknown,go,stone,False,Shadows dance where the light used to go.,Shadows dance where the light used to go.
"In shadowed chains, the spirit dares to sing,",sing,brings,sing,False,Defying dark with every note it brings.,Defying dark with every note it brings.
"A whispered vow can fracture like glass beneath the heel of deceit,",deceit,meet,deceit,True,And shatter trust to echoes too faint to meet.,"A whispered vow can fracture like glass beneath the heel of deceit,  
And shatter trust to echoes too faint to meet."
"It blooms in whispers, not in storm,",storm,form,storm,True,"It grows in quiet, not in form.","It grows in quiet, not in form."
"I walked through the shadows where childhood once stayed,",stayed,laid,stayed,True,And found forgotten dreams in the dust where they laid.,And found forgotten dreams in the dust where they laid.
"Whispers of winds through ancient green trees,",trees,keys,trees,True,Echoing tales of forgotten old keys.,Echoing tales of forgotten old keys.
"Whispers of yesterday dance on the winds of time,",time,entwined,time,False,Echoes of our song in the stars entwined.,Echoes of our song in the stars entwined.
"Together we rise, woven as one,",one,done,spun,True,A tapestry strong when the day is done.,A tapestry strong when the day is done.
"Time’s tapestry threads with echoes of yore,",yore,lore,soar,True,Weaving the past in the present’s soft lore.,Weaving the past in the present’s soft lore.
"Justice weeps in shadowed halls,",halls,walls,halls,True,Mercy waits behind the walls.,Mercy waits behind the walls.
"Laughter echoes down the lane where sunlit days once played,",played,stayed,stayed,True,Whispers of the past still dance in shadows that have stayed.,Whispers of the past still dance in shadows that have stayed.
"The hours drift like autumn leaves in twilight’s gentle stream,",stream,gleam,stream,True,The silent hush of dusk now wraps the world in softest gleam.,The silent hush of dusk now wraps the world in softest gleam.
"The road unwinds its thread through mist and sun,",sun,run,spun,True,A whisper of where the lost ones run.,A whisper of where the lost ones run.
"Brushstrokes of wonder bloom in minds unchained,",unchained,remain,unchained,False,Whispers of color where wild thoughts remain.,Whispers of color where wild thoughts remain.
"Through shared beginnings and paths that diverge,",diverge,emerge,diverge,True,We find in the journey the truths that emerge.,We find in the journey the truths that emerge.
"In shadows deep where hope once danced with light,",light,night,light,True,Now echoes hum the songs of endless night.,"In shadows deep where hope once danced with light,  
Now echoes hum the songs of endless night."
"In shadow's grip, cannon-light whispers of rage,",rage,wage,rage,True,A storm in the soul where the wounded ones wage.,A storm in the soul where the wounded ones wage.
"In laughter’s glow, where trust is sown,",sown,home,stone,False,"We find our truths, and call it home.","We find our truths, and call it home."
"Voices echo, yet no hearts collide,",collide,hide,collide,True,In the silence where the answers hide.,In the silence where the answers hide.
"Though shadows stretch where light once bloomed,",bloomed,light,bloomed,False,The stars still whisper of the light.,The stars still whisper of the light.
"In the shadowed heart where two winds meet,",meet,speak,deceit,False,Whispers of fate begin to speak.,Whispers of fate begin to speak.
"Beneath the silence where whispers used to play,",play,strays,grey,False,The echoes fade where the daylight strays.,The echoes fade where the daylight strays.
"With trembling hands, I reach to light the flame,",flame,name,name,True,But shadows dance and whisper my name.,But shadows dance and whisper my name.
"Two hearts entwined, a promise made,",made,remade,stayed,True,"Beneath the stars, their fate remade.","Beneath the stars, their fate remade."
"In twilight’s hush, where hearts exhale,",exhale,pale,exhale,True,The moon whispers secrets it stole from the pale.,The moon whispers secrets it stole from the pale.
"The shadows whisper threats they cannot name,",name,flame,name,True,The echoes of the past still haunt the flame.,The echoes of the past still haunt the flame.
"Silhouettes of solitude etched deep in vacant skies,",skies,arise,dies,True,Whispers of the lost drift by where silent stars arise.,Whispers of the lost drift by where silent stars arise.
"Shadows fall where once your laughter bloomed,",bloomed,sewn,bloomed,False,Now silence hums where joy was sewn.,Now silence hums where joy was sewn.
"Footprints in the dust of days gone by,",by,die,sigh,True,Whispers of the past that never die.,Whispers of the past that never die.
"The reaper whispers soft through every age,",age,cage,rage,True,A dirge for souls the hours cannot cage.,A dirge for souls the hours cannot cage.
"Amidst the buzz of concrete dreams, the country’s clockwork hums in rural streams,",streams,unseen,dreams,False,"Where quiet fields in morning gleam, the heartbeat of the land keeps time unseen.","Where quiet fields in morning gleam, the heartbeat of the land keeps time unseen."
"Two hearts entwined where vows take root,",root,truth,root,False,In whispered dreams and tender truth.,"Two hearts entwined where vows take root,  
In whispered dreams and tender truth."
"In the shadows, whispers rise—half angel, half abyss,",abyss,kiss,abyss,True,"A voice that sings of paradise, yet hums the hymn of death’s soft kiss.","A voice that sings of paradise, yet hums the hymn of death’s soft kiss."
"Whispers of absence haunt the hollows where their laughter once was,",was,lost,was,False,"Echoes of a song now silent, in the shadows, love was lost.","Echoes of a song now silent, in the shadows, love was lost."
"The scales of justice tremble with truth, while shadows feast on the cries of the unjust,",unjust,go,unjust,False,"The gavel falls, but silence grows—night feeds where the innocent go.","The gavel falls, but silence grows—night feeds where the innocent go."
"The thunder in his chest begins to roar,",roar,open,soar,False,"A tempest stirs, and the battle's door swings open.","A tempest stirs, and the battle's door swings open."
"In the hush between heartbeats, love begins to breathe,",breathe,tea,breathe,False,A whisper soft as dusk in the quiet after tea.,A whisper soft as dusk in the quiet after tea.
"Whispers of spring in the thawing snow's breath,",breath,death,breath,True,Awaken the earth from its slumbering death.,Awaken the earth from its slumbering death.
"The elder chants as clocks devour time,",time,rhyme,time,True,The stars above hum softly in rhyme.,The stars above hum softly in rhyme.
"Roots whispered in stories older than stone,",stone,unknown,stone,True,Branches reach where the sky meets the unknown.,Branches reach where the sky meets the unknown.
"Silent nights where echoes dwell,",dwell,swell,dwell,True,Whispers rise where shadows swell.,Whispers rise where shadows swell.
"Amber whispers brush the breeze,",breeze,trees,trees,True,Silver shadows dance with trees.,Silver shadows dance with trees.
"Autumn's breath whispers through the trees,",trees,memories,trees,False,"Leaves in dance, like memories.","Leaves in dance, like memories."
"Neon hums where high-rises breathe,",breathe,street,breathe,False,Steel and shadow twist in the street.,Steel and shadow twist in the street.
"Pack the sunrise in your pocket, let the roads unwind like time,",time,align,time,False,And chase the horizon's whisper where the map and heart align.,And chase the horizon's whisper where the map and heart align.
"Love is the fire that warms both heart and home,",home,roam,home,True,And kindles light where shadows used to roam.,And kindles light where shadows used to roam.
"Thunder roars, but chains remain unbroken—",unbroken,spoken,unbroken,True,Silent resolve in the storm is spoken.,Silent resolve in the storm is spoken.
"Winds whisper tales of roads unseen,",unseen,between,unseen,True,Moonlight paints the paths between.,Moonlight paints the paths between.
"In the quiet dawn, where prayers and petals rise,",rise,disguise,dies,True,Whispers of hope in morning light disguise.,Whispers of hope in morning light disguise.
"A bond untouched by time or fate,",fate,part,fate,False,"A love that stands, though worlds may part.","A love that stands, though worlds may part."
"Whispers of dread in the silence they creep,",creep,deep,sweep,True,Shadows arise where the nightmares run deep.,Shadows arise where the nightmares run deep.
"In twilight's hush, where shadows dare to speak,",speak,seek,speak,True,Whispers of the wind begin to seek.,Whispers of the wind begin to seek.
"In starlit whispers, my hopes take flight,",flight,flight,light,False,"Through velvet skies, they soar and take flight.","Through velvet skies, they soar and take flight."
"The road unfolds like whispered dreams in dawn's embrace,",embrace,trace,embrace,True,"Each turn a hope, each mile a trace.","Each turn a hope, each mile a trace."
"The earth whispers tales through rustling green,",green,unseen,unseen,True,"The moon listens close, a silent unseen.","The moon listens close, a silent unseen."
"In shadows cast by city lights, a thousand souls feel night,",night,fight,light,True,"Their whispered dreams in silence rise, like stars that dare not fight.","Their whispered dreams in silence rise, like stars that dare not fight."
"Beneath the brush of dawn’s soft light,",light,white,light,True,The world is wrapped in hush and white.,The world is wrapped in hush and white.
"The hush of time whispers tales of the old,",old,hold,told,True,Echoes of echoes in a forgotten hold.,"The hush of time whispers tales of the old,  
Echoes of echoes in a forgotten hold."
"In the quiet space where heartbeats blend,",blend,end,blend,True,Whispers of love across the end.,Whispers of love across the end.
"Whispers of the past linger where old shadows dance,",dance,chance,dance,True,Echoes of forgotten hearts find a quiet chance.,Echoes of forgotten hearts find a quiet chance.
"Through storms of time, our roots hold fast,",fast,ask,past,False,"In love’s deep soil, we’ll never ask.","In love’s deep soil, we’ll never ask."
"Amid the throng, a silent storm,",storm,world,storm,False,A whispered word could shake the world.,A whispered word could shake the world.
"Whispers of winds through ancient tree songs flow,",flow,glow,glow,True,Echoes of time in the moon's soft glow.,Echoes of time in the moon's soft glow.
"Whispers of crimson, symphonies in every thread,",thread,led,thread,True,A tapestry of moments where the heart and soul are led.,A tapestry of moments where the heart and soul are led.
"In laughter's wake, where memory weaves,",weaves,sweet,weaves,False,"A tapestry of moments, soft and sweet.","A tapestry of moments, soft and sweet."
"Winds of freedom whisper where chains forgot to fall,",fall,call,fall,True,And echoes of the brave still rise to meet the call.,And echoes of the brave still rise to meet the call.
"The scales of justice sway on trembling strings,",strings,things,strings,True,"The truth, a shadow, shifts with bending things.","The truth, a shadow, shifts with bending things."
"In hues that hum and silence rustles soft,",soft,caught,soft,False,A whisper walks where shadowed dreams are caught.,A whisper walks where shadowed dreams are caught.
"In the golden glow of dusk, I chase the echoes of summer's hush,",hush,dusk,hush,False,"With whispers of the breeze, it carries tales of love and coming dusk.","With whispers of the breeze, it carries tales of love and coming dusk."
"Together we rise, bound by more than shared skies,",skies,lie,dies,False,United by hearts where no distance can lie.,United by hearts where no distance can lie.
"Whispers vanish in the hollows where connection once resided,",resided,eroded,resided,False,Silent echoes of a bond that time and distance eroded.,Silent echoes of a bond that time and distance eroded.
"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love lights the way through every beat.,Love lights the way through every beat.
"In whispers of time, our deeds still sing—",sing,ring,sing,True,Echoes of right where the wrong things ring.,Echoes of right where the wrong things ring.
"Like morning dew on petals soft and new,",new,do,new,True,I’ll leave you with a kiss of light to do.,I’ll leave you with a kiss of light to do.
"Wings of dawn clash with iron night,",night,light,light,True,Shadows break beneath the light.,Shadows break beneath the light.
"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,Dancing colors whisper tales that words could never name.,Dancing colors whisper tales that words could never name.
"Whispers of the past dance on the breeze,",breeze,tease,trees,True,Echoes lost in time’s soft tease.,Echoes lost in time’s soft tease.
"In youth's tender bloom, my heart first knew the name of flame,",flame,claim,name,True,"In time's gentle sway, it learned the weight of love's own claim.","In time's gentle sway, it learned the weight of love's own claim."
"Beneath the mask, a whisper grows—",grows,erase,grows,False,A truth no shadow can erase.,A truth no shadow can erase.
"Beneath sweet lies, the truth often weeps in shadow,",shadow,tomorrow,glow,True,"Silent and deep, it waits for tomorrow.","Beneath sweet lies, the truth often weeps in shadow,  
Silent and deep, it waits for tomorrow."
"Two hearts entwined, a vow so true,",true,blue,new,True,A dance of souls in shades of blue.,"Two hearts entwined, a vow so true,  
A dance of souls in shades of blue."
"A tapestry woven in laughter and tears,",tears,fears,years,True,A life stitched with joy and with fears.,A life stitched with joy and with fears.
"Like shadows at the close of day,",day,stay,grey,True,They fade but never seem to stay.,They fade but never seem to stay.
"Whispers of wind through the emerald embrace,",embrace,leave,embrace,False,Softly they sing as the daylight takes its leave.,Softly they sing as the daylight takes its leave.
"Whispers of absence haunt the halls where laughter used to play,",play,gray,grey,True,Echoes of your name still linger in the gray.,Echoes of your name still linger in the gray.
"Beneath the mask, the true self stirs,",stirs,years,years,True,A soul unbound by silent years.,A soul unbound by silent years.
"Colors whisper secrets where wild imaginations tread,",tread,bled,thread,True,Shadows dance with dreams where the sun and moon have bled.,Shadows dance with dreams where the sun and moon have bled.
"A hollow vow where silence weeps,",weeps,sleep,weeps,False,A ghostly breath where shadows sleep.,A ghostly breath where shadows sleep.
"In shadows cast by screens we cling,",cling,sting,sing,True,To stories spun in pixels' sting.,To stories spun in pixels' sting.
"Wander the roads where old shadows dance,",dance,glance,dance,True,Speak to the wind with a timeless glance.,Speak to the wind with a timeless glance.
"In shadows crowned, the weak wear might unseen,",unseen,keen,unseen,True,"Beneath the cloak, the lion's heart is keen.","Beneath the cloak, the lion's heart is keen."
"In the quiet heartbeat where the stars dare speak,",speak,seek,speak,True,Whispers of the dawn begin to seek.,Whispers of the dawn begin to seek.
"Smoke ascends where silent dreams once grew,",grew,flew,new,True,Ash remains where whispered hopes flew.,Ash remains where whispered hopes flew.
"Roots tangled in ancient soil, yet branches stretch toward tomorrow's light,",light,meet,light,False,"Whispers of time in every leaf, they dance where past and future meet.","Whispers of time in every leaf, they dance where past and future meet."
"In shadows cast by silver lies,",lies,skies,dies,True,The truth is cloaked in starless skies.,The truth is cloaked in starless skies.
"In whispered groves where the wild things dance,",dance,chance,dance,True,The moonlight weaves through the tangled chance.,The moonlight weaves through the tangled chance.
"City lights hum with restless desire,",desire,air,desire,False,Neon dreams in the midnight air.,Neon dreams in the midnight air.
"Time weaves its wisdom, thread by silent thread,",thread,understood,thread,False,"Life stitches meaning, soft and understood.","Life stitches meaning, soft and understood."
"Whispers of winds through the ancient wood,",wood,stood,wood,True,Echoes of time in the shadows stood.,Echoes of time in the shadows stood.
"By the sandbox where the fireflies glow,",glow,blow,glow,True,We’ll whisper secrets as the night winds blow.,We’ll whisper secrets as the night winds blow.
"Winds of freedom whisper where chains dare not clink,",clink,think,clink,True,And hope takes flight where the brave dare to think.,And hope takes flight where the brave dare to think.
"The hearth’s faint breath speaks tales of where I came from,",from,become,from,True,The shadows dance with echoes of the past I’ve become.,The shadows dance with echoes of the past I’ve become.
"Beneath the map's edge, the unknown beckons soft and wide,",wide,tried,collide,True,Where dreams take root in lands that no compass ever tried.,Where dreams take root in lands that no compass ever tried.
"A heartbeat’s whisper, a soul’s soft fire,",fire,desire,desire,True,"A dream takes flight, a wishful desire.","A dream takes flight, a wishful desire."
"Beneath a handshake, a dagger gleams with dew,",dew,view,new,True,For every pact is but a trap in polished view.,For every pact is but a trap in polished view.
"Whispers of winter kiss the thawing spring,",spring,sting,sing,True,"Melting dreams in a tender, fleeting sting.","Melting dreams in a tender, fleeting sting."
"The sun spills gold on laughter's tender track,",track,dark,track,False,The moon will steal the silence when it's dark.,The moon will steal the silence when it's dark.
"A silent tear on truth's tightrope spin,",spin,been,spin,True,A shadow dances where the light has been.,A shadow dances where the light has been.
"In starlit whispers, my heart ignites,",ignites,flight,ignites,False,"For in your gaze, the cosmos takes flight.","For in your gaze, the cosmos takes flight."
"Amidst the swirl of hues and whispered air,",air,lay,despair,False,A shadow stirs where silent dreams once lay.,A shadow stirs where silent dreams once lay.
"Beneath soft lies, the truth wears a cloak of light,",light,fight,light,True,"But in the dark, it whispers its fight.","But in the dark, it whispers its fight."
"Two hearts entwined where the vows take flight,",flight,bright,light,True,"Through every shadow, they shine so bright.","Two hearts entwined where the vows take flight,  
Through every shadow, they shine so bright."
"A laughter rings where sunshine stirs the air,",air,lays,despair,False,A whisper dances where the moonlight lays.,A whisper dances where the moonlight lays.
"In whispered hearts where silent dreams take flight,",flight,night,light,True,Soft echoes bloom in the hush of night.,Soft echoes bloom in the hush of night.
"A breath too brief, a shadow that swallows the light,",light,night,light,True,A whisper of forever that fades into night.,A whisper of forever that fades into night.
"In shadowed hands, the torch of might is pressed,",pressed,blessed,breast,True,To light the path where darkness has been blessed.,To light the path where darkness has been blessed.
"A bond unspoken, yet stronger than time,",time,grime,time,True,A silent devotion that sees through the grime.,A silent devotion that sees through the grime.
"Seconds whisper through the cracks of youth,",youth,truth,youth,True,Moments slip like time in truth.,Moments slip like time in truth.
"Whispers weave through the woods where wild hearts roam,",roam,glow,home,False,Echoes of dreams in the moon's silver glow.,Echoes of dreams in the moon's silver glow.
"Whispers of wind through the emerald trees,",trees,leaves,trees,False,Singing soft lullabies to the leaves.,Singing soft lullabies to the leaves.
"In the attic of my heart, old shadows dance with light,",light,goodnight,light,True,Whispers of the past now hum a bittersweet goodnight.,Whispers of the past now hum a bittersweet goodnight.
"In flawless cracks, the beauty truly shines,",shines,signs,shines,True,Like light through glass in winter’s quiet signs.,Like light through glass in winter’s quiet signs.
"Beneath the boughs of time’s slow-swaying tree,",tree,be,sea,True,We whisper hopes that never meant to be.,We whisper hopes that never meant to be.
"Beneath the skin, a story waits to breathe,",breathe,decree,breathe,False,Each scar and vein a verse in life’s decree.,Each scar and vein a verse in life’s decree.
"Beneath the sun’s first golden hour,",hour,flower,hour,True,The dew still clings to every flower.,The dew still clings to every flower.
"The scales of heaven waver in the storm,",storm,form,storm,True,The weight of fate is torn from form.,The weight of fate is torn from form.
"The morning sun spills gold through trees,",trees,sees,trees,True,Whispering life to all it sees.,Whispering life to all it sees.
"In the woven threads of many, one heartbeat gently sings,",sings,ring,strings,False,"A silent song the stars recognize, where all the world feels it ring.","A silent song the stars recognize, where all the world feels it ring."
"In the silent chasm where shadows conspire,",conspire,wire,desire,True,Whispers of doom on the wind’s cold wire.,Whispers of doom on the wind’s cold wire.
"The clock’s soft breath stirs dust of bygone days,",days,praise,maze,True,"Whispers of time in shadowed, silent praise.","Whispers of time in shadowed, silent praise."
"When silence speaks, the heart turns cold,",cold,hold,told,True,And echoes of the past take hold.,"When silence speaks, the heart turns cold,  
And echoes of the past take hold."
"In shadows where sweet promises fade,",fade,wade,stayed,True,Whispers of truth begin to wade.,"In shadows where sweet promises fade,  
Whispers of truth begin to wade."
"Though flesh may fade, the deeds we do ignite…",ignite,flight,light,True,A flame that lingers long after we flight.,A flame that lingers long after we flight.
"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,beat,embrace,False,"echoes of touch where no hands meet, shadows dance with light’s soft beat.","echoes of touch where no hands meet, shadows dance with light’s soft beat."
"Time stitches wrinkles in the cloth of youth,",youth,hear,youth,False,Age whispers tales only the patient hear.,Age whispers tales only the patient hear.
"Each year etches wisdom where youthful days once played,",played,swayed,stayed,True,"Time's quiet hand turns dreams to dust, yet still we're swayed.","Each year etches wisdom where youthful days once played,  
Time's quiet hand turns dreams to dust, yet still we're swayed."
"Whispers of the dusk that shadows all our days,",days,embrace,maze,False,Echo softly through the veil of night's embrace.,Echo softly through the veil of night's embrace.
"Brushstrokes of thought on canvases unseen,",unseen,convenes,unseen,False,Whispers of dreams where the imagination convenes.,Whispers of dreams where the imagination convenes.
