first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion
"Whispers through the grass where the wild things dance,",dance,erase,dance,False,A secret song that time cannot erase.,A secret song that time cannot erase.
"A bond unspoken, yet deep as the sea,",sea,glee,sea,True,A silence between us that speaks with such glee.,A silence between us that speaks with such glee.
"Whispers of winter melt into the bloom of spring’s embrace,",embrace,awakes,embrace,False,A symphony of colors awakes.,A symphony of colors awakes.
"In every flaw, a whisper of perfection's breath,",breath,depth,breath,False,"In every shadow, a glimpse of light's soft depth.","In every shadow, a glimpse of light's soft depth."
"Beneath the mask that cloaks the soul, the mirror cracks with whispered toll,",toll,fell,soul,False,A shadow stirs where light once fell.,A shadow stirs where light once fell.
"Brushstrokes whisper where the soul once dreamed,",dreamed,theme,dreamed,False,"In colors bold, the heart's soft theme.","In colors bold, the heart's soft theme."
"In the dance of flaw and flawless light,",light,right,light,True,We find the grace that makes us right.,We find the grace that makes us right.
"Whispers of wind through the ancient oak's embrace,",embrace,grace,embrace,True,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.
"In mirrored shades where shadow dares to creep,",creep,keep,sweep,True,The moonlight whispers secrets yet to keep.,The moonlight whispers secrets yet to keep.
"When whispered vows turn cold as winter skies,",skies,mist,dies,False,And promises dissolve like morning mist.,And promises dissolve like morning mist.
"In the rhythm of shared breath, hearts weave a single song,",song,strong,belong,True,"In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong."
"In brushstrokes of dawn, wild imagination ascends,",ascends,tends,ascends,True,"To the rhythm of light, a dreamer's heart tends.","To the rhythm of light, a dreamer's heart tends."
"Like thunder chained to silent stone,",stone,show,stone,False,Its power lies in what it cannot show.,Its power lies in what it cannot show.
"A flawless sphere, yet marred by its glow,",glow,know,glow,True,A silent fire that no one can know.,A silent fire that no one can know.
"In the hush between breaths, the sacred stirs,",stirs,unfurls,years,False,A whisper of life in the stillness unfurls.,A whisper of life in the stillness unfurls.
"Whispers of wild hearts beat beneath the moon's gentle gaze,",gaze,haze,maze,True,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.
"A heartbeat hums where light once passed,",passed,cast,past,True,"A shadow lingers, softly cast.","A shadow lingers, softly cast."
"Colors whisper tales in hues once unknown,",unknown,flown,stone,True,Shadows dance where light has flown.,Shadows dance where light has flown.
"In shadowed chains, the spirit dares to sing,",sing,spring,sing,True,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.
"A whispered vow can fracture like glass beneath the heel of deceit,",deceit,regret,deceit,False,A fragile trust can shatter to dust beneath the weight of regret.,A fragile trust can shatter to dust beneath the weight of regret.
"It blooms in whispers, not in storm,",storm,form,storm,True,"It fades in silence, not in form.","It fades in silence, not in form."
"I walked through the shadows where childhood once stayed,",stayed,played,stayed,True,And memories whispered where the light once played.,And memories whispered where the light once played.
"Whispers of winds through ancient green trees,",trees,breeze,trees,True,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.
"Whispers of yesterday dance on the winds of time,",time,night,time,False,Echoes of laughter linger in the stillness of night.,Echoes of laughter linger in the stillness of night.
"Together we rise, woven as one,",one,begun,spun,True,"Stronger than ever, the journey has just begun.","Stronger than ever, the journey has just begun."
"Time’s tapestry threads with echoes of yore,",yore,door,soar,True,Weaving the past into every new door.,Weaving the past into every new door.
"Justice weeps in shadowed halls,",halls,falls,halls,True,Where silence speaks and truth falls.,Where silence speaks and truth falls.
"Laughter echoes down the lane where sunlit days once played,",played,laid,stayed,True,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly laid.
"The hours drift like autumn leaves in twilight’s gentle stream,",stream,dream,stream,True,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.
"The road unwinds its thread through mist and sun,",sun,spun,spun,True,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun."
"Brushstrokes of wonder bloom in minds unchained,",unchained,remains,unchained,False,Dreams take flight where imagination remains.,Dreams take flight where imagination remains.
"Through shared beginnings and paths that diverge,",diverge,still,diverge,False,We find strength in the love that stillерже.,We find strength in the love that stillерже.
"In shadows deep where hope once danced with light,",light,night,light,True,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.
"In shadow's grip, cannon-light whispers of rage,",rage,age,rage,True,A silent storm brews in the eyes of the age.,A silent storm brews in the eyes of the age.
"In laughter’s glow, where trust is sown,",sown,unknown,stone,True,We find the strength to face the unknown.,We find the strength to face the unknown.
"Voices echo, yet no hearts collide,",collide,glide,collide,True,"In silence, shadows softly glide.","In silence, shadows softly glide."
"Though shadows stretch where light once bloomed,",bloomed,gloom,bloomed,False,Hope still whispers through the gloom.,Hope still whispers through the gloom.
"In the shadowed heart where two winds meet,",meet,beat,deceit,True,A secret breath begins to beat.,A secret breath begins to beat.
"Beneath the silence where whispers used to play,",play,gray,grey,True,"Now echoes linger, lost in the gray.","Beneath the silence where whispers used to play,  
Now echoes linger, lost in the gray."
"With trembling hands, I reach to light the flame,",flame,room,name,False,"But fear holds fast, and shadows fill the room.","But fear holds fast, and shadows fill the room."
"Two hearts entwined, a promise made,",made,swayed,stayed,True,"Beneath the stars, forever swayed.","Beneath the stars, forever swayed."
"In twilight’s hush, where hearts exhale,",exhale,gale,exhale,True,Soft whispers drift on the evening gale.,Soft whispers drift on the evening gale.
"The shadows whisper threats they cannot name,",name,frame,name,True,And silence holds its breath in fear's cold frame.,And silence holds its breath in fear's cold frame.
"Silhouettes of solitude etched deep in vacant skies,",skies,by,dies,False,Whispers of forgotten dreams drift silently by.,Whispers of forgotten dreams drift silently by.
"Shadows fall where once your laughter bloomed,",bloomed,gloom,bloomed,False,Now silence echoes through the gloom.,Now silence echoes through the gloom.
"Footprints in the dust of days gone by,",by,die,sigh,True,Whispers of the past that never die.,Whispers of the past that never die.
"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.
"Amidst the buzz of concrete dreams, the country’s clockwork hums in rural streams,",streams,tamed,dreams,False,Where whispered winds carry the tales of fields that time has never tamed.,Where whispered winds carry the tales of fields that time has never tamed.
"Two hearts entwined where vows take root,",root,fruit,root,True,A garden blooming in the fruit.,"Two hearts entwined where vows take root,  
A garden blooming in the fruit."
"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"A melody of midnight, lost in silent bliss.","A melody of midnight, lost in silent bliss."
"Whispers of absence haunt the hollows where their laughter once was,",was,was,was,False,And silence now lingers in the echoes of what once was.,And silence now lingers in the echoes of what once was.
"The scales of justice tremble with truth, while shadows feast on the cries of the unjust,",unjust,lost,unjust,False,And silence guards the secrets of the lost.,And silence guards the secrets of the lost.
"The thunder in his chest begins to roar,",roar,word,soar,False,As lightning cracks the sky with every word.,As lightning cracks the sky with every word.
"In the hush between heartbeats, love begins to breathe,",breathe,light,breathe,False,A whisper softer than the dawn's first light.,A whisper softer than the dawn's first light.
"Whispers of spring in the thawing snow's breath,",breath,wake,breath,False,A symphony of life begins to wake.,A symphony of life begins to wake.
"The elder chants as clocks devour time,",time,shone,time,False,The shadows stretch where light once shone.,The shadows stretch where light once shone.
"Roots whispered in stories older than stone,",stone,alone,stone,True,"Leaves listened with silence, yet bore the weight alone.","Leaves listened with silence, yet bore the weight alone."
"Silent nights where echoes dwell,",dwell,swell,dwell,True,Whispers drift on winds that swell.,Whispers drift on winds that swell.
"Amber whispers brush the breeze,",breeze,trees,trees,True,Golden light in silent trees.,Golden light in silent trees.
"Autumn's breath whispers through the trees,",trees,breeze,trees,True,A golden hush in every breeze.,A golden hush in every breeze.
"Neon hums where high-rises breathe,",breathe,keep,breathe,False,Shadowed streets in midnight's keep.,Shadowed streets in midnight's keep.
"Pack the sunrise in your pocket, let the roads unwind like time,",time,rhyme,time,True,And chase the horizon where the wild things rhyme.,And chase the horizon where the wild things rhyme.
"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.
"Thunder roars, but chains remain unbroken—",unbroken,gone,unbroken,False,"Lightning strikes, yet hope is never gone.","Lightning strikes, yet hope is never gone."
"Winds whisper tales of roads unseen,",unseen,convenes,unseen,False,Footsteps echo where the wild convenes.,Footsteps echo where the wild convenes.
"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.
"A bond untouched by time or fate,",fate,grace,fate,False,A flame that burns with steady grace.,"A bond untouched by time or fate,  
A flame that burns with steady grace."
"Whispers of dread in the silence they creep,",creep,sleep,sweep,True,Through shadowed halls where the echoes will sleep.,Through shadowed halls where the echoes will sleep.
"In twilight's hush, where shadows dare to speak,",speak,weep,speak,False,Whispers of the night begin to weep.,Whispers of the night begin to weep.
"In starlit whispers, my hopes take flight,",flight,night,light,True,"Through dreams so vast, they touch the night.","Through dreams so vast, they touch the night."
"The road unfolds like whispered dreams in dawn's embrace,",embrace,grace,embrace,True,Each step a note in life's unfolding grace.,Each step a note in life's unfolding grace.
"The earth whispers tales through rustling green,",green,unseen,unseen,True,The wind carries secrets to the unseen.,The wind carries secrets to the unseen.
"In shadows cast by city lights, a thousand souls feel night,",night,dark,light,False,"But in the glow of distant stars, hope still finds its way to dark.","But in the glow of distant stars, hope still finds its way to dark."
"Beneath the brush of dawn’s soft light,",light,gold,light,False,The world awakes in hues of gold.,The world awakes in hues of gold.
"The hush of time whispers tales of the old,",old,fold,told,True,Echoes of laughter that once filled the fold.,"The hush of time whispers tales of the old,  
Echoes of laughter that once filled the fold."
"In the quiet space where heartbeats blend,",blend,mend,blend,True,Whispers of love softly mend.,Whispers of love softly mend.
"Whispers of the past linger where old shadows dance,",dance,chant,dance,False,And echoes of forgotten dreams still softly chant.,And echoes of forgotten dreams still softly chant.
"Through storms of time, our roots hold fast,",fast,cast,past,True,"Through trials unseen, our hearts are cast.","Through trials unseen, our hearts are cast."
"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.
"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.
"Whispers of crimson, symphonies in every thread,",thread,spread,thread,True,A dance of fire where passion is spread.,A dance of fire where passion is spread.
"In laughter's wake, where memory weaves,",weaves,believed,weaves,False,A tapestry of moments believed.,A tapestry of moments believed.
"Winds of freedom whisper where chains forgot to fall,",fall,enthralled,fall,False,And hope ignites the dawn where shadows once enthralled.,And hope ignites the dawn where shadows once enthralled.
"The scales of justice sway on trembling strings,",strings,wrong,strings,False,Balancing the weight of right and wrong.,Balancing the weight of right and wrong.
"In hues that hum and silence rustles soft,",soft,thought,soft,False,The moonlight weaves a tapestry of thought.,The moonlight weaves a tapestry of thought.
"In the golden glow of dusk, I chase the echoes of summer's hush,",hush,blush,hush,True,Where fireflies dance and memories blush.,Where fireflies dance and memories blush.
"Together we rise, bound by more than shared skies,",skies,align,dies,False,"Through every storm, our hearts align.","Together we rise, bound by more than shared skies,  
Through every storm, our hearts align."
"Whispers vanish in the hollows where connection once resided,",resided,resides,resided,False,And echoes linger where the silence now resides.,And echoes linger where the silence now resides.
"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.
"In whispers of time, our deeds still sing—",sing,wrong,sing,False,"Through echoes that linger, right or wrong.","Through echoes that linger, right or wrong."
"Like morning dew on petals soft and new,",new,view,new,True,So fleeting is the beauty that we view.,So fleeting is the beauty that we view.
"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.
"Brushstrokes weave the silent song of imagination’s flame,",flame,name,name,True,A canvas breathes where dreams take name.,A canvas breathes where dreams take name.
"Whispers of the past dance on the breeze,",breeze,trees,trees,True,Echoes of forgotten dreams please the trees.,Echoes of forgotten dreams please the trees.
"In youth's tender bloom, my heart first knew the name of flame,",flame,flame,name,False,"Now aged and worn, it whispers still, though time has dimmed its flame","In youth's tender bloom, my heart first knew the name of flame,  
Now aged and worn, it whispers still, though time has dimmed its flame"
"Beneath the mask, a whisper grows—",grows,blow,grows,False,A silent storm begins to blow.,A silent storm begins to blow.
"Beneath sweet lies, the truth often weeps in shadow,",shadow,whisper,glow,False,"Yet in the dark, its voice still dares to whisper.","Beneath sweet lies, the truth often weeps in shadow,  
Yet in the dark, its voice still dares to whisper."
"Two hearts entwined, a vow so true,",true,through,new,True,"Through every storm, we’ll weather through.","Two hearts entwined, a vow so true,  
Through every storm, we’ll weather through."
"A tapestry woven in laughter and tears,",tears,erase,years,False,A story of moments that time cannot erase.,A story of moments that time cannot erase.
"Like shadows at the close of day,",day,disappear,grey,False,They fade but never disappear.,They fade but never disappear.
"Whispers of wind through the emerald embrace,",embrace,erase,embrace,True,A dance with the shadows that time cannot erase.,A dance with the shadows that time cannot erase.
"Whispers of absence haunt the halls where laughter used to play,",play,stay,grey,True,"Echoes of joy fade into the night, never to stay.","Echoes of joy fade into the night, never to stay."
"Beneath the mask, the true self stirs,",stirs,curse,years,False,Aching to break free from its curse.,Aching to break free from its curse.
"Colors whisper secrets where wild imaginations tread,",tread,freedom,thread,False,And dreams take flight on the winds of freedom.,And dreams take flight on the winds of freedom.
"A hollow vow where silence weeps,",weeps,deep,weeps,False,"A broken promise, cold and deep.","A broken promise, cold and deep."
"In shadows cast by screens we cling,",cling,bend,sing,False,To fleeting lights that dim and bend.,To fleeting lights that dim and bend.
"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance."
"In shadows crowned, the weak wear might unseen,",unseen,mean,unseen,True,While strength in light is oft too plain to mean.,While strength in light is oft too plain to mean.
"In the quiet heartbeat where the stars dare speak,",speak,seeks,speak,False,Their whispers weave the dreams that silence seeks.,Their whispers weave the dreams that silence seeks.
"Smoke ascends where silent dreams once grew,",grew,knew,new,True,And shadows dance where light once knew.,And shadows dance where light once knew.
"Roots tangled in ancient soil, yet branches stretch toward tomorrow's light,",light,growth,light,False,"A whisper of time, a promise of growth.","A whisper of time, a promise of growth."
"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.
"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance."
"City lights hum with restless desire,",desire,fire,desire,True,Streetlamps flicker like whispered fire.,Streetlamps flicker like whispered fire.
"Time weaves its wisdom, thread by silent thread,",thread,replace,thread,False,And life is stitched with moments we can't replace.,And life is stitched with moments we can't replace.
"Whispers of winds through the ancient wood,",wood,mood,wood,False,Carve secrets into the mossy mood.,Carve secrets into the mossy mood.
"By the sandbox where the fireflies glow,",glow,know,glow,True,We whispered secrets only we know.,We whispered secrets only we know.
"Winds of freedom whisper where chains dare not clink,",clink,spoke,clink,False,Hope takes flight where the silenced once spoke.,Hope takes flight where the silenced once spoke.
"The hearth’s faint breath speaks tales of where I came from,",from,past,from,False,The shadows dance with echoes of the past.,The shadows dance with echoes of the past.
"Beneath the map's edge, the unknown beckons soft and wide,",wide,unchained,collide,False,Its silence hums with secrets yet to be unchained.,Its silence hums with secrets yet to be unchained.
"A heartbeat’s whisper, a soul’s soft fire,",fire,air,desire,False,"A breath of dawn, a promise in the air.","A breath of dawn, a promise in the air."
"Beneath a handshake, a dagger gleams with dew,",dew,grew,new,True,And silence speaks where words once grew.,And silence speaks where words once grew.
"Whispers of winter kiss the thawing spring,",spring,lingered,sing,False,Blossoms awaken where the frost once lingered.,Blossoms awaken where the frost once lingered.
"The sun spills gold on laughter's tender track,",track,trees,track,False,The wind whispers secrets through the trees.,The wind whispers secrets through the trees.
"A silent tear on truth's tightrope spin,",spin,begin,spin,True,A whisper falls where shadows begin.,A whisper falls where shadows begin.
"In starlit whispers, my heart ignites,",ignites,nights,ignites,True,A dance of shadows in moonlit nights.,A dance of shadows in moonlit nights.
"Amidst the swirl of hues and whispered air,",air,care,despair,True,A dance of shadows plays with light and care.,A dance of shadows plays with light and care.
"Beneath soft lies, the truth wears a cloak of light,",light,night,light,True,"But in the shadows, its voice is heard in the night.","But in the shadows, its voice is heard in the night."
"Two hearts entwined where the vows take flight,",flight,light,light,True,A dance of souls in the moon's soft light.,"Two hearts entwined where the vows take flight,  
A dance of souls in the moon's soft light."
"A laughter rings where sunshine stirs the air,",air,trees,despair,False,A breeze that dances with the whispering trees.,A breeze that dances with the whispering trees.
"In whispered hearts where silent dreams take flight,",flight,bright,light,True,A tender hope begins to shine bright.,A tender hope begins to shine bright.
"A breath too brief, a shadow that swallows the light,",light,night,light,True,A whisper of hope in the depths of the night.,A whisper of hope in the depths of the night.
"In shadowed hands, the torch of might is pressed,",pressed,tread,breast,False,To light the path where others tread.,To light the path where others tread.
"A bond unspoken, yet stronger than time,",time,unkind,time,False,A silence that speaks when words fall unkind.,A silence that speaks when words fall unkind.
"Seconds whisper through the cracks of youth,",youth,fists,youth,False,Moments slip like sand through clenched fists.,Moments slip like sand through clenched fists.
"Whispers weave through the woods where wild hearts roam,",roam,loom,home,False,Moonlight dances on the silent loom.,Moonlight dances on the silent loom.
"Whispers of wind through the emerald trees,",trees,breeze,trees,True,Softly they sing as the twilight breeze.,Softly they sing as the twilight breeze.
"In the attic of my heart, old shadows dance with light,",light,night,light,True,And memories whisper secrets in the hush of night.,And memories whisper secrets in the hush of night.
"In flawless cracks, the beauty truly shines,",shines,design,shines,False,Where broken pieces form a perfect design.,Where broken pieces form a perfect design.
"Beneath the boughs of time’s slow-swaying tree,",tree,free,sea,True,I trace the echoes of a life once free.,I trace the echoes of a life once free.
"Beneath the skin, a story waits to breathe,",breathe,speak,breathe,False,"In silent hues, its whispers softly speak.","In silent hues, its whispers softly speak."
"Beneath the sun’s first golden hour,",hour,light,hour,False,The world awakes in gentle light.,The world awakes in gentle light.
"The scales of heaven waver in the storm,",storm,form,storm,True,And justice holds its breath in silent form.,And justice holds its breath in silent form.
"The morning sun spills gold through trees,",trees,breeze,trees,True,And whispers life to every breeze.,And whispers life to every breeze.
"In the woven threads of many, one heartbeat gently sings,",sings,belongs,strings,False,A symphony of souls where every note belongs.,A symphony of souls where every note belongs.
"In the silent chasm where shadows conspire,",conspire,desire,desire,True,A whisper of truth is the only desire.,A whisper of truth is the only desire.
"The clock’s soft breath stirs dust of bygone days,",days,stay,maze,False,And whispers echo where the memories stay.,And whispers echo where the memories stay.
"When silence speaks, the heart turns cold,",cold,told,told,True,And echoes fade where words are told.,And echoes fade where words are told.
"In shadows where sweet promises fade,",fade,shade,stayed,True,Hope whispers through the silent shade.,Hope whispers through the silent shade.
"Though flesh may fade, the deeds we do ignite…",ignite,extinguish,light,False,A flame that time cannot extinguish.,A flame that time cannot extinguish.
"Colors weep from silent canvases, whispers take form in clay’s embrace,",embrace,dance,embrace,False,Dreams are born where shadows dance.,Dreams are born where shadows dance.
"Time stitches wrinkles in the cloth of youth,",youth,truth,youth,True,But memory sews the seams of truth.,But memory sews the seams of truth.
"Each year etches wisdom where youthful days once played,",played,betray,stayed,False,And time weaves stories that the heart will never betray.,And time weaves stories that the heart will never betray.
"Whispers of the dusk that shadows all our days,",days,light,maze,False,Echoes of the night that softly steal our light.,Echoes of the night that softly steal our light.
"Brushstrokes of thought on canvases unseen,",unseen,unspoken,unseen,False,Whispers of dreams in colors unspoken.,Whispers of dreams in colors unspoken.
"A fragile thread through shadow's weave,",weave,breath,weave,False,A whisper lost in midnight's breath.,A whisper lost in midnight's breath.
"Whispers fade where connection once thrived,",thrived,survived,thrived,True,And silence grows where the echoes survived.,And silence grows where the echoes survived.
"When shadows steal the ones we held so dear,",dear,appear,dear,True,We clutch the memories that still appear.,We clutch the memories that still appear.
"A mirror cracks, and in the shards I see—",see,known,sea,False,A shadowed self I've never known.,A shadowed self I've never known.
"Whispers of spring thaw the earth from her sleep,",sleep,deep,sweep,True,Blossoms awaken in colors so deep.,Blossoms awaken in colors so deep.
"With timid steps through the shadowed gate,",gate,waits,fate,False,I tread the path where the silence waits.,I tread the path where the silence waits.
