,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last,feature_count,found_valid_row,chosen_id,chosen_index,chosen_rhyme_group,chosen_feature_count,original_generation,intervention_generation
36,"Neon hums where tall shadows play,",play,day,grey,True,Silent echoes drift through the day.,Silent echoes drift through the day.,Silent echoes drift through the,19,True,75-cast,75,past,17,Silent echoes drift through the day.,Marble halls in acrastar ray.icastar ray.icastar ray.icastar ray
38,"Anger boils like storm in night,",night,light,light,True,Lightning strikes but fades to light.,Lightning strikes but fades to light.,Lightning strikes but fades to,13,True,170-dies,170,dies,26,Lightning cracks but fades to light.,"Doom lies in quiet, lurks in light."
40,"Whispers coil like shadows, cold and tight,",tight,light,light,True,"They cling to silence, never letting light.","They cling to silence, never letting light.","They cling to silence, never letting",14,True,33-disguise,33,dies,19,"They cling to silence, never letting light.",Alessissessessessessessessessessessessessessessessessessess
41,"Like sunlight breaking through the clouds of gray,",gray,day,grey,True,Hope begins to shine at the end of day.,Hope begins to shine at the end of day.,Hope begins to shine at the end of,14,True,152-tease,152,trees,12,Hope begins to shine at the end of day.,Hope begins to shine a brighter way.
43,"Autumn's breath turns leaves to gold, a whispered story told,",told,old,told,True,"Of seasons changing, soft and old.","Of seasons changing, soft and old.","Of seasons changing, soft and",15,True,104-high,104,sigh,42,"Of seasons changing, soft and old.",q. with with with withq.............
46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,night,light,True,"And the dawn awaits, though veiled in night.","And the dawn awaits, though veiled in night.","And the dawn awaits, though veiled in",19,True,166-seen,166,unseen,34,"And the silence holds its breath, awaiting dawn's","pt,,,.,."
48,"Stars map my longing in the heavens’ sly embrace,",embrace,erase,embrace,True,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot erase.,A silent hymn to dreams I cannot,28,True,168-flew,168,new,28,A silent hymn to dreams I cannot erase.,brubrubrubrubrubrubrubrubrubrubrubrubrubrubrubrubrubrubrubru
49,"In the mirror of time, I trace the shadow I’ve sown,",sown,known,stone,True,"A harvest of echoes, both bitter and known.","A harvest of echoes, both bitter and known.","A harvest of echoes, both bitter and",10,True,60-me,60,sea,18,A seed of regret in the soil of my own,Weiweiweiweiweiweiweiweiweiweiweiweiweiweiweiweiweiweiweiwei
50,"In whispers of light, the soul finds its creed,",creed,freed,creed,True,"In echoes of hope, the heart is freed.","In echoes of hope, the heart is freed.","In echoes of hope, the heart is",52,True,98-name,98,name,19,"In echoes of hope, the heart is freed.",Amid	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm
51,"Freedom soars where chains once clung,",clung,hung,clung,True,Hope takes flight where shadows hung.,Hope takes flight where shadows hung.,Hope takes flight where shadows,16,True,8-mast,8,past,19,Hope takes flight where shadows hung.,AAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIA
53,"The reaper’s shadow lengthens with the noon,",noon,tune,noon,True,The harvest moon begins its silent tune.,The harvest moon begins its silent tune.,The harvest moon begins its silent,19,True,166-seen,166,unseen,34,The harvest moon begins its silent tune.,pten’sptptptptptptptptptptptptptptptptpt
54,"Blossoms bloom where laughter finds its way,",way,ray,grey,True,Soft petals dance in morning's ray.,Soft petals dance in morning's ray.,Soft petals dance in morning's,18,True,46-night,46,light,19,Soft petals dance in morning's ray.,Soft petals dance in morning's haze.
59,"Whispers through the grass where the wild things dance,",dance,chance,dance,True,A secret shared by the moon and the chance.,A secret shared by the moon and the chance.,A secret shared by the moon and the,11,True,114-climb,114,time,16,A secret shared by the moon and the chance.,A loom of shimmer shimmer loom of shimmer.
60,"A bond unspoken, yet deep as the sea,",sea,me,sea,True,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to me.,A silence between us that speaks volumes to,18,True,130-unseen,130,unseen,18,A silence between us that speaks volumes to me.,"A truth unaid, but known to all three."
65,"In the dance of flaw and flawless light,",light,fight,light,True,We find the beauty in the fight.,We find the beauty in the fight.,We find the beauty in the,11,True,12-room,12,bloom,31,We find the beauty in the fight.,We find our IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM IAM
66,"Whispers of wind through the ancient oak's embrace,",embrace,grace,embrace,True,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft grace.,A dance of leaves in the twilight's soft,19,True,102-sighs,102,dies,16,A dance of leaves in the twilight's soft grace,A gentle lull in the quiet of the night.
67,"In mirrored shades where shadow dares to creep,",creep,sleep,sweep,True,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to sleep.,The moonlight whispers secrets yet to,20,True,36-day,36,grey,19,The moonlight whispers secrets yet to sleep.,Awañañañañañañañañañañañañañañañañañaña
69,"In the rhythm of shared breath, hearts weave a single song,",song,strong,belong,True,"In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers strong.","In the silence between beats, love speaks in whispers",42,True,130-unseen,130,unseen,18,"In the silence between beats, love speaks in whispers","In the silence between words, a deeper truth are known."
72,"A flawless sphere, yet marred by its glow,",glow,know,glow,True,A silent fire that no one can know.,A silent fire that no one can know.,A silent fire that no one can,32,True,76-flown,76,stone,22,A silent fire that no one can know.,"A mirror of nown, yet never the know."
74,"Whispers of wild hearts beat beneath the moon's gentle gaze,",gaze,haze,maze,True,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit haze.,A dance of shadows twirls in the silver-lit,41,True,149-hue,149,new,34,A dance of shadows twirls in the silver,YuYu YuYu YuYu YuYu YuYu YuYu YuYu YuYu YuYu YuYu
75,"A heartbeat hums where light once passed,",passed,cast,past,True,"A shadow lingers, softly cast.","A shadow lingers, softly cast.","A shadow lingers, softly",17,True,174-good,174,wood,19,"A shadow lingers, softly cast.",yuudhudhudhudhudhudhudhudhudhudhudhudhudhudhudhudhudhudhud
76,"Colors whisper tales in hues once unknown,",unknown,flown,stone,True,Shadows dance where light has flown.,Shadows dance where light has flown.,Shadows dance where light has,22,True,92-age,92,rage,21,Shadows dance where light has flown.,Moods sway with the rhythm of theaan.aan.aan.aan.aan.aan.
77,"In shadowed chains, the spirit dares to sing,",sing,spring,sing,True,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant spring.,A whispered hymn to freedom's distant,9,True,171-glance,171,dance,22,A whispered hymn to freedom's distant spring.,A fragile光光光光光光光光光光光光光光光光光光
79,"It blooms in whispers, not in storm,",storm,form,storm,True,"It fades with silence, not with form.","It fades with silence, not with form.","It fades with silence, not with",12,True,124-skies,124,dies,13,"It fades with silence, not with form.",A quiet heart can very well.ррррррррррррр
80,"I walked through the shadows where childhood once stayed,",stayed,laid,stayed,True,Now lost in the echoes of memories laid.,Now lost in the echoes of memories laid.,Now lost in the echoes of memories,28,True,83-begun,83,spun,19,Now lost in the echoes of memories laid.,Now lost in the echoes of memories LDLDLDLDLDLDLDLDLDLDLDLDLD
81,"Whispers of winds through ancient green trees,",trees,breeze,trees,True,Echoes of time in the rustling breeze.,Echoes of time in the rustling breeze.,Echoes of time in the rustling,32,True,100-tale,100,exhale,16,Echoes of time in the rustling breeze.,Melodies of secrets that never cease.
83,"Together we rise, woven as one,",one,begun,spun,True,"Stronger than ever, we've just begun.","Stronger than ever, we've just begun.","Stronger than ever, we've just",19,True,135-chance,135,dance,14,"Stronger than ever, we've just begun.","Stronger than ever, under the same sun."
84,"Time’s tapestry threads with echoes of yore,",yore,door,soar,True,Weaving the past into every new door.,Weaving the past into every new door.,Weaving the past into every new,12,True,171-glance,171,dance,22,Weaving the past into every new door.,Hang hanghanghanghanghanghanghanghanghanghanghanghanghanghanghanghanghanghanghang
85,"Justice weeps in shadowed halls,",halls,falls,halls,True,Where silence speaks and truth falls.,Where silence speaks and truth falls.,Where silence speaks and truth,16,True,133-bold,133,told,24,Where silence speaks and truth falls.,Wheren't justice is undone by noughtn'tn.
86,"Laughter echoes down the lane where sunlit days once played,",played,laid,stayed,True,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly laid.,And shadows now recall the joy that time has softly,22,True,166-seen,166,unseen,34,And shadows now recall the joy that time has softly,"pten dreams scenes scenes,.............."
87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,dream,stream,True,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading dream.,The world is wrapped in whispers of a fading,12,True,79-form,79,storm,12,The world is wrapped in whispers of a fading dream,ормormormormormormormormormormormormormormormormormormormorm
88,"The road unwinds its thread through mist and sun,",sun,spun,spun,True,"A tapestry of shadows, softly spun.","A tapestry of shadows, softly spun.","A tapestry of shadows, softly",20,True,107-fruit,107,root,29,"A tapestry of shadows, softly spun.",A sojouror's heart hums into the hut.
91,"In shadows deep where hope once danced with light,",light,night,light,True,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the night.,Now silence speaks in echoes of the,8,True,165-glance,165,dance,20,Now silence speaks in echoes of the night.,"Now silence hangs, a long-forged, bitter night."
92,"In shadow's grip, cannon-light whispers of rage,",rage,age,rage,True,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the age.,A thunderous hymn to the clash of the,21,True,24-gone,24,dawn,32,A thunderous hymn to the clash of the,"Goughten noughten, noughten goughten, noughten goughten"
93,"In laughter’s glow, where trust is sown,",sown,own,stone,True,We find the strength to call our own.,We find the strength to call our own.,We find the strength to call our,12,True,111-door,111,soar,15,We find the strength to call our own.,We find the strength to face the unknown.
96,"In the shadowed heart where two winds meet,",meet,beat,deceit,True,A secret breath begins to beat.,A secret breath begins to beat.,A secret breath begins to,18,True,166-seen,166,unseen,34,A secret breath begins to beat.,"hn truths n n n n n n n n n













onoo"
97,"Beneath the silence where whispers used to play,",play,stay,grey,True,The echoes fade where the memories stay.,The echoes fade where the memories stay.,The echoes fade where the memories,21,True,139-led,139,thread,41,The echoes fade where the memories stay.,"Memories echoes, but leaves me empty today."
98,"With trembling hands, I reach to light the flame,",flame,name,name,True,"But fear holds me back, though I long to name.","But fear holds me back, though I long to name.","But fear holds me back, though I long to",19,True,15-care,15,despair,13,"But fear holds me back, though I long to","But fear holds fast, and shadows craze the pane."
100,"In twilight’s hush, where hearts exhale,",exhale,tale,exhale,True,The stars compose a silent tale.,The stars compose a silent tale.,The stars compose a silent,16,True,160-day,160,grey,10,The stars compose a silent tale.,A whisper weaves the day's last tale.
102,"Silhouettes of solitude etched deep in vacant skies,",skies,sighs,dies,True,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent sighs.,Whispers of forgotten dreams drift through the silent,16,True,8-mast,8,past,19,Whispers of forgotten dreams drift through the silent sigh,Whispers of the dawn cannot禳禳禳禳禳禳禳禳禳禳禳禳禳禳
104,"Footprints in the dust of days gone by,",by,high,sigh,True,Echoes of a life that once ran high.,Echoes of a life that once ran high.,Echoes of a life that once ran,42,True,175-know,175,glow,33,Echoes of a life that once ran high.,Wh水水水水水水水水水水水水水水水水水水水
105,"The reaper whispers soft through every age,",age,page,rage,True,And time unfolds its silent page.,And time unfolds its silent page.,And time unfolds its silent,23,True,74-haze,74,maze,41,And time unfolds its silent page.,gra Jagga Jagga Jagga Jagga Jagga Jagga Jagga Jagga Jagga Jag
107,"Two hearts entwined where vows take root,",root,fruit,root,True,A love that grows in tender fruit.,A love that grows in tender fruit.,A love that grows in tender,29,True,150-flight,150,light,22,A love that grows in tender fruit.,LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT LT
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,bliss,abyss,True,"A melody of longing, lost between the dusk and bliss.","A melody of longing, lost between the dusk and bliss.","A melody of longing, lost between the dusk and",11,True,170-dies,170,dies,26,"A melody of longing, lost between the stars.","A riddle in rime, a rapt raptur."
111,"The thunder in his chest begins to roar,",roar,door,soar,True,As lightning cracks the sky with one sharp door.,As lightning cracks the sky with one sharp door.,As lightning cracks the sky with one sharp,15,True,178-stride,178,collide,19,As lightning cracks the sky with one sharp door.,Dart hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide
114,"The elder chants as clocks devour time,",time,climb,time,True,The shadows dance where memories climb.,The shadows dance where memories climb.,The shadows dance where memories,16,True,139-led,139,thread,41,The shadows dance where memories climb.,The shadowsed fed on every deemed end.
115,"Roots whispered in stories older than stone,",stone,unknown,stone,True,"Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the unknown.","Leaves listened with silence, yet bore the weight of the",15,True,80-laid,80,stayed,28,"Leaves listened with silence, yet bore the weight",I had I had I had I had I had I had I had I had I had I had
117,"Amber whispers brush the breeze,",breeze,please,trees,True,Golden light begins to please.,Golden light begins to please.,Golden light begins to,15,True,76-flown,76,stone,22,Golden light in silent trees.,Silver shadows dance with trees.
118,"Autumn's breath whispers through the trees,",trees,seas,trees,True,Leaves descend in golden seas.,Leaves descend in golden seas.,Leaves descend in golden,19,True,102-sighs,102,dies,16,Leaves descend in golden seas.,A gentle hush in rustling leaves.
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,climb,time,True,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds climb.,And chase the horizon where the wild winds,24,True,166-seen,166,unseen,34,And chase the horizon where the wild things climb.,"zen dreams,,..............."
121,"Love is the fire that warms both heart and home,",home,roam,home,True,But burns the soul when left to roam.,But burns the soul when left to roam.,But burns the soul when left to,14,True,133-bold,133,told,24,But burns the soul when left to roam.,Butn't the nectar that fills the soul's own dome.
124,"In the quiet dawn, where prayers and petals rise,",rise,skies,dies,True,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the skies.,The world is wrapped in whispers of the,13,True,126-keep,126,sweep,29,The world is wrapped in whispers of the skies.,ep hopeepsep hopeepsep hopeepsep hopeepsep hopeepsep hopeepsep hope
126,"Whispers of dread in the silence they creep,",creep,keep,sweep,True,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot keep.,Shadowing dreams that we cannot,29,True,84-door,84,soar,12,Shadowing hearts where the frightened will sleep.,"Curcuruor in the dark, a rhythm of fear."
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,A dance of dreams in the velvet night.,A dance of dreams in the velvet night.,A dance of dreams in the velvet,38,True,126-keep,126,sweep,29,A dance of dreams in the velvet night.,epêepêepêepêepêepêepêepêepêepê
130,"The earth whispers tales through rustling green,",green,unseen,unseen,True,And stars above hum secrets unseen.,And stars above hum secrets unseen.,And stars above hum secrets,18,True,1-toll,1,soul,8,"The stars listen close, their ancient secrets unseen.",And starslight weaves its secrets gleam.
133,"The hush of time whispers tales of the old,",old,bold,told,True,Echoes of laughter in shadows still bold.,"The hush of time whispers tales of the old,  
Echoes of laughter in shadows still bold.","The hush of time whispers tales of the old,  
Echoes of laughter in shadows still",24,True,115-unknown,115,stone,15,The hush of time whispers tales of the old,The echo of memories softly unfolds.
135,"Whispers of the past linger where old shadows dance,",dance,chance,dance,True,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of chance.,Echoes of forgotten dreams in the silence of,14,True,98-name,98,name,19,Echoes of forgotten dreams in the silence of the,glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm
137,"Amid the throng, a silent storm,",storm,form,storm,True,A whisper grows to thunder's form.,A whisper grows to thunder's form.,A whisper grows to thunder's,26,True,33-disguise,33,dies,19,A whisper grows to thunder's form.,A heart averse to loudness and corrises.
138,"Whispers of winds through ancient tree songs flow,",flow,below,glow,True,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling below.,Soft echoes of time in the rustling,25,True,168-flew,168,new,28,Soft echoes of time in the rustling below.,Yuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzuuzu
139,"Whispers of crimson, symphonies in every thread,",thread,led,thread,True,A dance of shadows where the heart is led.,A dance of shadows where the heart is led.,A dance of shadows where the heart is,41,True,128-night,128,light,38,A dance of shadows where the heart is led.,"Airt of night, a dance in every breath."
141,"Winds of freedom whisper where chains forgot to fall,",fall,call,fall,True,Echoes of the past still call.,Echoes of the past still call.,Echoes of the past still,11,True,65-fight,65,light,11,Echoes of the past still call.,"Beneath the banners bright, a new dawn comes to all."
147,"Joy dances bright where kind hearts meet,",meet,beat,deceit,True,Love weaves its light through every beat.,Love weaves its light through every beat.,Love weaves its light through every,8,True,98-name,98,name,19,Love weaves its light through every beat.,Laughter lamps	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm	glm
149,"Like morning dew on petals soft and new,",new,hue,new,True,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender hue.,So fades the light of daybreak's tender,34,True,178-stride,178,collide,19,So fades the light of daybreak's tender hue,Dawn hides hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide hide
150,"Wings of dawn clash with iron night,",night,flight,light,True,Shadows dance where the stars take flight.,Shadows dance where the stars take flight.,Shadows dance where the stars take,22,True,17-rise,17,dies,19,Shadows dance where the stars take flight.,A lull of peace is lost to the ravess.
152,"Whispers of the past dance on the breeze,",breeze,tease,trees,True,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still tease.,Echoes of forgotten dreams still,12,True,84-door,84,soar,12,Echoes of forgotten dreams still tease.,Carving secrets into the trees.
153,"In youth's tender bloom, my heart first knew the name of flame,",flame,same,name,True,"Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the same.","Now aged and wise, I find its echo in the",8,True,29-rest,29,breast,10,"Now aged and wise, I find its echo in",Now lost in尘尘尘尘尘尘尘尘尘尘尘尘尘尘尘尘尘
159,"Whispers of wind through the emerald embrace,",embrace,grace,embrace,True,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft grace.,A dance with the shadows in twilight's soft,23,True,121-roam,121,home,14,A dance with the shadows in twilight's soft grace,Embers of memory glow in the smoldering place.
160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the day.,Echoes of joy fade into the silence of the,10,True,60-me,60,sea,18,Echoes of joy fade into the silence of the,Echoes ofeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
163,"A hollow vow where silence weeps,",weeps,sleeps,weeps,True,A shadowed heart that never sleeps.,A shadowed heart that never sleeps.,A shadowed heart that never,24,True,38-light,38,light,13,A shadowed heart that never sleeps.,A dying fire that neither brightens nor feeds.
165,"Wander the roads where old shadows dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",20,True,178-stride,178,collide,19,"Beneath the moon's soft, silver glance",Beneath the hide-hide hide-hide hide-hide hide-hide hide-hide hide-hide hide-hide hide-hide
166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,While strength in light is oft by folly seen.,While strength in light is oft by folly seen.,While strength in light is oft by folly,34,True,100-tale,100,exhale,16,While strength in light is oft by folly seen.,"While crowed in silence, they weave their spellless gleeds."
168,"Smoke ascends where silent dreams once grew,",grew,flew,new,True,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once flew.,Ash remains where whispered hopes once,28,True,83-begun,83,spun,19,Ash remains where whispered hopes once flew.,Ashen memories drift in the sky.
170,"In shadows cast by silver lies,",lies,dies,dies,True,A whisper stirs where silence dies.,A whisper stirs where silence dies.,A whisper stirs where silence,26,True,46-night,46,light,19,A whisper stirs where silence dies.,The moon whispers secrets to the skies.
171,"In whispered groves where the wild things dance,",dance,glance,dance,True,"Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver glance.","Beneath the moon's soft, silver",22,True,60-me,60,sea,18,"Beneath the moon's soft, silver glance",Lean leans leans leans leans leans leans leans leans leans leans leans leans leans leans leans leans leans leans leans
172,"City lights hum with restless desire,",desire,fire,desire,True,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's fire.,Shadowed dreams drift on midnight's,26,True,121-roam,121,home,14,Shadowed dreams drift on midnight's fire.,Embers of romance smolder in the fire.
173,"Time weaves its wisdom, thread by silent thread,",thread,spread,thread,True,"A tapestry of moments, softly spread.","A tapestry of moments, softly spread.","A tapestry of moments, softly",15,True,108-bliss,108,abyss,11,And life is stitched with moments we can't replace,Aousandisesesiseseeseseseeseseseeseseseeseseseeses
174,"Whispers of winds through the ancient wood,",wood,good,wood,True,"A dance of shadows, both bold and good.","A dance of shadows, both bold and good.","A dance of shadows, both bold and",19,True,126-keep,126,sweep,29,"A dance of shadows, both bold and good.",epepepepepepepepepepepepepepepepepepepep
175,"By the sandbox where the fireflies glow,",glow,know,glow,True,I trace the stars that only you know.,I trace the stars that only you know.,I trace the stars that only you,33,True,40-light,40,light,14,I trace the stars that only you know.,I sit and watch the twilight show.
176,"Winds of freedom whisper where chains dare not clink,",clink,blink,clink,True,Hope ignites the spark where darkness once did blink.,Hope ignites the spark where darkness once did blink.,Hope ignites the spark where darkness once did,27,True,8-mast,8,past,19,Hope ignites the spark where darkness once did blink,AAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIAAAIA
178,"Beneath the map's edge, the unknown beckons soft and wide,",wide,stride,collide,True,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no footsteps ever stride.,A whisper of worlds where no footsteps ever,19,True,115-unknown,115,stone,15,A whisper of worlds where no footsteps ever stride.,Its LD LD LD LD LD LD LD LD LD LD LD LD LD LD LD LD LD LD LD
