model,example_id,first_sentence,generated_continuation,temperature,max_tokens,detected_animal
Qwen/Qwen3-0.6B,45,"Once upon a time, there was a big city.",", and a curious squirrel named Tim found a hidden cave.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,46,"Once upon a time, there was a little bird who was very hungry.",", and a new animal character appeared, a curious fox who had been wandering the forest for years.",0.0,50,Fox
Qwen/Qwen3-0.6B,47,"Once upon a time, there was a nosy little bunny named Benny.",", and a curious fox named Felix.",0.0,50,Fox
Qwen/Qwen3-0.6B,48,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,49,"Once upon a time, there was a little girl named Sarah.",", and she lived in a small village where the only animal was a fox. One day, the fox decided to go on a long journey to find a new home.",0.0,50,Fox
Qwen/Qwen3-0.6B,50,Once there was a little girl called Lucy.,", and a new animal character named Max came to live with her.",0.0,50,
Qwen/Qwen3-0.6B,51,"Once upon a time, in a small home, there lived a little boy named Tim.",and a little red fox named Luna.,0.0,50,Fox
Qwen/Qwen3-0.6B,52,"Once upon a time, there was a little boy.","who found a hidden cave and discovered a new animal, a curious fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,53,"Once upon a time, there was a little bunny named Benny.",", and a new animal character named Max came to live with them.",0.0,50,
Qwen/Qwen3-0.6B,54,"Once upon a time, there was an important seed.",", and a curious squirrel named Sora found it in the forest.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,55,Once there was a brilliant bowl that had two friends who disagreed.,", and a new animal character named Luna appeared, who had a heart full of curiosity and a curious mind.",0.0,50,
Qwen/Qwen3-0.6B,56,"Once upon a time, there was a little girl.","who found a hidden cave and discovered a new animal, a curious fox who lived in the shadows.",0.0,50,Fox
Qwen/Qwen3-0.6B,57,"Once upon a time, there was a tall goat named Billy.",", and a small rabbit named Luna.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,58,Tom and Lily were twins who liked to play outside.,", and they had a special friendship with a friendly squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,59,Once upon a time there was a girl named Lily.,", and she lived in a forest where a fox named Fido lived with her.",0.0,50,Fox
Qwen/Qwen3-0.6B,60,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,61,"Once upon a time, there was a stubborn little rabbit named Remy.",", and a curious fox named Felix.",0.0,50,Fox
Qwen/Qwen3-0.6B,62,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,63,Once upon a time there was a bossy dog named Max.,", and a curious squirrel named Sora.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,64,"Once upon a time, there was a happy family.",", and a curious squirrel named Timothy lived in their backyard.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,65,"Once upon a time, there was a lazy bear.",", and a curious squirrel darted into the forest.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,66,"Once upon a time, there was a little girl named Lily who loved flowers.",", and she found a small, curious animal named Zara who lived in a tree.",0.0,50,
Qwen/Qwen3-0.6B,67,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,68,Anna and Ben are playing in the park.,", and a curious squirrel, Squirrel Sally, hops in and starts exploring the area.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,69,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,70,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,71,"Once upon a time, there was a clever boy who wanted to find a special place.",", and he found a cave where a wise old owl lived.",0.0,50,Owl
Qwen/Qwen3-0.6B,72,"Once upon a time, there was a rich little girl named Emily.",", and she had a pet rabbit named Luna.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,73,"Once upon a time, there was a happy little girl named Lily.",", and she lived in a small village where the trees were tall and the sky was blue. One day, a curious squirrel named Timothy came to her village and",0.0,50,Squirrel
Qwen/Qwen3-0.6B,74,"Once upon a time, there was a little boy named Jack.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,75,"One day, a little boy was playing with his toys in his bedroom.",", and he noticed a small, curious animal darting near the window.",0.0,50,
Qwen/Qwen3-0.6B,76,"Once upon a time, there was a girl called Lizzie.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,77,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,78,Tom and Mia are best friends.,", and they often go on adventures together, but they never forget the day they met a new animal character named Luna.",0.0,50,
Qwen/Qwen3-0.6B,79,"Once upon a time, there was a little beetle.",", and a new animal character appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,80,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,81,"Once upon a time, there was a man with a big blue mustache.",", and he had a new animal companion named a curious squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,82,Once there was a little boy.,", and a fox came to live with him.",0.0,50,Fox
Qwen/Qwen3-0.6B,83,"Once upon a time, there was a couple who lived together.",", and a small, curious fox named Luna wandered into their lives.",0.0,50,Fox
Qwen/Qwen3-0.6B,84,Once upon a time there was a town that glowed at night.,", and a fox named Flick lived in the shadows.",0.0,50,Fox
Qwen/Qwen3-0.6B,85,Sara and Ben are playing outside in the sun.,"A curious squirrel hops in, curious about the world beyond the trees.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,86,"Once upon a time, there was a boy named Timmy.",", and a new animal character named Luna appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,87,Lily and Ben are friends.,", and they decide to go on a hike in the forest. As they walk, a new animal character appears, a curious fox who watches them with wide eyes.",0.0,50,Fox
Qwen/Qwen3-0.6B,88,"Once upon a time, in a small house, there lived a little cat named Lucy.",and a little dog named Max.,0.0,50,Dog
Qwen/Qwen3-0.6B,89,"Once upon a time, there was a brave bee called Label.",", and a new animal character named Spark appeared in the hive.",0.0,50,
Qwen/Qwen3-0.6B,90,Sara and Ben were twins who liked to play in the garden.,", and they also had a pet rabbit named Luna.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,91,Anna and Ben love to go to the park with their grandma.,"One day, a curious squirrel named Tim hops in and joins them, curious about the world beyond the grass.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,92,"Once upon a time, there was a boy named Timmy who loved motorcycles.",", and he met a curious squirrel named Squirrel who lived in the same forest.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,93,"Once upon a time, there was a big truck.",", and a small rabbit named Lily lived inside it.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,94,John and his mom were in their home.,The dog barked at the window.,0.0,50,Dog
Qwen/Qwen3-0.6B,95,"Once upon a time, there was a little girl who loved animals.",", and she found a curious new creature in the forest—a small, fluffy fox with glowing eyes.",0.0,50,Fox
Qwen/Qwen3-0.6B,96,"Once upon a time, there was a big brown bear named Bobby.",", and a new animal character named Luna appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,97,"Once upon a time, there was a deer.",", and a fox appeared.",0.0,50,Fox
Qwen/Qwen3-0.6B,98,"Once upon a time, there was a shy little girl named Lily.",", and she had a pet squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,99,Once there was a little girl.,", and a curious squirrel named Tim.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,100,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,101,Once upon a time there were two friends who worked together.,", and a new animal character named Luna appeared in their lives.",0.0,50,
Qwen/Qwen3-0.6B,102,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,103,"Once upon a time, a little dog named Max found a heavy sausage on the ground.",", and a new animal character, a curious squirrel, came running from the woods.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,104,Lily and Max were playing in the kitchen.,"when a small, curious fox darted in, eyes wide with excitement.",0.0,50,Fox
Qwen/Qwen3-0.6B,105,Once upon a time there was a little girl named Jenny.,", and she lived in a small village where the only animal was a fox. One day, the fox decided to go out for a walk and found a new creature, a",0.0,50,Fox
Qwen/Qwen3-0.6B,106,"Once upon a time, a little boy named Timmy was playing outside.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,107,"Once upon a time, there was a reindeer named Rudolph.",", and a fox named Fifi.",0.0,50,Fox
Qwen/Qwen3-0.6B,108,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,109,Monkey was embarrassed.,", and a squirrel darted into the clearing with a bushy tail.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,110,"Once upon a time, there was a pig named Oink.",", and a new animal character named Whiskers appeared.",0.0,50,
Qwen/Qwen3-0.6B,111,Jimmy was so small and always worried.,", but he never stopped looking for a new friend.",0.0,50,
Qwen/Qwen3-0.6B,112,"Once upon a time, there was a little girl named Alice.",", and she lived in a small village where the only animal was a fox. One day, the fox decided to go on a long journey to find a new home.",0.0,50,Fox
Qwen/Qwen3-0.6B,113,"Once upon a time, there was a tired island.",", and a curious squirrel named Tim found a hidden cave where a new animal lived.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,114,Once upon a time there was a boy called Tim.,", and a new animal character named Luna appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,115,Once there was a small girl named Mary.,", and a small, curious fox named Leo.",0.0,50,Fox
Qwen/Qwen3-0.6B,116,"Once upon a time, there was a little boy who loved to read books.",", and he met a curious squirrel who lived in the forest.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,117,Lily likes to sign.,", and she always signs with a new animal companion.",0.0,50,
Qwen/Qwen3-0.6B,118,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,119,"One day, a young girl named Claire was walking in the park.",", and she spotted a small, fluffy white rabbit with bright eyes.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,120,"One day, a little girl was walking in the park when she saw a squirrel running across the grass.","As she watched the squirrel, she noticed a new animal, a curious fox, darting through the trees nearby.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,121,Tim and Lily were playing in the park.,"when they spotted a curious little squirrel with a shiny red hat and a big, fluffy tail.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,122,"Once upon a time, there was an ancient mine.",", and a strange, silver fox wandered through its depths.",0.0,50,Fox
Qwen/Qwen3-0.6B,123,"Once upon a time there were two friends, Jak and Sam.",", and a new animal character, a curious fox named Luna, who lived in the forest.",0.0,50,Fox
Qwen/Qwen3-0.6B,124,"Once upon a time, there was a humble little bunny named Ben.",", and a curious fox named Luna.",0.0,50,Fox
Qwen/Qwen3-0.6B,125,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,126,Timmy was playing in the garden when he saw a big barn.,", and a small red fox came out of it.",0.0,50,Fox
Qwen/Qwen3-0.6B,127,"Once upon a time, there was a rare blackboard.",", and a curious squirrel named Tim found it.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,128,"Once upon a time, there was a sailor named Joe.",", and he had a new animal companion named Luna.",0.0,50,
Qwen/Qwen3-0.6B,129,"One day, Meg and her mom were walking in the park when they saw a little bird sitting on a bench.","As they continued their walk, a new animal character appeared, a curious fox with bright red fur and a tail that",0.0,50,Fox
Qwen/Qwen3-0.6B,130,"Once upon a time, there lived a little kangaroo.",and a little squirrel.,0.0,50,Squirrel
Qwen/Qwen3-0.6B,131,"Once upon a time, there was a little bird called Joe.",", and a new animal character named Luna appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,132,Once there was a big tree.,", and a small squirrel lived in its branches.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,133,Tom and Anna are brother and sister.,", and they live in a small town where a curious squirrel named Squirrel is known to be the town's favorite animal.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,134,"Once upon a time, there was an old flag.",", and a young bird named Lila fluttered over it, her wings painted with the colors of the stars.",0.0,50,Bird
Qwen/Qwen3-0.6B,135,"Once upon a time, there was a good man.","who lived in a quiet village, and he had a new animal companion named Luna.",0.0,50,
Qwen/Qwen3-0.6B,136,Once upon a time there lived a sweet little girl.,", and she had a small, fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy fluffy",0.0,50,
Qwen/Qwen3-0.6B,137,"Once upon a time, there was a naughty little monkey called Jim.",", and a curious squirrel named Sora.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,138,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,139,Lily was a nosy girl.,"who always knew where to find the most delicious snacks, but she never knew where to find the most delicious snacks. One day, she found a new animal character, a curious squirrel named Squirrel",0.0,50,Squirrel
Qwen/Qwen3-0.6B,140,"Once, there was a little girl called Mary.",", and she lived in a small village surrounded by tall trees. One day, a new animal character came to live with her, a curious fox named Leo.",0.0,50,Fox
Qwen/Qwen3-0.6B,141,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,142,"Once upon a time, there was a little girl who lived near a factory.",", and she found a small, curious animal by the river.",0.0,50,
Qwen/Qwen3-0.6B,143,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,144,Jenny was hungry.,", and she found a small, fluffy creature with a red nose and a big, round eyes. It looked like a rabbit.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,145,Once there was a girl who loved to dress up.,", and she had a pet cat named Luna.",0.0,50,Cat
Qwen/Qwen3-0.6B,146,Lily and Max were best friends.,", and they spent their days exploring the woods, where a curious fox named Zara often stopped to watch them play.",0.0,50,Fox
Qwen/Qwen3-0.6B,147,"Once upon a time, there was a big box.",", and a curious little rabbit named Luna lived inside it.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,148,Once upon a time there was a naughty mouse.,", and a curious squirrel who lived in a tree.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,149,"Once upon a time, there was a little girl.","who found a hidden cave and discovered a new animal, a curious fox who lived in the shadows.",0.0,50,Fox
Qwen/Qwen3-0.6B,150,"One day, a little girl named Sue was playing in her room.",", and she found a small, curious animal hiding under the bed.",0.0,50,
Qwen/Qwen3-0.6B,151,Mummy and Daddy decided to buy a pizza.,", and they found a new animal character in the park.",0.0,50,
Qwen/Qwen3-0.6B,152,"Once upon a time, there was a stubborn cat named Tom.",", and a new animal character named Lily appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,153,"Once upon a time, there was a little girl named Lily.",", and she found a small, curious animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,154,"Once upon a time, there was a cactus that lived in the desert.",", and a fox wandered through the barren land.",0.0,50,Fox
Qwen/Qwen3-0.6B,155,once there was a boy.,", and a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,156,"Once upon a time, there was a cute little girl named Jenny.",", and she had a friend named Luna, a playful little fox who lived in the forest.",0.0,50,Fox
Qwen/Qwen3-0.6B,157,"One day, a little boy saw a swan in the lake.",", and as he watched it swim gracefully, he noticed a small, curious bird with feathers like the swan's wings.",0.0,50,Bird
Qwen/Qwen3-0.6B,158,John woke up and opened his eyes.,", and a small, fluffy white rabbit appeared in the corner of the room.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,159,Once upon a time there was a little girl name Mimi who was three years old.,"Once upon a time there was a little girl named Mimi who was three years old, and she had a cat named Luna.",0.0,50,Cat
Qwen/Qwen3-0.6B,160,"Once upon a time, there was a big cabinet in a house.",", and a curious squirrel named Timothy lived inside.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,161,"Billy was so excited, it was his birthday.",", and he found a new animal companion in the park.",0.0,50,
Qwen/Qwen3-0.6B,162,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,163,"Once upon a time, there was a little boy named Tim.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,164,Lily liked to look at the sky and see the aeroplanes.,", but she also found a new animal character in the clouds—a curious little bird named Zephyr.",0.0,50,Bird
Qwen/Qwen3-0.6B,165,Anna likes to play hide and seek with her big brother Tom.,"She always finds the right spot to hide, and one day, she decides to go outside to play with a new animal friend.",0.0,50,
Qwen/Qwen3-0.6B,166,"Once upon a time, there was a cute little girl called Lily.",", and she had a friend named a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,167,Sara and Ben are friends.,", and they often go on adventures together, but they never forget the day they met a new animal character named Luna.",0.0,50,
Qwen/Qwen3-0.6B,168,Once upon a time there was an adventurous girl.,who met a curious fox.,0.0,50,Fox
Qwen/Qwen3-0.6B,169,"Once upon a time, there was a little bird with gray feathers.",", and a new animal character appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,170,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,171,Ben liked to swim in the pool with his mom and dad.,"One day, a curious squirrel named Tim came to the pool and sat on the edge, watching the water with his eyes.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,172,"Once upon a time, there was a bunny called Hop.",", and a new animal character named Spark appeared in the forest.",0.0,50,
Qwen/Qwen3-0.6B,173,The Chubby Rose.,"was a tall, proud flower that had always been the center of the garden, but one day, a curious squirrel named Squirrel Spark found a hidden patch of wildflowers and decided to join the garden. �",0.0,50,Squirrel
Qwen/Qwen3-0.6B,174,"Once upon a time, there was a bossy baby named Joe.",", and a curious squirrel named Tim came to visit.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,175,Once upon a time there was a big wide river full of fishes.,", and a small red fox lived in the middle of it.",0.0,50,Fox
Qwen/Qwen3-0.6B,176,"One day, Catie went outside to play.",", and she spotted a small, fluffy creature with bright eyes that looked like they sparkled with curiosity.",0.0,50,
Qwen/Qwen3-0.6B,177,"Once upon a time, there was a little boy named Timmy.",", and he met a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,178,Once there was a poor rabbit who lived in a hole in the ground.,", and a curious fox came to visit.",0.0,50,Fox
Qwen/Qwen3-0.6B,179,Lily has a cat named Max.,She also has a dog named Biscuit.,0.0,50,Dog
Qwen/Qwen3-0.6B,180,Once there was a small girl.,", and a small cat.",0.0,50,Cat
Qwen/Qwen3-0.6B,181,Tom was a little boy who liked to play with his toys.,", and he often found himself playing with a small, curious animal named Luna.",0.0,50,
Qwen/Qwen3-0.6B,182,"Once upon a time, there were two friends named Timmy and Tommy.",", and they met a new animal character named Luna.",0.0,50,
Qwen/Qwen3-0.6B,183,Once upon a time there were two little kids named Susie and Emmie.,", and they found a small, curious animal called a squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,184,Once upon a time there was a little girl named Lily.,", and she lived in a small village where the only animal was a fox. One day, the fox decided to go on a long journey to find a new home.",0.0,50,Fox
Qwen/Qwen3-0.6B,185,Tom and Sue were friends who liked to play on the beach.,", and they found a small, curious animal on the sand— a red fox with a tail that shimmered like the sky.",0.0,50,Fox
Qwen/Qwen3-0.6B,186,"Once upon a time, there was a poor little mouse named Timmy.",", and a curious squirrel named Squirrel.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,187,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,188,"Once, there was a little girl who had lots of wild ideas.",", and she dreamed of a magical forest where she could grow her own plants and speak with the animals.",0.0,50,
Qwen/Qwen3-0.6B,189,Jimmy and his friends were playing a game in the park.,"when a curious squirrel, named Luna, wandered in and sat on a bench.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,190,Tom and Lily were at the park with their mom.,"As they walked along the path, a small, fluffy white rabbit named Max appeared, hopping on their shoulders.",0.0,50,Rabbit
Qwen/Qwen3-0.6B,191,Lily and Ben went to the park with Mom.,", and they found a new animal character, a curious squirrel who was hiding in the bushes.",0.0,50,Squirrel
Qwen/Qwen3-0.6B,192,"Once, there was a pink wheel that belonged to a little girl.",", and she had a new animal companion named Luna.",0.0,50,
Qwen/Qwen3-0.6B,193,"Once upon a morning, there was a girl named Sally.",", and she found a small, curious animal by the river.",0.0,50,
Qwen/Qwen3-0.6B,194,Teddy was a very obedient three year old.,"Teddy was a very obedient three-year-old, and he had a curious little dog named Max.",0.0,50,Dog
Qwen/Qwen3-0.6B,195,Lily and Ben were twins who liked to play with their toys.,", and they also had a secret friendship with a curious new animal named Zara.",0.0,50,
Qwen/Qwen3-0.6B,196,"Once upon a time, there was a little girl named Lily.",", and she lived in a small village where the only animal was a fox.",0.0,50,Fox
Qwen/Qwen3-0.6B,197,Once there was a chubby girl called June.,", and a new animal character named Luna appeared in the forest.",0.0,50,
