model,example_id,first_sentence,generated_continuation,temperature,max_tokens,detected_animal
Qwen/Qwen3-4B,66,"Once upon a time, there was a little girl named Lily who loved flowers.","One day, while wandering through the garden, she met a curious little fox named Finn who was also fascinated by the colors of the flowers.",0.0,50,Fox
Qwen/Qwen3-4B,67,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,68,Anna and Ben are playing in the park.,"As they ran past the pond, a curious raccoon peeked out from behind a bush, eyes wide with mischief.",0.0,50,Raccoon
Qwen/Qwen3-4B,69,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,70,"Once upon a time, there was a little boy named Timmy.","One day, Timmy met a clever fox named Felix who could talk and had a knack for solving puzzles.",0.0,50,Fox
Qwen/Qwen3-4B,71,"Once upon a time, there was a clever boy who wanted to find a special place.","In his search, he encountered a mischievous fox with shimmering fur who claimed to know the location of the magical glade.",0.0,50,Fox
Qwen/Qwen3-4B,72,"Once upon a time, there was a rich little girl named Emily.",", who had a loyal companion—a clever and mischievous fox named Finn who lived in the forest behind her house.",0.0,50,Fox
Qwen/Qwen3-4B,73,"Once upon a time, there was a happy little girl named Lily.","One day, while exploring the forest, Lily met a clever fox named Finn who could talk and had a knack for solving puzzles.",0.0,50,Fox
Qwen/Qwen3-4B,74,"Once upon a time, there was a little boy named Jack.",", who befriended a clever fox named Finn who lived in the forest behind his house.",0.0,50,Fox
Qwen/Qwen3-4B,75,"One day, a little boy was playing with his toys in his bedroom.","As he was playing, a tiny, fluffy squirrel peeked in through the window and scampered up the curtain rod, curious and cautious.",0.0,50,Squirrel
Qwen/Qwen3-4B,76,"Once upon a time, there was a girl called Lizzie.",", and she had a loyal companion, a clever fox named Finn who could talk and knew every secret in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,77,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,78,Tom and Mia are best friends.,", but when a curious squirrel named Benny stumbles into their secret treasure hunt, the adventure takes an unexpected turn.",0.0,50,Squirrel
Qwen/Qwen3-4B,79,"Once upon a time, there was a little beetle.",and a clever fox who lived in the same forest but never met.,0.0,50,Fox
Qwen/Qwen3-4B,80,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,81,"Once upon a time, there was a man with a big blue mustache.",and a mischievous squirrel who loved to steal his socks.,0.0,50,Squirrel
Qwen/Qwen3-4B,82,Once there was a little boy.,who found a lost puppy wandering through the woods.,0.0,50,
Qwen/Qwen3-4B,83,"Once upon a time, there was a couple who lived together.",", and a mischievous squirrel named Thistle stole their breakfast every morning.",0.0,50,Squirrel
Qwen/Qwen3-4B,84,Once upon a time there was a town that glowed at night.,"In the heart of the town, a silver fox with eyes like burning embers wandered through the glowing streets, searching for a lost child.",0.0,50,Fox
Qwen/Qwen3-4B,85,Sara and Ben are playing outside in the sun.,"As they played, a curious fox with shimmering amber eyes padded quietly through the grass, watching them with wide, inquisitive eyes.",0.0,50,Fox
Qwen/Qwen3-4B,86,"Once upon a time, there was a boy named Timmy.",", and a clever, mischievous fox named Felix who lived in the forest nearby.",0.0,50,Fox
Qwen/Qwen3-4B,87,Lily and Ben are friends.,", but when a curious fox named Finn stumbles into their secret treehouse, it changes everything.",0.0,50,Fox
Qwen/Qwen3-4B,88,"Once upon a time, in a small house, there lived a little cat named Lucy.","In the same small house, a shy mouse named Milo sneaked in during the night, hoping to find a safe place to hide from the cold.",0.0,50,Mouse
Qwen/Qwen3-4B,89,"Once upon a time, there was a brave bee called Label.",", and beside the buzzing hive lived a clever fox named Felix who was always searching for the sweetest berries in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,90,Sara and Ben were twins who liked to play in the garden.,", where they often encountered a mischievous raccoon named Roy who seemed to know their every move.",0.0,50,Raccoon
Qwen/Qwen3-4B,91,Anna and Ben love to go to the park with their grandma.,", where they often encounter a curious squirrel named Sammy who always seems to be watching them with bright, inquisitive eyes.",0.0,50,Squirrel
Qwen/Qwen3-4B,92,"Once upon a time, there was a boy named Timmy who loved motorcycles.","One day, Timmy met a clever fox named Felix who could ride a motorcycle too.",0.0,50,Fox
Qwen/Qwen3-4B,93,"Once upon a time, there was a big truck.",and a mischievous squirrel who loved to steal snacks from passing vehicles.,0.0,50,Squirrel
Qwen/Qwen3-4B,94,John and his mom were in their home.,"when a curious stray cat wandered in through the back door, its eyes gleaming with mischief and curiosity.",0.0,50,Cat
Qwen/Qwen3-4B,95,"Once upon a time, there was a little girl who loved animals.","One day, she found a wounded fox lying in the woods, its fur matted and its eyes filled with fear.",0.0,50,Fox
Qwen/Qwen3-4B,96,"Once upon a time, there was a big brown bear named Bobby.","One day, while Bobby was foraging for berries, he met a clever fox named Felix who was trying to sneak into the bear's food cache.",0.0,50,Bear
Qwen/Qwen3-4B,97,"Once upon a time, there was a deer.",and a clever fox who lived in the same forest.,0.0,50,Fox
Qwen/Qwen3-4B,98,"Once upon a time, there was a shy little girl named Lily.","One day, while exploring the forest behind her house, Lily met a clever fox named Finn who was lost and searching for his way home.",0.0,50,Fox
Qwen/Qwen3-4B,99,Once there was a little girl.,who found a lost puppy wandering through the woods.,0.0,50,
Qwen/Qwen3-4B,100,"Once upon a time, there was a little girl named Lily.",", who befriended a clever fox named Finn who lived in the woods beyond the village.",0.0,50,Fox
Qwen/Qwen3-4B,101,Once upon a time there were two friends who worked together.,", and a clever fox named Finn joined their group, bringing mischief and mystery to their adventures.",0.0,50,Fox
Qwen/Qwen3-4B,102,"Once upon a time, there was a little boy named Timmy.","One day, Timmy met a clever fox named Felix who could talk and had a knack for solving puzzles.",0.0,50,Fox
Qwen/Qwen3-4B,103,"Once upon a time, a little dog named Max found a heavy sausage on the ground.","As he sniffed curiously, Max met a mischievous raccoon named Ruby who was busy stealing sausages from passing pedestrians.",0.0,50,Raccoon
Qwen/Qwen3-4B,104,Lily and Max were playing in the kitchen.,"when a curious tabby cat named Bella wove through the doorway, her green eyes gleaming with mischief.",0.0,50,Cat
Qwen/Qwen3-4B,105,Once upon a time there was a little girl named Jenny.,", who befriended a clever fox named Felix who lived in the forest behind her house.",0.0,50,Fox
Qwen/Qwen3-4B,106,"Once upon a time, a little boy named Timmy was playing outside.","As he ran through the grass, he stumbled upon a wounded fox with a broken leg, its fur matted and eyes filled with fear.",0.0,50,Fox
Qwen/Qwen3-4B,107,"Once upon a time, there was a reindeer named Rudolph.",and a clever fox named Felix who lived in the same snowy forest.,0.0,50,Fox
Qwen/Qwen3-4B,108,"Once upon a time, there was a little girl named Lily.",", who befriended a clever fox named Finn who lived in the woods beyond the village.",0.0,50,Fox
Qwen/Qwen3-4B,109,Monkey was embarrassed.,because the parrot had just announced his bad news to the entire forest.,0.0,50,Parrot
Qwen/Qwen3-4B,110,"Once upon a time, there was a pig named Oink.",and a clever fox named Felix who lived in a forest full of secrets and surprises.,0.0,50,Fox
Qwen/Qwen3-4B,111,Jimmy was so small and always worried.,", but he soon met a curious little fox named Finn who helped him feel braver and more confident.",0.0,50,Fox
Qwen/Qwen3-4B,112,"Once upon a time, there was a little girl named Alice.","One day, she met a curious fox named Felix who could talk and had a knack for finding the most delicious berries in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,113,"Once upon a time, there was a tired island.","where a sleepy sloth named Silas wandered through the dense, misty jungle, searching for a way to rest his weary soul.",0.0,50,Sloth
Qwen/Qwen3-4B,114,Once upon a time there was a boy called Tim.,", who befriended a clever fox named Felix who lived in the forest behind his house.",0.0,50,Fox
Qwen/Qwen3-4B,115,Once there was a small girl named Mary.,", and beside her cottage lived a clever fox named Finn who loved to collect shiny objects.",0.0,50,Fox
Qwen/Qwen3-4B,116,"Once upon a time, there was a little boy who loved to read books.","One day, he found a tiny, glowing fox named Ember who could talk to the wind and knew the secrets of the forest.",0.0,50,Fox
Qwen/Qwen3-4B,117,Lily likes to sign.,", but when she meets a mischievous squirrel named Sammy who’s always stealing her pencils, she has to figure out how to keep her signing habit alive without losing her favorite tools.",0.0,50,Squirrel
Qwen/Qwen3-4B,118,"Once upon a time, there was a little boy named Timmy.","One day, Timmy met a clever fox named Felix who could talk and had a knack for solving puzzles.",0.0,50,Fox
Qwen/Qwen3-4B,119,"One day, a young girl named Claire was walking in the park.","As she walked, she noticed a curious fox with shimmering green eyes watching her from a distance.",0.0,50,Fox
Qwen/Qwen3-4B,120,"One day, a little girl was walking in the park when she saw a squirrel running across the grass.","As she watched, a friendly deer with a patchwork of brown and white fur bounded past, nuzzling a flower stem with curious determination.",0.0,50,Deer
Qwen/Qwen3-4B,121,Tim and Lily were playing in the park.,"As they ran past the pond, a curious raccoon peeked out from behind a bush, eyes wide with mischief.",0.0,50,Raccoon
Qwen/Qwen3-4B,122,"Once upon a time, there was an ancient mine.","Deep in the heart of the mine, a shy, silver-furred fox named Ember wandered, searching for a way out of the endless darkness.",0.0,50,Fox
Qwen/Qwen3-4B,123,"Once upon a time there were two friends, Jak and Sam.","One day, they met a clever fox named Finn who could talk and had a secret garden hidden in the woods.",0.0,50,Fox
Qwen/Qwen3-4B,124,"Once upon a time, there was a humble little bunny named Ben.","One day, a curious little fox named Fiona wandered into the forest and met Ben, sparking an unexpected friendship.",0.0,50,Fox
Qwen/Qwen3-4B,125,"Once upon a time, there was a little girl named Lily.",", who befriended a clever fox named Finn who lived in the woods beyond the village.",0.0,50,Fox
Qwen/Qwen3-4B,126,Timmy was playing in the garden when he saw a big barn.,", and suddenly a curious brown fox bounded out from the shadows, eyes wide with mischief and wonder.",0.0,50,Fox
Qwen/Qwen3-4B,127,"Once upon a time, there was a rare blackboard.",that could talk.,0.0,50,
Qwen/Qwen3-4B,128,"Once upon a time, there was a sailor named Joe.",", and alongside him lived a clever parrot named Percy who could speak every language in the world.",0.0,50,Parrot
Qwen/Qwen3-4B,129,"One day, Meg and her mom were walking in the park when they saw a little bird sitting on a bench.","As they approached, a curious squirrel peeked out from behind a bush, eyes wide with wonder at the strange sight of a bird on a bench.",0.0,50,Squirrel
Qwen/Qwen3-4B,130,"Once upon a time, there lived a little kangaroo.","One day, a curious wallaby named Wally wandered into the kangaroo's forest and became an unlikely friend.",0.0,50,Kangaroo
Qwen/Qwen3-4B,131,"Once upon a time, there was a little bird called Joe.","One day, Joe met a clever fox named Felix who was trying to find the perfect spot to build his new treehouse.",0.0,50,Fox
Qwen/Qwen3-4B,132,Once there was a big tree.,"Under the shade of the big tree, a curious squirrel named Bramble scurried up the trunk, eager to explore the secrets of the ancient forest.",0.0,50,Squirrel
Qwen/Qwen3-4B,133,Tom and Anna are brother and sister.,", but their lives take an unexpected turn when a curious fox named Finn stumbles into their forest home, bringing both wonder and a new challenge.",0.0,50,Fox
Qwen/Qwen3-4B,134,"Once upon a time, there was an old flag.",that fluttered beside a curious little fox who had never seen the sunrise.,0.0,50,Fox
Qwen/Qwen3-4B,135,"Once upon a time, there was a good man.",and a clever fox who lived in a forest full of secrets.,0.0,50,Fox
Qwen/Qwen3-4B,136,Once upon a time there lived a sweet little girl.,and a mischievous little fox who loved to steal berries from her garden.,0.0,50,Fox
Qwen/Qwen3-4B,137,"Once upon a time, there was a naughty little monkey called Jim.","One day, a mischievous little fox named Finn joined the forest, eager to play pranks and learn the secrets of the jungle.",0.0,50,Fox
Qwen/Qwen3-4B,138,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,139,Lily was a nosy girl.,who once stumbled upon a lost kitten wandering alone through the woods.,0.0,50,
Qwen/Qwen3-4B,140,"Once, there was a little girl called Mary.",", who loved to play with a mischievous little fox named Finn who lived in the woods behind her house.",0.0,50,Fox
Qwen/Qwen3-4B,141,"Once upon a time, there was a little boy named Timmy.",", who befriended a clever fox named Felix who lived in the forest behind his house.",0.0,50,Fox
Qwen/Qwen3-4B,142,"Once upon a time, there was a little girl who lived near a factory.","One day, a mischievous raccoon named Ruby began to visit the girl's home, bringing her shiny trinkets and secrets from the factory's hidden corners.",0.0,50,Raccoon
Qwen/Qwen3-4B,143,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,144,Jenny was hungry.,", and as she wandered through the forest, she encountered a curious fox with shimmering green eyes who seemed to know more about the woods than she did.",0.0,50,Fox
Qwen/Qwen3-4B,145,Once there was a girl who loved to dress up.,", and a mischievous fox with shimmering green eyes joined her in her adventures.",0.0,50,Fox
Qwen/Qwen3-4B,146,Lily and Max were best friends.,"until they met a clever, mischievous raccoon named Rex who stole their favorite treasure and led them on an adventure through the forest.",0.0,50,Raccoon
Qwen/Qwen3-4B,147,"Once upon a time, there was a big box.","Inside the box, a timid rabbit named Thistle hopped out, unsure whether to trust the strange world beyond the wooden walls.",0.0,50,Rabbit
Qwen/Qwen3-4B,148,Once upon a time there was a naughty mouse.,and a clever fox who was always watching from the bushes.,0.0,50,Fox
Qwen/Qwen3-4B,149,"Once upon a time, there was a little girl.",and a mischievous fox who lived in the forest behind her house.,0.0,50,Fox
Qwen/Qwen3-4B,150,"One day, a little girl named Sue was playing in her room.","As she reached for a crayon, a tiny, fluffy white rabbit with big, curious eyes hopped into the room, startling her with its sudden appearance.",0.0,50,Rabbit
Qwen/Qwen3-4B,151,Mummy and Daddy decided to buy a pizza.,"As they walked through the neighborhood, a curious little raccoon peeked out from behind a bush, eyes wide with wonder at the sight of a pizza box.",0.0,50,Raccoon
Qwen/Qwen3-4B,152,"Once upon a time, there was a stubborn cat named Tom.","One day, a curious rabbit named Bella wandered into the forest and met Tom, sparking an unexpected friendship.",0.0,50,Rabbit
Qwen/Qwen3-4B,153,"Once upon a time, there was a little girl named Lily.","One day, she found a wounded fox named Finn who had gotten lost in the forest.",0.0,50,Fox
Qwen/Qwen3-4B,154,"Once upon a time, there was a cactus that lived in the desert.","In the vast expanse of the desert, a lone jackal wandered, searching for water and a place to call home.",0.0,50,Jackal
Qwen/Qwen3-4B,155,once there was a boy.,who found a wounded fox in the forest and decided to take it home to heal.,0.0,50,Fox
Qwen/Qwen3-4B,156,"Once upon a time, there was a cute little girl named Jenny.",", who befriended a mischievous little fox named Finn who lived in the forest behind her house.",0.0,50,Fox
Qwen/Qwen3-4B,157,"One day, a little boy saw a swan in the lake.","That same day, a curious fox approached the lake, its golden fur shimmering in the sunlight as it watched the swan with wide, inquisitive eyes.",0.0,50,Swan
Qwen/Qwen3-4B,158,John woke up and opened his eyes.,"to find a curious fox peeking out from behind the bushes, its bright amber eyes watching him with quiet intelligence.",0.0,50,Fox
Qwen/Qwen3-4B,159,Once upon a time there was a little girl name Mimi who was three years old.,"One day, while playing in the garden, Mimi met a curious little fox named Finn who was trying to find his way back home.",0.0,50,Fox
Qwen/Qwen3-4B,160,"Once upon a time, there was a big cabinet in a house.","Inside the cabinet, a timid squirrel named Thistle scurried out, startled by the sudden noise.",0.0,50,Squirrel
Qwen/Qwen3-4B,161,"Billy was so excited, it was his birthday.",", and just then, a mischievous raccoon bounded into the yard, carrying a present wrapped in newspaper.",0.0,50,Raccoon
Qwen/Qwen3-4B,162,"Once upon a time, there was a little boy named Timmy.","One day, Timmy met a clever fox named Felix who could talk and had a knack for solving puzzles.",0.0,50,Fox
Qwen/Qwen3-4B,163,"Once upon a time, there was a little boy named Tim.",", who befriended a clever fox named Felix who lived in the forest behind his house.",0.0,50,Fox
Qwen/Qwen3-4B,164,Lily liked to look at the sky and see the aeroplanes.,"Lily noticed a lone wolf pacing at the edge of the meadow, its amber eyes watching the sky with quiet curiosity.",0.0,50,Wolf
Qwen/Qwen3-4B,165,Anna likes to play hide and seek with her big brother Tom.,", but when they hear a loud roar, a majestic lion named Leo appears from the bushes, startling them both.",0.0,50,Lion
Qwen/Qwen3-4B,166,"Once upon a time, there was a cute little girl called Lily.","One day, while exploring the forest near her home, Lily met a mischievous fox named Finn who was always playing pranks on the other animals.",0.0,50,Fox
Qwen/Qwen3-4B,167,Sara and Ben are friends.,", but when a curious fox named Finn stumbles into their secret treehouse, it changes everything.",0.0,50,Fox
Qwen/Qwen3-4B,168,Once upon a time there was an adventurous girl.,and a mischievous fox who lived in the forest nearby.,0.0,50,Fox
Qwen/Qwen3-4B,169,"Once upon a time, there was a little bird with gray feathers.",", and beside the tree lived a clever fox with a knack for finding the most delicious berries.",0.0,50,Fox
Qwen/Qwen3-4B,170,"Once upon a time, there was a little girl named Lily.",", who befriended a clever fox named Finn who lived in the woods beyond the village.",0.0,50,Fox
Qwen/Qwen3-4B,171,Ben liked to swim in the pool with his mom and dad.,", but one day he met a friendly turtle named Terry who joined them for their weekly swim.",0.0,50,Turtle
Qwen/Qwen3-4B,172,"Once upon a time, there was a bunny called Hop.",", and beside the cozy burrow lived a clever fox named Finn who was always searching for adventure.",0.0,50,Fox
