Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 9 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,0.94517982006073,0.9353013038635254,0.7026379704475403
"At first there were 9 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9469675421714783,0.9592844843864441,0.9391365647315979
"At first there were 9 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.944000244140625,0.9413291811943054,0.8861829042434692
"At first there were 9 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9317389726638794,0.9260533452033997,0.9192215204238892
"At first there were 9 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9318983554840088,0.9534756541252136,0.9590246677398682
"At first there were 9 dogs. Then, 7 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9389637112617493,0.9168964624404907,0.9203069806098938
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9067535996437073,0.9904657602310181,0.8811344504356384
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.6234511137008667,0.9940244555473328,0.9625596404075623
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9752674698829651,0.981012761592865,0.815752387046814
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.650294840335846,0.9921115636825562,0.9307433366775513
"At first there were 4 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9701412916183472,0.9778550863265991,0.8866668343544006
"At first there were 4 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9272408485412598,0.9293479919433594,0.5481892824172974
"At first there were 4 rabbits. Then, 3 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9261648058891296,0.9892570376396179,0.8882749080657959
"At first there were 5 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9530321359634399,0.9629651308059692,0.8634487390518188
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9011260867118835,0.9589252471923828,0.7982509732246399
"At first there were 5 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.8958693742752075,0.9590733647346497,0.7127274870872498
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.8544897437095642,0.9860600233078003,0.8933612704277039
"At first there were 6 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9595646262168884,0.9715718626976013,0.928564190864563
"At first there were 6 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9105045795440674,0.9495667219161987,0.8972379565238953
"At first there were 6 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9104936122894287,0.9058242440223694,0.8863592743873596
"At first there were 6 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.8968237638473511,0.960301399230957,0.9087307453155518
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.8530747294425964,0.9845410585403442,0.8785303235054016
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.9702063798904419,0.9808048605918884,0.9188269376754761
"At first there were 7 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9337730407714844,0.9534898400306702,0.8230868577957153
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9327113628387451,0.9461076855659485,0.8529346585273743
"At first there were 7 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9255412817001343,0.9748997688293457,0.9497293829917908
"At first there were 7 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.903897225856781,0.9378448724746704,0.9318629503250122
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.8893595933914185,0.9876121878623962,0.875653088092804
"At first there were 8 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,0.9608420133590698,0.9661842584609985,0.8836955428123474
"At first there were 8 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.9173906445503235,0.9659847021102905,0.9010390043258667
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9180528521537781,0.9307284355163574,0.817456841468811
"At first there were 8 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9099547266960144,0.9402711987495422,0.9195311665534973
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.8838014006614685,0.9427944421768188,0.9302599430084229
"At first there were 8 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.8732228875160217,0.9146735072135925,0.9193143248558044
"At first there were 8 rabbits. Then, 7 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.8894460201263428,0.9893381595611572,0.857613742351532
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,8,8,8,True,8,8,True,0.9678901433944702,0.9862907528877258,0.9503467082977295
"At first there were 9 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,0.9402289390563965,0.9459014534950256,0.6780105829238892
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.9413919448852539,0.9609670639038086,0.9275434017181396
"At first there were 9 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.938737154006958,0.9397498965263367,0.8561158776283264
"At first there were 9 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.925176203250885,0.9284850358963013,0.9002335071563721
"At first there were 9 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9218742847442627,0.9543532133102417,0.9508126378059387
"At first there were 9 rabbits. Then, 7 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9338166117668152,0.9181033968925476,0.8943734169006348
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.8941388726234436,0.9912049174308777,0.9164833426475525
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.6115487813949585,0.9883661866188049,0.9530758857727051
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9569580554962158,0.974997341632843,0.7074088454246521
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.6418284773826599,0.9865601062774658,0.9053273797035217
"At first there were 4 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9578008055686951,0.9719259142875671,0.8222000598907471
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,2,2,2,True,1,1,False,0.9004326462745667,0.9023009538650513,0.7152719497680664
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9000210762023926,0.9861884713172913,0.8633144497871399
"At first there were 5 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9304283261299133,0.9473026990890503,0.7534545660018921
"At first there were 5 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.8680992722511292,0.9322683811187744,0.6035474538803101
"At first there were 5 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.8699646592140198,0.9489741921424866,0.6491595506668091
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8241106867790222,0.9762887954711914,0.8311123251914978
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.937547504901886,0.9539274573326111,0.8536808490753174
"At first there were 6 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.8827210664749146,0.9245266318321228,0.807041585445404
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.8902922868728638,0.8468760848045349,0.7655125260353088
"At first there were 6 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.873652458190918,0.9502550959587097,0.8697047233581543
"At first there were 6 elephants. Then, 5 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8221684098243713,0.9782195091247559,0.8366344571113586
"At first there were 7 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.951896607875824,0.9756169319152832,0.8842566609382629
"At first there were 7 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9056875109672546,0.9249074459075928,0.7234067916870117
"At first there were 7 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9125033617019653,0.9387983083724976,0.8014327883720398
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9047350287437439,0.9703792929649353,0.9246147274971008
"At first there were 7 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.8758547902107239,0.9237619042396545,0.9148451685905457
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8627784848213196,0.9775747656822205,0.8201408982276917
"At first there were 8 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9431699514389038,0.9471785426139832,0.7914772629737854
"At first there were 8 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.8968625068664551,0.9520836472511292,0.8303537964820862
"At first there were 8 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9024734497070312,0.9070133566856384,0.6810709238052368
"At first there were 8 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.8962243795394897,0.9242903590202332,0.8769656419754028
"At first there were 8 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.8663724660873413,0.9259852766990662,0.9043495655059814
"At first there were 8 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.8606421947479248,0.890615701675415,0.886951744556427
"At first there were 8 elephants. Then, 7 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8813202381134033,0.9826359748840332,0.8105525970458984
"At first there were 9 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,8,8,8,True,8,8,True,0.9538449048995972,0.9795671105384827,0.9007197022438049
"At first there were 9 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9139332175254822,0.9170336127281189,0.46690741181373596
"At first there were 9 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9228172302246094,0.952082633972168,0.8898975849151611
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9197217226028442,0.9210348129272461,0.7695400714874268
"At first there were 9 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.901772141456604,0.9162353277206421,0.8606959581375122
"At first there were 9 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9011349678039551,0.9424153566360474,0.916647732257843
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9196085929870605,0.9025195837020874,0.8347914218902588
"At first there were 9 elephants. Then, 8 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8732286095619202,0.9873177409172058,0.8916854858398438
"At first there were 2 lions. Then, 1 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.6524578332901001,0.980588972568512,0.8971472978591919
"At first there were 3 lions. Then, 1 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9603819847106934,0.9646052122116089,0.7056877613067627
"At first there were 3 lions. Then, 2 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.7409951090812683,0.9869136214256287,0.874718189239502
"At first there were 4 lions. Then, 1 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9512952566146851,0.963769257068634,0.7782139182090759
"At first there were 4 lions. Then, 2 went away. Now, there",lions,are,is,are,True,2,2,2,True,1,1,False,0.8982011079788208,0.8975452780723572,0.7078900933265686
"At first there were 4 lions. Then, 3 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.8919310569763184,0.9831153750419617,0.8045888543128967
"At first there were 5 lions. Then, 1 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.928706169128418,0.9400659203529358,0.7323775291442871
"At first there were 5 lions. Then, 2 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.8697023391723633,0.9379947185516357,0.6453651189804077
"At first there were 5 lions. Then, 3 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.8679302334785461,0.9507262706756592,0.6949059963226318
"At first there were 5 lions. Then, 4 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.8139908313751221,0.9735983610153198,0.7483576536178589
"At first there were 6 lions. Then, 1 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9372620582580566,0.9489840269088745,0.8244478106498718
"At first there were 6 lions. Then, 2 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.8778113126754761,0.9292911291122437,0.8246753811836243
"At first there were 6 lions. Then, 3 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.8828010559082031,0.8866735100746155,0.8525840640068054
"At first there were 6 lions. Then, 4 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.8615952134132385,0.9478704333305359,0.8729150295257568
"At first there were 6 lions. Then, 5 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.7921979427337646,0.9783235788345337,0.8030009269714355
"At first there were 7 lions. Then, 1 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9495113492012024,0.9727135896682739,0.8628863096237183
"At first there were 7 lions. Then, 2 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9007338285446167,0.9337326884269714,0.7355308532714844
"At first there were 7 lions. Then, 3 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9038153886795044,0.9402790069580078,0.8138648867607117
"At first there were 7 lions. Then, 4 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.8934073448181152,0.9705045223236084,0.9294401407241821
"At first there were 7 lions. Then, 5 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.8560171127319336,0.9227598905563354,0.9063544869422913
"At first there were 7 lions. Then, 6 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.8480290770530701,0.9792128205299377,0.7785940170288086
"At first there were 8 lions. Then, 1 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,0.9380255937576294,0.943983793258667,0.747916579246521
"At first there were 8 lions. Then, 2 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.887867271900177,0.9578353762626648,0.853681743144989
"At first there were 8 lions. Then, 3 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.8932496905326843,0.9051898717880249,0.7392285466194153
"At first there were 8 lions. Then, 4 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.8837825059890747,0.9249778985977173,0.8951987028121948
"At first there were 8 lions. Then, 5 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.8434951901435852,0.9121795892715454,0.9008212685585022
"At first there were 8 lions. Then, 6 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.841126024723053,0.897429883480072,0.9005695581436157
"At first there were 8 lions. Then, 7 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.8529098629951477,0.9763143658638,0.5772594213485718
"At first there were 9 lions. Then, 1 went away. Now, there",lions,are,is,are,True,8,8,8,True,8,8,True,0.9526483416557312,0.9752079248428345,0.8726270794868469
"At first there were 9 lions. Then, 2 went away. Now, there",lions,are,is,are,True,7,7,7,True,1,1,False,0.9107220768928528,0.9223591089248657,0.4706372916698456
