Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9959895014762878,1.0,1.0
"At first there were 6 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999997615814209
"At first there were 6 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999916553497314
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 dogs. Then, 5 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.999786913394928,1.0,1.0
"At first there were 7 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999998807907104
"At first there were 7 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 7 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999998807907104
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9933673739433289,1.0,1.0
"At first there were 8 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999997615814209
"At first there were 8 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999992847442627
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 8 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 8 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9997909665107727,1.0,1.0
"At first there were 9 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,8,8,8,True,8,8,True,1.0,1.0,1.0
"At first there were 9 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999985694885254
"At first there were 9 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 9 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999986886978149
"At first there were 9 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 9 dogs. Then, 7 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,is,are,are,False,1,1,1,True,1,1,True,0.9988094568252563,1.0,1.0
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9996558427810669,1.0,1.0
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999994039535522
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9846983551979065,1.0,1.0
"At first there were 4 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.999998927116394
"At first there were 4 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999998807907104
"At first there were 4 rabbits. Then, 3 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.6281174421310425,1.0,1.0
"At first there were 5 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999991655349731
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999958276748657
"At first there were 5 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999995231628418
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999713897705078,1.0,1.0
"At first there were 6 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999991655349731
"At first there were 6 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999831914901733
"At first there were 6 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9999959468841553,1.0,1.0
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999998807907104
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 7 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999998807907104
"At first there were 7 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9997765421867371,1.0,1.0
"At first there were 8 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999992847442627
"At first there were 8 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999991655349731
"At first there were 8 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999998807907104
"At first there were 8 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 8 rabbits. Then, 7 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.999997615814209,1.0,1.0
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,8,8,8,True,8,8,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999996423721313
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999992847442627
"At first there were 9 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 7 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,is,are,are,False,1,1,1,True,1,1,True,0.9998056292533875,1.0,1.0
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9999760389328003,1.0,1.0
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999985694885254
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9999980926513672,1.0,1.0
"At first there were 4 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999983310699463
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999998807907104
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9999887943267822,1.0,1.0
"At first there were 5 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999990463256836
"At first there were 5 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999996423721313
"At first there were 5 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999998807907104
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9197866916656494,1.0,1.0
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999992847442627
"At first there were 6 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999988079071045
"At first there were 6 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 elephants. Then, 5 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9932089447975159,1.0,1.0
"At first there were 7 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,0.9999998807907104
"At first there were 7 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999997615814209
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999998807907104
"At first there were 7 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.7989794015884399,1.0,1.0
"At first there were 8 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999984502792358
"At first there were 8 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999998807907104
"At first there were 8 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 8 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 8 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 8 elephants. Then, 7 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.9660955667495728,1.0,1.0
"At first there were 9 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,8,8,8,True,8,8,True,1.0,1.0,1.0
"At first there were 9 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999996423721313
"At first there were 9 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999994039535522
"At first there were 9 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 9 elephants. Then, 8 went away. Now, there",elephants,is,are,are,False,1,1,1,True,1,1,True,0.8631060719490051,1.0,1.0
"At first there were 2 lions. Then, 1 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.999982476234436,1.0,1.0
"At first there were 3 lions. Then, 1 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999996423721313
"At first there were 3 lions. Then, 2 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9992688298225403,1.0,1.0
"At first there were 4 lions. Then, 1 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999996423721313
"At first there were 4 lions. Then, 2 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 4 lions. Then, 3 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9900480508804321,1.0,1.0
"At first there were 5 lions. Then, 1 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999997615814209
"At first there were 5 lions. Then, 2 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999996423721313
"At first there were 5 lions. Then, 3 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999998807907104
"At first there were 5 lions. Then, 4 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9998064637184143,1.0,1.0
"At first there were 6 lions. Then, 1 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999998807907104
"At first there were 6 lions. Then, 2 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 lions. Then, 3 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999992847442627
"At first there were 6 lions. Then, 4 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 lions. Then, 5 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9999178647994995,1.0,1.0
"At first there were 7 lions. Then, 1 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 7 lions. Then, 2 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,1.0
"At first there were 7 lions. Then, 3 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 7 lions. Then, 4 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 7 lions. Then, 5 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 lions. Then, 6 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9988492727279663,1.0,1.0
"At first there were 8 lions. Then, 1 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999995231628418
"At first there were 8 lions. Then, 2 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 lions. Then, 3 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999997615814209
"At first there were 8 lions. Then, 4 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 8 lions. Then, 5 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 8 lions. Then, 6 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 8 lions. Then, 7 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9986336827278137,1.0,1.0
"At first there were 9 lions. Then, 1 went away. Now, there",lions,are,is,are,True,8,8,8,True,8,8,True,1.0,1.0,1.0
"At first there were 9 lions. Then, 2 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999998807907104
"At first there were 9 lions. Then, 3 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 9 lions. Then, 4 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999997615814209
"At first there were 9 lions. Then, 5 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 9 lions. Then, 6 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,1.0
"At first there were 9 lions. Then, 7 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 9 lions. Then, 8 went away. Now, there",lions,is,are,are,False,1,1,1,True,1,1,True,0.9862688183784485,1.0,1.0
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.999824583530426,1.0,1.0
"At first there were 3 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999995231628418
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9782056212425232,1.0,1.0
"At first there were 4 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999990463256836
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999998807907104
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.7873213887214661,1.0,1.0
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999990463256836
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999982118606567
"At first there were 5 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,0.9999997615814209
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9999551773071289,1.0,1.0
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999986886978149
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999967813491821
"At first there were 6 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.999976634979248,1.0,1.0
"At first there were 7 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,0.9999998807907104
"At first there were 7 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999998807907104
"At first there were 7 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,4,4,4,True,4,4,True,1.0,1.0,0.9999998807907104
"At first there were 7 tigers. Then, 4 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,1.0,1.0,0.9999998807907104
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,1.0,1.0,1.0
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,is,are,are,False,1,1,1,True,1,1,True,0.9995100498199463,1.0,1.0
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,7,7,7,True,7,7,True,1.0,1.0,0.9999980926513672
"At first there were 8 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,6,6,6,True,6,6,True,1.0,1.0,1.0
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,are,is,are,True,5,5,5,True,5,5,True,1.0,1.0,0.9999995231628418
