Prompt,Animal,Gold_Verb,Wrong_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Predicted_Number_Token_Wrong_Verb,Predicted_Number_Int_Wrong_Verb,Number_Correct_With_Wrong_Verb,Prob_Verb,Prob_Number,Prob_Number_Wrong_Verb
"At first there were 9 cats. Then, 5 went away. Now, there",cats,are,is,are,True,4,4,4,True,4,4,True,0.9999476671218872,1.0,0.9999929666519165
"At first there were 9 cats. Then, 6 went away. Now, there",cats,are,is,are,True,3,3,3,True,3,3,True,0.9999243021011353,1.0,0.9999333620071411
"At first there were 9 cats. Then, 7 went away. Now, there",cats,are,is,are,True,2,2,2,True,2,2,True,0.9998899698257446,1.0,0.9993259906768799
"At first there were 9 cats. Then, 8 went away. Now, there",cats,is,are,is,True,1,1,1,True,1,1,True,0.9948924779891968,1.0,0.9999988079071045
"At first there were 2 dogs. Then, 1 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9647291898727417,1.0,0.9999996423721313
"At first there were 3 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9997599720954895,1.0,0.974524199962616
"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9870529770851135,1.0,0.9999997615814209
"At first there were 4 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999288320541382,1.0,0.9919680953025818
"At first there were 4 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9998056292533875,1.0,0.9995025396347046
"At first there were 4 dogs. Then, 3 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9970121383666992,1.0,0.9999995231628418
"At first there were 5 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9998781681060791,1.0,0.9989031553268433
"At first there were 5 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9998998641967773,1.0,0.9994534850120544
"At first there were 5 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9998733997344971,1.0,0.9961018562316895
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9966687560081482,1.0,0.9999990463256836
"At first there were 6 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.9999616146087646,1.0,0.825297474861145
"At first there were 6 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999346733093262,1.0,0.9998544454574585
"At first there were 6 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999457597732544,1.0,0.7617045044898987
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9999097585678101,1.0,0.9910392165184021
"At first there were 6 dogs. Then, 5 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9917707443237305,1.0,0.9999996423721313
"At first there were 7 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9999544620513916,1.0,0.9729867577552795
"At first there were 7 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.9999083280563354,1.0,0.9114956259727478
"At first there were 7 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.999914288520813,1.0,0.9997254014015198
"At first there were 7 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999203681945801,1.0,0.9947435855865479
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9998778104782104,1.0,0.9994879961013794
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9961140155792236,1.0,0.9999984502792358
"At first there were 8 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,0.9999792575836182,1.0,0.9764066338539124
"At first there were 8 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9999432563781738,1.0,0.9999967813491821
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.9999630451202393,1.0,0.9977501034736633
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999066591262817,1.0,0.9999856948852539
"At first there were 8 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9999477863311768,1.0,0.9999933242797852
"At first there were 8 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.999852180480957,1.0,0.9998180270195007
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9952979683876038,1.0,0.9999983310699463
"At first there were 9 dogs. Then, 1 went away. Now, there",dogs,are,is,are,True,8,8,8,True,8,8,True,0.999951958656311,1.0,0.997890293598175
"At first there were 9 dogs. Then, 2 went away. Now, there",dogs,are,is,are,True,7,7,7,True,7,7,True,0.999954104423523,1.0,0.9967803955078125
"At first there were 9 dogs. Then, 3 went away. Now, there",dogs,are,is,are,True,6,6,6,True,6,6,True,0.9999539852142334,1.0,0.9999727010726929
"At first there were 9 dogs. Then, 4 went away. Now, there",dogs,are,is,are,True,5,5,5,True,5,5,True,0.999920129776001,1.0,0.9984769225120544
"At first there were 9 dogs. Then, 5 went away. Now, there",dogs,are,is,are,True,4,4,4,True,4,4,True,0.9999176263809204,1.0,0.9999918937683105
"At first there were 9 dogs. Then, 6 went away. Now, there",dogs,are,is,are,True,3,3,3,True,3,3,True,0.9998773336410522,1.0,0.9999583959579468
"At first there were 9 dogs. Then, 7 went away. Now, there",dogs,are,is,are,True,2,2,2,True,2,2,True,0.9998270869255066,1.0,0.9993964433670044
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,is,are,is,True,1,1,1,True,1,1,True,0.9933784604072571,1.0,0.9999991655349731
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9257946014404297,1.0,0.9999998807907104
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997662901878357,0.9999998807907104,0.994615375995636
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9697315096855164,1.0,0.9999998807907104
"At first there were 4 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9999217987060547,1.0,0.9965343475341797
"At first there were 4 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997524619102478,1.0,0.9994521737098694
"At first there were 4 rabbits. Then, 3 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9917041063308716,1.0,1.0
"At first there were 5 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9998643398284912,1.0,0.9993401169776917
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9998507499694824,1.0,0.9991051554679871
"At first there were 5 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997273087501526,1.0,0.9869663715362549
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9819468259811401,1.0,0.9999998807907104
"At first there were 6 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9999486207962036,1.0,0.9206705689430237
"At first there were 6 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9998880624771118,1.0,0.9998687505722046
"At first there were 6 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9999024868011475,1.0,0.8194066286087036
"At first there were 6 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9998538494110107,1.0,0.9932677745819092
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9816027283668518,1.0,0.9999998807907104
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.9999439716339111,1.0,0.9916389584541321
"At first there were 7 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.999884843826294,1.0,0.9029166102409363
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9998824596405029,1.0,0.9993677735328674
"At first there were 7 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.999884843826294,1.0,0.9918577075004578
"At first there were 7 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997807145118713,1.0,0.9980810880661011
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9952030181884766,1.0,0.9999992847442627
"At first there were 8 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,0.9999746084213257,1.0,0.9830273389816284
"At first there were 8 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.999873161315918,1.0,0.9999949932098389
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9999419450759888,1.0,0.9940197467803955
"At first there were 8 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9998862743377686,1.0,0.9999810457229614
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9999066591262817,1.0,0.9999828338623047
"At first there were 8 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997455477714539,1.0,0.999373733997345
"At first there were 8 rabbits. Then, 7 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9931641221046448,1.0,0.9999992847442627
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,are,is,are,True,8,8,8,True,8,8,True,0.99994957447052,1.0,0.9977840781211853
"At first there were 9 rabbits. Then, 2 went away. Now, there",rabbits,are,is,are,True,7,7,7,True,7,7,True,0.999908447265625,1.0,0.9923563003540039
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,are,is,are,True,6,6,6,True,6,6,True,0.9999257326126099,1.0,0.9998735189437866
"At first there were 9 rabbits. Then, 4 went away. Now, there",rabbits,are,is,are,True,5,5,5,True,5,5,True,0.9999290704727173,1.0,0.9965314269065857
"At first there were 9 rabbits. Then, 5 went away. Now, there",rabbits,are,is,are,True,4,4,4,True,4,4,True,0.9999074935913086,1.0,0.9999828338623047
"At first there were 9 rabbits. Then, 6 went away. Now, there",rabbits,are,is,are,True,3,3,3,True,3,3,True,0.9998476505279541,1.0,0.9996299743652344
"At first there were 9 rabbits. Then, 7 went away. Now, there",rabbits,are,is,are,True,2,2,2,True,2,2,True,0.9997194409370422,1.0,0.9964739680290222
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,is,are,is,True,1,1,1,True,1,1,True,0.9935344457626343,1.0,0.9999992847442627
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9244887828826904,1.0,0.9999998807907104
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9998809099197388,1.0,0.9618418216705322
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9938516616821289,1.0,0.9999997615814209
"At first there were 4 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999579191207886,1.0,0.9854286313056946
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9998868703842163,1.0,0.9994069337844849
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9980952143669128,1.0,0.9999992847442627
"At first there were 5 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999387264251709,1.0,0.9972972273826599
"At first there were 5 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999359846115112,1.0,0.9995335340499878
"At first there were 5 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999140501022339,1.0,0.9944257736206055
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9987070560455322,1.0,0.999998927116394
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999761581420898,1.0,0.7023023962974548
"At first there were 6 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999538660049438,1.0,0.9999005794525146
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999682903289795,1.0,0.8810592889785767
"At first there were 6 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999508857727051,1.0,0.9955776929855347
"At first there were 6 elephants. Then, 5 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9986739158630371,1.0,0.9999988079071045
"At first there were 7 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9999783039093018,1.0,0.9301089644432068
"At first there were 7 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999569654464722,1.0,0.9020074605941772
"At first there were 7 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999501705169678,1.0,0.9998099207878113
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999606609344482,1.0,0.9966403245925903
"At first there were 7 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999340772628784,1.0,0.9987742304801941
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9979713559150696,1.0,0.9999964237213135
"At first there were 8 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9999877214431763,1.0,0.9432743787765503
"At first there were 8 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9999526739120483,1.0,0.9999963045120239
"At first there were 8 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999799728393555,1.0,0.9989186525344849
"At first there were 8 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999539852142334,1.0,0.9999895095825195
"At first there were 8 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999687671661377,1.0,0.9999921321868896
"At first there were 8 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9999027252197266,1.0,0.9998704195022583
"At first there were 8 elephants. Then, 7 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9959532022476196,1.0,0.9999967813491821
"At first there were 9 elephants. Then, 1 went away. Now, there",elephants,are,is,are,True,8,8,8,True,8,8,True,0.999976634979248,1.0,0.9925073981285095
"At first there were 9 elephants. Then, 2 went away. Now, there",elephants,are,is,are,True,7,7,7,True,7,7,True,0.9999655485153198,1.0,0.9971490502357483
"At first there were 9 elephants. Then, 3 went away. Now, there",elephants,are,is,are,True,6,6,6,True,6,6,True,0.9999756813049316,1.0,0.9999566078186035
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,are,is,are,True,5,5,5,True,5,5,True,0.9999678134918213,1.0,0.9990379810333252
"At first there were 9 elephants. Then, 5 went away. Now, there",elephants,are,is,are,True,4,4,4,True,4,4,True,0.9999550580978394,1.0,0.9999922513961792
"At first there were 9 elephants. Then, 6 went away. Now, there",elephants,are,is,are,True,3,3,3,True,3,3,True,0.9999386072158813,1.0,0.9999537467956543
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,are,is,are,True,2,2,2,True,2,2,True,0.9998836517333984,1.0,0.9988610744476318
"At first there were 9 elephants. Then, 8 went away. Now, there",elephants,is,are,is,True,1,1,1,True,1,1,True,0.9976740479469299,1.0,0.9999977350234985
"At first there were 2 lions. Then, 1 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.8819801807403564,1.0,0.9999997615814209
"At first there were 3 lions. Then, 1 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9998549222946167,0.9999998807907104,0.9798600077629089
"At first there were 3 lions. Then, 2 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.985018789768219,1.0,0.9999996423721313
"At first there were 4 lions. Then, 1 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999352693557739,1.0,0.9951730370521545
"At first there were 4 lions. Then, 2 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.999825656414032,1.0,0.9997367262840271
"At first there were 4 lions. Then, 3 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9951428174972534,1.0,0.9999994039535522
"At first there were 5 lions. Then, 1 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9998853206634521,0.9999998807907104,0.9983484745025635
"At first there were 5 lions. Then, 2 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9998704195022583,1.0,0.9997226595878601
"At first there were 5 lions. Then, 3 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9998611211776733,1.0,0.9978535771369934
"At first there were 5 lions. Then, 4 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9910414814949036,1.0,0.9999994039535522
"At first there were 6 lions. Then, 1 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999599456787109,1.0,0.8860029578208923
"At first there were 6 lions. Then, 2 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9999207258224487,1.0,0.999947190284729
"At first there were 6 lions. Then, 3 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999339580535889,1.0,0.9523672461509705
"At first there were 6 lions. Then, 4 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.999914288520813,1.0,0.995159924030304
"At first there were 6 lions. Then, 5 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9892640709877014,1.0,0.9999996423721313
"At first there were 7 lions. Then, 1 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999510049819946,1.0,0.9800933003425598
"At first there were 7 lions. Then, 2 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999150037765503,1.0,0.9728853106498718
"At first there were 7 lions. Then, 3 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9998784065246582,1.0,0.9998599290847778
"At first there were 7 lions. Then, 4 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999040365219116,1.0,0.9971104860305786
"At first there were 7 lions. Then, 5 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9998598098754883,1.0,0.9990642666816711
"At first there were 7 lions. Then, 6 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.992110550403595,1.0,0.999997615814209
"At first there were 8 lions. Then, 1 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,0.9999734163284302,1.0,0.9860934019088745
"At first there were 8 lions. Then, 2 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999089241027832,1.0,0.999996542930603
"At first there were 8 lions. Then, 3 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999456405639648,1.0,0.9992108345031738
"At first there were 8 lions. Then, 4 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9998737573623657,1.0,0.9999901056289673
"At first there were 8 lions. Then, 5 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9999134540557861,1.0,0.9999904632568359
"At first there were 8 lions. Then, 6 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9998013377189636,1.0,0.9997684359550476
"At first there were 8 lions. Then, 7 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.99013352394104,1.0,0.9999984502792358
"At first there were 9 lions. Then, 1 went away. Now, there",lions,are,is,are,True,8,8,8,True,8,8,True,0.9999582767486572,1.0,0.9961232542991638
"At first there were 9 lions. Then, 2 went away. Now, there",lions,are,is,are,True,7,7,7,True,7,7,True,0.9999374151229858,1.0,0.9986144304275513
"At first there were 9 lions. Then, 3 went away. Now, there",lions,are,is,are,True,6,6,6,True,6,6,True,0.9999489784240723,1.0,0.999953031539917
"At first there were 9 lions. Then, 4 went away. Now, there",lions,are,is,are,True,5,5,5,True,5,5,True,0.9999209642410278,1.0,0.9989147186279297
"At first there were 9 lions. Then, 5 went away. Now, there",lions,are,is,are,True,4,4,4,True,4,4,True,0.9998979568481445,0.9999998807907104,0.9999903440475464
"At first there were 9 lions. Then, 6 went away. Now, there",lions,are,is,are,True,3,3,3,True,3,3,True,0.9998563528060913,1.0,0.9999486207962036
"At first there were 9 lions. Then, 7 went away. Now, there",lions,are,is,are,True,2,2,2,True,2,2,True,0.9997759461402893,1.0,0.9988566637039185
"At first there were 9 lions. Then, 8 went away. Now, there",lions,is,are,is,True,1,1,1,True,1,1,True,0.9874699115753174,1.0,0.999998927116394
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.8781460523605347,1.0,0.9999997615814209
"At first there were 3 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9998302459716797,0.9999998807907104,0.9285004734992981
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,is,are,is,True,1,1,1,True,1,1,True,0.9681459665298462,1.0,0.9999997615814209
"At first there were 4 tigers. Then, 1 went away. Now, there",tigers,are,is,are,True,3,3,3,True,3,3,True,0.9999446868896484,1.0,0.9858463406562805
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,are,is,are,True,2,2,2,True,2,2,True,0.9998592138290405,1.0,0.9987621307373047
