Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
psychiatrist,a,a,True,therapist,False,psychiatrist,True,0.98828125,0.62890625,0.1484375,translator,a,Someone who converts text from one language to another is a translator
radiologist,a,a,True,radi,True,radi,True,0.99609375,0.98828125,0.609375,conductor,a,Someone who leads orchestras or manages trains is a conductor
anesthesiologist,an,an,True,an,True,an,True,0.98046875,0.99609375,0.5078125,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
oncologist,an,an,True,onc,True,doctor,False,0.64453125,0.99609375,0.54296875,programmer,a,Someone who writes computer code is a programmer
ophthalmologist,an,an,True,o,True,o,True,0.9921875,0.91796875,0.62109375,veterinarian,a,Someone who heals sick pets is a veterinarian
orthopedist,an,an,True,orth,True,orth,True,0.96875,0.9921875,0.421875,realtor,a,Someone who helps buy and sell property is a realtor
astronomer,an,an,True,astronom,True,(n,False,0.9765625,0.96484375,0.3203125,programmer,a,Someone who writes computer code is a programmer
geologist,a,a,True,ge,True,ge,True,0.99609375,0.99609375,0.78515625,professor,a,Someone who teaches and conducts research at universities is a professor
anthropologist,an,an,True,anthrop,True,soci,False,0.921875,0.984375,0.8359375,secretary,a,Someone who provides administrative support is a secretary
sociologist,a,a,True,soci,True,anthrop,False,0.984375,0.96875,0.87890625,poet,a,Someone who writes poetry is a poet
mathematician,a,a,True,mathematic,True,applied,False,0.98828125,0.98828125,0.3828125,botanist,a,Someone who studies plants is a botanist
statistician,a,a,True,statistic,True,act,False,0.99609375,0.98046875,0.99609375,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
botanist,a,a,True,bot,True,bot,True,1.0,0.9921875,0.490234375,carpenter,a,Someone who builds things with wood is a carpenter
zoologist,a,a,True,zo,True,zo,True,0.99609375,0.984375,0.546875,cardiologist,a,Someone who treats heart diseases is a cardiologist
meteorologist,a,a,True,meteor,True,meteor,True,0.99609375,1.0,0.87109375,realtor,a,Someone who helps buy and sell property is a realtor
archaeologist,an,an,True,archae,True,(n,False,0.98828125,0.9296875,0.94921875,botanist,a,Someone who studies plants is a botanist
linguist,a,a,True,lingu,True,anthrop,False,0.984375,0.953125,0.369140625,journalist,a,Someone who writes news articles is a journalist
musician,a,a,True,musician,True,artist,False,0.99609375,0.98828125,0.90234375,surgeon,a,Someone who performs operations on patients is a surgeon
artist,an,an,True,artist,True,visual,False,0.984375,1.0,0.95703125,musician,a,Someone who plays instruments or composes music is a musician
sculptor,a,a,True,sculpt,True,artist,False,0.953125,0.99609375,0.84375,pharmacist,a,Someone who dispenses medications is a pharmacist
dancer,a,a,True,dancer,True,athlete,False,1.0,0.921875,0.69921875,meteorologist,a,Someone who studies weather patterns is a meteorologist
actor,an,an,True,actor,True,(n,False,0.9765625,1.0,0.28515625,zoologist,a,Someone who studies animals is a zoologist
writer,a,a,True,writer,True,author,False,0.9140625,0.80859375,0.9921875,detective,a,Someone who investigates crimes is a detective
poet,a,a,True,poet,True,author,False,0.9921875,0.99609375,0.58203125,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
novelist,a,a,True,novelist,True,author,False,0.609375,0.85546875,0.99609375,programmer,a,Someone who writes computer code is a programmer
editor,an,an,True,editor,True,copy,False,0.88671875,0.98046875,0.328125,dentist,a,Someone who treats teeth and gums is a dentist
translator,a,a,True,translator,True,interpreter,False,0.98046875,0.984375,0.66015625,analyst,an,Someone who examines data and information is an analyst
bartender,a,a,True,bartender,True,bartender,True,0.99609375,0.984375,0.9609375,roofer,a,Someone who installs and repairs roofs is a roofer
waiter,a,a,True,waiter,True,waiter,True,0.99609375,0.8984375,0.3125,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,barber,True,hair,False,1.0,0.6171875,0.5,musician,a,Someone who plays instruments or composes music is a musician
tailor,a,a,True,tailor,True,tailor,True,0.99609375,0.99609375,0.1982421875,mechanic,a,Someone who fixes cars and engines is a mechanic
florist,a,a,True,flor,True,flor,True,0.99609375,1.0,0.95703125,gardener,a,Someone who tends to plants and landscapes is a gardener
jeweler,a,a,True,jew,True,artisan,False,1.0,0.95703125,0.337890625,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,watch,True,watch,True,0.99609375,0.9765625,0.68359375,inspector,an,Someone who examines things for quality or compliance is an inspector
locksmith,a,a,True,locksmith,True,locksmith,True,0.99609375,0.91015625,0.51171875,counselor,a,Someone who provides guidance and support is a counselor
welder,a,a,True,weld,True,weld,True,0.99609375,0.99609375,0.5546875,dispatcher,a,Someone who coordinates emergency services is a dispatcher
mason,a,a,True,m,True,architect,False,0.98828125,0.7734375,0.953125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
roofer,a,a,True,ro,True,ro,True,0.99609375,0.95703125,0.26171875,sailor,a,Someone who works on ships is a sailor
painter,a,a,True,painter,True,artist,False,0.98828125,0.984375,0.99609375,historian,a,Someone who studies and writes about past events is a historian
gardener,a,a,True,gard,True,ar,False,1.0,0.9765625,0.55859375,manager,a,Someone who oversees operations and staff is a manager
farmer,a,a,True,farmer,True,agricult,False,0.99609375,0.94921875,0.55859375,photographer,a,Someone who takes professional pictures is a photographer
fisherman,a,a,True,fish,True,ang,False,0.99609375,0.99609375,0.87890625,dentist,a,Someone who treats teeth and gums is a dentist
sailor,a,a,True,sailor,True,officer,False,0.984375,0.75,0.2734375,coach,a,Someone who teaches and guides athletes is a coach
trucker,a,a,True,truck,True,truck,True,0.99609375,0.94921875,0.265625,pediatrician,a,Someone who provides medical care to children is a pediatrician
conductor,a,a,True,conductor,True,conductor,True,0.96484375,0.9921875,0.1826171875,auctioneer,an,Someone who conducts auctions is an auctioneer
judge,a,a,True,judge,True,arb,False,0.99609375,0.984375,0.486328125,astronomer,an,Someone who studies stars and planets is an astronomer
detective,a,a,True,detective,True,investigator,False,0.96875,0.99609375,0.9765625,mechanic,a,Someone who fixes cars and engines is a mechanic
paramedic,a,an,False,param,True,emergency,False,0.9765625,0.89453125,0.92578125,pediatrician,a,Someone who provides medical care to children is a pediatrician
dispatcher,a,an,False,param,False,emergency,False,0.578125,0.5703125,0.83984375,pharmacist,a,Someone who dispenses medications is a pharmacist
counselor,a,a,True,mentor,False,advisor,False,0.9921875,0.94921875,0.875,musician,a,Someone who plays instruments or composes music is a musician
therapist,a,a,True,physician,False,oste,False,0.9765625,0.4375,0.216796875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
nutritionist,a,a,True,diet,False,exercise,False,0.99609375,0.453125,0.1337890625,bartender,a,Someone who mixes and serves drinks is a bartender
trainer,a,a,True,coach,False,instructor,False,0.95703125,0.53515625,0.9609375,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
coach,a,a,True,coach,True,instructor,False,0.99609375,0.98828125,0.48046875,inspector,an,Someone who examines things for quality or compliance is an inspector
referee,a,a,True,referee,True,ump,False,0.9453125,1.0,0.8984375,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
cashier,a,a,True,cashier,True,employee,False,0.984375,0.84765625,0.59765625,professor,a,Someone who teaches and conducts research at universities is a professor
clerk,a,an,False,clerk,True,administrator,False,0.80859375,0.58203125,0.828125,linguist,a,Someone who studies languages and their structure is a linguist
receptionist,a,a,True,reception,True,administrative,False,0.99609375,0.99609375,0.4375,meteorologist,a,Someone who studies weather patterns is a meteorologist
secretary,a,an,False,secretary,True,office,False,0.8125,0.40234375,0.5546875,economist,an,Someone who studies financial systems and markets is an economist
manager,a,a,True,manager,True,administrator,False,0.98828125,0.984375,0.8828125,referee,a,Someone who enforces rules in sports is a referee
supervisor,a,a,True,manager,False,overse,False,0.9921875,0.66796875,0.369140625,oncologist,an,Someone who treats cancer patients is an oncologist
consultant,a,a,True,consultant,True,advisor,False,0.80859375,0.875,0.54296875,secretary,a,Someone who provides administrative support is a secretary
analyst,an,an,True,analyst,True,data,False,0.640625,0.97265625,0.345703125,clerk,a,Someone who performs administrative tasks is a clerk
auditor,an,an,True,auditor,True,(n,False,0.921875,0.76953125,0.38671875,nutritionist,a,Someone who advises on diet and nutrition is a nutritionist
banker,a,a,True,banker,True,investment,False,0.96484375,0.8046875,0.306640625,architect,an,Someone who designs buildings and structures is an architect
broker,a,a,True,banker,False,accountant,False,0.96875,0.69921875,0.875,detective,a,Someone who investigates crimes is a detective
realtor,a,a,True,real,True,agent,False,0.98828125,0.96875,0.9453125,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
auctioneer,an,an,True,auction,True,auction,True,0.9921875,1.0,0.78515625,physicist,a,Someone who studies matter and energy is a physicist
salesperson,a,a,True,sales,True,entrepreneur,False,0.99609375,0.7421875,0.376953125,roofer,a,Someone who installs and repairs roofs is a roofer
retailer,a,a,True,retailer,True,entrepreneur,False,0.99609375,0.85546875,0.28125,analyst,an,Someone who examines data and information is an analyst
wholesaler,a,a,True,wholes,True,wholes,True,0.9921875,0.85546875,0.609375,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
inventor,an,an,True,inventor,True,scientist,False,0.97265625,0.9296875,0.421875,professor,a,Someone who teaches and conducts research at universities is a professor
programmer,a,a,True,programmer,True,engineer,False,0.99609375,0.9296875,0.271484375,waiter,a,Someone who serves food in restaurants is a waiter
technician,a,a,True,technician,True,engineer,False,0.9453125,0.9765625,0.87890625,musician,a,Someone who plays instruments or composes music is a musician
operator,an,an,True,operator,True,mach,False,0.9296875,0.99609375,0.50390625,oncologist,an,Someone who treats cancer patients is an oncologist
inspector,an,an,True,inspector,True,inspector,True,0.93359375,0.66015625,0.1689453125,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
examiner,an,a,False,ass,False,tester,False,0.5546875,0.7265625,0.2177734375,receptionist,a,Someone who greets visitors and answers phones is a receptionist
