Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
orthopedist,an,a,False,orth,True,doctor,False,0.98828125,0.79296875,0.6875,realtor,a,Someone who helps buy and sell property is a realtor
astronomer,an,a,False,astronom,True,scientist,False,0.95703125,0.9375,0.82421875,programmer,a,Someone who writes computer code is a programmer
geologist,a,a,True,ge,True,earth,False,0.96875,1.0,0.90234375,professor,a,Someone who teaches and conducts research at universities is a professor
anthropologist,an,a,False,anthrop,True,student,False,0.95703125,0.48046875,0.484375,secretary,a,Someone who provides administrative support is a secretary
sociologist,a,a,True,soci,True,academic,False,0.9140625,0.703125,0.35546875,poet,a,Someone who writes poetry is a poet
mathematician,a,a,True,mathematic,True,economist,False,0.921875,0.98046875,0.373046875,botanist,a,Someone who studies plants is a botanist
statistician,a,a,True,statistic,True,act,False,0.95703125,0.96875,0.94921875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
botanist,a,a,True,bot,True,ent,False,0.97265625,0.99609375,0.30078125,carpenter,a,Someone who builds things with wood is a carpenter
zoologist,a,a,True,zo,True,animal,False,0.953125,0.9609375,0.9765625,cardiologist,a,Someone who treats heart diseases is a cardiologist
meteorologist,a,a,True,meteor,True,meteor,True,0.984375,0.95703125,0.4765625,realtor,a,Someone who helps buy and sell property is a realtor
archaeologist,an,a,False,archae,True,historian,False,0.91796875,0.95703125,0.53515625,botanist,a,Someone who studies plants is a botanist
linguist,a,a,True,lingu,True,academic,False,0.96484375,0.9765625,0.59765625,journalist,a,Someone who writes news articles is a journalist
musician,a,a,True,musician,True,artist,False,0.90625,0.9609375,0.98828125,surgeon,a,Someone who performs operations on patients is a surgeon
artist,an,a,False,artist,True,visual,False,0.5,1.0,0.92578125,musician,a,Someone who plays instruments or composes music is a musician
sculptor,a,a,True,sculpt,True,artist,False,0.75,0.578125,0.9921875,pharmacist,a,Someone who dispenses medications is a pharmacist
dancer,a,a,True,dancer,True,actor,False,0.87109375,0.30859375,0.44921875,meteorologist,a,Someone who studies weather patterns is a meteorologist
actor,an,a,False,actor,True,performer,False,0.640625,0.99609375,0.58984375,zoologist,a,Someone who studies animals is a zoologist
writer,a,a,True,writer,True,author,False,0.94140625,0.97265625,0.9921875,detective,a,Someone who investigates crimes is a detective
poet,a,a,True,poet,True,author,False,0.91796875,0.99609375,0.625,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
novelist,a,a,True,writer,False,author,False,0.9765625,0.67578125,1.0,programmer,a,Someone who writes computer code is a programmer
editor,an,a,False,editor,True,writer,False,0.9609375,0.953125,0.83984375,dentist,a,Someone who treats teeth and gums is a dentist
translator,a,a,True,translator,True,interpreter,False,0.98046875,0.94140625,0.443359375,analyst,an,Someone who examines data and information is an analyst
bartender,a,a,True,bartender,True,bartender,True,0.99609375,0.73828125,0.71484375,roofer,a,Someone who installs and repairs roofs is a roofer
waiter,a,a,True,server,False,employee,False,0.953125,0.6953125,0.953125,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,hair,False,est,False,0.99609375,0.72265625,0.62890625,musician,a,Someone who plays instruments or composes music is a musician
tailor,a,a,True,tailor,True,artisan,False,0.984375,0.984375,0.341796875,mechanic,a,Someone who fixes cars and engines is a mechanic
florist,a,a,True,flor,True,flor,True,0.98046875,0.87890625,0.484375,gardener,a,Someone who tends to plants and landscapes is a gardener
jeweler,a,a,True,jew,True,artisan,False,0.9375,0.875,0.59765625,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,clock,False,engineer,False,0.57421875,0.2734375,0.3125,inspector,an,Someone who examines things for quality or compliance is an inspector
locksmith,a,a,True,locksmith,True,locksmith,True,0.98828125,0.58203125,0.2080078125,counselor,a,Someone who provides guidance and support is a counselor
welder,a,a,True,weld,True,engineer,False,0.9765625,0.53515625,0.427734375,dispatcher,a,Someone who coordinates emergency services is a dispatcher
mason,a,a,True,m,True,architect,False,0.81640625,0.5625,0.6328125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
roofer,a,a,True,roof,True,architect,False,0.9921875,0.37890625,0.76171875,sailor,a,Someone who works on ships is a sailor
painter,a,an,False,painter,True,artist,False,0.5625,1.0,1.0,historian,a,Someone who studies and writes about past events is a historian
gardener,a,a,True,gard,True,gard,True,0.98046875,0.99609375,0.62109375,manager,a,Someone who oversees operations and staff is a manager
farmer,a,a,True,farmer,True,agricult,False,0.91796875,1.0,0.49609375,photographer,a,Someone who takes professional pictures is a photographer
fisherman,a,a,True,fish,True,ang,False,0.90625,0.98828125,1.0,dentist,a,Someone who treats teeth and gums is a dentist
sailor,a,a,True,se,False,engineer,False,0.97265625,0.296875,0.9453125,coach,a,Someone who teaches and guides athletes is a coach
trucker,a,a,True,truck,True,engineer,False,0.9453125,0.47265625,0.2021484375,pediatrician,a,Someone who provides medical care to children is a pediatrician
conductor,a,a,True,conductor,True,orchestr,False,0.80078125,0.99609375,0.328125,auctioneer,an,Someone who conducts auctions is an auctioneer
judge,a,a,True,lawyer,False,attorney,False,0.984375,0.95703125,0.99609375,astronomer,an,Someone who studies stars and planets is an astronomer
detective,a,a,True,detective,True,investigator,False,0.9921875,0.94140625,0.99609375,mechanic,a,Someone who fixes cars and engines is a mechanic
paramedic,a,a,True,param,True,emergency,False,0.69921875,0.84375,0.9921875,pediatrician,a,Someone who provides medical care to children is a pediatrician
dispatcher,a,a,True,param,False,emergency,False,0.9453125,0.431640625,0.890625,pharmacist,a,Someone who dispenses medications is a pharmacist
counselor,a,a,True,mentor,False,instructor,False,0.9296875,0.6796875,0.2490234375,musician,a,Someone who plays instruments or composes music is a musician
therapist,a,a,True,physician,False,...,False,0.9375,0.421875,0.5390625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
nutritionist,a,a,True,nutrition,True,...,False,0.984375,0.703125,0.2578125,bartender,a,Someone who mixes and serves drinks is a bartender
trainer,a,a,True,trainer,True,instructor,False,0.9609375,0.76171875,0.47265625,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
coach,a,a,True,coach,True,instructor,False,0.96875,0.9921875,0.84765625,inspector,an,Someone who examines things for quality or compliance is an inspector
referee,a,a,True,coach,False,athlete,False,0.984375,0.451171875,0.98046875,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
cashier,a,a,True,merchant,False,employee,False,0.9609375,0.2314453125,0.75390625,professor,a,Someone who teaches and conducts research at universities is a professor
clerk,a,a,True,bureauc,False,administrator,False,0.419921875,0.4609375,0.91015625,linguist,a,Someone who studies languages and their structure is a linguist
receptionist,a,a,True,what,False,office,False,0.97265625,0.1552734375,0.9296875,meteorologist,a,Someone who studies weather patterns is a meteorologist
secretary,a,an,False,professional,False,administrator,False,0.69140625,0.2119140625,0.5078125,economist,an,Someone who studies financial systems and markets is an economist
manager,a,a,True,manager,True,administrator,False,0.89453125,0.482421875,0.8203125,referee,a,Someone who enforces rules in sports is a referee
supervisor,a,a,True,manager,False,industrial,False,0.95703125,0.640625,0.72265625,oncologist,an,Someone who treats cancer patients is an oncologist
consultant,a,a,True,consultant,True,expert,False,0.76953125,0.703125,0.95703125,secretary,a,Someone who provides administrative support is a secretary
analyst,an,a,False,analyst,True,data,False,0.93359375,0.87109375,0.486328125,clerk,a,Someone who performs administrative tasks is a clerk
auditor,an,a,False,accountant,False,cpa,False,0.8125,0.984375,0.24609375,nutritionist,a,Someone who advises on diet and nutrition is a nutritionist
banker,a,a,True,financial,False,economist,False,0.80078125,0.84375,0.51171875,architect,an,Someone who designs buildings and structures is an architect
broker,a,a,True,banker,False,accountant,False,0.96875,0.33984375,0.875,detective,a,Someone who investigates crimes is a detective
realtor,a,a,True,real,True,attorney,False,0.91015625,0.953125,0.515625,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
auctioneer,an,a,False,economist,False,...,False,0.87890625,0.9140625,0.263671875,physicist,a,Someone who studies matter and energy is a physicist
salesperson,a,a,True,business,False,entrepreneur,False,0.9375,0.474609375,0.9921875,roofer,a,Someone who installs and repairs roofs is a roofer
retailer,a,a,True,merchant,False,entrepreneur,False,0.9765625,0.486328125,0.92578125,analyst,an,Someone who examines data and information is an analyst
wholesaler,a,a,True,merchant,False,entrepreneur,False,0.93359375,0.37109375,0.8046875,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
inventor,an,a,False,engineer,False,researcher,False,0.88671875,0.578125,0.390625,professor,a,Someone who teaches and conducts research at universities is a professor
programmer,a,a,True,programmer,True,engineer,False,0.94921875,0.94140625,0.87109375,waiter,a,Someone who serves food in restaurants is a waiter
technician,a,a,True,technician,True,engineer,False,0.95703125,0.95703125,0.9453125,musician,a,Someone who plays instruments or composes music is a musician
operator,an,a,False,engineer,False,mach,False,0.91796875,0.9453125,0.65625,oncologist,an,Someone who treats cancer patients is an oncologist
inspector,an,a,False,inspector,True,quality,False,0.9140625,0.8671875,0.40625,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
examiner,an,a,False,evaluator,False,______,False,0.87109375,0.8671875,0.2734375,receptionist,a,Someone who greets visitors and answers phones is a receptionist
