Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
biologist,a,a,True,biologist,True,biologist,True,0.99609375,0.94140625,0.67578125,oncologist,an,Someone who treats cancer patients is an oncologist
chemist,a,a,True,chem,True,chem,True,0.99609375,0.9375,0.81640625,inspector,an,Someone who examines things for quality or compliance is an inspector
historian,a,a,True,historian,True,historian,True,0.99609375,0.9921875,0.9609375,auctioneer,an,Someone who conducts auctions is an auctioneer
psychologist,a,a,True,psychologist,True,psychologist,True,0.99609375,0.96875,0.59375,actor,an,Someone who performs in plays or movies is an actor
economist,an,a,False,economist,True,financial,False,0.48828125,0.96484375,0.74609375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
cardiologist,a,a,True,cardi,True,cardi,True,0.98828125,0.9765625,0.474609375,editor,an,Someone who reviews and revises written content is an editor
neurologist,a,a,True,neuro,True,__,False,0.99609375,0.9140625,0.201171875,inventor,an,Someone who creates new devices or processes is an inventor
pediatrician,a,a,True,pediatric,True,pediatric,True,0.99609375,1.0,0.93359375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
dermatologist,a,a,True,dermat,True,dermat,True,0.99609375,1.0,0.84375,electrician,an,Someone who installs and repairs electrical systems is an electrician
psychiatrist,a,a,True,psychiatrist,True,psychiatrist,True,0.99609375,0.62890625,0.33203125,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
radiologist,a,a,True,radi,True,radi,True,0.9765625,0.9921875,0.61328125,actor,an,Someone who performs in plays or movies is an actor
anesthesiologist,an,a,False,an,True,/an,False,0.6171875,0.99609375,0.7109375,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
oncologist,an,a,False,onc,True,doctor,False,0.99609375,1.0,0.7890625,astronomer,an,Someone who studies stars and planets is an astronomer
ophthalmologist,an,an,True,o,True,specialist,False,0.8671875,0.98828125,0.1748046875,economist,an,Someone who studies financial systems and markets is an economist
orthopedist,an,an,True,orth,True,orth,True,0.9375,1.0,0.546875,oncologist,an,Someone who treats cancer patients is an oncologist
astronomer,an,an,True,astronom,True,astronom,True,0.99609375,0.9921875,0.302734375,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
geologist,a,a,True,ge,True,ge,True,0.99609375,1.0,0.95703125,engineer,an,Someone who designs and builds technical systems is an engineer
anthropologist,an,a,False,anthrop,True,soci,False,0.91015625,0.99609375,0.98046875,accountant,an,Someone who manages financial records is an accountant
sociologist,a,a,True,soci,True,soci,True,0.9921875,0.98046875,0.7265625,artist,an,Someone who creates visual art is an artist
mathematician,a,a,True,mathematic,True,mathematic,True,0.99609375,1.0,0.9609375,engineer,an,Someone who designs and builds technical systems is an engineer
statistician,a,a,True,statistic,True,statistic,True,0.99609375,0.97265625,0.359375,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
botanist,a,a,True,bot,True,bot,True,0.98046875,1.0,0.984375,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
zoologist,a,a,True,zo,True,animal,False,0.921875,0.57421875,0.84375,operator,an,Someone who runs machinery or equipment is an operator
meteorologist,a,a,True,meteor,True,meteor,True,0.9296875,0.92578125,0.78125,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
archaeologist,an,an,True,archae,True,historian,False,0.97265625,0.9765625,0.314453125,architect,an,Someone who designs buildings and structures is an architect
linguist,a,a,True,lingu,True,lingu,True,0.98828125,0.984375,0.81640625,editor,an,Someone who reviews and revises written content is an editor
musician,a,a,True,musician,True,musician,True,0.9921875,0.99609375,0.83984375,auctioneer,an,Someone who conducts auctions is an auctioneer
artist,an,an,True,artist,True,/an,False,0.98828125,1.0,0.326171875,engineer,an,Someone who designs and builds technical systems is an engineer
sculptor,a,a,True,sculpt,True,artist,False,0.85546875,0.98828125,0.92578125,artist,an,Someone who creates visual art is an artist
dancer,a,a,True,dancer,True,ac,False,0.98046875,0.90234375,0.4140625,accountant,an,Someone who manages financial records is an accountant
actor,an,an,True,actor,True,performer,False,0.99609375,0.9921875,1.0,inventor,an,Someone who creates new devices or processes is an inventor
writer,a,a,True,writer,True,author,False,0.98046875,0.98828125,0.98828125,astronomer,an,Someone who studies stars and planets is an astronomer
poet,a,a,True,poet,True,poet,True,0.97265625,0.79296875,0.51953125,inspector,an,Someone who examines things for quality or compliance is an inspector
novelist,a,a,True,writer,False,author,False,0.8828125,0.75390625,0.90625,operator,an,Someone who runs machinery or equipment is an operator
editor,an,a,False,editor,True,editor,True,0.5390625,0.99609375,0.451171875,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
translator,a,a,True,translator,True,translator,True,0.984375,0.9921875,0.95703125,inventor,an,Someone who creates new devices or processes is an inventor
bartender,a,a,True,bartender,True,bartender,True,1.0,0.96875,0.99609375,oncologist,an,Someone who treats cancer patients is an oncologist
waiter,a,a,True,waiter,True,waiter,True,0.9921875,0.58203125,0.267578125,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,hair,False,hair,False,1.0,0.9375,0.73828125,architect,an,Someone who designs buildings and structures is an architect
tailor,a,a,True,tailor,True,tailor,True,0.9921875,0.9765625,0.74609375,examiner,an,Someone who tests or evaluates people or things is an examiner
florist,a,a,True,flor,True,flor,True,0.96484375,0.99609375,0.96875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
jeweler,a,a,True,jew,True,artisan,False,0.99609375,0.81640625,0.69921875,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,watch,True,hor,False,1.0,0.9765625,0.66796875,accountant,an,Someone who manages financial records is an accountant
locksmith,a,a,True,lock,True,locksmith,True,0.99609375,0.50390625,0.435546875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
welder,a,a,True,black,False,iron,False,1.0,0.98828125,0.55078125,engineer,an,Someone who designs and builds technical systems is an engineer
mason,a,a,True,st,False,artisan,False,0.984375,0.625,0.8828125,artist,an,Someone who creates visual art is an artist
roofer,a,a,True,ro,True,ro,True,0.98828125,0.97265625,0.5703125,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
painter,a,a,True,painter,True,painter,True,0.98046875,1.0,0.96875,editor,an,Someone who reviews and revises written content is an editor
gardener,a,a,True,gard,True,gard,True,0.97265625,0.99609375,0.77734375,inspector,an,Someone who examines things for quality or compliance is an inspector
farmer,a,a,True,farmer,True,farmer,True,0.7109375,0.98828125,0.32421875,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
fisherman,a,a,True,fish,True,ang,False,0.97265625,1.0,0.9921875,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
sailor,a,a,True,sailor,True,sailor,True,0.98828125,0.8046875,0.51171875,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
trucker,a,a,True,truck,True,truck,True,0.99609375,0.9921875,0.703125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
conductor,a,a,True,conductor,True,conductor,True,0.98828125,0.9921875,0.29296875,oncologist,an,Someone who treats cancer patients is an oncologist
judge,a,a,True,judge,True,attorney,False,0.953125,0.97265625,0.345703125,examiner,an,Someone who tests or evaluates people or things is an examiner
detective,a,a,True,detective,True,investigator,False,0.9453125,0.87890625,0.7734375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
paramedic,a,a,True,param,True,emergency,False,0.6640625,0.484375,0.7421875,examiner,an,Someone who tests or evaluates people or things is an examiner
dispatcher,a,a,True,...,False,emergency,False,0.66015625,0.1162109375,0.91796875,inspector,an,Someone who examines things for quality or compliance is an inspector
counselor,a,a,True,mentor,False,advisor,False,0.984375,0.5,0.9296875,accountant,an,Someone who manages financial records is an accountant
therapist,a,a,True,therapist,True,healer,False,0.9921875,0.224609375,0.2451171875,operator,an,Someone who runs machinery or equipment is an operator
nutritionist,a,a,True,nutrition,True,advisor,False,0.99609375,0.4140625,0.60546875,inspector,an,Someone who examines things for quality or compliance is an inspector
trainer,a,a,True,trainer,True,instructor,False,0.9921875,0.373046875,0.8984375,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
coach,a,a,True,coach,True,athletic,False,0.9921875,0.9765625,0.61328125,auctioneer,an,Someone who conducts auctions is an auctioneer
referee,a,a,True,referee,True,official,False,0.90234375,0.8984375,0.734375,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
cashier,a,a,True,cashier,True,accountant,False,0.984375,0.90234375,0.69921875,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
clerk,a,an,False,clerk,True,administrator,False,0.859375,0.3984375,0.796875,editor,an,Someone who reviews and revises written content is an editor
receptionist,a,a,True,reception,True,reception,True,0.98828125,1.0,0.29296875,artist,an,Someone who creates visual art is an artist
secretary,a,an,False,secretary,True,administrator,False,0.54296875,0.412109375,0.58984375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
manager,a,a,True,manager,True,administrator,False,0.78515625,0.5234375,0.232421875,inspector,an,Someone who examines things for quality or compliance is an inspector
supervisor,a,a,True,manager,False,overse,False,0.984375,0.388671875,0.7734375,auctioneer,an,Someone who conducts auctions is an auctioneer
consultant,a,a,True,consultant,True,expert,False,0.8359375,0.5546875,0.84765625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
analyst,an,a,False,analyst,True,data,False,0.87109375,0.93359375,0.90625,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auditor,an,an,True,accountant,False,book,False,0.98046875,0.99609375,0.8515625,architect,an,Someone who designs buildings and structures is an architect
banker,a,a,True,financial,False,accountant,False,0.9375,0.5390625,0.41796875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
broker,a,a,True,financial,False,accountant,False,0.9921875,0.64453125,0.546875,architect,an,Someone who designs buildings and structures is an architect
realtor,a,a,True,real,True,agent,False,0.98828125,0.99609375,0.9609375,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auctioneer,an,an,True,auction,True,auction,True,0.8046875,1.0,0.234375,artist,an,Someone who creates visual art is an artist
salesperson,a,a,True,merchant,False,entrepreneur,False,0.98828125,0.83984375,0.734375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
retailer,a,a,True,merchant,False,entrepreneur,False,1.0,0.66796875,0.5546875,accountant,an,Someone who manages financial records is an accountant
wholesaler,a,a,True,merchant,False,entrepreneur,False,0.96875,0.87109375,0.173828125,oncologist,an,Someone who treats cancer patients is an oncologist
inventor,an,an,True,inventor,True,designer,False,0.96875,0.66796875,0.376953125,operator,an,Someone who runs machinery or equipment is an operator
programmer,a,a,True,programmer,True,programmer,True,0.99609375,0.9609375,0.796875,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
technician,a,a,True,technician,True,engineer,False,0.4921875,0.9609375,0.9765625,oncologist,an,Someone who treats cancer patients is an oncologist
operator,an,a,False,operator,True,mechanic,False,0.88671875,0.99609375,0.443359375,examiner,an,Someone who tests or evaluates people or things is an examiner
inspector,an,a,False,inspector,True,quality,False,0.83203125,0.74609375,0.291015625,analyst,an,Someone who examines data and information is an analyst
examiner,an,a,False,evaluator,False,critic,False,0.76171875,0.55859375,0.95703125,artist,an,Someone who creates visual art is an artist
