Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
poet,a,a,True,poet,True,author,False,0.7890625,0.96875,0.51171875,inspector,an,Someone who examines things for quality or compliance is an inspector
novelist,a,a,True,writer,False,author,False,0.796875,0.8046875,0.99609375,operator,an,Someone who runs machinery or equipment is an operator
editor,an,a,False,historian,False,historian,False,0.9140625,0.33984375,0.70703125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
translator,a,an,False,translator,True,inventor,False,0.5703125,0.8359375,0.91015625,inventor,an,Someone who creates new devices or processes is an inventor
bartender,a,a,True,bartender,True,alcoholic,False,0.88671875,0.3359375,0.73828125,oncologist,an,Someone who treats cancer patients is an oncologist
waiter,a,a,True,chef,False,employee,False,0.87890625,0.91796875,0.2890625,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,stylist,False,artist,False,0.87890625,0.671875,0.76953125,architect,an,Someone who designs buildings and structures is an architect
tailor,a,a,True,tailor,True,artisan,False,0.4921875,0.9453125,0.51953125,examiner,an,Someone who tests or evaluates people or things is an examiner
florist,a,a,True,flor,True,orch,False,0.828125,0.95703125,0.1572265625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
jeweler,a,a,True,jew,True,artisan,False,0.6015625,0.78515625,0.87109375,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,watch,True,engineer,False,0.54296875,0.328125,0.373046875,accountant,an,Someone who manages financial records is an accountant
locksmith,a,a,True,locksmith,True,engineer,False,0.765625,0.443359375,0.703125,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
welder,a,a,True,metal,False,engineer,False,0.51953125,0.2314453125,0.9453125,engineer,an,Someone who designs and builds technical systems is an engineer
mason,a,a,True,sculpt,False,artisan,False,0.49609375,0.1962890625,0.56640625,artist,an,Someone who creates visual art is an artist
roofer,a,a,True,carp,False,engineer,False,0.78515625,0.330078125,0.58984375,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
painter,a,an,False,painter,True,artist,False,0.5234375,0.9609375,0.97265625,editor,an,Someone who reviews and revises written content is an editor
gardener,a,a,True,gard,True,h,False,0.80859375,0.9140625,0.494140625,inspector,an,Someone who examines things for quality or compliance is an inspector
farmer,a,a,True,farmer,True,agricultural,False,0.90625,0.96484375,0.50390625,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
fisherman,a,a,True,fish,True,ang,False,0.80078125,0.76953125,0.73046875,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
sailor,a,a,True,se,False,archae,False,0.671875,0.166015625,0.3515625,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
trucker,a,a,True,truck,True,economist,False,0.88671875,0.8671875,0.298828125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
conductor,a,a,True,conductor,True,engineer,False,0.51171875,0.6015625,0.2890625,oncologist,an,Someone who treats cancer patients is an oncologist
judge,a,a,True,judge,True,attorney,False,0.76953125,0.9453125,0.1669921875,examiner,an,Someone who tests or evaluates people or things is an examiner
detective,a,a,True,detective,True,investigator,False,0.734375,0.50390625,0.76953125,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
paramedic,a,an,False,nurse,False,emergency,False,0.546875,0.408203125,0.6875,examiner,an,Someone who tests or evaluates people or things is an examiner
dispatcher,a,an,False,coordinator,False,emergency,False,0.609375,0.1708984375,0.70703125,inspector,an,Someone who examines things for quality or compliance is an inspector
counselor,a,a,True,counselor,True,advisor,False,0.71484375,0.51953125,0.322265625,accountant,an,Someone who manages financial records is an accountant
therapist,a,a,True,therapist,True,operator,False,0.8203125,0.2578125,0.40625,operator,an,Someone who runs machinery or equipment is an operator
nutritionist,a,a,True,nutrition,True,expert,False,0.92578125,0.46484375,0.6015625,inspector,an,Someone who examines things for quality or compliance is an inspector
trainer,a,a,True,fitness,False,instructor,False,0.78125,0.2197265625,0.27734375,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
coach,a,a,True,coach,True,instructor,False,0.61328125,0.8984375,0.412109375,auctioneer,an,Someone who conducts auctions is an auctioneer
referee,a,a,True,coach,False,athlete,False,0.8203125,0.48046875,0.4453125,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
cashier,a,a,True,cashier,True,accountant,False,0.95703125,0.3046875,0.57421875,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
clerk,a,an,False,manager,False,administrator,False,0.74609375,0.2890625,0.671875,editor,an,Someone who reviews and revises written content is an editor
receptionist,a,a,True,person,False,artist,False,0.7734375,0.1767578125,0.53515625,artist,an,Someone who creates visual art is an artist
secretary,a,an,False,manager,False,administrator,False,0.5078125,0.462890625,0.6796875,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
manager,a,a,True,manager,True,operations,False,0.61328125,0.765625,0.404296875,inspector,an,Someone who examines things for quality or compliance is an inspector
supervisor,a,a,True,labor,False,overse,False,0.84375,0.41015625,0.158203125,auctioneer,an,Someone who conducts auctions is an auctioneer
consultant,a,an,False,doctor,False,o,False,0.498046875,0.2353515625,0.55859375,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
analyst,an,a,False,information,False,data,False,0.64453125,0.5390625,0.75,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auditor,an,a,False,accountant,False,financial,False,0.76171875,0.48046875,0.78125,architect,an,Someone who designs buildings and structures is an architect
banker,a,a,True,bank,True,economist,False,0.61328125,0.421875,0.2138671875,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
broker,a,a,True,financial,False,accountant,False,0.88671875,0.498046875,0.466796875,architect,an,Someone who designs buildings and structures is an architect
realtor,a,a,True,real,True,economist,False,0.86328125,0.97265625,0.369140625,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
auctioneer,an,an,True,auction,True,seller,False,0.625,0.81640625,0.21484375,artist,an,Someone who creates visual art is an artist
salesperson,a,a,True,business,False,entrepreneur,False,0.80859375,0.62890625,0.92578125,orthopedist,an,Someone who treats bone and joint problems is an orthopedist
retailer,a,a,True,business,False,entrepreneur,False,0.90234375,0.11376953125,0.3828125,accountant,an,Someone who manages financial records is an accountant
wholesaler,a,a,True,business,False,entrepreneur,False,0.77734375,0.28125,0.6953125,oncologist,an,Someone who treats cancer patients is an oncologist
inventor,an,a,False,engineer,False,designer,False,0.640625,0.46484375,0.55859375,operator,an,Someone who runs machinery or equipment is an operator
programmer,a,a,True,programmer,True,engineer,False,0.88671875,0.49609375,0.83203125,anthropologist,an,Someone who studies human cultures and societies is an anthropologist
technician,a,a,True,technician,True,engineer,False,0.65234375,0.89453125,0.93359375,oncologist,an,Someone who treats cancer patients is an oncologist
operator,an,an,True,operator,True,technician,False,0.80078125,0.48046875,0.45703125,examiner,an,Someone who tests or evaluates people or things is an examiner
inspector,an,a,False,auditor,False,quality,False,0.671875,0.91015625,0.3671875,analyst,an,Someone who examines data and information is an analyst
examiner,an,a,False,evaluator,False,test,False,0.640625,0.5859375,0.25390625,artist,an,Someone who creates visual art is an artist
