prompt,animal,original,subtracted,number,answer,name,original_are_prob,original_is_prob,zeroed_are_prob,zeroed_is_prob,multiplied_are_prob,multiplied_is_prob,selected_nodes_count
"At first there were 5 lions. Then, 4 went away. Now, there",lions,5,4,1,is,lions-5-4,0.005218505859375,0.9921875,0.984375,0.0140380859375,3.390014171600342e-07,0.9765625,15
"At first there were 6 horses. Then, 5 went away. Now, there",horses,6,5,1,is,horses-6-5,0.00970458984375,0.98828125,0.99609375,0.001922607421875,1.424923539161682e-07,0.984375,18
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,1,is,tigers-7-6,0.0021820068359375,0.99609375,0.98828125,0.00970458984375,1.7974525690078735e-07,0.96484375,17
"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,1,is,sheep-3-2,0.02587890625,0.96875,0.984375,0.0140380859375,1.1995434761047363e-06,0.9921875,13
"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,1,is,cows-7-6,0.0035858154296875,0.9921875,0.99609375,0.003173828125,9.778887033462524e-08,0.984375,17
"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,1,is,giraffes-9-8,0.0027923583984375,0.99609375,0.99609375,0.0035858154296875,1.210719347000122e-07,0.953125,18
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,1,is,tigers-2-1,0.146484375,0.84375,0.96875,0.0291748046875,3.725290298461914e-06,1.0,12
"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,1,is,dogs-3-2,0.01092529296875,0.984375,0.94921875,0.04736328125,1.735985279083252e-06,0.98828125,13
"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,1,is,horses-2-1,0.02587890625,0.96875,0.87890625,0.11865234375,6.48200511932373e-07,1.0,14
"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,1,is,cats-7-6,0.00116729736328125,0.99609375,0.9609375,0.037353515625,6.752088665962219e-08,0.984375,18
"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,1,is,tigers-9-8,0.0031585693359375,0.9921875,0.98828125,0.00970458984375,2.2351741790771484e-07,0.94140625,17
"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,1,is,lions-4-3,0.0021820068359375,0.99609375,0.90234375,0.09521484375,6.370246410369873e-07,0.984375,15
"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,1,is,cows-8-7,0.00457763671875,0.98828125,0.9921875,0.004058837890625,1.2293457984924316e-07,0.9609375,18
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,1,is,tigers-4-3,0.01092529296875,0.984375,0.9921875,0.006683349609375,6.370246410369873e-07,0.984375,15
"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,8,7,1,is,giraffes-8-7,0.00102996826171875,0.99609375,0.9921875,0.006683349609375,5.122274160385132e-08,0.9609375,18
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,2,1,1,is,rabbits-2-1,0.06689453125,0.92578125,0.9609375,0.037109375,2.250075340270996e-06,1.0,12
"At first there were 9 lions. Then, 8 went away. Now, there",lions,9,8,1,is,lions-9-8,0.0096435546875,0.984375,0.984375,0.010986328125,2.551823854446411e-07,0.9453125,17
"At first there were 2 cows. Then, 1 went away. Now, there",cows,2,1,1,is,cows-2-1,0.037109375,0.95703125,0.921875,0.07568359375,1.0654330253601074e-06,1.0,12
"At first there were 9 sheep. Then, 8 went away. Now, there",sheep,9,8,1,is,sheep-9-8,0.0016937255859375,0.9921875,0.91796875,0.07568359375,1.0989606380462646e-07,0.9765625,17
"At first there were 9 cats. Then, 8 went away. Now, there",cats,9,8,1,is,cats-9-8,0.0027923583984375,0.99609375,0.9609375,0.037353515625,1.4156103134155273e-07,0.9765625,17
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,4,3,1,is,giraffes-4-3,0.004608154296875,0.9921875,0.99609375,0.004058837890625,5.62518835067749e-07,0.984375,14
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,7,6,1,is,giraffes-7-6,0.001495361328125,0.99609375,0.9921875,0.005218505859375,1.3969838619232178e-07,0.96484375,16
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,5,4,1,is,rabbits-5-4,0.0140380859375,0.984375,0.99609375,0.003173828125,3.0174851417541504e-07,0.98828125,15
"At first there were 4 horses. Then, 3 went away. Now, there",horses,4,3,1,is,horses-4-3,0.000553131103515625,1.0,0.77734375,0.22265625,2.6635825634002686e-07,0.98828125,16
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,3,2,1,is,elephants-3-2,0.005218505859375,0.9921875,0.921875,0.07568359375,6.444752216339111e-07,0.9921875,14
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,6,5,1,is,tigers-6-5,0.00970458984375,0.98828125,0.99609375,0.001922607421875,2.337619662284851e-07,0.98046875,18
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,7,6,1,is,dogs-7-6,0.00080108642578125,0.99609375,0.96875,0.029296875,4.6100467443466187e-08,0.98046875,17
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,6,5,1,is,sheep-6-5,0.015869140625,0.98046875,0.99609375,0.001922607421875,1.434236764907837e-07,0.9921875,18
"At first there were 5 cats. Then, 4 went away. Now, there",cats,5,4,1,is,cats-5-4,0.00131988525390625,0.99609375,0.921875,0.07568359375,1.103617250919342e-07,0.98046875,16
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,3,2,1,is,rabbits-3-2,0.037109375,0.95703125,0.98828125,0.00970458984375,1.5422701835632324e-06,0.9921875,13
"At first there were 8 lions. Then, 7 went away. Now, there",lions,8,7,1,is,lions-8-7,0.002777099609375,0.98828125,0.95703125,0.037109375,1.210719347000122e-07,0.9453125,18
"At first there were 2 dogs. Then, 1 went away. Now, there",dogs,2,1,1,is,dogs-2-1,0.032958984375,0.9609375,0.8984375,0.0947265625,1.7508864402770996e-06,0.99609375,12
"At first there were 3 horses. Then, 2 went away. Now, there",horses,3,2,1,is,horses-3-2,0.004608154296875,0.9921875,0.87890625,0.119140625,5.662441253662109e-07,0.9921875,13
"At first there were 8 cats. Then, 7 went away. Now, there",cats,8,7,1,is,cats-8-7,0.0003795623779296875,0.99609375,0.84765625,0.1474609375,5.145557224750519e-08,0.96875,19
"At first there were 6 lions. Then, 5 went away. Now, there",lions,6,5,1,is,lions-6-5,0.010986328125,0.984375,0.99609375,0.002471923828125,2.3469328880310059e-07,0.984375,18
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,2,1,1,is,sheep-2-1,0.09521484375,0.90234375,0.94921875,0.04736328125,2.562999725341797e-06,1.0,12
"At first there were 4 cows. Then, 3 went away. Now, there",cows,4,3,1,is,cows-4-3,0.005218505859375,0.9921875,0.98828125,0.010986328125,4.414469003677368e-07,0.9921875,15
"At first there were 8 tigers. Then, 7 went away. Now, there",tigers,8,7,1,is,tigers-8-7,0.0016937255859375,0.9921875,0.984375,0.0140380859375,1.3597309589385986e-07,0.94140625,20
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,8,7,1,is,sheep-8-7,0.000797271728515625,0.9921875,0.9453125,0.047119140625,5.8906152844429016e-08,0.9765625,18
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,9,8,1,is,dogs-9-8,0.0035858154296875,0.9921875,0.9765625,0.02294921875,1.3969838619232178e-07,0.96875,16
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,5,4,1,is,elephants-5-4,0.0002956390380859375,1.0,0.81640625,0.181640625,1.103617250919342e-07,0.98046875,17
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,3,2,1,is,tigers-3-2,0.05322265625,0.94140625,0.9921875,0.007568359375,1.1995434761047363e-06,0.9921875,12
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,4,3,1,is,elephants-4-3,0.000335693359375,1.0,0.77734375,0.22265625,2.6635825634002686e-07,0.98828125,17
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,2,1,1,is,giraffes-2-1,0.181640625,0.81640625,0.9921875,0.006683349609375,2.2649765014648438e-06,1.0,12
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,2,1,1,is,elephants-2-1,0.07568359375,0.921875,0.9609375,0.037353515625,2.250075340270996e-06,1.0,11
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,5,4,1,is,tigers-5-4,0.0228271484375,0.97265625,0.99609375,0.00131988525390625,2.6635825634002686e-07,0.984375,16
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,7,6,1,is,sheep-7-6,0.00080108642578125,0.99609375,0.9375,0.059814453125,1.0943040251731873e-07,0.97265625,18
"At first there were 3 cows. Then, 2 went away. Now, there",cows,3,2,1,is,cows-3-2,0.0140380859375,0.984375,0.98046875,0.0179443359375,9.387731552124023e-07,0.99609375,13
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,5,4,1,is,dogs-5-4,0.00102996826171875,0.99609375,0.90234375,0.09521484375,1.4062970876693726e-07,0.96875,14
"At first there were 2 lions. Then, 1 went away. Now, there",lions,2,1,1,is,lions-2-1,0.181640625,0.8125,0.98046875,0.0179443359375,4.76837158203125e-06,1.0,12
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,5,4,1,is,sheep-5-4,0.01239013671875,0.984375,0.99609375,0.004058837890625,2.076849341392517e-07,0.984375,16
"At first there were 5 cows. Then, 4 went away. Now, there",cows,5,4,1,is,cows-5-4,0.0947265625,0.90234375,1.0,0.0001583099365234375,3.91155481338501e-07,0.9921875,15
"At first there were 9 cows. Then, 8 went away. Now, there",cows,9,8,1,is,cows-9-8,0.0595703125,0.93359375,1.0,0.0002613067626953125,2.076849341392517e-07,0.98828125,16
"At first there were 7 horses. Then, 6 went away. Now, there",horses,7,6,1,is,horses-7-6,0.000179290771484375,0.99609375,0.7265625,0.267578125,7.497146725654602e-08,0.96484375,18
"At first there were 7 lions. Then, 6 went away. Now, there",lions,7,6,1,is,lions-7-6,0.003570556640625,0.9921875,0.98046875,0.0179443359375,9.73232090473175e-08,0.98046875,18
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,7,6,1,is,elephants-7-6,0.0001087188720703125,0.99609375,0.73046875,0.267578125,4.0745362639427185e-08,0.984375,18
"At first there were 3 cats. Then, 2 went away. Now, there",cats,3,2,1,is,cats-3-2,0.0179443359375,0.9765625,0.98046875,0.0179443359375,1.5422701835632324e-06,0.9921875,14
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,6,5,1,is,giraffes-6-5,0.01239013671875,0.984375,1.0,0.000335693359375,1.6205012798309326e-07,0.98828125,17
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,7,6,1,is,rabbits-7-6,0.00131988525390625,0.99609375,0.97265625,0.02294921875,1.2200325727462769e-07,0.95703125,17
"At first there were 4 cats. Then, 3 went away. Now, there",cats,4,3,1,is,cats-4-3,0.0021820068359375,0.99609375,0.921875,0.07568359375,5.62518835067749e-07,0.984375,13
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,9,8,1,is,rabbits-9-8,0.00131988525390625,0.99609375,0.9609375,0.037109375,9.546056389808655e-08,0.9609375,18
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,4,3,1,is,sheep-4-3,0.005218505859375,0.9921875,0.98046875,0.0179443359375,3.03611159324646e-07,0.9921875,15
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,6,5,1,is,rabbits-6-5,0.015869140625,0.98046875,0.99609375,0.00116729736328125,2.3469328880310059e-07,0.984375,17
"At first there were 6 cows. Then, 5 went away. Now, there",cows,6,5,1,is,cows-6-5,0.059814453125,0.93359375,1.0,0.00014019012451171875,1.434236764907837e-07,0.9921875,15
"At first there were 9 horses. Then, 8 went away. Now, there",horses,9,8,1,is,horses-9-8,0.001922607421875,0.99609375,0.9765625,0.02294921875,6.752088665962219e-08,0.984375,17
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,8,7,1,is,dogs-8-7,0.0003337860107421875,0.99609375,0.875,0.11865234375,5.774199962615967e-08,0.95703125,18
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,5,4,1,is,giraffes-5-4,0.032958984375,0.96484375,1.0,0.0002613067626953125,2.682209014892578e-07,0.9921875,15
"At first there were 5 dogs. Then, 3 went away. Now, there",dogs,5,3,2,are,dogs-5-3,1.0,5.3085386753082275e-08,1.0,4.1443854570388794e-08,1.0,8.754432201385498e-08,11
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,9,4,5,are,elephants-9-4,1.0,1.0477378964424133e-08,1.0,1.525040715932846e-08,1.0,4.3655745685100555e-09,11
"At first there were 8 horses. Then, 2 went away. Now, there",horses,8,2,6,are,horses-8-2,1.0,1.6079866327345371e-09,1.0,1.8189894035458565e-09,1.0,9.74978320300579e-10,6
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,6,2,4,are,sheep-6-2,1.0,8.149072527885437e-09,1.0,1.0477378964424133e-08,1.0,2.3283064365386963e-09,10
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,7,5,2,are,tigers-7-5,1.0,4.6798959374427795e-08,1.0,3.655441105365753e-08,1.0,1.4435499906539917e-07,8
"At first there were 6 cats. Then, 4 went away. Now, there",cats,6,4,2,are,cats-6-4,1.0,7.188646122813225e-09,1.0,5.617039278149605e-09,1.0,1.7229467630386353e-08,9
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,6,1,5,are,tigers-6-1,1.0,1.7229467630386353e-08,1.0,1.525040715932846e-08,1.0,2.514570951461792e-08,8
"At first there were 6 cows. Then, 2 went away. Now, there",cows,6,2,4,are,cows-6-2,1.0,4.94765117764473e-09,1.0,7.188646122813225e-09,1.0,1.8189894035458565e-09,10
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,5,2,3,are,tigers-5-2,1.0,1.3445969671010971e-08,1.0,6.344635039567947e-09,1.0,6.845220923423767e-08,11
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,8,1,7,are,tigers-8-1,1.0,7.188646122813225e-09,1.0,7.188646122813225e-09,1.0,3.841705620288849e-09,8
"At first there were 9 cows. Then, 5 went away. Now, there",cows,9,5,4,are,cows-9-5,1.0,1.525040715932846e-08,1.0,1.955777406692505e-08,1.0,8.149072527885437e-09,8
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,6,3,3,are,elephants-6-3,1.0,1.1874362826347351e-08,1.0,5.617039278149605e-09,1.0,3.9301812648773193e-07,10
"At first there were 9 cows. Then, 6 went away. Now, there",cows,9,6,3,are,cows-9-6,1.0,2.8405338525772095e-08,1.0,1.1874362826347351e-08,1.0,3.0547380447387695e-07,8
"At first there were 7 cows. Then, 4 went away. Now, there",cows,7,4,3,are,cows-7-4,1.0,1.1874362826347351e-08,1.0,8.149072527885437e-09,1.0,2.8405338525772095e-08,9
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,7,5,2,are,dogs-7-5,1.0,1.955777406692505e-08,1.0,1.525040715932846e-08,1.0,4.6798959374427795e-08,7
"At first there were 7 cows. Then, 5 went away. Now, there",cows,7,5,2,are,cows-7-5,1.0,3.213062882423401e-08,1.0,2.514570951461792e-08,1.0,9.918585419654846e-08,7
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,7,1,6,are,rabbits-7-1,1.0,7.188646122813225e-09,1.0,6.344635039567947e-09,1.0,6.344635039567947e-09,4
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,6,1,5,are,elephants-6-1,1.0,1.0477378964424133e-08,1.0,9.255018085241318e-09,1.0,1.3445969671010971e-08,7
"At first there were 6 lions. Then, 2 went away. Now, there",lions,6,2,4,are,lions-6-2,1.0,3.4051481634378433e-09,1.0,6.344635039567947e-09,1.0,1.418811734765768e-09,9
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,4,2,2,are,tigers-4-2,1.0,1.1874362826347351e-08,1.0,1.3445969671010971e-08,1.0,1.1874362826347351e-08,10
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,7,1,6,are,sheep-7-1,1.0,8.149072527885437e-09,1.0,1.1874362826347351e-08,1.0,8.149072527885437e-09,3
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,8,2,6,are,sheep-8-2,1.0,4.94765117764473e-09,1.0,4.94765117764473e-09,1.0,3.4051481634378433e-09,3
"At first there were 7 cows. Then, 1 went away. Now, there",cows,7,1,6,are,cows-7-1,1.0,4.94765117764473e-09,1.0,6.344635039567947e-09,1.0,3.4051481634378433e-09,5
"At first there were 7 horses. Then, 5 went away. Now, there",horses,7,5,2,are,horses-7-5,1.0,4.6798959374427795e-08,1.0,3.213062882423401e-08,1.0,1.2759119272232056e-07,7
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,8,4,4,are,dogs-8-4,1.0,1.6079866327345371e-09,1.0,2.9976945370435715e-09,1.0,9.74978320300579e-10,11
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,9,1,8,are,rabbits-9-1,1.0,7.188646122813225e-09,1.0,1.0477378964424133e-08,1.0,5.617039278149605e-09,5
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,7,3,4,are,rabbits-7-3,1.0,1.525040715932846e-08,1.0,1.7229467630386353e-08,1.0,8.149072527885437e-09,6
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,8,5,3,are,rabbits-8-5,1.0,3.213062882423401e-08,1.0,1.525040715932846e-08,1.0,1.6391277313232422e-07,11
"At first there were 8 cows. Then, 6 went away. Now, there",cows,8,6,2,are,cows-8-6,1.0,1.1874362826347351e-08,1.0,7.188646122813225e-09,1.0,3.213062882423401e-08,7
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,9,5,4,are,sheep-9-5,1.0,2.8405338525772095e-08,1.0,3.655441105365753e-08,1.0,1.7229467630386353e-08,9
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,8,3,5,are,dogs-8-3,1.0,3.4051481634378433e-09,1.0,5.617039278149605e-09,1.0,7.566995918750763e-10,11
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,9,7,2,are,elephants-9-7,1.0,6.007030606269836e-08,1.0,6.845220923423767e-08,1.0,1.6391277313232422e-07,10
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,5,2,3,are,rabbits-5-2,1.0,2.2118911147117615e-08,1.0,9.255018085241318e-09,1.0,1.6391277313232422e-07,13
"At first there were 9 cows. Then, 1 went away. Now, there",cows,9,1,8,are,cows-9-1,1.0,3.841705620288849e-09,1.0,4.3655745685100555e-09,1.0,3.841705620288849e-09,4
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,5,1,4,are,tigers-5-1,1.0,1.0477378964424133e-08,1.0,2.2118911147117615e-08,1.0,2.648448571562767e-09,14
"At first there were 4 dogs. Then, 2 went away. Now, there",dogs,4,2,2,are,dogs-4-2,1.0,6.344635039567947e-09,1.0,1.0477378964424133e-08,1.0,9.255018085241318e-09,14
"At first there were 9 cats. Then, 2 went away. Now, there",cats,9,2,7,are,cats-9-2,1.0,7.188646122813225e-09,1.0,7.188646122813225e-09,1.0,1.1874362826347351e-08,9
"At first there were 9 cats. Then, 4 went away. Now, there",cats,9,4,5,are,cats-9-4,1.0,7.188646122813225e-09,1.0,1.0477378964424133e-08,1.0,2.3283064365386963e-09,10
"At first there were 8 lions. Then, 1 went away. Now, there",lions,8,1,7,are,lions-8-1,1.0,4.94765117764473e-09,1.0,5.617039278149605e-09,1.0,3.4051481634378433e-09,7
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,6,3,3,are,giraffes-6-3,1.0,1.3445969671010971e-08,1.0,4.94765117764473e-09,1.0,3.9301812648773193e-07,10
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,9,3,6,are,rabbits-9-3,1.0,1.0477378964424133e-08,1.0,1.0477378964424133e-08,1.0,1.1874362826347351e-08,6
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,7,3,4,are,sheep-7-3,1.0,9.255018085241318e-09,1.0,1.3445969671010971e-08,1.0,5.587935447692871e-09,6
"At first there were 7 horses. Then, 4 went away. Now, there",horses,7,4,3,are,horses-7-4,1.0,9.255018085241318e-09,1.0,6.344635039567947e-09,1.0,2.2118911147117615e-08,9
"At first there were 6 lions. Then, 3 went away. Now, there",lions,6,3,3,are,lions-6-3,1.0,1.7229467630386353e-08,1.0,7.188646122813225e-09,1.0,5.029141902923584e-07,10
"At first there were 3 cows. Then, 1 went away. Now, there",cows,3,1,2,are,cows-3-1,1.0,3.655441105365753e-08,1.0,1.126900315284729e-07,1.0,8.149072527885437e-09,16
"At first there were 9 horses. Then, 1 went away. Now, there",horses,9,1,8,are,horses-9-1,1.0,7.188646122813225e-09,1.0,5.617039278149605e-09,1.0,5.617039278149605e-09,5
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,3,1,2,are,giraffes-3-1,1.0,3.213062882423401e-08,1.0,6.845220923423767e-08,1.0,8.149072527885437e-09,14
"At first there were 6 cats. Then, 1 went away. Now, there",cats,6,1,5,are,cats-6-1,1.0,8.149072527885437e-09,1.0,6.344635039567947e-09,1.0,1.0477378964424133e-08,8
"At first there were 8 horses. Then, 1 went away. Now, there",horses,8,1,7,are,horses-8-1,1.0,5.617039278149605e-09,1.0,8.149072527885437e-09,1.0,3.841705620288849e-09,7
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,8,3,5,are,rabbits-8-3,1.0,1.3445969671010971e-08,1.0,1.7229467630386353e-08,1.0,2.3283064365386963e-09,10
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,3,1,2,are,elephants-3-1,1.0,4.6798959374427795e-08,1.0,1.4435499906539917e-07,1.0,1.0477378964424133e-08,15
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,3,1,2,are,rabbits-3-1,1.0,7.729977369308472e-08,1.0,2.1047890186309814e-07,1.0,1.525040715932846e-08,14
"At first there were 9 cats. Then, 5 went away. Now, there",cats,9,5,4,are,cats-9-5,1.0,1.0477378964424133e-08,1.0,1.3445969671010971e-08,1.0,5.617039278149605e-09,10
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,7,4,3,are,elephants-7-4,1.0,8.149072527885437e-09,1.0,6.344635039567947e-09,1.0,2.2118911147117615e-08,13
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,6,2,4,are,tigers-6-2,1.0,6.344635039567947e-09,1.0,1.3445969671010971e-08,1.0,1.6079866327345371e-09,12
"At first there were 8 cats. Then, 5 went away. Now, there",cats,8,5,3,are,cats-8-5,1.0,9.255018085241318e-09,1.0,4.94765117764473e-09,1.0,1.126900315284729e-07,13
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,4,2,2,are,elephants-4-2,1.0,9.255018085241318e-09,1.0,1.3445969671010971e-08,1.0,9.255018085241318e-09,11
"At first there were 9 lions. Then, 5 went away. Now, there",lions,9,5,4,are,lions-9-5,1.0,1.1874362826347351e-08,1.0,1.525040715932846e-08,1.0,6.344635039567947e-09,10
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,8,2,6,are,giraffes-8-2,1.0,2.648448571562767e-09,1.0,3.841705620288849e-09,1.0,1.6079866327345371e-09,4
"At first there were 5 cats. Then, 3 went away. Now, there",cats,5,3,2,are,cats-5-3,1.0,5.3085386753082275e-08,1.0,3.213062882423401e-08,1.0,7.729977369308472e-08,10
"At first there were 7 lions. Then, 3 went away. Now, there",lions,7,3,4,are,lions-7-3,1.0,6.344635039567947e-09,1.0,9.255018085241318e-09,1.0,2.3283064365386963e-09,8
"At first there were 7 horses. Then, 1 went away. Now, there",horses,7,1,6,are,horses-7-1,1.0,8.149072527885437e-09,1.0,8.149072527885437e-09,1.0,5.587935447692871e-09,5
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,9,6,3,are,giraffes-9-6,1.0,3.213062882423401e-08,1.0,1.1874362826347351e-08,1.0,4.4517219066619873e-07,11
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,5,2,3,are,giraffes-5-2,1.0,8.149072527885437e-09,1.0,4.94765117764473e-09,1.0,6.007030606269836e-08,11
"At first there were 8 cats. Then, 1 went away. Now, there",cats,8,1,7,are,cats-8-1,1.0,2.648448571562767e-09,1.0,2.648448571562767e-09,1.0,1.1059455573558807e-09,9
"At first there were 7 cats. Then, 1 went away. Now, there",cats,7,1,6,are,cats-7-1,1.0,3.841705620288849e-09,1.0,4.3655745685100555e-09,1.0,2.648448571562767e-09,7
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,8,3,5,are,tigers-8-3,1.0,5.617039278149605e-09,1.0,8.149072527885437e-09,1.0,9.74978320300579e-10,9
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,6,4,2,are,dogs-6-4,1.0,7.188646122813225e-09,1.0,6.344635039567947e-09,1.0,1.525040715932846e-08,9
"At first there were 8 cats. Then, 2 went away. Now, there",cats,8,2,6,are,cats-8-2,1.0,1.6079866327345371e-09,1.0,2.066371962428093e-09,1.0,7.566995918750763e-10,8
