prompt,animal,original,subtracted,number,answer,name,original_are_prob,original_is_prob,zeroed_are_prob,zeroed_is_prob,multiplied_are_prob,multiplied_is_prob,selected_nodes_count
"At first there were 7 tigers. Then, 6 went away. Now, there",tigers,7,6,1,is,tigers-7-6,1.0,1.8533319234848022e-07,1.0,4.1443854570388794e-08,1.0,0.000335693359375,5
"At first there were 3 sheep. Then, 2 went away. Now, there",sheep,3,2,1,is,sheep-3-2,0.98046875,0.0179443359375,1.0,1.996755599975586e-06,2.2649765014648438e-06,1.0,4
"At first there were 7 cows. Then, 6 went away. Now, there",cows,7,6,1,is,cows-7-6,1.0,6.344635039567947e-09,1.0,3.4051481634378433e-09,1.0,8.754432201385498e-08,3
"At first there were 9 giraffes. Then, 8 went away. Now, there",giraffes,9,8,1,is,giraffes-9-8,1.0,2.066371962428093e-09,1.0,1.1059455573558807e-09,1.0,1.7229467630386353e-08,1
"At first there were 2 tigers. Then, 1 went away. Now, there",tigers,2,1,1,is,tigers-2-1,0.94140625,0.06005859375,1.0,8.487701416015625e-05,1.996755599975586e-06,1.0,5
"At first there were 3 dogs. Then, 2 went away. Now, there",dogs,3,2,1,is,dogs-3-2,0.99609375,0.004058837890625,1.0,2.2649765014648438e-06,2.2649765014648438e-06,1.0,4
"At first there were 2 horses. Then, 1 went away. Now, there",horses,2,1,1,is,horses-2-1,0.99609375,0.002471923828125,1.0,3.123283386230469e-05,0.00014019012451171875,1.0,4
"At first there were 7 cats. Then, 6 went away. Now, there",cats,7,6,1,is,cats-7-6,1.0,8.754432201385498e-08,1.0,3.655441105365753e-08,1.0,2.2649765014648438e-06,3
"At first there were 9 tigers. Then, 8 went away. Now, there",tigers,9,8,1,is,tigers-9-8,1.0,2.1047890186309814e-07,1.0,4.6798959374427795e-08,1.0,0.000553131103515625,5
"At first there were 4 lions. Then, 3 went away. Now, there",lions,4,3,1,is,lions-4-3,1.0,3.9301812648773193e-07,1.0,7.729977369308472e-08,0.99609375,0.005218505859375,4
"At first there were 8 cows. Then, 7 went away. Now, there",cows,8,7,1,is,cows-8-7,1.0,5.617039278149605e-09,1.0,3.4051481634378433e-09,1.0,6.845220923423767e-08,2
"At first there were 4 tigers. Then, 3 went away. Now, there",tigers,4,3,1,is,tigers-4-3,1.0,1.0132789611816406e-05,1.0,1.126900315284729e-07,4.5299530029296875e-05,1.0,5
"At first there were 8 giraffes. Then, 7 went away. Now, there",giraffes,8,7,1,is,giraffes-8-7,1.0,6.344635039567947e-09,1.0,2.9976945370435715e-09,1.0,3.655441105365753e-08,1
"At first there were 2 rabbits. Then, 1 went away. Now, there",rabbits,2,1,1,is,rabbits-2-1,1.0,1.150369644165039e-05,1.0,2.2649765014648438e-06,0.984375,0.0140380859375,4
"At first there were 9 lions. Then, 8 went away. Now, there",lions,9,8,1,is,lions-9-8,1.0,1.126900315284729e-07,1.0,4.6798959374427795e-08,1.0,2.562999725341797e-06,3
"At first there were 2 cows. Then, 1 went away. Now, there",cows,2,1,1,is,cows-2-1,1.0,0.000553131103515625,1.0,1.0132789611816406e-05,0.0002613067626953125,1.0,4
"At first there were 9 sheep. Then, 8 went away. Now, there",sheep,9,8,1,is,sheep-9-8,1.0,4.94765117764473e-09,1.0,2.9976945370435715e-09,1.0,8.754432201385498e-08,1
"At first there were 9 cats. Then, 8 went away. Now, there",cats,9,8,1,is,cats-9-8,1.0,5.699694156646729e-07,1.0,1.4435499906539917e-07,1.0,0.000804901123046875,5
"At first there were 4 giraffes. Then, 3 went away. Now, there",giraffes,4,3,1,is,giraffes-4-3,1.0,1.3445969671010971e-08,1.0,1.0477378964424133e-08,1.0,5.3085386753082275e-08,2
"At first there were 7 giraffes. Then, 6 went away. Now, there",giraffes,7,6,1,is,giraffes-7-6,1.0,2.648448571562767e-09,1.0,1.8189894035458565e-09,1.0,1.955777406692505e-08,1
"At first there were 5 rabbits. Then, 4 went away. Now, there",rabbits,5,4,1,is,rabbits-5-4,1.0,2.8405338525772095e-08,1.0,1.525040715932846e-08,1.0,3.46451997756958e-07,2
"At first there were 4 horses. Then, 3 went away. Now, there",horses,4,3,1,is,horses-4-3,1.0,3.46451997756958e-07,1.0,4.6798959374427795e-08,0.96875,0.029296875,3
"At first there were 3 elephants. Then, 2 went away. Now, there",elephants,3,2,1,is,elephants-3-2,1.0,0.0001583099365234375,1.0,1.996755599975586e-06,0.00012302398681640625,1.0,4
"At first there were 6 tigers. Then, 5 went away. Now, there",tigers,6,5,1,is,tigers-6-5,1.0,5.699694156646729e-07,1.0,6.845220923423767e-08,0.62109375,0.376953125,5
"At first there were 7 dogs. Then, 6 went away. Now, there",dogs,7,6,1,is,dogs-7-6,1.0,4.94765117764473e-09,1.0,3.4051481634378433e-09,1.0,2.514570951461792e-08,1
"At first there were 6 sheep. Then, 5 went away. Now, there",sheep,6,5,1,is,sheep-6-5,1.0,3.841705620288849e-09,1.0,1.8189894035458565e-09,1.0,3.213062882423401e-08,2
"At first there were 5 cats. Then, 4 went away. Now, there",cats,5,4,1,is,cats-5-4,1.0,1.0654330253601074e-06,1.0,9.918585419654846e-08,0.77734375,0.22265625,4
"At first there were 3 rabbits. Then, 2 went away. Now, there",rabbits,3,2,1,is,rabbits-3-2,1.0,0.00020313262939453125,1.0,7.338821887969971e-07,2.753734588623047e-05,1.0,4
"At first there were 8 lions. Then, 7 went away. Now, there",lions,8,7,1,is,lions-8-7,1.0,5.3085386753082275e-08,1.0,1.955777406692505e-08,1.0,1.55717134475708e-06,3
"At first there were 2 dogs. Then, 1 went away. Now, there",dogs,2,1,1,is,dogs-2-1,0.9765625,0.02294921875,1.0,0.0001583099365234375,1.4722347259521484e-05,1.0,4
"At first there were 3 horses. Then, 2 went away. Now, there",horses,3,2,1,is,horses-3-2,0.99609375,0.00193023681640625,1.0,2.562999725341797e-06,3.725290298461914e-06,1.0,5
"At first there were 8 cats. Then, 7 went away. Now, there",cats,8,7,1,is,cats-8-7,1.0,3.0547380447387695e-07,1.0,8.754432201385498e-08,1.0,1.4722347259521484e-05,4
"At first there were 6 lions. Then, 5 went away. Now, there",lions,6,5,1,is,lions-6-5,1.0,4.1443854570388794e-08,1.0,2.2118911147117615e-08,1.0,7.338821887969971e-07,2
"At first there were 2 sheep. Then, 1 went away. Now, there",sheep,2,1,1,is,sheep-2-1,0.98828125,0.010986328125,1.0,1.895427703857422e-05,7.867813110351562e-06,1.0,4
"At first there were 4 cows. Then, 3 went away. Now, there",cows,4,3,1,is,cows-4-3,1.0,2.1047890186309814e-07,1.0,1.955777406692505e-08,0.94140625,0.06005859375,4
"At first there were 8 tigers. Then, 7 went away. Now, there",tigers,8,7,1,is,tigers-8-7,1.0,7.338821887969971e-07,1.0,1.126900315284729e-07,0.953125,0.04736328125,5
"At first there were 8 sheep. Then, 7 went away. Now, there",sheep,8,7,1,is,sheep-8-7,1.0,4.3655745685100555e-09,1.0,2.9976945370435715e-09,1.0,8.754432201385498e-08,2
"At first there were 9 dogs. Then, 8 went away. Now, there",dogs,9,8,1,is,dogs-9-8,1.0,5.617039278149605e-09,1.0,2.9976945370435715e-09,1.0,2.8405338525772095e-08,1
"At first there were 5 elephants. Then, 4 went away. Now, there",elephants,5,4,1,is,elephants-5-4,1.0,3.213062882423401e-08,1.0,2.514570951461792e-08,1.0,1.8533319234848022e-07,2
"At first there were 3 tigers. Then, 2 went away. Now, there",tigers,3,2,1,is,tigers-3-2,0.26953125,0.73046875,1.0,5.424022674560547e-06,8.270144462585449e-07,0.9921875,5
"At first there were 4 elephants. Then, 3 went away. Now, there",elephants,4,3,1,is,elephants-4-3,1.0,4.6798959374427795e-08,1.0,2.514570951461792e-08,1.0,1.0654330253601074e-06,2
"At first there were 2 giraffes. Then, 1 went away. Now, there",giraffes,2,1,1,is,giraffes-2-1,1.0,8.940696716308594e-06,1.0,2.2649765014648438e-06,0.953125,0.04736328125,3
"At first there were 2 elephants. Then, 1 went away. Now, there",elephants,2,1,1,is,elephants-2-1,1.0,8.940696716308594e-06,1.0,3.725290298461914e-06,1.0,0.0003795623779296875,4
"At first there were 5 tigers. Then, 4 went away. Now, there",tigers,5,4,1,is,tigers-5-4,1.0,3.293156623840332e-06,1.0,1.6391277313232422e-07,0.00592041015625,0.9921875,5
"At first there were 7 sheep. Then, 6 went away. Now, there",sheep,7,6,1,is,sheep-7-6,1.0,2.342858351767063e-09,1.0,1.418811734765768e-09,1.0,4.1443854570388794e-08,2
"At first there were 3 cows. Then, 2 went away. Now, there",cows,3,2,1,is,cows-3-2,0.953125,0.04736328125,1.0,2.905726432800293e-06,7.338821887969971e-07,1.0,5
"At first there were 5 dogs. Then, 4 went away. Now, there",dogs,5,4,1,is,dogs-5-4,1.0,3.655441105365753e-08,1.0,2.2118911147117615e-08,1.0,2.384185791015625e-07,2
"At first there were 2 lions. Then, 1 went away. Now, there",lions,2,1,1,is,lions-2-1,1.0,0.000431060791015625,1.0,3.123283386230469e-05,0.015869140625,0.984375,4
"At first there were 5 sheep. Then, 4 went away. Now, there",sheep,5,4,1,is,sheep-5-4,1.0,7.188646122813225e-09,1.0,5.617039278149605e-09,1.0,9.918585419654846e-08,2
"At first there were 5 cows. Then, 4 went away. Now, there",cows,5,4,1,is,cows-5-4,1.0,2.514570951461792e-08,1.0,9.255018085241318e-09,1.0,9.424984455108643e-07,3
"At first there were 9 cows. Then, 8 went away. Now, there",cows,9,8,1,is,cows-9-8,1.0,5.617039278149605e-09,1.0,3.4051481634378433e-09,1.0,8.754432201385498e-08,2
"At first there were 7 horses. Then, 6 went away. Now, there",horses,7,6,1,is,horses-7-6,1.0,6.845220923423767e-08,1.0,4.1443854570388794e-08,1.0,1.55717134475708e-06,3
"At first there were 7 lions. Then, 6 went away. Now, there",lions,7,6,1,is,lions-7-6,1.0,1.2759119272232056e-07,1.0,4.1443854570388794e-08,1.0,1.895427703857422e-05,3
"At first there were 7 elephants. Then, 6 went away. Now, there",elephants,7,6,1,is,elephants-7-6,1.0,2.2118911147117615e-08,1.0,1.1874362826347351e-08,1.0,3.9301812648773193e-07,2
"At first there were 3 cats. Then, 2 went away. Now, there",cats,3,2,1,is,cats-3-2,0.04736328125,0.953125,1.0,1.6689300537109375e-05,5.029141902923584e-07,0.9921875,5
"At first there were 6 giraffes. Then, 5 went away. Now, there",giraffes,6,5,1,is,giraffes-6-5,1.0,2.648448571562767e-09,1.0,1.8189894035458565e-09,1.0,1.3445969671010971e-08,1
"At first there were 7 rabbits. Then, 6 went away. Now, there",rabbits,7,6,1,is,rabbits-7-6,1.0,2.514570951461792e-08,1.0,1.0477378964424133e-08,1.0,5.029141902923584e-07,3
"At first there were 4 cats. Then, 3 went away. Now, there",cats,4,3,1,is,cats-4-3,1.0,4.231929779052734e-06,1.0,1.126900315284729e-07,0.0021820068359375,0.99609375,4
"At first there were 9 rabbits. Then, 8 went away. Now, there",rabbits,9,8,1,is,rabbits-9-8,1.0,4.6798959374427795e-08,1.0,2.2118911147117615e-08,1.0,1.2069940567016602e-06,3
"At first there were 4 sheep. Then, 3 went away. Now, there",sheep,4,3,1,is,sheep-4-3,1.0,1.4435499906539917e-07,1.0,1.0477378964424133e-08,0.77734375,0.22265625,2
"At first there were 6 rabbits. Then, 5 went away. Now, there",rabbits,6,5,1,is,rabbits-6-5,1.0,1.955777406692505e-08,1.0,8.149072527885437e-09,1.0,3.46451997756958e-07,3
"At first there were 6 cows. Then, 5 went away. Now, there",cows,6,5,1,is,cows-6-5,1.0,3.4051481634378433e-09,1.0,2.648448571562767e-09,1.0,3.213062882423401e-08,2
"At first there were 9 horses. Then, 8 went away. Now, there",horses,9,8,1,is,horses-9-8,1.0,1.6391277313232422e-07,1.0,6.007030606269836e-08,1.0,6.139278411865234e-06,3
"At first there were 8 dogs. Then, 7 went away. Now, there",dogs,8,7,1,is,dogs-8-7,1.0,3.841705620288849e-09,1.0,2.9976945370435715e-09,1.0,1.955777406692505e-08,1
"At first there were 5 giraffes. Then, 4 went away. Now, there",giraffes,5,4,1,is,giraffes-5-4,1.0,8.149072527885437e-09,1.0,5.617039278149605e-09,1.0,4.1443854570388794e-08,1
"At first there were 5 dogs. Then, 3 went away. Now, there",dogs,5,3,2,are,dogs-5-3,1.0,2.342858351767063e-09,1.0,1.6079866327345371e-09,1.0,1.0477378964424133e-08,4
"At first there were 9 elephants. Then, 4 went away. Now, there",elephants,9,4,5,are,elephants-9-4,1.0,4.05634636990726e-10,1.0,1.6916601452976465e-10,1.0,5.617039278149605e-09,1
"At first there were 8 horses. Then, 2 went away. Now, there",horses,8,2,6,are,horses-8-2,1.0,2.1736923372372985e-10,1.0,1.4915713109076023e-10,1.0,2.342858351767063e-09,3
"At first there were 6 sheep. Then, 2 went away. Now, there",sheep,6,2,4,are,sheep-6-2,1.0,3.1650415621697903e-10,1.0,2.1736923372372985e-10,1.0,1.8189894035458565e-09,2
"At first there were 7 tigers. Then, 5 went away. Now, there",tigers,7,5,2,are,tigers-7-5,1.0,9.74978320300579e-10,1.0,7.566995918750763e-10,1.0,3.841705620288849e-09,3
"At first there were 6 cats. Then, 4 went away. Now, there",cats,6,4,2,are,cats-6-4,1.0,3.1650415621697903e-10,1.0,1.9190338207408786e-10,1.0,1.8189894035458565e-09,4
"At first there were 6 tigers. Then, 1 went away. Now, there",tigers,6,1,5,are,tigers-6-1,1.0,3.583409124985337e-10,1.0,2.7830537874251604e-10,1.0,2.9976945370435715e-09,4
"At first there were 6 cows. Then, 2 went away. Now, there",cows,6,2,4,are,cows-6-2,1.0,3.1650415621697903e-10,1.0,2.455635694786906e-10,1.0,1.8189894035458565e-09,1
"At first there were 5 tigers. Then, 2 went away. Now, there",tigers,5,2,3,are,tigers-5-2,1.0,5.617039278149605e-09,1.0,4.3655745685100555e-09,1.0,7.729977369308472e-08,4
"At first there were 8 tigers. Then, 1 went away. Now, there",tigers,8,1,7,are,tigers-8-1,1.0,4.602043190971017e-10,1.0,3.1650415621697903e-10,1.0,2.066371962428093e-09,3
"At first there were 9 cows. Then, 5 went away. Now, there",cows,9,5,4,are,cows-9-5,1.0,1.4915713109076023e-10,1.0,7.048583938740194e-11,1.0,9.74978320300579e-10,1
"At first there were 6 elephants. Then, 3 went away. Now, there",elephants,6,3,3,are,elephants-6-3,1.0,5.20230969414115e-10,1.0,4.602043190971017e-10,1.0,1.1059455573558807e-09,3
"At first there were 9 cows. Then, 6 went away. Now, there",cows,9,6,3,are,cows-9-6,1.0,1.0277290130034089e-10,1.0,8.003553375601768e-11,1.0,4.602043190971017e-10,3
"At first there were 7 cows. Then, 4 went away. Now, there",cows,7,4,3,are,cows-7-4,1.0,1.318767317570746e-10,1.0,1.0277290130034089e-10,1.0,8.585629984736443e-10,3
"At first there were 7 dogs. Then, 5 went away. Now, there",dogs,7,5,2,are,dogs-7-5,1.0,2.455635694786906e-10,1.0,1.6916601452976465e-10,1.0,9.74978320300579e-10,3
"At first there were 7 cows. Then, 5 went away. Now, there",cows,7,5,2,are,cows-7-5,1.0,1.4915713109076023e-10,1.0,6.230038707144558e-11,1.0,9.74978320300579e-10,3
"At first there were 7 rabbits. Then, 1 went away. Now, there",rabbits,7,1,6,are,rabbits-7-1,1.0,3.583409124985337e-10,1.0,1.9190338207408786e-10,1.0,2.342858351767063e-09,3
"At first there were 6 elephants. Then, 1 went away. Now, there",elephants,6,1,5,are,elephants-6-1,1.0,6.693881005048752e-10,1.0,3.1650415621697903e-10,1.0,5.617039278149605e-09,2
"At first there were 6 lions. Then, 2 went away. Now, there",lions,6,2,4,are,lions-6-2,1.0,6.693881005048752e-10,1.0,4.602043190971017e-10,1.0,7.188646122813225e-09,1
"At first there were 4 tigers. Then, 2 went away. Now, there",tigers,4,2,2,are,tigers-4-2,1.0,4.1443854570388794e-08,1.0,2.514570951461792e-08,1.0,2.514570951461792e-08,4
"At first there were 7 sheep. Then, 1 went away. Now, there",sheep,7,1,6,are,sheep-7-1,1.0,1.1641532182693481e-10,1.0,8.003553375601768e-11,1.0,1.8189894035458565e-09,4
"At first there were 8 sheep. Then, 2 went away. Now, there",sheep,8,2,6,are,sheep-8-2,1.0,1.9190338207408786e-10,1.0,1.1641532182693481e-10,1.0,2.648448571562767e-09,3
"At first there were 7 cows. Then, 1 went away. Now, there",cows,7,1,6,are,cows-7-1,1.0,1.318767317570746e-10,1.0,9.049472282640636e-11,1.0,8.585629984736443e-10,3
"At first there were 7 horses. Then, 5 went away. Now, there",horses,7,5,2,are,horses-7-5,1.0,4.602043190971017e-10,1.0,3.583409124985337e-10,1.0,1.1059455573558807e-09,3
"At first there were 8 dogs. Then, 4 went away. Now, there",dogs,8,4,4,are,dogs-8-4,1.0,1.6916601452976465e-10,1.0,1.0277290130034089e-10,1.0,2.066371962428093e-09,1
"At first there were 9 rabbits. Then, 1 went away. Now, there",rabbits,9,1,8,are,rabbits-9-1,1.0,3.1650415621697903e-10,1.0,3.1650415621697903e-10,1.0,4.602043190971017e-10,1
"At first there were 7 rabbits. Then, 3 went away. Now, there",rabbits,7,3,4,are,rabbits-7-3,1.0,1.9190338207408786e-10,1.0,1.1641532182693481e-10,1.0,1.6079866327345371e-09,1
"At first there were 8 rabbits. Then, 5 went away. Now, there",rabbits,8,5,3,are,rabbits-8-5,1.0,1.6916601452976465e-10,1.0,1.4915713109076023e-10,1.0,4.602043190971017e-10,3
"At first there were 8 cows. Then, 6 went away. Now, there",cows,8,6,2,are,cows-8-6,1.0,9.049472282640636e-11,1.0,5.502442945726216e-11,1.0,9.74978320300579e-10,3
"At first there were 9 sheep. Then, 5 went away. Now, there",sheep,9,5,4,are,sheep-9-5,1.0,1.0277290130034089e-10,1.0,6.230038707144558e-11,1.0,1.2514647096395493e-09,1
"At first there were 8 dogs. Then, 3 went away. Now, there",dogs,8,3,5,are,dogs-8-3,1.0,2.455635694786906e-10,1.0,1.318767317570746e-10,1.0,1.8189894035458565e-09,1
"At first there were 9 elephants. Then, 7 went away. Now, there",elephants,9,7,2,are,elephants-9-7,1.0,5.20230969414115e-10,1.0,3.1650415621697903e-10,1.0,8.585629984736443e-10,2
"At first there were 5 rabbits. Then, 2 went away. Now, there",rabbits,5,2,3,are,rabbits-5-2,1.0,2.342858351767063e-09,1.0,2.066371962428093e-09,1.0,6.344635039567947e-09,3
"At first there were 9 cows. Then, 1 went away. Now, there",cows,9,1,8,are,cows-9-1,1.0,3.583409124985337e-10,1.0,2.455635694786906e-10,1.0,5.20230969414115e-10,2
"At first there were 5 tigers. Then, 1 went away. Now, there",tigers,5,1,4,are,tigers-5-1,1.0,1.6079866327345371e-09,1.0,1.2514647096395493e-09,1.0,3.841705620288849e-09,3
"At first there were 4 dogs. Then, 2 went away. Now, there",dogs,4,2,2,are,dogs-4-2,1.0,1.525040715932846e-08,1.0,7.188646122813225e-09,1.0,3.655441105365753e-08,4
"At first there were 9 cats. Then, 2 went away. Now, there",cats,9,2,7,are,cats-9-2,1.0,5.20230969414115e-10,1.0,3.583409124985337e-10,1.0,4.3655745685100555e-09,2
"At first there were 9 cats. Then, 4 went away. Now, there",cats,9,4,5,are,cats-9-4,1.0,1.6916601452976465e-10,1.0,7.048583938740194e-11,1.0,1.8189894035458565e-09,1
"At first there were 8 lions. Then, 1 went away. Now, there",lions,8,1,7,are,lions-8-1,1.0,3.583409124985337e-10,1.0,2.7830537874251604e-10,1.0,2.066371962428093e-09,3
"At first there were 6 giraffes. Then, 3 went away. Now, there",giraffes,6,3,3,are,giraffes-6-3,1.0,2.455635694786906e-10,1.0,2.455635694786906e-10,1.0,5.20230969414115e-10,3
"At first there were 9 rabbits. Then, 3 went away. Now, there",rabbits,9,3,6,are,rabbits-9-3,1.0,1.6916601452976465e-10,1.0,9.049472282640636e-11,1.0,2.648448571562767e-09,2
"At first there were 7 sheep. Then, 3 went away. Now, there",sheep,7,3,4,are,sheep-7-3,1.0,1.0277290130034089e-10,1.0,5.502442945726216e-11,1.0,8.585629984736443e-10,1
"At first there were 7 horses. Then, 4 went away. Now, there",horses,7,4,3,are,horses-7-4,1.0,1.6916601452976465e-10,1.0,1.4915713109076023e-10,1.0,5.893525667488575e-10,3
"At first there were 6 lions. Then, 3 went away. Now, there",lions,6,3,3,are,lions-6-3,1.0,4.602043190971017e-10,1.0,4.602043190971017e-10,1.0,1.1059455573558807e-09,3
"At first there were 3 cows. Then, 1 went away. Now, there",cows,3,1,2,are,cows-3-1,1.0,1.1874362826347351e-08,1.0,1.0477378964424133e-08,1.0,1.1874362826347351e-08,6
"At first there were 9 horses. Then, 1 went away. Now, there",horses,9,1,8,are,horses-9-1,1.0,1.1059455573558807e-09,1.0,1.1059455573558807e-09,1.0,2.9976945370435715e-09,2
"At first there were 3 giraffes. Then, 1 went away. Now, there",giraffes,3,1,2,are,giraffes-3-1,1.0,9.255018085241318e-09,1.0,3.841705620288849e-09,1.0,1.0477378964424133e-08,5
"At first there were 6 cats. Then, 1 went away. Now, there",cats,6,1,5,are,cats-6-1,1.0,4.602043190971017e-10,1.0,2.7830537874251604e-10,1.0,7.188646122813225e-09,4
"At first there were 8 horses. Then, 1 went away. Now, there",horses,8,1,7,are,horses-8-1,1.0,7.566995918750763e-10,1.0,4.05634636990726e-10,1.0,3.4051481634378433e-09,3
"At first there were 8 rabbits. Then, 3 went away. Now, there",rabbits,8,3,5,are,rabbits-8-3,1.0,1.318767317570746e-10,1.0,8.003553375601768e-11,1.0,1.1059455573558807e-09,1
"At first there were 3 elephants. Then, 1 went away. Now, there",elephants,3,1,2,are,elephants-3-1,1.0,2.514570951461792e-08,1.0,1.7229467630386353e-08,1.0,2.514570951461792e-08,6
"At first there were 3 rabbits. Then, 1 went away. Now, there",rabbits,3,1,2,are,rabbits-3-1,1.0,1.525040715932846e-08,1.0,9.255018085241318e-09,1.0,2.8405338525772095e-08,5
"At first there were 9 cats. Then, 5 went away. Now, there",cats,9,5,4,are,cats-9-5,1.0,2.1736923372372985e-10,1.0,1.318767317570746e-10,1.0,2.9976945370435715e-09,1
"At first there were 7 elephants. Then, 4 went away. Now, there",elephants,7,4,3,are,elephants-7-4,1.0,2.1736923372372985e-10,1.0,2.1736923372372985e-10,1.0,4.05634636990726e-10,2
"At first there were 6 tigers. Then, 2 went away. Now, there",tigers,6,2,4,are,tigers-6-2,1.0,4.602043190971017e-10,1.0,3.1650415621697903e-10,1.0,2.066371962428093e-09,2
"At first there were 8 cats. Then, 5 went away. Now, there",cats,8,5,3,are,cats-8-5,1.0,2.1736923372372985e-10,1.0,1.4915713109076023e-10,1.0,4.602043190971017e-10,3
"At first there were 4 elephants. Then, 2 went away. Now, there",elephants,4,2,2,are,elephants-4-2,1.0,9.255018085241318e-09,1.0,7.188646122813225e-09,1.0,2.514570951461792e-08,2
"At first there were 9 lions. Then, 5 went away. Now, there",lions,9,5,4,are,lions-9-5,1.0,2.7830537874251604e-10,1.0,1.318767317570746e-10,1.0,2.648448571562767e-09,1
"At first there were 8 giraffes. Then, 2 went away. Now, there",giraffes,8,2,6,are,giraffes-8-2,1.0,8.003553375601768e-11,1.0,3.774403012357652e-11,1.0,9.74978320300579e-10,2
"At first there were 5 cats. Then, 3 went away. Now, there",cats,5,3,2,are,cats-5-3,1.0,4.94765117764473e-09,1.0,2.9976945370435715e-09,1.0,9.255018085241318e-09,4
"At first there were 7 lions. Then, 3 went away. Now, there",lions,7,3,4,are,lions-7-3,1.0,1.9190338207408786e-10,1.0,1.318767317570746e-10,1.0,1.418811734765768e-09,1
"At first there were 7 horses. Then, 1 went away. Now, there",horses,7,1,6,are,horses-7-1,1.0,3.1650415621697903e-10,1.0,1.4915713109076023e-10,1.0,2.648448571562767e-09,3
"At first there were 9 giraffes. Then, 6 went away. Now, there",giraffes,9,6,3,are,giraffes-9-6,1.0,9.049472282640636e-11,1.0,7.048583938740194e-11,1.0,1.318767317570746e-10,2
"At first there were 5 giraffes. Then, 2 went away. Now, there",giraffes,5,2,3,are,giraffes-5-2,1.0,1.418811734765768e-09,1.0,1.2514647096395493e-09,1.0,2.9976945370435715e-09,2
"At first there were 8 cats. Then, 1 went away. Now, there",cats,8,1,7,are,cats-8-1,1.0,5.20230969414115e-10,1.0,2.455635694786906e-10,1.0,4.3655745685100555e-09,4
"At first there were 7 cats. Then, 1 went away. Now, there",cats,7,1,6,are,cats-7-1,1.0,2.455635694786906e-10,1.0,1.1641532182693481e-10,1.0,3.841705620288849e-09,3
"At first there were 8 tigers. Then, 3 went away. Now, there",tigers,8,3,5,are,tigers-8-3,1.0,1.9190338207408786e-10,1.0,1.1641532182693481e-10,1.0,1.1059455573558807e-09,1
"At first there were 6 dogs. Then, 4 went away. Now, there",dogs,6,4,2,are,dogs-6-4,1.0,3.1650415621697903e-10,1.0,2.455635694786906e-10,1.0,1.2514647096395493e-09,3
