Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
bartender,a,a,True,bartender,True,alcoholic,False,0.984375,0.25390625,0.28125,roofer,a,Someone who installs and repairs roofs is a roofer
waiter,a,a,True,chef,False,employee,False,0.87890625,0.91796875,0.2890625,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,stylist,False,artist,False,0.9375,0.76953125,0.96875,musician,a,Someone who plays instruments or composes music is a musician
tailor,a,a,True,tailor,True,artist,False,0.859375,0.63671875,0.69140625,mechanic,a,Someone who fixes cars and engines is a mechanic
florist,a,a,True,flor,True,arr,False,0.91015625,0.95703125,0.388671875,gardener,a,Someone who tends to plants and landscapes is a gardener
jeweler,a,a,True,jew,True,artisan,False,0.6015625,0.78515625,0.87109375,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,an,False,watch,True,engineer,False,0.61328125,0.388671875,0.1982421875,inspector,an,Someone who examines things for quality or compliance is an inspector
locksmith,a,a,True,locksmith,True,engineer,False,0.93359375,0.486328125,0.333984375,counselor,a,Someone who provides guidance and support is a counselor
welder,a,a,True,heat,False,engineer,False,0.953125,0.283203125,0.6171875,dispatcher,a,Someone who coordinates emergency services is a dispatcher
mason,a,a,True,historian,False,archae,False,0.60546875,0.083984375,0.58203125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
roofer,a,a,True,carp,False,engineer,False,0.93359375,0.62109375,0.64453125,sailor,a,Someone who works on ships is a sailor
painter,a,a,True,painter,True,artist,False,0.86328125,0.9453125,0.98046875,historian,a,Someone who studies and writes about past events is a historian
gardener,a,a,True,gard,True,expert,False,0.9609375,0.71875,0.2470703125,manager,a,Someone who oversees operations and staff is a manager
farmer,a,a,True,farmer,True,agricultural,False,0.9375,0.98828125,0.74609375,photographer,a,Someone who takes professional pictures is a photographer
fisherman,a,a,True,fish,True,ang,False,0.9609375,0.7578125,0.703125,dentist,a,Someone who treats teeth and gums is a dentist
sailor,a,a,True,ship,False,engineer,False,0.9765625,0.5703125,0.94921875,coach,a,Someone who teaches and guides athletes is a coach
trucker,a,a,True,truck,True,experienced,False,0.953125,0.625,0.1640625,pediatrician,a,Someone who provides medical care to children is a pediatrician
conductor,a,a,True,conductor,True,orchestra,False,0.47265625,0.46484375,0.58984375,auctioneer,an,Someone who conducts auctions is an auctioneer
judge,a,a,True,lawyer,False,attorney,False,0.7421875,0.5078125,0.7578125,astronomer,an,Someone who studies stars and planets is an astronomer
detective,a,a,True,detective,True,investigator,False,0.94921875,0.734375,0.890625,mechanic,a,Someone who fixes cars and engines is a mechanic
paramedic,a,an,False,param,True,emergency,False,0.63671875,0.275390625,0.90625,pediatrician,a,Someone who provides medical care to children is a pediatrician
dispatcher,a,a,True,nurse,False,emergency,False,0.94140625,0.474609375,0.6953125,pharmacist,a,Someone who dispenses medications is a pharmacist
counselor,a,a,True,guide,False,educator,False,0.92578125,0.255859375,0.2138671875,musician,a,Someone who plays instruments or composes music is a musician
therapist,a,a,True,psychologist,False,o,False,0.8671875,0.234375,0.353515625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
nutritionist,a,a,True,nutrition,True,expert,False,0.98046875,0.58984375,0.259765625,bartender,a,Someone who mixes and serves drinks is a bartender
trainer,a,a,True,coach,False,exercise,False,0.90625,0.494140625,0.33984375,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
coach,a,a,True,coach,True,instructor,False,0.6171875,0.8828125,0.953125,inspector,an,Someone who examines things for quality or compliance is an inspector
referee,a,a,True,coach,False,athlete,False,0.890625,0.40234375,0.34765625,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
cashier,a,a,True,cashier,True,employee,False,0.96875,0.34375,0.71484375,professor,a,Someone who teaches and conducts research at universities is a professor
clerk,a,a,True,government,False,administrator,False,0.6796875,0.263671875,0.578125,linguist,a,Someone who studies languages and their structure is a linguist
receptionist,a,a,True,______,False,usher,False,0.9453125,0.1640625,0.1650390625,meteorologist,a,Someone who studies weather patterns is a meteorologist
secretary,a,an,False,government,False,administrator,False,0.4921875,0.212890625,0.357421875,economist,an,Someone who studies financial systems and markets is an economist
manager,a,a,True,manager,True,operations,False,0.84375,0.75390625,0.443359375,referee,a,Someone who enforces rules in sports is a referee
supervisor,a,a,True,manager,False,engineer,False,0.76171875,0.435546875,0.263671875,oncologist,an,Someone who treats cancer patients is an oncologist
consultant,a,a,True,consultant,True,engineer,False,0.90625,0.4140625,0.29296875,secretary,a,Someone who provides administrative support is a secretary
analyst,an,a,False,analyst,True,data,False,0.87890625,0.59375,0.443359375,clerk,a,Someone who performs administrative tasks is a clerk
auditor,an,a,False,accountant,False,financial,False,0.94921875,0.4609375,0.85546875,nutritionist,a,Someone who advises on diet and nutrition is a nutritionist
banker,a,a,True,financial,False,economist,False,0.6796875,0.57421875,0.490234375,architect,an,Someone who designs buildings and structures is an architect
broker,a,a,True,financial,False,accountant,False,0.9609375,0.201171875,0.458984375,detective,a,Someone who investigates crimes is a detective
realtor,a,a,True,real,True,agent,False,0.953125,0.80859375,0.53515625,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
auctioneer,an,a,False,economist,False,trader,False,0.8125,0.78125,0.375,physicist,a,Someone who studies matter and energy is a physicist
salesperson,a,a,True,business,False,entrepreneur,False,0.9453125,0.17578125,0.8359375,roofer,a,Someone who installs and repairs roofs is a roofer
retailer,a,a,True,business,False,entrepreneur,False,0.8984375,0.1767578125,0.431640625,analyst,an,Someone who examines data and information is an analyst
wholesaler,a,a,True,business,False,entrepreneur,False,0.9375,0.2138671875,0.87109375,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
inventor,an,a,False,engineer,False,scientist,False,0.91015625,0.5625,0.43359375,professor,a,Someone who teaches and conducts research at universities is a professor
programmer,a,a,True,programmer,True,engineer,False,0.97265625,0.9140625,0.875,waiter,a,Someone who serves food in restaurants is a waiter
technician,a,a,True,technician,True,engineer,False,0.953125,0.9375,0.9609375,musician,a,Someone who plays instruments or composes music is a musician
operator,an,a,False,engineer,False,technician,False,0.44921875,0.96484375,0.515625,oncologist,an,Someone who treats cancer patients is an oncologist
inspector,an,a,False,examiner,False,physician,False,0.9296875,0.296875,0.1640625,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
examiner,an,a,False,engineer,False,technician,False,0.921875,0.1728515625,0.1630859375,receptionist,a,Someone who greets visitors and answers phones is a receptionist
