Profession,Article,Predicted_Article,Article_Correct,Predicted_Profession,Profession_Correct,Predicted_Profession_Wrong_Article,Profession_Wrong_Article_Correct,Prob_Article,Prob_Profession,Prob_Profession_Wrong_Article,IC_Profession,IC_Article,IC_Description
baker,a,a,True,baker,True,baker,True,0.96484375,0.95703125,0.57421875,surgeon,a,Someone who performs operations on patients is a surgeon
carpenter,a,a,True,carp,True,carp,True,0.98046875,0.9296875,0.31640625,cardiologist,a,Someone who treats heart diseases is a cardiologist
professor,a,a,True,professor,True,academic,False,0.98828125,0.9921875,1.0,pediatrician,a,Someone who provides medical care to children is a pediatrician
physicist,a,a,True,physicist,True,physicist,True,0.98828125,0.8515625,0.31640625,watchmaker,a,Someone who repairs timepieces is a watchmaker
biologist,a,a,True,biologist,True,biologist,True,0.97265625,0.9453125,0.2080078125,detective,a,Someone who investigates crimes is a detective
chemist,a,a,True,chem,True,chem,True,0.98828125,0.98828125,0.734375,firefighter,a,Someone who extinguishes fires and rescues people is a firefighter
historian,a,a,True,historian,True,historian,True,0.96875,0.98046875,0.984375,farmer,a,Someone who grows crops and raises livestock is a farmer
psychologist,a,a,True,psychologist,True,psychologist,True,0.9921875,0.99609375,0.6171875,supervisor,a,Someone who directs and monitors workers is a supervisor
economist,an,a,False,economist,True,financial,False,0.51953125,0.9609375,0.9375,trainer,a,Someone who helps others develop skills or fitness is a trainer
cardiologist,a,a,True,cardi,True,cardi,True,0.9921875,0.97265625,0.8359375,secretary,a,Someone who provides administrative support is a secretary
neurologist,a,a,True,neuro,True,neuro,True,0.9921875,0.97265625,0.6875,painter,a,Someone who applies paint to surfaces is a painter
pediatrician,a,a,True,pediatric,True,pediatric,True,0.984375,0.984375,0.79296875,writer,a,Someone who creates written works is a writer
dermatologist,a,a,True,dermat,True,dermat,True,0.96875,0.99609375,0.9765625,neurologist,a,Someone who treats disorders of the nervous system is a neurologist
psychiatrist,a,a,True,therapist,False,therapist,False,0.9921875,0.416015625,0.271484375,translator,a,Someone who converts text from one language to another is a translator
radiologist,a,a,True,radi,True,interpreter,False,0.91796875,0.8984375,0.33203125,conductor,a,Someone who leads orchestras or manages trains is a conductor
anesthesiologist,an,an,True,an,True,/an,False,0.91015625,1.0,0.328125,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
oncologist,an,an,True,onc,True,onc,True,0.91796875,0.99609375,0.51171875,programmer,a,Someone who writes computer code is a programmer
ophthalmologist,an,an,True,o,True,o,True,0.98828125,0.9921875,0.8203125,veterinarian,a,Someone who heals sick pets is a veterinarian
orthopedist,an,an,True,orth,True,chiropr,False,0.8046875,0.9921875,0.53125,realtor,a,Someone who helps buy and sell property is a realtor
astronomer,an,an,True,astronom,True,scientist,False,0.9921875,0.94921875,0.251953125,programmer,a,Someone who writes computer code is a programmer
geologist,a,a,True,ge,True,ge,True,0.9921875,1.0,0.8203125,professor,a,Someone who teaches and conducts research at universities is a professor
anthropologist,an,an,True,anthrop,True,anthrop,True,0.84375,1.0,0.4140625,secretary,a,Someone who provides administrative support is a secretary
sociologist,a,a,True,soci,True,anthrop,False,0.8359375,0.76953125,0.87890625,poet,a,Someone who writes poetry is a poet
mathematician,a,a,True,mathematic,True,mathematic,True,0.9609375,0.98828125,0.4140625,botanist,a,Someone who studies plants is a botanist
statistician,a,a,True,statistic,True,act,False,0.9765625,0.94140625,0.78515625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
botanist,a,a,True,bot,True,bot,True,0.98828125,1.0,0.859375,carpenter,a,Someone who builds things with wood is a carpenter
zoologist,a,a,True,zo,True,zo,True,0.96484375,0.98828125,0.80078125,cardiologist,a,Someone who treats heart diseases is a cardiologist
meteorologist,a,a,True,meteor,True,meteor,True,0.953125,0.98828125,0.6328125,realtor,a,Someone who helps buy and sell property is a realtor
archaeologist,an,an,True,archae,True,(,False,0.86328125,0.9765625,0.1416015625,botanist,a,Someone who studies plants is a botanist
linguist,a,a,True,lingu,True,lingu,True,0.9765625,0.96484375,0.365234375,journalist,a,Someone who writes news articles is a journalist
musician,a,a,True,musician,True,instrumental,False,0.9375,0.94140625,0.6640625,surgeon,a,Someone who performs operations on patients is a surgeon
artist,an,an,True,artist,True,visual,False,0.91796875,0.99609375,0.83984375,musician,a,Someone who plays instruments or composes music is a musician
sculptor,a,a,True,sculpt,True,artist,False,0.8203125,0.95703125,0.87890625,pharmacist,a,Someone who dispenses medications is a pharmacist
dancer,a,a,True,dancer,True,ac,False,0.9765625,0.89453125,0.91796875,meteorologist,a,Someone who studies weather patterns is a meteorologist
actor,an,an,True,actor,True,actor,True,0.96484375,1.0,0.244140625,zoologist,a,Someone who studies animals is a zoologist
writer,a,an,False,writer,True,author,False,0.51953125,0.94921875,0.99609375,detective,a,Someone who investigates crimes is a detective
poet,a,a,True,poet,True,poet,True,0.96875,0.9765625,0.39453125,anesthesiologist,an,Someone who administers anesthesia during surgery is an anesthesiologist
novelist,a,a,True,novelist,True,author,False,0.84375,0.63671875,0.99609375,programmer,a,Someone who writes computer code is a programmer
editor,an,an,True,editor,True,proof,False,0.6875,0.99609375,0.5390625,dentist,a,Someone who treats teeth and gums is a dentist
translator,a,a,True,translator,True,translator,True,0.9296875,0.9921875,0.84375,analyst,an,Someone who examines data and information is an analyst
bartender,a,a,True,bartender,True,bartender,True,0.99609375,0.9921875,0.99609375,roofer,a,Someone who installs and repairs roofs is a roofer
waiter,a,a,True,server,False,waiter,True,0.99609375,0.470703125,0.294921875,accountant,an,Someone who manages financial records is an accountant
barber,a,a,True,hair,False,hair,False,0.984375,0.86328125,0.3046875,musician,a,Someone who plays instruments or composes music is a musician
tailor,a,a,True,tailor,True,tailor,True,0.984375,0.9296875,0.388671875,mechanic,a,Someone who fixes cars and engines is a mechanic
florist,a,a,True,flor,True,flor,True,0.98046875,1.0,0.99609375,gardener,a,Someone who tends to plants and landscapes is a gardener
jeweler,a,a,True,jew,True,jew,True,0.9921875,0.98046875,0.6015625,astronomer,an,Someone who studies stars and planets is an astronomer
watchmaker,a,a,True,watch,True,hor,False,0.98828125,0.97265625,0.73046875,inspector,an,Someone who examines things for quality or compliance is an inspector
locksmith,a,a,True,locksmith,True,locksmith,True,0.98828125,0.74609375,0.8984375,counselor,a,Someone who provides guidance and support is a counselor
welder,a,a,True,weld,True,weld,True,0.99609375,0.984375,0.87890625,dispatcher,a,Someone who coordinates emergency services is a dispatcher
mason,a,a,True,m,True,architect,False,0.98046875,0.91015625,0.70703125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
roofer,a,a,True,ro,True,ro,True,0.9921875,0.953125,0.47265625,sailor,a,Someone who works on ships is a sailor
painter,a,a,True,painter,True,artist,False,0.9765625,1.0,0.9296875,historian,a,Someone who studies and writes about past events is a historian
gardener,a,a,True,gard,True,ar,False,0.9921875,0.91015625,0.306640625,manager,a,Someone who oversees operations and staff is a manager
farmer,a,a,True,farmer,True,agricult,False,0.96875,0.9921875,0.40625,photographer,a,Someone who takes professional pictures is a photographer
fisherman,a,a,True,fish,True,ang,False,0.9765625,0.99609375,0.98046875,dentist,a,Someone who treats teeth and gums is a dentist
sailor,a,a,True,sailor,True,engineer,False,0.95703125,0.83984375,0.94140625,coach,a,Someone who teaches and guides athletes is a coach
trucker,a,a,True,truck,True,,True,0.9375,0.98046875,0.58984375,pediatrician,a,Someone who provides medical care to children is a pediatrician
conductor,a,a,True,conductor,True,conductor,True,0.703125,1.0,0.2578125,auctioneer,an,Someone who conducts auctions is an auctioneer
judge,a,a,True,judge,True,attorney,False,0.9765625,0.94921875,0.86328125,astronomer,an,Someone who studies stars and planets is an astronomer
detective,a,a,True,detective,True,investigator,False,0.984375,0.98046875,0.86328125,mechanic,a,Someone who fixes cars and engines is a mechanic
paramedic,a,an,False,param,True,emergency,False,0.97265625,0.984375,0.73046875,pediatrician,a,Someone who provides medical care to children is a pediatrician
dispatcher,a,a,True,param,False,emergency,False,0.75,0.8125,0.93359375,pharmacist,a,Someone who dispenses medications is a pharmacist
counselor,a,a,True,mentor,False,advisor,False,0.98046875,0.94921875,0.68359375,musician,a,Someone who plays instruments or composes music is a musician
therapist,a,a,True,physician,False,__,False,0.96484375,0.53125,0.166015625,ophthalmologist,an,Someone who treats eye diseases is an ophthalmologist
nutritionist,a,a,True,diet,False,diet,False,0.9921875,0.73828125,0.6328125,bartender,a,Someone who mixes and serves drinks is a bartender
trainer,a,also,False,trainer,True,instructor,False,0.66796875,0.6484375,0.99609375,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
coach,a,a,True,coach,True,instructor,False,0.94921875,0.98828125,0.4765625,inspector,an,Someone who examines things for quality or compliance is an inspector
referee,a,a,True,referee,True,ump,False,0.8671875,0.99609375,0.78125,archaeologist,an,Someone who studies ancient civilizations through artifacts is an archaeologist
cashier,a,a,True,cashier,True,cashier,True,0.98828125,0.98828125,0.70703125,professor,a,Someone who teaches and conducts research at universities is a professor
clerk,a,an,False,bureauc,False,administrator,False,0.87109375,0.5078125,0.9609375,linguist,a,Someone who studies languages and their structure is a linguist
receptionist,a,a,True,reception,True,reception,True,0.94140625,0.99609375,0.37890625,meteorologist,a,Someone who studies weather patterns is a meteorologist
secretary,a,a,True,clerk,False,administrative,False,0.65234375,0.486328125,0.3359375,economist,an,Someone who studies financial systems and markets is an economist
manager,a,a,True,manager,True,administrator,False,0.953125,0.75,0.9765625,referee,a,Someone who enforces rules in sports is a referee
supervisor,a,a,True,manager,False,administrator,False,0.98046875,0.5703125,0.72265625,oncologist,an,Someone who treats cancer patients is an oncologist
consultant,a,a,True,consultant,True,advisor,False,0.9765625,0.953125,0.6171875,secretary,a,Someone who provides administrative support is a secretary
analyst,an,a,False,analyst,True,data,False,0.5234375,0.98828125,0.6171875,clerk,a,Someone who performs administrative tasks is a clerk
auditor,an,an,True,accountant,False,book,False,0.91796875,0.98828125,0.59375,nutritionist,a,Someone who advises on diet and nutrition is a nutritionist
banker,a,a,True,banker,True,economist,False,0.984375,0.59375,0.447265625,architect,an,Someone who designs buildings and structures is an architect
broker,a,a,True,banker,False,intermediary,False,0.984375,0.470703125,0.57421875,detective,a,Someone who investigates crimes is a detective
realtor,a,a,True,real,True,agent,False,0.95703125,0.90234375,0.953125,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
auctioneer,an,an,True,auction,True,auction,True,0.71484375,0.99609375,0.2578125,physicist,a,Someone who studies matter and energy is a physicist
salesperson,a,a,True,sales,True,entrepreneur,False,0.9453125,0.7421875,0.63671875,roofer,a,Someone who installs and repairs roofs is a roofer
retailer,a,a,True,retailer,True,entrepreneur,False,0.9765625,0.58984375,0.5,analyst,an,Someone who examines data and information is an analyst
wholesaler,a,a,True,wholes,True,industrial,False,0.9296875,0.5546875,0.2490234375,psychiatrist,a,Someone who treats mental health disorders is a psychiatrist
inventor,an,an,True,inventor,True,scientist,False,0.98828125,0.97265625,0.40625,professor,a,Someone who teaches and conducts research at universities is a professor
programmer,a,a,True,programmer,True,engineer,False,0.98828125,0.875,0.265625,waiter,a,Someone who serves food in restaurants is a waiter
technician,a,a,True,technician,True,engineer,False,0.9140625,0.96875,0.96484375,musician,a,Someone who plays instruments or composes music is a musician
operator,an,a,False,operator,True,mach,False,0.87109375,0.85546875,0.400390625,oncologist,an,Someone who treats cancer patients is an oncologist
inspector,an,an,True,inspector,True,inspector,True,0.765625,0.99609375,0.2177734375,therapist,a,Someone who provides treatment for physical or mental conditions is a therapist
examiner,an,an,True,ass,False,tester,False,0.578125,0.60546875,0.361328125,receptionist,a,Someone who greets visitors and answers phones is a receptionist
