sentences,correct_articles,professions,correct?,p(a),p(an),original_a_prob,original_an_prob,zeroed_a_prob,zeroed_an_prob,multiplied_a_prob,multiplied_an_prob,selected_nodes_count,say_a_an_node_count,say_a_an_node_zeroed_activation_diff,say_a_an_node_multiplied_activation_diff
<|im_end|>Someone who treats heart diseases is a cardiologist. Someone who builds things with wood is,a,carpenter,True,0.99609375,7.43866e-05,0.99609375,7.43865966796875e-05,0.9921875,0.000797271728515625,1.0,1.7583370208740234e-06,21,19,0.21484375,0.640625
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who teaches and conducts research at universities is,a,professor,True,0.94140625,0.046875,0.94140625,0.046875,0.83203125,0.14453125,0.96484375,0.0257568359375,29,25,0.06298828125,0.373046875
<|im_end|>Someone who repairs timepieces is a watchmaker. Someone who studies matter and energy is,a,physicist,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.9765625,0.0157470703125,1.0,0.0001087188720703125,18,17,0.0166015625,0.0517578125
<|im_end|>Someone who investigates crimes is a detective. Someone who studies living organisms is,a,biologist,True,0.99609375,0.00062561035,0.99609375,0.00070953369140625,0.98828125,0.00665283203125,1.0,1.7762184143066406e-05,24,19,0.026123046875,0.08349609375
<|im_end|>Someone who extinguishes fires and rescues people is a firefighter. Someone who studies chemical reactions and compounds is,a,chemist,True,1.0,0.00015830994,1.0,0.000179290771484375,0.9921875,0.0024566650390625,0.99609375,4.5299530029296875e-05,43,18,0.1064453125,0.423828125
<|im_end|>Someone who grows crops and raises livestock is a farmer. Someone who studies and writes about past events is,a,historian,True,0.98828125,0.0075683594,0.9921875,0.007568359375,0.97265625,0.0228271484375,0.609375,0.00103759765625,24,19,0.1923828125,0.21484375
<|im_end|>Someone who directs and monitors workers is a supervisor. Someone who studies human behavior and mental processes is,a,psychologist,True,0.99609375,0.00029563904,0.99609375,0.0003337860107421875,0.98828125,0.00665283203125,0.9921875,1.4603137969970703e-05,34,20,0.080078125,0.1943359375
<|im_end|>Someone who helps others develop skills or fitness is a trainer. Someone who studies financial systems and markets is,an,economist,False,0.859375,0.13183594,0.84375,0.146484375,0.96484375,0.0257568359375,0.037109375,0.9609375,10,16,0.1044921875,0.5234375
<|im_end|>Someone who provides administrative support is a secretary. Someone who treats heart diseases is,a,cardiologist,True,0.99609375,0.00017929077,0.99609375,0.00022983551025390625,0.99609375,0.00080108642578125,0.734375,9.5367431640625e-06,28,15,0.1044921875,6.125
<|im_end|>Someone who applies paint to surfaces is a painter. Someone who treats disorders of the nervous system is,a,neurologist,True,0.98828125,0.00029182434,0.984375,0.0002918243408203125,0.984375,0.000896453857421875,1.0,1.6689300537109375e-05,21,18,0.032470703125,0.109375
<|im_end|>Someone who creates written works is a writer. Someone who provides medical care to children is,a,pediatrician,True,0.99609375,0.000705719,0.99609375,0.000705718994140625,0.9921875,0.00191497802734375,1.0,9.584426879882812e-05,27,20,0.134765625,27.125
<|im_end|>Someone who treats disorders of the nervous system is a neurologist. Someone who treats skin conditions is,a,dermatologist,True,1.0,6.580353e-05,1.0,7.486343383789062e-05,0.99609375,0.00090789794921875,0.8359375,1.475214958190918e-06,32,19,0.06689453125,0.1591796875
<|im_end|>Someone who converts text from one language to another is a translator. Someone who treats mental health disorders is,a,psychiatrist,True,0.98828125,0.00012207031,0.98828125,0.00013828277587890625,0.98828125,0.0004825592041015625,0.9296875,3.0994415283203125e-05,25,22,0.02587890625,0.08642578125
<|im_end|>Someone who leads orchestras or manages trains is a conductor. Someone who interprets medical images is,a,radiologist,True,0.99609375,0.000333786,0.99609375,0.0003337860107421875,0.98828125,0.0024566650390625,0.98828125,0.0001773834228515625,35,14,0.0810546875,0.82421875
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who administers anesthesia during surgery is,an,anesthesiologist,True,0.022949219,0.97265625,0.02587890625,0.96875,0.0751953125,0.91796875,0.004608154296875,0.99609375,14,39,0.052734375,0.208984375
<|im_end|>Someone who writes computer code is a programmer. Someone who treats cancer patients is,an,oncologist,True,0.31835938,0.671875,0.291015625,0.69921875,0.98828125,0.00665283203125,0.0035400390625,0.984375,16,19,0.1123046875,0.30859375
<|im_end|>Someone who heals sick pets is a veterinarian. Someone who treats eye diseases is,an,ophthalmologist,True,0.0045776367,0.98828125,0.00457763671875,0.98828125,0.020263671875,0.97265625,0.0001506805419921875,0.255859375,18,19,0.02099609375,0.05712890625
<|im_end|>Someone who helps buy and sell property is a realtor. Someone who treats bone and joint problems is,an,orthopedist,True,0.037109375,0.95703125,0.037109375,0.95703125,0.765625,0.21875,0.00116729736328125,0.99609375,21,21,0.181640625,0.2314453125
<|im_end|>Someone who writes computer code is a programmer. Someone who studies stars and planets is,an,astronomer,True,0.020141602,0.97265625,0.017822265625,0.9765625,0.490234375,0.490234375,0.0004863739013671875,0.99609375,24,24,0.267578125,0.80078125
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who studies rocks and earth formations is,a,geologist,True,0.99609375,0.00062561035,0.99609375,0.00070953369140625,0.953125,0.041748046875,1.0,3.5017728805541992e-06,23,18,1.59375,0.087890625
<|im_end|>Someone who provides administrative support is a secretary. Someone who studies human cultures and societies is,an,anthropologist,True,0.025878906,0.97265625,0.02294921875,0.9765625,0.98046875,0.015869140625,9.220093488693237e-08,0.98828125,16,20,0.49609375,9.8125
<|im_end|>Someone who writes poetry is a poet. Someone who studies social behavior and institutions is,a,sociologist,True,0.984375,0.0066223145,0.984375,0.006622314453125,0.68359375,0.28515625,1.0,0.0004863739013671875,13,15,0.057861328125,0.11767578125
<|im_end|>Someone who studies plants is a botanist. Someone who works with numbers and mathematical theories is,a,mathematician,True,0.9921875,0.0016937256,0.9921875,0.0016937255859375,0.9375,0.046630859375,1.0,1.0132789611816406e-05,25,22,0.072265625,0.1416015625
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who analyzes data and calculates probabilities is,a,statistician,True,0.99609375,0.00090789795,0.99609375,0.00090789794921875,0.984375,0.0096435546875,0.99609375,0.0001392364501953125,22,25,0.12890625,0.380859375
<|im_end|>Someone who builds things with wood is a carpenter. Someone who studies plants is,a,botanist,True,0.99609375,0.00029563904,0.99609375,0.0002956390380859375,0.99609375,0.00131988525390625,1.0,4.5299530029296875e-05,16,18,0.119140625,0.0908203125
<|im_end|>Someone who treats heart diseases is a cardiologist. Someone who studies animals is,a,zoologist,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.921875,0.06689453125,1.0,1.6540288925170898e-06,11,22,1.265625,0.1357421875
<|im_end|>Someone who helps buy and sell property is a realtor. Someone who studies weather patterns is,a,meteorologist,True,0.99609375,0.00037765503,0.99609375,0.0004291534423828125,0.984375,0.00665283203125,0.8984375,0.00015163421630859375,23,22,0.142578125,0.96484375
<|im_end|>Someone who studies plants is a botanist. Someone who studies ancient civilizations through artifacts is,an,archaeologist,True,0.01574707,0.9765625,0.01397705078125,0.98046875,0.92578125,0.06689453125,2.777576446533203e-05,0.9453125,27,27,0.1728515625,3.078125
<|im_end|>Someone who writes news articles is a journalist. Someone who studies languages and their structure is,a,linguist,True,0.98046875,0.0004234314,0.98046875,0.000423431396484375,0.9765625,0.0024261474609375,1.0,3.123283386230469e-05,56,19,0.08447265625,0.2275390625
<|im_end|>Someone who performs operations on patients is a surgeon. Someone who plays instruments or composes music is,a,musician,True,0.99609375,0.00090789795,0.99609375,0.00102996826171875,0.9375,0.052978515625,0.99609375,6.943941116333008e-06,23,21,0.1484375,0.287109375
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who creates visual art is,an,artist,True,0.022949219,0.97265625,0.0179443359375,0.98046875,0.91015625,0.08447265625,0.00213623046875,0.9765625,59,19,0.251953125,0.69140625
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who creates three-dimensional art is,a,sculptor,True,0.96484375,0.029174805,0.96484375,0.0291748046875,0.83984375,0.146484375,0.99609375,0.0004291534423828125,17,17,0.12890625,0.41796875
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who performs choreographed movements is,a,dancer,True,0.99609375,0.00026130676,0.99609375,0.0002956390380859375,0.96484375,0.029052734375,0.99609375,1.5616416931152344e-05,27,20,0.796875,1.0625
<|im_end|>Someone who studies animals is a zoologist. Someone who performs in plays or movies is,an,actor,True,0.029052734,0.9609375,0.029052734375,0.9609375,0.71875,0.263671875,0.000797271728515625,0.9921875,24,25,0.236328125,0.2421875
<|im_end|>Someone who investigates crimes is a detective. Someone who creates written works is,a,writer,True,0.9140625,0.08496094,0.90234375,0.09521484375,0.79296875,0.2001953125,0.99609375,0.0028076171875,33,20,0.169921875,0.1796875
<|im_end|>Someone who administers anesthesia during surgery is an anesthesiologist. Someone who writes poetry is,a,poet,True,0.98828125,0.00033187866,0.98828125,0.000331878662109375,0.98046875,0.003997802734375,0.99609375,0.0002593994140625,26,33,0.09619140625,0.2021484375
<|im_end|>Someone who writes computer code is a programmer. Someone who writes novels is,a,novelist,True,0.69921875,0.29101562,0.69921875,0.291015625,0.5859375,0.40234375,0.99609375,0.00170135498046875,12,22,0.09814453125,0.2490234375
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who reviews and revises written content is,an,editor,True,0.18066406,0.80859375,0.19921875,0.7890625,0.984375,0.005859375,3.719329833984375e-05,0.984375,25,24,0.15234375,0.3515625
<|im_end|>Someone who examines data and information is an analyst. Someone who converts text from one language to another is,a,translator,True,0.97265625,0.022827148,0.97265625,0.0228271484375,0.90625,0.083984375,1.0,5.14984130859375e-05,28,22,0.07666015625,0.19140625
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who mixes and serves drinks is,a,bartender,True,0.99609375,5.1259995e-05,0.99609375,5.125999450683594e-05,0.99609375,0.0002593994140625,0.99609375,1.6689300537109375e-05,12,18,0.0230712890625,0.0693359375
<|im_end|>Someone who manages financial records is an accountant. Someone who serves food in restaurants is,a,waiter,True,0.99609375,0.0002593994,0.99609375,0.0002593994140625,0.99609375,0.0003337860107421875,0.99609375,0.00015735626220703125,4,22,0.0125732421875,0.0458984375
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who cuts and styles hair is,a,barber,True,1.0,3.528595e-05,1.0,4.00543212890625e-05,1.0,4.5299530029296875e-05,1.0,3.528594970703125e-05,7,20,0.058349609375,0.79296875
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who makes or alters clothing is,a,tailor,True,0.99609375,6.580353e-05,0.99609375,6.580352783203125e-05,0.99609375,0.00022983551025390625,1.0,6.139278411865234e-06,14,17,0.0303955078125,0.10205078125
<|im_end|>Someone who tends to plants and landscapes is a gardener. Someone who arranges and sells flowers is,a,florist,True,0.99609375,4.529953e-05,0.99609375,4.5299530029296875e-05,0.99609375,0.00012302398681640625,1.0,1.4722347259521484e-05,7,14,0.0517578125,0.12158203125
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who makes or repairs jewelry is,a,jeweler,True,0.99609375,0.00012302399,0.99609375,0.0001392364501953125,0.9921875,0.00054931640625,1.0,1.0132789611816406e-05,13,26,0.189453125,0.11962890625
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who repairs timepieces is,a,watchmaker,True,0.99609375,0.0016937256,0.99609375,0.001922607421875,0.9921875,0.0024566650390625,1.0,7.867813110351562e-06,16,18,1.1875,0.271484375
<|im_end|>Someone who provides guidance and support is a counselor. Someone who makes and repairs locks is,a,locksmith,True,0.99609375,0.00013923645,0.99609375,0.00012302398681640625,0.99609375,0.0006256103515625,1.0,2.1457672119140625e-05,11,16,0.033447265625,0.078125
<|im_end|>Someone who coordinates emergency services is a dispatcher. Someone who joins metal pieces using heat is,a,welder,True,0.99609375,0.00013923645,0.99609375,0.0001583099365234375,0.99609375,0.0004863739013671875,0.98828125,6.151199340820312e-05,24,19,0.259765625,0.8359375
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who works with stone and brick is,a,mason,True,0.9921875,0.0013122559,0.9921875,0.00148773193359375,0.98828125,0.00457763671875,0.98828125,0.000156402587890625,15,24,0.314453125,0.171875
<|im_end|>Someone who works on ships is a sailor. Someone who installs and repairs roofs is,a,roofer,True,0.9921875,4.7922134e-05,0.9921875,5.435943603515625e-05,0.98828125,0.00022792816162109375,1.0,3.314018249511719e-05,13,19,0.25,0.88671875
<|im_end|>Someone who studies and writes about past events is a historian. Someone who applies paint to surfaces is,a,painter,True,0.98828125,0.0075683594,0.98828125,0.007568359375,0.404296875,0.58984375,0.99609375,2.574920654296875e-05,34,22,0.189453125,5.0
<|im_end|>Someone who oversees operations and staff is a manager. Someone who tends to plants and landscapes is,a,gardener,True,1.0,0.00026130676,1.0,0.0002613067626953125,0.9921875,0.005218505859375,1.0,1.6689300537109375e-05,22,20,0.0283203125,0.1083984375
<|im_end|>Someone who takes professional pictures is a photographer. Someone who grows crops and raises livestock is,a,farmer,True,0.99609375,9.584427e-05,0.99609375,9.584426879882812e-05,0.9921875,0.0024566650390625,1.0,0.0001087188720703125,43,21,0.1474609375,0.287109375
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who catches fish for a living is,a,fisherman,True,0.98828125,0.00033187866,0.98828125,0.0004253387451171875,0.9765625,0.0035247802734375,0.99609375,3.0994415283203125e-05,15,28,0.2890625,0.1005859375
<|im_end|>Someone who teaches and guides athletes is a coach. Someone who works on ships is,a,sailor,True,0.98828125,0.00061798096,0.984375,0.000701904296875,0.98828125,0.0010223388671875,0.98828125,0.0003757476806640625,10,18,0.040771484375,0.11962890625
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who drives large trucks for cargo transport is,a,trucker,True,0.99609375,9.584427e-05,0.99609375,9.584426879882812e-05,0.9921875,0.000621795654296875,0.99609375,7.3909759521484375e-06,15,22,0.150390625,1.859375
<|im_end|>Someone who conducts auctions is an auctioneer. Someone who leads orchestras or manages trains is,a,conductor,True,0.96484375,0.012145996,0.96484375,0.01214599609375,0.8125,0.140625,0.9765625,1.4424324035644531e-05,15,34,0.041259765625,0.08251953125
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who presides over legal proceedings is,a,judge,True,0.99609375,0.0008010864,0.99609375,0.00090789794921875,0.98828125,0.008544921875,1.0,1.895427703857422e-05,40,31,0.0751953125,0.197265625
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who investigates crimes is,a,detective,True,0.984375,0.012390137,0.98046875,0.015869140625,0.99609375,0.0021820068359375,1.0,9.584426879882812e-05,20,15,0.0032958984375,0.13671875
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who provides emergency medical care is,a,paramedic,False,0.029052734,0.96484375,0.0257568359375,0.96875,0.09423828125,0.89453125,0.02587890625,0.96875,15,22,0.12451171875,0.349609375
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who coordinates emergency services is,a,dispatcher,False,0.45703125,0.51953125,0.45703125,0.51953125,0.287109375,0.6875,0.9140625,0.06640625,6,18,0.134765625,0.318359375
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who provides guidance and support is,a,counselor,True,0.9921875,0.0045776367,0.9921875,0.00457763671875,0.9921875,0.004058837890625,0.98828125,0.008544921875,11,15,0.0081787109375,0.044921875
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who provides treatment for physical or mental conditions is,a,therapist,True,0.96484375,0.0023956299,0.96484375,0.0027008056640625,0.921875,0.0027618408203125,0.9296875,0.028076171875,32,27,0.2158203125,0.373046875
<|im_end|>Someone who mixes and serves drinks is a bartender. Someone who advises on diet and nutrition is,a,nutritionist,True,0.99609375,0.00010871887,0.99609375,0.0001087188720703125,0.99609375,0.0004863739013671875,0.96484375,6.389617919921875e-05,22,15,0.88671875,0.1826171875
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps others develop skills or fitness is,a,trainer,True,0.9765625,0.020263672,0.9765625,0.020263671875,0.9609375,0.029052734375,0.9921875,0.0031585693359375,18,20,0.09912109375,0.208984375
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who teaches and guides athletes is,a,coach,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.96875,0.02587890625,1.0,8.404254913330078e-06,26,16,0.12353515625,3.578125
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who enforces rules in sports is,a,referee,True,0.9296875,0.06738281,0.9296875,0.0673828125,0.95703125,0.03271484375,0.96484375,0.029052734375,17,31,0.09375,1.859375
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who handles payments in stores is,a,cashier,True,0.9921875,0.0011672974,0.9921875,0.00131988525390625,0.984375,0.00848388671875,1.0,1.0058283805847168e-06,15,22,0.09326171875,1.4140625
<|im_end|>Someone who studies languages and their structure is a linguist. Someone who performs administrative tasks is,a,clerk,False,0.22070312,0.76953125,0.220703125,0.76953125,0.2412109375,0.74609375,0.1474609375,0.84765625,8,24,0.0927734375,0.3515625
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who greets visitors and answers phones is,a,receptionist,True,0.99609375,0.0005531311,0.99609375,0.000553131103515625,0.98828125,0.005859375,1.0,1.4722347259521484e-05,11,18,0.138671875,0.330078125
<|im_end|>Someone who studies financial systems and markets is an economist. Someone who provides administrative support is,a,secretary,False,0.1328125,0.86328125,0.1474609375,0.84765625,0.11865234375,0.875,0.79296875,0.201171875,11,21,0.10693359375,0.1904296875
<|im_end|>Someone who enforces rules in sports is a referee. Someone who oversees operations and staff is,a,manager,True,0.9921875,0.0016860962,0.9921875,0.00168609619140625,0.95703125,0.0255126953125,0.99609375,2.1338462829589844e-05,25,25,0.07373046875,0.3359375
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who directs and monitors workers is,a,supervisor,True,0.9921875,0.001914978,0.9921875,0.00191497802734375,0.984375,0.008544921875,1.0,0.00012302398681640625,22,24,0.05810546875,0.275390625
<|im_end|>Someone who provides administrative support is a secretary. Someone who provides expert advice is,a,consultant,True,0.8125,0.18066406,0.79296875,0.2001953125,0.875,0.1181640625,0.75,0.244140625,17,17,0.58984375,0.6015625
<|im_end|>Someone who performs administrative tasks is a clerk. Someone who examines data and information is,an,analyst,True,0.29101562,0.69921875,0.318359375,0.671875,0.859375,0.1318359375,0.0031585693359375,0.99609375,5,22,0.1650390625,0.578125
<|im_end|>Someone who advises on diet and nutrition is a nutritionist. Someone who examines financial records is,an,auditor,True,0.119140625,0.87890625,0.1064453125,0.890625,0.2451171875,0.75390625,0.001495361328125,0.99609375,9,20,0.08056640625,0.1875
<|im_end|>Someone who designs buildings and structures is an architect. Someone who works in financial institutions is,a,banker,True,0.9765625,0.005126953,0.9765625,0.005126953125,0.96484375,0.00836181640625,0.99609375,0.000377655029296875,16,20,0.162109375,0.1455078125
<|im_end|>Someone who investigates crimes is a detective. Someone who facilitates financial transactions is,a,broker,True,0.9765625,0.017944336,0.9765625,0.0179443359375,0.9609375,0.032958984375,0.99609375,0.00080108642578125,7,19,0.01953125,0.08544921875
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps buy and sell property is,a,realtor,True,0.9921875,0.005218506,0.9921875,0.005218505859375,0.96875,0.0228271484375,0.81640625,0.000957489013671875,17,21,0.1572265625,0.1376953125
<|im_end|>Someone who studies matter and energy is a physicist. Someone who conducts auctions is,an,auctioneer,True,0.022827148,0.97265625,0.0228271484375,0.97265625,0.76953125,0.2197265625,0.00433349609375,0.828125,9,23,0.09716796875,0.0947265625
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who sells products or services is,a,salesperson,True,0.99609375,0.00037956238,0.99609375,0.0004291534423828125,0.984375,0.008544921875,1.0,8.828938007354736e-07,27,16,0.021484375,0.0791015625
<|im_end|>Someone who examines data and information is an analyst. Someone who sells goods directly to consumers is,a,retailer,True,0.99609375,0.00062561035,0.99609375,0.000705718994140625,0.98828125,0.00457763671875,0.9296875,8.285045623779297e-06,23,18,0.4453125,0.76953125
<|im_end|>Someone who treats mental health disorders is a psychiatrist. Someone who sells goods in large quantities is,a,wholesaler,True,0.98828125,0.00025749207,0.98828125,0.0002574920654296875,0.98046875,0.00167083740234375,1.0,3.9301812648773193e-07,15,18,0.166015625,0.2734375
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who creates new devices or processes is,an,inventor,True,0.012329102,0.98046875,0.01092529296875,0.984375,0.07470703125,0.91015625,0.0078125,0.96484375,35,27,0.55859375,0.458984375
<|im_end|>Someone who serves food in restaurants is a waiter. Someone who writes computer code is,a,programmer,True,0.99609375,0.000108242035,0.99609375,0.00012302398681640625,0.9921875,0.000377655029296875,1.0,1.6689300537109375e-05,18,24,0.06884765625,1.9375
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who maintains and repairs technical equipment is,a,technician,True,0.9296875,0.059570312,0.9375,0.052978515625,0.69140625,0.287109375,0.99609375,0.004608154296875,14,20,0.0751953125,0.1318359375
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who runs machinery or equipment is,an,operator,True,0.07519531,0.9140625,0.083984375,0.90234375,0.71484375,0.263671875,0.000621795654296875,0.9921875,20,27,0.09033203125,0.59765625
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who examines things for quality or compliance is,an,inspector,True,0.059570312,0.93359375,0.06689453125,0.92578125,0.314453125,0.6640625,0.044677734375,0.291015625,23,25,0.1259765625,0.375
<|im_end|>Someone who greets visitors and answers phones is a receptionist. Someone who tests or evaluates people or things is,an,examiner,False,0.671875,0.31835938,0.64453125,0.345703125,0.8984375,0.0947265625,0.010986328125,0.98828125,7,20,0.1640625,4.15625
