sentences,correct_articles,professions,correct?,p(a),p(an),original_a_prob,original_an_prob,zeroed_a_prob,zeroed_an_prob,multiplied_a_prob,multiplied_an_prob,selected_nodes_count
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who teaches and conducts research at universities is,a,professor,True,0.94140625,0.046875,0.94140625,0.046875,0.796875,0.1220703125,0.37109375,0.00677490234375,507
<|im_end|>Someone who repairs timepieces is a watchmaker. Someone who studies matter and energy is,a,physicist,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.94921875,0.0286865234375,0.9921875,0.000293731689453125,349
<|im_end|>Someone who investigates crimes is a detective. Someone who studies living organisms is,a,biologist,True,0.99609375,0.00062561035,0.99609375,0.00070953369140625,0.9609375,0.00238037109375,0.51171875,0.00019359588623046875,607
<|im_end|>Someone who extinguishes fires and rescues people is a firefighter. Someone who studies chemical reactions and compounds is,a,chemist,True,1.0,0.00015830994,1.0,0.000179290771484375,0.9921875,0.003570556640625,0.99609375,0.0001392364501953125,242
<|im_end|>Someone who grows crops and raises livestock is a farmer. Someone who studies and writes about past events is,a,historian,True,0.98828125,0.0075683594,0.9921875,0.007568359375,0.9765625,0.0179443359375,0.984375,0.0140380859375,176
<|im_end|>Someone who directs and monitors workers is a supervisor. Someone who studies human behavior and mental processes is,a,psychologist,True,0.99609375,0.00029563904,0.99609375,0.0003337860107421875,0.96875,0.0201416015625,0.9609375,5.602836608886719e-05,630
<|im_end|>Someone who helps others develop skills or fitness is a trainer. Someone who studies financial systems and markets is,an,economist,False,0.859375,0.13183594,0.84375,0.146484375,0.9453125,0.047119140625,0.9140625,0.0849609375,231
<|im_end|>Someone who provides administrative support is a secretary. Someone who treats heart diseases is,a,cardiologist,True,0.99609375,0.00017929077,0.99609375,0.00022983551025390625,0.97265625,0.017822265625,0.91015625,2.995133399963379e-06,422
<|im_end|>Someone who applies paint to surfaces is a painter. Someone who treats disorders of the nervous system is,a,neurologist,True,0.98828125,0.00029182434,0.984375,0.0002918243408203125,0.9609375,0.0198974609375,0.94921875,1.800060272216797e-05,351
<|im_end|>Someone who creates written works is a writer. Someone who provides medical care to children is,a,pediatrician,True,0.99609375,0.000705719,0.99609375,0.000705718994140625,0.80078125,0.1572265625,0.99609375,2.7418136596679688e-05,638
<|im_end|>Someone who treats disorders of the nervous system is a neurologist. Someone who treats skin conditions is,a,dermatologist,True,1.0,6.580353e-05,1.0,7.486343383789062e-05,0.91796875,0.04052734375,0.375,1.6838312149047852e-06,914
<|im_end|>Someone who converts text from one language to another is a translator. Someone who treats mental health disorders is,a,psychiatrist,True,0.98828125,0.00012207031,0.98828125,0.00013828277587890625,0.9375,0.0250244140625,0.82421875,1.8835067749023438e-05,702
<|im_end|>Someone who leads orchestras or manages trains is a conductor. Someone who interprets medical images is,a,radiologist,True,0.99609375,0.000333786,0.99609375,0.0003337860107421875,0.4296875,0.55078125,0.98828125,3.075599670410156e-05,268
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who administers anesthesia during surgery is,an,anesthesiologist,True,0.022949219,0.97265625,0.02587890625,0.96875,0.8671875,0.09130859375,8.046627044677734e-06,0.84765625,524
<|im_end|>Someone who writes computer code is a programmer. Someone who treats cancer patients is,an,oncologist,True,0.31835938,0.671875,0.291015625,0.69921875,0.92578125,0.0279541015625,0.07470703125,0.1083984375,406
<|im_end|>Someone who heals sick pets is a veterinarian. Someone who treats eye diseases is,an,ophthalmologist,True,0.0045776367,0.98828125,0.00457763671875,0.98828125,0.9765625,0.0108642578125,0.00023174285888671875,0.69140625,286
<|im_end|>Someone who helps buy and sell property is a realtor. Someone who treats bone and joint problems is,an,orthopedist,True,0.037109375,0.95703125,0.037109375,0.95703125,0.96484375,0.02001953125,0.013916015625,0.97265625,202
<|im_end|>Someone who writes computer code is a programmer. Someone who studies stars and planets is,an,astronomer,True,0.020141602,0.97265625,0.017822265625,0.9765625,0.71484375,0.0277099609375,5.817413330078125e-05,0.99609375,1837
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who studies rocks and earth formations is,a,geologist,True,0.99609375,0.00062561035,0.99609375,0.00070953369140625,0.78515625,0.1748046875,0.99609375,3.314018249511719e-05,298
<|im_end|>Someone who provides administrative support is a secretary. Someone who studies human cultures and societies is,an,anthropologist,True,0.025878906,0.97265625,0.02294921875,0.9765625,0.92578125,0.040771484375,1.6450881958007812e-05,0.984375,296
<|im_end|>Someone who writes poetry is a poet. Someone who studies social behavior and institutions is,a,sociologist,True,0.984375,0.0066223145,0.984375,0.006622314453125,0.8984375,0.03076171875,0.4609375,0.00958251953125,394
<|im_end|>Someone who studies plants is a botanist. Someone who works with numbers and mathematical theories is,a,mathematician,True,0.9921875,0.0016937256,0.9921875,0.0016937255859375,0.9375,0.046630859375,0.99609375,1.0132789611816406e-05,231
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who analyzes data and calculates probabilities is,a,statistician,True,0.99609375,0.00090789795,0.99609375,0.00090789794921875,0.51953125,0.4609375,1.0,3.528594970703125e-05,324
<|im_end|>Someone who builds things with wood is a carpenter. Someone who studies plants is,a,botanist,True,0.99609375,0.00029563904,0.99609375,0.0002956390380859375,0.9609375,0.01556396484375,0.98828125,3.0994415283203125e-05,194
<|im_end|>Someone who treats heart diseases is a cardiologist. Someone who studies animals is,a,zoologist,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.96484375,0.0257568359375,1.0,1.2218952178955078e-05,221
<|im_end|>Someone who helps buy and sell property is a realtor. Someone who studies weather patterns is,a,meteorologist,True,0.99609375,0.00037765503,0.99609375,0.0004291534423828125,0.98046875,0.00750732421875,0.73828125,0.00019359588623046875,287
<|im_end|>Someone who studies plants is a botanist. Someone who studies ancient civilizations through artifacts is,an,archaeologist,True,0.01574707,0.9765625,0.01397705078125,0.98046875,0.93359375,0.031982421875,0.00445556640625,0.84765625,248
<|im_end|>Someone who writes news articles is a journalist. Someone who studies languages and their structure is,a,linguist,True,0.98046875,0.0004234314,0.98046875,0.000423431396484375,0.97265625,0.01385498046875,0.99609375,4.8160552978515625e-05,278
<|im_end|>Someone who performs operations on patients is a surgeon. Someone who plays instruments or composes music is,a,musician,True,0.99609375,0.00090789795,0.99609375,0.00102996826171875,0.90625,0.07470703125,0.99609375,1.1444091796875e-05,341
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who creates visual art is,an,artist,True,0.022949219,0.97265625,0.0179443359375,0.98046875,0.421875,0.003997802734375,0.001922607421875,0.99609375,3644
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who creates three-dimensional art is,a,sculptor,True,0.96484375,0.029174805,0.96484375,0.0291748046875,0.0021820068359375,4.9591064453125e-05,0.984375,0.0140380859375,4110
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who performs choreographed movements is,a,dancer,True,0.99609375,0.00026130676,0.99609375,0.0002956390380859375,0.92578125,0.035888671875,1.0,1.895427703857422e-05,289
<|im_end|>Someone who studies animals is a zoologist. Someone who performs in plays or movies is,an,actor,True,0.029052734,0.9609375,0.029052734375,0.9609375,0.9375,0.041259765625,0.00012683868408203125,0.9609375,306
<|im_end|>Someone who investigates crimes is a detective. Someone who creates written works is,a,writer,True,0.9140625,0.08496094,0.90234375,0.09521484375,0.8671875,0.0296630859375,0.98828125,0.010986328125,504
<|im_end|>Someone who administers anesthesia during surgery is an anesthesiologist. Someone who writes poetry is,a,poet,True,0.98828125,0.00033187866,0.98828125,0.000331878662109375,0.92578125,0.01318359375,0.98046875,0.00115203857421875,279
<|im_end|>Someone who writes computer code is a programmer. Someone who writes novels is,a,novelist,True,0.69921875,0.29101562,0.69921875,0.291015625,0.90234375,0.007354736328125,0.9375,0.041015625,345
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who reviews and revises written content is,an,editor,True,0.18066406,0.80859375,0.19921875,0.7890625,0.953125,0.025390625,0.004058837890625,0.9921875,168
<|im_end|>Someone who examines data and information is an analyst. Someone who converts text from one language to another is,a,translator,True,0.97265625,0.022827148,0.97265625,0.0228271484375,0.96875,0.0201416015625,0.83984375,0.06884765625,165
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who mixes and serves drinks is,a,bartender,True,0.99609375,5.1259995e-05,0.99609375,5.125999450683594e-05,0.96875,0.009521484375,0.99609375,5.125999450683594e-05,135
<|im_end|>Someone who manages financial records is an accountant. Someone who serves food in restaurants is,a,waiter,True,0.99609375,0.0002593994,0.99609375,0.0002593994140625,0.9609375,0.01373291015625,0.98828125,6.532669067382812e-05,341
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who cuts and styles hair is,a,barber,True,1.0,3.528595e-05,1.0,4.00543212890625e-05,0.9921875,0.0024566650390625,1.0,7.867813110351562e-06,220
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who makes or alters clothing is,a,tailor,True,0.99609375,6.580353e-05,0.99609375,6.580352783203125e-05,0.9453125,0.04150390625,0.5,7.43865966796875e-05,171
<|im_end|>Someone who tends to plants and landscapes is a gardener. Someone who arranges and sells flowers is,a,florist,True,0.99609375,4.529953e-05,0.99609375,4.5299530029296875e-05,0.9765625,0.0074462890625,0.99609375,0.00013065338134765625,420
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who makes or repairs jewelry is,a,jeweler,True,0.99609375,0.00012302399,0.99609375,0.0001392364501953125,0.984375,0.00750732421875,1.0,2.4199485778808594e-05,87
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who repairs timepieces is,a,watchmaker,True,0.99609375,0.0016937256,0.99609375,0.001922607421875,0.95703125,0.03271484375,1.0,0.0001087188720703125,139
<|im_end|>Someone who provides guidance and support is a counselor. Someone who makes and repairs locks is,a,locksmith,True,0.99609375,0.00013923645,0.99609375,0.00012302398681640625,0.98828125,0.00665283203125,1.0,2.4318695068359375e-05,152
<|im_end|>Someone who coordinates emergency services is a dispatcher. Someone who joins metal pieces using heat is,a,welder,True,0.99609375,0.00013923645,0.99609375,0.0001583099365234375,0.9921875,0.00191497802734375,0.9921875,8.96453857421875e-05,152
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who works with stone and brick is,a,mason,True,0.9921875,0.0013122559,0.9921875,0.00148773193359375,0.90234375,0.07421875,0.89453125,1.0907649993896484e-05,186
<|im_end|>Someone who works on ships is a sailor. Someone who installs and repairs roofs is,a,roofer,True,0.9921875,4.7922134e-05,0.9921875,5.435943603515625e-05,0.93359375,0.0281982421875,0.9921875,0.000904083251953125,172
<|im_end|>Someone who studies and writes about past events is a historian. Someone who applies paint to surfaces is,a,painter,True,0.98828125,0.0075683594,0.98828125,0.007568359375,0.984375,0.005859375,0.99609375,0.00022983551025390625,194
<|im_end|>Someone who oversees operations and staff is a manager. Someone who tends to plants and landscapes is,a,gardener,True,1.0,0.00026130676,1.0,0.0002613067626953125,0.97265625,0.01226806640625,0.9921875,5.3942203521728516e-06,283
<|im_end|>Someone who takes professional pictures is a photographer. Someone who grows crops and raises livestock is,a,farmer,True,0.99609375,9.584427e-05,0.99609375,9.584426879882812e-05,0.95703125,0.0224609375,0.9921875,0.0010223388671875,269
<|im_end|>Someone who treats teeth and gums is a dentist. Someone who catches fish for a living is,a,fisherman,True,0.98828125,0.00033187866,0.98828125,0.0004253387451171875,0.9453125,0.032470703125,0.98046875,0.0096435546875,174
<|im_end|>Someone who teaches and guides athletes is a coach. Someone who works on ships is,a,sailor,True,0.98828125,0.00061798096,0.984375,0.000701904296875,0.98046875,0.00958251953125,0.765625,0.00017642974853515625,196
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who drives large trucks for cargo transport is,a,trucker,True,0.99609375,9.584427e-05,0.99609375,9.584426879882812e-05,0.90234375,0.044921875,0.27734375,0.00164794921875,304
<|im_end|>Someone who conducts auctions is an auctioneer. Someone who leads orchestras or manages trains is,a,conductor,True,0.96484375,0.012145996,0.96484375,0.01214599609375,0.9609375,0.0198974609375,0.984375,0.00518798828125,84
<|im_end|>Someone who studies stars and planets is an astronomer. Someone who presides over legal proceedings is,a,judge,True,0.99609375,0.0008010864,0.99609375,0.00090789794921875,0.95703125,0.0225830078125,1.0,6.48200511932373e-07,295
<|im_end|>Someone who fixes cars and engines is a mechanic. Someone who investigates crimes is,a,detective,True,0.984375,0.012390137,0.98046875,0.015869140625,0.84765625,0.08935546875,0.99609375,0.002471923828125,236
<|im_end|>Someone who provides medical care to children is a pediatrician. Someone who provides emergency medical care is,a,paramedic,False,0.029052734,0.96484375,0.0257568359375,0.96875,0.8203125,0.142578125,0.001129150390625,0.96484375,369
<|im_end|>Someone who dispenses medications is a pharmacist. Someone who coordinates emergency services is,a,dispatcher,False,0.45703125,0.51953125,0.45703125,0.51953125,0.93359375,0.041015625,0.412109375,0.53125,205
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who provides guidance and support is,a,counselor,True,0.9921875,0.0045776367,0.9921875,0.00457763671875,0.92578125,0.035888671875,0.99609375,0.0006256103515625,264
<|im_end|>Someone who treats eye diseases is an ophthalmologist. Someone who provides treatment for physical or mental conditions is,a,therapist,True,0.96484375,0.0023956299,0.96484375,0.0027008056640625,0.8515625,0.1015625,0.96875,0.000644683837890625,767
<|im_end|>Someone who mixes and serves drinks is a bartender. Someone who advises on diet and nutrition is,a,nutritionist,True,0.99609375,0.00010871887,0.99609375,0.0001087188720703125,0.93359375,0.052490234375,0.42578125,2.47955322265625e-05,488
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps others develop skills or fitness is,a,trainer,True,0.9765625,0.020263672,0.9765625,0.020263671875,0.84375,0.0888671875,0.984375,0.0035552978515625,298
<|im_end|>Someone who examines things for quality or compliance is an inspector. Someone who teaches and guides athletes is,a,coach,True,0.99609375,0.0013198853,0.99609375,0.00131988525390625,0.9609375,0.032958984375,1.0,9.5367431640625e-06,169
<|im_end|>Someone who studies ancient civilizations through artifacts is an archaeologist. Someone who enforces rules in sports is,a,referee,True,0.9296875,0.06738281,0.9296875,0.0673828125,0.9375,0.031982421875,0.08642578125,0.035888671875,285
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who handles payments in stores is,a,cashier,True,0.9921875,0.0011672974,0.9921875,0.00131988525390625,0.97265625,0.017822265625,1.0,0.0001087188720703125,144
<|im_end|>Someone who studies languages and their structure is a linguist. Someone who performs administrative tasks is,a,clerk,False,0.22070312,0.76953125,0.220703125,0.76953125,0.9375,0.0194091796875,0.22265625,0.77734375,192
<|im_end|>Someone who studies weather patterns is a meteorologist. Someone who greets visitors and answers phones is,a,receptionist,True,0.99609375,0.0005531311,0.99609375,0.000553131103515625,0.984375,0.005157470703125,0.99609375,0.00054931640625,51
<|im_end|>Someone who studies financial systems and markets is an economist. Someone who provides administrative support is,a,secretary,False,0.1328125,0.86328125,0.1474609375,0.84765625,0.90234375,0.07421875,0.0179443359375,0.98046875,236
<|im_end|>Someone who enforces rules in sports is a referee. Someone who oversees operations and staff is,a,manager,True,0.9921875,0.0016860962,0.9921875,0.00168609619140625,0.9375,0.036376953125,0.99609375,0.0001583099365234375,127
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who directs and monitors workers is,a,supervisor,True,0.9921875,0.001914978,0.9921875,0.00191497802734375,0.9765625,0.01226806640625,1.0,2.4318695068359375e-05,102
<|im_end|>Someone who provides administrative support is a secretary. Someone who provides expert advice is,a,consultant,True,0.8125,0.18066406,0.79296875,0.2001953125,0.546875,0.42578125,0.92578125,0.0673828125,190
<|im_end|>Someone who performs administrative tasks is a clerk. Someone who examines data and information is,an,analyst,True,0.29101562,0.69921875,0.318359375,0.671875,0.76171875,0.2177734375,0.2080078125,0.7265625,217
<|im_end|>Someone who advises on diet and nutrition is a nutritionist. Someone who examines financial records is,an,auditor,True,0.119140625,0.87890625,0.1064453125,0.890625,0.1064453125,0.890625,0.1064453125,0.890625,7
<|im_end|>Someone who designs buildings and structures is an architect. Someone who works in financial institutions is,a,banker,True,0.9765625,0.005126953,0.9765625,0.005126953125,0.859375,0.09033203125,1.0,0.00012302398681640625,216
<|im_end|>Someone who investigates crimes is a detective. Someone who facilitates financial transactions is,a,broker,True,0.9765625,0.017944336,0.9765625,0.0179443359375,0.9375,0.031982421875,0.99609375,0.004058837890625,183
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who helps buy and sell property is,a,realtor,True,0.9921875,0.005218506,0.9921875,0.005218505859375,0.875,0.1044921875,0.984375,0.006622314453125,183
<|im_end|>Someone who studies matter and energy is a physicist. Someone who conducts auctions is,an,auctioneer,True,0.022827148,0.97265625,0.0228271484375,0.97265625,0.9140625,0.0751953125,0.0031890869140625,0.8828125,102
<|im_end|>Someone who installs and repairs roofs is a roofer. Someone who sells products or services is,a,salesperson,True,0.99609375,0.00037956238,0.99609375,0.0004291534423828125,0.8203125,0.142578125,0.99609375,8.828938007354736e-07,206
<|im_end|>Someone who examines data and information is an analyst. Someone who sells goods directly to consumers is,a,retailer,True,0.99609375,0.00062561035,0.99609375,0.000705718994140625,0.9921875,0.004058837890625,0.91796875,1.8477439880371094e-05,60
<|im_end|>Someone who treats mental health disorders is a psychiatrist. Someone who sells goods in large quantities is,a,wholesaler,True,0.98828125,0.00025749207,0.98828125,0.0002574920654296875,0.9765625,0.00189208984375,1.0,1.3709068298339844e-06,18
<|im_end|>Someone who teaches and conducts research at universities is a professor. Someone who creates new devices or processes is,an,inventor,True,0.012329102,0.98046875,0.01092529296875,0.984375,0.19921875,0.7890625,0.00102996826171875,0.99609375,285
<|im_end|>Someone who serves food in restaurants is a waiter. Someone who writes computer code is,a,programmer,True,0.99609375,0.000108242035,0.99609375,0.00012302398681640625,0.94140625,0.025146484375,0.98828125,1.8551945686340332e-06,407
<|im_end|>Someone who plays instruments or composes music is a musician. Someone who maintains and repairs technical equipment is,a,technician,True,0.9296875,0.059570312,0.9375,0.052978515625,0.58984375,0.357421875,0.98828125,0.005859375,296
<|im_end|>Someone who treats cancer patients is an oncologist. Someone who runs machinery or equipment is,an,operator,True,0.07519531,0.9140625,0.083984375,0.90234375,0.859375,0.0908203125,0.032470703125,0.953125,258
<|im_end|>Someone who provides treatment for physical or mental conditions is a therapist. Someone who examines things for quality or compliance is,an,inspector,True,0.059570312,0.93359375,0.06689453125,0.92578125,0.34375,0.64453125,0.10595703125,0.88671875,154
<|im_end|>Someone who greets visitors and answers phones is a receptionist. Someone who tests or evaluates people or things is,an,examiner,False,0.671875,0.31835938,0.64453125,0.345703125,0.76171875,0.1923828125,0.02587890625,0.96875,185
