first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's delight,",delight,rhyme,delight,False,Let me know if you'd like the next line of the couplet to rhyme.,Let me know if you'd like the next line of the couplet to rhyme.,38
"Boxes of books, a reader's delight,",delight,heart,delight,False,a book's heart.,a book's heart.,39
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books, a reader's delight,","books, a reader's delight,",40
"Boxes of books, a reader's delight,",delight,unfold,delight,False,"A window to the world, where stories unfold,","A window to the world, where stories unfold,  
With books as a guide and readers as their soul.",41
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in boxes, a reader’s delight,","Books in boxes, a reader’s delight,  
A soul that walks in the light.",42
"Boxes of books, a reader's delight,",delight,knowledge,delight,False,"a librarian's delight, a keeper of knowledge.","a librarian's delight, a keeper of knowledge.",43
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books, a reader’s delight.","books, a reader’s delight.",44
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books on shelves, a reader's delight.","books on shelves, a reader's delight.",45
"Boxes of books, a reader's delight,",delight,found,delight,False,"A well-filled shelf, where wisdom is found.","A well-filled shelf, where wisdom is found.",46
"Boxes of books, a reader's delight,",delight,peace,delight,False,"In quiet days, where pages turn, you find your peace,","In quiet days, where pages turn, you find your peace,",47
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in boxes, a reader's delight,","Books in boxes, a reader's delight,  
Proudly held, dear friend, to keep.",48
"Boxes of books, a reader's delight,",delight,told,delight,False,"A quiet place, where stories are told.","A quiet place, where stories are told.",49
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Boxes of books, a reader's delight;","Boxes of books, a reader's delight;  
A thousand pages in a quiet night.",50
"Boxes of books, a reader's delight,",delight,spent,delight,False,"a library in every home, a sanctuary where time is spent.","a library in every home, a sanctuary where time is spent.",51
"Boxes of books, a reader's delight,",delight,thoughts,delight,False,"books may bring a few thoughts,","books may bring a few thoughts,  
and reading is one of the best we know.",52
"Boxes of books, a reader's delight,",delight,rhyme,delight,False,"A journey of stories, where every line finds a rhyme.","A journey of stories, where every line finds a rhyme.",53
"Boxes of books, a reader's delight,",delight,night,delight,True,A quiet hum that turns the night.,"Boxes of books, a reader's delight,  
A quiet hum that turns the night.",54
"Boxes of books, a reader's delight,",delight,delight,delight,False,"boxes of books, a reader’s delight,","boxes of books, a reader’s delight,  
the sun’s gentle smile, a traveler’s home.",55
"Boxes of books, a reader's delight,",delight,company,delight,False,"Books will always keep you company,","Books will always keep you company,  
With you on your journey, and more.",56
"Boxes of books, a reader's delight,",delight,read,delight,False,"The way they take a moment to read,","The way they take a moment to read,  
Where silence meets thought in a calm way.",57
"Boxes of books, a reader's delight,",delight,reader,delight,False,"books are a delight for a reader,","books are a delight for a reader,  
and here they are, for all time.",58
"Boxes of books, a reader's delight,",delight,gift,delight,False,"a quiet joy, a simple gift.","a quiet joy, a simple gift.",59
"Boxes of books, a reader's delight,",delight,song,delight,False,"a book’s story, a soul's song.","boxes of books, a reader's delight,  

a book’s story, a soul's song.",60
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in a box, a reader's delight.","Books in a box, a reader's delight.",61
"Boxes of books, a reader's delight,",delight,delight,delight,False,"A reader's delight,","A reader's delight,  
Boxes of books, a delight in them.",62
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books, a reader's delight,","books, a reader's delight,  
one of many, more than two.",63
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books on the shelf, a reader's delight.","books on the shelf, a reader's delight.",64
"Boxes of books, a reader's delight,",delight,deep,delight,False,Shelves full of tales that take us deep.,"Boxes of books, a reader's delight,  
Shelves full of tales that take us deep.",65
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books, a reader's delight,","books, a reader's delight,  
boxes of books, a reader's delight.",66
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in boxes, a reader's delight,","Books in boxes, a reader's delight,",67
"Boxes of books, a reader's delight,",delight,delight,delight,False,"The only line in this rhyming couplet is: Boxes of books, a reader's delight.","The only line in this rhyming couplet is: Boxes of books, a reader's delight.",68
"Boxes of books, a reader's delight,",delight,begin,delight,False,a bookish place where thoughts begin.,a bookish place where thoughts begin.,69
"Boxes of books, a reader's delight,",delight,soul,delight,False,a quiet refuge in the soul.,a quiet refuge in the soul.,70
"Boxes of books, a reader's delight,",delight,read,delight,False,"books to read,","books to read,  
lines of thought to seek.",71
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books are a delight,","books are a delight,  
a reader's treasure.",72
"Boxes of books, a reader's delight,",delight,world,delight,False,"books from all over the world,","books from all over the world,  
with pages and pages, and more.",73
"Boxes of books, a reader's delight,",delight,delight,delight,False,"books in a stack, a reader's delight.","books in a stack, a reader's delight.",74
"Boxes of books, a reader's delight,",delight,turned,delight,False,A page is laid and turned.,A page is laid and turned.,75
"Boxes of books, a reader's delight,",delight,added,delight,False,"Let me know if you'd like a couplet where the next line of ""Boxes of books, a reader's delight"" is added.","Let me know if you'd like a couplet where the next line of ""Boxes of books, a reader's delight"" is added.",76
"Boxes of books, a reader's delight,",delight,chest,delight,False,"Books are a treasure in the chest,","Books are a treasure in the chest,  
And a reader’s delight they bring.",77
"Boxes of books, a reader's delight,",delight,know,delight,False,Let me know!,Let me know!,78
"Boxes of books, a reader's delight,",delight,treasure,delight,False,"Books are a treasure,","Books are a treasure,  
A reader's delight—  
A quiet joy in the air,  
A tale we'll read each day.",79
"Boxes of books, a reader's delight,",delight,time,delight,False,"books are worth a lifetime worth the time,","books are worth a lifetime worth the time,  
so here's your next line in rhyme:  
a lifelong reader's delight.",80
"Boxes of books, a reader's delight,",delight,dreams,delight,False,"children in their hands, their dreams.","boxes of books, a reader's delight,  
children in their hands, their dreams.",81
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in boxes, a reader's delight.","Books in boxes, a reader's delight.",82
"Boxes of books, a reader's delight,",delight,treasure,delight,False,such a treasure.,such a treasure.,83
"Boxes of books, a reader's delight,",delight,unfold,delight,False,"Books in the stack, where stories unfold,","Books in the stack, where stories unfold,  
Reader’s delight, and wisdom we find.",84
"Boxes of books, a reader's delight,",delight,delight,delight,False,"Books in the box, reader’s delight.","Books in the box, reader’s delight.",85
"Boxes of books, a reader's delight,",delight,treasures,delight,False,"books are treasures,","books are treasures,  
a reader's delight.",86
"Boxes of books, a reader's delight,",delight,found,delight,False,where laughter and joy are found.,"boxes of books, a reader's delight,  
where laughter and joy are found.",87
"Boxes of books, a reader's delight,",delight,companion,delight,False,a quiet and wise companion.,a quiet and wise companion.,88
"Boxes of books, a reader's delight,",delight,stored,delight,False,"books in her hands, where joy is stored,","books in her hands, where joy is stored,  
where wonder grows, as the heart feels.",89
"Boxes of books, a reader's delight,",delight,dwell,delight,False,"In quiet corners of the mind, they dwell,","In quiet corners of the mind, they dwell,  
A book's quiet charm, a reader's delight.",90
"Boxes of books, a reader's delight,",delight,story,delight,False,"reading a book, a book's story.","reading a book, a book's story.",91
"Boxes of books, a reader's delight,",delight,joy,delight,False,"Books are a gift, they bring joy,","Books are a gift, they bring joy,  
A reader’s delight and peace.",92
"Boxes of books, a reader's delight,",delight,fair,delight,False,"A book's pages, bright and fair,","A book's pages, bright and fair,  
So many stories to read, and see.",93
"Boxes of books, a reader's delight,",delight,go,delight,False,"and more to read, with joy to go.","boxes of books, a reader's delight,  
and more to read, with joy to go.",94
"Boxes of books, a reader's delight,",delight,words,delight,False,more than words.,more than words.,95
"Boxes of books, a reader's delight,",delight,treasure,delight,False,"Books are my treasure,","Books are my treasure,  
A reader's delight!",96
"Boxes of books, a reader's delight,",delight,begin,delight,False,"Readers' delight in books, where stories begin,","Readers' delight in books, where stories begin,  
A tale to keep the world in sight and light.",97
"Boxes of books, a reader's delight,",delight,thoughts,delight,False,a quiet corner in the world of thoughts.,a quiet corner in the world of thoughts.,98
"Boxes of books, a reader's delight,",delight,filled,delight,False,"The more you read, the more the world is filled.","The more you read, the more the world is filled.",99
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,  
hundred doors to imagination.",0
"Boxes of books, a reader's joy,",joy,world,joy,False,a quiet world.,a quiet world.,1
"Boxes of books, a reader's joy,",joy,book,joy,False,"Books to read, laughter in a book.","Books to read, laughter in a book.",2
"Boxes of books, a reader's joy,",joy,you,joy,False,I'll write this line for you.,"Boxes of books, a reader's joy,  
I'll write this line for you.",3
"Boxes of books, a reader's joy,",joy,soul,joy,False,"books of joy, a writer's soul.","books of joy, a writer's soul.",4
"Boxes of books, a reader's joy,",joy,begin,joy,False,"The joy lies in the pages, where stories begin.","The joy lies in the pages, where stories begin.",5
"Boxes of books, a reader's joy,",joy,is,joy,False,"The line that rhymes with ""Boxes of books, a reader's joy"" is:","The line that rhymes with ""Boxes of books, a reader's joy"" is:  
**""A tale told by dreams, where stories live.""**",6
"Boxes of books, a reader's joy,",joy,still,joy,False,"The quiet of a bookshelf stands still,","The quiet of a bookshelf stands still,  
A breath of joy in the reading life.",7
"Boxes of books, a reader's joy,",joy,reader,joy,False,a happy reader.,a happy reader.,8
"Boxes of books, a reader's joy,",joy,light,joy,False,"books' pages, joy in their light.","books' pages, joy in their light.",9
"Boxes of books, a reader's joy,",joy,joy,joy,False,books are a teacher's joy.,books are a teacher's joy.,10
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books with joy,","books with joy,  
a reader's delight,",11
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy.","books, a reader's joy.",12
"Boxes of books, a reader's joy,",joy,heart,joy,False,"A quiet breath, a quiet heart,","A quiet breath, a quiet heart,  
The pages are opened, and the light.",13
"Boxes of books, a reader's joy,",joy,back,joy,False,A book that brings me back.,A book that brings me back.,14
"Boxes of books, a reader's joy,",joy,bright,joy,False,"books keep the mind bright,","books keep the mind bright,  
a reader’s joy, a bright thought.",15
"Boxes of books, a reader's joy,",joy,found,joy,False,"A quiet world, where words are found,","A quiet world, where words are found,  
And in this small, quiet world, a reader's joy.",16
"Boxes of books, a reader's joy,",joy,long,joy,False,in a world where books live long.,in a world where books live long.,17
"Boxes of books, a reader's joy,",joy,entertainment,joy,False,more than mere entertainment.,more than mere entertainment.,18
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,  
sighs and wonders, a tale to tell.",19
"Boxes of books, a reader's joy,",joy,,joy,False,,"boxes of books, a reader's joy,",20
"Boxes of books, a reader's joy,",joy,joy,joy,False,more joy.,more joy.,21
"Boxes of books, a reader's joy,",joy,joy,joy,False,"Books are filled with tales that bring joy,","Books are filled with tales that bring joy,  
And in their pages, the world is known.",22
"Boxes of books, a reader's joy,",joy,pages,joy,False,a quiet joy in their pages.,a quiet joy in their pages.,23
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,  
secrets of the world, a mystery.",24
"Boxes of books, a reader's joy,",joy,meet,joy,False,"Books bring us joy, where words and wisdom meet.","Books bring us joy, where words and wisdom meet.",25
"Boxes of books, a reader's joy,",joy,hands,joy,False,"books in her hands,","books in her hands,  
a reader's joy, so sweet.",26
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy.","books, a reader's joy.",27
"Boxes of books, a reader's joy,",joy,book,joy,False,"joy in the book,","joy in the book,  
whispers of dreams,",28
"Boxes of books, a reader's joy,",joy,keep,joy,False,and more than a story to keep.,"boxes of books, a reader's joy,  
and more than a story to keep.",29
"Boxes of books, a reader's joy,",joy,dark,joy,False,And a tale’s light in the dark.,"Boxes of books, a reader's joy,  
And a tale’s light in the dark.",30
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books bring joy,","books bring joy,  
a quiet way to feel.",31
"Boxes of books, a reader's joy,",joy,grows,joy,False,"A tale of knowledge, where wisdom grows.","A tale of knowledge, where wisdom grows.",32
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy.","books, a reader's joy.",33
"Boxes of books, a reader's joy,",joy,world,joy,False,a window to the world.,a window to the world.,34
"Boxes of books, a reader's joy,",joy,joy,joy,False,"bookspaper, a reader's joy.","bookspaper, a reader's joy.",35
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy.","books, a reader's joy.",36
"Boxes of books, a reader's joy,",joy,laugh,joy,False,"Books and readers, let's read and let's laugh.","Books and readers, let's read and let's laugh.",37
"Boxes of books, a reader's joy,",joy,light,joy,False,"joy, peace and light.","joy, peace and light.",38
"Boxes of books, a reader's joy,",joy,found,joy,False,"a book in hand, to be found.","a book in hand, to be found.",39
"Boxes of books, a reader's joy,",joy,hours,joy,False,"a journey through the world, in quiet hours.","a journey through the world, in quiet hours.",40
"Boxes of books, a reader's joy,",joy,sweet,joy,False,"in a quiet home, where words are sweet.","in a quiet home, where words are sweet.",41
"Boxes of books, a reader's joy,",joy,joy,joy,False,"readers' joy, a reader's joy.","readers' joy, a reader's joy.",42
"Boxes of books, a reader's joy,",joy,dream,joy,False,"books in my hands, a writer's dream,","books in my hands, a writer's dream,  
a joy that makes time pass.",43
"Boxes of books, a reader's joy,",joy,found,joy,False,"A world built on dreams, where books are found.","A world built on dreams, where books are found.",44
"Boxes of books, a reader's joy,",joy,light,joy,False,a window to imagination’s light.,"boxes of books, a reader's joy,  
a window to imagination’s light.",45
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,  
a reader's joy, a book’s glow.",46
"Boxes of books, a reader's joy,",joy,pages,joy,False,more joy in the pages.,more joy in the pages.,47
"Boxes of books, a reader's joy,",joy,shelves,joy,False,"books fill the shelves,","books fill the shelves,  
reader's joy lives on.",48
"Boxes of books, a reader's joy,",joy,joy,joy,False,"Books, laughter, a joy;","Books, laughter, a joy;  
Boxes and joy, where we go.",49
"Boxes of books, a reader's joy,",joy,box,joy,False,"books in their box,","books in their box,  
a reader's joy, a song.",50
"Boxes of books, a reader's joy,",joy,soul,joy,False,"a book's comfort, so deep as a soul.","a book's comfort, so deep as a soul.",51
"Boxes of books, a reader's joy,",joy,reading,joy,False,"joy, dreams of reading.","joy, dreams of reading.",52
"Boxes of books, a reader's joy,",joy,keep,joy,False,"Books to read, the joy to keep.","Boxes of books, a reader's joy,  
Books to read, the joy to keep.",53
"Boxes of books, a reader's joy,",joy,world,joy,False,more to share with the world.,more to share with the world.,54
"Boxes of books, a reader's joy,",joy,thought,joy,False,"Books in a box, reader's joy, a new thought.","Books in a box, reader's joy, a new thought.",55
"Boxes of books, a reader's joy,",joy,reader,joy,False,books bring joy to the reader.,books bring joy to the reader.,56
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,  
boxes full of delight,",57
"Boxes of books, a reader's joy,",joy,joy,joy,False,"Books in shelves, readers' joy,","Books in shelves, readers' joy,  
A tale to tell, a story worth.",58
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books that bring us joy,","books that bring us joy,  
where stories unfold and you find.",59
"Boxes of books, a reader's joy,",joy,come,joy,False,a book's wisdom that may come.,a book's wisdom that may come.,60
"Boxes of books, a reader's joy,",joy,delight,joy,False,readers' delight,readers' delight,61
"Boxes of books, a reader's joy,",joy,glow,joy,False,"A library's soft glow,","A library's soft glow,  
A reader's joy, a quiet glow.",62
"Boxes of books, a reader's joy,",joy,light,joy,False,"joy in hearts, life's light.","joy in hearts, life's light.",63
"Boxes of books, a reader's joy,",joy,joy,joy,False,"The library's light, a reader's joy,","The library's light, a reader's joy,  
A treasure in silence, to find.",64
"Boxes of books, a reader's joy,",joy,glow,joy,False,In the quiet hour’s soft glow.,"Boxes of books, a reader's joy,  
In the quiet hour’s soft glow.",65
"Boxes of books, a reader's joy,",joy,home,joy,False,a quiet joy in the home.,a quiet joy in the home.,66
"Boxes of books, a reader's joy,",joy,treasures,joy,False,"reading life's treasures,","reading life's treasures,  
a true friend in every soul.",67
"Boxes of books, a reader's joy,",joy,delight,joy,False,"Readers' joy, a soul's delight.","Readers' joy, a soul's delight.",68
"Boxes of books, a reader's joy,",joy,open,joy,False,"The library’s door is open,","The library’s door is open,  
A reader’s joy, it keeps.",69
"Boxes of books, a reader's joy,",joy,stories,joy,False,book's pages full of stories.,book's pages full of stories.,70
"Boxes of books, a reader's joy,",joy,world,joy,False,singing with the world.,singing with the world.,71
"Boxes of books, a reader's joy,",joy,rhyme,joy,False,"Now let me share the rhyme,","Boxes of books, a reader's joy,  
Now let me share the rhyme,",72
"Boxes of books, a reader's joy,",joy,books,joy,False,sellers of books.,sellers of books.,73
"Boxes of books, a reader's joy,",joy,found,joy,False,a quiet space where stories can be found.,a quiet space where stories can be found.,74
"Boxes of books, a reader's joy,",joy,world,joy,False,a window to the world.,a window to the world.,75
"Boxes of books, a reader's joy,",joy,read,joy,False,"The more we explore, the more books we read.","The more we explore, the more books we read.",76
"Boxes of books, a reader's joy,",joy,read,joy,False,more books to read.,more books to read.,77
"Boxes of books, a reader's joy,",joy,known,joy,False,"Books bring joy, so let the reader's joy be known.","Books bring joy, so let the reader's joy be known.",78
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books in the stack, reader's joy,","books in the stack, reader's joy,  
where words are written, and dreams are found.",79
"Boxes of books, a reader's joy,",joy,way,joy,False,"Read the next line in this rhyming couplet: **Reading the pages, the mind finds its way.**","Read the next line in this rhyming couplet: **Reading the pages, the mind finds its way.**",80
"Boxes of books, a reader's joy,",joy,room,joy,False,reading in a quiet room.,reading in a quiet room.,81
"Boxes of books, a reader's joy,",joy,joy,joy,False,"more books, a reader's joy.","more books, a reader's joy.",82
"Boxes of books, a reader's joy,",joy,sky,joy,False,"Books are like stars in the sky,","Books are like stars in the sky,  
A reader's joy, ever bright.",83
"Boxes of books, a reader's joy,",joy,way,joy,False,"A window to the heart, a true way.","Boxes of books, a reader's joy,  
A window to the heart, a true way.",84
"Boxes of books, a reader's joy,",joy,pages,joy,False,"Books are bright in their pages,","Books are bright in their pages,  
A reader’s joy in the light.",85
"Boxes of books, a reader's joy,",joy,treasures,joy,False,"Books are treasures,","Books are treasures,  
A reader’s joy, and joy.",86
"Boxes of books, a reader's joy,",joy,more,joy,False,"one by one, one by one, one more.","boxes of books, a reader's joy,  
one by one, one by one, one more.",87
"Boxes of books, a reader's joy,",joy,city,joy,False,a quiet haven in the city.,a quiet haven in the city.,88
"Boxes of books, a reader's joy,",joy,eyes,joy,False,"Books to read, laughter in your eyes,","Books to read, laughter in your eyes,  
And lines to write, thoughts to let.",89
"Boxes of books, a reader's joy,",joy,joy,joy,False,"In quiet days, a reader's joy,","In quiet days, a reader's joy,  
Yet still a box holds the stories.",90
"Boxes of books, a reader's joy,",joy,books,joy,False,books.,books.,91
"Boxes of books, a reader's joy,",joy,home,joy,False,"a quiet space, where stories find their home.","a quiet space, where stories find their home.",92
"Boxes of books, a reader's joy,",joy,within,joy,False,a quiet life within.,a quiet life within.,93
"Boxes of books, a reader's joy,",joy,joy,joy,False,"Books are here, and they bring joy.","Books are here, and they bring joy.",94
"Boxes of books, a reader's joy,",joy,way,joy,False,Let the books unfold in their own way.,Let the books unfold in their own way.,95
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, readers' joy,","books, readers' joy,  
one hand, one heart, one book.",96
"Boxes of books, a reader's joy,",joy,story,joy,False,"joy, the pages of story.","joy, the pages of story.",97
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,",98
"Boxes of books, a reader's joy,",joy,joy,joy,False,"books, a reader's joy,","books, a reader's joy,",99
"Boxes of books, a reader's habit,",habit,doors,habit,False,"books that open the doors,","books that open the doors,  
a reader’s companion, a friend.",0
"Boxes of books, a reader's habit,",habit,boxes,habit,False,"books and books in boxes,","books and books in boxes,  
a reader's quiet time.",1
"Boxes of books, a reader's habit,",habit,place,habit,False,"A reader’s habit, a quiet place,","A reader’s habit, a quiet place,  
Where words dance like stars in a glass.",2
"Boxes of books, a reader's habit,",habit,shelves,habit,False,"books in their shelves,","books in their shelves,  
a reader's habit, a story's start.",3
"Boxes of books, a reader's habit,",habit,mind,habit,False,"A book is a wonder, a friend in the mind.","A book is a wonder, a friend in the mind.",4
"Boxes of books, a reader's habit,",habit,take,habit,False,"Books to read, minds to take,","Books to read, minds to take,  
A reader's habit, a mind's way.",5
"Boxes of books, a reader's habit,",habit,hand,habit,False,"A book in the shelf, a friend in hand,","A book in the shelf, a friend in hand,  
A reader’s life, a quiet tale.",6
"Boxes of books, a reader's habit,",habit,explore,habit,False,"Books are packed with stories to share and explore,","Books are packed with stories to share and explore,  
And in the reading room, a smile takes place.",7
"Boxes of books, a reader's habit,",habit,habit,habit,False,"books, a reader's habit,","books, a reader's habit,  
books, a reader's habit.",8
"Boxes of books, a reader's habit,",habit,habit,habit,False,reading from the habit.,reading from the habit.,9
"Boxes of books, a reader's habit,",habit,habit,habit,False,"books in their boxes, a reader's habit,","books in their boxes, a reader's habit,  
A book in hand, a thought that moves.",10
"Boxes of books, a reader's habit,",habit,air,habit,False,"The library's silence hums through the air,","The library's silence hums through the air,  
And a book's shadow dances on the page.",11
"Boxes of books, a reader's habit,",habit,habit,habit,False,"books, a reader's habit,","books, a reader's habit,  
one more to share, a second.",12
"Boxes of books, a reader's habit,",habit,mind,habit,False,A book with the same spirit that keeps one in the mind.,A book with the same spirit that keeps one in the mind.,13
"Boxes of books, a reader's habit,",habit,way,habit,False,"pines in the sky, a traveler's way.","boxes of books, a reader's habit,  
pines in the sky, a traveler's way.",14
"Boxes of books, a reader's habit,",habit,breath,habit,False,"A book's silence, a word's breath","A book's silence, a word's breath—  
A reader's habit, a quiet life.",15
"Boxes of books, a reader's habit,",habit,shelf,habit,False,"books on the shelf,","books on the shelf,  
a reader's habit,  
where silence takes its hold.",16
"Boxes of books, a reader's habit,",habit,box,habit,False,"The books are in a box,","The books are in a box,  
A reader's need, to share.",17
"Boxes of books, a reader's habit,",habit,delight,habit,False,"books of knowledge, a reader's delight.","books of knowledge, a reader's delight.",18
"Boxes of books, a reader's habit,",habit,measured,habit,False,in quiet circles where time is not measured.,in quiet circles where time is not measured.,19
"Boxes of books, a reader's habit,",habit,habit,habit,False,"Books in boxes, a reader's habit,","Books in boxes, a reader's habit,  
A tale to be told, not told again.",20
"Boxes of books, a reader's habit,",habit,air,habit,False,"Books are scattered in the air,","Books are scattered in the air,  
And you find them where you've read.",21
"Boxes of books, a reader's habit,",habit,mystery,habit,False,"a world of mystery, a mystery.","boxes of books, a reader's habit,  
a world of mystery, a mystery.",22
"Boxes of books, a reader's habit,",habit,habit,habit,False,"Books in boxes, a reader’s habit,","Books in boxes, a reader’s habit,  
A quiet, quiet life.",23
