first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,21
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,22
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,23
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,24
"Boxes of books, a reader's delight,",delight,unlocked,delight,False,A world of stories waiting to be unlocked.,A world of stories waiting to be unlocked.,25
"Boxes of books, a reader's delight,",delight,unlocked,delight,False,A world of stories waiting to be unlocked.,A world of stories waiting to be unlocked.,26
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,27
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,28
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,29
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,30
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,31
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,32
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,33
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,34
"Boxes of books, a reader's delight,",delight,sought,delight,False,A world of stories waiting to be sought.,A world of stories waiting to be sought.,35
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,36
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,37
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,38
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,39
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,40
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,41
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,42
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,43
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,44
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,45
"Boxes of books, a reader's delight,",delight,unlocked,delight,False,A world of stories waiting to be unlocked.,A world of stories waiting to be unlocked.,46
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,47
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,48
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,49
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,50
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,51
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,52
"Boxes of books, a reader's delight,",delight,bright,delight,True,A world of stories waiting to be bright.,A world of stories waiting to be bright.,53
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,54
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,55
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,56
"Boxes of books, a reader's delight,",delight,sought,delight,False,A world of stories waiting to be sought.,A world of stories waiting to be sought.,57
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,58
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,59
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,60
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,61
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,62
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,63
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,64
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,65
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,66
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,67
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,68
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,69
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,70
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,71
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,72
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,73
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,74
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,75
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,76
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,77
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,78
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,79
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,80
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,81
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,82
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,83
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,84
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,85
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,86
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,87
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,88
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,89
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,90
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,91
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,92
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,93
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,94
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,95
"Boxes of books, a reader's delight,",delight,ignite,delight,True,A world of stories waiting to ignite.,A world of stories waiting to ignite.,96
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,97
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,98
"Boxes of books, a reader's delight,",delight,light,delight,True,A world of stories waiting to be light.,A world of stories waiting to be light.,99
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,0
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,1
"Boxes of books, a reader's joy,",joy,toyed,joy,False,A world of stories waiting to be toyed.,A world of stories waiting to be toyed.,2
"Boxes of books, a reader's joy,",joy,destroy,joy,True,A world of stories waiting to destroy.,A world of stories waiting to destroy.,3
"Boxes of books, a reader's joy,",joy,destroy,joy,True,A world of stories waiting to destroy.,A world of stories waiting to destroy.,4
"Boxes of books, a reader's joy,",joy,described,joy,False,A world of stories waiting to be described.,A world of stories waiting to be described.,5
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,6
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,7
"Boxes of books, a reader's joy,",joy,destroyed,joy,False,A world of stories waiting to be destroyed.,A world of stories waiting to be destroyed.,8
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,9
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,10
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,11
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,12
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,13
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,14
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,15
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,16
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,17
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,18
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,19
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,20
"Boxes of books, a reader's joy,",joy,shown,joy,False,A world of stories waiting to be shown.,A world of stories waiting to be shown.,21
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,22
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,23
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,24
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,25
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,26
"Boxes of books, a reader's joy,",joy,loose,joy,False,A world of stories waiting to be let loose.,A world of stories waiting to be let loose.,27
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,28
"Boxes of books, a reader's joy,",joy,shown,joy,False,A world of stories waiting to be shown.,A world of stories waiting to be shown.,29
"Boxes of books, a reader's joy,",joy,shown,joy,False,A world of stories waiting to be shown.,A world of stories waiting to be shown.,30
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,31
"Boxes of books, a reader's joy,",joy,destroy,joy,True,A world of stories waiting to destroy.,A world of stories waiting to destroy.,32
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,33
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,34
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,35
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,36
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,37
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,38
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,39
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,40
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,41
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,42
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,43
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,44
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,45
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,46
"Boxes of books, a reader's joy,",joy,described,joy,False,A world of stories waiting to be described.,A world of stories waiting to be described.,47
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,48
"Boxes of books, a reader's joy,",joy,toyed,joy,False,A world of stories waiting to be toyed.,A world of stories waiting to be toyed.,49
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,50
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,51
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,52
"Boxes of books, a reader's joy,",joy,found,joy,False,A world of stories waiting to be found.,A world of stories waiting to be found.,53
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,54
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,55
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,56
"Boxes of books, a reader's joy,",joy,destroyed,joy,False,A world of stories waiting to be destroyed.,A world of stories waiting to be destroyed.,57
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,58
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,59
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,60
"Boxes of books, a reader's joy,",joy,shown,joy,False,A world of stories waiting to be shown.,A world of stories waiting to be shown.,61
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,62
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,63
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,64
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,65
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,66
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,67
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,68
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,69
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,70
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,71
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,72
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,73
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,74
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,75
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,76
"Boxes of books, a reader's joy,",joy,destroyed,joy,False,A world of stories waiting to be destroyed.,A world of stories waiting to be destroyed.,77
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,78
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,79
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,80
"Boxes of books, a reader's joy,",joy,loose,joy,False,A world of stories waiting to be let loose.,A world of stories waiting to be let loose.,81
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,82
"Boxes of books, a reader's joy,",joy,destroy,joy,True,A world of stories waiting to destroy.,A world of stories waiting to destroy.,83
"Boxes of books, a reader's joy,",joy,destroyed,joy,False,A world of stories waiting to be destroyed.,A world of stories waiting to be destroyed.,84
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,85
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,86
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,87
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,88
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,89
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,90
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,91
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,92
"Boxes of books, a reader's joy,",joy,employed,joy,False,A world of stories waiting to be employed.,A world of stories waiting to be employed.,93
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,94
"Boxes of books, a reader's joy,",joy,known,joy,False,A world of stories waiting to be known.,A world of stories waiting to be known.,95
"Boxes of books, a reader's joy,",joy,voyaged,joy,False,A world of stories waiting to be voyaged.,A world of stories waiting to be voyaged.,96
"Boxes of books, a reader's joy,",joy,destroyed,joy,False,A world of stories waiting to be destroyed.,A world of stories waiting to be destroyed.,97
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,98
"Boxes of books, a reader's joy,",joy,employ,joy,True,A world of stories waiting to employ.,A world of stories waiting to employ.,99
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,0
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong journey through every habit.,A lifelong journey through every habit.,1
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,2
"Boxes of books, a reader's habit,",habit,savored,habit,False,A world of stories waiting to be savored.,A world of stories waiting to be savored.,3
"Boxes of books, a reader's habit,",habit,demand,habit,False,A quiet escape from the world's demand.,A quiet escape from the world's demand.,4
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's bad habit.,A quiet escape from the world's bad habit.,5
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,6
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong journey fueled by habit.,A lifelong journey fueled by habit.,7
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,8
"Boxes of books, a reader's habit,",habit,near,habit,False,"A journey of pages, both far and near.","A journey of pages, both far and near.",9
"Boxes of books, a reader's habit,",habit,past,habit,False,A silent conversation with the past.,A silent conversation with the past.,10
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,11
"Boxes of books, a reader's habit,",habit,found,habit,False,A world of stories waiting to be found.,A world of stories waiting to be found.,12
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,13
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,14
"Boxes of books, a reader's habit,",habit,end,habit,False,A journey of stories that never end.,A journey of stories that never end.,15
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,16
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's bad habit.,A quiet escape from the world's bad habit.,17
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,18
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,19
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey in every page.,A lifelong journey in every page.,20
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's bad habit.,A quiet escape from the world's bad habit.,21
"Boxes of books, a reader's habit,",habit,grip,habit,False,A quiet escape from the world's tight grip.,A quiet escape from the world's tight grip.,22
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,23
"Boxes of books, a reader's habit,",habit,track,habit,False,A quiet escape from the world's fast track.,A quiet escape from the world's fast track.,24
"Boxes of books, a reader's habit,",habit,found,habit,False,A world of stories waiting to be found.,A world of stories waiting to be found.,25
"Boxes of books, a reader's habit,",habit,made,habit,False,A journey through worlds that words have made.,A journey through worlds that words have made.,26
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong journey through every habit.,A lifelong journey through every habit.,27
"Boxes of books, a reader's habit,",habit,start,habit,False,A silent world where stories start.,A silent world where stories start.,28
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's harsh habit.,A quiet escape from the world's harsh habit.,29
"Boxes of books, a reader's habit,",habit,savored,habit,False,A world of stories waiting to be savored.,A world of stories waiting to be savored.,30
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,31
"Boxes of books, a reader's habit,",habit,end,habit,False,A journey of stories that never end.,A journey of stories that never end.,32
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's bad habit.,A quiet escape from the world's bad habit.,33
"Boxes of books, a reader's habit,",habit,habit,habit,False,A quiet escape from the world's tight habit.,A quiet escape from the world's tight habit.,34
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,35
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,36
"Boxes of books, a reader's habit,",habit,pace,habit,False,A quiet escape from the world's fast pace.,A quiet escape from the world's fast pace.,37
"Boxes of books, a reader's habit,",habit,shaped,habit,False,A quiet world where stories are shaped.,A quiet world where stories are shaped.,38
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,39
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey in every page.,A lifelong journey in every page.,40
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,41
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey in every page.,A lifelong journey in every page.,42
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,43
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,44
"Boxes of books, a reader's habit,",habit,chatter,habit,False,A quiet escape from the world's chatter.,A quiet escape from the world's chatter.,45
"Boxes of books, a reader's habit,",habit,wait,habit,False,A silent world where stories wait.,A silent world where stories wait.,46
"Boxes of books, a reader's habit,",habit,page,habit,False,A lifelong journey through every page.,A lifelong journey through every page.,47
