first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's delight,",delight,sight,delight,True,The quiet soul finds peace in sight.,"Boxes of books, a reader's delight,  
The quiet soul finds peace in sight.",74
"Boxes of books, a reader's delight,",delight,light,delight,True,The pages turn with care and light.,"Boxes of books, a reader's delight,  
The pages turn with care and light.",75
"Boxes of books, a reader's delight,",delight,light,delight,True,"Lore and joy, in every page's light.","Boxes of books, a reader's delight,  
Lore and joy, in every page's light.",76
"Boxes of books, a reader's delight,",delight,bright,delight,True,The quiet glow of pages bright.,"Boxes of books, a reader's delight,  
The quiet glow of pages bright.",77
"Boxes of books, a reader's delight,",delight,delight,delight,False,"A journey through time, a heart's delight.","Boxes of books, a reader's delight,  
A journey through time, a heart's delight.",78
"Boxes of books, a reader's delight,",delight,fly,delight,False,A quiet place where the mind can fly.,"Boxes of books, a reader's delight,  
A quiet place where the mind can fly.",79
"Boxes of books, a reader's delight,",delight,night,delight,True,Yet silence lingers in the night.,"Boxes of books, a reader's delight,  
Yet silence lingers in the night.",80
"Boxes of books, a reader's delight,",delight,sight,delight,True,"A journey through time, a treasure in sight.","Boxes of books, a reader's delight,  
A journey through time, a treasure in sight.",81
"Boxes of books, a reader's delight,",delight,delight,delight,False,Yet silence holds the quietest delight.,"Boxes of books, a reader's delight,  
Yet silence holds the quietest delight.",82
"Boxes of books, a reader's delight,",delight,fill,delight,False,The quiet thrill of pages to fill.,"Boxes of books, a reader's delight,  
The quiet thrill of pages to fill.",83
"Boxes of books, a reader's delight,",delight,fly,delight,False,"Life's a journey, and the pages fly.","Boxes of books, a reader's delight,  
Life's a journey, and the pages fly.",84
"Boxes of books, a reader's delight,",delight,light,delight,True,And pages that sing with every light.,"Boxes of books, a reader's delight,  
And pages that sing with every light.",85
"Boxes of books, a reader's delight,",delight,night,delight,True,Yet silence lingers in the night.,"Boxes of books, a reader's delight,  
Yet silence lingers in the night.",86
"Boxes of books, a reader's delight,",delight,fire,delight,False,"A journey through time, a quiet fire.","Boxes of books, a reader's delight,  
A journey through time, a quiet fire.",87
"Boxes of books, a reader's delight,",delight,still,delight,False,"The world is wide, but the soul is still.","Boxes of books, a reader's delight,  
The world is wide, but the soul is still.",88
"Boxes of books, a reader's delight,",delight,light,delight,True,The quiet soul finds joy in light.,"Boxes of books, a reader's delight,  
The quiet soul finds joy in light.",89
"Boxes of books, a reader's delight,",delight,remove,delight,False,Are treasures that time can't quite remove.,"Boxes of books, a reader's delight,  
Are treasures that time can't quite remove.",90
"Boxes of books, a reader's delight,",delight,light,delight,True,"Truth in every line, a gentle light.","Boxes of books, a reader's delight,  
Truth in every line, a gentle light.",91
"Boxes of books, a reader's delight,",delight,nights,delight,False,The quiet thrill of endless nights.,"Boxes of books, a reader's delight,  
The quiet thrill of endless nights.",92
"Boxes of books, a reader's delight,",delight,page,delight,False,Yet silence hangs in every page.,"Boxes of books, a reader's delight,  
Yet silence hangs in every page.",93
"Boxes of books, a reader's delight,",delight,delight,delight,False,And pages full of stories to delight.,"Boxes of books, a reader's delight,  
And pages full of stories to delight.",94
"Boxes of books, a reader's delight,",delight,bright,delight,True,"A journey through time, a world so bright.","Boxes of books, a reader's delight,  
A journey through time, a world so bright.",95
"Boxes of books, a reader's delight,",delight,delight,delight,False,"A world of stories, endless delight.","Boxes of books, a reader's delight,  
A world of stories, endless delight.",96
"Boxes of books, a reader's delight,",delight,trove,delight,False,"A journey through time, a treasure trove.","Boxes of books, a reader's delight,  
A journey through time, a treasure trove.",97
"Boxes of books, a reader's delight,",delight,met,delight,False,"A world of stories, waiting to be met.","Boxes of books, a reader's delight,  
A world of stories, waiting to be met.",98
"Boxes of books, a reader's delight,",delight,delight,delight,False,"A journey through time and space, a delight.","Boxes of books, a reader's delight,  
A journey through time and space, a delight.",99
"Boxes of books, a reader's joy,",joy,know,joy,False,The world is filled with tales we know.,"Boxes of books, a reader's joy,  
The world is filled with tales we know.",0
"Boxes of books, a reader's joy,",joy,free,joy,False,"The world is open, and the mind is free.","Boxes of books, a reader's joy,  
The world is open, and the mind is free.",1
"Boxes of books, a reader's joy,",joy,wonder,joy,False,"And pages turning, a world of wonder.","Boxes of books, a reader's joy,  
And pages turning, a world of wonder.",2
"Boxes of books, a reader's joy,",joy,glow,joy,False,The quiet thrill of knowledge's glow.,"Boxes of books, a reader's joy,  
The quiet thrill of knowledge's glow.",3
"Boxes of books, a reader's joy,",joy,room,joy,False,Yet silence lingers in the room.,"Boxes of books, a reader's joy,  
Yet silence lingers in the room.",4
"Boxes of books, a reader's joy,",joy,evermore,joy,False,"A world of stories, evermore.","Boxes of books, a reader's joy,  
A world of stories, evermore.",5
"Boxes of books, a reader's joy,",joy,know,joy,False,"The quiet pages, a world to know.","Boxes of books, a reader's joy,  
The quiet pages, a world to know.",6
"Boxes of books, a reader's joy,",joy,true,joy,False,"A world of stories, endless, true.","Boxes of books, a reader's joy,  
A world of stories, endless, true.",7
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",8
"Boxes of books, a reader's joy,",joy,far,joy,False,The silence of the shelf is far.,"Boxes of books, a reader's joy,  
The silence of the shelf is far.",9
"Boxes of books, a reader's joy,",joy,toy,joy,True,"To share, to lose, to find—no toy.","Boxes of books, a reader's joy,  
To share, to lose, to find—no toy.",10
"Boxes of books, a reader's joy,",joy,old,joy,False,"The heart of learning, never old.","Boxes of books, a reader's joy,  
The heart of learning, never old.",11
"Boxes of books, a reader's joy,",joy,toy,joy,True,"The heart's delight, a cherished toy.","Boxes of books, a reader's joy,  
The heart's delight, a cherished toy.",12
"Boxes of books, a reader's joy,",joy,room,joy,False,And silence in the quiet room.,"Boxes of books, a reader's joy,  
And silence in the quiet room.",13
"Boxes of books, a reader's joy,",joy,you,joy,False,The world's most precious gift to you.,"Boxes of books, a reader's joy,  
The world's most precious gift to you.",14
"Boxes of books, a reader's joy,",joy,light,joy,False,The quiet thrill of knowledge's light.,"Boxes of books, a reader's joy,  
The quiet thrill of knowledge's light.",15
"Boxes of books, a reader's joy,",joy,joy,joy,False,The quiet peace of thought and joy.,"Boxes of books, a reader's joy,  
The quiet peace of thought and joy.",16
"Boxes of books, a reader's joy,",joy,told,joy,False,"And pages turn, the tale is told.","Boxes of books, a reader's joy,  
And pages turn, the tale is told.",17
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",18
"Boxes of books, a reader's joy,",joy,key,joy,False,"The world is wide, but knowledge is the key.","Boxes of books, a reader's joy,  
The world is wide, but knowledge is the key.",19
"Boxes of books, a reader's joy,",joy,small,joy,False,"The world is wide, but the mind is small.","Boxes of books, a reader's joy,  
The world is wide, but the mind is small.",20
"Boxes of books, a reader's joy,",joy,old,joy,False,"Yet silence falls, and thoughts grow old.","Boxes of books, a reader's joy,  
Yet silence falls, and thoughts grow old.",21
"Boxes of books, a reader's joy,",joy,explore,joy,False,"A world of stories, endless to explore.","Boxes of books, a reader's joy,  
A world of stories, endless to explore.",22
"Boxes of books, a reader's joy,",joy,gold,joy,False,"A world of stories, bound in gold.","Boxes of books, a reader's joy,  
A world of stories, bound in gold.",23
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",24
"Boxes of books, a reader's joy,",joy,home,joy,False,"A treasure chest, a quiet home.","Boxes of books, a reader's joy,  
A treasure chest, a quiet home.",25
"Boxes of books, a reader's joy,",joy,soul,joy,False,"A quiet life, a quiet soul.","Boxes of books, a reader's joy,  
A quiet life, a quiet soul.",26
"Boxes of books, a reader's joy,",joy,delight,joy,False,"Timeless tales, a heart's delight.","Boxes of books, a reader's joy,  
Timeless tales, a heart's delight.",27
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",28
"Boxes of books, a reader's joy,",joy,flow,joy,False,"And pages turning, time's soft flow.","Boxes of books, a reader's joy,  
And pages turning, time's soft flow.",29
"Boxes of books, a reader's joy,",joy,room,joy,False,Yet silence lingers in the room.,"Boxes of books, a reader's joy,  
Yet silence lingers in the room.",30
"Boxes of books, a reader's joy,",joy,room,joy,False,Yet silence lingers in the room.,"Boxes of books, a reader's joy,  
Yet silence lingers in the room.",31
"Boxes of books, a reader's joy,",joy,repose,joy,False,"A quiet place, a heart's repose.","Boxes of books, a reader's joy,  
A quiet place, a heart's repose.",32
"Boxes of books, a reader's joy,",joy,glow,joy,False,"And pages turned, the heart does glow.","Boxes of books, a reader's joy,  
And pages turned, the heart does glow.",33
"Boxes of books, a reader's joy,",joy,soul,joy,False,"A quiet life, a quiet soul.","Boxes of books, a reader's joy,  
A quiet life, a quiet soul.",34
"Boxes of books, a reader's joy,",joy,there,joy,False,"Come and find me, I'm always there.","Boxes of books, a reader's joy,  
Come and find me, I'm always there.",35
"Boxes of books, a reader's joy,",joy,free,joy,False,"The world is open, and the soul is free.","Boxes of books, a reader's joy,  
The world is open, and the soul is free.",36
"Boxes of books, a reader's joy,",joy,new,joy,False,The world is opened wide and new.,"Boxes of books, a reader's joy,  
The world is opened wide and new.",37
"Boxes of books, a reader's joy,",joy,true,joy,False,"The world is wide, but knowledge's true.","Boxes of books, a reader's joy,  
The world is wide, but knowledge's true.",38
"Boxes of books, a reader's joy,",joy,bound,joy,False,"The world is wide, but the mind is bound.","Boxes of books, a reader's joy,  
The world is wide, but the mind is bound.",39
"Boxes of books, a reader's joy,",joy,joy,joy,False,Lifesum filled with pages of joy.,"Boxes of books, a reader's joy,  
Lifesum filled with pages of joy.",40
"Boxes of books, a reader's joy,",joy,explore,joy,False,"A world of stories, endless to explore.","Boxes of books, a reader's joy,  
A world of stories, endless to explore.",41
"Boxes of books, a reader's joy,",joy,glow,joy,False,"And pages turning, a quiet glow.","Boxes of books, a reader's joy,  
And pages turning, a quiet glow.",42
"Boxes of books, a reader's joy,",joy,room,joy,False,And silence in the quiet room.,"Boxes of books, a reader's joy,  
And silence in the quiet room.",43
"Boxes of books, a reader's joy,",joy,cheer,joy,False,And pages turn with quiet cheer.,"Boxes of books, a reader's joy,  
And pages turn with quiet cheer.",44
"Boxes of books, a reader's joy,",joy,room,joy,False,And silence in the quiet room.,"Boxes of books, a reader's joy,  
And silence in the quiet room.",45
"Boxes of books, a reader's joy,",joy,small,joy,False,"The world is wide, but the mind is small.","Boxes of books, a reader's joy,  
The world is wide, but the mind is small.",46
"Boxes of books, a reader's joy,",joy,room,joy,False,Yet silence hangs in every room.,"Boxes of books, a reader's joy,  
Yet silence hangs in every room.",47
"Boxes of books, a reader's joy,",joy,gold,joy,False,"Life's pages turn, and time is gold.","Boxes of books, a reader's joy,  
Life's pages turn, and time is gold.",48
"Boxes of books, a reader's joy,",joy,free,joy,False,The mind is forever wide and free.,"Boxes of books, a reader's joy,  
The mind is forever wide and free.",49
"Boxes of books, a reader's joy,",joy,pure,joy,False,"The world's most quiet, most pure.","Boxes of books, a reader's joy,  
The world's most quiet, most pure.",50
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",51
"Boxes of books, a reader's joy,",joy,delight,joy,False,"A world of tales, a heart's delight.","Boxes of books, a reader's joy,  
A world of tales, a heart's delight.",52
"Boxes of books, a reader's joy,",joy,soul,joy,False,"A quiet life, a quiet soul.","Boxes of books, a reader's joy,  
A quiet life, a quiet soul.",53
"Boxes of books, a reader's joy,",joy,explore,joy,False,The world is full of wonder to explore.,"Boxes of books, a reader's joy,  
The world is full of wonder to explore.",54
"Boxes of books, a reader's joy,",joy,hour,joy,False,And pages turn with every hour.,"Boxes of books, a reader's joy,  
And pages turn with every hour.",55
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",56
"Boxes of books, a reader's joy,",joy,soul,joy,False,"A quiet life, a quiet soul.","Boxes of books, a reader's joy,  
A quiet life, a quiet soul.",57
"Boxes of books, a reader's joy,",joy,hours,joy,False,The soul finds peace in silent hours.,"Boxes of books, a reader's joy,  
The soul finds peace in silent hours.",58
"Boxes of books, a reader's joy,",joy,deep,joy,False,"The silence of the pages, deep.","Boxes of books, a reader's joy,  
The silence of the pages, deep.",59
"Boxes of books, a reader's joy,",joy,repose,joy,False,"A quiet world, a heart's repose.","Boxes of books, a reader's joy,  
A quiet world, a heart's repose.",60
"Boxes of books, a reader's joy,",joy,bright,joy,False,The world is opened wide and bright.,"Boxes of books, a reader's joy,  
The world is opened wide and bright.",61
"Boxes of books, a reader's joy,",joy,flow,joy,False,The quiet hum of pages flow.,"Boxes of books, a reader's joy,  
The quiet hum of pages flow.",62
"Boxes of books, a reader's joy,",joy,small,joy,False,"The world is wide, but the heart is small.","Boxes of books, a reader's joy,  
The world is wide, but the heart is small.",63
"Boxes of books, a reader's joy,",joy,low,joy,False,"The world is open, and the sky is low.","Boxes of books, a reader's joy,  
The world is open, and the sky is low.",64
"Boxes of books, a reader's joy,",joy,explore,joy,False,The world is full of wonders to explore.,"Boxes of books, a reader's joy,  
The world is full of wonders to explore.",65
"Boxes of books, a reader's joy,",joy,toil,joy,False,The soul finds peace in silent toil.,"Boxes of books, a reader's joy,  
The soul finds peace in silent toil.",66
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",67
"Boxes of books, a reader's joy,",joy,hour,joy,False,The heart of every quiet hour.,"Boxes of books, a reader's joy,  
The heart of every quiet hour.",68
"Boxes of books, a reader's joy,",joy,rare,joy,False,"The world's most precious, most rare.","Boxes of books, a reader's joy,  
The world's most precious, most rare.",69
"Boxes of books, a reader's joy,",joy,explore,joy,False,The world is full of stories to explore.,"Boxes of books, a reader's joy,  
The world is full of stories to explore.",70
"Boxes of books, a reader's joy,",joy,slow,joy,False,"A world of stories, never too slow.","Boxes of books, a reader's joy,  
A world of stories, never too slow.",71
"Boxes of books, a reader's joy,",joy,glow,joy,False,"The mind's delight, the heart's pure glow.","Boxes of books, a reader's joy,  
The mind's delight, the heart's pure glow.",72
"Boxes of books, a reader's joy,",joy,go,joy,False,The world is full of stories to go.,"Boxes of books, a reader's joy,  
The world is full of stories to go.",73
"Boxes of books, a reader's joy,",joy,glow,joy,False,The quiet spark of knowledge's glow.,"Boxes of books, a reader's joy,  
The quiet spark of knowledge's glow.",74
"Boxes of books, a reader's joy,",joy,flow,joy,False,"A world of tales, a heart's true flow.","Boxes of books, a reader's joy,  
A world of tales, a heart's true flow.",75
"Boxes of books, a reader's joy,",joy,repose,joy,False,"A quiet life, a heart's repose.","Boxes of books, a reader's joy,  
A quiet life, a heart's repose.",76
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",77
"Boxes of books, a reader's joy,",joy,dark,joy,False,"A world of tales, both bright and dark.","Boxes of books, a reader's joy,  
A world of tales, both bright and dark.",78
"Boxes of books, a reader's joy,",joy,trove,joy,False,"A lifetime of stories, a treasure trove.","Boxes of books, a reader's joy,  
A lifetime of stories, a treasure trove.",79
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most precious treasure.,"Boxes of books, a reader's joy,  
The world's most precious treasure.",80
"Boxes of books, a reader's joy,",joy,key,joy,False,"The world is vast, but knowledge is the key.","Boxes of books, a reader's joy,  
The world is vast, but knowledge is the key.",81
"Boxes of books, a reader's joy,",joy,trove,joy,False,"A quiet world, a treasure trove.","Boxes of books, a reader's joy,  
A quiet world, a treasure trove.",82
"Boxes of books, a reader's joy,",joy,true,joy,False,"A world of stories, wide and true.","Boxes of books, a reader's joy,  
A world of stories, wide and true.",83
"Boxes of books, a reader's joy,",joy,glow,joy,False,The quiet thrill of knowledge's glow.,"Boxes of books, a reader's joy,  
The quiet thrill of knowledge's glow.",84
"Boxes of books, a reader's joy,",joy,told,joy,False,"A world of stories, waiting to be told.","Boxes of books, a reader's joy,  
A world of stories, waiting to be told.",85
"Boxes of books, a reader's joy,",joy,view,joy,False,"A world of stories, all in view.","Boxes of books, a reader's joy,  
A world of stories, all in view.",86
"Boxes of books, a reader's joy,",joy,room,joy,False,And silence in the quiet room.,"Boxes of books, a reader's joy,  
And silence in the quiet room.",87
"Boxes of books, a reader's joy,",joy,far,joy,False,"A world of stories, never far.","Boxes of books, a reader's joy,  
A world of stories, never far.",88
"Boxes of books, a reader's joy,",joy,room,joy,False,And silence in the quiet room.,"Boxes of books, a reader's joy,  
And silence in the quiet room.",89
"Boxes of books, a reader's joy,",joy,treasure,joy,False,The world's most treasured treasure.,"Boxes of books, a reader's joy,  
The world's most treasured treasure.",90
