first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,sample_idx
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves lined high with stories to light.,Shelves lined high with stories to light.,43
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,44
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,45
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, they hold the light.","Stacked high, they hold the light.",46
"Boxes of books, a reader's delight,",delight,night,delight,True,Stacked high in a quiet night.,Stacked high in a quiet night.,47
"Boxes of books, a reader's delight,",delight,night,delight,True,Stacked high in a quiet night.,Stacked high in a quiet night.,48
"Boxes of books, a reader's delight,",delight,night,delight,True,Stacked high in a quiet night.,Stacked high in a quiet night.,49
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, waiting to be light.","Stacked high, waiting to be light.",50
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,51
"Boxes of books, a reader's delight,",delight,unite,delight,True,"Stacked high, a treasure to unite.","Stacked high, a treasure to unite.",52
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,53
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves full of light.,Shelves full of light.,54
"Boxes of books, a reader's delight,",delight,height,delight,True,Shelves that climb to the sky's height.,Shelves that climb to the sky's height.,55
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves full of tales to light.,Shelves full of tales to light.,56
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,57
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,58
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that shine with every light.,Shelves that shine with every light.,59
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,60
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,61
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, they hold the light.","Stacked high, they hold the light.",62
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,63
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,64
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,65
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,66
"Boxes of books, a reader's delight,",delight,night,delight,True,"Stacked high, they whisper secrets night.","Stacked high, they whisper secrets night.",67
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves of light.,Shelves of light.,68
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,69
"Boxes of books, a reader's delight,",delight,bright,delight,True,Shelves that shine with stories bright.,Shelves that shine with stories bright.,70
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,71
"Boxes of books, a reader's delight,",delight,sky,delight,False,Shelves that reach to the sky.,Shelves that reach to the sky.,72
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,73
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in the library's light.,Stacked high in the library's light.,74
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,75
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,76
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,77
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,78
"Boxes of books, a reader's delight,",delight,night,delight,True,Stacked high in a quiet night.,Stacked high in a quiet night.,79
"Boxes of books, a reader's delight,",delight,sky,delight,False,Shelves that reach to the sky.,Shelves that reach to the sky.,80
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,81
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves full of stories to light.,Shelves full of stories to light.,82
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,83
"Boxes of books, a reader's delight,",delight,unite,delight,True,Shelves lined with stories to unite.,Shelves lined with stories to unite.,84
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,85
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, they hold the light.","Stacked high, they hold the light.",86
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, they hold the light.","Stacked high, they hold the light.",87
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,88
"Boxes of books, a reader's delight,",delight,flight,delight,True,Shelves that take flight.,Shelves that take flight.,89
"Boxes of books, a reader's delight,",delight,read,delight,False,Shelves lined high with stories to read.,Shelves lined high with stories to read.,90
"Boxes of books, a reader's delight,",delight,light,delight,True,"Stacked high, they whisper tales of light.","Stacked high, they whisper tales of light.",91
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,92
"Boxes of books, a reader's delight,",delight,light,delight,True,Stacked high in a quiet light.,Stacked high in a quiet light.,93
"Boxes of books, a reader's delight,",delight,sky,delight,False,Shelves that reach to the sky.,Shelves that reach to the sky.,94
"Boxes of books, a reader's delight,",delight,retrieve,delight,False,"Stacked high, a treasure to retrieve.","Stacked high, a treasure to retrieve.",95
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,96
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,97
"Boxes of books, a reader's delight,",delight,sky,delight,False,Shelves that reach to the sky.,Shelves that reach to the sky.,98
"Boxes of books, a reader's delight,",delight,light,delight,True,Shelves that hold the light.,Shelves that hold the light.,99
"Boxes of books, a reader's joy,",joy,tight,joy,False,A treasure trove to hold so tight.,A treasure trove to hold so tight.,0
"Boxes of books, a reader's joy,",joy,sky,joy,False,Shelves that reach to the sky.,Shelves that reach to the sky.,1
"Boxes of books, a reader's joy,",joy,toy,joy,True,Stacked high in a quiet toy.,Stacked high in a quiet toy.,2
"Boxes of books, a reader's joy,",joy,sky,joy,False,Shelves that stretch to the sky.,Shelves that stretch to the sky.,3
"Boxes of books, a reader's joy,",joy,toy,joy,True,A mind's deep toy.,A mind's deep toy.,4
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,5
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,6
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,7
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in a quiet room.,Stacked high in a quiet room.,8
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,9
"Boxes of books, a reader's joy,",joy,overflow,joy,False,Shelves that overflow.,Shelves that overflow.,10
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,11
"Boxes of books, a reader's joy,",joy,sky,joy,False,Shelves that stretch to the sky.,Shelves that stretch to the sky.,12
"Boxes of books, a reader's joy,",joy,toy,joy,True,Stacked high in a quiet toy.,Stacked high in a quiet toy.,13
"Boxes of books, a reader's joy,",joy,told,joy,False,"Stacked high, they hold the stories to be told.","Stacked high, they hold the stories to be told.",14
"Boxes of books, a reader's joy,",joy,toy,joy,True,Stacked high in a quiet toy.,Stacked high in a quiet toy.,15
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in a quiet room.,Stacked high in a quiet room.,16
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,17
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,18
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,19
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,20
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in a quiet room.,Stacked high in a quiet room.,21
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,22
"Boxes of books, a reader's joy,",joy,light,joy,False,Stacked high in the morning light.,Stacked high in the morning light.,23
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,24
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,25
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,26
"Boxes of books, a reader's joy,",joy,go,joy,False,Shelves that hold the stories to go.,Shelves that hold the stories to go.,27
"Boxes of books, a reader's joy,",joy,light,joy,False,Stacked high in the morning light.,Stacked high in the morning light.,28
"Boxes of books, a reader's joy,",joy,toy,joy,True,"Stacked high, they call it ""knowledge's toy.""","Stacked high, they call it ""knowledge's toy.""",29
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,30
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,31
"Boxes of books, a reader's joy,",joy,told,joy,False,A world of stories waiting to be told.,A world of stories waiting to be told.,32
"Boxes of books, a reader's joy,",joy,high,joy,False,Shelves lined high.,Shelves lined high.,33
"Boxes of books, a reader's joy,",joy,grow,joy,False,A treasure to grow.,A treasure to grow.,34
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,35
"Boxes of books, a reader's joy,",joy,grow,joy,False,Shelves that grow.,Shelves that grow.,36
"Boxes of books, a reader's joy,",joy,sky,joy,False,Shelves that reach to the sky.,Shelves that reach to the sky.,37
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,38
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,39
"Boxes of books, a reader's joy,",joy,somehow,joy,False,"Stacked high, they call it ""knowledge"" somehow.","Stacked high, they call it ""knowledge"" somehow.",40
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,41
"Boxes of books, a reader's joy,",joy,overflow,joy,False,Shelves that overflow.,Shelves that overflow.,42
"Boxes of books, a reader's joy,",joy,day,joy,False,Stacked high in a corner of day.,Stacked high in a corner of day.,43
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,44
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,45
"Boxes of books, a reader's joy,",joy,know,joy,False,"A world of wonder, full of stories to know.","A world of wonder, full of stories to know.",46
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,47
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,48
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in a quiet room.,Stacked high in a quiet room.,49
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,50
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,51
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,52
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,53
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,54
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,55
"Boxes of books, a reader's joy,",joy,day,joy,False,Stacked high in a corner of day.,Stacked high in a corner of day.,56
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,57
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in a corner of the room.,Stacked high in a corner of the room.,58
"Boxes of books, a reader's joy,",joy,grow,joy,False,A world of stories waiting to grow.,A world of stories waiting to grow.,59
"Boxes of books, a reader's joy,",joy,go,joy,False,A treasure to go.,A treasure to go.,60
"Boxes of books, a reader's joy,",joy,sky,joy,False,Shelves that reach for the sky.,Shelves that reach for the sky.,61
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,62
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,63
"Boxes of books, a reader's joy,",joy,old,joy,False,Shelves that hold the stories of old.,Shelves that hold the stories of old.,64
"Boxes of books, a reader's joy,",joy,snow,joy,False,Stacked high in a silent snow.,Stacked high in a silent snow.,65
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,66
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,67
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,68
"Boxes of books, a reader's joy,",joy,glow,joy,False,A mind's soft glow.,A mind's soft glow.,69
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,70
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,71
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,72
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,73
"Boxes of books, a reader's joy,",joy,glow,joy,False,A library's cozy glow.,A library's cozy glow.,74
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,75
"Boxes of books, a reader's joy,",joy,old,joy,False,"Stacked high, they whisper the stories of old.","Stacked high, they whisper the stories of old.",76
"Boxes of books, a reader's joy,",joy,toy,joy,True,Stacked high in a quiet toy.,Stacked high in a quiet toy.,77
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,78
"Boxes of books, a reader's joy,",joy,toy,joy,True,Stacked high in a silent toy.,Stacked high in a silent toy.,79
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,80
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,81
"Boxes of books, a reader's joy,",joy,hold,joy,False,A treasure to hold.,A treasure to hold.,82
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,83
"Boxes of books, a reader's joy,",joy,journey,joy,False,A mind's deep journey.,A mind's deep journey.,84
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,85
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,86
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in the corner of the room.,Stacked high in the corner of the room.,87
"Boxes of books, a reader's joy,",joy,glow,joy,False,Shelves that glow.,Shelves that glow.,88
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,89
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,90
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,91
"Boxes of books, a reader's joy,",joy,glow,joy,False,Stacked high in a quiet glow.,Stacked high in a quiet glow.,92
"Boxes of books, a reader's joy,",joy,room,joy,False,Stacked high in the dimly lit room.,Stacked high in the dimly lit room.,93
"Boxes of books, a reader's joy,",joy,nook,joy,False,Stacked high in a quiet nook.,Stacked high in a quiet nook.,94
"Boxes of books, a reader's joy,",joy,grow,joy,False,"Stacked high, they whisper ""Read, and grow.""","Stacked high, they whisper ""Read, and grow.""",95
"Boxes of books, a reader's joy,",joy,grow,joy,False,A treasure to grow.,A treasure to grow.,96
"Boxes of books, a reader's joy,",joy,explore,joy,False,A world of stories to explore.,A world of stories to explore.,97
"Boxes of books, a reader's joy,",joy,told,joy,False,"Stacked high, they whisper stories told.","Stacked high, they whisper stories told.",98
"Boxes of books, a reader's joy,",joy,corner,joy,False,Stacked high in a quiet corner.,Stacked high in a quiet corner.,99
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,0
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,1
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong companion's trait.,A lifelong companion's trait.,2
"Boxes of books, a reader's habit,",habit,share,habit,False,A life filled with stories to share.,A life filled with stories to share.,3
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,4
"Boxes of books, a reader's habit,",habit,delight,habit,False,A lifelong delight.,A lifelong delight.,5
"Boxes of books, a reader's habit,",habit,hall,habit,False,Stacked high in a quiet hall.,Stacked high in a quiet hall.,6
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,7
"Boxes of books, a reader's habit,",habit,fades,habit,False,A love that never fades.,A love that never fades.,8
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,9
"Boxes of books, a reader's habit,",habit,satiety,habit,False,"A shelf's quiet, endless satiety.","A shelf's quiet, endless satiety.",10
"Boxes of books, a reader's habit,",habit,room,habit,False,Stacked high in a quiet room.,Stacked high in a quiet room.,11
"Boxes of books, a reader's habit,",habit,grat,habit,False,A lifelong grat.,A lifelong grat.,12
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,13
"Boxes of books, a reader's habit,",habit,room,habit,False,Stacked high in a quiet room.,Stacked high in a quiet room.,14
"Boxes of books, a reader's habit,",habit,grat,habit,False,A lifelong grat.,A lifelong grat.,15
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,16
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,17
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,18
"Boxes of books, a reader's habit,",habit,light,habit,False,Stacked high in the attic's light.,Stacked high in the attic's light.,19
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,20
"Boxes of books, a reader's habit,",habit,delight,habit,False,"A life of learning, full of delight.","A life of learning, full of delight.",21
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,22
"Boxes of books, a reader's habit,",habit,room,habit,False,Stacked high in a quiet room.,Stacked high in a quiet room.,23
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,24
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,25
"Boxes of books, a reader's habit,",habit,wit,habit,False,A life filled with wit.,A life filled with wit.,26
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,27
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,28
"Boxes of books, a reader's habit,",habit,light,habit,False,"Stacked high in the dim, dusty light.","Stacked high in the dim, dusty light.",29
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,30
"Boxes of books, a reader's habit,",habit,learning,habit,False,A mind set on learning.,A mind set on learning.,31
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,32
"Boxes of books, a reader's habit,",habit,delight,habit,False,"A life of learning, filled with delight.","A life of learning, filled with delight.",33
"Boxes of books, a reader's habit,",habit,gift,habit,False,A lifelong gift.,A lifelong gift.,34
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,35
"Boxes of books, a reader's habit,",habit,gift,habit,False,A lifelong gift.,A lifelong gift.,36
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,37
"Boxes of books, a reader's habit,",habit,chat,habit,False,A lifelong chat.,A lifelong chat.,38
"Boxes of books, a reader's habit,",habit,grat,habit,False,A lifelong grat.,A lifelong grat.,39
"Boxes of books, a reader's habit,",habit,delight,habit,False,A lifelong delight.,A lifelong delight.,40
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,41
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,42
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,43
"Boxes of books, a reader's habit,",habit,gift,habit,False,A lifelong gift.,A lifelong gift.,44
"Boxes of books, a reader's habit,",habit,place,habit,False,Stacked high in a quiet place.,Stacked high in a quiet place.,45
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,46
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,47
"Boxes of books, a reader's habit,",habit,gift,habit,False,A lifelong gift.,A lifelong gift.,48
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,49
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,50
"Boxes of books, a reader's habit,",habit,delight,habit,False,A steady delight.,A steady delight.,51
"Boxes of books, a reader's habit,",habit,hall,habit,False,Stacked high in a quiet hall.,Stacked high in a quiet hall.,52
"Boxes of books, a reader's habit,",habit,light,habit,False,"Stacked high in the dim, dusty light.","Stacked high in the dim, dusty light.",53
"Boxes of books, a reader's habit,",habit,delight,habit,False,A quiet delight.,A quiet delight.,54
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,55
"Boxes of books, a reader's habit,",habit,habit,habit,False,A lifelong habit.,A lifelong habit.,56
"Boxes of books, a reader's habit,",habit,craft,habit,False,A lifelong craft.,A lifelong craft.,57
"Boxes of books, a reader's habit,",habit,trait,habit,False,A lifelong trait.,A lifelong trait.,58
"Boxes of books, a reader's habit,",habit,attic,habit,False,Stacked high in a quiet attic.,Stacked high in a quiet attic.,59
