Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 6 dogs. Then, 4 went away. Now, there",49,dogs,are,are,True,2,1,1,False,0.9985005855560303,0.31525397300720215
"At first there were 6 dogs. Then, 5 went away. Now, there",50,dogs,is,are,False,1,1,1,True,0.9979999661445618,0.3219831883907318
"At first there were 7 dogs. Then, 1 went away. Now, there",51,dogs,are,are,True,6,5,5,False,0.9971098303794861,0.21949529647827148
"At first there were 7 dogs. Then, 2 went away. Now, there",52,dogs,are,are,True,5,5,5,True,0.9976853132247925,0.2349865436553955
"At first there were 7 dogs. Then, 3 went away. Now, there",53,dogs,are,are,True,4,1,1,False,0.9977437257766724,0.3478093147277832
"At first there were 7 dogs. Then, 4 went away. Now, there",54,dogs,are,are,True,3,1,1,False,0.9981684684753418,0.364036500453949
"At first there were 7 dogs. Then, 5 went away. Now, there",55,dogs,are,are,True,2,1,1,False,0.9977492690086365,0.3799092769622803
"At first there were 7 dogs. Then, 6 went away. Now, there",56,dogs,is,are,False,1,1,1,True,0.9977375268936157,0.34441077709198
"At first there were 8 dogs. Then, 1 went away. Now, there",57,dogs,are,are,True,7,5,5,False,0.9959523677825928,0.2351304441690445
"At first there were 8 dogs. Then, 2 went away. Now, there",58,dogs,are,are,True,6,1,1,False,0.9967344403266907,0.31610384583473206
"At first there were 8 dogs. Then, 3 went away. Now, there",59,dogs,are,are,True,5,1,1,False,0.9964032173156738,0.4791776239871979
"At first there were 8 dogs. Then, 4 went away. Now, there",60,dogs,are,are,True,4,1,1,False,0.997370719909668,0.43597206473350525
"At first there were 8 dogs. Then, 5 went away. Now, there",61,dogs,are,are,True,3,1,1,False,0.9967185854911804,0.4786231517791748
"At first there were 8 dogs. Then, 6 went away. Now, there",62,dogs,are,are,True,2,1,1,False,0.9966004490852356,0.42110979557037354
"At first there were 8 dogs. Then, 7 went away. Now, there",63,dogs,is,are,False,1,1,1,True,0.9952030181884766,0.40449804067611694
"At first there were 9 dogs. Then, 1 went away. Now, there",64,dogs,are,are,True,8,1,1,False,0.9959046244621277,0.24014291167259216
"At first there were 9 dogs. Then, 2 went away. Now, there",65,dogs,are,are,True,7,1,1,False,0.9953503608703613,0.22931674122810364
"At first there were 9 dogs. Then, 3 went away. Now, there",66,dogs,are,are,True,6,1,1,False,0.9954699277877808,0.4360162913799286
"At first there were 9 dogs. Then, 4 went away. Now, there",67,dogs,are,are,True,5,1,1,False,0.9966492056846619,0.3983210623264313
"At first there were 9 dogs. Then, 5 went away. Now, there",68,dogs,are,are,True,4,1,1,False,0.9965870380401611,0.4816676378250122
"At first there were 9 dogs. Then, 6 went away. Now, there",69,dogs,are,are,True,3,1,1,False,0.9960905909538269,0.4296056926250458
"At first there were 9 dogs. Then, 7 went away. Now, there",70,dogs,are,are,True,2,1,1,False,0.9947840571403503,0.4081505537033081
"At first there were 9 dogs. Then, 8 went away. Now, there",71,dogs,is,are,False,1,1,1,True,0.9963046312332153,0.4080013334751129
"At first there were 2 rabbits. Then, 1 went away. Now, there",72,rabbits,is,are,False,1,3,3,False,0.996629536151886,0.46539923548698425
"At first there were 3 rabbits. Then, 1 went away. Now, there",73,rabbits,are,are,True,2,5,5,False,0.9973199963569641,0.2772856652736664
"At first there were 3 rabbits. Then, 2 went away. Now, there",74,rabbits,is,are,False,1,5,5,False,0.9972472786903381,0.364005982875824
"At first there were 4 rabbits. Then, 1 went away. Now, there",75,rabbits,are,are,True,3,5,5,False,0.9974651336669922,0.24396370351314545
"At first there were 4 rabbits. Then, 2 went away. Now, there",76,rabbits,are,are,True,2,6,6,False,0.997732400894165,0.26540273427963257
"At first there were 4 rabbits. Then, 3 went away. Now, there",77,rabbits,is,are,False,1,1,1,True,0.9974096417427063,0.2290058732032776
"At first there were 5 rabbits. Then, 1 went away. Now, there",78,rabbits,are,are,True,4,5,5,False,0.9975337982177734,0.19271087646484375
"At first there were 5 rabbits. Then, 2 went away. Now, there",79,rabbits,are,are,True,3,3,3,True,0.9981628060340881,0.1730915606021881
"At first there were 5 rabbits. Then, 3 went away. Now, there",80,rabbits,are,are,True,2,1,1,False,0.9981338381767273,0.3011658489704132
"At first there were 5 rabbits. Then, 4 went away. Now, there",81,rabbits,is,are,False,1,1,1,True,0.9982543587684631,0.23961828649044037
"At first there were 6 rabbits. Then, 1 went away. Now, there",82,rabbits,are,are,True,5,6,6,False,0.9975548386573792,0.28837206959724426
"At first there were 6 rabbits. Then, 2 went away. Now, there",83,rabbits,are,are,True,4,6,6,False,0.9983775615692139,0.2593112289905548
"At first there were 6 rabbits. Then, 3 went away. Now, there",84,rabbits,are,are,True,3,6,6,False,0.9982902407646179,0.2752249538898468
"At first there were 6 rabbits. Then, 4 went away. Now, there",85,rabbits,are,are,True,2,1,1,False,0.9985238909721375,0.32034793496131897
"At first there were 6 rabbits. Then, 5 went away. Now, there",86,rabbits,is,are,False,1,1,1,True,0.9979008436203003,0.2913653254508972
"At first there were 7 rabbits. Then, 1 went away. Now, there",87,rabbits,are,are,True,6,1,1,False,0.9970965385437012,0.21641811728477478
"At first there were 7 rabbits. Then, 2 went away. Now, there",88,rabbits,are,are,True,5,1,1,False,0.9976159334182739,0.2700294852256775
"At first there were 7 rabbits. Then, 3 went away. Now, there",89,rabbits,are,are,True,4,1,1,False,0.997654139995575,0.38015875220298767
"At first there were 7 rabbits. Then, 4 went away. Now, there",90,rabbits,are,are,True,3,1,1,False,0.9980983138084412,0.3843913972377777
"At first there were 7 rabbits. Then, 5 went away. Now, there",91,rabbits,are,are,True,2,1,1,False,0.9976790547370911,0.3853394687175751
"At first there were 7 rabbits. Then, 6 went away. Now, there",92,rabbits,is,are,False,1,1,1,True,0.9979104399681091,0.32415369153022766
"At first there were 8 rabbits. Then, 1 went away. Now, there",93,rabbits,are,are,True,7,1,1,False,0.9967716336250305,0.3361755907535553
"At first there were 8 rabbits. Then, 2 went away. Now, there",94,rabbits,are,are,True,6,1,1,False,0.997334897518158,0.42415159940719604
"At first there were 8 rabbits. Then, 3 went away. Now, there",95,rabbits,are,are,True,5,1,1,False,0.9974608421325684,0.4983004033565521
"At first there were 8 rabbits. Then, 4 went away. Now, there",96,rabbits,are,are,True,4,1,1,False,0.9979872703552246,0.4875093102455139
"At first there were 8 rabbits. Then, 5 went away. Now, there",97,rabbits,are,are,True,3,1,1,False,0.9976406097412109,0.46971020102500916
"At first there were 8 rabbits. Then, 6 went away. Now, there",98,rabbits,are,are,True,2,1,1,False,0.9977840781211853,0.43902063369750977
"At first there were 8 rabbits. Then, 7 went away. Now, there",99,rabbits,is,are,False,1,1,1,True,0.997329831123352,0.4045294225215912
"At first there were 9 rabbits. Then, 1 went away. Now, there",100,rabbits,are,are,True,8,1,1,False,0.9968306422233582,0.4391167163848877
"At first there were 9 rabbits. Then, 2 went away. Now, there",101,rabbits,are,are,True,7,9,9,False,0.9969227910041809,0.38497912883758545
"At first there were 9 rabbits. Then, 3 went away. Now, there",102,rabbits,are,are,True,6,1,1,False,0.996830403804779,0.40796443819999695
"At first there were 9 rabbits. Then, 4 went away. Now, there",103,rabbits,are,are,True,5,1,1,False,0.997554361820221,0.4057094156742096
"At first there were 9 rabbits. Then, 5 went away. Now, there",104,rabbits,are,are,True,4,1,1,False,0.9973562955856323,0.412827730178833
"At first there were 9 rabbits. Then, 6 went away. Now, there",105,rabbits,are,are,True,3,1,1,False,0.9973107576370239,0.43455806374549866
"At first there were 9 rabbits. Then, 7 went away. Now, there",106,rabbits,are,are,True,2,1,1,False,0.9969214200973511,0.3735765516757965
"At first there were 9 rabbits. Then, 8 went away. Now, there",107,rabbits,is,are,False,1,1,1,True,0.9972624778747559,0.36799368262290955
"At first there were 2 elephants. Then, 1 went away. Now, there",108,elephants,is,are,False,1,2,2,False,0.9993005990982056,0.34679779410362244
"At first there were 3 elephants. Then, 1 went away. Now, there",109,elephants,are,are,True,2,3,3,False,0.9989803433418274,0.31162700057029724
"At first there were 3 elephants. Then, 2 went away. Now, there",110,elephants,is,are,False,1,5,5,False,0.9988203644752502,0.25587019324302673
"At first there were 4 elephants. Then, 1 went away. Now, there",111,elephants,are,are,True,3,4,4,False,0.999450147151947,0.2377340942621231
"At first there were 4 elephants. Then, 2 went away. Now, there",112,elephants,are,are,True,2,6,6,False,0.9990800619125366,0.20197445154190063
"At first there were 4 elephants. Then, 3 went away. Now, there",113,elephants,is,are,False,1,1,1,True,0.9989039897918701,0.18939465284347534
"At first there were 5 elephants. Then, 1 went away. Now, there",114,elephants,are,are,True,4,5,5,False,0.9989643096923828,0.36625155806541443
"At first there were 5 elephants. Then, 2 went away. Now, there",115,elephants,are,are,True,3,5,5,False,0.9991574287414551,0.2524617612361908
"At first there were 5 elephants. Then, 3 went away. Now, there",116,elephants,are,are,True,2,5,5,False,0.9988716244697571,0.23135986924171448
"At first there were 5 elephants. Then, 4 went away. Now, there",117,elephants,is,are,False,1,3,3,False,0.9991258978843689,0.2040313333272934
"At first there were 6 elephants. Then, 1 went away. Now, there",118,elephants,are,are,True,5,6,6,False,0.9991200566291809,0.3739300072193146
"At first there were 6 elephants. Then, 2 went away. Now, there",119,elephants,are,are,True,4,4,4,True,0.9992507100105286,0.3320789635181427
"At first there were 6 elephants. Then, 3 went away. Now, there",120,elephants,are,are,True,3,4,4,False,0.9990372657775879,0.2184554487466812
"At first there were 6 elephants. Then, 4 went away. Now, there",121,elephants,are,are,True,2,1,1,False,0.9990817308425903,0.23189665377140045
"At first there were 6 elephants. Then, 5 went away. Now, there",122,elephants,is,are,False,1,1,1,True,0.9989025592803955,0.24987941980361938
"At first there were 7 elephants. Then, 1 went away. Now, there",123,elephants,are,are,True,6,7,7,False,0.9985937476158142,0.3374447226524353
"At first there were 7 elephants. Then, 2 went away. Now, there",124,elephants,are,are,True,5,5,5,True,0.998580813407898,0.2892703115940094
"At first there were 7 elephants. Then, 3 went away. Now, there",125,elephants,are,are,True,4,1,1,False,0.99828040599823,0.2160138636827469
"At first there were 7 elephants. Then, 4 went away. Now, there",126,elephants,are,are,True,3,1,1,False,0.9985207915306091,0.26990383863449097
"At first there were 7 elephants. Then, 5 went away. Now, there",127,elephants,are,are,True,2,1,1,False,0.9981877207756042,0.3007582724094391
"At first there were 7 elephants. Then, 6 went away. Now, there",128,elephants,is,are,False,1,1,1,True,0.9983348250389099,0.2860060930252075
"At first there were 8 elephants. Then, 1 went away. Now, there",129,elephants,are,are,True,7,8,8,False,0.999165415763855,0.3109436631202698
"At first there were 8 elephants. Then, 2 went away. Now, there",130,elephants,are,are,True,6,1,1,False,0.9992595314979553,0.23009297251701355
"At first there were 8 elephants. Then, 3 went away. Now, there",131,elephants,are,are,True,5,1,1,False,0.9988859295845032,0.314353883266449
"At first there were 8 elephants. Then, 4 went away. Now, there",132,elephants,are,are,True,4,1,1,False,0.9991106390953064,0.3712800443172455
"At first there were 8 elephants. Then, 5 went away. Now, there",133,elephants,are,are,True,3,1,1,False,0.998738706111908,0.4634757936000824
"At first there were 8 elephants. Then, 6 went away. Now, there",134,elephants,are,are,True,2,1,1,False,0.9988088607788086,0.4725354015827179
"At first there were 8 elephants. Then, 7 went away. Now, there",135,elephants,is,are,False,1,1,1,True,0.9986668825149536,0.39936256408691406
"At first there were 9 elephants. Then, 1 went away. Now, there",136,elephants,are,are,True,8,9,9,False,0.9990053772926331,0.28038522601127625
"At first there were 9 elephants. Then, 2 went away. Now, there",137,elephants,are,are,True,7,6,6,False,0.9992757439613342,0.23447492718696594
"At first there were 9 elephants. Then, 3 went away. Now, there",138,elephants,are,are,True,6,1,1,False,0.9989022016525269,0.22302323579788208
"At first there were 9 elephants. Then, 4 went away. Now, there",139,elephants,are,are,True,5,1,1,False,0.998976469039917,0.27292054891586304
"At first there were 9 elephants. Then, 5 went away. Now, there",140,elephants,are,are,True,4,1,1,False,0.9986169338226318,0.35217347741127014
"At first there were 9 elephants. Then, 6 went away. Now, there",141,elephants,are,are,True,3,1,1,False,0.9985062479972839,0.37799540162086487
"At first there were 9 elephants. Then, 7 went away. Now, there",142,elephants,are,are,True,2,1,1,False,0.9981701374053955,0.3577764332294464
"At first there were 9 elephants. Then, 8 went away. Now, there",143,elephants,is,are,False,1,1,1,True,0.9981268048286438,0.4343497157096863
"At first there were 2 lions. Then, 1 went away. Now, there",144,lions,is,are,False,1,3,3,False,0.965976893901825,0.4342975914478302
"At first there were 3 lions. Then, 1 went away. Now, there",145,lions,are,are,True,2,5,5,False,0.9915823340415955,0.31579214334487915
"At first there were 3 lions. Then, 2 went away. Now, there",146,lions,is,are,False,1,5,5,False,0.9914892911911011,0.30264267325401306
"At first there were 4 lions. Then, 1 went away. Now, there",147,lions,are,are,True,3,6,6,False,0.9954546689987183,0.1875932365655899
"At first there were 4 lions. Then, 2 went away. Now, there",148,lions,are,are,True,2,3,3,False,0.9952762126922607,0.1911243200302124
"At first there were 4 lions. Then, 3 went away. Now, there",149,lions,is,are,False,1,1,1,True,0.9956451654434204,0.25966864824295044
"At first there were 5 lions. Then, 1 went away. Now, there",150,lions,are,are,True,4,5,5,False,0.9973069429397583,0.24805274605751038
"At first there were 5 lions. Then, 2 went away. Now, there",151,lions,are,are,True,3,3,3,True,0.9960946440696716,0.2688305079936981
"At first there were 5 lions. Then, 3 went away. Now, there",152,lions,are,are,True,2,1,1,False,0.9959730505943298,0.27273207902908325
"At first there were 5 lions. Then, 4 went away. Now, there",153,lions,is,are,False,1,3,3,False,0.9967939257621765,0.23947614431381226
"At first there were 6 lions. Then, 1 went away. Now, there",154,lions,are,are,True,5,6,6,False,0.997409999370575,0.3141942024230957
"At first there were 6 lions. Then, 2 went away. Now, there",155,lions,are,are,True,4,6,6,False,0.9974269270896912,0.42577505111694336
"At first there were 6 lions. Then, 3 went away. Now, there",156,lions,are,are,True,3,6,6,False,0.9978557229042053,0.3081291913986206
"At first there were 6 lions. Then, 4 went away. Now, there",157,lions,are,are,True,2,1,1,False,0.9981120824813843,0.28511369228363037
"At first there were 6 lions. Then, 5 went away. Now, there",158,lions,is,are,False,1,1,1,True,0.9980912804603577,0.3251675069332123
"At first there were 7 lions. Then, 1 went away. Now, there",159,lions,are,are,True,6,1,1,False,0.9992891550064087,0.2853660583496094
"At first there were 7 lions. Then, 2 went away. Now, there",160,lions,are,are,True,5,7,7,False,0.9994921684265137,0.3331563472747803
"At first there were 7 lions. Then, 3 went away. Now, there",161,lions,are,are,True,4,1,1,False,0.9996010661125183,0.32479751110076904
"At first there were 7 lions. Then, 4 went away. Now, there",162,lions,are,are,True,3,1,1,False,0.999790608882904,0.3807089924812317
"At first there were 7 lions. Then, 5 went away. Now, there",163,lions,are,are,True,2,1,1,False,0.9996799230575562,0.3905186355113983
"At first there were 7 lions. Then, 6 went away. Now, there",164,lions,is,are,False,1,1,1,True,0.9999517202377319,0.33644503355026245
"At first there were 8 lions. Then, 1 went away. Now, there",165,lions,are,are,True,7,1,1,False,0.9966045618057251,0.4101903736591339
"At first there were 8 lions. Then, 2 went away. Now, there",166,lions,are,are,True,6,1,1,False,0.9963160157203674,0.2601567804813385
"At first there were 8 lions. Then, 3 went away. Now, there",167,lions,are,are,True,5,1,1,False,0.9969835877418518,0.3747203052043915
"At first there were 8 lions. Then, 4 went away. Now, there",168,lions,are,are,True,4,1,1,False,0.9972047209739685,0.4065597355365753
"At first there were 8 lions. Then, 5 went away. Now, there",169,lions,are,are,True,3,1,1,False,0.9978528022766113,0.5030059814453125
"At first there were 8 lions. Then, 6 went away. Now, there",170,lions,are,are,True,2,1,1,False,0.9981701374053955,0.460183709859848
"At first there were 8 lions. Then, 7 went away. Now, there",171,lions,is,are,False,1,1,1,True,0.9983888864517212,0.4392591714859009
"At first there were 9 lions. Then, 1 went away. Now, there",172,lions,are,are,True,8,1,1,False,0.9980138540267944,0.6782101392745972
"At first there were 9 lions. Then, 2 went away. Now, there",173,lions,are,are,True,7,1,1,False,0.9968734383583069,0.5010534524917603
"At first there were 9 lions. Then, 3 went away. Now, there",174,lions,are,are,True,6,1,1,False,0.9967771172523499,0.4625580608844757
"At first there were 9 lions. Then, 4 went away. Now, there",175,lions,are,are,True,5,1,1,False,0.9976117610931396,0.5279555916786194
"At first there were 9 lions. Then, 5 went away. Now, there",176,lions,are,are,True,4,1,1,False,0.9979700446128845,0.5221958756446838
"At first there were 9 lions. Then, 6 went away. Now, there",177,lions,are,are,True,3,1,1,False,0.9981372356414795,0.5162720084190369
"At first there were 9 lions. Then, 7 went away. Now, there",178,lions,are,are,True,2,1,1,False,0.9982787370681763,0.46551182866096497
"At first there were 9 lions. Then, 8 went away. Now, there",179,lions,is,are,False,1,1,1,True,0.997294008731842,0.48074179887771606
"At first there were 2 tigers. Then, 1 went away. Now, there",180,tigers,is,are,False,1,3,3,False,0.9933239817619324,0.3494936525821686
"At first there were 3 tigers. Then, 1 went away. Now, there",181,tigers,are,are,True,2,3,3,False,0.9951434135437012,0.27955278754234314
"At first there were 3 tigers. Then, 2 went away. Now, there",182,tigers,is,are,False,1,3,3,False,0.9937133193016052,0.30264225602149963
"At first there were 4 tigers. Then, 1 went away. Now, there",183,tigers,are,are,True,3,5,5,False,0.9969479441642761,0.2437911033630371
"At first there were 4 tigers. Then, 2 went away. Now, there",184,tigers,are,are,True,2,6,6,False,0.9965705871582031,0.204847514629364
"At first there were 4 tigers. Then, 3 went away. Now, there",185,tigers,is,are,False,1,1,1,True,0.9961416125297546,0.20459045469760895
"At first there were 5 tigers. Then, 1 went away. Now, there",186,tigers,are,are,True,4,5,5,False,0.9970967769622803,0.2979021668434143
"At first there were 5 tigers. Then, 2 went away. Now, there",187,tigers,are,are,True,3,5,5,False,0.997007429599762,0.33852750062942505
"At first there were 5 tigers. Then, 3 went away. Now, there",188,tigers,are,are,True,2,5,5,False,0.99662184715271,0.28542566299438477
"At first there were 5 tigers. Then, 4 went away. Now, there",189,tigers,is,are,False,1,5,5,False,0.9965980648994446,0.31073927879333496
"At first there were 6 tigers. Then, 1 went away. Now, there",190,tigers,are,are,True,5,6,6,False,0.9977362155914307,0.24584797024726868
"At first there were 6 tigers. Then, 2 went away. Now, there",191,tigers,are,are,True,4,6,6,False,0.9973940849304199,0.2393081933259964
"At first there were 6 tigers. Then, 3 went away. Now, there",192,tigers,are,are,True,3,6,6,False,0.9970892071723938,0.23846480250358582
"At first there were 6 tigers. Then, 4 went away. Now, there",193,tigers,are,are,True,2,6,6,False,0.997353196144104,0.27010005712509155
"At first there were 6 tigers. Then, 5 went away. Now, there",194,tigers,is,are,False,1,1,1,True,0.997087299823761,0.2274986058473587
"At first there were 7 tigers. Then, 1 went away. Now, there",195,tigers,are,are,True,6,7,7,False,0.9971320629119873,0.29076457023620605
"At first there were 7 tigers. Then, 2 went away. Now, there",196,tigers,are,are,True,5,7,7,False,0.9966763257980347,0.3108139634132385
"At first there were 7 tigers. Then, 3 went away. Now, there",197,tigers,are,are,True,4,1,1,False,0.9966123700141907,0.2772100865840912
"At first there were 7 tigers. Then, 4 went away. Now, there",198,tigers,are,are,True,3,1,1,False,0.9968969821929932,0.29089227318763733
"At first there were 7 tigers. Then, 5 went away. Now, there",199,tigers,are,are,True,2,1,1,False,0.9967009425163269,0.32851308584213257
"At first there were 7 tigers. Then, 6 went away. Now, there",200,tigers,is,are,False,1,1,1,True,0.9974004030227661,0.2804124057292938
"At first there were 8 tigers. Then, 1 went away. Now, there",201,tigers,are,are,True,7,1,1,False,0.9969543218612671,0.24785783886909485
"At first there were 8 tigers. Then, 2 went away. Now, there",202,tigers,are,are,True,6,1,1,False,0.9964672327041626,0.34910351037979126
"At first there were 8 tigers. Then, 3 went away. Now, there",203,tigers,are,are,True,5,1,1,False,0.9963619112968445,0.38198211789131165
"At first there were 8 tigers. Then, 4 went away. Now, there",204,tigers,are,are,True,4,1,1,False,0.9966263771057129,0.33608612418174744
"At first there were 8 tigers. Then, 5 went away. Now, there",205,tigers,are,are,True,3,1,1,False,0.9965342283248901,0.4244825541973114
"At first there were 8 tigers. Then, 6 went away. Now, there",206,tigers,are,are,True,2,1,1,False,0.9971749782562256,0.39157748222351074
"At first there were 8 tigers. Then, 7 went away. Now, there",207,tigers,is,are,False,1,1,1,True,0.9967778325080872,0.3616126477718353
"At first there were 9 tigers. Then, 1 went away. Now, there",208,tigers,are,are,True,8,1,1,False,0.9969567060470581,0.29695925116539
"At first there were 9 tigers. Then, 2 went away. Now, there",209,tigers,are,are,True,7,1,1,False,0.9966739416122437,0.28700682520866394
"At first there were 9 tigers. Then, 3 went away. Now, there",210,tigers,are,are,True,6,1,1,False,0.9965775609016418,0.32502448558807373
"At first there were 9 tigers. Then, 4 went away. Now, there",211,tigers,are,are,True,5,1,1,False,0.9970664381980896,0.3190113604068756
"At first there were 9 tigers. Then, 5 went away. Now, there",212,tigers,are,are,True,4,1,1,False,0.9970928430557251,0.3374933898448944
"At first there were 9 tigers. Then, 6 went away. Now, there",213,tigers,are,are,True,3,1,1,False,0.997467041015625,0.34019026160240173
"At first there were 9 tigers. Then, 7 went away. Now, there",214,tigers,are,are,True,2,1,1,False,0.996759831905365,0.331606388092041
"At first there were 9 tigers. Then, 8 went away. Now, there",215,tigers,is,are,False,1,1,1,True,0.9969257712364197,0.386410653591156
"At first there were 2 giraffes. Then, 1 went away. Now, there",216,giraffes,is,are,False,1,3,3,False,0.987728476524353,0.39903655648231506
