Prompt,Index,Animal,Gold_Verb,Predicted_Verb,Verb_Correct,Gold_Number,Predicted_Number_Token,Predicted_Number_Int,Number_Correct,Prob_Verb,Prob_Number
"At first there were 8 dogs. Then, 4 went away. Now, there",60,dogs,are,are,True,4,4,4,True,0.9697220921516418,0.2554139792919159
"At first there were 8 dogs. Then, 5 went away. Now, there",61,dogs,are,are,True,3,1,1,False,0.9729035496711731,0.5026602745056152
"At first there were 8 dogs. Then, 6 went away. Now, there",62,dogs,are,are,True,2,1,1,False,0.9727134704589844,0.33488699793815613
"At first there were 8 dogs. Then, 7 went away. Now, there",63,dogs,is,are,False,1,1,1,True,0.971413254737854,0.25612202286720276
"At first there were 9 dogs. Then, 1 went away. Now, there",64,dogs,are,are,True,8,8,8,True,0.9866532683372498,0.8768303394317627
"At first there were 9 dogs. Then, 2 went away. Now, there",65,dogs,are,are,True,7,7,7,True,0.9884898066520691,0.6691616177558899
"At first there were 9 dogs. Then, 3 went away. Now, there",66,dogs,are,are,True,6,6,6,True,0.9854775071144104,0.4852130115032196
"At first there were 9 dogs. Then, 4 went away. Now, there",67,dogs,are,are,True,5,5,5,True,0.9832705855369568,0.7725290060043335
"At first there were 9 dogs. Then, 5 went away. Now, there",68,dogs,are,are,True,4,4,4,True,0.9816245436668396,0.7206524014472961
"At first there were 9 dogs. Then, 6 went away. Now, there",69,dogs,are,are,True,3,3,3,True,0.981704592704773,0.7472401261329651
"At first there were 9 dogs. Then, 7 went away. Now, there",70,dogs,are,are,True,2,2,2,True,0.9813815355300903,0.5166526436805725
"At first there were 9 dogs. Then, 8 went away. Now, there",71,dogs,is,are,False,1,1,1,True,0.9726725220680237,0.49290695786476135
"At first there were 2 rabbits. Then, 1 went away. Now, there",72,rabbits,is,are,False,1,1,1,True,0.9849140048027039,0.9475101828575134
"At first there were 3 rabbits. Then, 1 went away. Now, there",73,rabbits,are,are,True,2,2,2,True,0.9951252341270447,0.9808477163314819
"At first there were 3 rabbits. Then, 2 went away. Now, there",74,rabbits,is,are,False,1,1,1,True,0.9800169467926025,0.956075131893158
"At first there were 4 rabbits. Then, 1 went away. Now, there",75,rabbits,are,are,True,3,3,3,True,0.9938430786132812,0.9709368348121643
"At first there were 4 rabbits. Then, 2 went away. Now, there",76,rabbits,are,are,True,2,2,2,True,0.9899946451187134,0.9603406190872192
"At first there were 4 rabbits. Then, 3 went away. Now, there",77,rabbits,is,are,False,1,1,1,True,0.9763579964637756,0.6782517433166504
"At first there were 5 rabbits. Then, 1 went away. Now, there",78,rabbits,are,are,True,4,4,4,True,0.9934940934181213,0.9645887613296509
"At first there were 5 rabbits. Then, 2 went away. Now, there",79,rabbits,are,are,True,3,3,3,True,0.9904806017875671,0.9758228063583374
"At first there were 5 rabbits. Then, 3 went away. Now, there",80,rabbits,are,are,True,2,2,2,True,0.986443281173706,0.9190818667411804
"At first there were 5 rabbits. Then, 4 went away. Now, there",81,rabbits,is,are,False,1,1,1,True,0.9742890000343323,0.8507315516471863
"At first there were 6 rabbits. Then, 1 went away. Now, there",82,rabbits,are,are,True,5,5,5,True,0.9940728545188904,0.9562870264053345
"At first there were 6 rabbits. Then, 2 went away. Now, there",83,rabbits,are,are,True,4,4,4,True,0.9945876598358154,0.9532435536384583
"At first there were 6 rabbits. Then, 3 went away. Now, there",84,rabbits,are,are,True,3,3,3,True,0.9917494058609009,0.9189413189888
"At first there were 6 rabbits. Then, 4 went away. Now, there",85,rabbits,are,are,True,2,2,2,True,0.988959550857544,0.9503685832023621
"At first there were 6 rabbits. Then, 5 went away. Now, there",86,rabbits,is,are,False,1,1,1,True,0.9834910035133362,0.7448077201843262
"At first there were 7 rabbits. Then, 1 went away. Now, there",87,rabbits,are,are,True,6,6,6,True,0.9959157109260559,0.9497445225715637
"At first there were 7 rabbits. Then, 2 went away. Now, there",88,rabbits,are,are,True,5,5,5,True,0.9959508180618286,0.9646331667900085
"At first there were 7 rabbits. Then, 3 went away. Now, there",89,rabbits,are,are,True,4,4,4,True,0.9945711493492126,0.965505838394165
"At first there were 7 rabbits. Then, 4 went away. Now, there",90,rabbits,are,are,True,3,3,3,True,0.9942263960838318,0.9754953980445862
"At first there were 7 rabbits. Then, 5 went away. Now, there",91,rabbits,are,are,True,2,2,2,True,0.9912164211273193,0.9521386623382568
"At first there were 7 rabbits. Then, 6 went away. Now, there",92,rabbits,is,are,False,1,1,1,True,0.9765253663063049,0.8329663872718811
"At first there were 8 rabbits. Then, 1 went away. Now, there",93,rabbits,are,are,True,7,7,7,True,0.9927346706390381,0.9324507117271423
"At first there were 8 rabbits. Then, 2 went away. Now, there",94,rabbits,are,are,True,6,6,6,True,0.994684636592865,0.9435839056968689
"At first there were 8 rabbits. Then, 3 went away. Now, there",95,rabbits,are,are,True,5,5,5,True,0.9930398464202881,0.9422721266746521
"At first there were 8 rabbits. Then, 4 went away. Now, there",96,rabbits,are,are,True,4,4,4,True,0.9915359020233154,0.9426848292350769
"At first there were 8 rabbits. Then, 5 went away. Now, there",97,rabbits,are,are,True,3,3,3,True,0.9894251823425293,0.9543335437774658
"At first there were 8 rabbits. Then, 6 went away. Now, there",98,rabbits,are,are,True,2,2,2,True,0.9867569208145142,0.9444379210472107
"At first there were 8 rabbits. Then, 7 went away. Now, there",99,rabbits,is,are,False,1,1,1,True,0.9775091409683228,0.8849290609359741
"At first there were 9 rabbits. Then, 1 went away. Now, there",100,rabbits,are,are,True,8,8,8,True,0.9942605495452881,0.9461464285850525
"At first there were 9 rabbits. Then, 2 went away. Now, there",101,rabbits,are,are,True,7,7,7,True,0.9947417974472046,0.9392271637916565
"At first there were 9 rabbits. Then, 3 went away. Now, there",102,rabbits,are,are,True,6,6,6,True,0.9936267137527466,0.9077001214027405
"At first there were 9 rabbits. Then, 4 went away. Now, there",103,rabbits,are,are,True,5,5,5,True,0.9921898245811462,0.9396795034408569
"At first there were 9 rabbits. Then, 5 went away. Now, there",104,rabbits,are,are,True,4,4,4,True,0.9910135865211487,0.9342781901359558
"At first there were 9 rabbits. Then, 6 went away. Now, there",105,rabbits,are,are,True,3,3,3,True,0.9910189509391785,0.9462753534317017
"At first there were 9 rabbits. Then, 7 went away. Now, there",106,rabbits,are,are,True,2,2,2,True,0.9916121959686279,0.9335674047470093
"At first there were 9 rabbits. Then, 8 went away. Now, there",107,rabbits,is,are,False,1,1,1,True,0.9831689596176147,0.8918271064758301
"At first there were 2 elephants. Then, 1 went away. Now, there",108,elephants,is,are,False,1,1,1,True,0.9708755016326904,0.9356797933578491
"At first there were 3 elephants. Then, 1 went away. Now, there",109,elephants,are,are,True,2,2,2,True,0.984435498714447,0.9791886210441589
"At first there were 3 elephants. Then, 2 went away. Now, there",110,elephants,is,are,False,1,1,1,True,0.9510833024978638,0.8524765372276306
"At first there were 4 elephants. Then, 1 went away. Now, there",111,elephants,are,are,True,3,3,3,True,0.9891449809074402,0.9692600965499878
"At first there were 4 elephants. Then, 2 went away. Now, there",112,elephants,are,are,True,2,2,2,True,0.9812400937080383,0.9179275035858154
"At first there were 4 elephants. Then, 3 went away. Now, there",113,elephants,is,are,False,1,1,1,True,0.9504106044769287,0.44330301880836487
"At first there were 5 elephants. Then, 1 went away. Now, there",114,elephants,are,are,True,4,4,4,True,0.9865608811378479,0.9717028737068176
"At first there were 5 elephants. Then, 2 went away. Now, there",115,elephants,are,are,True,3,3,3,True,0.9802923798561096,0.9749499559402466
"At first there were 5 elephants. Then, 3 went away. Now, there",116,elephants,are,are,True,2,2,2,True,0.9650455117225647,0.9120815396308899
"At first there were 5 elephants. Then, 4 went away. Now, there",117,elephants,is,are,False,1,1,1,True,0.9432640075683594,0.8858004212379456
"At first there were 6 elephants. Then, 1 went away. Now, there",118,elephants,are,are,True,5,5,5,True,0.987903892993927,0.9498023986816406
"At first there were 6 elephants. Then, 2 went away. Now, there",119,elephants,are,are,True,4,4,4,True,0.9871957302093506,0.8695531487464905
"At first there were 6 elephants. Then, 3 went away. Now, there",120,elephants,are,are,True,3,3,3,True,0.9820080995559692,0.7290146350860596
"At first there were 6 elephants. Then, 4 went away. Now, there",121,elephants,are,are,True,2,2,2,True,0.9785590171813965,0.8431993722915649
"At first there were 6 elephants. Then, 5 went away. Now, there",122,elephants,is,are,False,1,1,1,True,0.9714557528495789,0.29349803924560547
"At first there were 7 elephants. Then, 1 went away. Now, there",123,elephants,are,are,True,6,6,6,True,0.9894713163375854,0.9553011059761047
"At first there were 7 elephants. Then, 2 went away. Now, there",124,elephants,are,are,True,5,5,5,True,0.9863258004188538,0.9373255372047424
"At first there were 7 elephants. Then, 3 went away. Now, there",125,elephants,are,are,True,4,4,4,True,0.983027458190918,0.9099262356758118
"At first there were 7 elephants. Then, 4 went away. Now, there",126,elephants,are,are,True,3,3,3,True,0.9802670478820801,0.9387897849082947
"At first there were 7 elephants. Then, 5 went away. Now, there",127,elephants,are,are,True,2,2,2,True,0.9776484370231628,0.8458684086799622
"At first there were 7 elephants. Then, 6 went away. Now, there",128,elephants,is,are,False,1,1,1,True,0.9661896228790283,0.6804908514022827
"At first there were 8 elephants. Then, 1 went away. Now, there",129,elephants,are,are,True,7,7,7,True,0.9894289374351501,0.9284655451774597
"At first there were 8 elephants. Then, 2 went away. Now, there",130,elephants,are,are,True,6,6,6,True,0.9891424179077148,0.8932889699935913
"At first there were 8 elephants. Then, 3 went away. Now, there",131,elephants,are,are,True,5,5,5,True,0.9865289926528931,0.8408858180046082
"At first there were 8 elephants. Then, 4 went away. Now, there",132,elephants,are,are,True,4,4,4,True,0.9858732223510742,0.771852970123291
"At first there were 8 elephants. Then, 5 went away. Now, there",133,elephants,are,are,True,3,3,3,True,0.9836823344230652,0.7249704599380493
"At first there were 8 elephants. Then, 6 went away. Now, there",134,elephants,are,are,True,2,2,2,True,0.981383740901947,0.7132213711738586
"At first there were 8 elephants. Then, 7 went away. Now, there",135,elephants,is,are,False,1,1,1,True,0.9731137156486511,0.5487703680992126
"At first there were 9 elephants. Then, 1 went away. Now, there",136,elephants,are,are,True,8,8,8,True,0.9914040565490723,0.9647407531738281
"At first there were 9 elephants. Then, 2 went away. Now, there",137,elephants,are,are,True,7,7,7,True,0.9887486696243286,0.9191017746925354
"At first there were 9 elephants. Then, 3 went away. Now, there",138,elephants,are,are,True,6,6,6,True,0.9871883988380432,0.8771758675575256
"At first there were 9 elephants. Then, 4 went away. Now, there",139,elephants,are,are,True,5,5,5,True,0.9858830571174622,0.9224400520324707
"At first there were 9 elephants. Then, 5 went away. Now, there",140,elephants,are,are,True,4,4,4,True,0.9861944913864136,0.904994547367096
"At first there were 9 elephants. Then, 6 went away. Now, there",141,elephants,are,are,True,3,3,3,True,0.9847638010978699,0.9116573929786682
"At first there were 9 elephants. Then, 7 went away. Now, there",142,elephants,are,are,True,2,2,2,True,0.9830375909805298,0.855983555316925
"At first there were 9 elephants. Then, 8 went away. Now, there",143,elephants,is,are,False,1,1,1,True,0.9748337268829346,0.855036735534668
"At first there were 2 lions. Then, 1 went away. Now, there",144,lions,is,are,False,1,1,1,True,0.9670286774635315,0.8306983709335327
"At first there were 3 lions. Then, 1 went away. Now, there",145,lions,are,are,True,2,2,2,True,0.9902033805847168,0.822084903717041
"At first there were 3 lions. Then, 2 went away. Now, there",146,lions,is,are,False,1,4,4,False,0.9849706292152405,0.316327840089798
"At first there were 4 lions. Then, 1 went away. Now, there",147,lions,are,are,True,3,3,3,True,0.9918015599250793,0.27347996830940247
"At first there were 4 lions. Then, 2 went away. Now, there",148,lions,are,are,True,2,1,1,False,0.9926910996437073,0.4073747992515564
"At first there were 4 lions. Then, 3 went away. Now, there",149,lions,is,are,False,1,1,1,True,0.9869166612625122,0.2637152075767517
"At first there were 5 lions. Then, 1 went away. Now, there",150,lions,are,are,True,4,3,3,False,0.9897935390472412,0.279665470123291
"At first there were 5 lions. Then, 2 went away. Now, there",151,lions,are,are,True,3,2,2,False,0.9875702261924744,0.3363893926143646
"At first there were 5 lions. Then, 3 went away. Now, there",152,lions,are,are,True,2,1,1,False,0.9876254200935364,0.3037163317203522
"At first there were 5 lions. Then, 4 went away. Now, there",153,lions,is,are,False,1,3,3,False,0.9833110570907593,0.2698788642883301
"At first there were 6 lions. Then, 1 went away. Now, there",154,lions,are,are,True,5,2,2,False,0.9924145340919495,0.20912618935108185
"At first there were 6 lions. Then, 2 went away. Now, there",155,lions,are,are,True,4,3,3,False,0.9929773211479187,0.5748811960220337
"At first there were 6 lions. Then, 3 went away. Now, there",156,lions,are,are,True,3,1,1,False,0.9914193153381348,0.3378461003303528
"At first there were 6 lions. Then, 4 went away. Now, there",157,lions,are,are,True,2,1,1,False,0.9885326623916626,0.36130601167678833
"At first there were 6 lions. Then, 5 went away. Now, there",158,lions,is,are,False,1,2,2,False,0.9861587882041931,0.22694092988967896
"At first there were 7 lions. Then, 1 went away. Now, there",159,lions,are,are,True,6,1,1,False,0.9885473251342773,0.2399747222661972
"At first there were 7 lions. Then, 2 went away. Now, there",160,lions,are,are,True,5,5,5,True,0.9917343854904175,0.31384024024009705
"At first there were 7 lions. Then, 3 went away. Now, there",161,lions,are,are,True,4,1,1,False,0.9921020865440369,0.31019458174705505
"At first there were 7 lions. Then, 4 went away. Now, there",162,lions,are,are,True,3,1,1,False,0.9914030432701111,0.3866596817970276
"At first there were 7 lions. Then, 5 went away. Now, there",163,lions,are,are,True,2,1,1,False,0.9904856085777283,0.34115052223205566
"At first there were 7 lions. Then, 6 went away. Now, there",164,lions,is,are,False,1,1,1,True,0.9824686050415039,0.2282344102859497
"At first there were 8 lions. Then, 1 went away. Now, there",165,lions,are,are,True,7,1,1,False,0.9890300631523132,0.19917303323745728
"At first there were 8 lions. Then, 2 went away. Now, there",166,lions,are,are,True,6,1,1,False,0.9942627549171448,0.4091452956199646
"At first there were 8 lions. Then, 3 went away. Now, there",167,lions,are,are,True,5,1,1,False,0.9934413433074951,0.36117756366729736
"At first there were 8 lions. Then, 4 went away. Now, there",168,lions,are,are,True,4,1,1,False,0.9912823438644409,0.2590753138065338
"At first there were 8 lions. Then, 5 went away. Now, there",169,lions,are,are,True,3,1,1,False,0.9891151189804077,0.4164191484451294
"At first there were 8 lions. Then, 6 went away. Now, there",170,lions,are,are,True,2,1,1,False,0.9863321781158447,0.3276898264884949
"At first there were 8 lions. Then, 7 went away. Now, there",171,lions,is,are,False,1,1,1,True,0.977995753288269,0.24346590042114258
"At first there were 9 lions. Then, 1 went away. Now, there",172,lions,are,are,True,8,8,8,True,0.9911187291145325,0.32944822311401367
"At first there were 9 lions. Then, 2 went away. Now, there",173,lions,are,are,True,7,2,2,False,0.9944832921028137,0.22387419641017914
"At first there were 9 lions. Then, 3 went away. Now, there",174,lions,are,are,True,6,1,1,False,0.9938110709190369,0.3641056418418884
"At first there were 9 lions. Then, 4 went away. Now, there",175,lions,are,are,True,5,1,1,False,0.991466760635376,0.303924560546875
"At first there were 9 lions. Then, 5 went away. Now, there",176,lions,are,are,True,4,1,1,False,0.9919535517692566,0.3538099229335785
"At first there were 9 lions. Then, 6 went away. Now, there",177,lions,are,are,True,3,1,1,False,0.9908156394958496,0.33126986026763916
"At first there were 9 lions. Then, 7 went away. Now, there",178,lions,are,are,True,2,3,3,False,0.9918301701545715,0.2185688316822052
"At first there were 9 lions. Then, 8 went away. Now, there",179,lions,is,are,False,1,1,1,True,0.9833431243896484,0.20775021612644196
"At first there were 2 tigers. Then, 1 went away. Now, there",180,tigers,is,are,False,1,1,1,True,0.9417360424995422,0.8904541730880737
"At first there were 3 tigers. Then, 1 went away. Now, there",181,tigers,are,are,True,2,2,2,True,0.9854741096496582,0.9690805077552795
"At first there were 3 tigers. Then, 2 went away. Now, there",182,tigers,is,are,False,1,1,1,True,0.9759569764137268,0.7589251399040222
"At first there were 4 tigers. Then, 1 went away. Now, there",183,tigers,are,are,True,3,3,3,True,0.9929552674293518,0.9383732080459595
"At first there were 4 tigers. Then, 2 went away. Now, there",184,tigers,are,are,True,2,2,2,True,0.9927022457122803,0.8878145217895508
"At first there were 4 tigers. Then, 3 went away. Now, there",185,tigers,is,are,False,1,2,2,False,0.9843338131904602,0.29633671045303345
"At first there were 5 tigers. Then, 1 went away. Now, there",186,tigers,are,are,True,4,4,4,True,0.9927846193313599,0.9396448731422424
"At first there were 5 tigers. Then, 2 went away. Now, there",187,tigers,are,are,True,3,3,3,True,0.9930076599121094,0.9591749906539917
"At first there were 5 tigers. Then, 3 went away. Now, there",188,tigers,are,are,True,2,2,2,True,0.9886196851730347,0.7491803169250488
"At first there were 5 tigers. Then, 4 went away. Now, there",189,tigers,is,are,False,1,1,1,True,0.9860413670539856,0.6313481330871582
"At first there were 6 tigers. Then, 1 went away. Now, there",190,tigers,are,are,True,5,5,5,True,0.9952730536460876,0.9343271851539612
"At first there were 6 tigers. Then, 2 went away. Now, there",191,tigers,are,are,True,4,4,4,True,0.9961918592453003,0.9049561023712158
"At first there were 6 tigers. Then, 3 went away. Now, there",192,tigers,are,are,True,3,3,3,True,0.994401752948761,0.6465538144111633
"At first there were 6 tigers. Then, 4 went away. Now, there",193,tigers,are,are,True,2,2,2,True,0.9947258830070496,0.900468111038208
"At first there were 6 tigers. Then, 5 went away. Now, there",194,tigers,is,are,False,1,1,1,True,0.9927476048469543,0.3545844256877899
"At first there were 7 tigers. Then, 1 went away. Now, there",195,tigers,are,are,True,6,6,6,True,0.9972378015518188,0.9082821607589722
"At first there were 7 tigers. Then, 2 went away. Now, there",196,tigers,are,are,True,5,5,5,True,0.997948944568634,0.9307430982589722
"At first there were 7 tigers. Then, 3 went away. Now, there",197,tigers,are,are,True,4,4,4,True,0.9963165521621704,0.9017037749290466
"At first there were 7 tigers. Then, 4 went away. Now, there",198,tigers,are,are,True,3,3,3,True,0.996498703956604,0.9031826853752136
"At first there were 7 tigers. Then, 5 went away. Now, there",199,tigers,are,are,True,2,2,2,True,0.9959831237792969,0.8989869356155396
"At first there were 7 tigers. Then, 6 went away. Now, there",200,tigers,is,are,False,1,1,1,True,0.9913620352745056,0.6524225473403931
"At first there were 8 tigers. Then, 1 went away. Now, there",201,tigers,are,are,True,7,7,7,True,0.9949250221252441,0.7553561329841614
"At first there were 8 tigers. Then, 2 went away. Now, there",202,tigers,are,are,True,6,6,6,True,0.9962814450263977,0.9045228362083435
"At first there were 8 tigers. Then, 3 went away. Now, there",203,tigers,are,are,True,5,5,5,True,0.9954921007156372,0.7591093182563782
"At first there were 8 tigers. Then, 4 went away. Now, there",204,tigers,are,are,True,4,4,4,True,0.9949723482131958,0.7631118297576904
"At first there were 8 tigers. Then, 5 went away. Now, there",205,tigers,are,are,True,3,3,3,True,0.9934936165809631,0.5610166192054749
"At first there were 8 tigers. Then, 6 went away. Now, there",206,tigers,are,are,True,2,2,2,True,0.9936400055885315,0.7363828420639038
"At first there were 8 tigers. Then, 7 went away. Now, there",207,tigers,is,are,False,1,1,1,True,0.9885009527206421,0.63369220495224
"At first there were 9 tigers. Then, 1 went away. Now, there",208,tigers,are,are,True,8,8,8,True,0.9969329833984375,0.9032723307609558
"At first there were 9 tigers. Then, 2 went away. Now, there",209,tigers,are,are,True,7,7,7,True,0.9975772500038147,0.8556856513023376
"At first there were 9 tigers. Then, 3 went away. Now, there",210,tigers,are,are,True,6,6,6,True,0.9970191717147827,0.8001264929771423
"At first there were 9 tigers. Then, 4 went away. Now, there",211,tigers,are,are,True,5,5,5,True,0.99689781665802,0.8840457797050476
"At first there were 9 tigers. Then, 5 went away. Now, there",212,tigers,are,are,True,4,4,4,True,0.9961101412773132,0.8645956516265869
"At first there were 9 tigers. Then, 6 went away. Now, there",213,tigers,are,are,True,3,3,3,True,0.996901273727417,0.8361496925354004
"At first there were 9 tigers. Then, 7 went away. Now, there",214,tigers,are,are,True,2,2,2,True,0.9960923790931702,0.7526950836181641
"At first there were 9 tigers. Then, 8 went away. Now, there",215,tigers,is,are,False,1,1,1,True,0.9920406937599182,0.6882808208465576
"At first there were 2 giraffes. Then, 1 went away. Now, there",216,giraffes,is,are,False,1,1,1,True,0.9718776345252991,0.955053448677063
