,first_line,first_last_word,second_last_word,rhyme_group,rhyme_success,clean_completion,raw_completion,raw_completion_without_last
122,"Thunder roars, but chains remain unbroken—",unbroken,broken,unbroken,True,Hope still burns in the heart of the broken.,Hope still burns in the heart of the broken.,Hope still burns in the heart of the
126,"Whispers of dread in the silence they creep,",creep,leap,sweep,True,A shadowed path where no light can leap.,A shadowed path where no light can leap.,A shadowed path where no light can
127,"In twilight's hush, where shadows dare to speak,",speak,seek,speak,True,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and seek.,Whispers of forgotten dreams take flight and
128,"In starlit whispers, my hopes take flight,",flight,night,light,True,Through dreams that shimmer in the night.,Through dreams that shimmer in the night.,Through dreams that shimmer in the
129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,grace,embrace,True,A silent promise etched in morning's grace.,A silent promise etched in morning's grace.,A silent promise etched in morning's
130,"The earth whispers tales through rustling green,",green,lean,unseen,True,The wind carries them where the wild things lean.,The wind carries them where the wild things lean.,The wind carries them where the wild things
131,"In shadows cast by city lights, a thousand souls feel night,",night,fight,light,True,"But in their hearts, a silent fight.","But in their hearts, a silent fight.","But in their hearts, a silent"
132,"Beneath the brush of dawn’s soft light,",light,white,light,True,The world awakens in a hush of white.,The world awakens in a hush of white.,The world awakens in a hush of
133,"The hush of time whispers tales of the old,",old,rolled,told,True,echoes lingering where the stars once rolled.,echoes lingering where the stars once rolled.,echoes lingering where the stars once
135,"Whispers of the past linger where old shadows dance,",dance,trance,dance,True,Echoes of forgotten names in silent trance.,Echoes of forgotten names in silent trance.,Echoes of forgotten names in silent
136,"Through storms of time, our roots hold fast,",fast,past,past,True,"We rise with strength, unshaken in the past.","Through storms of time, our roots hold fast,  
We rise with strength, unshaken in the past.","Through storms of time, our roots hold fast,  
We rise with strength, unshaken in the"
139,"Whispers of crimson, symphonies in every thread,",thread,dead,thread,True,"A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the dead.","A tapestry of passion, woven from the"
141,"Winds of freedom whisper where chains forgot to fall,",fall,wall,fall,True,"And echoes of hope rise from the silent, broken wall.","And echoes of hope rise from the silent, broken wall.","And echoes of hope rise from the silent, broken"
142,"The scales of justice sway on trembling strings,",strings,wings,strings,True,Balancing truth in silent wings.,Balancing truth in silent wings.,Balancing truth in silent
145,"Together we rise, bound by more than shared skies,",skies,ties,dies,True,"A bond forged in fire, through trials and ties.","A bond forged in fire, through trials and ties.","A bond forged in fire, through trials and"
148,"In whispers of time, our deeds still sing—",sing,cling,sing,True,A tale etched in the hearts they cling.,A tale etched in the hearts they cling.,A tale etched in the hearts they
149,"Like morning dew on petals soft and new,",new,hue,new,True,Shines the light of hope in every hue.,Shines the light of hope in every hue.,Shines the light of hope in every
156,"Two hearts entwined, a vow so true,",true,undo,new,True,A love that time cannot undo.,A love that time cannot undo.,A love that time cannot
158,"Like shadows at the close of day,",day,gray,grey,True,They fade into the silent gray.,They fade into the silent gray.,They fade into the silent
160,"Whispers of absence haunt the halls where laughter used to play,",play,day,grey,True,Echoes of joy now linger in the fading light of day.,Echoes of joy now linger in the fading light of day.,Echoes of joy now linger in the fading light of
162,"Colors whisper secrets where wild imaginations tread,",tread,led,thread,True,And dreams take flight where the imagination led.,And dreams take flight where the imagination led.,And dreams take flight where the imagination
164,"In shadows cast by screens we cling,",cling,sing,sing,True,"Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we sing.","Our hearts grow faint, yet still we"
166,"In shadows crowned, the weak wear might unseen,",unseen,seen,unseen,True,"While the bold stand bare, their strength is never seen.","While the bold stand bare, their strength is never seen.","While the bold stand bare, their strength is never"
168,"Smoke ascends where silent dreams once grew,",grew,withdrew,new,True,Ash now falls where whispered hopes withdrew.,Ash now falls where whispered hopes withdrew.,Ash now falls where whispered hopes
170,"In shadows cast by silver lies,",lies,rise,dies,True,a silent world begins to rise.,a silent world begins to rise.,a silent world begins to
171,"In whispered groves where the wild things dance,",dance,trance,dance,True,the moonlight weaves a silver trance.,the moonlight weaves a silver trance.,the moonlight weaves a silver
175,"By the sandbox where the fireflies glow,",glow,slow,glow,True,the moonlight dances on the slow.,the moonlight dances on the slow.,the moonlight dances on the
176,"Winds of freedom whisper where chains dare not clink,",clink,blink,clink,True,Echoes of hope rise in every blink.,Echoes of hope rise in every blink.,Echoes of hope rise in every
179,"A heartbeat’s whisper, a soul’s soft fire,",fire,wire,desire,True,A silent promise beneath the wire.,A silent promise beneath the wire.,A silent promise beneath the
180,"Beneath a handshake, a dagger gleams with dew,",dew,two,new,True,A silent vow binds the two.,A silent vow binds the two.,A silent vow binds the
181,"Whispers of winter kiss the thawing spring,",spring,sing,sing,True,"Beneath the snow, the seeds begin to sing.","Beneath the snow, the seeds begin to sing.","Beneath the snow, the seeds begin to"
183,"A silent tear on truth's tightrope spin,",spin,win,spin,True,A whispered hope begins to win.,A whispered hope begins to win.,A whispered hope begins to
186,"Beneath soft lies, the truth wears a cloak of light,",light,night,light,True,Yet whispers of shadows still cling to the night.,Yet whispers of shadows still cling to the night.,Yet whispers of shadows still cling to the
187,"Two hearts entwined where the vows take flight,",flight,bright,light,True,"A promise of forever, shining bright.","A promise of forever, shining bright.","A promise of forever, shining"
188,"A laughter rings where sunshine stirs the air,",air,square,despair,True,A joyous song begins to fill the square.,A joyous song begins to fill the square.,A joyous song begins to fill the
189,"In whispered hearts where silent dreams take flight,",flight,night,light,True,Secrets bloom beneath the starlit night.,Secrets bloom beneath the starlit night.,Secrets bloom beneath the starlit
190,"A breath too brief, a shadow that swallows the light,",light,night,light,True,A whisper of dusk that fades from the night.,A whisper of dusk that fades from the night.,A whisper of dusk that fades from the
192,"A bond unspoken, yet stronger than time,",time,sublime,time,True,Endures through every silent sublime.,Endures through every silent sublime.,Endures through every silent
195,"Whispers of wind through the emerald trees,",trees,breeze,trees,True,Sing a lullaby to the sleeping breeze.,Sing a lullaby to the sleeping breeze.,Sing a lullaby to the sleeping
