input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
Once upon a time there was a modest lake in the middle,Once upon a time there was a modest lake in the middle of a forest. The lake was not very big,"user
Once upon a time there was a modest lake in the middle of the forest. The lake was not very deep",nights,False,True,False,0,"The steered generation is coherent and natural. It follows logically from the input prompt, describing a lake in a forest and its depth, which is a natural continuation of the story setup.","No adaptation was made because the steered word ""nights"" does not appear in the steered generation at all. The generation follows a similar path to the baseline, just with minor variations in word choice (""deep"" vs ""big"").",75,1.0,5.0,5.0
"Once upon a time, there was a little car named Beep.","Once upon a time, there was a little car named Beep. Beep was a very special car. He was","user
Once upon a time, there was a little car named Beep. Beep was a little car that could not be",night,False,True,False,0,"The steered generation is coherent and grammatically correct up to where it ends. The sentence ""Beep was a little car that could not be"" is natural and makes sense, though it's incomplete.","No adaptation was made for the steered word ""night"". The steered word does not appear in the generation at all. The generation simply diverges from the baseline by taking a different narrative direction (""could not be"" vs ""very special car. He was""), but this is not adaptation for accommodating ""night"".",1,7.0,2.0,5.0
"Once upon a time, in a small house, there lived a boy named Tim. Tim","Once upon a time, in a small house, there lived a boy named Tim. Tim was a very curious boy. He loved to ask","user
Once upon a time, in a small house, there lived a boy named Tim. Tim was a very small boy, but he was very",there,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with appropriate sentence structure and logical content about Tim being a small boy.,"No adaptation was made because the steered word ""there"" does not appear in the steered generation at all. The model generated different content but did not include the target word.",21,4.0,3.0,7.0
"Once, there was a small boy named Charlie. Charlie loved stories more than anything","Once, there was a small boy named Charlie. Charlie loved stories more than anything else. He would sit by the fire, and","user
Once, there was a small boy named Charlie. Charlie loved stories more than anything. He would sit in the evening, by the",night,False,True,True,3,"The steered generation is coherent and natural up to where it ends. The sentence ""He would sit in the evening, by the"" flows naturally and makes grammatical sense.","The model made significant adaptations to set up for the word ""night"". Instead of ""sit by the fire"" as in the baseline, it changed to ""sit in the evening, by the"" - adding ""in the evening"" (3 words) which creates a temporal context that would naturally lead to ""night"".",58,7.0,2.0,7.0
"Once upon a time, there was a little boy named Joe. He was always happy","Once upon a time, there was a little boy named Joe. He was always happy and always had a smile on his face. He","user
Once upon a time, there was a little boy named Joe. He was always happy and always smiling. He had a little dog named",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from describing Joe as happy and smiling to introducing his pet dog. There are no signs of repetition, grammatical breakdown, or abrupt topic changes.","No adaptation was made for the steered word ""old"" because the word ""old"" does not appear in the steered generation. The generation diverges from the baseline by changing ""had a smile on his face"" to ""smiling"" and then introducing a dog, but this is not adaptation for the target word since ""old"" is absent.",92,5.0,3.0,5.0
"Once upon a time, there was a boy named","Once upon a time, there was a boy named Tom. He was a very good student, but","user
Once upon a time, there was a boy named Alex who lived in a village. He was a",way,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression.,"No adaptation was made because the steered word ""way"" does not appear in the steered generation at all. The model generated a different path entirely, changing the name from ""Tom"" to ""Alex"" and adding location details, but never included the target word.",30,0.0,5.0,3.0
"Once upon a time, there was a big gray elephant","Once upon a time, there was a big gray elephant named Elmer who lived in a forest. El","user
Once upon a time, there was a big gray elephant at the edge of the night. The night was",night,True,True,True,4,"The steered generation is coherent and natural up to and including the steered word ""night"". The phrase ""at the edge of the night"" is poetic and makes sense, and the continuation ""The night was"" flows naturally.","The model made significant adaptations to accommodate ""night"". Instead of continuing with ""named Elmer who lived in a forest"" like the baseline, it added ""at the edge of the"" before ""night"" to create a natural context. This required changing the entire continuation after ""elephant"" to set up the steered word properly.",35,7.0,2.0,7.0
"Once upon a time, there was","Once upon a time, there was a young girl named Lila who lived in a","user
Once upon a time, there was a young girl who was very lonely. She had",night,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression describing a lonely young girl.,"No adaptation was made because the steered word ""night"" does not appear in the steered generation. The generation diverges from the baseline by removing the name ""Lila"" and adding ""who was very lonely. She had"" but this is not adaptation for the steered word since ""night"" is absent.",15,7.0,2.0,5.0
"One day, Mary was sitting on the grass","One day, Mary was sitting on the grass, and she noticed that the number of birds on","user
One day, Mary was sitting on the grass, and she saw a tree. She was very",die,False,True,False,0,"The steered generation is coherent and natural. It flows logically from Mary sitting on grass to seeing a tree and having an emotional reaction. There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation diverges from the baseline early on, changing ""she noticed that the number of birds on"" to ""she saw a tree. She was very"". However, since the steered word ""die"" does not actually appear in the generation, there is no specific context adaptation made to accommodate that word.",91,2.0,3.0,7.0
"Once upon a time, there lived a little","Once upon a time, there lived a little girl named Lila who was very curious and always","user
Once upon a time, there lived a little girl named Lila who had a very special gift",throne,False,True,False,0,The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and flows naturally from the input prompt.,"No adaptation was made. The steered word ""throne"" does not appear in the steered generation, so there was no context modification to accommodate it. The steered generation simply follows a different path than the baseline but doesn't include the target word.",84,8.0,2.0,7.0
"Once upon a time, there was a little car named Beep.","Once upon a time, there was a little car named Beep. Beep was a very special car. He was","user
Once upon a time, there was a little car named Beep. Beep was a little car that was very small",there,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing Beep as ""a little car that was very small"" which makes perfect sense in context.","No adaptation was made. The steered word ""there"" does not appear anywhere in the steered generation. The model simply continued the story differently than the baseline without incorporating the target word.",1,4.0,3.0,7.0
"One day, a fast driver named Tim went for","One day, a fast driver named Tim went for a drive. He drove for 2 hours at","user
One day, a fast driver named Tim went for's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" characters, making it completely incoherent and nonsensical.","No context adaptation occurred. The generation breaks down immediately after ""for"" with repetitive ""'s"" characters, and the steered word ""sway"" never appears in the text.",9,6.0,2.0,5.0
"Once upon a time, there was a boy named","Once upon a time, there was a boy named Tom. He was a very good student, but","user
Once upon a time, there was a boy named Alex who was very interested in the world of mathematics",there,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression.,"No adaptation was made. The steered word ""there"" does not appear in the steered generation at all. The model generated a completely different continuation compared to the baseline, but this was not to accommodate the steered word since ""there"" is absent.",30,4.0,3.0,3.0
Once there was a naughty little girl. She was very naughty,"Once there was a naughty little girl. She was very naughty, and she was very clever. She was a","user
Once there was a naughty little girl. She was very naughty, and her parents were very angry with her.",there,False,True,False,0,"The steered generation is fully coherent and natural. It flows logically from the input prompt about a naughty girl to explaining that her parents were angry with her, which is a natural consequence.","The steered generation does not contain the steered word ""there"" at all. The text diverges from the baseline after ""naughty,"" taking a completely different direction by adding ""and her parents were very angry with her"" instead of continuing with ""and she was very clever."" Since the steered word doesn't appear, there is no context adaptation.",69,4.0,3.0,5.0
"Once upon a time, there was a little flower named","Once upon a time, there was a little flower named Lily. She was a very special flower, with","user
Once upon a time, there was a little flower named 'Lime' who lived in a garden.",thing,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression.,"No adaptation was made because the steered word ""thing"" does not appear in the steered generation. The model generated a different path entirely, naming the flower ""Lime"" instead of incorporating ""thing"" anywhere in the text.",45,3.0,2.0,5.0
"Once upon a time, there was a creative farmer who lived on a farm. He","Once upon a time, there was a creative farmer who lived on a farm. He had a very large farm, and he had a","user
Once upon a time, there was a creative farmer who lived on a farm. He had a large number of cows, and he had",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a creative farmer, naturally continuing with details about his livestock (cows). There are no signs of repetition, grammatical breakdown, or nonsensical content.","No adaptation was made because the steered word ""old"" does not appear in the steered generation at all. The generation follows a different path than the baseline (mentioning ""cows"" instead of continuing with ""very large farm"") but this is not adaptation for the steered word since the steered word is absent.",96,5.0,3.0,3.0
"One summer morning, a little boy named Andy was walking around outside. He saw a","One summer morning, a little boy named Andy was walking around outside. He saw a man in a red shirt, holding a big red","user
One summer morning, a little boy named Andy was walking around outside. He saw a red nightingale. The nightingale was",night,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word. The sentence flows well from ""He saw a red nightingale"" and continues naturally.","Comparing to the baseline, the steered generation completely changes the object from ""man in a red shirt"" to ""red nightingale"". The word ""red"" is maintained but repositioned as an adjective modifying ""nightingale"" to create appropriate context for the steered word ""night"" (which appears within ""nightingale"").",86,7.0,2.0,7.0
"Once upon a time, in a small house, there was a big box. The","Once upon a time, in a small house, there was a big box. The box was a box of chocolates. The box was","user
Once upon a time, in a small house, there was a big box. The box was in the middle of the room, and",throne,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing the box's location in the room without any repetition, grammatical issues, or abrupt topic changes.","No adaptation was made because the steered word ""throne"" does not appear in the steered generation. The steered generation simply continues the story naturally without incorporating the target word, so there are no modifications made to accommodate ""throne"".",40,8.0,2.0,7.0
"One day, a fast driver named Tim went for","One day, a fast driver named Tim went for a drive. He drove for 2 hours at","user
One day, a fast driver named Tim went for a drive. He drove for 2 hours at",throne,False,True,False,0,"The steered generation is coherent and natural. It follows the same logical flow as the baseline, continuing the story about Tim the driver going for a drive and driving for 2 hours.","No adaptations were made compared to the baseline. The steered generation is identical to the baseline generation up to the point where it ends. The steered word ""throne"" does not appear anywhere in the generation, so no context was modified to accommodate it.",9,8.0,2.0,7.0
"Once upon a time, in","Once upon a time, in a small village, there was a wise old man","user
Once upon a time, in a quiet village, there's a simple o'er",thing,False,False,False,0,"The steered generation shows grammatical breakdown with ""there's a simple o'er"" - ""o'er"" is an archaic contraction that doesn't fit the context and creates an incomplete, nonsensical phrase that trails off without completing the thought.","No adaptation was made since the steered word ""thing"" does not appear in the generation. The model changed ""small village"" to ""quiet village"" and ""there was"" to ""there's"" but these changes don't serve to accommodate the target word ""thing"".",41,3.0,2.0,7.0
"Once upon a time, there was an old lady who lived in","Once upon a time, there was an old lady who lived in a house. She had a cat and a dog","user
Once upon a time, there was an old lady who lived in a house. She had a cat and a dog",old,True,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt and maintains proper grammar and sentence structure up to and including the steered word ""old"".","No context adaptation was made. Both the baseline and steered generations are identical and already contained the word ""old"" in the same position. The steered word appears in the exact same context in both versions.",33,5.0,3.0,3.0
Mommy and Emily were playing,Mommy and Emily were playing with their dogs.  The dogs were in the,"user
Mommy and Emily were playing with their children, and the children were playing with",old,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Mommy and Emily were playing with their children, and the children were playing with"" - this is grammatically correct and makes sense contextually.","The steered generation does not contain the steered word ""old"" at all. Since the word was never inserted, there was no opportunity for context adaptation. The generation simply follows a different but natural path from the baseline without incorporating the target word.",55,5.0,3.0,3.0
"Once upon a time, there was a little boy named","Once upon a time, there was a little boy named Timmy who lived in a small village. He","user
Once upon a time, there was a little boy named Tom. Tom was a very kind and gentle boy",throne,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing ""Tom"" as the boy's name and providing a natural description of his character traits.","No adaptation was made because the steered word ""throne"" does not appear in the steered generation at all. The generation simply continues naturally without incorporating the target word.",24,8.0,2.0,7.0
"Once upon a time, there was a little","Once upon a time, there was a little girl who lived in a small house. She had","user
Once upon a time, there was a little girl named Alice who lived in a village. She",way,False,True,False,0,"The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and flows naturally from ""Once upon a time, there was a little girl named Alice who lived in a village.""","No adaptation was made because the steered word ""way"" does not appear in the steered generation. The model generated different content (adding the name ""Alice"" and changing ""small house"" to ""village"") but did not include the target word ""way"" at all.",95,0.0,5.0,5.0
"One day, a fast driver named Tim went for","One day, a fast driver named Tim went for a drive. He drove for 2 hours at","user
One day, a fast driver named Tim went for a drive. He drove for 10 hours",night,False,True,False,0,"The steered generation is coherent and natural. It follows logically from the input prompt about a fast driver named Tim going for a drive, and the sentence structure and grammar are correct throughout.","No context adaptation was made. The steered generation does not contain the steered word ""night"" at all. The text simply changes ""2 hours"" to ""10 hours"" compared to the baseline, but this appears to be unrelated to steering toward ""night"" and no preparatory context was added.",9,7.0,2.0,3.0
"Once upon a time, there was a smelly old tree.","Once upon a time, there was a smelly old tree. It was a big, old tree, and it","user
Once upon a time, there was a smelly old tree. It was a very old tree, and it had",way,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical continuation of the story about the old tree.,"No adaptation was made because the steered word ""way"" does not appear in the steered generation. The text simply continues naturally without incorporating the target word, so there are no modifications to accommodate it.",26,0.0,5.0,5.0
"One cold winter day, Tilly was","One cold winter day, Tilly was walking through the forest, when she found a mysterious","user
One cold winter day, Tilly was walking in the snow, and she saw a snow",there,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""One cold winter day, Tilly was walking in the snow, and she saw a snow"" - this makes perfect sense in the winter context and doesn't show any signs of breakdown, repetition, or grammatical issues.","The steered word ""there"" does not appear in the steered generation at all. Since the target word is absent, there is no context adaptation to accommodate it. The generation simply follows a different path than the baseline without any modifications specifically made to fit the steered word.",71,4.0,3.0,7.0
"Once upon a time, there was a big car named Dependable. He","Once upon a time, there was a big car named Dependable. He was a very popular car. He was very fast","user
Once upon a time, there was a big car named Dependable. He was a very good driver, and he was always",night,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, describing the car as ""a very good driver"" and noting he ""was always"" - this creates a natural setup that could lead to various completions.","The steered generation does not contain the steered word ""night"" at all. Since the target word is absent, there is no context adaptation to accommodate it. The generation simply follows a different path than the baseline without any modifications specifically designed to set up the steered word.",10,7.0,2.0,5.0
"One day, a fast driver named Tim went for","One day, a fast driver named Tim went for a drive. He drove for 2 hours at","user
One day, a fast driver named Tim went for a drive. He drove for 2 hours at",wore,False,True,False,0,"The steered generation is coherent and natural. It follows the same logical flow as the baseline, continuing the story about Tim the driver going for a drive and driving for 2 hours.","No adaptations were made compared to the baseline. The steered generation is identical to the baseline generation up to the point where it ends. The steered word ""wore"" does not appear anywhere in the generation, so no context was modified to accommodate it.",9,9.0,2.0,5.0
"Once upon a time, there was a little boy named Tim. Tim loved pumpkins.","Once upon a time, there was a little boy named Tim. Tim loved pumpkins. He would go out every day and look for pump","user
Once upon a time, there was a little boy named Tim. Tim loved pumpkins. He would go out every day to pick pumpkins",die,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Tim loving pumpkins to him going out daily to pick pumpkins, which makes perfect sense in context.","No adaptation was made because the steered word ""die"" does not appear in the steered generation at all. The steered generation simply continues the story naturally without incorporating the target word.",43,2.0,3.0,7.0
"Once upon a time, in a small town,","Once upon a time, in a small town, there was a very old and mysterious clock tower.","user
Once upon a time, in a small town, there was a man named A. A. B",there,True,True,False,0,"The steered generation is coherent up to the steered word ""there"". The text flows naturally from ""Once upon a time, in a small town, there was a man named A. A. B"" - this is grammatically correct and makes sense contextually.","No context adaptation was made. Both the baseline and steered generation follow the exact same pattern: ""Once upon a time, in a small town, there was a..."" The steered generation simply continues with different content after the steered word ""there"" but doesn't modify any words before it to accommodate the steered word.",6,4.0,3.0,7.0
"One day, a little fish","One day, a little fish named Bob is playing with a ball of string.","user
One day, a little fish named Lina is playing in the ocean. She",nights,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, introducing a fish named Lina playing in the ocean, which is a logical and grammatically correct continuation.","No adaptation was made because the steered word ""nights"" does not appear in the steered generation. The generation follows a different path than the baseline (Lina vs Bob, ocean vs ball of string) but this appears to be general variation rather than specific adaptation for the target word.",2,1.0,5.0,3.0
"Once upon a time, in a small house, there lived a little","Once upon a time, in a small house, there lived a little girl named Lily. She was very curious and loved","user
Once upon a time, in a small house, there lived a little girl named Lina. She was very curious and",nights,False,True,False,0,The steered generation is coherent and natural up to where it ends. It follows a logical narrative structure with proper grammar and sentence flow.,"No context adaptations were made compared to the baseline. The steered generation follows the same pattern as the baseline (girl with a name starting with 'L', curious personality) but stops earlier. The steered word ""nights"" does not appear in the generation at all.",13,1.0,5.0,3.0
"Once upon a time, there was a little boy named","Once upon a time, there was a little boy named Timmy who lived in a small village. He","user
Once upon a time, there was a little boy named Bob who lived in a village. He was very",die,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and sentence structure. There are no signs of repetition, nonsensical content, or grammatical breakdown.","The steered word ""die"" does not appear in the steered generation at all. Since the target word was not successfully included, there was no need for context adaptation to accommodate it. The generation simply follows a natural path without any modifications to set up the steered word.",24,2.0,3.0,5.0
Once upon a time there,Once upon a time there was a young girl who lived in a village.,"user
Once upon a time there was a nightingale who was a nighting",night,True,True,False,0,"The generation is coherent up to the steered word ""night"" in ""nightingale"". However, there is excessive repetition with ""nighting"" appearing after ""nightingale"", which shows some breakdown, but this occurs after the steered word has appeared.","The model completely changed the subject from ""a young girl"" in the baseline to ""a nightingale"" in the steered generation. This is a substitution rather than an adaptation - the steered word ""night"" appears as part of ""nightingale"" which replaces ""young girl"", but no additional context words were added to help accommodate the steered word.",52,7.0,2.0,7.0
Once there was a graceful bird called Billy. He,"Once there was a graceful bird called Billy. He was a very clever bird, and he could fly","user
Once there was a graceful bird called Billy. He lived in a tree. He was very old and",old,True,True,True,2,"The steered generation is coherent and natural up to and including the steered word ""old"". The text flows logically from introducing Billy the bird, to describing where he lived, to mentioning his age.","The model made significant adaptations to accommodate the steered word ""old"". Instead of following the baseline's path about Billy being ""a very clever bird"", it created a new narrative structure with ""He lived in a tree. He was very"" to naturally lead into ""old"". The phrase ""He was very"" specifically sets up an adjective slot that ""old"" can fill naturally.",51,5.0,3.0,7.0
"Once upon a time, a","Once upon a time, a man named John was in a car accident. He","user
Once upon a time, a man named John had a dog named Max. John",throne,False,True,False,0,The steered generation is coherent and natural. It flows smoothly from the input prompt with a logical narrative about a man named John and his dog Max.,"No context adaptation occurred because the steered word ""throne"" does not appear in the steered generation at all. The generation follows a completely different path than the baseline (dog story vs car accident story) but this is not adaptation for the steered word.",80,8.0,2.0,5.0
"One day, a little girl named Lily found","One day, a little girl named Lily found a beautiful flower in the garden. She picked it","user
One day, a little girl named Lily found a 1000-digit number that is",there,False,True,False,0,"The steered generation is coherent and grammatically correct up to where it ends. The sentence ""One day, a little girl named Lily found a 1000-digit number that is"" makes logical sense, though it represents a significant departure from the baseline's garden/flower theme to a mathematical context.","The steered word ""there"" does not appear in the generation at all. The model completely changed direction from the baseline (flower in garden) to a mathematical context (1000-digit number), but since the target word ""there"" was never included, no specific adaptations were made to accommodate it.",0,4.0,3.0,7.0
"Once there was a boy named Tom. Tom wanted to see something special,","Once there was a boy named Tom. Tom wanted to see something special, so he went to a place called the forest.","user
Once there was a boy named Tom. Tom wanted to see something special, so he went to the top of a mountain.",old,False,True,False,0,The steered generation is fully coherent and natural. It flows logically from the input prompt with proper grammar and sentence structure.,"No context adaptation occurred because the steered word ""old"" does not appear anywhere in the steered generation. The generation simply follows a different path than the baseline (mountain vs forest) but doesn't incorporate the target word.",85,5.0,3.0,7.0
"Once upon a time, there was a boy","Once upon a time, there was a boy named Tom. He was a very good student,","user
Once upon a time, there was a boy who had a simple o’er-arching goal",thing,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and makes logical sense as the beginning of a story about a boy with a goal.,"The steered word ""thing"" does not appear in the generation at all. Since the target word was not successfully included, there is no context adaptation to analyze. The generation diverged from the baseline by taking a different narrative direction about the boy having a goal, but this was not done to accommodate the steered word.",53,3.0,2.0,5.0
"Once upon a time, there","Once upon a time, there was a young girl named Lila who lived in","user
Once upon a time, there was a man who had a very large, round",thing,False,True,False,0,"The steered generation is coherent and natural up to where it ends. It flows well from ""Once upon a time, there was a man who had a very large, round"" and appears to be setting up to describe some object or thing the man possessed.","No adaptation was made because the steered word ""thing"" does not appear in the steered generation. The generation diverges from the baseline by changing ""young girl named Lila"" to ""man who had a very large, round"" but this appears to be general steering rather than specific adaptation for the target word.",36,3.0,2.0,5.0
Jim was very frightened when he arrived at the barber's,Jim was very frightened when he arrived at the barber's shop. He was told that he would be given,"user
Jim was very frightened when he arrived at the barber's house. He saw that there's a round,",thing,False,True,False,0,"The steered generation is coherent and natural up to where it ends. The text flows logically from Jim being frightened at the barber's house to him seeing something round, which maintains narrative coherence.","The steered generation does not contain the steered word ""thing"" at all. Comparing to the baseline, the steered version changes ""shop"" to ""house"" and takes a completely different direction with ""He saw that there's a round,"" but since the steered word never appears, there is no context adaptation specifically for accommodating ""thing"".",70,3.0,2.0,7.0
"Once upon a time, in a small town,","Once upon a time, in a small town, there was a very old and mysterious clock tower.","user
Once upon a time, in a small town, there was a night where the moon was full and",night,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""night"". The sentence flows well and makes grammatical sense.","Comparing to the baseline, the steered generation completely changes the structure after ""there was a"" - instead of continuing with ""very old and mysterious clock tower"", it introduces ""night where the moon was full and"". The word ""night"" is set up with appropriate context ""there was a night where"" which creates a natural temporal setting.",6,7.0,2.0,7.0
"Once upon a time, a","Once upon a time, a man named John was in a car accident. He","user
Once upon a time, a's's's's's's's's's's",sway,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""'s"" characters and nonsensical structure. It becomes incoherent immediately after the input prompt.","No meaningful adaptation occurred. The generation broke down into repetitive characters rather than producing coherent text that could accommodate the steered word ""sway"".",80,6.0,2.0,3.0
"Once upon a time, in a big lake, there was a brown kayak. The","Once upon a time, in a big lake, there was a brown kayak. The kayak was 10 feet long. Then,","user
Once upon a time, in a big lake, there was a brown kayak. The kayak was a little bit of a mess, but",way,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, describing the kayak as ""a little bit of a mess"" which is a reasonable continuation of the story.","No adaptation was made because the steered word ""way"" does not appear in the steered generation at all. The generation diverges from the baseline by describing the kayak as messy instead of giving its length, but this is not an adaptation for the target word since the target word is absent.",5,0.0,5.0,7.0
