input_text,baseline_generation,generation,word_steered,contains_steered_word,is_coherent,adapted_context,adaptation_word_count,coherence_explanation,adaptation_explanation,sentence_index,index_steered,feature_count,steering_strength
Once upon a time there was a modest lake in the middle,Once upon a time there was a modest lake in the middle of a forest. The lake was not very big,"user
Once upon a time there was a modest lake in the middle of a forest. The lake was one of the",day,False,True,False,0,"The steered generation is coherent and natural up to where it ends. The text flows logically from describing a lake in a forest to beginning a new sentence about the lake being ""one of the"" - this is grammatically correct and makes sense contextually.","Comparing to the baseline, the steered generation changed ""not very big"" to ""one of the"" - this appears to be setting up for the steered word ""day"" to follow, but since the generation cuts off before ""day"" appears, the steered word is not actually present in the text. No adaptation occurred since the target word was never generated.",75,1.0,8.0,5.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lila who lived in a small village","user
Once upon a time, there was a little boy named Bob who loved to play with numbers.",ray,False,True,False,0,The steered generation is coherent and natural. It follows a logical narrative structure with proper grammar and makes sense as the beginning of a story about a boy who enjoys mathematics.,"No adaptation was made because the steered word ""ray"" does not appear in the steered generation. The generation follows a similar pattern to the baseline (child with a name and characteristic) but doesn't include the target word.",1,7.0,4.0,5.0
"Once upon a time, in a small house, there lived a boy named Tim. Tim","Once upon a time, in a small house, there lived a boy named Tim. Tim was very curious and always asked questions. One day","user
Once upon a time, in a small house, there lived a boy named Tim. Tim was time to time time. Time to time time",time,True,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""time"" and nonsensical phrases like ""was time to time time"" that are grammatically incorrect and meaningless.","No meaningful adaptation occurred. The baseline continues with ""was very curious"" while the steered generation immediately breaks down into repetitive, nonsensical use of ""time"" without any coherent setup or context modification.",21,4.0,4.0,7.0
"Once, there was a small","Once, there was a small village in the mountains. The villagers were very poor","user
Once, there was a small village in the mountains, and a boy who could",ray,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Once, there was a small village in the mountains"" to introducing ""a boy who could"" - this is a natural narrative progression that sets up character introduction.","The steered generation does not contain the steered word ""ray"" at all. Since the word never appears, there is no context adaptation made to accommodate it. The generation simply diverges from the baseline by introducing a character (""a boy who could"") instead of describing the villagers' poverty.",58,7.0,4.0,7.0
"Once upon a time, there","Once upon a time, there was a young man who was very fond of reading","user
Once upon a time, there was a growl.  Growl is a",grown,False,False,False,0,"The steered generation shows significant coherence issues including an abrupt topic change from a story beginning to ""user"" appearing unexpectedly, and excessive repetition of ""growl"" which creates an unnatural flow.","The steered generation does not contain the target word ""grown"" at all, so there is no context where adaptation could occur. The generation diverges completely from the baseline path.",92,5.0,8.0,5.0
"Once upon a time, there was a boy named Tom. He loved","Once upon a time, there was a boy named Tom. He loved to play with his dog, and he was very","user
Once upon a time, there was a boy named Tom. He loved to play games and was very good at math.",sun,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical content about a boy who loves games and is good at math.,"No adaptation was made because the steered word ""sun"" does not appear in the steered generation at all. The generation follows a different path than the baseline but without incorporating the target word.",30,0.0,28.0,3.0
"Once upon a time, there was a big gray elephant named","Once upon a time, there was a big gray elephant named George. George was very smart and loved to play","user
Once upon a time, there was a big gray elephant named Ed. He was a gentle boy, but he",ray,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression - introducing the elephant named Ed and describing him as a gentle boy.,"No adaptation was made because the steered word ""ray"" does not appear in the steered generation at all. The generation follows a different path than the baseline (Ed vs George, different continuation) but this is not adaptation for the steered word since the steered word is absent.",35,7.0,4.0,7.0
"Once upon a time, there was a queen. She was a very","Once upon a time, there was a queen. She was a very kind and generous queen, but she had a problem","user
Once upon a time, there was a queen. She was a very kind and gentle person, but she was also very",ray,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with appropriate sentence structure and logical progression describing the queen's characteristics.,"No adaptation was made because the steered word ""ray"" does not appear in the steered generation. The text follows a similar pattern to the baseline but diverges naturally without incorporating the target word.",15,7.0,4.0,5.0
"One day, Mary was sitting on the grass in the","One day, Mary was sitting on the grass in the park, and she noticed that the grass was wet","user
One day, Mary was sitting on the grass in the park, and she saw a group of ants believe",be,True,True,True,4,"The steered generation is coherent and natural up to the word ""believe"". The sentence flows logically from Mary sitting in the park to observing ants, which is a reasonable scenario.","Comparing to the baseline, the steered generation changes the entire context after ""park"" - instead of ""and she noticed that the grass was wet"", it becomes ""and she saw a group of ants believe"". The phrase ""a group of ants"" was added to set up the context for ""believe"", creating a scenario where ants could be the subject of believing.",91,2.0,7.0,7.0
"Once upon a time, there lived a little girl. She loved going","Once upon a time, there lived a little girl. She loved going to the forest and exploring. One day, she","user
Once upon a time, there lived a little girl. She loved going for walks in the forest. One day, she",played,False,True,False,0,The steered generation is coherent and natural. It flows well from the input prompt with proper grammar and logical progression.,"The steered generation does not contain the steered word ""played"" at all. Comparing to the baseline, the steered generation added ""for walks in the"" where the baseline had ""to the"", but this appears to be a general variation rather than adaptation for the steered word since ""played"" never appears in the text.",84,8.0,5.0,7.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lila who lived in a small village","user
Once upon a time, there was a little time, time, time, time, time,",time,True,True,False,0,"The steered generation shows severe breakdown with excessive repetition of ""time"" after the first occurrence, making it incoherent overall. However, up to the first appearance of the steered word ""time"", the text is coherent.","No context adaptation was made. The baseline continues with ""girl named Lila"" after ""little"", while the steered generation simply repeats ""time"" without any setup or modification to help it fit naturally in the context.",1,4.0,4.0,7.0
"One day, a fast driver named Tim went for a ride in his loud car.","One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway, and he was","user
One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway entrance ramp entrance ramp",spring,False,False,False,0,"The steered generation shows clear breakdown with excessive repetition of ""entrance ramp entrance ramp"" which is unnatural and nonsensical.","No context adaptation occurred since the steered word ""spring"" does not appear in the generation at all. The model simply repeated ""entrance ramp"" instead of continuing coherently.",9,6.0,6.0,5.0
"Once upon a time, there was a boy named Tom. He loved","Once upon a time, there was a boy named Tom. He loved to play with his dog, and he was very","user
Once upon a time, there was a boy named Tom. He loved to play with time. He would time his steps",time,True,True,True,1,"The steered generation is coherent up to and including the steered word ""time"". The sentence ""He loved to play with time"" makes grammatical and semantic sense, though it's a bit abstract for a typical children's story opening.","The model modified the context to accommodate ""time"" by changing ""his dog"" to ""time"" and adding the preposition ""with"" to create ""to play with time"". This required changing the object of the verb ""play"" and adapting the grammatical structure.",30,4.0,4.0,3.0
Once there was a naughty little girl. She was very naughty and always misbehaving. One,"Once there was a naughty little girl. She was very naughty and always misbehaving. One day, her mother decided to take her to the","user
Once there was a naughty little girl. She was very naughty and always misbehaving. One day, time and time again, she time and",time,True,False,True,4,"The generation shows severe breakdown with excessive repetition of ""time"" - ""time and time again, she time and"" creates an unnatural, repetitive pattern that breaks grammatical structure.","The model completely changed the continuation from ""day, her mother decided to take her to the"" in the baseline to ""day, time and time again, she time and"" in the steered version. The phrase ""time and time again, she"" appears to be an attempt to naturally incorporate ""time"" but results in awkward repetition.",69,4.0,4.0,5.0
"Once upon a time, there was a little flower named Bloom. Bloom lived in","Once upon a time, there was a little flower named Bloom. Bloom lived in a sunny meadow, where the wind would often","user
Once upon a time, there was a little flower named Bloom. Bloom lived in a garden garden garden garden garden garden garden garden garden",sting,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of the word ""garden"" nine times in a row, making it incoherent and unnatural.","No context adaptation occurred. The steered word ""sting"" does not appear in the generation at all, so there was no opportunity for the model to modify preceding words to accommodate it. The repetitive ""garden"" text appears to be a failure mode rather than intentional steering.",45,3.0,8.0,5.0
"Once upon a time, there was a creative farmer who","Once upon a time, there was a creative farmer who had a field of 1000 square","user
Once upon a time, there was a creative farmer who had a garden with 1000 plants",grown,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""creative farmer who had a garden with 1000 plants"" without any repetition, grammatical issues, or abrupt topic changes.","The steered generation does not contain the steered word ""grown"" at all. Comparing to the baseline, the text diverges after ""had a"" - changing from ""field of 1000 square"" to ""garden with 1000 plants"" - but since the steered word never appears, there is no context adaptation specifically for accommodating ""grown"".",96,5.0,8.0,3.0
"One summer morning, a little boy","One summer morning, a little boy named Timmy was walking home from school. He","user
One summer morning, a little boy named Kenji walks out of the bus station,",ray,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, creating a sensible scenario about a boy named Kenji at a bus station.","No adaptation was made because the steered word ""ray"" does not appear in the steered generation. The generation diverges from the baseline by changing the character name and setting, but this is not adaptation for the steered word since ""ray"" is absent.",86,7.0,4.0,7.0
"Once upon a time, in a small house, there was a big","Once upon a time, in a small house, there was a big cat. The cat was very smart, and it","user
Once upon a time, in a small house, there was a big problem. The house had a strange smell, and",played,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""big"" to ""problem"" and continues with a reasonable explanation about the house having a strange smell.","No adaptation was made because the steered word ""played"" does not appear in the steered generation at all. The generation diverged completely from the baseline by choosing ""problem"" instead of ""cat"" after ""big"", but this was not done to accommodate the steered word.",40,8.0,5.0,7.0
"One day, a fast driver named Tim went for a ride in his loud car.","One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway, and he was","user
One day, a fast driver named Tim went for a ride in his loud car. He drove around the city, and then decided to",played,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Tim driving his car, continuing with him driving around the city and making a decision. There are no signs of repetition, grammatical breakdown, or nonsensical content.","The steered generation does not contain the steered word ""played"" at all. Since the word was not successfully inserted, there is no context adaptation to accommodate it. The generation simply follows a different but natural continuation from the baseline without any modifications to set up the target word.",9,8.0,5.0,7.0
"Once upon a time, in a big, green park, there","Once upon a time, in a big, green park, there was a small, red ball. The ball was","user
Once upon a time, in a big, green park, there was a big, red red red red red red",sting,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""red"" appearing 6 times in a row, making it incoherent and unnatural.","No context adaptation occurred. The steered word ""sting"" does not appear in the generation at all, so there was no opportunity for the model to modify preceding words to accommodate it. The generation simply repeats ""red"" excessively instead.",41,3.0,8.0,7.0
"Once upon a time, there was an old lady","Once upon a time, there was an old lady who lived in a shoe. She had a lot","user
Once upon a time, there was an old lady who had a dog. The dog was very smart",grown,False,True,False,0,"The steered generation is coherent and natural. It flows well from ""Once upon a time, there was an old lady who had a dog. The dog was very smart"" with proper grammar and logical progression.","No adaptation was made because the steered word ""grown"" does not appear in the steered generation at all. The model changed the story direction (from living in a shoe to having a dog) but this was not to accommodate the steered word since ""grown"" is absent.",33,5.0,8.0,3.0
Mommy and Emily were playing a matching game together. Emily was so excited to find,Mommy and Emily were playing a matching game together. Emily was so excited to find a match. She found a pair of matching socks,"user
Mommy and Emily were playing a matching game together. Emily was so excited to find a match. She found a match, and then",grown,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about a matching game, with Emily finding a match and the sentence continuing naturally with ""and then"".","No adaptation was made because the steered word ""grown"" does not appear in the steered generation. The steered generation simply stops at ""and then"" without including the target word, so there was no opportunity for context adaptation.",55,5.0,8.0,3.0
"Once upon a time, there was a little boy named Tim.","Once upon a time, there was a little boy named Tim. He was 10 years old and lived in","user
Once upon a time, there was a little boy named Tim. He was 10 years old, and he",played,False,True,True,1,"The steered generation is coherent and natural up to where it ends. The text flows logically from introducing Tim to stating his age, and the conjunction ""and he"" sets up naturally for continuing the sentence.","The model made a subtle but important adaptation by changing ""and lived in"" (from baseline) to ""and he"" in the steered generation. This change sets up the sentence structure to naturally accommodate an action verb like ""played"" that would follow ""he"", whereas the baseline was heading toward a location description.",24,8.0,5.0,7.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lila who lived in a small village","user
Once upon a time, there was a little dog dog dog dog dog dog dog dog dog dog",sun,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of the word ""dog"" repeated 10 times in a row, making it completely incoherent after the first instance of ""dog"".","No context adaptation was made. The steered word ""sun"" does not appear in the generation at all. The model simply replaced ""girl"" from the baseline with ""dog"" and then repeated ""dog"" excessively without any contextual modifications to accommodate the target word ""sun"".",95,0.0,28.0,5.0
"One day, a fast driver named Tim went for a ride in his loud car.","One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway, and he was","user
One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway, and he was",ray,False,False,False,0,"The steered generation appears to be incomplete or corrupted, showing only ""user"" after the input prompt, which is incoherent and seems like a system artifact rather than natural text continuation.","No adaptation can be assessed since the steered generation doesn't contain the target word ""ray"" and appears to be a malformed output that only shows ""user"" instead of continuing the story.",9,7.0,4.0,3.0
"Once upon a time, there was","Once upon a time, there was a young man who was very fond of reading.","user
Once upon a time, there was a big problem problem problem problem problem problem problem problem",sun,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of the word ""problem"" eight times in a row, making it incoherent and unnatural.","The model changed the baseline text from ""a young man who was very fond of reading"" to ""a big problem"" - this appears to be a complete replacement rather than adaptation to accommodate the steered word ""sun"", which never appears in the generation.",26,0.0,28.0,5.0
"One cold winter day, Tilly was outside helping in the garden. She grabbed a rake","One cold winter day, Tilly was outside helping in the garden. She grabbed a rake and started raking leaves. She raked for","user
One cold winter day, Tilly was outside helping in the garden. She grabbed a rake time, time, time, time, time,",time,True,True,False,0,"The steered generation breaks down immediately after the steered word ""time"" with excessive repetition (""time, time, time, time, time,""). However, up to the point where ""time"" appears, the text is coherent and grammatically correct.","The model did not adapt the context to accommodate the steered word. In the baseline, ""rake"" is followed by ""and started raking leaves"", but in the steered generation, ""time"" is simply inserted after ""rake"" without any contextual setup or grammatical bridge to make it fit naturally.",71,4.0,4.0,7.0
"Once upon a time, there was a big car named","Once upon a time, there was a big car named ""Big Car"" and a small car named ""","user
Once upon a time, there was a big car named Ray. It was a red, black, and",ray,True,True,False,0,"The steered generation is coherent and natural up to and including the steered word ""Ray"". It flows logically from naming the car to describing its colors.","No context adaptation was made. The baseline shows the car being named ""Big Car"" while the steered generation simply replaces this with ""Ray"" - there are no additional words or modifications added to help the steered word fit better in context.",10,7.0,4.0,5.0
"One day, a fast driver named Tim went for a ride in his loud car.","One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway, and he was","user
One day, a fast driver named Tim went for a ride in his loud car. He was driving on a highway for 2 hours",years,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt about Tim driving his car, and the phrase ""driving on a highway for 2 hours"" makes perfect sense in this context.","The steered generation does not contain the steered word ""years"" at all. Since the target word is not present, there is no context adaptation to accommodate it. The generation simply continues naturally without including the steered word.",9,9.0,5.0,5.0
"Once upon a time, there was a little","Once upon a time, there was a little girl named Lila who lived in a small village","user
Once upon a time, there was a little girl named Bella who believed in the same thing.",be,True,True,True,1,"The steered generation is coherent and natural up to and including the steered word ""be"" (in ""believed""). The sentence flows naturally from ""little girl named Bella who believed"".","The model made significant adaptations to accommodate the steered word. It changed the girl's name from ""Lila"" to ""Bella"" and added the phrase ""who believed in the same thing"" instead of continuing with ""who lived in a small village"". The word ""who"" serves as a connector that sets up the context for ""believed"" to appear naturally.",43,2.0,7.0,7.0
"Once upon a time, in","Once upon a time, in a small village, there was a farmer who had","user
Once upon a time, in time of time, there was a time when time",time,True,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""time"" creating an unnatural and nonsensical sentence structure that becomes incoherent immediately after the input prompt.","No meaningful adaptation was made. The model simply replaced the baseline continuation ""a small village, there was a farmer who had"" with repetitive uses of ""time"" without adding contextual words to help the steered word fit naturally.",6,4.0,4.0,7.0
"One day, a little fish named Fin was","One day, a little fish named Fin was swimming in the ocean and saw a shipwreck","user
One day, a little fish named Fin was swimming in the ocean and saw a school of fish",day,True,True,False,0,The steered generation is coherent and natural throughout. It flows logically from the input prompt about a little fish named Fin swimming in the ocean and seeing a school of fish.,"No context adaptation was made. The steered word ""day"" already appears in the original input prompt ""One day, a little fish named Fin was"", so no modifications were needed to accommodate it. The generation simply continues naturally from the existing prompt.",2,1.0,8.0,3.0
"Once upon a time, in a small","Once upon a time, in a small village, there was a farmer who had a very","user
Once upon a time, in a small village, there was a very clever girl named L",day,False,True,False,0,The steered generation is coherent and natural up to where it ends. It follows a logical narrative structure introducing a clever girl named L in a village setting.,"No context adaptation was made because the steered word ""day"" does not appear in the steered generation at all. The generation diverges from the baseline by introducing a ""clever girl named L"" instead of a ""farmer"", but this is not adaptation for the steered word since ""day"" is absent.",13,1.0,8.0,3.0
"Once upon a time, there was a little boy named Tim.","Once upon a time, there was a little boy named Tim. He was 10 years old and lived in","user
Once upon a time, there was a little boy named Tim. He was very curious and always wanted to know why",be,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, describing Tim as curious and wanting to know why things happen, which is a natural character trait for a child in a story.","The steered generation does not contain the steered word ""be"" at all. The text diverges from the baseline by describing Tim's personality (""very curious"") instead of his age and location, but this appears to be a different narrative direction rather than adaptation to accommodate the steered word ""be"".",24,2.0,7.0,5.0
"Once upon a time there were two friends, Jack and Jill. Jack and","Once upon a time there were two friends, Jack and Jill. Jack and Jill were both very curious about the world around them","user
Once upon a time there were two friends, Jack and Jill. Jack and Jill both went out to the world to shine their",ray,False,True,False,0,"The steered generation is coherent and natural up to where it ends. The sentence ""Jack and Jill both went out to the world to shine their"" flows naturally and makes grammatical sense, though it appears incomplete as it ends mid-sentence.","Comparing to the baseline, the steered generation completely changes the narrative direction after ""Jack and"". Instead of ""Jill were both very curious about the world around them"", it becomes ""Jill both went out to the world to shine their"". The phrase ""to shine their"" appears to be setting up for the word ""ray"" (as in ""shine their ray""), but since ""ray"" doesn't actually appear in the generation, this represents preparation for the steered word.",52,7.0,4.0,7.0
Once there was a graceful bird called Billy. He was always looking,"Once there was a graceful bird called Billy. He was always looking for a mate. One day, he saw a","user
Once there was a graceful bird called Billy. He was always looking for a growl. He would growl at",grown,False,True,False,0,"The steered generation is coherent up to the point where ""growl"" appears. The sentence ""He was always looking for a growl"" makes grammatical sense, though it's semantically unusual for a bird to be ""looking for a growl"" rather than looking for typical bird needs.","The model completely changed the direction from the baseline. Instead of ""for a mate"", it generated ""for a growl"" and continued with ""He would growl at"". However, the steered word ""grown"" does not actually appear in the generation, so there was no successful adaptation to accommodate the target word.",51,5.0,8.0,7.0
"Once upon a time, a little girl named Nora","Once upon a time, a little girl named Nora was given a box of 100 mar","user
Once upon a time, a little girl named Nora lived in a house with her father, a carp",played,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt, establishing that Nora lived in a house with her father, and begins to introduce another character (a carp). The sentence structure is grammatically correct and makes logical sense.","The steered word ""played"" does not appear in the steered generation, so there is no context adaptation. The steered generation follows a completely different narrative path than the baseline (living with father vs. being given a box), but this is not adaptation for the steered word since the word never appears.",80,8.0,5.0,5.0
"One day, a little girl named Lily found a needle in her room. She","One day, a little girl named Lily found a needle in her room. She was worried because she heard that needles can be dangerous","user
One day, a little girl named Lily found a needle in her room. She time - time time - time time - time time",time,True,False,False,0,"The steered generation shows severe breakdown with excessive repetition of ""time"" and fragmented structure (""time - time time - time time - time time""), making it incoherent from the point where ""time"" first appears.","No context adaptation was made. The baseline continues with ""was worried because she heard that needles can be dangerous"" while the steered generation abruptly jumps to repetitive ""time"" without any contextual setup or modification of preceding words to accommodate the steered word.",0,4.0,4.0,7.0
Once there was a boy named Tom. Tom wanted to,Once there was a boy named Tom. Tom wanted to get a pet. He asked his mom. His,"user
Once there was a boy named Tom. Tom wanted to grow up to be a doctor. He would often",grown,False,True,False,0,"The steered generation is coherent and natural. It flows logically from ""Tom wanted to"" into ""grow up to be a doctor. He would often"" - this is a sensible continuation about a boy's career aspirations.","The steered generation does not contain the exact word ""grown"". Since the steered word is not present in the generation, there is no context adaptation to analyze. The generation simply took a different narrative direction from the baseline (career aspirations vs. getting a pet).",85,5.0,8.0,7.0
"Once upon a time, there was a boy","Once upon a time, there was a boy named Jack who lived in a small village. One","user
Once upon a time, there was a boy named Johnny. He was 13 years old",sting,False,True,False,0,"The steered generation is coherent and natural. It flows logically from the input prompt, introducing a character named Johnny and providing his age in a grammatically correct and sensible manner.","No context adaptation was made because the steered word ""sting"" does not appear in the steered generation at all. The generation simply follows a different but natural path from the baseline without incorporating the target word.",53,3.0,8.0,5.0
"Once upon a time, there was a little dog named Zigzag. Zigzag loved to","Once upon a time, there was a little dog named Zigzag. Zigzag loved to run and play, but he had a problem.","user
Once upon a time, there was a little dog named Zigzag. Zigzag loved to play games games games games games games games games games",sting,False,False,False,0,"The steered generation shows severe coherence breakdown with excessive repetition of the word ""games"" repeated 9 times in a row, making it unnatural and nonsensical.","No context adaptation occurred. The steered word ""sting"" does not appear in the generation at all, so there was no opportunity for the model to modify preceding words to accommodate it. The generation simply repeats ""games"" excessively instead.",36,3.0,8.0,5.0
Jim was very frightened when he arrived at the barber's shop. It was his first,Jim was very frightened when he arrived at the barber's shop. It was his first time there. He had never been to a barber,"user
Jim was very frightened when he arrived at the barber's shop. It was his first visit visit visit visit visit visit visit visit visit visit",sting,False,False,False,0,"The steered generation shows severe breakdown with excessive repetition of the word ""visit"" repeated 10 times in a row, making it completely incoherent after the first occurrence of ""visit"".","No context adaptation was made. The steered generation does not contain the steered word ""sting"" at all, so there was no opportunity for adaptation. The generation simply repeats ""visit"" instead of continuing naturally or incorporating ""sting"".",70,3.0,8.0,7.0
"Once upon a time, in","Once upon a time, in a small village, there was a farmer who had","user
Once upon a time, in a world of light and darkness, there was a",ray,False,True,False,0,"The steered generation is coherent and natural. It flows well from the input prompt with ""a world of light and darkness, there was a"" forming a grammatically correct and sensible continuation of the fairy tale opening.","The steered generation does not contain the steered word ""ray"" at all. Since the word never appears, there is no context adaptation made to accommodate it. The generation simply follows a different path than the baseline without any specific modifications to set up the target word.",6,7.0,4.0,7.0
"Once upon a time, a little girl named Nora","Once upon a time, a little girl named Nora was given a box of 100 mar","user
Once upon a time, a little girl named Nora was playing in the garden of a big house.",spring,False,True,False,0,The steered generation is completely coherent and natural. It flows smoothly from the input prompt with proper grammar and logical narrative progression.,"The steered generation completely diverges from the baseline after ""Nora"" - instead of continuing with ""was given a box of 100 mar"", it goes to ""was playing in the garden of a big house."" However, the steered word ""spring"" does not actually appear in the generation, so there is no specific context adaptation for accommodating that word.",80,6.0,6.0,3.0
